,UKF260,ZH8812bulk,ZH881T1,ZH916inf
PLAT,0.021110570105206988,-0.07685619703562248,-0.08548768850079048,-0.09872767839665027
NTF3,,,0.05852819109917291,
CKLF,0.03724496099384997,-0.07514662825138052,0.024996269262748054,0.1553605939642625
CD24,0.011379106110740719,0.011642075146768852,-0.03905894404900044,0.08388820373671456
HSP90AA1,-0.032289756882569104,-0.05510218671803225,0.04054649813682443,-0.07657483842706689
BMP4,-0.01162821366689679,-0.0048292660973093295,-0.02160501930791653,
SCGB3A1,0.09587098512822112,,-0.024258061011007862,
IGFBP4,-0.06280797639548487,-0.08449809784931606,-0.00031100792281001674,0.009900883720409747
RSPO4,0.038217399619740786,,-0.016336771724584587,
LEFTY2,0.05236260560658805,-0.03987290955070405,-0.022216930242747016,
ANGPTL2,-0.00421830949476653,0.10020233944799563,-0.06438159515716411,0.04584852378191294
LRIG2,0.01921433762507874,0.0010104634259651077,-0.0486483871740967,0.012030043288496751
ICOSLG,-0.03828456390365604,-0.006462894945111246,0.0154606748504643,0.06106370331146648
WIF1,0.00989227790458255,,-0.01518661172884976,0.002643858304012665
NPPC,-0.03290369940570956,0.03276684249601033,0.04274642801003485,-0.05121369448267369
LYZ,0.02635288550878169,0.0110030328982412,0.010406143848669749,0.03277714173447719
EREG,-0.026543627001633388,,0.07582433057410502,
SPTAN1,-0.044250119417999674,-0.005234005823196991,-0.08952546905272962,-0.07904402617526522
PTH2,,,0.003646917858322181,
LIPC,-0.01826173902990632,0.026637835796022715,,
COL8A1,0.07816712222473336,-0.07979268297417469,0.05969857161886268,
GSTM2,0.05059052021360615,-0.0180255693713206,0.04691162441381932,
SPX,-0.025747617086820492,0.023966771012594045,0.040610769419680025,0.02983272479452829
MFGE8,-0.029771543164316957,-0.1005594003965698,0.021280242372724353,0.0039571285354302824
TGFA,0.037293634103883457,0.021390486143805332,0.054830052114174285,-0.016968738347294017
SLIT2,0.00920080664208599,0.018095992755601076,-0.021304848543590663,0.01391756060930431
PLTP,0.04063870991990556,-0.06735153285834276,0.07343037025238969,0.027237720981599194
APOD,0.041653266897528046,0.07966603397428396,-0.11152199659337525,0.0707709309441528
B2M,0.05112071108896961,-0.062338872940256015,0.036971070642575904,-0.01071738246967233
OMG,-0.00979882056647409,0.01964942928125521,0.03460531558193182,0.10838320131932101
CXCL3,0.015054949221591151,-0.03135212468262381,0.027173606950972207,
CXCL10,0.038900878336939046,0.006106595205582808,-0.022322695209807737,
RSPO3,-0.01826172777064838,,-0.04996511052569651,-0.02951681835142144
CORT,-0.022163363900347805,,0.000489218925581553,-0.031519181191975054
NCAN,-0.01724555982339612,-0.0873331280435896,-0.018907860630491543,0.022438507647089396
PRG4,-0.013075331520813967,,-0.0389569905631314,
TGM2,-0.0005137244541413332,-0.035173527886016284,-0.047028866281884484,0.0044599440025216725
VEGFC,-0.020127267956575802,0.032306249671958095,-0.027882241404474907,
WNT6,-0.018016548014060333,,-0.021681562223545215,
NRG4,0.0010570747973968194,0.029735440494227994,-0.021573130931107767,
PMCH,,,-0.012420918086512857,
COL9A1,-0.013588624704956065,-0.02597981437526962,0.08636392471120047,-0.024005201966822317
GDF11,0.04625380606372264,-0.07914185781870768,-0.008503326743661556,-0.04937705540199385
SORBS1,0.006028023812421774,-0.09043885451857119,0.002152205637022201,-0.04534622007802249
DLL1,0.018469190158148734,-0.0005366403225897886,-0.027970636525197667,-0.03827990138266779
TLN1,0.022410303834583423,0.006691871208775442,0.022270400044482,-0.009921156523346393
COL2A1,-0.011678254599339516,,0.10596860244169187,
SHH,0.04835594644626972,-0.028233449535050522,0.06941693270136785,
PON2,0.0453591490252358,-0.07341622285728035,-0.009887303808817222,0.032315166847460636
ICAM5,0.06647406546311717,,-0.00032500112072031645,-0.09516238661028091
HPX,0.013059715638800925,-0.04452157114867522,-0.022159505112670192,
SFRP2,,-0.008683691804276517,-0.03347564726771067,-0.08192165073665074
CD70,,,0.01613236589139636,
HP,0.004205019897044581,-0.005635161946075985,0.07445349274896106,
CXCL2,0.017261629042479038,0.04605946572910567,0.038574297702962355,0.08387139235261261
NPPB,,,-0.018564345840017957,
CCK,-0.016291796005063235,-0.025735707583809928,0.01558152703717807,-0.021354915730807434
SEMA6A,0.032469367495111076,0.066848531722222,-0.027497318515123395,0.08961237820120133
IRAK4,-0.023052766022311603,-0.03984577316055625,-0.05389299301243895,0.0010964513957818815
GSTP1,0.032644429005082576,0.015954757984255653,-0.06449350710850783,0.11284345450494217
VCAM1,0.08509785273153811,-0.04332538141427722,0.08077479852753043,0.09753209809594927
NXPH3,-0.002255128421008007,-0.03481729843046155,0.0076009968659683045,0.07308832969883737
MTMR4,0.017045528469086035,0.02211539864005841,0.006713705643945196,-0.00011705775335284175
LAMC2,,-0.03210568768999808,-0.012056438390618283,
IL10,-0.015365106228996872,0.0016629639424726923,0.13275466100568567,
SEMA4D,0.05938014850162435,0.06755511901362359,-0.0494435145035822,0.0006449436939168475
TRH,-0.011492287929250462,-0.055897805203112536,-0.061033246133863225,
SEMA6D,5.887341265213079e-05,-0.03878094915764094,-0.051552523900914096,0.027661756638504384
CEL,0.009520757927126502,-0.06258408927829047,-0.030519918508786905,
PDCD1LG2,0.03324979604169261,-0.07356292778846218,-0.021928750298270606,
SPINT1,-0.00616493992323021,-0.04676879587815563,0.012669415480180794,
CTHRC1,0.032289319483456175,-0.03726582332195392,0.01709056257906224,0.029940934879862297
PODXL,0.010508467035241503,-0.0062931770065147215,-0.0043839002601609245,-0.12053677376800104
JAM3,0.01698301856467428,0.019530061269054304,-0.0012974913742128883,-0.025475226025659804
TGFB2,0.017376901987353137,-0.08291996773411327,0.0007998728635504467,0.010384927374218972
COL18A1,0.00032392384876190646,-0.04104525060901602,0.014356285213964237,-0.015633276553674365
NODAL,0.011693786151533056,-0.04829726031976183,-0.013787441549263623,
INHBB,-0.04528526871975303,-0.03928853454429703,0.03810035526249659,0.10252804933465437
ARF4,-0.02717847638443554,0.025209407180235132,0.030173242114382937,0.016139337413645656
CXCL14,-0.0465746920986527,-0.06506906534725133,0.06325882759522625,-0.019771135169426114
LIF,0.01188755636212348,-0.005949893483181101,-0.03748932845701179,
IL17B,,,-0.017152858444258737,
MMP1,-0.011492285422240997,,-0.012420917102852147,
MATN1,,-0.032476454652772116,-0.01767786207283925,
ADAM28,-0.023664969982117368,0.008245322152982766,0.019991877039152717,0.10615040406435527
TCN2,-0.0011632133163463807,0.026953346805772768,-0.002555576716583875,-0.03424566985062869
THPO,,,-0.015334726548111466,
CUBN,0.03440857330458896,-0.023250423888132324,-0.031267404952697614,
TIMP3,0.021254839233220187,-0.0010793204553968682,0.046282689296139115,0.043468298680747836
PIGF,-0.02298569354218323,-0.015366971938538906,-0.015225498377477909,0.023189683374426243
CRH,-0.011678256742111455,-0.044894757521968594,0.07521999086820125,-0.05578601066163743
BDNF,-0.025460445955939926,-0.06958108621915388,-0.008659717326779627,-0.06803246252950221
CCL5,-0.038206860071013954,-0.024331493261835407,-0.03125440099053539,
GAD1,-0.021889675814568185,-0.01796916829628708,0.08282432105458228,-0.0703815589940908
COL14A1,0.04311827603703945,-0.014886731489366842,0.06181577314579266,
HLA-A,0.04776820020482645,-0.039829267292746655,0.09171777383578127,0.032468212101686725
FGF18,-0.015933932153417627,,-0.021464228598860505,
ADM,-0.013404578102755627,-0.021834243859500113,0.07140314199398509,0.012016235253972099
GNAI2,0.006419258285972077,-0.07543870144101676,-0.018361313441674576,-0.015364430643513097
COL11A1,0.010330623582634074,-0.02243526240887358,0.020177137116748924,-0.05070736874789925
NUCB2,-0.013799555583067731,-0.019346024628796595,0.026623987122316794,0.007762857723940473
CXCL1,0.013657868077574293,0.006972806378387923,0.021147038251037975,-0.03402524611808534
VCAN,-0.012757582572020839,0.043957416187775766,-0.009932474083195862,0.07828384263453207
MMP7,,,0.05150431670371203,
PTPN6,-0.02365503652991021,0.00039267711736879656,0.02944505935156768,0.01467712759648253
PTGS2,0.025573670736839797,0.06181625965706299,0.07099288069293008,-0.08109581231807919
XCL1,0.046586251117712744,,,
CD58,-0.008904719533825985,0.010776531162356266,0.016206732005578258,0.048221782905650906
TNFSF14,0.00976334661827853,-0.005691898612878461,0.06464760346415198,-0.036947789820045165
CNTN4,-0.02877973189401106,-0.040755438526561424,0.044462993327396984,-0.05157864202613743
INSL3,,,-0.017935150699770863,
BTLA,0.12842080382764717,,,
MFNG,0.03401016363717237,0.0355568474846715,-0.022868036441069533,-0.054895340771996766
ICAM1,0.015920855435074946,-0.06368278705676361,0.009578306277867234,2.7281392504723536e-05
PROS1,0.013335794458439652,0.0007588951429823265,0.05271603703702264,-0.09391644600144687
CLCF1,-0.03657873246280316,-0.06904781602251323,0.050232924943454466,
PSAP,-0.031866522659352234,-0.04263464578209886,0.04616241623881739,0.04860550377226142
EFEMP1,0.04571762294364424,0.0013964475640361525,-0.0012206855242026656,-0.050163359814858484
C1QTNF1,0.00348868185314002,-0.016593532482050102,0.05051703028628705,0.007927806851041459
ALB,0.06859731865658478,0.033580020550619545,0.07621372075123566,-0.060174324919584
CCL13,,,-0.0014110989860105355,
EFNA3,0.0004344536227762107,0.05077220389602673,0.028446650820285944,0.010316314593597947
DRAXIN,0.003283597232458439,-0.01651033919306493,0.018805532915890495,-0.04802389027546822
RAET1L,,,0.04966637062186872,
NPTX2,-0.005490908548058914,-0.0012604309689001317,0.025651869567909814,0.008429930090555524
FGF11,0.0371750417364503,0.031819222248334965,0.0008896944300851906,-0.010564176019606904
CD59,-0.012052092029039757,-0.05946666877691088,-0.00159448545917065,-0.003566897759593312
COL9A2,0.004763663178903592,-0.03994878449157672,-0.09769125898703064,0.02144058275195253
DLL3,-0.00473644591720168,0.0309732192745689,-0.07050984152777426,-0.0017299057100726232
LIN7C,-0.0074272889490693056,0.0034649972845333305,0.04818249851060791,0.10022109692317119
GDF7,,-0.032720753334656544,-0.014580230653455354,
PSPN,-0.0068605149137208245,-0.03107989699251143,-0.0559500112810846,-0.06017438125831009
ANGPT1,-0.02047976013269452,-0.028575328603414163,-0.035498077398787325,-0.019312220966160865
PNOC,-0.05133659820918811,,0.0921842429699335,-0.05820705219891065
L1CAM,-0.021501786585815388,-0.04172038802220217,-0.01760837488768459,-0.047459407190350945
APOA1,-0.035629521848149624,-0.032892446296357694,-0.020555876222600217,-0.030864807122650887
PSEN1,-0.005499853682829745,0.06048796861484876,-0.03004816042778868,-0.06712520463314077
CALM2,0.000638051160559255,0.052679799358591635,-0.015168908495678686,0.03021914864934889
CLEC2B,0.016424602515839704,0.023164269849385577,0.017394916334437387,-0.017638222428791536
NTNG1,-0.017728516107883025,-0.04055331322510788,0.015871896561372553,-0.05700533931852763
LRIG1,0.034775102442229276,-0.07049332579361235,-0.004906423100055153,0.09130091468655789
CPAMD8,-0.015515220623468731,0.02803252760911781,,0.08072248900871745
GHRL,0.0601475154624859,-0.01638056517804282,-0.015771350222297552,
NPY,-0.009257412118924165,-0.03173436550206057,-0.04804050847686203,-0.045711859411880475
MMP2,0.10727534818427926,-0.09876172440558333,-0.02451669302436395,-0.05159222575988992
PPY,,,0.020083292349973556,
ALKAL2,,-0.009307537141644211,-0.016292473235704534,-0.034356075373709674
CSF1,0.021988566799705372,-0.017014744588899598,-0.006889982047500279,0.08661860547349357
SEMA4C,0.020872218150649283,0.06371591847001036,0.02144700202771179,0.008829624551981215
ICAM2,0.032235612856594556,-0.025999746219837774,-0.03808934343640098,0.005444563479142206
SYTL3,0.020052454788536036,0.0830063837565345,-0.0028701492786692073,
IL1A,0.014254597903796058,0.0556394824266405,0.010929156816288327,-0.015949863613667303
HLA-G,,,0.03236601664698551,
PGF,0.05075674152076264,-0.05859868511738012,0.04241781682448901,-0.004661260642219963
LGALS8,0.03327861995721151,-0.011139048127468281,-0.06420376537316351,0.07383930288966298
DKK3,0.005897632099672476,-0.06609016854634424,0.0054363921203477395,-0.09251354164021652
COL16A1,0.024190949883903627,0.006749963898739602,-0.07651770104013107,0.06508210010796636
TPH1,-0.01523020033219616,0.013610457428485706,0.0006383137138871141,-0.0295169140667943
TNC,0.024638612395483407,-0.06978231432281999,0.021737902281107647,0.039898118350123295
TNFSF9,0.023036213831272325,0.008594252670817992,0.10070929035566564,-0.06361496042648934
C4A,,-0.019098314546402304,0.08578889301815593,
CNTN2,-0.023890577243047086,0.04166127895314123,0.03885997442300202,0.0770074270051873
F7,,,-0.014580232063328032,
LUM,0.005309339109464034,-0.08273226041403307,-0.023857509546805773,
BTC,0.04172627863239857,-0.02406808905003013,-0.014109571979401141,
APOC1,-0.0495923642633375,-0.09156933603636187,0.004650238584933229,0.08740840163885089
PKM,-0.008014884254973782,-0.08375802652785895,0.015461531869917491,-0.029095762299603728
TNF,-0.032903705592949584,,,0.020730046711662318
GNAS,-0.030847508287704058,-0.009621726176178194,0.02425074246389005,0.004909983227485151
BMP8B,0.06260177967972161,0.002076603577188019,0.004809993843069837,-0.045501252986903856
LIPH,,,-0.0067725130723205055,
CCL28,,-0.030581513827674617,,
PTPN11,-0.011441049365341245,0.0104467622640679,-0.03440595105674275,0.024998771171320277
ADAM12,-0.03526940517100345,-0.01943026316932901,0.0004674423397434935,
EPO,-0.016342777962376133,,-0.013949375632451985,
EDN3,0.0054008376305848425,-0.017284835271011156,0.014238679503068044,-0.04847895889366221
CCL22,,-0.02423026712360998,0.048477218352274455,
CCL2,0.0171599459698634,-0.024581868357411888,-0.03231677449256614,0.020388220356037105
DSCAM,-0.024647085633443224,0.031478839360552686,-0.03942220774696582,0.13630986724137742
ANG,-0.011097764186844898,0.02838218860677413,-0.029260498769298926,
FBLN2,0.04977003842657106,-0.045169262874490086,-0.027048450215754527,-0.030197663038784316
VTN,-0.016476997314093335,,-0.018062558697006445,
VEGFA,-0.013890253066132091,-0.03395348176862373,0.08736178113856621,-0.007297585441665594
F10,-0.015373317323633376,-0.032843403218504014,-0.024159419245682823,
SERPINA1,0.0318475270211181,0.015199395242430743,0.050218841594,-0.03171347654877307
VWF,-0.0028011416248685623,-0.08264424869327146,-0.03071756777502054,-0.03649420527687243
GDNF,,,0.018131908149502666,-0.041767134557958635
VASP,-0.01723443260783616,-0.09056849621422586,-0.06529480440878352,-0.017760621889238236
ADAM15,0.019800319334389874,-0.07316296676960851,-0.02959772797426128,0.01218946807407333
WNT2,-0.01324012798921028,,-0.016749343987636688,
CALCB,-0.0008596218356614082,,-0.004137387769322114,
OLFM2,0.04064454997340867,-0.040810855285336574,-0.03985132965753554,-0.08222649086504517
MFAP2,0.04261945349477138,-0.0636455467495723,-0.044719977568649344,
HLA-C,0.03570791152829069,-0.015620604792957444,-0.006860102924352173,0.07030724186451554
THBS1,-0.037586267456507956,-0.04002445214552222,0.0382460790522711,0.08614640908562056
HSPA4,0.019440459170454567,0.0042729045707154125,-0.06104019460628109,-0.003435000954536292
LMAN1,-0.008166394175646024,-0.07812074662953927,-0.001777242132118177,0.00041328486415045826
LYPD3,0.09513395910954814,,-0.022216933642171883,
APOE,0.02623998941186582,-0.0368687704835563,0.05416967045526351,0.06654897079294048
SOSTDC1,-0.020570323470922632,,-0.037685733430409124,-0.03151924136073549
ANXA1,-0.004132578447308685,-0.01992312305041019,0.04122777725609904,-0.02214230802703241
WNT2B,-0.02366476010307547,-0.04213861966269752,-0.040066498324663906,-0.001352750434521976
AMH,0.015316281666983355,0.03579140469323878,-0.06495955969937948,
GDF10,0.027147125125913888,-0.011364801503260922,-0.03018930647144163,0.036360045739723124
EFNB3,-0.044714521157810105,0.016232827312651535,-0.04222007581043104,-0.03700473899681885
LTB,-0.02346921455066898,-0.03299434375436432,-0.0036464559735439354,0.25229215136633637
ANGPT2,0.03727585229453703,-0.030030622567721908,-0.04121290968109886,-0.03279045373647864
NRTN,,-0.011758110645854653,-0.012420918086512857,-0.0159659337275357
ADAM17,0.021405307205822104,-0.026679869331461638,0.02325675354860596,-0.03405831186503571
LRPAP1,0.0014461114574852252,-0.08531724567792436,-0.0018726064704473436,-0.02469772625235103
NID1,0.013476376017181024,-0.058131601329469075,0.027147769481527462,-0.08077520910963237
MST1,0.024383520536746413,-0.05529348672236079,0.02545663362579998,-0.04847889923107614
DCN,-0.0020663239878001057,-0.06890944356865868,-0.031641854380943184,-0.0560688664360119
IGFL2,,,,0.09971897577068219
COL7A1,0.004957424879659859,-0.06746077386759775,-0.05189449962179826,0.05493525287561105
CALR,0.01869353635032008,-0.009860529601852096,-0.023909584632621352,0.02538332019204618
PIGA,0.06555326537321288,0.011458450607868018,-0.020668646354529734,0.039676156154318416
CD200,-0.015388866216604827,-0.0029646579923751485,-0.007569637885712332,-0.020915952875550387
GRP,,-0.017846228889298415,-0.013623716937310223,
CDH1,,-0.008638193989093238,0.027217626956985992,0.1083745171633702
LPL,0.018714080773512345,-0.06617129345387322,-0.03167803900946749,-0.03079194858335942
SEMA5A,-0.0056722622532960135,0.005061877747159515,-0.048038503973635786,-0.05504882695393232
SEMA7A,-0.02030552343933563,-0.00972042510112762,0.057726957220017465,-0.09166154093263194
SEMA4G,0.011420437488508555,-0.050303721633642634,0.023236547473855673,-0.03750884145373367
SEMA3B,0.009539041279261978,0.07553598116930943,0.07765257491534716,-0.03554106898277631
RPH3A,-0.04351495582990564,0.02521058850972902,-0.024648408440335084,-0.08833884415651307
JAG2,0.10334653468162656,-0.01496371417569392,-0.007385910076092858,-0.04478403800634986
CGN,-0.00634882736983591,-0.022481747384138585,0.022068621956473085,-0.033414377203693085
GDF15,-0.007228702295008621,-0.06119957825089271,0.010391520244769225,
SEMA4F,-0.007836393794057562,-0.02781999147806465,-0.021570605476343964,-0.03991114773818461
NXPH1,-0.03531943742540669,0.03539460047482318,-0.09727644761735496,0.13661057915294436
ARF1,0.03540979906217845,0.051548498547582866,-0.011692683072942868,0.07094585603981068
EBI3,0.08452001323718267,0.04031026514329571,-0.008838837337745103,0.04049357549426642
TIMP1,0.003616792404361465,-0.0755950399590524,0.06315425247079025,0.017261613083817903
SEMA3C,0.027585326578665602,0.050359662659541726,-0.02613348697699751,-0.09711727427793711
GAS6,0.04028120304380896,0.003871535372769773,-0.04666940600282459,-0.09451894695201916
MEPE,-0.030970663258400328,,-0.021023778374977892,-0.03341413432282711
SERPINE1,-0.033968127764943686,-0.07897793055930653,0.0895974343209531,-0.06118717758678824
RSPO2,-0.027072306606977868,-0.03326075427839193,-0.014310874176713917,0.05658900100392019
SHBG,-0.02471733620713664,0.0021032514772705325,-0.01976903989722334,
LGALS3BP,0.008586902451256243,0.025577321499853364,0.04595170377686794,-0.05193401996975772
LAMB1,0.06001010106724579,-0.0775022412389002,0.015544263215145975,0.0009435910184708945
SPTBN2,-0.032542955946572034,0.011184144583554573,-0.004098787129884856,-0.08567678660617103
COL1A2,0.0195581436211662,-0.09253775276646074,-0.016553418987047163,0.03184158355641925
DEFB1,-0.01340301524705323,,,
WNT11,,,-0.029265960830020706,
LGALS1,0.019459872138584383,-0.034404154707119425,0.005268668870098346,0.006876943821965113
BCAN,0.03165064664932062,0.0362611389069714,-0.08163913634029073,0.08176894723835262
ANOS1,0.046804267678841514,0.010408375176395833,-0.05810797524991311,0.008521201251172715
EDA,-0.028779747202971166,-0.03574321622078415,0.013670415292708083,0.01147127741645599
FGF22,-0.0194462173835587,-0.0413539702151868,0.0518891781816569,-0.05243943487954169
SHANK1,,,0.021845877204034404,
TGFB1,0.03791832881626792,-0.017024932655093496,-0.028344607551263418,0.13109093026127108
MSTN,0.03545483959380803,0.03524420783449213,-0.021134632214782168,0.08910028689995156
WNT4,0.09895464859684744,-0.029792529281169725,-0.022327173050044946,-0.03402519924206389
TNFSF4,0.01277183516281648,0.0016587610217966948,-0.016596246764641883,-0.03968536505639773
NTN1,0.0636934133703534,-0.01873481747603366,-0.042762763328617774,-0.0367230155648373
CXCL12,-0.008607220905554823,0.026175973413567696,-0.09134104110583227,0.08246348634891532
GNRH1,-0.024528715119213455,-0.030189397856631422,-0.019651511382688912,
FGF8,,,0.054460980355085634,
RIMS1,-0.037604939290611004,-0.03228281949570547,-0.022307026196251342,-0.05445643695354585
FGF14,-0.015199745363206953,-0.05079663235779878,-0.08071544368694228,-0.06042195100994199
IGF1,-0.029263044301419832,-0.01548704424809987,0.0025189523830472607,0.04817913666738108
TNFSF10,-0.02764072136964555,-0.02642051428958469,0.012177634207782426,-0.07911390343798635
GDF5,-0.01776833760409592,0.049891046012987765,0.08744779449504166,
CHAD,-0.018980297238567118,-0.018218928850393567,-0.019414575091291266,-0.04474071377069466
RGMA,0.03657916852713707,-0.0159355131552229,-0.014365965072379697,0.0265984003081723
WNT16,-0.011678251664675511,-0.0092433522058928,-0.012420916447078467,
CX3CL1,-0.00285040352096451,-0.07951745516745705,-0.013213183133907649,0.026671792798663593
FGF1,0.03988897369070735,0.014702649928231904,-0.0377433937272396,0.07006719391992115
ALOX5AP,0.02102566017459549,-0.06472295623753617,-0.007893570149376307,0.07667059133599569
IL1RN,0.04146705528655879,,0.000793975512655389,
PCSK9,,,-0.012056439739855762,
FGF23,,,,-0.03915079238615777
NPW,-0.0037643362553678433,0.053907132873284844,0.0850495137608784,0.13574353177766685
CXCL9,0.019966689619827047,-0.03632718964037507,,
ANGPTL4,0.016683044351807987,0.008020852434383975,0.004071879731561343,-0.018767619328686088
UCN2,,,-0.013623716937310223,
COL4A3,0.009573240407067859,-0.021020255804981916,-0.019054313446902945,
NRG3,-0.001366076168096527,0.004755580450461428,0.022230891696204593,0.034400917759797
IL23A,-0.008994575984033656,,,
COLQ,0.0008810106705515106,-0.06997780110626231,0.003246494656847898,-0.04227445314905978
SCGB1A1,,,-0.013949375548488584,
TNFSF12,0.039547153688684,-0.02109273906372544,0.020872867982100682,-0.0073128001811421485
DKK2,0.098141762555704,,-0.016056344268280624,
FYN,-0.021613663112930677,-0.050254145542652194,-0.08906110814524416,0.08146604999536046
ACE,0.038285342519963905,-0.1223632537814462,-0.02196343437752825,0.24553309861268197
IL18,0.004767278791306473,0.015016648393071898,0.008879241281713615,0.07372113911987742
PPBP,-0.012219951391550018,0.07656606215938208,,
CCL27,-0.024623174286445733,-0.038280327247692855,0.019039777185823174,
SERPING1,0.01073594311213761,-0.06954089147666898,-0.01273059089966,0.02159657435429069
AZGP1,0.024327252470789738,-0.02573596276483279,0.08478447884051671,0.07206580971820703
INHA,0.017737580161709437,0.07568377866705349,-0.025085764706525217,-0.02663799738486948
SEMA3G,-0.021112796180160123,0.0604291712632315,-0.020002268838726113,
OXT,,,-0.011681149169335806,
COL6A1,0.0507539129380118,-0.0038243157742797146,-0.00680449052993622,-0.045488257146038234
FGF17,0.013254305552582212,,0.0043096634025411055,-0.028821785211491896
TNFSF8,-0.012219948224064303,-0.027729345275741706,-0.012420918086512857,
FGF20,0.00377107886111057,-0.05031934058331844,-0.025131454257048602,
ICAM3,0.0012622460680138112,0.02294414230150834,0.04535839596043749,-0.045221159348827394
LAMA4,0.0020815310281868584,-0.007556085382121312,-0.04139960961225673,-0.048004067492822614
DLL4,0.03765501547181686,-0.04263967340650867,-0.009255926711424256,-0.04227434770197123
SEMA3A,0.03773611845335948,0.006547348918406336,0.013090538632135228,0.011945829653187214
RLN2,-0.01874349705502085,-0.02325013451070908,0.09682358754358979,
C5,0.061204248603794295,-0.04787113624563271,-0.006159013688194122,-0.007104907274408657
COMP,,0.0328050310073454,,
EDN2,-0.016071274801125142,,,
C1QA,-0.006073200848398912,-0.11163381648266413,0.09807311068584336,0.06221158731924627
UTS2B,0.09513279579685793,,,
COL9A3,-0.004712343211905991,0.09185617277031571,0.005284778048872337,0.024124881479170242
DLK1,-0.010916219603608711,,,
HGF,0.0627443405540573,-0.03870275710946246,0.013445318430145715,0.06279145456119618
P4HB,0.02109940056902248,-0.09680206352685423,0.08302005169184459,-0.0252746312828269
ADCYAP1,-0.0052633633454211935,-0.05590968426539518,-0.022200856975764283,0.0194592217620889
GREM1,0.015751085414162307,0.07717524216403789,0.033671263623757317,-0.01211658022726185
EGF,-0.024904791010504607,-0.0513712772686985,-0.017152858201418444,-0.03861005620014339
VEGFB,0.060121804037803504,0.01682168531852487,0.010349682595793006,-0.011216025424991838
FARP2,0.028678261073210205,0.03496531665754139,0.00015159283207147675,-0.007629235713036612
IHH,,,-0.013458107888781748,
LAMA2,0.004565371357230294,-0.0713820997642221,-0.014713395296111582,0.003361841318147729
SERPINC1,,,-0.01329055892660079,
