,UKF248,UKF259,UKF266,ZH8812bulk
IGFL3,,,,-0.01971270188898378
BMP1,0.06848082341256037,-0.023193330329662587,0.1251470702995517,0.04607298372615923
NDP,0.04676231866616795,-0.05408074851582932,0.0511841355204439,-0.00923103358093492
TNFSF18,-0.0028069640093861953,,0.012796187857579801,-0.020329361508487277
RTN4,-0.0666500554902916,0.010888323893559999,-0.041327886369723524,-0.02904133445464369
HEBP1,0.013375907735701792,0.0008472754630181173,0.029606866736584983,0.025035064787583456
WNT7B,-0.04323023252716698,0.03992180331494448,0.05431109781947628,-0.04251033951679982
PTMA,0.06954659800580683,0.03495405570902251,0.06539071527577914,-0.017554402845788943
CEACAM1,-0.029681495703018774,0.021804806980897252,,0.024006762578922796
PDAP1,0.00975259885402034,-0.05355213679470798,0.029217917745081142,0.01541213640076108
QDPR,-0.04196589983916134,-0.019244187282992806,-0.020088883806521865,-0.0425457963328757
POMC,0.03678972311226909,-0.006920156446991524,-0.004564247166583413,-0.06317779563590102
CCL18,-0.037039702210121025,,,
CCL17,,-0.02390105157018018,,-0.02599005873602399
VEGFD,0.00874001030312742,0.016595001222136547,,0.009057459420589751
TNFSF13,-0.015588909810226856,-0.016486410451780766,0.04065638877953072,0.11648139109571679
WNT5A,0.012621147272953152,-0.028071547015440183,0.07957507896947538,0.0710676613877759
CXCL8,-0.0713689611568607,0.10647538927444775,0.01908191268926086,-0.009252629331473335
GRN,0.04578400650270954,-0.04400017462736358,0.007221629212694685,0.028502946812720118
MIA,-0.021004288699549494,0.013198368079737524,0.12665801061506232,0.06717345202442694
COL4A4,0.05704476236913279,-0.04698759460406234,0.10198161175735634,0.041907918792474144
TAC1,-0.02763904949285525,-0.012884206115499095,-0.028048873707803054,
RARRES2,-0.06271799526354718,-0.05644159675468227,0.022968814763508635,-0.012600590660012718
FGF7,,-0.007956583309638256,0.11057958898462372,-0.023159799716648968
HBEGF,0.0011470283046697521,0.052877803604960104,0.10358857917490906,-0.022984928935714688
CSF3,,0.09630653152774865,,
PI3,-0.03896732838386763,0.09807814435524974,,-0.02208279377906755
PCSK1N,0.059497152576826515,-0.08656617986324867,-0.04624457955719972,-0.021806447837870783
NTS,,,-0.015545536834702663,
SFRP1,0.03391347261853739,0.035822248278131234,0.05627948440492242,0.04896756853802526
MICA,-0.02107684755371387,0.027165605103815865,0.08250703355386987,0.04411379469473023
TG,0.06660667094269244,-0.009826612845895212,-0.01794364751712157,
ADA,0.030397275558121765,0.005459299713466293,0.1238911158508456,0.012606182260718806
LAMC3,0.14782198484504683,-0.011827504706682073,0.133552057965062,0.13727940985914805
CCL7,-0.02356037963690425,-0.016271374138519878,,
NGF,0.005994119706844141,0.0414863179193936,-0.01712305252306626,
TNFSF15,,0.04661063327074379,0.11933524528229351,
HMGB1,0.038802446157529806,-0.07801345680449463,0.04543685653472117,-0.007019682357444249
ITGB3BP,0.0028498399209156778,0.004788462751693933,0.06504211744781689,0.017024063082828063
AANAT,0.005093504628755283,-0.016486412211343972,,0.09220092410370928
