,UKF255,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
BMP1,0.053584918768959544,0.09355865459264871,0.02010674756885617,0.08585262204366054,-0.0270934932626654
NDP,-0.04356839959601506,-0.03112920950564045,-0.027714864896750086,0.010521372756990449,0.01853007924932751
TNFSF18,,,,,0.019045548290245823
RTN4,-0.07755952542240652,-0.03007336272045917,0.0015739373866691644,0.01951807650842469,-0.015176788503573393
HEBP1,0.025020202994886078,0.04724939628116754,0.048319341134623196,-0.019494786296058744,-0.013591215586183527
WNT7B,0.0246215464282517,0.04926073858651269,0.03261182443926371,0.05004337363283856,-0.03959537342380625
PTMA,-0.1662531725256621,0.11458579289477869,0.025979330142505284,-0.025789764397249684,0.007220077792372332
CEACAM1,,,-0.022034264615678794,-0.024091345299230914,
PDAP1,-0.10844889404884812,0.05038202914801914,-0.00010497491406516602,0.02190080429231337,-0.015701942827382846
QDPR,-0.029607263282480135,0.07294017324123826,-0.010481432260286827,-0.08122120795362313,-0.014020758379415998
POMC,,-0.0396391123833565,-0.044538031322531056,-0.031729002547655025,0.05206130937924423
CCL18,,0.08284473817648796,0.020741147580482386,0.07958192367514932,
CCL17,,,0.09627302028832431,0.06135393748602761,
VEGFD,,0.030830119024918633,,-0.024091345299230914,
TNFSF13,,,-0.029995928728995324,-0.03780181151612846,-0.02566521004067156
WNT5A,-0.047583513477045015,-0.03161783304547134,-0.008650506633900625,0.06467233223561812,-0.019868414260692958
CXCL8,0.13962115662892635,0.050921634936267675,0.08663372967383515,0.16796017010144723,0.05955667594311725
GRN,-0.024606912325439056,-0.018835747490352245,-0.005572641180537385,0.016662174327912005,0.021737081645857494
MIA,0.046424061640972,-0.036320914158805215,-0.042744049985598706,-0.013510707079331016,0.03437666568163058
COL4A4,0.06527749489267828,,0.002154041964583356,-0.026716931601025538,0.09333754397370889
TAC1,-0.03449136611301752,,,,0.023336254698613373
RARRES2,0.12836082371730817,-0.07396831169855246,0.1173354833385316,0.03730928032683584,-0.007621995235786132
FGF7,0.035073115210722663,0.05103893968177592,-0.0005358400450891829,-0.0221066014996042,0.04402914930994282
