,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.024580456258488877,,,,,,,,,,
BMP1,-0.032212865009602784,-0.03816007980818621,0.005171349724374844,0.002591325697708179,0.003773188521285005,-0.09719171257495769,-0.09664760871614317,-0.34727564403006805,-0.06848453714940833,-0.01266368179846098,-0.16594394545144792,-0.2283208284235193,-0.009518230837167452,-0.049499357659690386,-0.10287411864317993,-0.04900090300552986,-0.09987192960840087,0.05236810164503112
NDP,-0.06856208789461717,0.07895723292506736,0.049872266403843055,-0.0470718559806303,0.015750113376899567,0.10128911990578601,0.08548138041764457,-0.007948884172391686,0.07097808446455639,0.014051734431189549,-0.08526827247618382,-0.039246382689271456,0.0059472561371808775,0.08336212985184116,0.011525460667229079,-0.0016690659090271346,0.13701998941132032,-0.04669733220464283
TNFSF18,-0.043266338498815615,0.0018581162387368174,0.022318436101163013,,,,-0.06530629618487051,-0.05956408649346485,-0.03752240903252827,,,,,,,0.06406539989634248,-0.08713184888449704,
IL36G,,,,,,,,,,,,-0.02232439574235807,,,,,,
RTN4,0.2456542633447811,0.11277169900439192,0.06937395505861361,0.048501034906955176,0.056859137131227006,0.19484011678980373,0.22992236085109735,0.46275808642320426,0.13626132256886322,0.11649403593901156,0.48444023851761897,0.3894593814228897,-0.02587613337054119,-0.03446346431951536,0.12023911112126867,0.03363444925768075,0.39028783744256246,0.030902102669575732
HEBP1,-0.018003171519943982,0.008045880108776424,0.033357981167169135,0.017110806108530836,0.01279510859727808,-0.010519421729004599,-0.08208897972231628,-0.12442452578367068,-0.013154758443498693,-0.04884799090100651,-0.17579599908492785,-0.017501794461909647,0.04914079578268909,0.04674014709491765,-0.011089349389579967,-0.05045237208691378,0.0512884039010799,-0.11898218167377643
WNT7B,0.2643313739318377,0.018125689171641753,-0.025699996222217962,-0.039273721139750174,-0.030866236700354252,0.029611979978971917,0.05237154511020704,0.33663238310224586,-0.005949735287287116,0.09556865921567553,,0.15842322919395055,-0.004718610249275711,0.05367801441977194,0.024044506146726898,0.027880246468369885,0.028022123898566592,0.15132845360956407
PTMA,0.04304496111756934,0.04646499786013134,-0.03217739714312725,0.028271932773355476,-0.04067187434201557,-0.16374696090512497,-0.26942567061077066,0.05291092020635706,0.0341053609269674,-0.07784253662667714,-0.5419157745536335,-0.44158356550883276,-0.044122308090171404,-0.015959065590137423,-0.10514567539022121,-0.08183335410674505,-0.1878014900246038,-0.15351121320039302
CEACAM1,,0.0006567380879100014,-0.01972320134986531,,-0.01248560897042823,-0.03216622392840122,,-0.07834189974379695,-0.0066058551238254385,,,,0.03427886276168966,0.03445500808067378,0.03353088959944074,,,
PDAP1,-0.1050904639026619,0.06453096216993984,-0.012656937115599702,0.003711748160128033,-0.0012200785776191267,-0.08521051094197062,-0.08623408586017445,-0.24085368696249332,0.010608662132645982,-0.0018239970895010246,0.0013297997374033467,-0.19336838140960214,-0.031095419008280358,-0.03988392348179465,-0.05827935422472139,0.024523048267099674,-0.05088016238563013,0.09082151650799243
QDPR,0.15752564499241417,0.01124603783894219,0.015834728579217375,0.10223077949006336,0.04422754877120058,0.23926988598894564,0.14203822151654064,0.1361262538662444,0.032160631050482814,0.10412888302882696,-0.4024888342842748,0.07681385768697019,0.04050496384373031,0.1063194299758048,-0.006081575886372327,-0.0037611319499886707,0.3038245460454296,-0.07364786801833088
POMC,0.12340157522247326,-0.024361060077156053,0.030349751224332245,,0.02713712854640981,0.0859131484618601,-0.0013287641788331953,-0.012768314584536066,-0.02213774620169074,-0.009993865764114138,-0.05287904869914914,0.1205858596193452,0.0575550292883874,0.06315639802277456,-0.04546978226402617,,0.06423866778970762,-0.017937548641745623
CCL18,-0.009069425647681373,-0.0495440318565303,,,,,,,,,-0.11956736899096967,,0.05659429254611992,0.048492611110344294,0.025151486083863354,,,
CCL17,,,,,-0.027565621739385298,,,,0.012444462606109355,0.04869286717975725,,-0.026997118897956775,0.03853907291455994,-0.00778766647133063,,,,
VEGFD,0.08223967152748841,-0.02191082182648936,-0.00514605452363629,,0.03473847027600871,0.014162794869542285,,-0.07965659845808278,-0.0016925630990084527,0.04191807576621874,-0.005967358835217439,-0.0037803124295259544,,-0.03145333505266908,,,,
TNFSF13,,0.009854021266131222,,,0.013403397703139698,,0.006103504833080374,,,,,,-0.01091819696327394,0.05821548783537521,-0.0002667926464569159,,0.046260894561824695,
WNT5A,-0.07482359355923587,0.02061807951054163,-0.009718443700370737,0.0007549618096889556,0.015681966649096026,-0.05756307022530299,-0.1423116158311626,-0.296084113184981,-0.021628790495048397,0.013096367424423577,-0.01128907985219644,-0.09016043408940243,-0.026951859221055537,0.04209757254179016,-0.023782725625541522,-0.025596148711474368,-0.11622249815824989,-0.09999541430431408
CXCL8,-0.106825098887762,-0.06397456791360535,-0.002577658069967536,-0.07783142728750489,-0.05088075625492073,-0.08957507964322349,-0.022764265276180376,-0.10223883909183856,-0.0742877326899708,-0.019687480642759866,-0.180857480565714,-0.11767215072114622,-0.1010346912770156,-0.13284020848795106,-0.009795860762765937,-0.07773134324808194,-0.2470241190224293,0.07415750810521292
GRN,-0.08276458005617132,-0.03426098337592088,-0.027652836620198643,0.04998384971082392,0.005771156515689177,-0.11188405748298347,-0.12102698037746153,-0.33887175794060026,-0.02268565386213358,-0.03680202180693166,-0.3291698545614508,0.08908639442547016,0.003880401803530672,0.006154388807390618,-0.0855209485051641,0.07598066684158729,0.102380530442009,-0.017810153200637547
MIA,0.13827783085464568,-0.02109845588480176,0.042346732066673096,-0.06762367813296484,-0.041766849323961935,-0.06597694742489452,-0.04083281173603507,-0.13366472325174372,-0.038003471887384135,0.035849568780752274,,-0.033574496893845195,0.15415102817016826,0.14003419015054888,-0.0888680481664443,,-0.04435775261745878,
COL4A4,0.06150148587627831,-0.005174175044343659,-0.01889598773673816,0.019617328044282213,0.05122873738771861,-0.0824137849063798,-0.0077602334588931935,-0.05214850016728539,-0.00718748336224923,0.019370974980136714,,-0.050259755266588074,0.03460823553509694,0.09196340284612632,0.05382482672098524,,-0.07247433379715384,
TAC1,0.33649065245161586,0.12855968047091043,0.07885215736355597,0.07346815619777766,0.13436239710119605,0.29872049911528475,0.22490472853470653,0.5047593657656785,0.17263188788422926,0.12516435017427663,0.39291715210273076,0.4300640943506959,,,0.11347349902150596,0.025061334840277356,0.23441709237909344,0.2600478068059066
RARRES2,0.04212573560887333,-0.011683140751514002,-0.07222478085979149,-0.02514138900584767,0.0200078287491477,-0.1853219107353262,-0.11317438848514808,-0.39552784983778305,0.12862914107855447,-0.010818220784717482,-0.16135804343506094,-0.16429676800622503,-0.030125031221143284,-0.054235453527317255,-0.024800922776077056,-0.06753493619864798,-0.18186489311453344,0.027509340884278484
FGF7,-0.06662074792661223,,0.010073703924314165,0.05322694735153777,0.031443161415801515,0.18286023290000494,-0.02593696133821119,-0.03515333561116471,-0.0240852752993642,-0.013059551848978631,0.009377093272813065,-0.004256415418203089,0.06423289380193446,0.02061725413403989,0.044391588263473315,0.08776239293028534,0.15923998179684914,0.001971815638281165
EFNA2,,,,,,,,,,,,,,-0.029894290013592742,,,,
HBEGF,-0.03687692309861465,-0.05345186084491144,-0.009727138020523985,-0.07847095569220552,-0.04122415178421137,-0.08605956084254449,-0.028182848986722905,-0.14422472610033196,-0.1265479100153864,-0.0164174441074837,-0.18721580365936963,-0.059141426731032724,0.06900111193802484,0.0271249943028944,-0.03539804445064021,-0.039973037149470016,-0.129294427530761,0.036079927206898836
