,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,0.059820963967233735,,-0.030428356866629952,0.04826513603337601,0.0824775331779873,-0.007395958850701985,0.010139586495732957,0.03985113978202491,-0.00593936819679021,0.08602587805314452,-0.005572083093703421,0.006806557091729111,0.040574041841507605,-0.03347256801595733,0.021112505294456504,0.03815480797446399,0.13028017313719842,0.11340069796484588
EFNA2,,,,,,,,,,,,,,,-0.026088104728658152,,,
HBEGF,0.014951955822717166,-0.001301028869794438,-0.022876821577930733,0.009466465931350324,0.010840832298554495,-0.03182836271330301,0.00794516274535917,0.10147845051677228,0.04550484778150175,0.02175519176558547,-0.01142197799207598,0.046322187915161385,0.048749676810875615,-0.00894555349449281,0.021242072677768495,-0.040949221053387684,-0.04105416280091848,0.08147961736999641
CSF3,0.07604371889613501,,,0.08712222597751894,0.02541456973789603,-0.058451605428799104,,-0.02606839320627842,,,,-0.004760165360746903,,0.09194958760532418,-0.016887449014498974,-0.02717464504740315,0.08243049867855115,0.056387335031735764
PI3,-0.03663740118223688,0.009011136175889764,,0.06307245651440233,0.010018350789165758,-0.03408814211891812,,-0.029353354815817974,,,,,,0.03674188575630597,-0.06516770004106133,-0.004434172780624507,-0.0625651193749889,0.04336501860868339
PCSK1N,-0.023902078811426173,-9.464365675172818e-05,-0.05247224709338335,-0.011686815519861681,-0.05530106074314326,0.05407862185786252,-0.020112259750175648,-0.01817441890098673,0.010227266499346492,-0.008130775397151659,0.09982265018824413,0.02528176218386325,-0.03772092226701331,0.009872795856129617,-0.037419363162771814,0.02397904177395239,0.09520390132704694,-0.03109285293749963
NTS,,,,,,-0.04566795663104986,-0.014971925384232537,-0.008247882218306154,-0.03496437144324201,-0.012151885611918925,0.10152964635150633,,,-0.040149840479809934,-0.03178340504379547,-0.020185481038134962,0.12574591409070782,
SFRP1,0.03652899548663474,0.09234975846314572,0.03297751278329431,,-0.01922050534706821,0.07023068148273631,0.061302690372792214,-0.013931063413768933,-0.04394366449431583,-0.0204913042146774,-0.004278849481076874,0.10242273009359631,-0.02547661734426589,0.04219461815418254,-0.01783732940754158,0.0573121470452417,-0.04165268627478774,0.12048020773480202
CXCL13,,,-0.045513861906174305,-0.019922931627503172,,0.012373142113007033,,,,,,0.047233609960228407,,0.021419793966642,-0.010406079006210617,0.017844611666333533,,0.20326041672546458
MICA,0.010306831801822331,0.017039752110807264,0.060189382849884315,-0.02841994116103839,0.025368650840969526,0.005513732494830599,0.02798149749654372,0.10276273610517432,0.0081142950767709,0.0015389363625684294,0.04572600268485068,0.03183346611579191,0.07746181483441905,0.018068222834128247,0.060297979783696914,-0.005515566234135983,0.06978146106302352,0.07886612794258234
TG,0.004209918610309482,0.008300215662625681,-0.025594493808784053,,0.006208993268001751,-0.023553409924113967,0.025254847664210683,0.09140637561017603,0.012123325533962049,-0.014829467724846477,,0.05957189095705565,-0.030286789183446055,0.022593825126922085,0.04715961125041716,-0.005977683790237573,0.0072522484828260484,0.06008509690804049
ADA,0.04365270440253101,-0.05158604639111702,0.013020350892396568,0.07213291624802999,0.01993703912409526,0.0006183277844308456,-0.0337612029102515,0.1272713421583109,0.03280202447406429,-0.02408424817173888,-0.02505946269872328,0.058063409315511634,0.013538290100949696,0.0824267831506856,-0.018859433450213174,-0.04841223720721612,0.03355386430734638,0.03665645394351459
LAMC3,0.017402782174074653,-0.03286104709660191,0.008559872410632318,-0.05121624983562425,-0.026528402050182722,-0.007289880520572288,0.0691554521884774,0.09674065274583842,0.03271721599124857,-0.028351213957088513,-0.0378987223003064,-0.014240239984555293,0.02425834340197952,-0.023725397356836417,0.009694837131397144,0.016444248266530688,0.007958247029115215,0.022146585800815837
CCL7,,0.03747428887884974,,,-0.007154563710066495,0.024082698179064815,,,,,,,,0.024526796147602815,,,0.011490452670640538,0.03484514628823388
NGF,-0.043387106924066964,-0.013083705241089342,,,0.03903394247069503,0.03844587663432671,-0.016491232657424415,,,,-0.010428547742676203,0.04490020134406642,,-0.04189801871621471,-0.02573743671085633,0.0017613089450030845,-0.034521516127702885,0.08734534253577948
TNFSF15,-0.010320619220799247,,,,0.06569091818718438,0.06543327915832653,0.016688629057563537,,,,,-0.024223639631355647,,-0.010410108011328635,,-0.016874988043345075,0.0010201924792651953,0.12011309652293503
HMGB1,0.0036494767631953294,-0.048578132706791885,-0.027342712908029868,-0.04228608407617653,-0.01980204435307748,0.02176550406967438,0.015204692891160634,0.09486707675400582,-0.005428908392959946,0.05963635390989227,0.040484796913068714,0.10989912444007176,0.0051745546534265755,-0.017179026877995787,0.004762847537746685,-0.001566115254204556,-0.018771218363208202,-0.07410821844125008
ITGB3BP,0.07648449443064832,-0.009574068569057275,-0.028934427134990632,0.030896771573886046,0.01757478710425874,0.004705188895608869,0.0052232132291553475,0.1187420175303901,0.0014477530254862585,0.039372675551737145,0.07218565381065055,0.06859122673930874,0.07458960839955385,0.07407041466289689,0.032037572755126004,0.04036616499405108,0.04519547274191081,-0.012452075499062755
AANAT,-0.004837933384573941,0.07581437921951828,,,-0.00662641230677229,-0.001226742169759798,,0.0260442729583601,0.014176406775139157,-0.017094164985799087,-0.02695978441958427,,0.015254424885152721,-0.002660228513277453,0.04608278995177329,,0.035550179799498816,0.028640447051904293
RELN,-0.06721541739648458,0.06593136034938989,-0.04218920606431486,-0.013461539600115058,0.0209428830415006,-0.03965661351671485,0.04224404617463884,-0.06266687624152517,-0.009354416333016185,-0.009619415279361858,0.0478123042347333,,0.010393905530479747,,,0.05551327088867199,,-0.04357622432532249
IL15,-0.043972086691615425,0.06564655364595183,-0.021902040779238685,,0.01255684694432979,0.004754088506924659,0.06567902825510967,0.017604320850772272,-0.05578881996222317,0.0799649134626413,-0.0033973441677606167,0.032170914646515746,-0.042253239326366515,0.004114081246495006,-0.018881582321404463,0.01282872029717857,0.017970191116696316,0.05905158863692932
UTS2,,,,,,,,-0.000765291342733992,,,,,,0.037657446845064425,,,,
BSG,0.11567163872671361,-0.036231398616269464,0.01447555021699163,-0.07436209719288722,0.02566716808779423,0.038346330508429394,0.018889228175807415,0.033845543788287934,0.07041953240392063,0.013931277062531045,0.08955231174112908,-0.018132952972329267,0.10904300180040695,0.048488327655420355,0.035003073244749536,-0.04497033235791062,0.11438773999142933,0.10362748702147032
ADAMTS3,-0.02406727813429615,-0.06961141024033958,0.004113587036702002,,0.001212443672141101,0.08056916895140909,-0.02294980310648857,0.1812978656848475,0.060027380670457146,0.01761163446827302,-0.03094926531066481,0.025219634562035034,-0.02444864766274581,-0.03196620453674928,-0.011488542375668577,0.06293583458766015,0.10046127253382094,0.10728627145421178
CD34,0.04467757478505081,-0.025283565258454682,-0.018805309035634963,0.0356600159891535,-0.01250782687574902,0.0005727974770028015,0.03437288421437381,0.1492375694667932,-0.006291419252942618,0.06114806771301945,-0.036324514511800986,0.10712144565241712,0.03745223671125891,0.05106246128867576,0.02238859877037012,0.010690050692194593,-0.017559636325764988,0.06782058631991329
CCL23,,,,,,,,0.017289423889538514,,,,,,,,,,
PLAT,-0.0024339657738819366,-0.004476772551918374,-0.008226185453733112,-0.06997685869298438,0.04014792813149138,-0.02270743577496156,0.05829573297809139,0.10133673865610174,0.0579137996790966,0.03424346352168192,0.044785718953863365,0.017054434577612625,0.04216682889037168,-0.07575842341670982,0.03105728489897684,-0.028626156058311127,0.0718011948873759,0.023614644816298713
NTF3,,,,,,,,,,0.04827511853091562,,-0.01631131658360272,,0.007288123478859067,0.069911567485221,0.04615771260382371,,
LTA,,,-0.018822271196670376,,0.031093561238255678,,,,-0.031061642596694725,,,,0.0025991023333124534,,,,0.033266959579092696,
CKLF,0.028297883264950054,-0.019895951290622736,0.023867833236507974,0.007937840733615363,-0.012950428473606054,0.005004818474751447,-0.013459047653472755,0.14661196640066174,-0.044649503707896984,-0.003053278696443547,-0.038760118542210335,0.1121865239072078,0.005104104777443092,-0.005293253314754753,0.0709968896216672,0.014596583568152114,0.06378348774076838,0.00916278255556184
APELA,,,,,,,,,,,,-0.04047852524702455,,,,,,
CD24,-0.004048160406837885,0.046577175406162505,0.012961021582611103,0.032043609548938375,-0.009155463574548033,0.004515476475973316,0.009650295692312754,0.0033365282615373604,-0.05294301932015892,0.030835795058584733,0.0010435043738652998,0.09287396208839215,0.07984495132704435,-0.02101012775982949,-0.0032995012733040446,0.11142878563529428,0.006607100850253048,0.09558895859942951
HSP90AA1,-0.06374330210618026,0.037042477565709955,0.04305933955511,0.07299680131923077,-0.06751338183626635,-0.0492298852284326,-0.023783784674572164,-0.16079994162636274,-0.048320446620344765,0.008782998757948555,0.05841665110492276,0.041680830127449504,-0.09413652392826868,0.009154346552651146,-0.10560489859413974,-2.6509858028866083e-05,-0.09363807221190765,0.0018129874094261254
BMP4,-0.02495495176318083,0.027281689138851727,-0.019952710830115305,0.0316609355989184,0.0031447588195207513,-0.005583428463969457,0.03201669148171845,0.012669829675565144,0.002073359550723007,-0.027029380712320018,0.045651820409225774,0.05151860689820682,-0.025784443462541308,-0.03477478995195543,0.11553119985142485,-0.011611608672789158,0.02129940750083472,0.06915765366079359
SCGB3A1,,-0.010312865746214449,,-0.02932806273400925,,-0.033795836788763425,0.12446444314899488,,,-0.01441909535824094,-0.03469783181184385,-0.0025670367106559243,0.015588535567323364,0.0907442219625598,-0.01711954302536957,-0.02358730279814781,-0.009017973643122906,-0.01628225146775608
IGFBP4,0.028769143371367104,0.015904404408420846,-0.010152703412033665,0.011791498078694685,-0.051936857846145934,0.03973173345304004,0.10000157640368591,0.09694215455527085,0.0788356863245015,0.004669601597821993,-0.0058872986754681285,0.04555734610081448,0.020295019013903227,-0.002442979229398212,-0.02605621282723453,-0.04299000123432555,-0.03869151523170592,0.030701085471586214
RSPO4,0.011520369766596554,,-0.01955319357773118,,-0.025044450292957512,0.14143550648907377,,,0.01180571864742409,0.06467805692022685,,,0.07545966077793707,,,0.038198345141121685,0.0296721636277283,0.09721311198451853
LEFTY2,-2.21520188360139e-05,0.016300702593449463,-0.019053437324549536,-0.016154949219424796,-0.03216160563118373,0.056201982581889874,-0.03108756757797783,0.09163882353204572,-0.01928544066465246,0.0026759350602853166,0.0629325720713824,-0.03986360823387863,0.0012976146709432334,-0.016008061602362816,0.13805355852766085,-0.03209533798236299,0.12070200133987942,0.05793763108408308
PF4,,0.03254950339034135,-0.017121413867592642,,-0.024388813849695826,,,,,,,,,,-0.023911554147446556,,-0.02211658092643274,-0.026943381258672152
ANGPTL2,0.04713109147499003,0.07905101814333494,0.004151581036922636,-0.0260204702315043,0.07646199147686818,0.04999982114150013,0.08372518487261464,0.12003519894153065,-0.0007993805349407558,0.019489322528880745,-0.010224416597367336,0.03881290786164495,0.09005180984473195,0.02081832812701642,0.00856924100767284,-0.04016326079640445,0.05631049381873433,0.04950107927564795
LRIG2,0.051100585693053036,-0.03254753838131913,-0.022142181111918985,0.049764798421103616,-0.002021874168489462,0.011318056550332021,0.06744941253100285,0.03803219771434088,0.06260125904124485,0.06585818302129139,0.02323051146156799,0.04894095771065974,0.07690791739453536,-0.033750480799904815,0.07219888276406206,0.00351801773937541,0.059714363523548177,0.04459830844139736
ICOSLG,-0.03631931757476414,-0.0019972944775983443,-0.015908309555292117,0.06940554393230856,-0.014198901905644538,0.02234293059107427,0.00036701069183605223,0.04598302570002799,0.01565713017759579,0.05885089620264671,0.003334752030251794,0.04560555184268552,0.09030177723754595,0.08762508719650004,0.09500233390170006,0.05351895593114987,0.05857053596719029,0.09950441476954552
WIF1,-0.046549542788572124,0.016984674423975277,,-0.024288224202236985,,0.014241340536816126,-0.03481896512341678,-0.10770979728435634,0.012389610358910834,-0.02713374808989866,0.045379364291007356,,-0.041333995117496684,,,0.04675419075600678,,0.05334118995321534
NPPC,0.007468007876846637,0.040629160588632224,,0.1590094410276437,-0.012801197291305575,0.007220241112553881,0.011008372967471449,-0.016773688412375514,-0.015893372393756194,0.05130532373164922,0.02669292095113548,,0.07269942730967341,0.005388823460871511,-0.025776480947882374,0.036033842277992646,,-0.001810116623240654
LYZ,0.019037482928253253,0.05915209203836155,0.03506527703734997,0.1119791028193216,0.05446893978178458,-0.0283151384141815,0.03331801218953129,0.08645962705505314,-0.036945427200049494,-0.021930320209282095,-0.06081424082915453,0.06470320068581896,0.06712060031894133,0.05144708945256024,0.04414792631324081,-0.03575538957124072,0.0250333847090188,-0.007769524833772929
EREG,,,,0.03730224438311738,,-0.005582115022159572,,,,,-0.029499362899355452,0.040188081839197046,,0.011356904151699281,0.05114040340480204,-0.029395019554122208,-0.01678465958728655,-0.031019813341733992
SPTAN1,0.09265113964972184,-0.027376341962097837,-0.018763935390955278,-0.04545544908275552,-0.00038171184427064647,0.10502368334152047,0.0307971451659271,0.021032419791488937,-0.05179683042408827,0.036187430955956994,0.04596694376218417,-0.02522905665765106,0.004328609850576599,-0.005909728435510179,-0.024966426338196384,0.025506262351569425,0.0775460096391706,-0.08204513021762445
PTH2,,,,,,,,,,,,,,,,0.0034435247681977193,,
LIPC,-0.04261832953031178,0.08021866509412694,-0.0005158648472623917,,-0.015620197391309838,-0.017289483329071712,0.09451078237019139,0.052395837936053076,0.020391766286586253,,0.022280583141351524,0.006650561712907677,0.04657014096154538,,,,0.04470440193833239,0.041573735766745425
COL8A1,-0.0252062072182378,0.040328815962806006,0.06711850598515297,-0.03425632291317208,-0.023346464455755042,0.004753009816409219,-0.02769946287961317,0.0523999344272107,0.011168589372061966,0.028969143679329633,-0.08710919055295047,-0.060251031137739275,0.08087494705994185,-0.043605145667252015,0.1169618639343378,0.0345100352637346,2.82707091739312e-06,0.11008632033229504
GSTM2,0.09358680555279873,0.017807087383405567,0.000516468382937514,0.04486601756614933,0.04374299746927068,0.05383482700697816,0.11077796750179963,0.02576638627161547,-0.017205310677742995,-0.020556539038982084,-0.02121951511969212,0.04226626591266123,0.09656597310159078,-0.025781214580581094,0.04422919684874013,0.027794156211286915,0.02238745883271106,0.01627289436546465
SPX,-0.03035225612536479,-0.053670510396762544,0.06551363510386704,,0.019966298388357596,0.0005451206623713833,-0.056834115040152136,-0.03579654846681685,-0.02019382203896372,0.09715321582428955,0.01852537958680366,,-0.06221721420508275,-0.03657700492433519,0.09462570769893709,-0.011184159779066422,0.1289145600274609,-0.05946337383319727
MFGE8,-0.0005864159164600913,-0.028929112616201073,-0.04023950820115778,-0.04490140042682314,0.012259028302355438,-0.0005874409523917933,-0.013348515984283573,0.016944456460880348,0.014768666919768227,-0.02747959313149945,-0.0012482885208848441,0.0031715714104463607,0.027912825532994217,-0.06731987241837628,0.003681386122743171,0.00011884843868109327,0.03463712429912811,0.07705603289805098
TGFA,0.08760942397175454,0.044556989305273076,0.02077597577504526,-0.04592596484246552,0.027256710479908627,0.0016515319974165568,0.04854234217759179,0.048056607500137016,0.06953501137743395,0.02971403228394714,-0.019070017889410276,0.020242125923772294,0.01980387063511012,0.03596475027963391,0.07307942844314191,0.018376014627996092,0.09425562512975223,0.04292477818459583
SLIT2,-0.059925623460779405,0.031858618555510455,0.020916645567745116,-0.0217986745827573,-0.018551022664031167,0.020818054214056705,-0.01899258578746118,-0.05300383729807471,-0.02780004515768028,-0.020254064971812803,0.04500517504330332,0.10574864072567765,-0.05616586782031278,0.0003254637225771129,0.04401758213632405,0.0627810550910966,0.03391946671293176,0.1367151560915824
PLTP,0.0733730445229325,-0.06860189306377215,0.04167934149828353,-0.09643597408392882,-0.016958744547253723,0.07864825859249676,-0.025377639189505568,0.13387440187000849,-0.041774495048062625,0.04617916907470093,-0.06927882290369247,0.0229790019668786,0.04557055652786825,0.004813697914811697,-0.006128328086715383,-0.05384806191501377,0.010686723509852886,0.04506442779275896
APOD,-0.04522777147615166,-0.027595237677375425,-0.008113550259337413,-0.03391877317188521,0.019366624170949715,0.06156563063103457,0.005824752614424291,0.024638942050364855,-0.07063401760887283,0.017022763566916486,-0.08313054706237394,-0.04836731890438731,-0.013064976359207612,-0.025731161204111105,0.004501282169023179,-0.045143662723553586,-0.04113010573223985,-0.038570103220167545
B2M,-0.02825353007866988,0.07760844505891036,-0.0338504204550705,-0.11484532052665494,0.05766017751565378,-0.026980806006296095,0.033079398009248605,0.15392402881588768,-0.10112439287261314,0.03586772741299635,-0.0776852334263852,0.0518234175541397,0.04078060812523396,0.06778155414434582,0.08974739820935743,-0.09121642583131828,-0.07565727278535893,-0.06763020364720929
OMG,0.0475813246753155,-0.02133111389218599,-0.021403576140277554,0.006290625689579719,0.010554247441466148,0.05834598858892513,-0.017442648512781884,-0.09412770212570354,-0.0605512373411654,0.017943722653831273,0.01672501747309333,0.021372761024899035,-0.04823188308627377,-0.025727848162892794,0.02942672238809851,0.05890237954280671,0.19687792021308195,-0.062221724419731755
CXCL3,-0.010044642965310968,0.013334247162467706,0.041476769530743314,-0.051661191006983576,-0.005631106567573303,-0.012381121823924479,,-0.017291835484926,0.07613726840327209,0.057878116459927194,-0.028592579617238986,0.09423978142926805,-0.03042998755781899,0.08700593537103296,0.0030790790099125016,-0.016704944166711647,0.016021256530014665,0.12780490553038695
CXCL10,0.018102656822832002,0.09407808687386192,-0.03254414119149773,,-0.015902094544105932,0.06794165421027214,-0.01947573866894177,0.155573348549728,-0.06928943381978805,0.025779307457240247,-0.061750344655807025,0.05673581890825816,0.0030434400675554605,0.048435816736564545,0.019336628599714408,-0.03224812967443825,-0.010203325441256654,0.040945536918187
RSPO3,,-0.004580575562539698,,0.009960716333673526,-0.028322849254235043,0.009569047605465534,0.03139157874501356,-0.038611885286319855,-0.023003994343071304,-0.037457510282990915,0.058369981169796525,,-0.03179875051736041,0.051270828510357976,0.08250026985166148,0.020683619496589558,0.10018402844385296,-0.027845569912623176
CORT,0.009592907197312418,0.04834036987838569,0.07897416883348356,-0.008724996563961874,0.018681828186050842,-0.027997106783241278,-0.03278087759704423,-0.06682651825398138,-0.054093731411435024,0.02233003809809414,-0.027101042653068855,,-0.017316754907591214,5.641655718120172e-05,-0.025022226084166172,0.08715132391177736,,
NCAN,0.05636170959300656,-0.025088805926283653,0.014510159941086872,-0.052416647608174854,-0.05867932860484033,0.014461681221548311,0.03832516705085416,0.06258150947486886,0.04565277654094417,-0.03288209152636676,-0.016794567726135454,,0.024795575888358998,-0.024294248413825114,-0.01178251431771004,0.00841394060169863,0.0882466313040508,-0.09016364159943459
PRG4,0.023058191000360276,0.030855697074700338,,-0.030678763056625865,0.1014352540836279,-0.027038958302756152,,-0.03344838300068483,0.10873815936782093,,,,-0.01751444773298992,0.0077832141388721335,-0.015242629656362276,-0.05627860218481874,0.03455527475980175,-0.024051479550356525
ZG16B,,-0.024792789260211757,-0.020602838869716485,,-0.03244337513111138,,,-0.024453306504639827,-0.024681294771841167,,,0.048446764966336694,,,,,-0.027116018434439674,0.06468644588360824
TGM2,0.07294224161369771,-0.005624478767356254,0.0017002693449704321,-0.012434031663025157,-0.029876116200501967,-0.060691783142114514,0.0025104879521884874,0.04826051324552952,0.01017596325565812,0.013340139728323153,0.00967637422709199,0.08040221048162913,-0.02149935262491287,-0.0038839691273125847,-0.04874330654837348,-0.013911818799113128,-0.026812699211056553,0.07672922541192616
VEGFC,0.04392720823742,-0.04217420186134585,0.022027064897443348,0.041079717903604054,0.053762530427475315,-0.013815238337863781,0.059319815453864444,0.01128136436565068,-0.018280573273743307,0.014134409777209242,-0.00153831656176748,-0.07581022309562133,0.09534012118520618,0.06831688481947941,-0.03405432248988726,0.03518436611464057,0.035031631099649595,0.03462594171465754
WNT6,0.01000645022838514,0.04438152111282563,0.15149479946597386,0.022160996949026172,-0.023023018650362607,-0.01801859271257512,-0.014614310606576465,0.014145593117359632,0.00508325878194129,,,0.020870507273723214,0.013499442301079,0.029068950993207,0.07103726128242527,0.004637104819290447,-0.009145774980661135,-0.02375088408784641
NRG4,0.045267498966007895,0.01988539865335389,,0.07754757827036271,-0.03402060402759222,0.020455678313318626,-0.017890617806750757,-0.04166208293462287,-0.04741676351415297,0.03670049056963691,0.02331476135667379,,0.0021700012839897496,,,0.016631420435216166,-0.0012184925882941474,-0.035717686782958745
PMCH,,-0.03169928325940472,,,0.00036366319804183214,,,,-0.02749242107644296,,,,,0.04673725725287752,-0.010880979533053003,-0.01794368347391381,0.0471256361580391,0.16127668049338142
COL9A1,0.020138581411541023,0.029909285489618947,0.023390373868732283,0.004322780139663581,-0.035532037888317394,0.01522086211922817,0.08250359970389928,0.03889402423735996,0.024202112798190165,0.027490215649692888,-0.011233718815528562,,-0.050437015702667135,-0.04266523671894229,0.040015115507607335,-0.006270958495570693,0.13467649547582716,0.015929059480874874
