,MGH258,UKF259,UKF266,UKF269,ZH1007nec,ZH8811Bbulk
SLIT2,-0.02402951845028259,0.0030968910882412186,-0.00942401785481968,-0.054852947205948674,0.03265792541879215,0.03451586311122899
PLTP,-0.014181979328297416,0.010649104716426746,0.048500620811435455,0.10976549106287206,0.00041212945111456255,0.018660924186039003
APOD,-0.1492115530988449,0.00015712136866086285,-0.0950262483272151,0.00792647318541397,-0.08929007494471944,0.02543439947895869
B2M,0.05944761228855764,-0.02087179645135561,0.03888639029790746,0.11048721462894424,0.15712215335576604,0.08680011268341613
OMG,-0.02919530254628843,-0.013042557604666275,-0.05016476870139745,-0.051928428616076897,0.11120445906090203,0.005746844673996359
CXCL3,-0.01880303282790499,0.022407886515334118,,-0.021673974636927766,-0.07274574503989267,-0.016117141197481633
CXCL10,0.035813131461474336,-0.04676059651390498,0.01486534703886709,0.10758236041483595,0.10604228566588801,-0.01773135886349247
RSPO3,,-0.012834800652381859,-0.05028015177887743,-0.02710671087098061,,-0.0017135257646502455
CORT,0.01633397442875908,-0.018834865141441812,0.06770284814175435,-0.00341754851218655,,-0.0138336730063595
NCAN,-0.03284119636940045,-0.06869446038738669,0.06525087920375285,0.05437345244318983,-0.012137113647389326,0.03918845517641545
PRG4,,-0.012667394743412922,,-0.007034297551262364,,-0.02041243105930189
ZG16B,,-0.014702060818827894,,-0.02535235085983034,,
TGM2,-0.006828295891104789,-0.020810690856647794,0.037407896160571726,-0.00088586925508878,0.062137902253625886,0.018128257977796467
VEGFC,-0.02334901765623875,0.017142230336270294,0.11555282469604375,0.04265978740460647,0.09360486426740743,-0.012063031993881177
WNT6,,-0.017520638020168035,-0.015536932623756826,-0.02309125203998986,-0.045516257156205026,0.038844524833258266
NRG4,,-0.015416798883766077,-0.019020077713127692,-0.029248041840416295,,
PMCH,,-0.007611529732040441,,,,0.0013956425267229748
COL9A1,0.01633689289305534,-0.01610172122782603,0.14372109751503193,0.029627589960421186,0.08382254282816676,0.020133238312472556
GDF11,0.03278561839602531,-0.00460498159488836,0.08781413037678677,0.05998349098146762,0.08959923795965856,0.003704445239476929
IL24,,,,,,-0.013008851708380531
SORBS1,-0.010102742224710935,0.024580559953059498,-0.02521524676758972,-0.04941209896854148,0.021730241081671004,-0.008248580746043748
DLL1,-0.011592868436109934,-0.02700032064704351,0.09082132779000651,0.04309260196842482,-0.006064763618694252,0.01709675558630287
TLN1,0.009576261077915791,0.02551631738080819,0.04437631507622573,0.05612136487355343,-0.005438392983121221,0.029871670229867187
COL2A1,-0.021930697466809108,,0.11539025053945628,-0.021673982012821544,,-0.009703273868977307
SHH,,-0.01316350294811471,-0.018372559170868417,0.0710067688992261,-0.0992162013657368,0.020660799082297395
PON2,0.07989640297612023,-0.05620831020672492,0.044030104984203906,0.041109872730018364,0.006000750766479541,-0.0025183486179835616
ICAM5,,-0.02051625363978948,-0.039061188539348875,-0.04235307889682572,,-0.009705627082936735
HPX,-0.005660660636695648,0.018216447522166463,-0.015536933671832585,0.053731657121343014,0.03964792184719944,-0.011048139845672525
SFRP2,,-0.01499180333092697,0.025398938826907396,-0.017297852307718395,-0.035894198242333565,0.055974680483340866
CFC1,,,-0.026253615621919107,,,
CD70,,-0.025481800075983926,,,,-0.00010233260372823931
HP,-0.043515384784771745,-0.03400424291477344,,0.015219136294247496,-0.03503204089200666,0.09737002465394291
CXCL2,-0.02991122249532144,-0.04152099901373579,-0.024013003592952668,0.043077857547215506,0.20879272663600248,0.015066974651140106
NPPB,,0.08366843838291768,,,,-0.001561003982922424
CCK,-0.009023831004215577,0.004722371221431962,-0.04354473102058286,-0.09677817935073592,,-0.006716403361314364
SEMA6A,0.00546112748108405,-0.08434004775413174,0.0094176629719286,0.04126680269401039,-0.010976455116833863,0.014415484742521025
IRAK4,-0.03537882540092464,0.0380493744434724,0.10285693390892764,0.07622498045445797,0.008220292333518212,-0.02672230808518917
GSTP1,0.05438216975781855,0.02168527032101329,0.0979812390631951,0.0966784679192207,0.06636223364291974,0.01584962380539385
VCAM1,-0.01008248903863176,-0.026621076950454754,0.042360752038304354,0.07786311785540223,-0.009557412380722323,-0.03614243629073297
NXPH3,-0.016675148578099614,-0.005121989529881285,0.10974542802667929,0.03575837299538609,-0.07833817489504508,0.052492106131649556
MTMR4,-0.0028765971093126954,0.02210007828786179,0.03091230257728641,0.039165844488379696,0.04657732460926745,0.04282017186930584
LAMC2,,-0.02942274015454065,0.01359883949342988,,,-0.01708427250684843
IL10,-0.02425251975897306,-0.014516540757752367,,-0.015258354822095399,-0.02719247066839799,-0.029216646647102298
SEMA4D,-0.04238771669764951,-0.0760521386983928,-0.04667543446288542,-0.021763772808534268,0.12689369500680436,-0.016432052412879174
TRH,-0.021438878757617016,0.00757835491457789,-0.02912254580652018,0.02918836352043838,0.013158635468094664,0.03234757130027911
SEMA6D,-0.01710941635311132,-0.021996762431138878,0.06992899454748211,0.053569250538271135,-0.06601815515616756,-0.03824372380327778
CEL,,,,,-0.04597648884547562,-0.021238675430027935
PDCD1LG2,0.001379237386927804,-0.05505047553862361,-0.014949590395565105,0.06343068548289889,0.09686371633206262,-0.026946782333903296
SPINT1,-0.04567501910136811,-0.019538825265254807,-0.000499429457823189,0.04054030555422366,-0.012944201825102404,0.017092571541283828
CTHRC1,0.0790004150890588,-0.00729400896246595,0.08413264601387165,0.020597263186186675,0.04594159030028422,0.008597355807793534
PODXL,0.057826122117113125,0.05214588375168073,0.03762700125713184,0.087467412215937,0.019727228957221163,0.07673804010071199
JAM3,0.021821227014802307,0.020323801705885006,0.024796287038436626,0.03737287863660352,0.05295630008381506,0.023595117028104268
TGFB2,-0.08439893108490817,-0.033382861243568776,-0.018657022564691223,0.09805295743099172,-0.039590154948648724,0.02667322781262306
COL18A1,0.02639550016050819,-0.00033225074827440644,0.09622031745578156,0.036158957643880246,-0.0726490886848844,0.014594438618647461
NODAL,0.009053506502125714,-0.025924310863665492,-0.0044182086571992445,0.05469069132325276,-0.03788551335983578,-0.01606899625914799
INHBB,-0.05141128653651976,0.040486542022281455,0.017748702421107942,0.13440869247248838,0.11447705588072195,-0.0008367677617624951
LCN1,,,,-0.019020176417867702,,-0.015175134503677787
ARF4,-0.06944700177111748,-0.0231721265327596,0.05216498907555561,0.10281395662040624,0.05615985218067127,0.031446252337633956
CXCL14,-0.06716824223608617,0.007360968061139623,-0.018333629742854633,0.024226339628329326,-0.042673273323628885,0.05964263686147802
LIF,-0.028957234237140354,0.03730377427261101,0.07844949743595812,0.044597543401408916,0.022000553719175493,0.012976648861451182
IL17B,,,,-0.007286687498500184,-0.04733580817541697,0.04706245584629866
MMP1,,,,,-0.10731949315403078,-0.025012428404130923
MATN1,,,0.04388583755109016,-0.019941361887812467,,0.03529853679829289
ADAM28,0.0013971312305297813,-0.009120280756183697,0.021344884420142055,0.06050464160866348,-0.06745682751901648,-0.0189865466086216
TCN2,-0.008616387251895929,0.030572476725176944,0.0529691670839326,0.04358893522767638,-0.007529288400822547,0.055886297475957074
THPO,,-0.02670537671383595,-0.02589168469235947,0.06050009068307898,-0.045516349005535424,
CUBN,0.0898680093653096,-0.035335759479812684,-0.03239039853381839,0.08312402268069989,-0.025027520623655073,0.0029394758106135836
TIMP3,0.07614045186617882,-0.0011979015269059632,-0.007514149708888719,0.045782579413279186,-0.06419318428950377,0.010048897069062862
PIGF,0.06503144926708412,0.037134191300365355,0.08557158107755404,-0.026338048192166626,0.07397106802568343,0.03139088490131254
CRH,,0.025021195722277262,-0.015343507940695883,0.027343233557896925,,0.039887054626613426
BDNF,,-0.039820392333044075,-0.0060985735977815755,-0.034871557614218555,-0.020964387248984643,0.08553019010730369
CCL5,-0.0854131597336692,-0.018391362961767098,-0.02241308878887117,0.056122937380689596,0.026532702739548546,0.12667892854128238
GAD1,0.09255157661813437,0.014214012289406074,-0.025404588656397883,-0.019432201353888682,0.0038816172124253247,0.008448755406138864
COL14A1,-0.017524034948464096,-0.022893920384350976,0.03754640531571209,-0.03374069332877876,0.016095010518971387,0.017418033246545384
HLA-A,0.11568020065044309,0.006335035792262698,0.01478719609037213,0.10163283634839985,0.10940824523482987,-0.005357059339604065
CD5L,-0.040990233071503214,,,,,
FGF18,,-0.011796305737837236,-0.021288108229980764,,,0.04507252675622646
ADM,0.0002784642704984675,0.028968665581598958,0.04677263607862462,0.06579502897104621,0.09153494105980861,-0.04488827420960042
GNAI2,-0.05283425721214373,0.035290382504019197,0.06762796752658773,0.09627360721775047,-0.07242302282459992,0.00783310332107761
HDC,,,,0.04908637940554593,,
COL11A1,0.044024675753012985,0.048086257792904846,0.11122611540458735,-0.034580281744567724,0.08663616746932135,-0.012350981858567471
NUCB2,0.03176402006902505,-0.0250408381065032,-0.0004048124711371994,0.04570577923989307,-0.02920014986980934,-0.009059648062942524
CXCL1,,-0.007993540632767563,,-0.01331815625591009,0.09468443356672002,-0.031742947038336404
VCAN,0.06934027913413844,-0.02492335045924145,0.11998911710646835,0.047066137974762556,-0.06841718784002493,-0.011653867259209454
MMP7,,-0.010613542845514239,-0.01886010600607867,-0.01388316020197364,-0.027589044821535787,0.051019722803860655
PTPN6,-0.0008381626930768434,-0.021967975648644538,0.04066817725737,0.026283076008460974,0.08093611563082662,0.005807996655054292
PTGS2,0.00826378584104688,0.034866108071287025,0.03362950016883176,-0.04948347260626039,-0.034389979354945095,-0.06186395119756612
XCL1,-0.020936450512131836,-0.012834802812504797,,,,
CD58,-0.010176586612739761,0.04550113584033232,0.07821577986256115,0.0759212289320618,0.06828716679451502,0.07033109659449059
TNFSF14,0.021340800968544148,0.027140675532907953,,-0.028927604569311326,0.053624364237200135,-0.025825316032608348
CNTN4,,0.0419795008087499,-0.006313778170239896,-0.0492962344724341,,-0.024523700379188617
NTF4,,0.018837386550999192,,,,
INSL3,,0.03661356516957009,,,,-0.014990405209805985
BTLA,,-0.018724318483185003,,,,
MFNG,-0.029194761166055568,-0.0643924556300567,0.018608775414582154,0.05746772425750599,0.08172513589953082,0.09161370948313902
ICAM1,-0.05308336287507114,-0.017474770376136817,0.041003482132126616,0.07447055244654671,0.09968703969827193,0.04233703006387316
PROS1,-0.009610772844011715,0.02734632510397089,0.045119622151890644,0.09195030229700134,0.03500240976712249,0.029026339554851434
CLCF1,-0.03693125149439518,0.016927764432523973,0.06747045576184528,0.03704896330149853,0.045935278810969746,0.05278376125329395
PSAP,-0.11910112971414584,0.010276166304392664,-0.12646069786859737,-0.044999206670493445,0.11587401013773464,0.03011992955886214
EFEMP1,-0.08366005345452109,0.028861925854591665,0.02699654744692076,0.13244329554657117,0.06096307691220566,0.08043677817493715
C1QTNF1,0.06383333066761153,0.04122624008021023,0.08602984281014266,0.07992634750279683,-0.019903854457774952,0.023840835814678718
ALB,-0.031519336446835064,-0.020942652597583888,-0.01804081072637091,-0.023287254524681035,-0.05082160154074216,0.05832839233609059
EFNA3,0.03836449348067168,0.029939992704012666,-0.03868314102268593,-0.048520406624139784,0.06510449962083088,0.05262387366957009
DRAXIN,0.016720135161735653,0.019998663778206457,0.1384473522289274,0.07925434290177225,-0.03482641224930377,-0.03846413657487978
RAET1L,,,,,,0.06520752600011444
NPTX2,-0.0354346954280838,-0.0013330584902352693,-0.09602447966804173,-0.0817460188980386,0.07472400872088696,0.028103273083001874
FGF11,0.01597350616427667,-0.010843636554781847,0.03146281459354699,0.1130753286730548,0.042212578149118024,0.010518993417014505
CD59,-0.07826074872910026,0.013700362672106626,-0.044063458915149324,-0.019212832868275347,0.013597792219671468,0.0654312518989863
COL9A2,-0.002241592946186765,-0.031160343220395507,0.05096130483372411,-0.02236444482281284,-0.024527802773207406,0.036943232507311
DLL3,-0.10055228403047506,-0.01902975718362258,0.060766591569640614,-0.033785882582712964,0.016030498209385766,0.012842448635279823
FGF5,,,,-0.018543509683477167,,
LIN7C,-0.0014078924464245907,0.041620286996930954,0.018569060349931197,0.01664551290756479,0.007704666480822368,0.037592669405596205
GDF7,0.023050765281726338,-0.021048049248556036,0.07252696046266507,-0.021494102645701806,,-0.013008855829848153
PSPN,0.05500713958183161,-0.01764158496686363,0.03478227487411445,0.08974464637605843,0.02316266629806812,0.036154569741951824
ANGPT1,0.09862050062243723,-0.04432923523082312,-0.019292542252266145,0.04902033111643378,-0.06795882239625828,0.05711191692978859
PNOC,3.0746791042543135e-05,-0.046775294383365126,-0.07254130024323546,-0.0554030212538276,,-0.013833674511420965
L1CAM,0.024608990283262595,0.027917456942020788,0.014183433747878203,-0.04580474960850943,-0.03914579671007446,-0.061488252986696315
APOA1,0.05505529310244356,-0.01837079356751033,-0.023234512302898157,0.09594932974447475,-0.02161947555191844,0.016143607865596005
PSEN1,0.0400304880414546,0.07831700400151027,0.02173683092903563,-0.004580865142440688,-0.0233339838866312,0.024536286477640487
CALM2,-0.022487417336966544,0.0011362506091140425,-0.09139216126677964,-0.09803132953717719,0.04066120820770387,0.0355785310824667
CLEC2B,0.002368441977651886,0.05051464751169211,0.07683471999112912,0.11489607103375889,-0.054361390176094745,-0.007806130321555012
NTNG1,0.06444067823376778,-0.002805248202276029,0.007317342041206377,0.024412068727002093,0.05069380880366403,0.035143122124949855
LRIG1,0.03867319809227872,0.019532032542688735,-0.0025962295762012675,0.06164637952322295,-0.020696298165832534,0.042800144864237805
CPAMD8,-0.019081882367469626,-0.013952922066127164,0.04916449605165858,-0.01677510003079239,,-0.014614398922894808
GHRL,0.03238935640940802,-0.00582852917415344,-0.019178819422858668,0.03047687790526021,0.06150489399001815,
NPY,-0.010521471544182022,-0.02835245316177075,-0.07700135712227861,-0.04120666034263628,-0.04996743693896838,-0.015436070674934929
MMP2,0.002673383035622721,-0.0026851891101731347,0.09439028433876191,0.0942186532857388,0.07435938057643264,-0.02669594585216262
LHB,,-0.012151941391262936,,,,
PPY,,0.03432673087638019,,,,0.015899488094190492
ALKAL2,-0.02857527586543362,-0.011975392636622664,0.058946070328180895,-0.019020173335244597,-0.04643309662616725,-0.003577953574921217
CSF1,-0.013705871410964231,0.005132421650008255,0.05045414216553492,0.060063420725617864,0.06890682914210153,0.00267601401446746
SEMA4C,-0.004669537648108365,0.03983232809607936,0.00489272666978327,0.006032486690131192,0.07732720383666457,0.04776456139094096
ICAM2,0.042589205645359576,0.031277819006214555,0.03627729692399614,0.040668115180369946,0.004927263744572442,-0.028188764475649854
SYTL3,0.07997400422231943,-0.004414163172345311,0.02046069413614324,0.04386546077074109,0.046051913026402685,-0.005867076217571322
IL1A,0.06386699237822789,-0.04193736514281273,0.060749308076984684,0.002731420879348519,-0.04437297365293235,-0.034275350112765265
HLA-G,,-0.012834801653414305,0.06772510371267111,,0.0655246261325705,-0.036793807365086945
PGF,0.08370402434558034,-0.005592550808333752,0.0611996154049197,0.03961965667112039,0.06361866173131434,-0.024249490525551327
LGALS8,0.0019938966733494593,-0.01841890754314144,-0.026763238323902705,-0.05197191450187197,0.053493017857318734,-0.03338986879858312
DKK3,0.040721064294842194,-0.023177465835421407,-0.09768120969768415,-0.026493343115005445,-0.056753871816835715,0.00967989022030511
COL16A1,0.09657613386175448,0.01977205887681515,0.028124499186412362,0.012126760118878026,0.030049646658407272,0.06733946930313933
TPH1,-0.0355485485966777,0.002856341169146148,-0.014748905391167584,0.07473876855893559,-0.05291148398789497,0.06388672316358515
TNC,0.048976453006506875,0.03513160645064742,0.0726842319265526,0.12938663071313014,0.0006085498076944278,0.022273279405863433
TNFSF9,-0.019081873310897786,-0.021048050664370717,0.03461466098580756,-0.028033351139392305,,-0.032681015794377995
C4A,,-0.014406831668733616,,,-0.0012820791584006734,
CNTN2,-0.11501073916280746,0.03871896032253668,-0.046506314711284295,-0.06299343310773392,-0.03580299289619616,0.07464734209773283
F7,,,-0.012809466419264904,-0.016775090280543102,,
LUM,-0.0021036369836507935,-0.015347361423062469,0.11761996581806475,0.028961687526888085,-0.0007148335349612192,-0.017504095308485654
IZUMO1,0.08535352254788585,,,,,
BTC,,-0.03298291103640611,,,,0.014152496273345241
APOC1,-0.17534347283000473,0.04289457004188831,0.056869728293905665,0.12606680962442518,0.00279004243291145,0.03802318637807145
PKM,0.08606634084574824,0.023952285158981488,-0.020257723375286515,0.04990834605263853,0.10879113728401553,0.0034304028885538875
TNF,,-0.031805310723759424,0.03180680791537319,0.00600543668140189,0.06092257129468525,-0.015175128697548711
GNAS,0.052145346041347504,-0.03661595264222952,-0.08682633302168785,-0.07188373713739415,-0.14952576997089673,-0.04028698395134712
BMP8B,0.03631661009884323,0.04317739898161881,0.07289415582907267,0.005501175975315995,0.08558758145900908,0.013433000926094677
LIPH,,-0.018251565068460176,,,-0.04068858770607035,-0.016918962962150168
CCL28,,,0.0004146930989622856,,-0.03700523643871664,
PTPN11,0.033822307864712645,0.06086604154493741,0.03565670476654349,0.06571242720753517,-0.03056586929462015,-0.04533225960512824
ADAM12,0.02934764891244926,0.01878938821113331,0.021570163201389523,0.020082876287174395,-0.051709971347864356,0.03890163736492438
EPO,,-0.01860715683803856,,,,0.006408816634162924
EDN3,-0.026798240000832852,0.05595996072121301,-0.01837255549886752,0.039657798009633774,,0.006763997875851506
CCL22,,,,,,-0.01606898917349151
CCL2,-0.0720919310507378,-0.041780968805198854,0.009156052120433815,0.02030563538673661,0.11318314552664306,0.04799126334372023
DSCAM,-0.040115326225249895,-0.020092659383336396,0.0722304360694682,-0.020651338744075386,0.010124931238283506,0.018185853973709202
ANG,0.042260748560352314,0.03173728057838601,-0.004300754182465569,0.08324288473964399,0.011275541129404678,-0.04955922623316482
FBLN2,-0.025126646956737487,-0.028213808629440878,0.03185810659497555,-0.048289633616572666,0.009847297980291155,0.03329539287859034
VTN,,-0.023926086960170866,-0.014748900568262223,0.02889987007870343,0.08952746037180015,-0.012356017973109977
VEGFA,0.07130138183527053,-0.0017192865689519853,0.08646890751444763,0.046265163528692706,0.024955986212521274,-0.03413395118345308
F10,,,-0.025648003006781998,-0.02727665453507324,,-0.021102949938241154
SERPINA1,-0.022339126541098805,0.023118786375347058,0.10122465891586525,0.12016039614682272,0.04094883878430654,0.024493069668236382
VWF,0.10615872979069672,-0.03048906520205209,-0.01590747113493437,0.01968673912778329,-0.06387456849528769,-0.029463643578096128
GDNF,,-0.015134713678148184,0.09174587392592837,,,0.03834141903774513
VASP,-0.07003523488720159,-0.0156002375373479,0.034126192929496924,0.032564159319373995,-0.024210727816664373,0.03280307662486948
ADAM15,0.04636856548418307,0.05394809734172637,0.04286654644571614,0.025179171607404013,0.0028156188847273866,0.030586062729430524
WNT2,,,0.08010963625780823,-0.024985864783724922,0.0506411123847473,-0.018046947100441798
CALCB,,,-0.0149495885323272,-0.018543509481958813,,0.07394689686236275
OLFM2,-0.033882471358842384,0.024156200138798604,0.019290398427190145,-0.03795136854607488,-0.08959687697517377,-0.015084137880162381
MFAP2,-0.03163188201941357,0.019077526111592642,0.12587203536213878,0.022036470519138974,-0.046311422647627144,0.01839897564660945
HLA-C,0.13011378526368694,-0.011272853240067935,0.056999457771013784,0.09365716747046136,0.1499708153570878,0.01983415051774076
THBS1,-0.04141889386771192,0.06546051183974069,0.02245141882457482,-0.015331772652614812,-0.015345361574572131,0.020887857230018188
HSPA4,-0.06251409671033181,0.01972419322186476,-0.009193470692619587,0.000440585806650117,-0.11152338802499633,-0.041261487586055336
LMAN1,-0.0009159575834112811,0.011713802432632441,0.008665141605413493,0.08174411805797005,-0.042775417868696486,0.037102846233007476
LYPD3,,-0.013642371062961234,-0.018536384658506197,0.10952426221408892,-0.045052489169449456,-0.03362543616635157
APOE,-0.046803439490613837,-0.022164888622992405,-0.030724707734851527,0.07444583896082152,0.052751560320655,0.026159555466631887
SOSTDC1,-0.019081880782568623,,-0.044564999485496054,-0.019589493236978082,,-0.00792672536353473
ANXA1,-0.03844927282263973,0.03143798453677757,0.004434008521948908,0.08634241335657536,0.00413513624193056,0.07385755338725601
WNT2B,-0.029938251683051385,-0.04055314837722852,0.019240440910544006,0.01685552186076601,0.019131094638167083,-0.0198311800305232
AMH,,-0.003201353594315393,-0.026847679608659056,-0.03804407900204892,,-0.012148249970946476
