,ZH1019inf,ZH881T1,ZH916T1
IGFL3,,,0.08796134832399846
BMP1,0.02796723700509082,0.0024548470470863583,0.011860676865991022
NDP,0.055309883111214944,-0.07773659352659729,0.04180619796906298
TNFSF18,,,0.03988596919690754
RTN4,-0.02319828656003654,0.03835781109534099,0.006098437614005577
HEBP1,-0.08074723614725311,0.009620399715859835,0.04771988717807035
WNT7B,-0.033623436414887936,-0.020366673885378588,0.044281574293496
PTMA,-0.0655489674691934,0.06837840038707635,-0.028424966701390404
FASLG,,,-0.013629410915300856
CEACAM1,-0.030154036335161265,-0.01351765766452986,0.046276745731315835
PDAP1,-0.0015100569771818693,0.0064837030262353285,0.047550261621155374
QDPR,-0.021026295245154526,0.021719596556972795,0.03216608908017733
POMC,0.01763466187209266,-0.02211311218353496,0.01620916018472179
CCL18,-0.021379707541544956,-0.031097680451907275,
CCL17,,,-0.01235353014448009
TNFSF13,,-0.015179423569579693,-0.020129046263165133
WNT5A,-0.015829760145282114,-0.04496533636880119,0.0005354926311439936
CXCL8,-0.03764234121717063,-0.047227767531932634,0.030453218915675095
GRN,0.009498143512815171,-0.03323098380466929,-0.044790010844023176
MIA,0.01629204289008689,-0.018446696706444263,-0.017898325377482278
COL4A4,-0.02703063049207749,0.014469786653217671,-0.013609841723942992
TAC1,,0.008012198404524221,-0.016239971534736043
RARRES2,-0.03691185760250636,-0.04150726397179208,-0.025897808336064265
FGF7,-0.04260777881984494,0.026382069870278687,0.019742643055070286
HBEGF,-0.05069464279305288,0.01108247454340431,-0.019860161521463197
CSF3,,-0.019379408756106446,0.018157467444713086
PI3,,-0.027649130824599737,0.08475654170359617
PCSK1N,0.03950948405252593,-0.011377919387667244,-0.0033405883490281087
NTS,,-0.019399121744859638,-0.01926064779626226
SFRP1,0.010925605820374416,0.004443393541570936,-0.01881307913720885
CXCL13,,-0.005634541342499735,
MICA,0.040544097942281664,-0.011600612693720591,3.0214355033847027e-05
TG,-0.034811162407425496,-0.01594955120152648,0.07470587301150447
ADA,-0.05020678993441337,-0.00030366086392396533,-0.017405910745309873
LAMC3,-0.030012708237493916,0.017903072443471082,-0.08882018238734113
CCL7,,,-0.013629406068845018
NGF,-0.03177159521797165,0.0031168076151979456,-0.030727917805731773
TNFSF15,0.010738654651755759,-0.012034280134144542,-0.03601125053595471
HMGB1,-0.009638863003941383,0.026350163141518244,-0.012234595780901698
ITGB3BP,-0.075714801706537,0.0618172005413768,-0.028057996080895018
AANAT,-0.022267861602100043,,0.071911629665068
RELN,,-0.014536106219093087,
IL15,0.0039008774868361405,-0.029355313048465385,0.036269448530258104
BSG,0.04127668250200125,-0.05447268760013602,-0.016161654182911808
ADAMTS3,0.028956878248689533,-0.04823685132034358,0.0802992070569904
CD34,0.005450064780385723,0.008923615350399736,-0.046003999727308884
PLAT,0.000838365338338588,0.09570097299543268,0.02588582353742672
NTF3,,-0.05299682312461528,
LTA,,,0.024228343786157396
CKLF,0.0006722903986804389,0.005782123460037116,0.012447336226278421
CD24,-0.10294680255287171,0.0037213022966600747,-0.004728669450414669
HSP90AA1,-0.026303137958442236,-0.021578928542394748,0.02550771419831787
BMP4,0.0027618366479586535,-0.005690418251032719,0.017366489978829447
SCGB3A1,,-0.009637276927377614,0.059990789597458925
IGFBP4,0.041887124102215935,0.021424017147630498,-0.037358210658749946
RSPO4,,0.004947029436246327,0.04001724191629128
LEFTY2,0.07229039194392904,-0.022888566634103626,-0.013347210853368293
PF4,,,-0.01940778836603695
ANGPTL2,-0.006450858941576703,0.009544643360374385,-0.010962418848313567
LRIG2,-0.015748570500514536,-0.0030304027584894112,0.029731708880842776
ICOSLG,0.026629958461281397,0.047017753346129176,-0.055805474702388065
WIF1,,-0.015645715708879966,
NPPC,-0.026663446097390662,0.01790545123893029,
LYZ,-0.10205826245675749,-0.03038862622068719,-0.011513503908584055
EREG,,-0.02096285336347065,0.13468991164684663
SPTAN1,0.027335675470164165,0.0019406741937342711,-0.021990272355804138
PTH2,,-0.026766334139950953,
LIPC,-0.02816262121405374,,0.04423393676348761
COL8A1,-0.023228881874803917,-0.05743038425298063,-0.024561553195037843
GSTM2,-0.00587777589753958,0.06321747259484656,-0.013315866777128768
SPX,0.02475381340396917,-0.04141930329001474,-0.05019776926735168
MFGE8,0.05173935834933165,0.013269710601910496,-0.01549391249137242
TGFA,-0.013766944593630396,0.08811849299214114,0.06907736829365695
SLIT2,-0.03015399949220941,0.02242078098428846,0.034910709873679585
PLTP,-0.04295316472535817,-0.031127651865706246,-0.03206063344943147
APOD,0.034870649924742134,0.04761244354420257,-0.07535171608873867
B2M,0.043766168337038294,-0.003119795039028077,-0.0294874832059288
OMG,0.01276288666781182,-0.027137818874179275,0.0009264523577341918
CXCL3,,-0.01120354261329337,-0.021833967594724554
CXCL10,0.0029281577425709373,0.008944515230810515,0.05938744630255898
RSPO3,,0.012412499444783441,-0.013831182059563784
CORT,,-0.027991621575878072,
NCAN,0.08356913529316656,-0.03439994370255138,-0.000412949261046575
PRG4,,-0.010961084159170218,-0.03133135491756325
ZG16B,0.034321772213509086,,-0.017245995518106044
TGM2,-0.03989240084177462,0.019152702700074426,-0.05843413017423862
VEGFC,-0.03208662779115492,-0.014587486965885002,-0.01814486706450417
WNT6,-0.023541443976898457,-0.022337013991709707,-0.020828084041619576
NRG4,,-0.02222530473057149,-0.013831183609709304
PMCH,,0.10236085661693427,-0.029825286193080672
COL9A1,0.023962673709189964,-0.006395801825297375,0.037247674588306814
GDF11,0.005904495203669351,0.005881536126894287,-0.01956753834637222
RAET1E,,,0.040775948230665285
SORBS1,0.11410299484870993,0.052965058901922935,-0.00043648734098402573
DLL1,0.032766603396714264,-0.019492682051429733,-0.006620330924758466
TLN1,0.022102592344224653,-0.002030477387817912,-0.029692846490231063
COL2A1,,0.029894152463908613,-0.020129044707120354
SHH,,0.06664604559183002,-0.010336990678694126
PON2,-0.03112397290848083,0.02312571250921696,0.012522206874335803
ICAM5,,-0.028590499818006928,0.012416809468609796
HPX,-0.00666252045091897,-0.023137386630245345,-0.031918775861589255
SFRP2,-0.00423509084437742,0.023834552674297266,-0.03294939471605246
CD70,,-0.019376092274610384,0.03817584362055779
HP,0.013001398234798418,0.020927161205805345,-0.000780105162604264
CXCL2,,-0.026666894131185975,-0.004154146578146213
NPPB,,-5.985296596820368e-05,-0.014030195390082916
CCK,-0.008262729621414234,-0.04255286839140044,-0.018200950948046857
SEMA6A,0.08906963941361735,0.0024746253989398966,-0.006516341658442873
IRAK4,0.007032696632290933,0.10740914721781421,0.018176547734745373
GSTP1,0.027862295574424906,0.0736432154437379,0.00053518598337476
VCAM1,0.03305315193082232,0.023744115601753754,-0.006930294760537406
NXPH3,0.01100040123045966,0.03679203013846829,0.009344305599678089
MTMR4,0.016256310231179075,-0.022582494014818023,0.026131704435746285
LAMC2,,-0.012420914611446841,-0.011418288747016376
IL10,0.1006913520479158,-0.03093061845991235,0.04097171444001879
SEMA4D,-0.013469109537112712,-0.06304220903976196,-0.00642256409644038
TRH,,0.029317564050850727,-0.015714759722477236
SEMA6D,0.014160329456638468,0.010449207077747824,0.03951491571593078
CEL,0.04697251356358613,-0.007490148536272733,-0.023962709887026014
PDCD1LG2,-0.03758845400900919,0.0029548266637507204,-0.021564489097684447
SPINT1,-0.010464346415950428,0.0014718221047800074,-0.017829134047360275
CTHRC1,-0.052238598752301975,0.03785919067336,-0.04538355846131647
PODXL,-0.04948598574274472,0.054787398211538454,-0.06539839521852706
JAM3,0.034770344584755905,0.04157142915986898,0.012144463635155506
TGFB2,-0.10027587771018553,-0.049813498668563994,0.008464791998942421
COL18A1,0.03412776361388543,-0.018148096286712267,-0.06500434133963325
NODAL,-0.022522448096711032,0.012071250817860249,-0.02150707777240404
INHBB,-0.09991675983978474,-0.0010454152949514969,0.03595779160776462
LCN1,,,-0.015891620367972467
ARF4,-0.021164583337712078,0.08985135051216088,0.031083625285074707
CXCL14,-0.07917834216657753,-0.020739540636690233,0.06247810946985285
LIF,-0.005265582582742332,0.027740333899754197,0.04325990852885814
IL17B,,0.06803965719122206,-0.02684317039424701
MMP1,,-0.012796411820130773,0.0009937518864832264
MATN1,,-0.01821227863533342,0.023643560109265434
ADAM28,-0.02220823785429313,-0.003485952055490017,-0.02873611669572085
