,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH881T1
POMC,0.047135798634535334,0.05756127368412037,-0.004995851640065409,-0.02639422407355603,0.008758915135578969,0.0016291617989224467,0.013417280895547253,0.05773671689048772,0.0317813751583172,-0.02540160645511129
CCL18,-0.028893363266922312,-0.019434803615448956,,,,,,,,0.014671242442272801
CCL17,,,,-0.02164379638392405,,,,-0.016380970449615218,-0.014891941298624584,
VEGFD,0.060370762516608195,0.05144497545759248,0.02156185212524598,-0.02411357929007601,-0.013723315108815878,,-0.019800582601496267,0.07766859146399073,-0.010923419037124422,
TNFSF13,,-0.0146661311245896,,-0.014929406343164097,,-0.016185194256523844,,,,-0.017436792276439565
WNT5A,-0.0022273144292766413,-0.01481565896128061,-0.033571419969772136,0.02424288357027348,-0.023401733484787343,0.007925033702840152,-0.061703380008287914,0.02696472697609687,0.012522167096311333,0.06116074381260863
CXCL8,-0.06050234607815379,-0.042236706271067063,-0.01569469953039668,-0.0755722930718517,-0.06708363090740899,-0.02302238907187257,-0.03937118864976449,0.0001230071525366457,-0.01017236277342037,0.0077479128166927785
GRN,-0.0009755037653107839,-0.036906083008027245,0.014791522210856091,-0.005168900364418551,-0.03472263015784114,-0.06352709965912774,-0.08772669619215254,0.02050538211947851,-0.04154301477265249,0.0004134372522668584
MIA,-0.023907311448523462,-0.02044160169889335,-0.014906719069949044,-0.016364702436955713,-0.014804890211922534,-0.0027576660143745343,-0.03376306563067836,0.06398680549586838,0.010060522089858925,-0.05897946366340068
COL4A4,-0.032771660172733814,-0.023341041238922458,-0.025068661561038357,0.017418267325621583,-0.0010882305771803492,-0.015399497266469475,0.05449294182164746,-0.017102239954861837,-0.020869801047417265,-0.03129408776432908
TAC1,0.0468076862290805,-0.008482544641441544,-0.006277640045681143,0.08355330097368348,0.0848967623568572,0.057660486458494684,0.15686114418636804,-0.05251235370372858,0.01866124401143321,-0.01319235673672039
RARRES2,0.02330287526381896,0.0027212367789187226,-0.04418606113702225,-0.016921768726660538,-0.11948673770906161,0.04712959087852361,-0.11854019022907175,0.006667336817643002,-0.0015300636400808784,0.015171252459401036
FGF7,0.038697397955610856,,-0.018918722600318905,-0.038365637263718784,0.07150255067018467,0.01356544887575412,-0.033192440691777736,-0.031758974274727826,-0.028548984909659333,-0.023441158761248814
HBEGF,0.08620326351113983,0.028156808224727662,-6.546772420309439e-08,-0.08807507338313668,-0.08091777152236564,-0.007161234536633051,-0.06258339039460144,0.05300293979838052,-0.02805238745323304,-0.008576178331862461
CSF3,-0.032771634227312565,,,-0.025797518101290894,0.03647088449200334,,-0.01232239984720963,,,0.03033677838787508
PI3,-0.03882288768057273,-0.020446232808865303,,-0.02297279613867142,0.018083370109460352,,-0.013875184866031984,,,-0.053917322145361095
PCSK1N,0.05310648142453379,-0.003387252586061873,0.03975985891426293,0.04390839438729989,0.014942539787786705,-0.03144549459321832,0.10889732027889926,0.008219029129879903,0.005330271257354948,-0.006577098625902158
NTS,,,,,-0.028915124645136785,0.06062548161090339,-0.015145711690515816,0.07735578035795926,0.005570779681289727,-0.03613373432909508
SFRP1,0.11291200579174526,-0.02246182759146906,0.05283056876837702,-0.018885048955415783,-0.015655925978979756,-0.03354660435363822,-0.04444765523820521,-0.004686229201468543,-0.014891941448598666,0.04921401502897037
CXCL13,,,-0.0154748355386723,,-0.01551522258047687,,,,,-0.03631292271917048
MICA,0.05753545651243501,-0.007691846972010677,0.007351107024978318,-0.051252932189937726,0.049703911026871175,-0.002703438514930952,0.009456353106334178,0.015705939896221828,-0.00938772819028577,-0.02034473994462013
TG,-0.026124223218100966,0.013813837559933925,0.06669938599592783,-0.020379959861339367,0.0015237159019857514,-0.02169933325200928,-0.01487203415541599,-0.01650320781484123,0.015488082867317232,-0.01832144744684497
ADA,-0.03863345832700614,-0.01680893197043062,-0.011204239050574888,-0.033713986674119116,0.06724584821895066,-0.03366617747304723,-0.0764386873913394,0.03452601739300799,-0.01750309350002988,-0.019589783103162266
LAMC3,0.026248320408486653,0.005980204326255391,-0.02829808178223754,0.0059082345783814825,0.009902734056134736,-0.03507558426878997,-0.06539799997033342,0.003125002092875359,-0.023098252414869014,0.03642491750780731
CCL7,,-0.012362176908202538,,-0.014734678418089238,-0.02057032061105076,,,,,
NGF,-0.01888067006116503,0.043981181508159745,,0.0037229248738421495,-0.005603011933440617,-0.020706984052999092,,,,-0.038217903065101366
TNFSF15,0.027559031694734077,,,0.000875053057557796,0.031731294081739185,-0.025142818295768272,,,,-0.013823926971514893
HMGB1,0.09462677240705403,-0.008815294852505358,0.007859529453761132,0.04460190026666754,-0.04000911022576315,-0.0431756100606644,-0.09831084991469675,-0.02955924607427932,0.03100091546999818,0.008181436710557969
ITGB3BP,-0.025280153771015522,0.011201305533308828,0.047593360397404166,-0.016624633108377054,-0.005041526532046844,-0.017560281883023433,-0.06678914385133418,0.011649791150313935,0.002455667992711407,-0.0034525580298806224
AANAT,0.033846300076016765,0.05815570890319147,,-0.014929407936551219,-0.013723317067896448,,-0.011115138129988923,-0.014841431232933388,-0.012423089395103845,
RELN,0.00505143342037289,-0.03872083605046499,-0.026550907955897735,-0.02591410881097089,0.09204947608819285,0.05840371141324593,0.003750543204640561,0.02864439304154481,0.04110758507828711,-0.01669780565044247
IL15,0.04050582163305387,0.03156529294208679,0.04445670238268926,0.018378962648489323,0.011357599972039124,-0.017890609940715174,-0.01413706414057054,-0.019979377061444543,-0.01619912648987824,0.04709012676219783
UTS2,,,,,,,-0.03666488686897189,,,
BSG,-0.10871712108985564,0.031901632644818864,-0.02225995188991636,-0.06440141848024233,0.015923170159239747,-0.06501247002909297,0.07425332632073096,0.04170280535465765,0.04186920103994728,-0.008087588947834934
ADAMTS3,-0.016142043563564683,-0.0005642762593445235,-0.027960796266935463,0.038438510559590015,0.032918580655564696,0.03516862116624879,-0.08874211246772754,-0.03735684724843359,0.03625880589175897,0.06610402558668192
CD34,0.09325474266281071,-0.0037285781308431464,-0.015538912487437172,0.010817267475969457,0.0559180075912276,-0.014305180067316894,-0.022695045463425025,-0.022624020166694854,-0.023243262945366883,0.005389887308347983
CCL23,,,,,,,-0.012647262779881348,,,
PLAT,-0.0016842456456724311,0.017609502615092414,0.021916712481750453,-0.02798583413367523,0.008211497158464014,-0.08606170064397356,-0.0918577414147483,0.025889094363805324,0.03697887113985619,0.041232584408356
NTF3,,,,,,,,,-0.020053829867858565,-0.0011136137928204795
LTA,,,-0.011702680136116665,-0.018885048071943505,,,,-0.01429384499634388,,
CKLF,0.03990230727722235,-0.044428529893053036,-0.028569097597921415,0.014053339562059819,0.008844573120039,-0.07051280142820263,-0.09706031769801116,0.008079423978265146,0.050952924492384984,-0.004794391198340505
CD24,0.030782588580502944,0.039155378001387374,0.09997390096026418,-0.06577707782937127,0.03132244991618708,-0.016252047251570045,-0.023315611727733228,0.045791808945206486,-0.03193538823225386,0.042853875366183056
HSP90AA1,-0.018262215675928093,-0.000330427877254128,0.0007850332394599659,0.002426241718525617,0.12843743329045323,0.0973070453587827,0.10002361580678772,0.07178728768447179,0.00767796518132795,-0.009140939700067253
BMP4,-0.010803770382424869,0.021595785741074326,0.09135017488438488,-0.02225528505511195,0.0021162731756807127,-0.012489513102442088,0.13095857146018489,0.029853631453130983,-0.00881524277190778,0.033452645792494996
SCGB3A1,,0.015052751798276467,,,-0.016342776489829576,-0.02283768000826086,,,0.0970358645526588,-0.02870793426226456
IGFBP4,0.016141413641443197,0.0027075453423408345,-0.008572229475706879,-0.00837582353578139,-0.05495045540090299,0.02090574419847017,-0.06129251112943567,0.032404453814869796,-0.03239774395220451,0.02469082732667633
RSPO4,-0.023064674197282118,,-0.01891871900860062,-0.01827292744351721,-0.0188622206719591,,,0.016535193465805818,-0.010478995878359253,0.0004495108591944969
LEFTY2,-0.008286513991843386,0.01977609006047269,-0.01184640685350415,0.004318723742951264,-0.029277082208904542,-0.05128225531060005,-0.06994133933385821,-0.027777812433165072,-0.011490347141556423,-0.026292380608189406
PF4,,-0.012823772840240057,-0.010645178144386383,-0.012855716629308662,,,,,,
ANGPTL2,0.020201883820457577,0.07070675602769995,0.03897978841127276,-0.00361263517285721,-0.062405085931037024,-0.05086313380753995,-0.052749424043394576,0.015936572348553307,-0.005002214890822561,0.05377793517736711
LRIG2,0.005784376497633068,-0.014370121527071074,-0.030231065609634747,0.034761355316766156,0.007616944773565245,0.010014411271606169,-0.03899446689089728,-0.04386727540320725,-0.03273621345343784,0.0006205614435448966
ICOSLG,-0.06427772447421898,0.05220267723780208,-0.012761230102847873,-0.011868852293652456,-0.022202630317927217,0.0112389035681455,-0.06136490672180732,0.013163776033115138,0.08235211811323828,-0.005120819447070858
WIF1,0.03093072736399569,-0.02307429775698198,,,0.05540784535219918,0.07791427988051143,0.16950036265193982,-0.012828819251748764,0.023049969075634162,-0.01797242784493438
NPPC,-0.04707164678558911,-0.038350780163528025,,-0.0199423867943828,0.04374626565940098,0.048084063067086846,-0.02992706957174278,-0.0025406671973762776,-0.014563239838070088,-0.02594796087133185
LYZ,0.004518733359921839,0.055091762256411166,0.046394237128033186,-0.08308974974202633,-0.09003110411534326,0.027996643550743078,-0.0682604363988792,0.04120408380079182,0.014440503364976912,0.002009849859561058
EREG,,,,,-0.026543619914993474,,,,,-0.024080289870349877
SPTAN1,0.08361625308958145,-0.001394257889572824,-0.015098408631684846,0.06556934601493894,0.06320428167944839,0.03906144679826252,0.05340291020627354,0.0004654411950734464,-0.020259452785216757,0.039299315644983096
PTH2,,,,,,,,,,-0.030746820276853267
LIPC,-0.03469228964957843,-0.015699668618356737,0.004260383456334075,-0.023102680242609315,-0.01826173415437184,0.00017460549092362587,-0.029071488080105297,-0.02224425177832382,,
COL8A1,0.05551431523330777,0.026331986380404744,-0.024552387944231095,0.014800291049126734,-0.027664153007438897,-0.029325723882849746,-0.03898182192250778,0.02665868374138433,-0.005187683856056315,0.005173260618660169
GSTM2,0.07103136023712742,0.002668008522774234,0.0040339617489438505,-0.026643594879361677,-0.03697724816785343,-0.01512891972222116,-0.0292431294915132,0.011125131596763364,-0.02078970289905518,0.019768993258627666
SPX,-0.026743431492255745,-0.02539173361849476,0.03937335185649919,-0.03785633883094237,0.06876532379972454,0.006764040263887421,0.08842049451749234,0.041655044388489326,0.02670571184236499,0.004137502822121142
MFGE8,-0.051532024462817884,-0.014583016688145153,-0.009689180881621899,0.00237205316349264,0.11499025837719745,0.03364256393054013,-0.039158745297844015,-0.0020343190656478185,0.019987829222771487,-0.007117253199025847
TGFA,-0.0630915094344286,0.005379244097751249,-0.027663901184915286,-0.041964580334127456,0.010221985967225539,-0.03021736728225087,-0.044800777332184134,0.06300254523220815,0.009157759297743555,-0.008147397968766007
SLIT2,0.0744192721340919,0.10076823624949463,-0.027756970455625377,0.0016351733129164412,0.01583800026912409,-0.015510923078588026,0.020752789039281645,0.001738121738074473,-0.0026615205799737068,0.0009761731272841101
PLTP,0.03095840090048979,0.000396882029990284,0.024004909503719127,-0.07183826502458901,-0.08413822809245892,-0.008585912178825393,-0.08041740775393029,0.03981667168160634,-0.01697988327810843,-0.026403320011454585
APOD,-0.027461460239053947,-0.049509531528911944,-0.051851951206282894,0.03563028553320689,0.04333024517739602,-0.02362648675418611,-0.08536091026586139,0.017745039493521592,0.025445171685862446,0.05478192818937626
B2M,0.06702720905561939,0.03634121606497586,-0.0018958175720334715,-0.0884101223000756,-0.10726148321762652,-0.10044409273149728,-0.12865672901552686,0.040896427312412366,-0.00404529731901413,-0.02422934762362775
OMG,0.023053124354597585,0.009860316496774518,-0.012911401567504945,0.04719077549551372,0.05610636750463625,0.022242764847636307,-0.03227962844620053,0.008557929121280174,-0.0038081456250464753,-0.02631075840058987
CXCL3,-0.012557916854305472,-0.03166792094699421,-0.006818794379443386,-0.03691624193318112,-0.056689841773696216,,-0.014593645032368183,-0.007250071067343198,0.013775245868270489,-0.05423449131369491
CXCL10,0.01665918728270494,0.01517258120504571,-0.035700962067317335,-0.016763727971098725,0.012230830414370982,0.00687137998485172,-0.07132120232543725,0.11706070025588994,-0.017029282264215413,-0.011999089135283244
RSPO3,,-0.01679244491170265,,0.004538644803413284,0.20232211485921786,-0.04674354910653436,0.15374357784136253,-0.025108963259638448,0.0927394684707504,0.0016887320950940356
CORT,-0.025859563504129456,0.0036387341483823782,-0.019011614064303708,0.022623757156670293,0.09524247779260149,0.06286561131675411,0.02064990201378863,0.029305580103998346,0.014685435725563143,-0.020662489949795828
NCAN,-0.0021161771417500387,0.02694861140709252,-0.0698980529493508,0.042498577233497314,0.09765065387991423,0.005165268516623838,-0.027814768100120357,0.011750340174928469,0.010972129185850065,0.04515952810989999
PRG4,-0.0009357855183872193,-0.0005071916977394199,,0.06485347604342892,-0.013075328029950936,,-0.015810884327070087,-0.021245594059067466,,0.0005754290350994444
ZG16B,,0.0022596986351029703,-0.01280974175055426,-0.01710139901654666,,,-0.017070390428253382,-0.011357757423147699,,
TGM2,-0.005269296226074155,0.01688593709894365,-0.0021204371542949247,0.024769200838164203,-0.06648143416367613,0.056763884231682236,0.0110839084303796,-0.022536705056989886,-0.04305045535814625,0.06433137644798491
VEGFC,-0.0028652708397513466,0.03885610283465812,-0.016448201704777593,-0.014874166553411065,-0.020127262582980837,0.02828887556638689,-0.020845658286480103,-0.030583638584432776,-0.02053390614319413,-0.009598100635225959
WNT6,-0.0321161600157573,-0.019946099150782225,-0.011846407164407213,-0.020379960707526113,-0.018016543203987156,-0.018350253311095847,-0.015547934389957682,0.06497089726979209,,-0.025658805241452972
NRG4,-0.023934101719315877,-0.011385998938017523,,0.014858334676163905,-0.01862409488484649,0.0975469055944327,0.06128283408404278,-0.021820090994534785,0.07086255835705535,-0.02553048342653734
PMCH,,-0.01312297652415215,,-0.0008434873868047222,,,,-0.016624611115564927,,-0.0146993982636442
COL9A1,0.05982382757922225,0.026160016943347134,-0.029423561954353108,0.013216186272105832,0.031204782072591277,-0.043088070863704246,0.02840523296943197,-0.021565056789993032,-0.02219779799584676,0.05320585273941828
GDF11,0.069815692721802,-0.0248041563781521,-0.005365264723465886,-0.018862223985581007,0.05507032373539755,-0.00018970700239656524,-0.04799840068647766,0.0020975074011571914,-0.01999957479963162,-0.0373598744047109
SORBS1,0.08681101626249099,0.06347854877458496,0.009718351073561936,0.03793051783541349,0.0023042865113846204,0.0666636952983746,0.027453916545060228,-0.044534260048237274,0.014460830781964891,-0.011913725912420894
DLL1,0.02732357041339151,0.07435628933492432,0.003996792440722713,0.028201071142394778,0.08288740320031444,-0.05453173262406115,-0.059940189736620006,-0.012674908447346383,0.017236129039748135,0.0058613906240109264
TLN1,0.0025198698987599103,-0.00019330267353039857,0.0814214724983888,-0.006740274705502991,-0.0563700832847207,-0.007358862534012209,-0.07593286823084887,0.006595174810974451,-0.03928665944509625,0.02831321069921859
COL2A1,-0.024498129214464853,0.023296865964113293,,,-0.01167825148146926,-0.01988021572318456,-0.014593649998747328,,,0.007542482291213994
SHH,,,,-0.015311752491386102,-0.004613679561958299,0.04859857019068006,-0.011472382120220963,-0.02100133582423827,-0.012031757877715115,-0.03761229234112481
PON2,0.014179192147875122,0.00433747876427807,-0.014476052914425915,0.07668873996384556,-0.004883820364964796,0.044509413218141954,-0.12546527995247353,-0.02896530430135082,-0.029265750189034614,-0.029890784344946523
ICAM5,0.12374765031768711,0.08455256369465834,-0.015248986531263298,0.08611568654403964,0.038935517246178296,0.027013532683553082,-0.0012329584058238467,-0.028152406017528223,-0.006599620382172065,0.017815044482623332
HPX,0.023928171697262097,-0.019099145487885966,,-0.020491387660003437,-0.03313031894158961,-0.018350254548949944,-0.021251394818826805,0.0019738837909912483,-0.010478996342841128,0.015041916235724012
SFRP2,0.04240960095925094,-0.016435545500382648,,-0.0009675372642891132,,-0.03434225109033023,-0.01164708922243879,-0.018576336462074492,-0.005217177394217562,-0.012939876008825795
CFC1,,,,,,-0.031007439412958544,,-0.01429384586019477,,
CD70,,0.0794467648017384,,-0.029640363764595813,,,,-0.0266630272655341,,-0.02562554922051181
HP,0.09145178089987256,0.042257581347695194,,0.04012841466175978,-0.01791903808811483,,-0.001281741394965798,0.09102710452661916,0.05136926438453565,0.007610013919379091
CXCL2,0.03514557593167849,0.018925772829413778,0.027855065751551694,0.005331512356156674,-0.04387228880591369,0.02426544599384668,-0.04932887016829798,0.02458683472498102,-0.014563238698305971,-0.024959786887783122
NPPB,,-0.015948403085250397,,-0.04915975430831531,,,,-0.012516272747143281,,-0.0219697699562772
CCK,0.10443534122309586,0.04979158217239976,0.037807756749568995,0.006253490760419382,0.15544446269453419,0.06843204086620348,0.10466523680732522,-0.007037459998999206,0.019803844009506796,0.04563796882774674
SEMA6A,-0.0024542800550616272,0.02371168205841544,-0.0147054832162315,0.019318615943161487,0.054163490690783196,-0.036436292251867584,-0.11274339992992656,-0.010453088560278132,-0.03640833270718832,0.012529305988189285
IRAK4,0.01127180177421768,-0.03712981732588949,-0.00659149636321156,0.028170621975206558,-0.010600161467123064,-0.018582878384279425,-0.03979100448559971,0.013865752736859234,0.017602986545257965,-0.034957759551201874
GSTP1,0.03644377070677982,-0.041116224312692275,0.04521390925822317,0.028777557962547558,-0.011620174879477843,-0.053811280721928055,-0.12774059905601784,0.03875153957069591,0.020486077788692738,-0.0042751094566435425
VCAM1,-0.0034548528096674876,0.03885857407525679,0.0028442907240027455,-0.02097684763725078,-0.1024391795538824,-0.026729904277044254,-0.07640158480889957,-0.009340474226988638,-0.02020652089898971,0.0017611251543614708
NXPH3,0.009597728378958247,-0.03643707550357376,0.04969154549185818,0.06302053575117823,0.027009984501480608,-0.03131564104493721,-0.05328506329025246,0.0166882542026716,0.049311425651428986,-0.03033737184901561
MTMR4,-0.008713284217546368,0.021429149007644022,0.05566859111957721,-0.010589899696598438,0.030181958330278893,-0.006170245520962567,0.009720714449614353,-0.009106084767363824,-0.0429949895055,0.007263871477417113
LAMC2,0.03231544573527328,0.014127298770417194,,-0.03422445504364906,,-0.025142815824645687,,-0.01575659102088219,,-0.014268058794882722
IL10,0.04993288002346252,0.08572560202223242,-0.0169678658953629,-0.022385172137718366,0.010077214491237205,,0.001515243607331198,0.012125071780614992,,-0.014460184295999684
SEMA4D,0.10947902963306527,0.051622002300849144,0.0387709684064251,0.012967768199399583,0.05194140174632472,-0.02180533655615957,0.03005444146446065,0.037587026244892886,-0.010174798119006888,0.03738801502572077
TRH,-0.015399145535634467,0.06862996788535457,,0.026047313115376895,-0.011492284861029742,0.008929818867992899,-0.001102177026179036,-0.004907932573432136,,0.004188538844209721
SEMA6D,-0.021269439319406384,-0.027403055910220693,-0.0029883637704556498,0.021981295130495324,0.05248913285196152,-0.08063623453948686,-0.050920790854968166,-0.01180809771404501,0.0011769586544788002,0.010281131757997768
CEL,,,,,-0.006580520601312976,,,,,-0.014922648096351583
PDCD1LG2,0.0015012691746317426,0.008454189727569835,-0.019779510327838885,0.034079440477184836,-0.025552099287657563,-0.01765655919986944,-0.022240050919067725,0.010944715039915396,-0.019045006077179107,0.06461965402780988
SPINT1,0.03405396527381369,-0.031667929317417014,0.01896338574497761,-0.04266827255748639,0.02922819056198797,-0.02283768698632078,0.0143856464648096,0.0630440732349342,0.08365027566550196,-0.03559540168740798
CTHRC1,-0.008995787403239343,0.024460880896188635,-0.017770947582935563,-0.014212760399081491,-0.03201848416842628,-0.03130207198015179,-0.0377976604762294,0.0408685044051731,0.018014108571970448,0.012818841322330892
PODXL,0.10450078153401254,0.0447123376450133,-0.016708268763559655,0.007813089123871129,-0.014615721864481724,0.01642011040098597,-0.0902391078149571,0.004098658072484571,0.0620828193265395,0.05510112912038482
JAM3,-0.07368696311459581,0.014685749783634993,-0.04865959258987382,0.028709447867440157,-0.018550402314652253,-0.008093612863853397,-0.11187021030789322,-0.028670311199393363,0.0032492414776786,0.015876063573572057
TGFB2,0.023130930694808927,0.04840510261352678,-0.021004816476444158,-0.011882512900873108,0.061403718311043486,-0.008698592369877597,-0.07291324173470905,-0.02164552518997428,-0.009849848993251177,0.03177273498808927
COL18A1,0.04739081378818136,-0.007284794207452644,0.028970882532656766,-0.002905054178519869,0.006583032820194966,0.033718825108831424,-0.07437336638903376,0.022188957443790295,-0.01050653262239901,-0.004172189755925921
NODAL,,0.0006823643631886148,-0.011410076272131779,-0.03015509116523189,-0.02767910865461881,0.009599534651500478,-0.0384592746944318,,,-0.01631659535613602
INHBB,0.019954185538992364,0.004174051374220108,0.0010172745293425124,-0.0714512766001443,-0.005474928865757456,0.01905574379625066,-0.03490378975717994,0.0018112121637044352,0.028959620932697484,-0.037894260787888566
LCN1,,0.17700057749763762,,,,,-0.012806774380110969,,,
ARF4,-0.025145376689835495,0.08821082980320459,0.0614161530774671,-0.045441379044687466,-0.08790903166197563,-0.027199582070526286,0.00717659522255256,0.02682785928786157,0.020239570318007685,0.03561942345077121
CXCL14,0.009788353809436335,-0.007551507838387169,0.03612798330468742,0.024516525961256697,0.09455313574279245,0.028374178756070442,0.06205110748210914,-0.010629064324770423,0.0199854835798296,-0.04401089597076212
LIF,0.012284367773064075,-0.008647821030055215,-0.014438796983487268,-0.040522356609360384,-0.045534175858757873,-0.02227517028049746,-0.0064993076215943005,0.01639190194064275,-0.012423089395103845,0.0259569048210155
IL17B,-0.026124235309724415,,,,,,-0.02115057814702565,,,-0.020299360794098786
MMP1,,0.0023805123235655845,,,-0.011492282354020947,,,,,-0.014699397099541798
MATN1,0.03586001550386076,-0.01643554774012024,,,,-0.0042490108302760754,-0.013427032269240564,-0.012673467318187814,,0.03199909605630303
ADAM28,-0.05142132181973964,0.018733632228860934,0.07104781789827708,0.03446309361256603,-0.03640653722902183,-0.05694046214671985,-0.031213711802123584,-0.008668901095740391,-0.018002579746315427,-0.0405072159582945
TCN2,0.030499656106002034,-0.0034408491038001613,0.01483782563050669,0.05170304099808477,-0.0030723392546543266,-0.05230629801517782,-0.029700831740008232,-0.003874431139380458,-0.015770956190513618,0.03477399757627667
THPO,,0.010383546920938975,,-0.01176269648415979,,-0.00523368085363122,0.005666466478490372,-0.026018078874564598,-0.01292740424552317,-0.01814771269118416
CUBN,-0.009123812176460104,-0.009229492494469495,0.02088665357197652,-0.0380298252345961,0.03309620887902757,-0.007212978053361938,-0.032687822199472624,-0.027947178040291225,-0.028355197374065316,-0.010763866048708551
TIMP3,-0.11502878608609955,-0.03642854947992478,0.03132397690063891,0.011601211653002342,0.07112763450073216,0.033530489209114986,-0.05636443643930144,0.011301784524079822,-0.0070594328863574874,-0.02066255296711715
PIGF,0.03602267676008118,0.031983528174319195,0.007105786794597021,-0.007833144837745958,-0.01296433429160756,-0.005384624931951318,-0.06503502718843819,0.03943910048903968,0.05961279311987079,0.029308143895481684
CRH,,-0.014666130100682698,-0.014319615635033384,0.05096679465596891,0.04984498050153719,-0.018121804619404956,0.04108525277926589,-0.0058949404847009,-0.023389445401863267,0.001984088896991835
BDNF,-0.004331362442439931,-0.03445512500720916,-0.012809739308908052,0.04644047059007393,-0.025460439158488602,0.032764030987037805,0.17116112194032515,0.005428098529558182,0.006363438502571779,-0.008326188331579963
CCL5,-0.01303913313185306,0.007395923697164693,0.009246577356710601,0.011936611938416839,-0.03706819205232844,-0.026471496447824563,-0.02907148647938743,0.026669261696222895,-0.03230364001424266,0.0295968378130631
GAD1,0.018115970060874894,0.041486776475958054,0.10751503373430332,-0.013306891723649817,0.12452227892152509,0.049443825202232415,0.13756324752537807,-0.005408118537456156,0.017713398677390635,-0.026940120315110297
COL14A1,-0.07168730022841997,0.06465618194538214,0.017630914624142967,0.015528489831774376,-0.04484595307185996,0.10325888981221602,-0.022718477336743207,-0.027529513610923338,-0.016933090448257263,-0.05501807164061372
HLA-A,-0.04849421148044462,-0.04853793840085859,0.04602744668328707,-0.10421580325273098,-0.10055511283339905,-0.08031578131972986,-0.07735301327167707,0.037539907568028656,-0.035600160356438725,-0.04806628468609112
CD5L,,0.03154206472734423,0.03004938766672756,,,,,,,
FGF18,,-0.013270195390492396,,-0.013721432242042406,-0.015933927899362987,-0.025142812162090335,,-0.013580119527032886,,0.04708069686098779
ADM,-0.11435572410310611,0.020098132606927784,-0.02796079887091038,-0.052700335382360276,-0.06554785361524193,-0.0003114689342451658,-0.054642035029467885,0.031328431593615605,0.03244782921287807,0.00878782467873523
CCL15,,-0.02446913613289208,,,,,,,-0.011025968016694209,
GNAI2,0.05540010115951782,0.029182434144665682,0.03815343864099896,-0.01199652477898585,-0.09235345634746446,-0.07144773412435772,-0.11544579934961081,-0.01061717264790613,0.030104733193309318,0.05256439386164284
HDC,,,,,,,-0.04191663179798608,,-0.015737451917081147,
COL11A1,,0.003386376078535035,-0.04868086176212716,0.016562564800486602,-0.06944583690959452,-0.06899207451489464,0.011060822930399375,-0.025936528909462155,0.08460878938061428,-0.009563903531670895
NUCB2,-0.03226242546306432,0.00019561202267090347,0.015208468428689073,0.0262297353043617,0.04817390994437279,0.021524458155713803,-0.006631383702095577,-0.015515684734903643,0.04318643280498066,-0.028524986770467605
CXCL1,0.0002066378733522592,-0.04525379162081277,0.005381087701902211,-0.04542473383226063,-0.03662563046314713,,-0.019392630833301974,-0.028676726989881423,0.08453910417933663,-0.04193035608883463
VCAN,0.012409694647567386,0.0387968596341399,-0.018471893721270612,0.013394966125201555,-0.012969021595758301,-0.06931036700148716,-0.09363548407168422,0.01733892911352447,-0.061677439085997605,0.0679744978175189
MMP7,-0.013827624318954967,0.06251239853466577,,-0.006252600285365031,,-0.022275164027967562,-0.00934788913012326,-0.012516272678759032,-0.022725528544294462,-0.07249390159154968
