,MGH258,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,ZH1019T1,ZH8812bulk,ZH916T1,ZH916inf
CCL17,,,,-0.015007677701161253,,,,,0.023983710247886793,-0.0127275095074751,
VEGFD,,-0.030495203440170284,-0.028875454184476214,0.017647227437926016,-0.026925350565348304,,0.011193415711671345,0.015008063510206825,0.023060571684289953,,
TNFSF13,,,,-0.010351960196516024,,-0.014170979079645455,,,-0.023130928202657716,-0.02073841442037639,
WNT5A,0.06838391939203393,0.025571246633851904,0.020844685335052546,-0.016347574057010348,0.04182103054246464,-0.028962388549440093,-0.01038166653786421,-0.012383743361918343,0.009872645078742125,-0.001626102403905101,0.027897943134051195
CXCL8,,-0.12176377912392666,-0.0032844440382341195,-0.015165968061092168,-0.07784434332676994,-0.02015729862305862,-0.001740924762751343,-0.07131511990026752,0.01811484244449764,-0.005966645890075389,0.04916643673323593
GRN,-0.006075350744778014,0.020705001590308258,0.03329158414457333,-0.010924625631479494,0.0011079710457731033,0.005313736321838963,-0.02575177623316143,-0.03359524237237063,0.09579430372484353,-0.10673932713659444,-0.00636581171642024
MIA,-0.021243355983514563,-0.04288537359376983,0.02553291384099131,-0.022091415409112653,-0.034723672081429416,-0.02562386320820822,-0.036910898290114846,-0.0037621534758784116,0.02832864563421673,0.06164229397213754,
COL4A4,-0.018796039661531136,0.02166702261700019,-0.011242467698606033,-0.0011729153648226262,0.05265496258256516,-0.013483060514533827,-0.02000803779146755,-0.03612774869634004,-0.00033195209043787886,-0.02636710491988543,
TAC1,-0.016229751166436577,-0.04907040597269524,-0.009350548511135539,0.04047000178552645,-0.04316591834318773,0.03151895514263355,0.0069419431947231715,,,-0.016731605435215204,0.031510737875515504
RARRES2,0.05057589004576612,-0.005213233426404489,-0.00375687255106928,0.09960466458373733,-0.060019145532595124,-0.002330648696477399,0.008731539194325396,0.078095747577575,0.031877369519044366,-0.004804746174056587,-0.09688300179990514
FGF7,0.061773552706971595,0.058064337442881975,-0.0012011368071437988,0.020474268170693987,0.027472064905227897,-0.017764850248775388,-0.028258092502671722,0.046679930944561465,0.13277310265417114,0.02450213848688703,-0.05445165640555825
HBEGF,-0.00453909732105758,0.05602441235988081,0.04560697989570758,0.0004560218838730982,-0.02933481921933942,0.03412492172779634,0.017546634170349334,0.03361512409746204,-0.031973043980259255,-0.026761600792775547,0.05996371217365044
CSF3,,-0.00946994984680879,,-0.017887843254781828,-0.04268363290447265,,-0.021168118876466684,,,-0.01340010406128611,
PI3,,0.04345844985809824,,-0.012244575726278845,-0.035531954790434854,,-0.023835581243829434,,0.08891010735127318,-0.029113974377023746,
PCSK1N,0.016533369100793012,0.060200815841311865,0.0022908491165004236,-0.017857839590047466,0.03899491171394912,-0.03627194972062368,0.021658728877585874,0.008123846922177247,-0.004492810639347526,0.053701140426393776,0.10805024150237043
NTS,,,,,-0.042656124630499524,-0.01645975342663568,-0.02601816444108737,,,0.06449627117957363,
SFRP1,-0.02361469790722186,0.015845281972716334,0.0026655302624329445,-0.013094778894891244,0.0067067749141328965,0.01758606510199566,0.04728265121722676,-0.007015682328727674,-0.04598329642958654,-0.019382608920956678,-0.03271249856571286
CXCL13,,,0.009079102523258862,,0.0061920509192491,,,,,,
MICA,0.10876584688805102,-0.02895061970305705,-0.00864055689433903,-0.05278606283349157,-0.017417091875628232,0.02094897602960354,0.0660494420579524,0.00867510267874838,-0.01681261688865942,-0.005397400661634906,0.08079581445447195
TG,0.030770257863308694,0.012892452499576485,0.019789484331738157,-0.014131341088976375,0.02454311799814777,-0.018998894463842016,0.06537583420534085,-0.05692300979033703,,-0.00931682919972844,
ADA,0.037298113172411586,0.04045905024603259,0.051763154651725686,0.03907789438394387,0.02648087648534107,0.026297065911679834,0.020516295644435984,-0.0777937482743735,0.058295140880210025,0.046953423896911185,-0.05413074277725782
LAMC3,0.029857697983240637,-0.013584683468059258,-0.027793977155088058,0.012562065384911664,0.060488247507393796,-0.01974022553130729,0.025302634525751117,-0.12687179216238337,0.04900189349343598,-0.038767397384475315,-0.02870781279271845
CCL7,,,,0.10124643521755071,-0.02233285463978407,,,,,-0.01404201012129107,
NGF,,-0.0018110924658462648,,0.0013228645196205536,0.029914675016088344,-0.01813004114543294,,0.0024918718567751024,,-0.04204135508367759,
TNFSF15,,0.08550685715978848,,-0.011377059086083491,-0.029881872698250676,0.06295179015477238,,-0.05277856731724799,,-0.037101421877958334,
HMGB1,0.005986212553418549,0.08458450974057019,0.016916064774249496,-0.011405257551457632,-0.02024506371478572,0.035008091131563855,0.006418471660627629,-0.05702221105995343,-0.04958515984796447,0.06881014997726889,-0.1031489658036195
ITGB3BP,0.02624176740781473,0.040541211213959524,0.00838928269312175,-0.010695894603001672,0.06584895123679474,-0.03816218251433377,0.042640072965486414,0.10862277093087276,-0.012520313362418543,0.058571690037760714,0.043871776874929234
AANAT,,-0.02306488233850289,,-0.010351961301361031,-0.026925354409093834,,-0.019094216076524496,,0.17962935938599003,-0.014857032290734264,
RELN,0.07322188354545024,-0.04050050130070013,0.00102986129499559,-0.017968686548758047,-0.01612027983638748,-0.05032678238575266,-0.018124401543181463,-0.007320613208037845,0.09034104766142013,,0.029021629642896944
IL15,-0.00629036746143608,-0.04131887653984852,-0.03492478959219663,0.024024367298867862,-0.010838356280005007,-0.015664159179911062,-0.04980549634057139,-0.007473547518939219,-0.017334955675409127,0.03708671675814866,
UTS2,,,,,,,0.06352979513647476,,,,
BSG,0.03398438447524323,0.04244758712895915,-0.03071544620306714,-0.027722373282307245,0.02091195223265553,-0.007960220052406224,0.057111471796627636,0.022334427421223615,0.10791869807750057,0.021018923227285113,0.025416268145905425
ADAMTS3,0.07172223076563342,0.04589438181381721,-0.005537935273782803,-0.025065624392894698,-0.014092161929345096,-0.025230428994821155,0.005611947518323909,,0.023909124764213887,0.08621766214713851,
CD34,0.02009350645128786,-0.022736141882852074,-0.0009268307518721608,-0.018421766167130253,0.04512986306495197,-0.013769514400587516,0.027228819893455204,-0.011289198684510289,0.03396221963363485,-0.006087642737018062,0.07129163224816774
CCL23,,,,,,,-0.021726186887781038,,,,
PLAT,0.06441810461046556,0.03080116790378491,0.03665485602635373,-0.025156648540126305,-0.07736993315495219,-0.010726210518609853,0.026081930348430114,-0.09402916472840958,0.08763432324655306,0.01646858667407707,0.03498035278647584
LTA,,,0.011155339800694657,-0.013094778282296906,,,,,,-0.01999532645482572,
CKLF,-0.0035293896820504348,0.08674344054030864,-0.004434755391844211,0.04822456231217325,0.018154586394490746,0.012044676614690315,0.001347785758334015,-0.010471513411155653,-0.007699360956602937,0.0629126995932208,0.026428486104263422
CD24,-0.03300798875141913,-0.11928030349313164,0.049473643931052504,-0.023196019645982942,0.0304882538334941,0.007849412642540674,-0.024469600134273135,0.15072165114564723,-0.033103902480327754,-0.009765090350213584,-0.05496262980670892
HSP90AA1,-0.0205186285699777,-0.05995922051584587,0.036396520788410776,0.01549219012653971,0.015791179318823387,-0.026655279582042533,-0.0016232062748414756,-0.005580442336668624,-0.017950204689247292,-0.012472242784218048,0.004668129465275983
BMP4,0.07491354666458502,0.02432758319829125,-0.021371005170788826,0.04920565849233931,-0.024540813689991725,-0.014644872162990687,0.02099602209855767,-0.001159538196066814,0.09642779916370676,-0.022067783670707598,
SCGB3A1,,,,,-0.02066157009464674,-0.01999557623438803,,0.07560506936339985,,-0.02944234098690408,
IGFBP4,0.041236834729048516,-0.0169259426802247,-0.01710692213514621,-0.008853471875050424,-0.031511834427161364,-0.00025130952766568124,-0.015950765067988093,0.0047844130790444485,0.06758610443036496,-0.07113061519539302,-0.05978422131367096
RSPO4,,-0.042464042818826604,-0.03259128316024985,-0.005123206578442085,0.0018593365056494293,,,-0.040812564892044156,,0.08837879549225976,
LEFTY2,0.005820840761023593,0.12753562057058807,-0.020407808796069026,-0.006925425828082855,0.04525190649251279,-0.044900280815018824,-0.012911666269988369,,0.05388217557592052,-0.04600934020479627,
PF4,,,-0.0183384517227238,-0.00891407627237825,,,,,,-0.019995321827758865,
ANGPTL2,-0.015525052971632643,0.05658527694599687,-0.004554989238962025,-0.025654163109936942,0.01831551232877701,0.035332171709500745,-0.009228935085650807,0.007307765596348376,-0.019980880223154265,-0.02686468773740475,0.012167859573679697
LRIG2,-0.0109432889227754,0.08969783737532704,0.01830048550729233,0.012022774151787752,0.060071589800609976,-0.027365794900780806,0.03975403818808645,-0.025873870459076985,0.06223027630869955,0.039356204712971264,0.01951055209424237
ICOSLG,0.01862599308564087,-0.012203714263640983,-0.02761830386148027,0.0236728355201167,-0.016663344858977983,-0.044504330174294865,-0.035902482384403654,-0.03308027164223544,-0.016422172953975734,0.015508792870339985,0.06474168149865524
WIF1,,0.05072553419292066,,,0.03217218743800714,-0.012866400309431944,0.038283861932075544,,,,0.04174321875424147
NPPC,-0.021888379335780334,0.0401264272106636,,-0.013827930566944738,-0.034660784514150084,-0.03836144231850388,-0.01801486486972961,0.07333645922105778,0.07205714476532693,,-0.009377718879874505
LYZ,-0.02813374408513902,-0.07173289050327294,0.02672136573842628,-0.04667110552496934,-0.0745289369671012,-0.02567951181770349,-0.007754452051876139,0.06200926698679705,0.02696186941045022,-0.018619294764794472,0.017000867132437855
EREG,,,,,-0.052078981340699375,,,,,-0.016332019420534975,
SPTAN1,0.03933926541341568,0.07054536373540674,-0.032143619150924146,0.047489690199834275,0.007179036091609097,-0.03132745262652459,0.051873014381613194,-0.006530848278719542,0.07074864743336132,0.059730278759538305,-0.004151601938381119
LIPC,0.13372605615341931,0.21820776007330805,-0.027600349933428983,-0.01601925895826627,-0.035829796965150575,0.037941470595721526,0.023510798339313597,-0.0014568775753743557,0.018061399444645306,-0.025281654974072247,
COL8A1,-0.03206369316229258,0.016604147112019366,-0.004550698778391077,-0.0243589403650717,0.03781357948326874,0.02918404974747583,0.014082982964964614,0.04774639885229062,0.05360113147603565,-0.07537369191166174,
GSTM2,0.014213229954432548,0.007802790052009455,-0.04018428418737424,-0.005715116884667302,0.036735759836079095,0.04299131047973108,-0.018563053541757284,0.15166943447862102,0.023348317172159985,0.021417711493320543,
SPX,-0.04818377502041642,0.06248433885693606,0.00926408432379639,-0.026249356722960207,0.05402089894328601,-0.04191318103372667,0.03937260010210191,,-0.022626397126784006,0.166315543705964,0.010534045523609975
MFGE8,0.04080648147921234,-0.0655359007202773,0.01867207760654649,0.01328970985706747,-0.007399394791831929,-0.026907703118302203,0.013853648408833323,-0.020480426338912467,0.04439455362081863,-0.03206282555383101,0.07483003432026429
TGFA,-0.017551247599124298,-0.01642981959449545,-0.061716196254591925,-0.011184104964987524,0.06053235610065082,0.061529785946798615,0.006905507595822139,-0.024389406162047537,-0.021992964204861944,0.08913757954626554,0.03051772262362237
SLIT2,0.0748488865849311,-0.008519364482561097,0.05193922862937866,0.02399490641181957,-0.022751719850715984,0.024700185289163023,0.07726912307575103,-0.058224138535321504,-0.0376338404644858,-0.06366641491855868,0.18805735698350245
PLTP,0.0702050683521256,0.0765732542075711,0.051560127532762005,-0.031041702258693356,-0.08691037988091765,0.0037281995348762485,0.011952088943507364,-0.019398553580016523,0.08238445121313323,-0.009129295881776142,0.004609121999267143
APOD,-0.058846151183726825,0.10423004326482586,0.014059296063705524,0.033836521832006,0.08587502342361236,-0.031964388386692875,-0.0188449415567634,0.015345023142860527,-0.013001494537532014,-0.06697348104793001,-0.01925010796862473
B2M,0.042217366950222594,0.09312289835023593,0.05739621391796308,0.007599725709919188,-0.08088045266641285,-0.014173157981093212,-0.011268157683897585,-0.11407340078015984,0.09883540690711164,-0.11261431778739098,-0.01227814740211298
OMG,-0.007716559917455297,0.11084449900348979,-0.014150487863161205,0.014605352951211665,0.09120310034916466,0.06277211886486234,-0.025202517664361816,-0.00529666477611385,-0.03612681304441972,0.05765642813808568,0.0567546520647041
CXCL3,-0.015136506942627729,-0.12305878977306713,-0.028094265490221957,0.014615204756923158,0.0026295642600485266,,-0.025069792955637712,,0.08910139222232157,0.0018557377182159991,
CXCL10,0.02872791559177717,0.1719087043710241,0.016858135910122425,0.04493366395742686,-0.007294078294632407,-0.02141113103796086,-0.003037769418236847,0.09967201499122377,0.07691336453246748,-0.016594636304222164,
RSPO3,,,,0.017004784254327252,-0.025459578126372652,-0.029291545269575222,-0.031353715256545296,,,-0.014249894492010869,-0.029516739732798707
CORT,-0.018796039358976762,0.05762409637431641,-0.02281071485832191,0.002752975643906958,0.055868152084750294,0.04145644133807511,-0.029881145801493984,,,,-0.03151909724001975
NCAN,0.04541987575689994,0.225040943769673,0.01976223975094763,-0.025053543838314356,0.10412935339427437,-0.0186365527358128,0.014684435179191302,-0.06368620394818779,0.07319528356493565,0.14083562093852522,-0.002591489997218936
PRG4,,0.12627232239639538,,-0.010216938621430102,0.017766963577348565,,0.045619333328560524,,,-0.03227985142154244,
ZG16B,,,-0.022067346124872166,-0.0118580067991176,,,0.022841825913315215,,,0.07473098005420674,
TGM2,0.026336842997258893,-0.007251788000516624,0.032177195726308526,-0.016726552140497546,-0.05374226029383028,0.011723603951083598,-0.009489584557746764,-0.04832935689599652,0.011671538735370843,-0.07495701947168208,0.047719864635392725
VEGFC,0.12737175521774283,-0.04662159614438866,0.04054036919472039,-0.018209320308174737,-0.020093029754477566,-0.007048495121030829,-0.035809856694947,-0.013821230150921134,0.03767441609826848,-0.00019845499601183725,
WNT6,,0.024885234372325236,0.07374291270745154,0.06655597285935148,0.008837638508292722,-0.016066600848668715,0.03004370587956059,,,0.05377381180387533,
NRG4,,0.02764566552254692,,0.0789558521083727,-0.0260315078931616,-0.01966848953571578,-0.011102696809736547,0.03669055590787299,-0.019900355677503014,0.1563343387464974,
PMCH,,,,0.01642952125619938,,,,,,-0.016452478352509015,
COL9A1,0.12377299383917449,0.17426358364687855,0.01847863753742412,-0.012986908580363176,-0.003775341751807482,-0.005534107655765648,-0.0001286017999659104,-0.06367996331507067,0.02209763835267347,0.08802125049005333,0.030053716388684107
GDF11,-0.004720182095402201,0.0666383744434541,-0.003941381236698955,0.0064465754549755385,0.05534946949195247,0.03971545357259777,0.002221064862417365,-0.05983297562331963,0.002577592791924955,-0.007065603407508454,0.018044070061353897
RAET1E,,,,,,,,,,-0.015632034761482384,
SORBS1,0.034541572079099365,0.011426556049689287,0.037195058926178255,0.00012744511529999238,0.05020048481647306,-0.0020042281597564384,-0.02890061192816477,-0.023236521188014857,0.05361869183243086,0.06579457376692405,0.02626066637493983
DLL1,-0.02191865329239733,-0.01720812545525787,0.050803556344595255,0.028650196916342314,0.07782502847509408,0.03704936571389044,0.010297080146415814,-0.026009244123061992,-0.022619890817676038,-0.008367193236613066,0.11694888553101752
TLN1,0.0819000841218673,0.0010912154635979287,-0.0030262143053656435,-0.020753269877741305,0.04485723835377359,0.004552331465645996,-0.020420340769793197,-0.024065949309262473,0.020089367065679486,-0.06036354981646809,-0.02650477203515225
COL2A1,-0.017654287874793353,-0.04510315641340242,,,-0.006869094457215007,0.04645037481735214,-0.025069801487166102,,,-0.020738412817225348,
SHH,,,,-0.010617076706624123,-0.05132161715851344,0.12036662663345436,-0.01970791010909134,,0.08524833642061108,0.0979753855535603,
PON2,0.06809330897883753,0.15980625793675066,0.018615089223626397,0.0439012239868613,0.06233812793399876,-0.03680125188651075,-0.025364412332311504,-0.032676568082536474,0.0801021269686865,0.09294404525489157,-0.09992062423805391
ICAM5,,0.03595651084100923,-0.02626943387241518,0.019190850102221848,-0.03357183402469634,-0.035762891013097556,-0.0489888419989272,,,0.01329543171455509,0.10138426926533314
HPX,0.02665990739820972,0.08785103366285849,,0.008318397755877673,-0.02396726897531618,-0.016066601932474337,0.007300004011983277,-0.05951029887732393,-0.026681263296263386,0.01900065547136613,
SFRP2,,0.11451412799215088,,-0.012091699797725274,,-0.037981397244984345,0.0001422708800993318,,-0.004156387561381083,0.042537139339002716,0.04045276786965873
CFC1,,,,,,4.827458062502407e-05,,,,,
CD70,,,,-0.02055244922996193,,,,0.025296439790775817,,-0.021740791244150955,
HP,0.060365034720400425,0.08555068870726674,,0.06313928506165341,-0.06792250965716826,,0.01785723190241373,-0.042251900444154035,0.03607098148909377,0.01677033237223843,
CXCL2,-0.004583081943743348,-0.013161186935899733,0.026505454360367907,-0.0052509614020403005,-0.03250589543258564,-0.024831628819429748,-0.03627270126665784,-0.019266178828950035,0.0009062393774125146,-0.02559031731736011,-0.05328980256273824
NPPB,,,,-0.0043676740103020225,,,,,,-0.01445493256830749,
CCK,0.006226243946287062,0.03942545402747538,0.04100881079149363,0.024697956191087486,0.03741838518240925,-0.023254019623515705,0.0465826897247522,,0.005467110687467974,-0.01875194972830202,0.008737763344263355
SEMA6A,0.017002892741004545,0.19154142709319003,0.022498785779031836,0.04979256572450239,0.01848514837670769,0.0410116406204787,-0.0461573122062301,-0.0925498455095653,0.011983246733000217,0.07380745937813542,-0.0527488228548449
IRAK4,0.05885457504502682,0.04486754680417926,0.02204668889570422,-0.023765220023039952,0.03005897555269403,-0.048301316181386486,0.015328663165304006,-0.024416122506573778,-0.02867492636701529,0.05360168372434791,-0.0891937223406623
GSTP1,0.05163697712611668,0.16272600708228807,0.014464881245012403,0.03721464870767389,0.037894691808467044,-0.013581393020909443,0.026939391519271227,-0.03208961944984422,0.025837903442484697,0.047591406794210624,-0.024517566274063523
VCAM1,-0.02690488170667087,-0.035057287140632575,-0.028985516864010966,-0.038987343523014396,-0.024821153616742697,-0.03452046464000824,-0.01281830492962199,-0.04691353446241787,-0.010067485911530385,0.05641874474954891,-0.03342580952169472
NXPH3,0.016698433282678327,-0.01740948281664444,0.003927523206409873,0.024447685995423987,-0.029478098535829878,-0.01531821117525254,0.09725046923604212,0.04142126396783921,0.010117326743620238,0.11940333848764925,-0.05843324960883559
MTMR4,0.03640039124915493,0.014900694241197979,0.01991748287256916,0.057117055705336706,0.04426713381189342,-0.025839438434753892,0.015511300883901008,0.04268853026719005,0.053688468692349306,0.028982067794641683,-0.005514655051933846
LAMC2,,-0.040239770400619636,,-0.011340699949552462,,-0.022013842491313808,,-0.055802386286439,-0.01924056776217185,-0.012549560361908687,
IL10,0.168516225249417,0.06153005740697569,-0.029230547891192723,-0.026661016660606923,-0.021485616374678322,,0.013973672522436559,0.06522544382884742,0.03438804682569666,-0.053902895139012315,
SEMA4D,-0.0035874970218211697,0.012845995157266,-0.00506524940349644,-0.029693926554722812,0.029115914280409196,-0.06627431654354927,-0.0500774136142891,0.050800026450332825,-0.026917699965751322,0.04171977902004746,-0.03951685568775157
TRH,-0.017258372100229992,-0.05315502689949603,,-0.02516768358364673,-0.022548035676983776,-0.030115359994223392,0.05271499722728711,,0.07938205066285589,-0.01619049384559003,
SEMA6D,0.023825907090091036,0.15551422038725338,0.0021220410755077917,0.060616612403987746,0.03664464242644676,-0.02106798053694435,-0.0026389981671850506,0.029404481841157296,0.011594215111686713,0.07393124829885496,-0.03395350145469853
CEL,,,,,-0.009795269386418745,,,-0.030657863270522282,0.07422845723669745,-0.04633128648717346,
PDCD1LG2,0.02995559604107976,0.1211301882415537,-0.006598931984158227,-0.03502215042840004,0.017278555254306473,-0.01545923558742693,0.030732092802091316,0.03256423142556573,0.03933180389476274,0.01729276537828206,
SPINT1,0.01498889018331786,-0.05146277828624359,-0.032959596984858244,0.07874366220547879,-0.0267864002953956,-0.001157290010533831,0.004476317623406432,0.09524382088243827,0.04195011868173338,0.008275378465320461,
CTHRC1,-0.018125047063095978,0.011039279351429367,0.03523667525643797,-0.02610918314249375,-0.01828989491825185,0.002038155412547494,0.008220438149597612,0.02490429725068468,0.056048747278470645,0.0036729350910233625,-0.03424320917157465
PODXL,0.005329664847937027,0.0712054068174012,-0.0376366831682201,-0.06559749634807624,-0.04735468300360049,0.006295960518366458,-0.027619414221271416,-0.0744282932343723,0.13200419485954018,-0.015402057523482008,0.020122445327597348
JAM3,0.0343311314973411,0.03061835875648242,0.020914827773987208,-0.0239084854830857,-0.048172803133416334,0.010787363514266844,-0.03297175103188872,-0.004523670888400747,-0.014957706398774561,-0.05977221972663806,-0.04301898158787875
TGFB2,-0.0580611688916748,-0.003838783443489873,-0.010461255860390773,0.0018592269567080679,0.0055007119409147594,-0.04436144590582607,-7.36285160861849e-05,0.005554532413703452,0.045264056122170424,0.0008384217219989149,-0.027073216916393257
COL18A1,0.072965651042675,0.016118401105953563,0.03435618186617036,-0.039550155780656134,0.03582990725450292,-0.02998213751779521,-0.010534083115978527,-0.05963652879085772,0.05576875598663483,-0.09495490640400625,0.07886887978272172
NODAL,0.03917811070999192,,-0.0033927131831891985,0.02059952814135936,-0.024002246803178133,-0.043261596348760756,-0.007965747079131284,-0.036022159930189916,-0.028943990201434833,-0.0033422093764754256,
INHBB,0.03666322105808639,0.0024643702899870123,0.08503836633827942,0.01946521897612904,0.02872547944840129,-0.019969838297382445,-0.015895470857275707,-0.03293435348340838,0.041420694743236564,0.09491515340852114,0.050666800542765
LCN1,,,,,,,0.013394781599881223,,,-0.016372708606934544,
ARF4,-0.0005234630752569259,0.04052681842618055,0.003961172949953914,0.007954882173725059,0.020517471061055365,-0.008357750642551351,-0.021837136219407364,0.017555959392141253,0.020450620392176842,-0.02227891120488429,-0.02626309507475675
CXCL14,0.008034245231809374,-0.045139843542125704,-0.007904376854916061,-0.0025691350054535384,0.006647269102462655,-0.046869367188166935,0.03958333656274897,-0.00484895036570843,0.07208487400404677,0.006985652330212747,0.07384029682561094
LIF,-0.023310674457754938,-0.02658002765298939,-0.024873720084761835,-0.008533206979316178,-0.03212220892045148,0.056519319654527486,-0.03737691517178517,-0.04802523395632864,0.05895364051577341,-0.020950463229859675,
IL17B,,0.03531502007474749,,,,,-0.004641931738472165,-0.03407785643139718,,-0.027655795744847108,
MMP1,,,,,-0.02254803075819483,,,,,-0.038551119853498614,
MATN1,,0.00977038645787767,,,,0.10223330448810802,-0.023065719239568454,0.051013276527623164,-0.01946276412002937,-0.01969110021945064,
ADAM28,-0.02085243452516091,-0.049909777272484655,-0.036368685857964336,0.015895470313493892,-0.03710784393198219,-0.013832497062915656,0.03977219770817072,-0.048888645780822144,-0.008951649486909161,-0.00293838010223945,0.031075187120803482
TCN2,0.05000520873080721,0.08428337548363429,0.04427964855996939,0.00212546624043507,-0.058386032863666885,-0.03633784370125125,0.02047883551655171,-0.04914720589524489,0.09389915263744732,-0.017990296717944894,-0.045557219616468296
THPO,,,,-0.007784745519861598,,-0.026774355873543,-0.00595984612304674,-0.03837599735228073,,-0.021316292466168802,
CUBN,0.1007481477671958,0.036091426290684285,-0.019937392927567923,-0.010462282811676887,-0.05662979072190606,-0.033494616805922084,-0.01032333401789223,-0.03637254681080355,0.1857647199241292,0.056408101739222886,
TIMP3,0.05383770424403887,0.07169998887119637,0.011088183001052465,0.04395656142366861,0.03599263239880615,-0.0022711615505352873,-0.007897235844813787,0.045840951591193765,0.0758579773760879,-0.052374065602034614,0.12089956214919773
PIGF,0.0372627712892671,0.016167618903431432,-0.022165802976974257,0.027398602050133277,0.035375756583214193,-0.03385680289329992,-0.009658214367555136,-0.08969129111568716,0.032343507966061634,0.07601949907110928,0.0072711404466870005
CRH,,,0.0011126513550742468,0.0853466322987274,-0.02291290918633289,-0.01586658214148396,-0.02166265167237169,,-0.017841300443195977,0.011150801333934575,-0.03358512928819252
BDNF,,0.004355969636456714,-0.022067341918647482,0.007565346901624146,-0.01038959823215335,0.01921693963086347,0.01736509252400223,,0.05471048264314861,-0.024181228766679014,0.03942997179077386
CCL5,-0.062312432317202494,-0.0056417531423224795,0.049964780923794895,0.0015011432939099054,-0.005595405092123687,-0.02317717145828056,-0.04994065192995827,0.09579743952128347,0.013601423995360903,0.038155502371950784,
GAD1,-0.0629871986369804,0.02917562375420033,0.05558954081188936,0.08770170896054018,-0.017937578357579406,-0.023374717053543236,0.08280645996951119,-0.024585694757493004,0.07554183293967136,-0.05300334571104764,0.015490915148591959
COL14A1,0.09276952740573215,0.0610310642845992,-0.009805944529513975,0.04355387325017033,0.015351907187864305,-0.02456265648019847,0.019997944912152874,-0.09304746042752952,-0.03877159254804036,-0.08345454750935559,
HLA-A,0.05055996876276663,0.16108592208982186,0.061535496987051824,-0.008602804558445346,-0.09149021681842429,-0.026153371186525984,-0.023984219629132303,0.07539882651591696,0.08177086846175424,-0.043064212722022155,0.04398216905854502
CD5L,0.050827286095255,,0.013906545242960165,,,,,,,,
FGF18,,,,-0.009514358250008636,-0.01941015985008076,-0.022013839284556167,,,,-0.016190495144540646,
ADM,0.0394626411905886,-0.17620697160035273,-0.04136804493338129,0.020540271524211,-0.03952640549372536,0.0010760852898989343,-0.03397379504548153,-0.03107943375479857,0.09193653036291269,-0.011387823267875689,0.11093645580918067
CCL15,,,,,,,,,,0.10348315596255325,
GNAI2,0.02685198327247132,0.043147099156232153,-0.001099896153954329,-0.0596585397701181,0.01958016938736929,-0.022231751221688006,-0.0008790483348343914,0.030026829098302815,0.0027105222065878162,-0.05516233567443169,-0.06818653924512989
HDC,,,,,,,-0.009675562758106722,-0.004127371288484068,,0.08766138495419373,
