,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.013301745176940619,,,,,,,,,,,,-0.025545692895779043,,0.07550283260499138,
BMP1,0.033586930919780156,0.0007281343323891829,0.043076118592285,-0.06670751914862447,0.015679835591337017,0.028473575992396836,0.19231127600424297,-0.01663797382672996,0.015321177206678095,0.07293834702966795,0.025907266335931333,-0.0034238053986894446,0.023047714124813528,-0.04739334425419036,-0.016014979316837742,0.12402295435163323,0.03838776531033058,0.0219327741211349,0.05067566322820333,0.06206775080407606,0.11155937721301028,0.003679635181277143
NDP,0.0800644940815513,0.04387087010860833,-0.01568946695828219,0.062171019929493795,-0.020532026382871833,-0.025421612500842336,0.02354827138931706,0.051454114435000274,0.05166120828198074,-0.001646231458273931,0.017420559866288494,0.05809905279777977,0.0734927959108105,-0.021099325585770094,0.038039043743667685,-0.02819503390407889,0.021787873097210798,0.05341285765549245,0.13239252019493647,-0.006415681295041204,0.13265180417633762,0.10937872087100421
TNFSF18,0.010533618405728641,0.022398931343016338,0.0011778003569355147,,,0.01024335615707933,0.04594375747986919,-0.0024277169101767407,,,,,-0.012152642655759946,,-0.014446172369186624,,,,-0.02634482217545773,,0.05199205431330112,-0.03273033465665498
IL36G,,,,,,,,,,,,0.061124602577176855,,,,,,,,,,
RTN4,-0.045984604184258336,0.03254214584831256,-0.0314267129648369,0.07351678014612949,-0.02976488476635903,0.012216435680396561,-0.24245659364360503,-0.03999395178163536,-0.05070993876906589,-0.08442840930310225,0.020719394777313466,-0.0561215341742282,-0.04701200133441916,-0.07865472784769309,0.11193039565706822,0.03729595879513914,0.021583896699373478,0.045155810840140025,-0.16116333197935231,0.009797752143670754,-0.07500281420312598,-0.12428554466237719
HEBP1,-0.03734793735911073,0.05334809697725198,0.003274429734818259,-0.007357116369713068,0.04536688406331953,0.015747422047148466,0.08471343347369187,0.005896541642403019,0.02289369199898428,0.03770997708529435,0.08852495149925003,0.036763799632615696,0.11925851584483028,0.08888238499204533,-0.01269237851882747,0.0002953492571094034,0.03318302679072704,0.011542298238046466,0.03253708411107768,0.04277353547798619,0.15248471802895294,0.023892755943386124
WNT7B,0.0044056582364895135,-0.05596590877999452,0.05506529347747749,0.07571815174805899,-0.014620676604207681,0.05305245031457035,-0.06656042760494826,-0.02659975501727684,0.020666269002110223,,0.08682475611562958,-0.019186633681915675,0.003557915795653186,0.03326543498423872,,-0.015025218608833383,-0.036826231499560755,-0.00025910630511121374,-0.009099310895384852,-0.014241291609897996,0.0017659735453767439,0.08025487510951917
PTMA,-0.0732180676614383,-0.010032145238507399,0.05403381969558066,-0.017413882977675085,0.03777727643800399,-0.005147516438842932,-0.17534390353802246,-0.02437340424565919,0.08510291728119146,0.12296414473790451,0.06227391466359089,0.018730159087325393,0.08729999764261547,-0.010855866492287739,-0.05298720890556489,-0.1558168558604222,-0.054422476591447715,0.03177585322096874,-0.08801778621340191,-0.003594805560620461,-0.05497037944465504,0.013610819636393757
FASLG,,,,,,,,,,,,,,,,,,,,,-0.027276840189388144,
