,MGH258,UKF243,UKF248,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.1091095972900736,0.20675205608917485,0.10062940197807287,-0.009975275974060033,0.0377723100821564,-0.1094980840510514,-0.05278872592653173,0.07424035595229823,-0.09408166172819757,0.09406076048520039,-0.2732048423731727,0.08790124499357281,0.10202519217753912,-0.08910119504113333
POMC,0.046943326205806504,0.18498358504855036,-0.02476387364415194,0.02832296865139185,-0.06340109282330626,-0.1327691845740382,-0.019702407339491412,0.10587303978866552,0.012692252079610764,0.05424255903045218,-0.022427604525481742,-0.01579471025026792,0.021796821235502778,-0.009914038770792416
CCL18,,-0.08258845932199857,-0.02946595827351016,0.013686710175346069,,,0.14457524873668423,,-0.041399427968974535,0.035284470116295215,,-0.03090203660507962,,
CCL17,,,,,0.0467437247223635,,,,,-0.013879554113296694,0.047009652729261345,,-0.02725653813139709,
VEGFD,,0.010493196102977794,0.060702257457987255,0.020574040277965607,0.13500141244768196,,0.041453833662736625,-0.09688070554084544,,,-0.01812425720440682,,,
TNFSF13,,,0.017754452860223303,,,,,,,0.05850755280014405,0.05096318796619307,-0.033204349752254066,-0.024383386569026784,0.04971797939978724
WNT5A,-0.030545627546873646,0.010503189493991786,-0.0003488122563133479,0.017007414630347828,0.1515640541248475,-0.055779164517083916,0.005436835060959428,-0.02374648129568725,0.08104609317811672,-0.009903912955959784,0.09095350267371521,-0.09242651544853746,0.01552893713009367,0.12185570759186493
CXCL8,,-0.332294625817038,-0.03423095806337379,0.06433137838823536,-0.028598518499525452,,-0.13366746418309525,0.1152117259034521,0.04466234343418531,-0.06848063062097959,0.02246264092131933,-0.056488690663305675,-0.03923402182007557,0.06007093559854738
GRN,0.031440808370477295,0.0688284364845124,0.021861803618305475,0.036384916392405466,0.033072477526865006,-0.17678552156228466,0.0677221314020386,-0.0035129983160274926,-0.0008634728354302517,-0.07178646885665761,0.34114059946488773,-0.07299347697199379,-0.06965661566599674,-0.03089437165610517
MIA,0.10420739276825233,0.10198857833221797,0.03109284447415205,0.06282440322506981,0.02076162013706221,-0.09054177601681954,0.0483047905454092,0.1067129638587534,-0.013274233052703527,0.07090462826641952,0.21087845545195424,-0.262429294918491,0.21106317920278025,0.07302721842140981
COL4A4,-0.027203554696645156,0.05583309031455107,0.03973885378704158,,0.07139753002806455,,,-0.0008246511573687176,0.08991068738058572,0.047894395186587814,-0.03314252901038495,-0.03897387163034067,-0.06415573263222281,0.02038557784163679
TAC1,-0.023489359009637913,0.2017273270758404,0.06618639246583054,,-0.21366249289122557,,,,,,,0.17852002200225547,0.0008074251856886583,-0.1165946624330484
RARRES2,-0.04490163711176243,0.022118047671521295,0.022363811920156944,0.17020710577545867,0.18358160307242163,0.01574789221309658,0.08446627218736627,-0.0786781949744271,0.06255902480212802,-0.07338344939709422,-0.035329351977271994,-0.09888131273911895,0.005838221361706426,-0.0007653078617729982
FGF7,-0.014167569109129636,-0.035895535977544364,,-0.021855386642377222,0.10401573286261638,-0.048228439076392966,-0.06433823715033223,0.02129389507049838,0.11900902735649047,0.055517985580778445,-0.011941063864544264,-0.049911333887289286,0.14234310206375303,0.05586211482421153
HBEGF,0.053985592833217036,0.10885047187344822,-0.03776058904834178,0.0585698085225501,0.06389745789327164,-0.11204844173787068,-0.0726502234570628,0.09085278047889432,0.07859415066797383,-0.009768042712898432,-0.03508751029525684,-0.11074504478672884,-0.09700970425391327,0.1579138899547254
CSF3,,-0.07350401538998426,,0.01195389572922095,,,,,,-0.06112323516352468,,-0.04239164045854942,0.057925979365239244,0.04431552884012986
PI3,,-0.1330593049965993,-0.0326390989317802,,,,-0.038441681270641834,,,-0.1312908244959066,0.19305115289680258,-0.1719067995326823,-0.062348894911278714,-0.08926140986033705
PCSK1N,-0.05776917115806601,0.3187588803723259,0.04744040724857531,-0.003759400855680835,-0.17930676319880995,-0.006157149469649279,0.0397570847232913,0.0071678788615528646,-0.02021978597398417,0.05252564943921012,0.09781806560750268,-0.11769239912890878,0.1447303556588118,-0.21425437755111765
NTS,,,,,,,,,,0.021659331041795248,,0.1069513947266056,0.11376708221564553,
SFRP1,0.03241692509240991,0.21166599907713884,0.050918529425544555,-0.037910432213170996,-0.008313665642192884,-0.08487897766704725,0.13467488102604194,0.009970975945876981,0.00888664627478197,0.033291024767740554,-0.05295142740672665,0.06562521784637441,-0.03136483999271092,-0.055866502448408385
CXCL13,,,,0.019973044727682004,,,,,,-0.03117632424577783,,-0.06914958711317011,,0.04993663160647153
MICA,0.034186934353675535,-0.10344610755094476,0.020592102360573572,0.01991345485624923,0.13851832920253532,-0.09366437611599465,-0.0582626050168945,0.07408016069684101,0.026723484661251618,0.037212486238571464,0.17853345114721092,0.01877056598988042,0.026666635585720126,0.06806200404932626
TG,0.09036592752329341,-0.002472798718876594,0.011846752247101092,-0.0305315769692283,0.03102113231116142,-0.045167843160830244,-0.017402200991256438,0.05216888345655716,0.02379205213305843,0.07618800605271246,,0.07585834139660984,0.029561875328172095,0.12637738507187166
ADA,-0.011302531653729178,0.04578526229515167,0.007162806036336253,-0.03891258858696286,0.14215562941918214,-0.06777072562477693,0.18523620853469827,0.10044936657102498,0.05748937660832889,-0.004675048491107601,0.1706063667079246,-0.006194903348470591,0.05352064389647448,0.05257228171092798
LAMC3,-0.04983928769614082,0.08650453509238058,0.0049550379197616495,0.0013375342729396642,0.08288599525013048,-0.18265166322967794,0.1477259432343477,0.09555984049339526,0.0819155760194249,-0.0020138844241364075,0.24892999365098772,-0.04319136346551714,0.017784816732425757,0.10624517940128932
CCL7,,,-0.024760163152240465,,,,,,,-0.020802252369977473,,,-0.0025331405562614515,-0.0330722867020221
NGF,,0.028330292523809048,-0.03415263135307574,-0.011402008841715801,,,,0.05589534738803432,0.047529456094521576,0.046899187851769955,,-0.0669524195427032,-0.043053220295055566,-0.014468553133556189
TNFSF15,,0.03251958819413067,,0.023213859958471,,-0.08488512773411108,,0.13223554886746067,0.09945946839850037,-0.02027986016925095,,-0.026324480950089376,-0.03268189704181393,0.05166682676372796
HMGB1,0.05815905380044815,0.23920848089690017,0.060166270785724875,0.07276367962291856,0.14313881863579178,0.1072143257944718,0.1103615031561063,0.16194753575598966,-0.04502403324496966,-0.10183587367191381,-0.19903247241686103,-0.0749650301549295,0.03984755223180858,-0.07315509398513305
ITGB3BP,0.012895747366816276,-0.14095045035399062,0.02633756790981541,-0.014763613524576235,0.19762187058688344,0.006535903021559508,-0.029607273295183235,0.033728332054061054,0.042385263279354705,-0.030412406449112743,0.09378038509141068,-0.028012503523171868,-0.004436034761315665,0.08897572973536817
AANAT,,0.026999775622099095,-0.025905971344230002,,0.049467439607931055,,0.03628762217638951,,-0.04311923961671822,-0.01824944499449651,0.14660331983645675,,0.021734890796352897,-0.0386625353689209
RELN,0.07869796948506948,0.15329927266807872,-0.03952115324747723,,-0.08109304818007652,,,-0.008147105996030858,,,-0.04120760018150644,0.01720373428066868,,-0.031118025384345452
IL15,-0.02993365550623878,-0.022813990772227635,-0.005056708158341884,0.07013868535472105,0.03257380517974178,0.03919578432317099,-0.00017879720835715923,0.07113916152959342,-0.06334576696911566,-0.005583220237223602,0.053220103708031055,0.035049114418057845,0.03649685753029462,0.10596693335279074
UTS2,,,,,,0.010140858431671576,0.005786699336724073,,,0.09300560402485894,,,,
BSG,-0.036917450155883234,-0.02663175941120713,0.04683933119675034,0.10070153752199675,0.12715598117986346,-0.08025689187406407,-0.05658387776126661,0.039278781612067035,0.0364520865614376,-0.04689594183293624,0.40413474034996255,-0.09755414847923675,0.05469320379294258,0.06572198143653307
ADAMTS3,-0.07243996138924945,0.04978782184397885,0.006154912211175147,-0.0010635442702757658,0.01705561353443178,-0.10312107034309408,0.11246727918750973,,-0.024260448233395068,0.09101845580903493,0.10705837020113612,0.0023877952603542367,0.07912527567723034,0.008011073223927027
CD34,0.04204353776900108,0.26716625131941646,-0.024990474400429737,0.03443568582372091,-0.05237439122818218,0.020799987051269026,0.0411872648891227,0.07033742110236325,0.09092326265527906,0.0004013284962125235,0.18624240205836978,-0.055985223808815626,-0.028587782339039157,0.09660020797675452
CCL23,,,,,,-0.00633723960685476,,,,,,,,
PLAT,-0.031151226151606027,0.11809259871080115,0.05427652212292759,0.09305734521881331,0.2530302997432249,-0.026920602746528695,0.10916195163670332,0.01429578385531646,0.12061024513900011,0.08169384638498067,0.2973377148788248,-0.21961151953728333,0.08664702893534315,0.055392568957165565
NTF3,,,,-0.039354296836200696,,,,,,0.056105629789224495,,0.04386621427105626,,
LTA,,,,,0.001908858754255554,,,,,,,,0.016920034460765086,
CKLF,-0.02433322347132005,0.2044261117253424,0.02143981746317909,-0.006824671809324506,0.2644615938509635,0.07271964302546519,0.00015104465147570674,0.07129602425095602,0.11330777087159234,-0.020909812741144937,0.005813665465462686,-0.03757153478788806,0.12892514928807242,0.09411854225183479
APELA,,,,0.04275663267303909,,,,,,,,,,
CD24,-0.0012840447892471705,-0.18124151024243532,0.011150214499108137,-0.10866783884109633,0.004240319955075654,-0.10631612815634461,0.09291830752545278,-0.17984678645260946,0.09686981676451412,0.08565228888719353,0.021097900373678556,0.130797510607163,-0.016059631911198653,-0.11598240641787551
HSP90AA1,-0.004479387547366971,-0.015526258189089781,-0.0022361907352742025,-0.07144163443133947,-0.30578822668145117,-0.09765067489096296,-0.10378218068905964,0.020180122596716258,-0.1751054925756316,-0.09377745492613333,-0.04185306951566663,-0.0751217772970959,-0.02750763684353479,-0.19196963768794287
BMP4,-0.02799640076028184,0.09510809319722623,-0.0048497796948698555,-0.044515106345442305,0.019467902873247372,-0.036227790587594275,0.06184834488874735,0.05603199171867812,-0.020646906921704972,0.04478722082905704,0.1490329563595793,-0.0012287304806550298,0.07612090837505718,0.02008549565653293
SCGB3A1,,,0.058682472103917936,-0.03868038975385385,-0.015347228553829879,-0.07474741793866406,0.0030366678233075565,-0.010563618888604851,,0.08430925546072121,,-0.020551694948183395,-0.032714778161157275,0.043352166941583115
IGFBP4,-0.027335513599955896,-0.02586487047689625,0.019041396680193473,-0.005317998383869533,0.22738401762331215,-0.03052029653954884,0.05813812232711642,0.15894757982754967,0.06498276020445573,-0.0662341279188768,0.3289587350190521,-0.28129385147734404,-0.04224166394239186,0.03805160390719602
RSPO4,,0.03499694160149495,,,0.03284243317162138,,,-0.07787280399920048,,,,0.025471845094755995,0.03894250652141918,0.08842758728205938
LEFTY2,0.0437563668111304,0.01967858840064927,0.03893749157977875,0.016583159667183926,0.05541475788247022,-0.2971209835220871,0.07537652628088591,,-0.05510273388181238,-0.017658756593056754,0.3747643926193981,0.17928803946800623,0.016438236311254073,-0.10495546083210934
PF4,,,0.11102334001314403,,,,,,,,,,0.006875170661284283,0.061191067501242015
ANGPTL2,0.03684526689489484,0.10069557805585899,0.002324334572497176,-0.12492785059121356,0.24832442181586803,-0.18708395525849897,0.10151473023199577,-0.009889294442158636,-0.015459596793859928,0.1042935147919089,0.07005514848914116,-0.01523526536434645,-0.01063306054787642,-0.014907677429307974
LRIG2,0.020913557362579164,0.04247128812036034,0.008963541729889729,-0.03233789166306574,0.1347907649114233,-0.09579186176878444,0.08649484106891485,-0.04669130585420872,0.10378846124737476,0.0908467107979683,0.05750247963893495,0.05281689995420939,0.01077664011843347,-0.04321953462342509
ICOSLG,0.011959279702277609,-0.11267167129988802,0.034161635047679474,-0.028818755792296192,0.12565877516275822,-0.06991669505695838,-0.013783634681190133,0.02524586109354094,0.06158642519755015,0.0654068951309073,0.03639059988050038,0.005889259052755165,0.042826258991953255,0.007244679441121302
WIF1,,0.25578834670745865,-0.029611394664831724,,-0.2410895152255793,,,,,,,0.05831380126918144,,0.007018298589618846
NPPC,-0.06830056888935986,0.0005095608017957479,-0.0015662412886663657,,0.07274469161118942,0.09486862512672395,-0.11785001719094113,-0.03848309078492259,0.00776375386951195,0.04319853486379875,0.10845771730809539,-0.0074320564939146985,,-0.033355699583004654
LYZ,0.009112107891007266,-0.12060530801519434,0.001957140452582483,0.09597864978515618,0.014879279585441395,-0.1904974357478978,-0.051399968107745,0.03131092178720826,0.05677703687594588,-0.033005128900978536,0.11667882464286743,0.051655007106774314,-0.024741959137148523,0.006064851908224517
EREG,,,,-0.024427904900689183,,,,,,0.008925514361858535,,-0.04585535884780426,-0.0168196169413787,0.13519247870038673
SPTAN1,-0.042667216823669446,0.3375614252165292,0.06727750572106538,0.08793914497621941,-0.038058137846701035,-0.0561011079597789,0.0989100865145045,-0.029618688290740533,0.056767994437519786,0.07749790077663128,0.12280463034394257,0.19461218347820802,0.12657013361142794,-0.03253573404813714
PTH2,,,,,,,,,,,,-0.05181058958297586,,
LIPC,-0.03482868552043447,0.04834273043993109,0.013304235116991404,-0.030543957084712317,0.08828907143488453,-0.060986534586907885,0.14536203166946993,-0.06517124985347707,0.07759298833611283,,0.017485115738764982,,0.0008527380960462989,-0.004880633241468538
COL8A1,-0.003895085740449651,-0.11564751576356859,-0.030015800740261927,0.05326297130840059,0.24405284907416477,-0.10775521435837336,0.07662799347347743,0.03323652295727595,0.004755705065323851,0.021323959875653456,0.33921296200439655,0.08791616338545355,-0.09969069159464163,0.028597776647013504
GSTM2,-0.05311782092907639,0.031624151812306565,0.006384539283565306,0.07055882017140394,0.0370609941296587,-0.0364359090246243,0.059926854250428395,0.005542421413871914,0.04070610977632394,-0.030015671549109467,0.05726929141529643,0.02278919507782463,0.04904165368366599,0.036749285842952485
IL4,,,,,,,-0.08121908259935469,,,,,,,
SPX,-0.031841038706508715,0.27533309559000885,-0.017341142670606643,,-0.17851790764433303,0.0030315366910581855,,,-0.07523534180972641,0.01976930305884788,-0.21724207618291727,0.16998028710617147,0.24180563345035128,0.13163808476141
MFGE8,-0.04018052750885235,-0.18299379474591906,0.021317298486143332,0.10023937412425203,0.0894622075549616,-0.023297345398263728,0.015061145101276334,0.0356555324680317,0.09528349074833235,-0.03695041566643631,0.3271439228973602,-0.048449212702207985,-0.01211081770376882,0.05737191977315367
TGFA,0.04489214754206808,-0.2661407343112619,0.04285688038269024,-0.009559547467939545,0.17914654116721757,0.06833722837342386,-0.04025438777759888,-0.007331947610304215,0.0338226665948702,0.049349914327272114,-0.08174291284346882,-0.032128325264297125,0.0988206020089641,0.06700590170717155
SLIT2,-0.011046804848000552,0.25338553825649063,-0.0030661893692649467,-0.010103785241090348,-0.18476442034490573,-0.0452322246867318,-0.0537776163917688,-0.01741128600445742,-0.008238015585721433,0.009530856573546955,0.022060885881688277,-0.032048661058425146,-0.05591237729746667,0.03862251218768052
PLTP,-0.022823590225097414,0.00533326696601274,0.007552401053213384,0.062260397697927995,0.11586431728561404,-0.11339830039744557,0.12189295676145884,-0.01449485560181346,0.029222002920887547,0.0002671119559462394,0.39815794532148857,-0.15408860441880892,0.06691304009573121,0.11991662443789776
APOD,0.054071237181937765,0.21393706482556896,0.04813107842459602,0.12561587395349058,-0.06224673897950483,0.12003521448942299,-0.043013445654374094,0.09793215435839113,-0.15894201913249556,0.07204945443732125,-0.4013381875953188,-0.09184268078495358,0.02642102691276984,0.08626435544419572
B2M,0.0971419293456148,0.24805246267611328,0.024112260489990035,0.16460595040284223,0.26137188798150945,-0.36379975547210713,0.20032532514026613,0.08871913892019677,0.0645100543208712,-0.04370600819734207,0.38366398140791813,-0.11632954900580969,-0.13004311918520162,-0.011201572254274938
OMG,0.07413953220120112,0.37265384594809103,0.03973134518756384,-0.015470326390058312,-0.050773107683993485,-0.04269453128744361,0.11089748391014344,0.10204346694578766,-0.12338717389212527,0.10705038362179164,-0.3102603305814967,0.12147820338854125,0.2088601577445007,-0.08117642967095513
CXCL3,-0.02190710394023396,-0.14933520629544633,-0.016096123338751846,0.13702167259533868,-0.028743979924052393,-0.0626655043087112,-0.020452734912568004,,,-0.07389182814705822,0.09554667106922315,-0.07207985300757593,0.041680124212458654,0.053806999259457415
CXCL10,-0.06349515403985347,0.17299041876422652,0.04087339738345187,-0.02107990450786252,0.032972447668394314,-0.06776257652941854,-0.0008001330704273384,-0.049310909823911314,-0.015398284226098138,-0.02148099424288677,0.021068739684895633,0.005590069102772151,0.04101611328607898,0.09044056615687039
RSPO3,,,-0.03363353225133735,,-0.08312121666632828,,,,,0.06129987943103529,,-0.06795785026409808,0.040141078223265396,-0.04625981557826224
CORT,-0.02720355425875746,0.01291548668432599,0.012401930879773282,,0.00258570423271811,,,,,0.08732720915037824,,0.08940862347568795,,
NCAN,0.04463593668094383,0.42184560772350665,0.08623444279648627,,0.4862088813040833,0.05815477567533807,0.027407333734923794,0.12621382592523414,0.04701049314076594,0.0785480555372604,0.28598698050594923,0.2576323916377558,0.2352939986001641,-0.06332328528268383
PRG4,,0.023288237838605653,0.06463851655908939,,-0.011572984544332863,,,,,-0.022784222913493916,,-0.06849053071844402,-0.04335925430235176,0.07233640510213543
ZG16B,,,0.06799180790263804,0.10131798430096736,,,,,-0.032894047580329454,,,,-0.03805115857212682,0.10949964966149497
TGM2,0.010211087594353784,-0.014561273944864547,0.002159216405509847,0.03119060270988402,-0.07341644079689433,-0.13082884845681422,-0.18961323104471833,0.010790671976358884,0.09050188074857184,-0.03807092188803314,0.1582707459005692,-0.08576313174652718,-0.05251082449928398,0.03102105792711461
VEGFC,0.03997813146015345,-0.022083367823149905,-0.0012855795893750048,-0.03146037675736481,0.017278827355432833,-0.034749753383611914,0.11415887445672031,0.06422295435218332,0.12380453676679613,-0.026771303761848435,0.10407197917156466,-0.03780191716384939,-0.018595059743174065,0.07152488774361053
WNT6,,0.05705333896402905,0.09205980808533461,-0.03081553766557737,0.020027594664854674,,0.05011213664027448,,0.0007307478648539472,-0.031054015632126373,,-0.04065954355122014,-0.015460993527228028,0.042949615528738404
NRG4,,0.06166574915848275,-0.022804979531516962,,-0.05173686972333013,,,-0.04277759388249563,,,0.0008265679758677751,0.010863662144348743,-0.03051679795583338,-0.007834425965165884
PMCH,,,-0.0007499988240589216,,,,,,,-0.021144057600646488,,-0.027991614131528803,0.018882247427896383,0.015498621969151524
COL9A1,0.011324109464980628,0.1080136812275585,-0.01623455702264428,,0.02707507745696405,-0.009464602725393406,0.11310932342319731,0.0839045924737086,0.028424683178932833,0.11188997800569574,0.17502219778281033,-0.0060758400394439185,0.11990476751602072,0.17687691620196366
GDF11,-0.046457153469616444,0.14438340878309017,0.03807015764060904,-0.08573358848379281,0.2384887098567444,-0.009397207262510369,0.025699641658259553,0.06163412735139258,-0.028850494552377967,0.024750779258167845,0.08585942089571644,-0.0610563426082868,0.06617401893770211,-0.0038262370678617858
RAET1E,,,,,,,,,,,,,-0.03347671052985092,
IL24,,,,-0.017378014598107245,,,,,,-0.015764499840159634,,,,0.05621024727710732
SORBS1,0.004343316665398832,0.11587808839127954,-0.024173745693711498,0.025513123685782547,0.04388578513757839,-0.11024428340522854,0.10721827274317912,-0.0381622731542894,0.06034842754848574,0.039059806011434384,-0.07725218784077705,-0.18166466223729277,0.08092208238896474,-0.032632899980136076
DLL1,0.05685179989936552,0.2416354964993413,0.007374537941107269,0.022978670275876908,0.17732333377257015,-0.08848782281380686,0.00747338785574555,0.059111136806939774,0.07845114066178029,0.1202431154059899,-0.07128601754715665,0.0853629215336195,0.0454373088332017,0.09788065618736867
TLN1,0.025090062559481728,-0.05585575681775269,0.02925922632519827,0.059536110154830894,0.2319588869905287,-0.12728008744520108,0.011825966466893028,-0.06103998278329913,0.0871620054999104,-0.100816539547649,0.17542523053042067,-0.00215247598780469,-0.06343735910527322,0.11503774192617634
COL2A1,0.04561771662628743,0.08886560648980132,0.024929547288732236,,0.052445198966153156,,,,,-0.03446326325736312,,-0.05244991772317474,-0.005067126809685378,0.002860804268780096
SHH,,,,,-0.07990579371384018,-0.09983737411315252,-0.0010978884646031784,,,0.01450101687161339,0.17744210725979448,-0.09687899133348023,0.08632873087446523,0.02023046195690406
PON2,-0.08309375918475331,0.3574958704139693,0.11078586629058126,0.002890476476888105,0.40175242861970595,-0.10751949429064368,0.14747925605415224,-0.07208609071595685,0.07851245263392219,0.052573537859513755,0.21723455287054352,0.08394329693827918,0.17584440775570617,0.10422905784894783
ICAM5,,0.325690053286065,-0.028731626145302648,-0.016450426031600757,-0.11873410015919807,,,,,0.004940772263678278,,-0.06002027364882772,0.0366762100779828,-0.06103591440221455
HPX,0.003045785962591851,0.0738384953967021,-0.009740255227844984,0.06509907958675212,0.05073572909674672,-0.0533705814833352,0.11652269717481982,0.06404649839333079,-0.05829209950348445,-0.029196125441296305,0.003676875536513358,-0.03665116830598435,0.033130006981713804,0.07146709901849971
SFRP2,,0.18298955153339538,-0.03291869960342738,0.2980712801962691,-0.07361317685022535,-0.09518211619563893,-0.08121913040362994,,-0.004652811942205292,0.003520879096789276,-0.05970772702440284,-0.16732611135076395,0.06770397112401123,0.05629294642359125
CFC1,,,,,,,,,,,,,,-0.04479696094489114
CD70,,,-0.03538822362703806,-0.03477536827579804,,,,0.07717340785049014,,-0.060483714938182005,,-0.07079851782689553,0.03911539398058734,0.06864454688811272
HP,-0.00728324184148837,0.3406529947789073,0.12967681540881706,,0.18898155972555455,-0.017827913866543803,0.08042377551925563,-0.08596520133579355,0.1373738217234056,0.012956275319882108,0.0806128682377898,-0.1053291644161279,-0.027098338454373823,-0.05095749426143485
CXCL2,0.024260287940390292,0.01111583333755723,-0.00047889562849792,0.12935823527449375,0.07722273580368469,-0.0946600255983138,0.04895350418569697,0.016535220904898854,,-0.03259874326113374,-0.00821362498252254,-0.054761741748371395,0.017912477496138772,0.04442638008856023
NPPB,,,0.048714910238106285,,-0.009479973855496945,,,,,0.01728617275523322,,-0.006768128248458592,-0.030955892863678353,
CCK,-0.01297906916096198,0.300779289370222,0.07353548724905841,,-0.27399042627693476,0.010767133042830798,,,0.015258710325957775,0.11036961151400425,0.06322465883496466,0.12694279229979036,0.0034011721043781472,-0.21555084662746576
SEMA6A,-0.006953135880785309,0.1960460547409718,0.022358004911831677,0.04362207543540227,0.33212437865108896,-0.04733386649414403,0.09466065796554307,0.11295847874097252,0.020283216494915303,0.09375460113110114,0.04839150879573857,0.12302676270950823,0.14427408748411752,0.12451312147625686
IRAK4,0.05822689327633344,-0.012008245378975907,0.06780600168472506,0.03655715187868445,0.11559376868414158,-0.03697009803173268,-0.00971229089896733,0.1506964525494506,0.025427173312336723,-0.018140951976733797,0.12843574184957188,0.014859585900456043,0.06517588902603781,0.08667916741569658
GSTP1,-0.011827209767901555,0.20554964619594415,0.021123448290881183,0.15697358866857017,0.25955220428448345,0.09176962786955595,0.038549113383880146,-0.014184740164758732,-0.055390556272646,-0.049737805776850934,-0.1337064084554072,0.010386161713994835,0.09674724289388378,0.1662518223067378
VCAM1,0.05609110747621042,-0.07867449048617513,-0.04974444230440285,-0.06329495386032742,0.11591590506497768,-0.09890071491161595,-0.09233784293854334,0.061863781256656813,0.07130179795635933,0.02016251471998468,0.11826037877187097,0.0441084246568104,0.15037996967827436,-0.003439167420551753
NXPH3,0.008179986496450502,-0.13549274210592352,0.018942545024457566,-0.032792914200057074,0.007014466661502031,-0.028009090293310855,0.2064610546104343,-0.009632111670510094,0.10588356180685567,0.02761522649384431,0.12211941947506777,0.0654648702903183,0.16540444866438225,0.10823909444881609
MTMR4,0.04403699011160517,0.07703128932021053,0.022464711698917523,-0.029934172662282304,0.046048604523163214,-0.04926610325216283,-0.028269235434453102,0.009099766847406873,0.057780573060616326,0.0644134200167444,0.09702819881036015,0.062026732815683674,0.07053658240223909,-0.01286196271235239
LAMC2,,-0.02815597759770353,-0.025071917823252337,-0.025242357361396014,,,,0.1087208977065812,,-0.019381014476013106,0.0844992382428333,0.03277580169785077,-0.015733811899445563,-0.048751952480080914
IL10,0.05849182778930905,0.05340838083704885,0.08527135813419884,-0.04100323106317851,0.06692712581577231,-0.05566218527953108,0.15094566014172842,0.07558316592357946,0.13735999003560298,-0.03688943903678449,0.10905120491669894,-0.0555360805839056,-0.011525327292341608,0.1391036408257204
SEMA4D,0.04393918172972735,0.20806657300695888,0.051395041804990174,-0.01719966255639339,0.05548304539323564,-0.027336612167679474,0.07175987923209921,-0.004094508025221783,-0.027100524035952672,0.053765245970211324,-0.2385425930809319,0.26851728955557447,0.06412119793167764,-0.003657807076906427
TRH,0.051637503450760444,0.09189595244408498,-0.015494994525756051,,0.21667217556507726,-0.27844371312336025,-0.021730025662295174,,,0.0472595476051537,0.38608045554969894,-0.04185094942334877,0.0639053908846838,-0.01605186794887549
SEMA6D,0.02450839534045096,0.27486534488202286,0.07161864637301218,0.12340816628626379,0.21323029206131805,-0.018581407924203968,0.04986886462255312,0.09247981453772983,0.018844872848003135,0.04997028848331392,0.06416493391426858,0.10231532850450326,0.14305336665819313,0.03823218238587524
CEL,,,,,,,0.062143244970691916,0.041188814617400586,0.036269166109115396,0.1554811881812104,0.17883946159975295,-0.008108996810428933,0.011435410599706191,0.020786124031475513
