,UKF243,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
FGF7,0.08890120873609522,,-0.008211991353993258,-0.04523450040427365,-0.04543768115398959,0.020976400898171915,0.10032626611292776,0.10946810136560348,0.010886713511091498,-0.05412874780497154,0.0025478967210296106,-0.01354056890056399,0.022730239900564084
HBEGF,0.04354651565837054,0.08112519784044472,-0.005064845279406738,-0.04328153264185598,-0.049543503381553895,-0.02058302246154808,-0.10605136573238881,0.007815815935900835,0.018323773309239195,0.07720434156168311,-0.03206228881112331,0.09919848871407272,-0.0655907907131172
CSF3,-0.03951197102240286,,0.047327565712676066,,-0.016868336996025034,,,-0.04375511103414926,,-0.038154242530678756,0.06187313547252692,0.01089306098293583,
PI3,0.0063441161509210035,-0.019829155843468643,-0.022744501018330303,,-0.018993970095474072,,,,-0.03040732945963754,-0.052654616116295,-0.07068502856711242,-0.04477533821912698,
PCSK1N,0.000958140867482932,-0.09884467400327286,-0.008527389130283095,0.002588320312763492,-0.0064766143649040995,-0.03436121231274184,0.16775190732826542,-0.02063923166119929,0.03398192582150551,-0.06522482557332752,-0.038639197174956355,-0.02210857951137404,0.03941399533137332
NTS,,,-0.0561783731933331,0.09725334838938146,-0.020733215283393856,0.011295240699475198,-0.02116581061162949,,,-0.022076983083678895,-0.011472484357030983,,
SFRP1,0.0781709852737611,-0.04188811929401352,0.07483989313181903,0.04021717868562395,-0.06084513053769825,-0.008539368664606412,-0.059366727419605074,-0.043049331120057495,-0.05467612007951355,0.052402725296834894,0.07033884399853332,-0.0493139073493931,0.18237560009254897
CXCL13,,,-0.018960035685796836,,,,,-0.030189746520422153,,-0.011561501718706051,,0.09906848864377323,
MICA,-0.05238762864513181,-0.004365869476459309,-0.024892498418760164,-0.022309531134835227,-0.040427971869807906,0.024870371326055008,-0.046015579200171026,0.10265859418979212,0.12206356118924004,0.01113695851889601,0.1510148441683344,0.07059228422627664,-0.01497967235404961
TG,-0.013331506361510315,0.09565825316179559,-0.022343171439465397,-0.022238627272672982,-0.0009332252409346352,0.025565670213793266,,0.034683322749173934,,-0.019278429652704234,0.004668158458047046,-0.03533280006294458,
ADA,0.006957789407595006,0.026575123819636243,-0.008064276284429265,0.002059229287860839,-0.07461433327019158,-0.023922679661021767,-0.12059385204140466,0.012269307525038643,0.000954922223173168,0.14638657689038942,0.08699812567009524,0.07454614195667235,0.11431398230307684
LAMC3,0.06521006154918821,0.07847293349224686,-0.02146280299374437,-0.007151384413084919,-0.08748334845824027,0.0795857477142588,-0.033374812067425264,-0.03286818457912537,0.025815831882091935,0.24999198631359276,0.21741251569677492,0.17940295120974062,-0.06166018941159639
CCL7,,-0.01198908056896382,-0.02513750678282679,,,,,,,,-0.03701151254694968,-0.015549452363342622,
NGF,0.18684066538660285,0.030920266261614798,0.015899598472113922,-0.021221615196549415,,,-0.004021940793891287,-0.019660572865888605,,0.052137572922223846,0.29320659548533723,0.04476504374022594,
TNFSF15,0.0570466328227172,,0.08039943043344719,-0.025767693328197505,,,,-0.037899117672558484,,-0.02369312958402817,0.13653718556973246,-0.04374704726835219,
HMGB1,0.09374835002175085,-0.036000334927993156,0.010469465296280761,-0.05518648230852776,-0.030478843805251968,0.08864983298029316,-0.10005403480545744,0.056739296698889836,0.002172895816221604,0.023472777469164586,-0.18725575930347169,-0.04996925573904241,-0.014609449806441046
ITGB3BP,-0.06399049018577306,0.04138362943301689,-0.046494238016339305,-0.016611883069141208,-0.02733973254138474,-0.02678166062266717,0.004547558747256345,0.008203847417999004,-0.06358631642727088,0.007665128315419587,0.00870166626750564,0.004518463639989897,-0.0009705342663515812
AANAT,-0.009927116095328477,-0.017394331894306433,-0.016770277060815728,,-0.015215696460010432,-0.017656104849267235,-0.03401890577559986,,0.036944216915358166,,0.0058649978848613876,-0.0241355252918235,
RELN,-0.039250006802577175,-0.037552222925934665,-0.03543090152864614,0.006531309845899879,0.017950119885410232,0.006047493298227921,-0.013462931586505538,,-0.008686515555235407,-0.0024565194474674493,,-0.08199504556587228,0.07668374960275558
IL15,0.049429040525825384,-0.03790913621527866,0.03219372154938404,-0.018335245674679996,-0.03968873670022032,0.13108170532961255,0.008735106275053315,0.08647814494814547,0.041939666543358865,-0.023704433452883616,0.1551806691211775,-0.020754198024924245,
UTS2,,,,,-0.050191170169421415,,,,,,,,
BSG,-0.024830213050864046,-0.0702478608620021,-0.05644719619318667,-0.04009161536774749,0.0441954469245305,0.08117149588248344,0.10353564271523748,0.07040017946684052,-0.10102360098645582,0.049346778258531614,0.01686064102138963,0.0695555211010787,0.16214221798181835
ADAMTS3,0.17820974017929417,-0.04913674415581548,-0.05471292651868446,-0.029532776626203943,-0.0630809920570093,-0.006009471111781614,0.010205939378631535,0.02426804943204174,-0.007697136302115374,0.01702215315984756,0.022028645206217994,-0.027397784595829623,
CD34,-0.04645310417023868,-0.008901884737859583,0.07884520579957888,0.006800530250728359,-0.07205367970132569,0.00977100087956961,0.003673244873786513,-0.03386771362042207,-0.05033037273113971,0.14275454261463746,0.16215752902069408,0.06357767237439263,-0.013399009869480257
CCL23,,,,,-0.017313047238653987,,,,,,,,
PLAT,0.07002251601078857,-0.02609026033341747,0.10028864506103546,-0.042535852219962235,-0.11345127155290936,-0.07405345647258346,0.01723941364440428,-0.02370413001256677,-0.07588343633214278,0.09175625038905516,0.010811042422644484,0.04843359252683611,-0.08112242515524316
NTF3,,,,,,-0.005411756484376808,,0.03643180445599749,,-0.008962544456820685,,,
LTA,,,,,,,,,,,0.0664022094326818,,
CKLF,0.07165242462491853,-0.015614854728926859,-0.032644650659198166,-0.06195100903246455,-0.08328495303955431,-0.0028929408278833813,-0.05060879716998931,0.12448343887405004,-0.004117345814044178,0.05849802894717153,0.004853492938303926,0.039580935412974104,0.04166513568409627
APELA,,,,,,,,0.03242009376045726,,,,,
CD24,0.011369695124168319,-0.05890919424799084,-0.014014373824839815,0.008472297496619919,-0.0017847773168646565,-0.013395614160007813,0.09822551939068787,-0.10564283171854784,0.029507441717178177,-0.10563131817381936,0.0054943280042476905,-0.11245819249051742,0.014588528379531144
HSP90AA1,0.026611582815518623,-0.08452132426225577,0.0676872370749298,0.010519884113514833,0.03700931904195119,-0.07975255577593907,0.1401075353181037,-0.07866884838690842,-0.03450298052220973,-0.05615438977556388,-0.062044241343966564,-0.14998745288532195,-0.02579435405233021
BMP4,-0.036277363309873134,-0.0012207428576845565,-0.02042478882502715,-0.041182776510750974,0.03892680157705714,0.05891589096779596,0.09431742367016865,-0.015551041866446109,0.00847531806091724,0.05750808038251581,0.1237934335605348,0.04800989693838171,
SCGB3A1,,0.07348704897264084,-0.019971329695396906,-0.023405265386633976,,0.03881693648570323,-0.05107083730216284,-0.002266769049449899,,0.04797462626238148,0.07886567148164228,0.0797579135958656,
IGFBP4,0.0552615608916153,0.09178782291826892,0.02279866650714924,0.057107180352660894,-0.07668590701781193,-0.006776749668991258,0.0037555297189523456,-0.07944245573647578,-0.04843329509897783,0.21899411550222705,0.28056506906200895,0.1819183063392008,0.25250775725130986
RSPO4,0.11668877542190391,,-0.023050160911241485,,,0.00016245813189276628,,,,-0.00953551861117245,0.09114722909358182,0.15412475487920813,
LEFTY2,0.06549474621866327,-0.0035705093819004365,-0.03577741283295058,-0.02196235209330972,-0.07906180168849103,0.053848703229078726,-0.03618466407944725,0.16017383774070215,0.01769768901664896,-0.036587676342099196,0.06384449269627401,-0.08236788221696414,
PF4,,-0.012436745317704936,,,,,,,,,0.02299924594127995,-0.023840628364776285,
ANGPTL2,0.09669779517026043,-0.020730832500320706,-0.04898031443168611,-0.0343513839812328,-0.0652506240919203,-0.02663984547897913,-0.08977467613315841,-0.04059400597553123,-0.07409305017333208,0.11285954178566646,0.05333599397103773,0.012795656655184931,0.16688668273472396
LRIG2,-0.01481369955687313,0.011413026855007368,0.02190316128284838,-0.039380404796755746,-0.019126356850149958,0.037936706616185804,0.029976237520303147,-0.05516653174784836,0.05017484263181961,0.01850134464864122,-0.005647566457753211,-0.08481670627333962,-0.14990948445248783
ICOSLG,0.016339777768803233,-0.062286722656567456,0.05809315191652008,-0.020586904577566872,-0.042359371829828865,-0.03810553044347902,-0.0176316697991875,0.04949952508733607,0.022962659361319016,-0.00437026673179243,0.06023201640342934,-0.07395907609685372,-0.02767759605622579
WIF1,-0.04414947963407429,-0.022377904549898686,0.06527684140997429,0.05874302525510573,0.09995522864849232,-0.00483290210984024,0.08461142499541258,,,0.059059780837906355,,0.00833340287522912,0.22663213479999403
NPPC,-0.03527108960103243,-0.027776529810280233,0.008422837709978074,-0.010595253691547658,-0.01086100759463121,-0.004398243147250751,0.06571384595983805,,0.007830056832277787,-0.015865210261311328,,-0.03646242078994019,0.0555950604650557
LYZ,-0.0761756677395101,-0.023632525151104884,-0.024986175163254326,-0.017758011818393118,-0.02728534443436482,0.09967954174776827,-0.1352487515819403,0.07268407504943769,0.0713689514033758,0.08963379054583655,0.17006335265807127,0.050096436563934935,0.01526109160380529
EREG,,,-0.03243704550212361,,,,-0.03722344479076789,0.01797676520121336,,-0.012567573914311365,0.00047067034120672674,0.0443756090560501,
SPTAN1,0.02281188038052076,-0.03310189979869439,-0.031930278227360685,0.022968068661514032,0.06370846949062771,-0.025802269285838814,0.141860612511548,0.011424696433121807,-0.0853716734514386,-0.0680050453293757,0.02290215739773525,-0.010345743339906005,-0.0015789151192607564
PTH2,,,,,,,,,,-0.021997570928090883,,,
LIPC,0.03801535005597857,0.00720299637842524,-0.022316349601526824,-0.01456564376271039,0.047960254479906685,,0.03400156213495408,0.0009126542836976628,-0.030226885195604746,,0.19417254365605138,-0.03717803285951403,
COL8A1,0.06588385664790154,0.1253243417269772,-0.05711302788698856,0.02752353555966858,-0.04421489879847411,0.018680212506647382,-0.06618100646733943,0.08336391475783743,-0.0006489184358933626,0.01201120829382263,0.10048010120898983,-0.030415339963215778,
GSTM2,-0.007358696148505013,-0.040127083938341135,0.07172830803747494,-0.015504919106651076,0.006766538184703657,-0.030190288693148187,-0.02202333623318325,0.016874098733374397,0.04232439839271547,-0.006698172152906828,-0.04723976383419721,-0.02135427298647814,
SPX,0.06846069293582109,-0.010719133432560158,0.2042042126148254,0.03016608004702603,0.027883618618649172,-0.007189460020514466,0.0271650473351103,,0.021629659625176604,-0.03319292508016258,-0.04066278099437375,0.03936172375982458,0.006880506115108076
MFGE8,0.03965589713203828,0.12212276790690019,0.025641087530767378,-0.024645029033636644,-0.0742395959868296,0.031751066250494106,0.0683600064833119,0.06169848677363358,-0.06939443075492992,0.20018780487697224,0.0932021850401341,0.0703496901567806,0.149895947824613
TGFA,-0.05707913260717311,-0.0634669914224746,-0.07595420666176013,0.041320885765073506,0.009214295881768713,0.00011056662121352872,-0.07554024539333938,0.0402080175388173,-0.06274757939000157,-0.025557553038907877,0.05854175687438337,0.05143147874260865,-0.05503201326584904
SLIT2,-0.0010370043104829215,-0.02079145576656546,0.06906573591832472,-0.02522771255847922,-0.025664587979165904,0.01707740475568089,0.061251504767165045,0.04598051733529571,0.033803151984824205,-0.0234580285209108,0.0800226826652449,-0.007742782863097065,0.05513120915439755
PLTP,0.07510518442062152,0.005187405902293682,-0.028811315257220485,0.006234575352773036,-0.07712255044728683,0.046612341032354156,-0.14383242184702252,0.002397015953021263,-0.14290068312184698,0.1168590898048804,0.1689614906462989,0.10989725957503481,0.0049662156891478616
APOD,0.12268348606926469,-0.008515978100896871,-0.024072111916932513,0.07337541353358479,-0.06423390742873232,0.09922577332549609,-0.07476440864220738,0.04605998680394806,-0.004490819635493196,0.28612185081503017,0.25245823898470043,0.21478747102715948,-0.09091752710126896
B2M,0.046088761393606105,0.024217262919083576,0.051383451028528364,0.024579108619528455,-0.0956622313725072,0.0590386168480538,-0.1798435193849458,0.10385568025383086,-0.046397908867032635,0.12835467371318318,0.18031814982832173,0.03367167724450988,0.011020718156165015
OMG,0.04340553859409414,-0.03174662671011346,-0.01454375733611671,0.002225889848932869,0.02347345055343245,0.028463917160303116,0.0004566857196088337,0.005351439466364171,-0.021398371188225022,-0.11761168546284202,0.013137610518614085,-0.056913523511787786,-0.008947326558198345
CXCL3,-0.0488884606024282,-0.03071216813223024,0.0368101572607438,,-0.01997748210240863,0.019667159457929163,-0.010873888748817569,-0.03412114432552818,-0.031173551115100787,0.026240200796717215,0.06630461011915806,0.06358079335842957,
CXCL10,0.09222288993786049,-0.03495005425108425,0.04356432260015451,0.005066720264032567,-0.040732847532189295,0.05461331705089252,0.02375404678603328,-0.036115928962902034,-0.0015201680056632714,-0.011707904958883119,0.02593900110293389,-0.009257224358750227,
RSPO3,,-0.016285640991167666,-0.022316335842402567,-0.004266979448107407,0.08327821012538743,-0.0211193235252011,0.027201494977028888,,,-0.031432050847765965,0.06531276702832103,-0.021266342209317685,0.10882930971939786
CORT,-0.03117825363056175,-0.03555190708863204,0.027053807938199722,0.014622766313302315,0.06794056470459629,0.0024704091684397207,-0.014543834472284141,,,-0.05510999493710077,,,0.09097634394632169
NCAN,0.16401262700317099,-0.058197704479352796,0.1026813651742417,-0.06978157832031885,-0.05247182057337623,-0.010891160230449467,0.12214985068998177,,-0.0340171953116204,-0.07863549528615164,-0.14485751497284674,0.026344783311197308,-0.03981798344896313
PRG4,0.016363896628305046,-0.01803014537359148,0.00645945160790623,,-0.021643781109292843,,,,,0.17809036005368378,0.2250842238194647,0.16692051775720285,
ZG16B,,-0.016625234551138207,,,0.010222556098580119,,,0.10323234051320015,,,-0.03790246180273255,0.029854967063540766,
TGM2,0.11120462161692832,0.14619973984960663,0.04950010807123787,0.0067610883494664065,-0.03762797926825153,0.04552020589021961,0.030617809631710326,-0.07561094378183567,-0.005763419467751325,0.21359688974222707,0.18247733091998986,0.17269422081595587,-0.07732535382322765
VEGFC,0.12477137955258596,0.007255654373468307,0.005136519958493057,-0.017213721862697266,-0.028535966470845702,-0.04156179216962947,-0.042062330537810104,-0.07253375986955854,0.00843545584495038,0.09623320516232677,0.1520895722768984,-0.0362694085504077,
WNT6,0.02203414552810922,-0.019344116455460046,0.011413850845829441,0.0006673557144213948,-0.02128382459049021,,,-0.030367199278858448,,0.0707350125679596,-0.025691965945244873,0.002641092631742881,
NRG4,-0.028856770676169062,-0.011042364111085735,0.025082658516535176,-0.006489659883965377,0.033040397283886566,0.0055483116008986045,-0.04685992514605177,,-0.03301750345114138,-0.025895255905247713,0.012503963893759358,-0.03160450013555453,
PMCH,,-0.012726918893086529,,,,,,,,-0.010019004403794407,0.024550026773982516,-0.0006629446938516869,
COL9A1,0.03440407001829635,-0.03335108163614829,-0.04928783904753363,-0.040249465074549955,0.002395437196096106,-0.002193293967290575,-0.007842274609137447,,-0.07575117209652064,0.008044546795651933,0.06093956299864512,0.08431215263099025,0.11958189184955922
GDF11,0.07505570174174878,0.02145952241725415,0.024960527568801433,-0.053360420021746985,-0.019495736316092593,0.08110215271955934,0.04445019578630655,0.025030634102195724,0.022553785387526743,0.012381005007934895,0.07023436103981232,0.029740628642771837,0.07610360004627956
RAET1E,,,,,,,,,,,0.001687868865408046,,
IL24,,,,,,,,-0.024958770563299548,,,,-0.035332779773864516,
SORBS1,0.061371251236148186,-0.005525860061143602,-0.04877665669892999,-0.005537237160214877,0.00029896834955016723,0.002581017744625603,-0.016871777495656926,0.06560435271846528,0.07484138054288263,0.02437182974533605,-0.023446799165995978,-0.027754864910805394,-0.08920543202296548
DLL1,0.01519899898134195,0.026892638104879102,0.017244037256407635,-0.0636378541374766,-0.051283613799620424,0.06579345344276336,0.011716336164069705,-0.07308720780733736,0.0384956836648139,0.041527174524282826,0.02517032641955539,0.032751195486776,0.02813137027104564
TLN1,0.010487085288766566,-0.007145563711062834,-0.046990419731771114,0.009757198063097394,-0.030053861768643712,0.0408397576075631,-0.09609294497922805,-0.04125547028004862,0.02995734302885707,0.12301264176241208,0.16338660503183247,0.03525275123741874,-0.011147578912304584
COL2A1,-0.02953680505863483,-0.028645060985131848,0.01111346322759228,-0.020374299174712975,0.017767168415693493,,,,,0.10725792295272706,-0.014828765257243673,0.006599623660656473,
SHH,,,0.0490859494146504,-0.02223862965006384,-0.01570473366800229,0.05946856292230536,,,0.044416872338613876,-0.04293906585796661,-0.049751002494732625,-0.02911846566616651,
PON2,0.14934712732628322,-0.05533297452350388,-0.025492973328886767,0.049743319673068206,-0.07634107657280914,0.019225707431448854,-0.010145977582960614,0.10797122622486068,-0.06821874160019252,0.004928748596715277,-0.08313877214770722,-0.016451060363216113,0.06242042068091833
ICAM5,-0.031912445931239375,-0.03231306454026588,0.10317549267664396,-0.0023329887114724034,0.02229027052786276,0.025358100995411182,0.039168334077483935,-0.021516151516333352,,-0.029819719285257795,0.07281380430060173,0.03968085700139537,0.19166494209352392
HPX,0.012637538182238478,0.020780515239662175,-0.040486175828684974,-0.01880631384077124,-0.029091385921933603,0.07895815000277051,,-0.03020868495461553,0.015084528372907153,0.012596952507437243,0.03682337068317381,-0.016137270648537608,
SFRP2,-0.03845521110173361,0.1363112262889705,,0.003259519150245583,0.008305378455690298,0.000547146924174297,-0.03267600490293302,0.025927771951324424,0.01744128685908882,0.09218552683179529,0.26673980112521944,0.011570711414800055,-0.11062961390649194
CFC1,,,,-0.006846078273543774,,,0.0056512164203659085,,,,,-0.02796500988787655,
CD70,,-0.029121095651398043,,,,,,-0.05994948057176106,,-0.017902160975649933,0.02956175223267565,-0.055520165224468045,
HP,0.06424597617892576,-0.04913556511353877,0.0016355310474287493,,-0.0037954046826916017,0.053542165132993425,-0.030098959138087255,,-0.017485711758950542,0.005259249185882406,-0.0022338602190352962,-0.06408710790872538,
CXCL2,0.026641078179382695,0.0051841612210728975,-0.04308906631417835,-0.029065972177466943,-0.021466330730981035,-0.032949369655784155,0.0024504849634191836,0.0388216381874048,0.042481580382298746,-0.014490562084550837,0.13999354635778033,0.06989471304627443,-0.023785587842747296
NPPB,,0.050967048526006885,,,,,,,,0.001992098710539053,0.010626409628675967,,
CCK,-0.024775745738813946,-0.071261392741826,0.1155454606817527,0.0712375638477195,0.05905726955279146,0.07686630558828274,0.16829259250421108,,-0.03033699484394844,-0.021461918850386178,0.14186175232510415,-0.042963723009293395,0.09538980837089789
SEMA6A,0.12005614832806073,-0.009581628956562574,0.03848039439585216,-0.035036778422687605,-0.056991993866862586,0.05057227647813649,-0.07809357026062198,0.006366167210377599,0.009723100987778588,-0.07476865435983156,-0.05022051862560231,-0.06632895533296393,-0.030012361347090025
IRAK4,0.06699941263213759,-0.03455881525929798,0.002970220505501209,-0.011716758492649477,-0.016196318982263067,0.0018695573355305914,-0.008067920236610982,0.02264567502557523,0.03929540109686023,0.06374319150136609,0.029563371779457608,-0.061984597199687304,0.1472041504539947
GSTP1,0.032881313345494274,-0.041435523667675854,-0.06317106486969741,-0.018588153828410912,-0.06796928844493788,0.04869052614685328,-0.1514596463407144,0.08210498901202012,-0.09048202674019575,-0.0012240883142897493,0.0546607286906483,0.012829006951515846,0.014231538991065933
VCAM1,0.013840115191402236,-0.003733182595760887,-0.010236846620678735,0.030439137060051007,-0.10722110435519104,0.004263756645107732,-0.026455100982031642,-0.03753821521543475,-0.07242618791341114,0.0059331590284346335,0.07520147683929472,-0.04534163239399103,0.00255763707465374
NXPH3,-0.00023136404512063004,0.0006515813527830584,0.02205480723265425,-0.041545077092658825,-0.021629773022394147,-0.010887651614006323,0.03548349083614061,-0.007111028583037679,-0.02647074008230342,0.04002225178678879,0.056410692542221384,-0.014856836208233226,-0.02852109026572663
MTMR4,0.019288431264073248,-0.044450097946162136,0.03362634353121803,0.015718365016633675,-0.005546603941077404,0.0034743514394862786,0.07707117960767841,-0.0299697631641927,0.026779033788814216,0.016176655482604895,0.038944862494623464,-0.09145521852278389,0.017504775787669045
LAMC2,-0.026351908567847963,-0.012140034819367207,,-0.025767690795660048,,,,-0.003469764272885266,0.030843608167962912,-0.024454336791294794,0.10567436313909248,-0.030433958116844823,
IL10,0.031024088820746386,-0.02565055917405931,-0.04423848273897874,,0.004258828158494426,,-0.0776587977023375,0.002483660150409779,-0.030792627541839993,0.03546253381171019,0.16321045114994354,0.08098460404447624,
SEMA4D,0.0013274299406804072,-0.005861510573936993,0.027064248032806156,-0.020657023854003462,-0.03197693936608897,0.006244660638568149,-0.12418390893095795,0.04888054953871057,-0.015896988923076463,-0.06420586338381729,0.10256110505769521,-0.04872261806184003,-0.06691481833380011
TRH,-0.0006441180297419945,0.05158022608731771,0.011613315813524493,-0.003090767448738672,0.000123017957702745,,-0.01083914861207989,,-0.07055888666233745,-0.0638095097588037,-0.04267442203298106,-0.010216779865051508,
SEMA6D,0.051052346629813,-0.01841840148471451,0.04419258408498617,-0.017410046723950166,-0.07509506062650649,0.019210103878994148,0.14497595645860611,0.11153466589411146,0.027894718570824397,-0.07239148191549899,-0.11406482508509207,-0.04455231940528309,-0.013426975817642347
CEL,,,-0.014773408193235318,,,,,,-0.00357990079457686,-0.02184599629522778,0.08791946851587765,0.05860732760569269,
PDCD1LG2,-0.01554409892330661,0.04444640767187682,-0.03122537957983461,-0.018095378065472265,0.012790030971367923,0.01314859528227405,-0.05465115684616255,0.0010747263366714431,-0.01728070046250103,0.023220831857291,0.0755135390068775,-0.03975637592712046,
SPINT1,0.0008667888242683933,0.025333114368546874,0.11108201818014243,-0.023405272538119783,-0.049821299452919944,-0.03135033411687027,0.026960081725622594,0.04169282493266546,0.10008810785390738,0.0005535373679726454,0.06751579948900902,0.0903240589262063,
CTHRC1,0.13971617097879746,0.1116489552630588,0.03477685143968179,-0.011909067331612835,-0.09046774202736543,0.02947809219592612,-0.02848620670275758,-0.13748664062584737,0.01412629795057132,0.26955866975036596,0.2280129455021577,0.17313189474560362,0.007419413690197653
PODXL,0.07072995033478226,0.03997652709529426,-0.11312322817324628,-0.04863295934878064,-0.08401107203753605,-0.020670697497775146,0.06564905616926384,-0.04895148067688996,-0.019534790189115102,0.1996139985874557,0.015395204171684067,0.09676694226408034,0.05931952720435789
JAM3,0.0063490098699215194,0.044184785997477743,-0.010913082587054814,-0.03946337637833693,-0.09697087283288253,-0.014654194179984304,-0.12349769670681994,-0.03316209808741315,0.0001492921096965001,0.02576147019502671,0.061389664222527375,0.02609892549945614,0.03526957202462242
TGFB2,-0.027529769830775923,0.032904495394240424,0.06486072147635477,-0.0027032075030971833,-0.023040633580307494,-0.04524080435916221,0.010901454275414625,0.052320740364574125,-0.017905936783049324,0.03484560523458438,-0.03772914150554379,0.01661559197691903,0.03952980528924177
