,MGH258,UKF266,UKF269,ZH916T1
IGFL3,,,0.016019344854308542,0.22028547622842426
BMP1,0.013015684270449536,-0.04871852332373058,0.014393560477415676,0.006481691284417415
NDP,0.061104590174486904,0.06252764080973716,0.015097252853163982,0.041153489035425705
TNFSF18,-0.019832192497170963,-0.013291552296760644,0.07931027282865732,0.055519131618930406
RTN4,-0.06885058906814327,0.08347027900157199,-0.018442275560879975,0.012130689128559259
HEBP1,-0.00010734667985897745,-0.009652564217882624,0.04618235182098742,0.012488366820819965
WNT7B,-0.01747154042846539,0.015617426165119198,0.007925339778614714,0.0531270189525288
PTMA,0.0015138354359356806,-0.0772169556880354,-0.04803404509663409,-0.02922528222649763
FASLG,-0.017471545367625112,,,-0.013629410173350155
CEACAM1,-0.02425939364844756,,-0.025856696529896903,0.023989104483174126
PDAP1,0.03843273143360279,0.0020826135106804273,0.0044914538878000395,-0.003433565322711022
QDPR,-0.08233364472323072,-0.03447074554738395,-0.04755483820700415,0.02104926803038555
POMC,-0.056641480689865076,-0.035065795737514976,-0.033330715315683955,-0.01905007113750086
CCL17,,,,-0.012353529471985114
VEGFD,,,0.04757941175916434,
TNFSF13,,-0.012890032953636497,,0.021432571814041547
WNT5A,0.008147331272625508,-0.02133296014498144,0.05474731757586438,-0.05193577563585054
CXCL8,,-0.018335235839894968,0.07081306063880831,-0.030667792804877667
GRN,-0.06291690000139083,-0.04223044853860477,0.060154311506244805,0.0032549689585784033
MIA,-0.022868745927810543,-0.023307665567560865,-0.01747705490288822,-0.005998267983131752
COL4A4,-0.020234178432173094,-0.012264296868368836,-0.013038937065020805,0.00809653822066922
TAC1,0.008923066410737585,0.050708035883846744,-0.0466316385038662,-0.016239970650673015
RARRES2,0.04289103302854113,-0.024459235660260634,0.04742881903587215,-0.019533439503263538
FGF7,-0.04808470043601303,-1.2924451908765177e-05,0.01637580008172126,0.00868060419454726
HBEGF,-0.02189940459797599,-0.0422674959090184,0.026299749726126385,-0.03513325511442643
CSF3,,,-0.01379494444641806,-0.013006360777145093
PI3,,,-0.015533289520225679,0.0021148167325505222
PCSK1N,0.005795486706576567,0.022246346354763483,0.008625847567105823,-0.02340707616834655
NTS,,-0.014971919927735394,-0.01695564613734254,0.024497670062534487
SFRP1,-0.005992278966316617,-0.008209516055426956,0.04534798726102576,-0.018813078113072344
MICA,0.05836996149942253,0.0691550779441715,0.0008817878929622187,0.037127051653551645
TG,-0.02023417387232308,-0.017281542393449967,-0.016649263741076635,0.03990006105933567
ADA,0.036779153336790896,0.013636064809763516,0.051750814142408036,0.02571197666808506
LAMC3,0.060055222947765476,-0.038224154686052204,0.03954040018541393,-0.008638264819176377
CCL7,,,,-0.013629405326894582
NGF,,0.005589126231834238,,-0.008651266704613038
TNFSF15,,-0.020023964571763753,,-0.0360112485755932
HMGB1,-0.028525387605969427,-0.046277805498066926,0.03102907561544811,-0.0427905481418822
ITGB3BP,-0.00536415530549461,-0.035052138246021644,0.02797898457506133,-0.013281063723047557
AANAT,,,0.01817746536740199,-0.014420479211744119
RELN,-0.016774666591655583,0.03798050308760686,-0.036512878599231045,
IL15,0.007007750709167532,-0.014248241203748416,0.03835972133932858,-0.059066654306335266
UTS2,,,-0.030199918257415314,
BSG,0.024836812060888804,-0.031899848029797194,-0.02105626221264098,0.015450131127578395
ADAMTS3,0.026772329151208984,-0.022949794742465113,0.05076254333204885,0.025151471155905793
CD34,0.013303609053576236,-0.04962047785489207,0.049385242757831335,-0.007031189390233235
CCL23,,,-0.014158628969276785,
PLAT,0.051047820285890985,-0.05933482519421324,0.04306062756046644,0.040836045641615394
LTA,,,,-0.019407791800632953
CKLF,-0.033519550973223046,-0.0757178484948492,0.055873683240760454,0.01031876610976827
CD24,-0.046755006737268366,-0.056603902207993356,0.05503068459852352,-0.035471551693913916
HSP90AA1,-0.08371096270026988,0.0862312945664429,-0.015057079244230465,-0.06260514800519985
BMP4,0.0016273973510662902,-0.05709634144484668,0.031302111764323,-0.003214497634606091
SCGB3A1,,-0.018188131895447057,,0.00013951142693024155
IGFBP4,0.056361916080419565,-0.07852415747780432,0.07163924802668166,0.021630252717324914
RSPO4,,,,-0.025596845836782026
LEFTY2,-0.020034112962899465,-0.04084164517358142,0.11857189895386858,0.027154038142218007
PF4,,,,-0.019407787309525977
ANGPTL2,0.002627772914330734,-0.09503544848272862,0.08003825227412556,0.016584531440373394
LRIG2,0.029868545814810507,0.018823271604645628,0.03772477209618477,0.029923702809249164
ICOSLG,0.06497997896026744,-0.04765016247980926,0.011235320510993,-0.046876268980153485
WIF1,,0.1443155516446444,-0.006943187696686284,
NPPC,0.10082766441267356,0.009177343607289914,0.0021901540814654634,
LYZ,-0.046730109627628115,0.0027320622341684454,0.04452047918910983,-0.045647888757709414
EREG,,,,-0.029310254388026848
SPTAN1,0.043730682595458155,0.06969716041770388,0.066599287140405,-0.03331619353020452
LIPC,-0.025905799636744695,0.11741838186110626,-0.03254557294134321,-0.024538788962548467
COL8A1,-0.034516978061506505,0.004240531654618615,0.0038891224063649513,-0.004593237469610901
GSTM2,-0.0021164814932640936,-0.012048806500653972,0.04405719687964979,0.010987564441714536
