,UKF248,UKF251,UKF259,UKF269,UKF296,ZH881T1,ZH916T1
IGFL3,,,,-0.012644890357570576,,,-0.017760872325546094
BMP1,0.043363450435330124,0.05538930797222496,-0.059489152847219236,0.0018975839893368496,0.012448569353039727,-0.03162113797279277,0.0032038488034688483
NDP,-0.016136637624648287,0.04551378815435428,-0.0006926096656273681,0.0364204827411241,0.011095469100171328,0.04152130217996345,0.08677369126618911
TNFSF18,-0.02483050185654546,0.031006967193252764,,-0.018777282570981307,,,0.1000655323073589
RTN4,-0.033277803391036864,-0.04494228894563781,0.02548500057143182,-0.009241566674303904,-0.0018467251289336249,0.10868510361323395,-0.005784688158120053
HEBP1,-0.023346598406190706,-0.015668418898538233,-0.0010678393380785006,-0.010767946434159776,-0.001267239267509916,0.01640374478007037,0.06541119994280248
WNT7B,-0.006913610600398982,-0.01722763696686439,0.13181059480946294,-0.03624594947020293,-0.013333402474102975,0.030520727482775043,-0.037909084840781426
PTMA,0.04882894885791463,0.046620561430515225,0.057111472692570164,0.01885272324189242,-0.009692533614354707,0.015144064924495033,-0.0364748170142733
FASLG,,,,,,,-0.015403998508736975
CEACAM1,0.005641143624586864,-0.013221175199477332,0.0877125033322374,0.042957745467543725,,-0.017779274446508744,0.057515614605742275
PDAP1,0.0006456417877047605,0.030293018063317318,0.010684937249458553,-0.0010415185278548674,0.06695164823648876,-0.021500722327796266,0.04058082058221049
QDPR,0.01941064676580251,0.021429387604881497,0.04007586772280902,0.01690944464975423,0.04466663129396289,0.06813709124824578,0.08834158750911618
POMC,0.002982628479941139,-0.023491918988836902,-0.02301416914138049,-0.03185234643479261,0.0238406468481924,-0.01595921670115806,-0.04044794332441019
CCL18,-0.019721816330907405,,,,,-0.06122730009849176,
CCL17,,,-0.014324222400249146,,0.0006629615327830364,,-0.013961994476927694
VEGFD,-0.019721822593507802,-0.018936680917251696,0.021071308088027284,-0.02118358326192391,0.03508910893984291,,
TNFSF13,-0.014882720198635716,,-0.009880528026128158,,,-0.019964933591380983,0.015302916539972147
WNT5A,-0.0439929965261534,-0.06510650217671875,0.03665498988336638,0.018806382288110376,-0.04539615647754352,-0.026364224362470184,-0.001678761977501161
CXCL8,-0.02183978421356962,0.0005595158118319825,-0.004860485172425422,0.011771193032871911,-0.011272852032090854,-0.07536899913417824,-0.03016674697151392
GRN,0.014912552538763536,0.004747485159082004,-0.01765452216129353,-0.019295547641116417,0.006307742323487497,-0.07051256862796722,-0.038301652479772914
MIA,-0.03929267492268909,-0.016840959712239822,0.00977646098787986,0.019073960147736765,-0.013767071019997586,-0.06533460277996823,0.068598718311024
COL4A4,0.019755040906524135,-0.02832147821449923,0.02033697128923411,-0.012460600878285657,0.026123461183903057,0.00810689864992418,0.058800147931889125
TAC1,-0.02820238355935502,-0.013498393015993261,0.02880314961076702,0.02676250606085152,0.0006513250053754049,0.10858049549801735,-0.018354461455275806
RARRES2,0.01384488724117006,0.03357465735753654,0.03665653005304364,-0.02327601143169335,0.0010759175512587455,0.030113101044405944,0.012110655393728381
FGF7,,-0.02137354595762841,0.057282292622019795,-0.035510815273062275,-0.03617971789239243,0.0226323891613345,0.03967670437088684
HBEGF,-0.004034763461855656,-0.00046777247470886356,-0.009914886359753891,0.07397767361331582,-0.02156335352695691,-0.02220935449502926,-0.07939477269020062
CSF3,,,-0.017073224128638178,-0.01318307589244158,,-0.025489018544240113,-0.01469982629233554
PI3,-0.020748182286487157,,-0.007644234113168865,-0.014844317452657378,,-0.06806743363144149,-0.0319378389947131
PCSK1N,0.007833416412321456,-0.04467802551262355,-0.04197330401090475,-0.005610885430125824,0.007293314058249603,0.013580571100534237,0.0268220860147533
NTS,,,,-0.016203586082002012,0.0163700173067521,-0.011846677192401135,-0.021768438252738876
SFRP1,-0.013487178142834592,0.009477941287377422,-0.01249843772684411,-0.03937244137927749,-0.016503014703649534,-0.0024196849801754066,0.018747820839460704
CXCL13,,-0.031969935919464905,,,,-0.0024188590609331814,
MICA,-0.04645381661446298,-0.026759305289070768,-0.04655403323255176,-0.023837504842783346,0.01895786391204466,0.033182031297473734,-0.005075440271679907
TG,0.02701349879482625,0.10934700863470556,-0.013487794487791657,-0.015910793139067743,-0.011943159954413399,-0.020977853940973068,0.030131024204738708
ADA,0.007237060128190483,-0.03714043203795503,-0.013617376952218917,0.0032115094750035608,0.011446960962801752,-0.006563924871775921,-0.03873897075866127
LAMC3,-0.03294928932610958,-0.03196993603971898,0.03077460039170179,5.373164443834955e-05,-0.0012662598018770468,-0.05158285758242621,-0.017334688837695355
CCL7,-0.012544741241426906,,-0.009751653864828845,,,,-0.01540399303125897
NGF,0.09547616812096434,,0.005659737994601177,,,-0.005556383400150085,0.05885625324787193
TNFSF15,,,-0.010858943525767833,,,-0.01582824292351728,-0.02900631848517895
HMGB1,-0.0013671620755296605,-0.00012174187840610153,-0.038996640819441056,-0.023367062627069005,0.07305829258329308,-0.020375359957420836,0.07448019718048896
ITGB3BP,0.05781309171036505,-0.0032651522051324695,-0.012051934863537927,0.026083985481964653,-0.025211000704585453,0.010755445753029783,0.0061994430694305375
AANAT,-0.018200510992181305,,0.019064925617459566,-0.01189149121433491,-0.013767071785757227,,-0.016298067007134313
RELN,0.01477166439076887,-0.034382113134261906,0.033026454249226865,-0.011963065371429289,0.015667600109365413,0.038924889235481284,
IL15,-0.01930503609764977,-0.02290386819145291,-0.03429502245728029,-0.031017854819798237,-0.01942793491496312,0.10688253727528967,0.028083048527711416
UTS2,,,,0.001140068106593034,,,
BSG,0.04022201919239257,-0.012759254122567027,-0.014474725572590497,-0.05291215690163666,0.019456040550360893,-0.06739209016759153,-0.019555657744546488
ADAMTS3,0.02569735428728339,-0.020318281545678423,0.028636551245550212,0.0072702740217091485,0.07968203455885212,0.04377162394073632,0.007665426918265097
CD34,0.0033802852761845147,0.022168306592197422,-0.030880592305679685,0.04735291302800069,0.04179096239540651,0.005001734666506269,0.0170297928402367
CCL23,,,,-0.01353062935192636,,,
PLAT,-0.044484038394665304,-0.06227964298787669,0.07113220295377179,0.013330341705769848,0.010771262875951758,-0.009216980356356312,-0.021296492496997235
NTF3,,,,,0.029440163706315838,0.026249054953413405,
LTA,,0.08447078164583875,0.03302401824018943,,,,0.11642155987724107
CKLF,0.01732638607050794,0.09308049857758219,-0.047284884947080115,0.03280247857597228,-0.014383050949268792,0.043069407188790904,-0.049950048535455885
CD24,-0.025123416484705032,-0.012684091164270312,0.03013193243162542,-0.027847178973212677,-0.033866370971361366,0.0805030139588701,0.005374843963935394
HSP90AA1,0.021355805328990438,-0.022744813709139763,-0.05746611443292449,0.008837397152096124,-0.029169483912519768,0.0075185887956879865,0.014794166421334649
BMP4,0.01114598196052597,0.031860403971315746,0.011344438684750848,-0.02586811754546622,-0.005500113668622802,0.0003938108309231761,-0.004148338806404241
SCGB3A1,-0.012544739986969542,,,,-0.011612659702740214,-0.010126374771200443,-0.03229805501269085
IGFBP4,-0.03577387592673847,-0.0067402444811086835,-0.04277054969120286,0.04455859605495941,-0.027722467719728708,-0.09712557226716576,-0.019611358351088695
RSPO4,,0.008761003211183012,-0.019131047777271322,,-0.011612658004126036,0.043750684682897875,-0.028929628654740365
LEFTY2,-0.038050815098045136,-0.013383552719984752,-0.027926670810314455,0.006994117063193484,-0.012733421527452137,-0.030104483925698273,0.04223402172055494
PF4,0.08923595355114015,0.12062101475735562,-0.008508125878026409,,,,0.015896022736568843
ANGPTL2,0.04215887573858612,-0.00030407852925414496,0.01399691091636435,0.017673209810957866,-0.010061912771969498,-0.024866579382284402,-0.02524748659852104
LRIG2,-0.0636495580304138,0.051017122556134685,-0.006940237649323623,-0.048146211780874255,0.015692289196119317,-0.0008233101394534261,0.054936675866059145
ICOSLG,-0.03746149268935564,0.05869861165613204,0.017433642479700903,-0.033994694334133574,0.028960403189104866,0.0177950943767659,-0.011630722293051825
WIF1,0.03606356795515487,,,0.007392038988221069,-0.02185261801793858,-0.02057823037123826,
NPPC,-0.01987217605466329,,-0.013198201395329354,0.09841909631302151,-0.01613875276168649,0.02038583144260034,
LYZ,-0.00852904706837104,0.028962453014625106,-0.002078964615112014,-0.0015077423332369882,0.03235716593323286,-0.025903706765321433,-0.0176153457933614
EREG,,,,,,-0.027571664587203917,-0.03312653366076574
SPTAN1,0.09053166493147854,0.033297614894077475,0.030751292611805998,0.015208506718671248,-0.012883193079110426,0.04427218744615815,0.12289624107994349
PTH2,,,,,,0.019220425134206028,
LIPC,-0.015931520949417625,0.17544269452539796,0.0033047117905840753,0.017983845480996147,,,0.033750802237039364
COL8A1,-0.032761259483625876,-0.0445035479582618,0.046824988861354326,-0.021661133781810993,-0.0214033473257793,-0.08051539319081252,-0.043168943814376096
GSTM2,-0.013079018574957368,0.0221914110524119,0.03132868922379856,0.00842962560415016,0.04062954276286566,0.07049661764086626,0.02211553934625415
