,ZH8811Abulk
BMP1,0.010075359182338968
NDP,0.05155007873413906
RTN4,-0.05294753827393148
HEBP1,0.026158965973531564
WNT7B,-0.03299707725695637
PTMA,0.04136958809004751
CEACAM1,-0.0184898898645241
PDAP1,-0.0007730037539005788
QDPR,0.0049922326193356
POMC,0.02934048148745057
CCL18,0.04654210623238097
CCL17,-0.013117681923054394
TNFSF13,-0.025170861304288288
WNT5A,0.004398659877299168
CXCL8,-0.03579284447758495
GRN,0.02620657373347973
MIA,0.08806261924834112
COL4A4,0.04177052299927128
RARRES2,-0.018001830348572022
FGF7,0.020823192437277135
HBEGF,0.05199318347421409
CSF3,-0.07013430706711128
PI3,-0.020484657274293817
PCSK1N,-0.04866110473704716
NTS,-0.003047014695196139
SFRP1,0.01769496085194096
CXCL13,-0.0003704820799887138
MICA,0.057996596917287625
TG,-0.01743011966729819
ADA,-0.021802377772005575
LAMC3,0.023646387452801062
CCL7,-0.019660381568817897
NGF,0.0714766241148079
TNFSF15,0.07309494364852101
HMGB1,0.050681024200350186
ITGB3BP,-0.010249102116828633
AANAT,0.007473677834872358
IL15,-0.01731456668671051
UTS2,-0.014687680660969682
BSG,0.06469747579676599
ADAMTS3,-0.006865188262867521
CD34,0.05486374206551661
PLAT,0.05128283532637781
NTF3,0.07174371184789767
CKLF,-0.0005645740780976509
CD24,0.07440648592270808
HSP90AA1,-0.05651133947839359
BMP4,0.07606652263359641
SCGB3A1,0.015462653824828483
IGFBP4,0.022197326137842144
LEFTY2,-0.01668943758952918
ANGPTL2,0.018648967108655504
LRIG2,-4.8571911929212184e-05
ICOSLG,-0.0015492377793990617
NPPC,-0.014818824963202611
LYZ,0.0030464169219403914
EREG,-0.039907049269143846
SPTAN1,0.03361458369513906
COL8A1,0.06687192677064918
GSTM2,-0.001530938810601619
SPX,0.15750150605733412
MFGE8,0.04819924436434013
TGFA,0.07562763966178586
SLIT2,0.055817947246379396
PLTP,0.05192443505909493
APOD,0.026674500456117085
B2M,0.08786035444137953
OMG,0.0038573623056260306
CXCL3,0.015257584340394403
CXCL10,0.023797151845883262
RSPO3,-0.03513402524018772
CORT,0.05287449535295931
NCAN,0.017538360832730505
PRG4,0.017830159931902376
TGM2,-0.008916396373173102
VEGFC,-0.02530178163842939
WNT6,-0.02934940821373668
PMCH,-0.019983424532514907
COL9A1,0.03773218170838473
GDF11,0.0183712898742975
IL24,-0.014899159792254882
SORBS1,-0.016477824340916023
DLL1,0.036762218501547615
TLN1,0.011883524182357916
COL2A1,0.04858649129082708
SHH,-0.023705124859792884
PON2,0.04908647543326889
ICAM5,-0.04164724989479579
HPX,0.0814366753779273
SFRP2,0.04162826999577881
CD70,0.009771333999505288
HP,0.004267998803736463
CXCL2,-0.014614469485088932
NPPB,0.035783567383309255
CCK,0.04162333917650425
SEMA6A,0.013884600068832657
IRAK4,0.03734031455972431
GSTP1,0.011921912159212329
VCAM1,0.039192331894306806
NXPH3,0.022254954262707276
MTMR4,0.012574926494286365
LAMC2,-0.018317157825617398
IL10,-0.00968313953896001
SEMA4D,0.017452286034958138
TRH,-0.019712460275057273
SEMA6D,0.014496324081705349
CEL,0.05315447103443469
PDCD1LG2,0.0019384574615720438
SPINT1,0.05596157927876076
CTHRC1,0.00960651431654707
PODXL,0.043577587334805004
JAM3,0.01690819699590314
TGFB2,-0.046759395881310235
COL18A1,0.01237565848492586
NODAL,-0.0032305971931967147
INHBB,0.0272310286707899
LCN1,0.03395073923426404
ARF4,0.018003481168791483
CXCL14,-0.029749871080292926
LIF,-0.01137039127932736
IL17B,0.0008468035914170807
MMP1,-0.032571519565260575
MATN1,-0.029809715682603797
ADAM28,-0.016069224513218103
TCN2,0.005948622761597209
CUBN,0.03943791128732768
TIMP3,-0.026276348451140605
PIGF,0.05773667605427211
CRH,-0.040277336336816495
BDNF,-0.014744996253689238
CCL5,-0.03849828695051928
GAD1,0.05974732824688189
COL14A1,0.020536106285253163
HLA-A,0.0194975211557395
FGF18,-0.02437293388868358
ADM,0.007940692893455472
GNAI2,-0.034268960555333426
COL11A1,0.03513484219993921
NUCB2,0.025343915999446052
CXCL1,-0.006118566454994737
VCAN,0.004701137183386648
MMP7,0.0010099328684704354
PTPN6,0.03188305741007188
PTGS2,-0.030573174720124597
CD58,0.006128352170621714
TNFSF14,-0.019497065164167344
CNTN4,0.056926792291550954
INSL3,-0.021683168107188677
MFNG,0.057531546363974395
ICAM1,-0.05737853703878508
PROS1,0.06952608004477676
CLCF1,-0.008710293477529813
PSAP,0.049987883625783006
EFEMP1,0.11909358717257475
C1QTNF1,0.0060187797349322315
ALB,0.022678422499592444
CCL13,-0.01447327575139877
EFNA3,0.010960040753055518
DRAXIN,0.007160510237215308
NPTX2,0.043876409277308695
FGF11,-0.011662141109169483
CD59,0.1008902126695589
COL9A2,-0.037718778087106615
DLL3,-0.038219664896133265
LIN7C,0.09976610299449115
PSPN,0.030155205720677866
ANGPT1,-0.027877795986589175
L1CAM,0.046187954549230616
APOA1,-0.017815323779044392
PSEN1,-0.0042609242712500104
CALM2,0.10839548526197977
CLEC2B,0.005917965009823176
NTNG1,-0.0036061778922297045
LRIG1,0.017294004226301805
NPY,0.03683267181099726
MMP2,-0.01598081584803354
PPY,0.03334868396260503
ALKAL2,-0.01868079674294646
CSF1,0.026094590444944134
SEMA4C,-0.011790839189279917
ICAM2,0.022023168126304494
SYTL3,0.0041014596294560125
IL1A,-0.03656489254084195
HLA-G,0.036781885641904113
PGF,0.03174228396825368
LGALS8,0.0403111297654382
DKK3,-0.021616139446903243
COL16A1,-0.00021505862253296305
TPH1,-0.0350675572218289
TNC,0.014337339759955003
TNFSF9,0.0038459182557208835
C4A,-0.016113327177110184
CNTN2,-0.01143651592719494
F7,0.021380294356407415
LUM,0.07094582553080793
BTC,-0.014687683360791348
APOC1,-0.009865851422692683
PKM,0.00821067384518208
TNF,-0.014255846344795388
GNAS,-0.043334701214988544
BMP8B,0.012656756953649095
LIPH,0.16539398811070405
PTPN11,-0.05402408683896717
ADAM12,-0.026719878615062215
EPO,-0.015718352875906894
EDN3,-0.012216846146968085
CCL22,-0.017789789998749427
CCL2,0.0071526373659139796
DSCAM,0.07296184246609118
ANG,0.070071813345954
FBLN2,0.06757190329319368
VTN,0.25228882592296537
VEGFA,-0.009916539115991933
SERPINA1,0.01364573904204532
VWF,0.058531028700014726
GDNF,-0.005428080333759862
VASP,-0.010308025516624434
ADAM15,0.03765028783188812
WNT2,-0.01949705632832259
CALCB,-0.017063490395698398
OLFM2,0.00253479506922547
MFAP2,-0.03744287645038069
HLA-C,0.08419816637063275
THBS1,0.00912879760136606
HSPA4,-0.04678304038376589
LMAN1,-0.07252069705071658
LYPD3,0.0242004591755603
APOE,-0.09064413213531972
SOSTDC1,0.07599508993479202
ANXA1,0.017654127002550816
WNT2B,0.060247099003619145
AMH,-0.007298346663287244
GDF10,0.0656878835451946
EFNB3,-0.010163219108529211
LTB,-0.002591511143803459
ANGPT2,0.02056015268385489
ADAM17,0.00015832281576034482
LRPAP1,0.05076657270998183
NID1,-0.004114670846330651
MST1,-0.011424398271963898
DCN,-0.00977368658325065
COL7A1,0.04169186913104285
CALR,-0.03134406348883032
PIGA,-0.0009906426884720165
CD200,0.0362674204530699
CDH1,0.06003717391227028
LPL,0.043121153833359016
SEMA5A,0.013291137251988373
SEMA7A,-0.03271459803162418
SEMA4G,-0.011827919322456434
SEMA3B,0.020936470143041546
RPH3A,0.07874641463795491
JAG2,0.0026238892540451195
CGN,-0.020028401899633088
GDF15,-0.023719569957661276
SEMA4F,-0.013128122545772973
NXPH1,0.03029066379141959
ARF1,0.03464751896623817
EBI3,-0.0009333810186277022
TIMP1,0.01805185819945284
SEMA3C,-0.031042313365313483
GAS6,-0.05962912039689506
MEPE,-0.011682320919833573
SERPINE1,-0.04273532841672501
RSPO2,-0.021979701517268142
SHBG,0.013413148210124761
LGALS3BP,8.824113797572484e-05
LAMB1,0.07474483056055212
SPTBN2,0.05091932893961926
COL1A2,0.030346657358436384
WNT11,0.029813604473696034
LGALS1,0.004553080363501696
BCAN,0.01035802061735725
ANOS1,0.014180534793285899
EDA,0.025090230766853232
FGF22,-0.02396556979650806
SHANK1,0.07662173996127275
NPVF,-0.017789791191184217
TGFB1,0.020960415632966092
MSTN,-0.02014321098043701
WNT4,-0.01590295912640482
TNFSF4,-0.027350573358088756
NTN1,-0.029673467426997044
CXCL12,0.09384649834361451
GNRH1,-0.026342155984517633
FGF8,0.036358981230799
RIMS1,-0.015013971467390254
FGF14,0.02983812483120271
IGF1,-0.013632497552583188
TNFSF10,0.018195435819364874
GDF5,0.04894678839969464
CHAD,-0.022212788449982788
RGMA,0.02625363944184854
CX3CL1,0.1101819676855164
FGF1,-0.01824474718820292
ALOX5AP,0.04212160419529179
IL1RN,-0.04055361432623625
PCSK9,-0.015517359095577835
NPW,0.02471744371323733
ANGPTL4,0.007951267083438
UCN2,-0.026831162612703244
NRG3,-0.021875517680583486
IL23A,-0.015517353682472677
COLQ,0.0038094929053268185
TNFSF12,-0.05640132683958368
DKK2,0.028039547339043625
FYN,-0.02415985442063712
ACE,0.03377750120093802
IL18,0.0014036398068870103
PPBP,-0.01899950730343147
CCL27,0.06682862426997964
SERPING1,0.00428294693516616
AZGP1,0.012389284620450676
INHA,-0.03724927702026203
COL6A1,0.04851311194790394
FGF17,-0.03925372272312369
TNFSF8,-0.020615895574198625
FGF20,0.057135657741813825
ICAM3,0.006158726943232584
LAMA4,0.008937285112204967
DLL4,-0.004860517394949635
SEMA3A,0.02810380975725725
RLN2,-0.014255841716606684
C5,0.004954738023525191
C1QA,0.023316482322556984
COL9A3,0.038946687710904225
HGF,0.03508390173409704
P4HB,-0.01595614865762754
ADCYAP1,-0.024755558873599814
GREM1,-0.020503273360207935
EGF,-0.017430117684952243
VEGFB,-0.025328795293621465
FARP2,-0.022833924046496208
IHH,-0.018661176474000066
LAMA2,0.02037364622202299
NRG1,0.06073494577335766
SPINK1,-0.005878895217061127
EFEMP2,0.030276861850347624
SELPLG,0.04458467866238578
GDF6,0.11462445843962854
HLA-E,-0.024076796216618613
PTN,0.09500268633658375
CD274,0.03230955517351613
CD14,0.06356080643663986
SFTPD,-0.018046270188638282
SLIT1,0.009227886432128435
BST1,0.030639668207407624
AGTRAP,0.05415645236998758
LAMC1,0.038561805511909304
COL6A3,0.07331882156307631
FN1,-0.05028953076221698
MIF,0.05432319874297817
JAG1,0.05709810678291961
NID2,-0.02896841344173969
EFNB1,0.03906501324384125
COL4A2,0.017552620433540524
SPP1,0.06756261505141466
PODXL2,0.029699818008605335
FGF9,-0.00842073917989457
ITIH2,0.005338373788575218
ADAM10,0.02624932901038645
CFH,-0.0033705205940379158
COL4A5,0.012003640936684159
LTBP3,-0.05528522332665762
GNB3,0.012138435648255837
COL6A2,0.05533842814313435
GDF9,0.0016407678239836454
NCAM1,-0.006573468548020418
APOC2,0.02025384262501759
BST2,0.04475477775398828
COL5A1,0.021990878421906203
CALM3,0.047123735145553916
THBS2,-0.028030858393677114
SERPINE2,0.040016451029072926
EFNB2,-0.003975825698882174
PROK1,-0.014255844879201809
MMP9,-0.005580145598750524
NPPA,0.08059975840225453
NTNG2,0.09288855484207592
LAMA1,0.0490436443736422
UCN,0.015493514183788543
ARTN,0.007545975805496921
PDGFD,0.04111520550450004
EDN1,-0.006855391406724305
ARPC5,0.05334821179450758
GSTO1,0.034105670014960676
PROK2,-0.012387214639029167
SYK,0.04659851119151939
ST6GAL1,0.0374083956962445
WNT3,0.0917586631713852
HSP90B1,-0.014291294631445309
ZP3,-0.022991167236341273
NRG2,0.02431587483651511
MELTF,0.04930596030371531
NLGN1,0.005673936714903849
SLIT3,0.020630714237128568
CCL8,-0.035370571744509964
S100A4,0.03481267253116448
TNFSF13B,0.003625091426619662
HSPG2,-0.0045246085063672566
FAM3C,0.04661592124174879
FLT3LG,0.08477616814685893
A2M,0.02785127060935508
VCL,0.00017511116429244606
FGF2,-0.009305039508752149
AGRP,-0.014687680735964706
CNTN3,0.0031894684872514492
RNASE2,0.04609111101196907
GAL,-0.03425022030121099
CXCL6,-0.05301622444398808
PDGFC,0.03398966263629573
COL8A2,0.07182490753564737
SPON2,0.019410578193027064
LCN2,-0.031048013773181064
BMP6,0.009579818537395339
TIMP2,-0.0008444260473823179
EFNA1,0.025754772077665206
S100A12,-0.015718352101796937
TFPI,0.016104099028648566
GPC3,0.040575214257059754
NMU,-0.03486747367294508
SCGB3A2,0.007059627425007247
LAMB3,0.03638275033669779
LGALS9,-0.00424982338230125
VIM,0.03977162091799053
PLAU,0.029329288527427968
TGFB3,-0.006979503420179629
APLN,0.006645268745549197
SHANK2,0.03768017288583072
LTF,-0.010609943651615626
PYY,-0.0002472191745871447
CTF1,0.031811645441142206
COL3A1,0.03222651619462509
S100A10,0.0524121563714143
FGF13,-0.0346958999055406
SEMA4A,0.049518266382648383
EFNA4,0.022410415479239897
HSPA8,0.06487674372193267
NPB,0.0057320744148858065
ULBP1,0.13681759545166072
SEMA3E,0.03174396863290792
FGF3,0.09378326720135005
ADAM9,0.05376278107910589
ASIP,0.024806656862434294
IBSP,0.06271654599685576
FAT4,-0.049524255637061775
MDK,0.07446555712758478
BMP5,0.11849702733556108
CAMP,0.024614854631715023
HSPA1A,0.030289231570647432
SEMA3F,0.03702338620851065
ARF6,-0.0550787496039734
IL6,-0.004490427677461838
CALM1,0.015575119418863012
NMB,0.0462148904676669
CCL26,0.03316393375861469
FBLN1,0.015639978714557638
SAA1,0.034844243961061616
MICB,0.028999112585134802
F13A1,0.03630998701527829
COL5A2,0.015401691712117476
EFNA5,-0.024368111133847934
AREG,0.028323332240500414
EDIL3,0.08573055544624415
CD86,0.007101261051930822
HRAS,-0.060870233400337245
C1QTNF5,0.07850625755028759
RLN1,0.09105577763923366
COL4A1,0.024043800564593376
CCL3,0.07718271931130462
BGN,-0.021213792295298475
RETN,0.059499435133006
S100A9,0.009510327130321274
HCRT,0.017912156761502554
FADD,0.03797859099799684
ACTR2,-0.013279506485704189
BMP2,0.005051061669866402
PDYN,-0.029923927706254055
CD55,0.027471060642024415
PDX1,-0.023965565651859484
CD6,-0.018661164757872554
IL16,0.020920934597113285
LAMA5,0.0032873827288056588
RGMB,0.04141948662614444
IL12A,0.04340491038694881
S100A8,0.04492781503433889
TAC3,0.07816996006754455
MFAP5,-0.027683620826324508
CXCL16,0.040961917344675386
AGRN,0.024166290898369892
COL4A6,0.04781578492868111
FST,-0.0464882517243866
MEGF10,0.02349518523731512
C1QB,0.027630062520233426
HLA-B,0.03689958530425565
PDGFA,-0.0029290644249133405
DKK1,0.08411145264831309
INHBA,-0.03111912747758857
IL7,0.027442950965871758
FABP5,0.09078119541335754
CCL4,0.027798365622658125
FBN1,0.0705682756780849
TCTN1,0.04773540003104919
NCR3LG1,-0.02530178311165568
BMP7,-0.030201569755056824
NLGN2,0.03660719183613647
CCL25,0.02379861745414753
NPNT,0.010161399289877944
KITLG,0.025841826047215122
MADCAM1,0.025250356579456082
F12,-0.034574159516712506
S100B,0.02488594678975356
CD99,0.10788018218863951
PDGFB,0.02570245651223592
CLEC2D,0.04775380265395416
F8,0.02843524271544908
C3,-0.02305418221194598
DLK2,0.05902505799601951
TSLP,0.07810529267062578
OSM,-0.043416824761584934
SLPI,0.03569567192790403
AFDN,0.019829131139752623
KISS1,-0.02183187441431461
ULBP2,0.018703130953951683
ANGPTL1,0.006732551145329757
LTBP1,-0.027048610221379433
NTN4,0.0667448795147652
APP,0.030588681188268442
RIMS2,0.023149727573419585
