,ZH8811Bbulk,ZH8812bulk,ZH881T1
IGFL3,,-0.017312737661309717,
BMP1,-0.04394965866591417,0.08612032417630215,-0.009931893013777766
NDP,0.07902898555934314,-0.017610323623322297,0.028625290669807173
TNFSF18,,-0.01785432076234333,
RTN4,-0.013785306566952173,-0.11654904334850112,0.050888436807410724
HEBP1,-0.02116021754355169,-0.028724235043402005,0.006820528684928656
WNT7B,-0.03732251596574761,-0.0373348290910264,-0.02365267370796316
PTMA,8.502797146556101e-05,-0.07163046697083038,0.00283898741584956
CEACAM1,-0.018081021389131702,-0.02565479491917041,-0.015698623537376333
PDAP1,0.04585875703209211,0.05509234136304876,0.038312247575133636
QDPR,-0.018186540990959676,-0.050249229972247796,-0.018410359397175002
POMC,0.00864320102280522,-0.026067921174516142,0.00439395718147287
CCL18,0.051065203058834226,,0.00512510368044447
CCL17,-0.026101089491498624,0.022651762165715236,
VEGFD,0.11724495324815036,0.03822545683882509,
TNFSF13,-0.013334348418879427,0.061082783278725065,-0.017628502070924184
WNT5A,-0.0346361315477618,-0.015815401840128845,-0.005711343197824292
CXCL8,-0.07328706239116252,0.059271172862075144,-0.04692872162624154
GRN,0.008297721713721581,0.06774589021475023,0.024592069046667175
MIA,-0.009461107926535116,0.05685499237273096,-0.017406370374867034
COL4A4,0.026384668221348134,0.024180702868912746,-0.005934817144971064
TAC1,,,-0.02708459786497434
RARRES2,-0.0012616495635618574,0.0004615047091383007,-0.06239990158966017
FGF7,0.06355360980686492,-0.013294609017117072,0.03014570900663833
EFNA2,-0.01718480079277981,,
HBEGF,-0.022480413444410048,-0.03486544109452763,-0.018096265036826587
CSF3,0.018689078137377912,,-0.022506121251860436
PI3,0.0038212532751022697,0.0593977591199162,-0.07625099757815532
PCSK1N,0.012573413305269404,0.01500635469244923,-0.01854082057286005
NTS,-0.02093641871936596,,-0.005568852367048311
SFRP1,-0.0029568313017407665,0.014040718903242985,-0.0007671680758637212
CXCL13,-0.007700311430904644,,-0.03671216719265283
MICA,0.026095514019948203,-0.0027269747089486724,0.002796058987289306
TG,-0.010056685918263619,,0.022332048864678617
ADA,0.047103644937889766,0.025625348063060226,-0.01183857156564842
LAMC3,0.004691938908673133,0.03785425259062877,0.007521951489202639
NGF,-0.01695380815866548,,0.07046528719686651
TNFSF15,,,-0.013975914914977431
HMGB1,0.07788641573015123,0.0868242643228754,0.03490488013434556
ITGB3BP,0.003528009101963529,0.12210643868060303,-0.004698734626548602
AANAT,0.1673672871022548,-0.028234837390277774,
RELN,,-0.03530940513611085,-0.016881390614857963
IL15,0.05722453148410615,-0.006183899562078182,0.03422541472174121
BSG,-0.01932187261571206,0.04344834333540722,-0.0069544652625492505
ADAMTS3,0.043059497035573976,0.12787193077774703,0.008721446652552952
CD34,0.03252693234666105,0.012646495893673162,0.012351725573745953
PLAT,0.023117935655720984,0.057026679073739636,0.06154773337058421
NTF3,-0.03690538718645377,,-0.02090182794580681
CKLF,0.054844328166526915,0.040451081624091285,0.06218483581416413
CD24,0.025894021145872054,0.056831507505208025,-0.04494164216773097
HSP90AA1,-0.008090502999120742,0.03965512141196018,-0.01582645820591756
BMP4,-0.022644443701831444,0.12594058485381665,-0.01040928800709816
SCGB3A1,-0.008516473201101838,,-0.015678190713651077
IGFBP4,-0.0018281436484158988,0.023219971519451134,-0.02500963172038635
RSPO4,,,-0.019546136028880348
LEFTY2,0.02062476184920605,0.11507654838481442,-0.02658145366721289
PF4,-0.01575105968576708,,
ANGPTL2,-0.02847449875364784,0.009994254601245589,0.10015428770835826
LRIG2,-0.005401035304893446,-0.014487322990553785,-0.012689863038502888
ICOSLG,0.017073664274819423,0.06483716999573115,-0.04017353074353924
WIF1,,,-0.018170026714836477
NPPC,0.025214787832308863,0.04803548752646213,-0.008099408655336909
LYZ,0.014892128034907472,0.0073464276168307705,-0.004521684484975838
EREG,-0.050049667948629604,,-0.02434504197320153
SPTAN1,0.029723370367151884,-0.03962433166202659,0.022532946836747968
PTH2,,,0.004686646523160237
LIPC,,-0.0004858833849852683,
COL8A1,-0.027989594664164032,0.020315921713955687,-0.009233168863261296
GSTM2,0.016817363954614077,0.0008784557513248859,-0.041497222762379965
SPX,-0.019556953878074046,-0.05499142044687293,0.01250740935576407
MFGE8,0.022254183117766915,0.06441873994130784,-0.009700489049414172
TGFA,0.013422674076826303,-0.05012809756720437,-0.0016162637796370448
SLIT2,0.08143836648633833,-0.0010159157935360655,0.03938883546157605
PLTP,0.04438833558185235,0.054632407570331235,-0.004608671679646939
APOD,-0.03150474114153147,-0.08880168347177908,0.024352765093374622
B2M,0.08383351266101313,0.0663583836072728,0.023523498654466554
OMG,0.036383298734288964,-0.10242593964042274,0.0668175411434948
CXCL3,0.015872640913324482,-0.019882986087460752,-0.027370124268415254
CXCL10,0.017099154815192703,-0.026786623402830473,-0.026707996197653457
RSPO3,0.028953374447482947,,-0.03319123734080174
CORT,-0.016482683396158375,,-0.0325078456805034
NCAN,0.012954961097443969,-0.014184024731607526,0.06281320320916939
PRG4,-0.024321207993113048,,-0.037191359393660355
TGM2,-0.03485226592588194,0.00813259704930315,0.013876770388402812
VEGFC,-0.03302529027500961,0.05022284532106088,0.01356970483112402
WNT6,-0.03063380380563779,,-0.025940912420432588
NRG4,,-0.02105908817823846,-0.02581117976409754
PMCH,-0.023126086618713584,,0.08741611889804247
COL9A1,0.037056994553056825,0.022785966573812173,0.051379412287535536
GDF11,0.0031961304373352554,-0.05917951325329929,0.0027307740755527403
IL24,-0.015499917047210716,,
SORBS1,0.07781166006208355,-0.022423737344350252,-0.01788682845532753
DLL1,0.002421869479047809,0.03161309361960129,0.037141811934723976
TLN1,-0.0301214057085977,0.03915825034837867,0.025929118076428344
COL2A1,0.06242863145534011,,0.06983852459309386
SHH,-0.016686360863008374,0.053051131218731666,-0.024978697157680557
PON2,0.07062439952504641,0.057032334082601104,0.0032667941003485385
ICAM5,0.0770184517240992,,0.0419493930001093
HPX,0.06642977464845831,0.008253702821090886,0.02706828940734029
SFRP2,0.06039223391659472,-0.01832052583018538,0.043904969814858516
CD70,0.010433923468261325,,-0.037587600041620026
HP,0.03667501223183405,0.12817255592148993,0.009985404843041444
CXCL2,0.0027828946611695143,-0.018307336825418272,-0.04257292445038394
NPPB,-0.01849452485235623,,0.043793096040795516
CCK,0.017253185080432866,0.030494647897293378,-0.012864798042505819
SEMA6A,0.04083316062425404,-0.00022745401698955671,0.05282101722347506
IRAK4,-0.02061545900184616,-0.013106055869775254,-0.03230349696965201
GSTP1,0.1094618197144464,0.04560630559620885,0.0452368340144366
VCAM1,-0.0014196248913140679,-0.029857434241348367,-0.07031202432694328
NXPH3,0.04159856636832617,-0.011122460999460937,0.05931135220781013
MTMR4,0.03518575772216245,0.01179740753736783,0.038083281227741426
LAMC2,0.021503887952115875,-0.020360882974619784,-0.014424929770684696
IL10,-0.038889906118308656,-0.01964002698153261,-0.03592102618891664
SEMA4D,0.07620850823411765,0.029884434990066086,0.04275611960275287
TRH,0.03343407092545188,0.016556896399688863,-0.05662814300595935
SEMA6D,0.05364142875106244,0.011282720230207367,0.03477966275040182
CEL,-0.025305669919043695,-0.03968976868436315,0.07859868908611913
PDCD1LG2,0.019753997757274093,0.048407901421995796,0.01983220450070033
SPINT1,-0.004749148878346204,-0.04022929613811312,0.0224474346179088
CTHRC1,0.009855072345125915,-0.018063394001134596,0.007279555604640715
PODXL,0.0495322590878167,0.04599001877217937,0.018251218849982705
JAM3,0.003327979211296049,-0.060812383204341874,0.03869960109553426
TGFB2,-0.030988867959859397,0.030548753402276946,-0.02235283539859776
COL18A1,0.00802573858284114,0.06936467089411874,-0.04553523431611587
NODAL,-0.019146048754501457,0.04002519836219854,0.005836650609589714
INHBB,0.046900708554905884,-0.026853734948774372,-0.01471882544057347
LCN1,-0.018081021389131702,,
ARF4,0.011282905380526443,0.06330715462256704,0.010677445571170289
CXCL14,0.02182142244421871,0.0851533634074909,-0.011766853798969525
LIF,0.021976987707552444,0.01568916978570108,0.02632675793388583
IL17B,0.029378549566607005,,-0.02052254325933146
MMP1,-0.01587758727528358,,-0.014861010448621417
MATN1,0.07274745738265459,-0.020596017098292493,-0.021150684027464242
ADAM28,-0.01627953414591651,-0.015665269948186386,0.015627812958494663
TCN2,0.01004918446094503,-0.005588482428723419,0.013659185297293437
THPO,,,0.0018196713138996462
CUBN,0.012727214011243151,-0.04816839189016246,-0.005552019392159556
TIMP3,-0.1158640480898411,0.003023102950566486,-0.022906577847893825
PIGF,0.020595815316963133,0.07228349977027025,-0.03258642334555036
CRH,-0.04233563656243275,0.02763167509800382,-0.019957435442112842
BDNF,-0.0021787797578878276,0.01578115235020033,-0.017537896116749024
CCL5,0.026492615505934396,-0.0038872505515583464,-0.03739433858544115
GAD1,-0.005077854978286487,0.04208634086519826,-0.024645054428674193
COL14A1,-0.0038539791969850958,0.12924672458278977,-0.024625254268068837
HLA-A,0.02688177894932767,0.04743611361707175,-0.004315687860931223
FGF18,0.030859193335445734,,-0.0115581554970185
ADM,0.015069123098648952,0.015957988170966563,0.004186849274321326
GNAI2,0.054164305637264834,-0.03225608470618594,0.025934757746607282
COL11A1,0.010520136442930914,-0.03097018298224812,0.0035780185951194534
NUCB2,0.016954646475650346,0.05030219526406445,0.012887392379165856
CXCL1,0.02142234089713936,-0.030958821283242628,-0.042391361749796644
VCAN,-0.025873714156242844,-0.011098267491211553,0.05778985186680689
MMP7,0.03734915834534344,,0.0014611803239548487
PTPN6,0.05098918803739382,0.06515512927078533,-0.002536885558809404
PTGS2,0.03059397149734934,-0.02546192269067799,-0.01480636079191119
CD58,0.009165015086545917,0.006915892193930737,-0.007643766234927365
TNFSF14,0.011732526801544414,0.006399403992882225,-0.02145851916499908
CNTN4,0.049011073669228945,0.015185392057331977,-0.03696732220430653
INSL3,0.02799583153509496,,-0.021458517091760613
MFNG,0.04521306548517337,-0.013232897843871036,-0.0017470179157209893
ICAM1,0.06181260464611822,-0.0552682339946174,-0.009170901504262393
PROS1,0.06202537174038518,0.08176739419576351,-0.03965035567794921
CLCF1,0.027506051265399484,0.010257946058589495,0.018162115092001187
PSAP,-0.004601646266334634,-0.02741979267880724,0.054070826174075756
EFEMP1,0.08411236442581597,-0.034558842854902294,-0.03758171317665756
C1QTNF1,0.01459803742407477,0.028023145830732052,0.016154252917777105
ALB,0.11198759120557795,-0.09090363877327458,-0.01410350853851182
CCL13,,,-0.024070185914492018
EFNA3,0.010060449697053808,-0.023818601096525026,-0.04273567323022025
DRAXIN,0.034768961923297786,0.05423379058907137,0.00388330055035488
RAET1L,0.026735527913585744,,-0.02607009747279626
NPTX2,0.06866628669322145,-0.036651774742255734,-0.07577541120915204
FGF11,0.050607113456470745,0.01126782977846239,0.01217632915078834
CD59,0.014835893828508322,0.020761694538659826,-0.027082993783911415
COL9A2,-0.013925620836604827,-0.009557036316296898,0.04403887699254449
DLL3,0.029739667001729437,0.015948713990364707,0.01273806872083237
LIN7C,-0.01220140246504384,0.015294411879210252,-0.030294565722054242
GDF7,-0.015499921957898278,-0.0018778848435763906,-0.01744452187307135
PSPN,0.04393282265753873,-0.04297530708951082,0.0511446312286809
ANGPT1,0.02033010434039417,0.0016423515224530578,-0.009246447539972055
PNOC,0.008182417647164812,,-0.020681193170811712
L1CAM,0.002282568737073547,-0.01738714792684756,-0.032982478115970264
APOA1,0.019420258479716523,0.026692987709670418,0.015395448111019176
PSEN1,0.02801484747717681,0.0445397136797899,0.06697781055860509
CALM2,0.01746399914160541,-0.053787163582269926,0.057399583771538025
CLEC2B,0.012592815732212088,0.006096232153119438,-0.06888161678595914
NTNG1,0.09296658695663101,0.1302613941733632,0.005458353086195719
LRIG1,-0.03539035062844107,-0.0278680648079124,0.010048920254726446
CPAMD8,-0.01741291053796745,0.06390386049594733,
GHRL,,-0.01306693827045052,0.05973255913159964
NPY,0.06404890343580996,-0.00872173538536486,-0.024997747983125127
MMP2,0.05779154563855178,0.021257371958738905,0.09724841684752165
PPY,0.05085701331505798,,0.010246489980479199
ALKAL2,0.051537495232334994,-0.007297007164398369,-0.026554449902558275
CSF1,-0.0017890374741104814,0.018267849290102302,0.011096270157636742
SEMA4C,0.05916180927273669,0.0006932927497179853,0.030634256712058733
ICAM2,-0.0520523307175448,0.012681894430375004,0.025942675247492768
SYTL3,-0.013808341136453938,-0.01759785579819549,-0.009315769486957778
IL1A,0.020031054888978158,-0.014818499400946457,0.013528124547970786
HLA-G,0.04524842751302441,,-0.031638150223909076
PGF,0.01764200613732597,0.028022753639127027,-0.024141027437415002
LGALS8,-0.05197965600095211,0.04203147032921593,-0.003944544900128166
DKK3,0.030902684257891836,0.022874872719146608,-0.01775771708816032
COL16A1,-0.008508492180856907,-0.029834485564615442,0.049567944735319586
TPH1,0.04476671965602475,0.029033462649380993,-0.011790024045724498
TNC,0.047441054053706466,0.04286412128636027,-0.004277368408034083
TNFSF9,0.01819079790760084,0.01656795853601704,0.031747717391076895
C4A,,0.07747469230085748,-0.017628503073195103
CNTN2,-0.007880514021333059,-0.11997524270217762,-0.02061069960795733
F7,,,-0.017444523559913987
LUM,0.015982961522451298,0.02063178365806994,-0.00030580535716868875
BTC,0.0676209918864618,0.017676174287725353,0.026793353049898203
APOC1,0.05866629205110833,0.0030634388919745076,0.06639180520206167
PKM,0.040974845140159304,0.025997449532856445,-0.05597944205921176
TNF,0.09363494248695403,,
GNAS,-0.01106034113104722,0.09387478136982298,0.0060638043501526386
BMP8B,-0.021466306568640188,0.018789878091045004,0.0202160321124931
LIPH,-0.0201587756027088,,-0.027702674984274128
CCL28,,-0.01939427774431319,
PTPN11,-0.029584098732445704,0.013538901910118842,-0.013225912637575025
ADAM12,-0.01160509676630289,0.08138553298009589,-0.06919527953199071
EPO,-0.02093642523930457,,0.18726946532356864
EDN3,0.006460921103190163,0.05357046017581671,-0.036428117978355684
CCL22,-0.01914604031201244,0.03993884100626168,-0.01464451606339477
CCL2,-0.0014474071523658102,-0.07917469586358467,-0.00806698559447382
DSCAM,-0.03108388569314084,0.0041952739350208205,0.03229375668184813
ANG,0.02970285583294403,0.07570214560308736,0.09734117186162788
FBLN2,0.044404159527339164,0.02569681376846336,0.0045391155163267095
VTN,-0.014722072163653808,,0.04757590721938274
VEGFA,0.005255182738370189,-0.008637128935255759,-0.0005684649229097412
F10,0.10975616638818386,-0.020828729659278976,0.0271955577056541
SERPINA1,0.04541788213364185,-0.024186867027351157,-0.015944099146004854
VWF,0.005132976089794441,0.05628926233799563,0.003284097782246839
GDNF,-0.03518384548209739,,-0.02337069451743781
VASP,-0.014183197859959577,-0.0021310258747827076,-0.02592910102421694
ADAM15,0.01429726456080057,-0.021748816070835696,0.008258522308875197
WNT2,-0.02150275745183899,,-0.0014549450341976907
CALCB,0.10048412351039658,,0.004275896016446425
OLFM2,0.028801035484708224,0.012005491779548275,0.031713921541585845
MFAP2,-0.0026151475190024946,0.08533581055001717,0.0365530092923709
HLA-C,0.04562567867663753,0.07318278796548607,0.026143633195696757
THBS1,0.04086898640322321,0.02260184495518419,-0.027094155942161045
HSPA4,-0.05305886936042231,-0.016415103068393833,0.05829293816157759
LMAN1,0.037429848140212885,0.07324369978547805,0.011677819545916136
LYPD3,0.021761467709968906,,-0.01263163722911377
APOE,-0.07548611131381233,0.03884446006662148,0.027263925182504423
SOSTDC1,0.03313300867611152,,0.07427566636828378
ANXA1,0.043487355898156964,-0.013538801600727438,-0.03870566614302406
WNT2B,0.0027786311077469157,0.04376415037316391,0.01759767795479362
AMH,0.08596514645022775,-0.019394275271130523,-0.006080635926600193
GDF10,0.04470760962251398,-0.024477753469874658,-0.013991630885756813
EFNB3,0.023680108236651894,0.02939531604877111,0.013769278317834628
LTB,-0.01593024083151356,0.07222693208296163,0.08313140757609751
ANGPT2,0.007648985720235375,0.031848450596658515,0.024248114559624657
NRTN,,-0.024477762251153418,-0.014861011625522605
ADAM17,0.038930220512189244,0.04739402725562939,-0.033260691663804375
LRPAP1,0.0007130348223616266,-0.01213710372124572,0.04689616561361017
NID1,-0.018607679211545755,0.0251336790189032,-0.003277965891413437
MST1,0.1099887486933277,0.0067702297076016734,0.004114995990740893
DCN,-0.0699227760801651,0.020678146183331605,-0.0015854240851022737
IGFL2,-0.020744511646119464,,
COL7A1,0.054379404585167705,0.03683861807772331,0.03813000168358177
CALR,-0.029785775200470353,0.015867059806625256,0.017840550538508537
PIGA,0.0031656672482788,0.029390669125296927,-0.011828472164472583
CD200,0.0023281424670041464,-0.05685806063280368,-0.07174183095166267
GRP,0.022733389528305423,-0.026786627374564265,-0.016300100715424426
CDH1,0.07637594171223126,0.03152241895993203,0.05202192527390659
