,UKF251,UKF255,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
PCSK1N,-0.010074573814730826,0.048607147857631094,0.04039852007499344,-0.00017670375923755326,-0.005860297487158578,-0.04872454880900602,0.019947684506443544,-0.0163166213613833,-0.001012529731316213,0.023100528919375012,-0.005337006326622109,-0.031588302261287296,-0.03268121047938368,-0.008547290916429006,0.09055997362473991,0.065053055546244
NTS,,,-0.05050982656226753,0.0535182558974807,-0.02544098944649824,-0.02317332365820145,,,,,,,-0.050382689486921324,0.015031634174814634,,-0.028339258449974647
SFRP1,0.05028188812602464,,-0.019911793576007936,0.04769417383599434,0.0020544241411267973,0.02965880470872689,-0.012370734695285993,0.040591086598823385,0.05301448303733501,0.041490434994929624,-0.0073710159772402434,0.10881243364319139,0.008926989049547585,0.018809586913007638,0.026653841993884566,-0.011252162699282987
CXCL13,-0.029749104656165908,0.03807965648317728,-0.01973284171904375,,,,-0.0067898831031156515,,,,,,0.05312373786323529,0.0015134151837098743,,0.009526903819902765
MICA,-0.021219936098023168,-0.011519809555917642,-0.07008827375226061,0.03536150447154231,0.01599598041366974,-0.009664608264135927,0.08337590047317994,0.0015784999869997483,-0.032066671191783906,0.04143704318686376,0.05515189509713524,-0.025868852360591707,0.053686105243286764,0.010647007774684332,-0.03389601129372986,-0.005570522486205123
TG,-0.031295279891577384,,0.0388624462992177,0.030168799212549363,-0.02149004629824465,,-0.03922806393839611,0.03649871699108773,-0.03510956365443008,0.008029991958572338,0.046201280098229776,-0.0378245520475934,0.03319833201302975,-0.03268195191630343,,0.020393831174993195
ADA,-8.180289084975598e-05,0.017800653105339168,-0.010529823760134735,0.12185562061768654,-0.018771824195157636,0.0588303185804506,-0.013873703115372131,0.025651702737785397,0.024539867367534465,-0.03945977436107308,0.021110204414246575,0.01756215586054545,0.03524777246510501,0.1213411114240087,-0.002694171682872864,0.016139233726586495
LAMC3,0.03297344141799367,0.03431790001225442,7.929222651693871e-05,0.013034644658974125,-0.023197224007640443,0.16375953288193498,-0.023722607537722536,0.05840112723430924,0.023804011224847578,0.019714990207647217,0.061948080498419086,0.10573125535767411,0.02421724342379644,0.03872128778678221,-0.07972484788868608,0.02725763100847034
CCL7,,,-0.026162104901969907,,,,,,,,,,-0.019222524832371874,,,
NGF,,,-0.02792532399626843,,,-0.023173338916297557,-0.007396009779487004,,,,-0.0944315441148912,0.007984134086158064,0.03535807308199186,-0.032696474199090025,,-0.014686708651224635
TNFSF15,,,-0.01937033369034076,,,,0.02651977844215878,,-0.008634155814423398,,-0.022762256244943976,0.027453697390755073,-0.03155552630981074,,,-0.027184662332928575
HMGB1,0.003881057896567188,0.06674502944378169,0.0572505529096306,0.10118928612141638,-0.0046725730432629715,0.02402073683011374,0.04306898276381684,0.09637426035275552,0.06435470149596477,-0.003764692862706274,-0.14367252703403455,0.022034085995876303,0.011735879652733813,0.02827530342376144,-0.023518711851847972,0.032088093642556714
ITGB3BP,0.023218903631780245,0.009458514573257724,-0.04931439361892617,0.07215967408499042,-0.0009875362420293876,0.05826031670760467,-0.03190913281428992,0.03879250098766388,0.0033184408002280372,0.014587793030966087,-0.0033161951974834403,-0.029066397430042402,0.042536557596730036,0.0037386831496928423,-0.00564365130666552,-0.02210748096978445
AANAT,,,-0.017453829112436037,0.042148487822604976,0.01023291285181662,-0.021786346596135382,,-0.02996311277933691,,0.00537840267019247,,-0.02419545432868328,0.0030103734570923347,-0.025819846811354175,-0.03627884426841324,
RELN,-0.036851006762887425,0.04768733053029869,-0.011500408365923578,-0.062079323370211034,0.04103090538262269,0.0319623219485893,,0.018461107398374494,,,-0.03582174801221541,,,,0.1478594661786034,0.0387372290379687
IL15,0.014352430849242866,,-0.0024006804899574063,0.04172788249774634,0.005326092891047874,-0.020531574927140153,0.13061495316342414,-0.02778940223029021,-0.040845173996995596,-0.041064709402614065,0.02369661447835887,-0.04090091560683904,-0.009854088195635465,0.06310876832576985,-0.021688542467425687,-0.05400551567538984
UTS2,,,,0.0019348653105435468,,,,,0.07566745479785943,0.08600412145988419,,,0.012419641892280758,,,
BSG,0.03376146861548851,0.02277770794786974,-0.10303019256537109,-0.027927172186845945,-0.017124225850864812,0.017621898376384892,0.02963811739291799,-0.06612447825348632,0.048117138909503976,-0.010162966123869643,0.13129615979356626,-0.029560705676059184,0.08092646300645388,0.0570757618552318,-0.036794341282862304,0.015215210005009926
ADAMTS3,0.0068916758757973165,,0.02470175125956522,0.08868492455652878,-0.007970113349505344,-0.03498375340420186,-0.01197257138876277,-0.03142281483907818,-0.004764649454122651,0.049790194403843156,,0.06940285764135329,-0.009614230943938758,0.08305919879559652,-0.056211681642352095,0.012584218777656052
CD34,0.03163115240926339,0.048522899235993164,0.04958074489998007,0.040858556126804384,-0.054811464051585095,0.004087173301026826,0.045110174794803316,0.02638543920064848,-0.011349643787922529,0.008296648202089885,0.05112938551683479,0.04184683001102316,0.02874211848663969,0.0997688908552764,-0.00789710428891436,-0.04298738118955932
CCL23,,,,0.003554460925909305,,,,,-0.030537213716849698,,,,,,,
PLAT,0.031960655282435614,0.06041432490565774,0.060624771380391074,0.0933478657320539,-0.033417675180851814,0.046478082328224736,0.020087373670419965,0.07047038921354208,-0.00590462508655521,0.13367892527612202,0.012937460683238656,0.043895723034486606,0.04435698178548787,0.024102425518704708,-0.016637499360955228,0.04770608637199858
NTF3,,,,,,,-0.03745300310157336,,,,,,-0.033339650414415306,0.06403586014071685,,0.011569245453174533
LTA,-0.023014647200907432,,,,-0.018613071725069215,,,-0.02778940566062699,,,,,,,,
CKLF,0.05929872640048519,0.021530619349121517,-0.04388388682411601,0.04226339256445827,-0.033099753360279226,0.009518722519382388,0.03545312104222895,0.04433189939870556,-0.01911757511697107,-0.005802518911153215,0.057747938919487284,-0.020881296411500164,0.07895568449358335,0.08948057603427492,-0.025035405985387883,0.13349257427673858
APELA,,,,,,,0.031089400114569468,,,,,,,,,
CD24,0.06380352402733282,-0.0030970708161260734,0.04914453236301619,0.035367927370320774,0.057286613228604996,-0.05953287713155729,-0.006483377789760251,-0.03146620500411749,0.057211199172058434,-0.029009308239754575,0.0005518029625463019,-0.06020577595056276,-0.01502608022315489,-0.043225697872339305,-0.026297815239052596,0.03756309973299277
HSP90AA1,0.013995438101060636,-0.08280205119934353,0.020009309886840486,-0.09515380424616851,0.0034637373193091804,-0.03555579901178059,-0.09402924575901213,-0.03033081899734224,0.014055978780579315,-0.14580083591889026,0.004844821820087008,0.02769653284918735,-0.12779469179791791,-0.08019063444285102,-0.02256735383220743,0.004769857377917271
BMP4,-0.02439687515171182,-0.022503270002595138,0.02146366871725719,-0.0039989117612862874,0.010987551161236215,0.05731081292537738,0.021670410866937828,0.019756800188110532,-0.04538698042980344,-0.027077078747729567,0.03918660359031237,0.04278293539408489,0.017662086343706595,0.011577226990807496,-0.009770037627911544,0.0015013394245488225
SCGB3A1,,-0.007332157817979079,-0.020785355804647736,,,-0.03835006687471245,0.054921473863261815,0.10014365017139398,-0.037685374970686046,-0.05340074201941752,0.016289853363775555,,0.057354309194374654,-0.017555820301521297,,0.014245986935885982
IGFBP4,0.012314564852938876,0.050635176923250966,-0.0037672330521146867,0.04874053591898349,0.02440131225871085,0.034777700810197064,0.00011339806092348606,0.058257000141298726,-0.06173155965766462,-0.025694398964450454,0.07820971691933071,0.07161440562990318,-0.007065354833899529,0.005486865336922918,-0.02803834458789872,0.004707841813246777
RSPO4,-0.01909906653328925,,-0.02398967936546379,,-0.021648135551219885,,,0.015993705170732214,,,-0.04963368980394204,,,,,0.011044986600900862
LEFTY2,0.0052409560938122095,0.1474351165693437,-0.037235690704863135,0.02621677071290455,0.015814145623753675,0.06850881650527241,-0.019881010198914396,0.05453914101688971,0.03247059937252163,0.06179095712292028,,-0.03091974007134526,0.004276524368209177,0.03853732177401801,0.029331713951042077,-0.018901542238436042
PF4,-0.020934949646941342,,,,,,,,,,,,,0.05259274522474387,,
ANGPTL2,0.027376620131620264,0.040151637084233964,-0.05882681570359362,0.058368287692722766,-0.016536354048302192,0.026430558283348546,-0.055537455683488404,0.028652007320989208,-0.01680204206689588,0.11717191683333641,0.05142426787675444,-0.04107127735728916,0.04889797211642234,-0.002816762179353224,-0.028512928314472365,0.033869186779342975
LRIG2,0.04471827075549194,0.07600433694475595,0.007264888507020871,0.1017701364188016,0.025255226257026725,0.0017888670010811902,0.044293901588971736,0.0901710097739736,0.05169544152219515,0.01094354600738773,0.043446002250169494,-0.01503767389767893,0.001695599561532657,-0.06374107219170833,0.009046635010976752,0.03171245159425736
ICOSLG,0.007828105781379494,0.021588167755822334,0.02796550984085325,0.02466692721145238,-0.03934489197841182,0.05287124353458667,-0.0009431812789104157,0.04834628497796544,-0.06480278802233055,0.0005903576299753595,0.06567656569973086,0.055829987959228236,0.043480024976931014,0.011767736037051177,0.0006124154342906364,-0.009410538861061959
WIF1,,-0.04341580017125739,0.03503123770581014,-0.04300654589087002,-0.016705353454009423,-0.053083546583197284,,0.005451388001578521,,,,,,,,-0.03534266227492404
NPPC,,0.02822675280771761,-0.04184814723925478,0.028891533195919472,0.002564733889515732,0.04452070778384532,,-0.05006814339147306,-0.02698067637196983,0.00836312350919894,0.03684308114274874,-0.02897153771756344,-0.0008846161201759009,-0.02829369990477245,-0.03441804290002638,0.032426455401326416
LYZ,-0.07413555710868701,-0.047107362513492866,-0.0551110787796488,0.023125716194573164,-0.019248333621390133,0.07398719988654634,0.049296053290913,0.009250281277794932,0.021161756615876427,-0.08746888539463155,-0.0889548592114587,0.03523804199263178,0.05330770723877257,0.04312128813650861,0.060640625224775604,-0.07658556186693319
EREG,,-0.03376205864489318,-0.033759170886282254,,,-0.023838593606248334,-0.0061918180274881445,,,,,,0.08133121475118613,-0.00773553242623051,,-0.04735373315797877
SPTAN1,0.015118229074835302,0.08196721999691496,0.025358639722926696,-0.056776940771662905,-0.017350202505163687,-0.07672829209748076,0.032578753384755396,0.0015355006911483224,0.010893626615597948,-0.00020978547687795296,0.05141154463934027,0.042878947721299576,0.04225421541553814,-0.03989995179026273,-0.0556745174179303,0.0117002594403142
PTH2,,,,,,,,,,,,,,,,0.026157100805642437
LIPC,-0.03150821807810036,,-0.023225958101105056,0.04090535737309922,-0.04047339400937366,-0.017733022077764584,0.027618137853570455,0.013038791821158165,-0.0020756235976974067,-0.024948770765814227,0.08649947275740867,0.053937117311177736,,,0.007500175505519184,
COL8A1,0.018170187492333924,0.1282254039280895,-0.037039502634324525,0.04057690644251509,-0.049786877647365425,0.03182426351138566,-0.028505825370903244,0.10851315626648794,0.017497086212875483,0.05784504720069484,0.051597033705388796,-0.015583738667562642,0.04178871303331176,0.010071243287207036,-0.0602709536899735,-0.05355448536385408
GSTM2,0.021913219546827532,0.09683434224121455,-0.0015316961272722701,-0.024856365533722353,-0.04587212476382349,-0.03791557682429317,0.04099995652346713,-0.014039832699581957,0.004827778667917589,0.0321702789984219,0.03318962076150923,0.006852914063409503,0.005833126101365347,0.0037914927514968327,0.03859702101934621,-0.03195275499519966
IL4,,,,,,,,,,-0.04597649984736566,,,,,,
SPX,0.00837158384572252,,0.07305040581462764,-0.016809029622035468,0.02461764806416252,0.06285752011761506,,-0.03251767136062875,-0.03576806216228678,,,0.057620770373322305,0.03787422669756386,0.004369195883590722,-0.03764820599202871,-0.08561787219909729
MFGE8,0.007647689293833307,0.007843538450715443,-0.02324108131373385,0.029965312402193012,-0.032523590925050846,0.09358933689381208,0.026415499657978254,-0.001357464474916896,0.022486578458182114,0.01596682398701738,-0.013006100382520423,-0.05530212867652989,-0.004124070827372766,0.015489770661603813,-0.047940378736357495,0.018442687924818756
TGFA,0.028364963007076624,0.05180338281075896,0.0003381240039732804,0.0039666587036072615,0.017880849513344503,-0.008357956780749708,-0.0065443323398201225,-0.02591044015296067,-0.07339298346754704,-0.12189091737966722,0.017820729352940455,0.030485518416347043,0.043102844619579916,-0.013715795274483548,0.035133733976050595,-0.005790597782336193
SLIT2,-0.054587229162208775,-0.019899721264141884,0.04691466670937904,0.009054071951089825,0.07496205483948805,-0.006722472033267295,0.0008599199993212459,0.031292534231784394,0.16544193164273302,-0.011060783872854498,-0.04133276559168971,-0.032764246993168177,0.09603343346889157,0.03122877931725115,-0.03148045653477827,0.09948798689510276
PLTP,0.021242148507146546,0.09211716488536931,-0.0009167679743903297,0.08866489104719025,0.06826476435842461,0.05003431302308355,0.03156388231266059,0.00776475318565855,0.08166191063293882,0.024450149848621837,-0.011080611110796367,-0.0008839229419302788,0.12534221829920195,0.09555758836122107,-0.03669875716280691,-0.019075716145934184
APOD,-0.00831852139854296,0.10687123149516453,0.043469705549981794,0.10872280794980019,0.05046391599009148,0.05991740355767748,0.11364899483075706,-0.0067956802540991585,-0.11927525753390802,-0.04552940685257596,0.06072274700979367,0.06967657799191873,0.05593582246960806,-0.054596507863721,0.01389865004184436,-0.01950862956731955
B2M,-0.04027922915282021,0.07520363612855437,0.0034375607769506354,0.06648558997620732,0.06568361270812213,0.03236237999839179,0.1009520363520416,0.07148847926252673,0.04817583793677189,-0.08473103598487298,0.05268863425056611,0.054611669505551026,0.12069362115743909,0.1218754257428261,0.007694389470643129,-0.03565519734794309
OMG,-0.007275460087059729,0.10598272798038223,0.022370805031778993,-0.02150870623013935,0.03415141975826259,0.006307149424640919,-0.01472292046484302,0.05053750323034038,-0.00514762781015176,0.05862890234743521,0.05407966389073493,-0.04585114893328121,0.02086946016614187,0.011160790511946258,-0.018589534248381445,-0.016769661255601122
CXCL3,0.012204866596409883,0.00569894328190934,-0.06100144790519139,0.06077514330456221,-0.01701672141461227,-0.03355865612650616,0.05773378654415659,-0.020013404358781895,-0.027806292695791164,0.09139406633827084,,,0.029733883084184745,0.036837445457346206,-0.025547579604846427,0.009671054966890101
CXCL10,0.03340404601995545,,0.02036870334921006,0.026331585293300073,-0.011734438559902728,-0.06659133637880492,-0.000747029865898042,0.04363826900035555,-0.007644468625173175,0.011103510088052819,0.0449681735512391,0.016980015067434566,0.0071484538795643605,0.0867409272857448,0.02320511352163009,-0.00744212817566326
RSPO3,,-0.003759743190831599,-0.023225943781162536,-0.015617620016344437,0.053920125842079426,0.06229511782430728,,-0.004195538868485708,,,,,-0.04753221074543086,0.05967835726928718,,-0.017929032938890355
CORT,-0.010381565331877916,-0.00045614001211160236,0.0238292651837532,-0.002503843119721099,0.01632062619537278,-0.058332504873244706,,-0.04857010151378314,,,,,-0.036908507927229946,0.021829458964380776,,-0.05035594127339617
NCAN,0.04290084207965402,0.04662797026467224,0.10738438761110244,0.0737668055625844,-0.06000298704977313,-0.018073747183183348,,0.04502355215117373,-0.023227004092092045,0.036080076133284684,0.06468000072475573,0.13610623021415974,0.06413027178618787,0.0012580639309372158,0.014233008044687693,-0.02540412165978485
PRG4,,-0.028006236399272244,0.06960619982170935,-0.020937181767071333,0.012033126880645624,,,-0.024451481073566074,,,,,0.027558472451933613,-0.002949017142179542,,-0.005476902249608458
ZG16B,-0.02519180937141882,,,0.007492531479607615,-0.014789775151966361,,-0.026226663161742624,,,,,-0.026897244784953867,,,,
TGM2,0.04390533753719732,-0.07286478433470586,-0.008548989752148945,0.06206338540198693,-0.004110347478562482,0.04456753640778722,-0.021647386962456,0.0674347753489533,-0.019137412806938026,-0.060097736713364235,0.05174039331981294,-0.004937431166590978,0.037644947375340236,0.05348228038598147,-0.0016785729469266483,0.021452265991020916
VEGFC,0.028929555461569445,-0.037243368284646514,0.0035762317532954894,0.0480797419484891,-0.008839082217412114,-0.02693750697869945,-0.008021509541425484,0.027717952504168104,-0.04602321756706817,-0.05211758334656422,-0.034058358792853266,-0.03486417111596976,0.04103798567497759,-0.023826699375885434,0.02623899949303709,-0.01370387860491587
WNT6,-0.023297302696133112,-0.01952311865344866,0.10560702461236261,-0.020721351007752534,0.12499055493417321,,-0.029326770405001125,-0.006265563420915124,,0.020486100090437335,,0.03135659858780697,0.03280725667287863,-0.0012807570683264307,,-0.002801445575639407
NRG4,,0.036221070315906864,0.00788505482821947,-0.021321051156498197,0.012391580142215933,0.07542819321117586,,-0.02911141454215958,,,0.03554219470500792,,,,-0.027058749086905195,0.06920654185975607
PMCH,,,,,-0.021648134506463527,,,,,,,,0.019031297839746945,0.023689591037555205,,0.1544490108572367
COL9A1,0.042595049508595,-0.007570092843421509,0.021210402090819903,0.02291690078076658,0.07482656631118885,-0.023508124613222388,,-0.0027991037220307987,0.05852120388764032,0.005489752283686975,0.05143830367063316,-0.004587053173256862,0.04520311624352315,0.03022089648734221,-0.004079265196299627,-0.009879863631750847
GDF11,0.02213215857888948,0.08634076437399135,0.028372733942574304,0.060281282308338825,-0.03222935908765731,-0.027494433014231986,-0.03136468811206865,0.04404613555664065,-0.020114076025424987,0.10007852899395585,-0.004872753424162628,0.018117219467197413,-0.024183783361817604,0.021023604984162777,0.032072706323911335,0.015132489898771096
IL24,,,,,,,-0.016538444006535893,,,,,,-0.02452961141326935,-0.02989255470388978,,
SORBS1,0.005222075793996705,0.06602457255087067,-0.012700926124542083,0.022242667586141546,-0.0286686296445718,-0.015339231324914694,0.08026447255191697,0.020997742681165114,0.06781970389013746,0.046941644816912126,-0.032015633809462894,0.041943389732205225,-0.022852761597808108,-0.018783881062634646,0.01203678712170929,0.09257666738526288
DLL1,-0.02026698803694555,-0.026955530407908265,0.028840642731968888,0.08168219543262509,0.06375899253941107,-0.07098979897335829,-0.03510404141409248,0.06392041017880949,0.16890374245141312,0.17553525811543003,-0.03608023989690918,0.06170088923605093,0.04553324099022384,-0.0023718042002872754,-0.014373934181131249,0.03917683123484266
TLN1,-0.042058258712191064,-0.09744622144104731,-0.027433001526465824,0.07764194572247314,-0.04926859224451854,0.016628491720067654,0.028459124882321333,0.009700115009379486,-0.04470916153431561,-0.06983494025271104,0.0534508455990857,0.03406471013291815,0.018262714556948716,-0.025219570813810717,-0.03298749566443711,0.04777291126042076
COL2A1,,,0.03403275542670314,0.023287665498940114,,,,-0.02031771423644603,,,,,0.100128228653039,0.02305391706261399,,-0.047674209930130516
SHH,,,-0.02801152485966843,0.044497422587425124,0.010840875322737536,,,0.03450306633514123,0.010299262743835162,-0.05723532981519329,,,-0.011534500951399806,-0.04320592895872709,-0.03595454450132169,-0.01990344434398262
PON2,-0.05787676343452335,0.090192935941889,-0.009945516398424335,0.06801275766958745,0.03184215596042759,0.05249523188529045,0.06153353601020682,0.0757410860331596,0.08989835887922112,0.038920904051868946,0.013956592744406093,-0.006220028553008227,0.06593926766898353,0.0921592109102803,0.005341322896725724,-0.05886407009730098
ICAM5,-0.029988860765775897,-0.026773201861935218,0.05794466303802023,-0.03144137364395333,-0.029219730662810982,-0.04337936373204472,-0.015655669309710553,0.009904907361835798,,,,,0.0051424683931312965,-0.0054806295875167175,,-0.016457367600035685
HPX,,0.016894838268669797,-0.004791039309538265,0.01243584013543897,-0.029024017096968818,,0.10906135540685943,0.11215614477329712,-0.02780627814813643,-0.057471381315897734,-0.03339907612411262,0.018324859935899867,-0.010825232374373266,0.08521875553194434,0.06833076211486118,0.07648378062718783
SFRP2,,,,-0.02421072482258834,0.022539959000493975,0.006992782403728157,0.007081658794036113,0.059758678531101984,-0.07562322770129044,-0.04597652690841072,,-0.04238403781210038,0.06495557453290385,0.0692618932030135,0.09114909964180556,0.02076559125532374
CFC1,,,,,-0.01861307284995329,0.060302990566055356,,,,,,,,,,
CD70,,,,,0.0059246263882097566,,0.010349610068607254,,,,-0.04299221688334183,,0.07554079921475301,0.08063202597204336,,0.02057398409656093
HP,,0.09252794352444137,-0.04729606332591077,-0.020794844640349967,-0.0014549190467112274,-0.012792070991946182,,-0.037245733090938996,-0.04760656624035764,-0.07815604776825294,0.01975877006923534,-0.034335386522005504,0.054659240956741025,0.07430387631079871,0.008631884147661906,-0.061165475168568066
CXCL2,0.062211897322174324,-0.046482591583133885,-0.008836657920181599,0.02591804583998027,0.019489492818714406,-0.027259598743269563,0.15033104330627367,0.04230179484956132,-0.04990645924165765,-0.028261968544385764,-0.014137008372563183,,0.025760533527896215,0.0005048513021890677,0.014968327494110053,-0.039801889180601895
NPPB,,-0.06520897475945694,,,-0.016298363556670428,,,-0.0249537128832229,,,,,-0.030147802303841332,0.04231551244632187,,-0.03363709395559087
CCK,-0.031252454601048536,0.07745904788998416,0.09067130133175787,-0.05224816754326262,0.006045781867283461,-0.0458508827116153,,0.0029064650746591075,-0.02861026853164116,,,0.07762372223839259,-0.07112389492148245,-0.022525968843047108,-0.045782761752029014,-0.00823438880531838
