,UKF296,UKF313,ZH916T1
IGFL3,,,-0.015714771204231492
BMP1,-0.0359580745113448,0.19299841881367186,0.02489034479841596
NDP,-0.03401383163945301,0.05285966068456922,-0.035280447814547464
TNFSF18,,,-0.026508009508837204
RTN4,-0.03102628672672906,-0.11366612318070446,-0.03683043000374322
HEBP1,-0.023421727701736627,0.06641906292551158,-0.01548693615602059
WNT7B,-0.010749564550378591,0.09514166636411028,-0.00732562961432879
PTMA,-0.05388919232361877,0.2752327390997779,-0.019873331463611532
FASLG,,,-0.013629415704258307
CEACAM1,,,-0.01896333015567972
PDAP1,-0.005651577915454895,0.19331551738787914,-0.0037426647891841886
QDPR,0.003559839328822261,0.1187000008981058,-0.0010341594465450882
POMC,-0.028912063428949735,0.041784391628481216,0.11319293437958929
CCL18,,0.20556648382864817,
CCL17,0.0928589431625218,,-0.012353534485132125
VEGFD,-0.00975933990089551,0.0954958427917985,
TNFSF13,,,-0.020129053335895326
WNT5A,0.009528012656968945,0.04632239346466184,0.03179301238856479
CXCL8,-0.00908832166592043,-0.04750927754045606,0.013446150737259712
GRN,0.01801678857609308,0.029005507100520345,0.03343490354509843
MIA,-0.01109919383942295,-0.004864499450321674,-0.016420331580402032
COL4A4,-0.018645762960625888,,0.10458849053496219
TAC1,0.04698555574284667,,-0.01623997724096452
RARRES2,0.0586694886557852,-0.13025274391417596,0.06826934299190786
FGF7,-0.030344886592481267,-0.014579829595767615,-0.0755149180147177
HBEGF,-0.025062920616454553,0.1526824908841754,0.0693869476261563
CSF3,,0.013885980208057237,-0.013006366055215525
PI3,,,0.051755143406711286
PCSK1N,-0.049378457353727714,0.032108242910618666,0.0017414108018325963
NTS,-0.01952146847494588,,0.0018144655175913475
SFRP1,-0.013304947643880563,0.027708426409719322,0.1354432914006726
CXCL13,,0.05304223633998681,
MICA,0.05978499205969525,0.03876803761230881,0.050689951662333206
TG,-0.009628732734560363,0.031557054809868056,-0.025364894672880247
ADA,-0.01563783630412793,0.17741640778631362,0.051547140208672
LAMC3,0.003433976609645557,0.16443942135064565,0.007244617588424567
CCL7,,,0.14114873847309853
NGF,,0.19000562531899642,0.012529512408657833
TNFSF15,,0.000915243337492326,0.010221668140080999
HMGB1,-0.011931026004121817,0.18378467099529422,-0.08497160379370426
ITGB3BP,-0.0260269657196368,0.06755088034743752,-0.04989810708253289
AANAT,-0.01109919445678845,,-0.014420485063673515
RELN,0.04463979427289502,,
IL15,-0.023855806311145065,-0.04407021467001833,0.11779909441999763
BSG,-0.07097441075589418,-0.05057792659501352,-0.011326604422426044
ADAMTS3,-0.029510961476517144,-0.019309502327912988,0.004307802427972881
CD34,0.019781078588437438,0.1541930071998273,0.00043770803706637826
PLAT,0.009939632640488062,0.08003280886207613,0.03316978061342384
NTF3,-0.017916747616292424,0.02781778360939316,
LTA,,,-0.019407799676448012
CKLF,-0.016297793954173835,0.13246602524586748,-0.01923775273912266
APELA,,-0.03786901642554266,
CD24,0.007427299050541855,0.21131375173318798,-0.016911121913810993
HSP90AA1,0.010216852210319717,0.008497757913019042,-0.03389902474481355
BMP4,-0.023339790647544347,-0.024627715692164747,0.06561328975714946
SCGB3A1,-0.009362279082075365,0.0336509315659113,-0.028577230642893723
IGFBP4,-0.041231293796802036,0.13204688909365975,0.04096792515891888
RSPO4,-0.009362277712630259,,-0.025596856224157673
LEFTY2,-0.010265852015071329,-0.0058462691511079416,0.01759824972500939
PF4,,,0.02242264322095477
ANGPTL2,0.06249196755162343,-0.08270923773694173,-0.012879310462283404
LRIG2,0.011116370797707198,0.03823196624641495,-0.008405413023559233
ICOSLG,-0.01776785476902493,0.07403630469029762,0.03493930249621778
WIF1,0.08158609919703791,,
NPPC,-0.013011274872359325,,
LYZ,-0.010959725322228128,0.05441393468849425,0.07432064047499286
EREG,,0.026103852094873925,-0.02931026628232916
SPTAN1,-0.011873434280864426,0.06315931216699525,-0.03440630970825172
LIPC,,0.0012015849916715501,-0.024538798920557377
COL8A1,-0.02069428758016091,-0.21564456699746448,-0.0024494340810568144
GSTM2,-0.027671856221772418,-0.025632535548855338,-0.02160930663969539
SPX,-0.0016836038491580242,,-0.05019778690530996
MFGE8,0.020322167620315506,-0.015524868959056234,0.0261068567252139
TGFA,0.011368112813686633,0.0450556752872513,-0.014399186617998208
SLIT2,-0.025533449637715554,-0.018011622200065015,0.0010833752497232554
PLTP,-8.499689240401895e-06,0.10633950219532602,0.044183249329507165
APOD,0.01285961992191549,0.0695785435731681,0.02334738490334257
B2M,0.005415109130506131,0.175861025845199,0.04526268443247732
OMG,0.003128406401100477,-0.0331654735582998,-0.014560822230216314
CXCL3,-0.01001565818526048,0.15533495312428527,0.05363308692361468
CXCL10,-0.01521451784646726,0.0398923446743976,0.031516986048333355
RSPO3,0.010847433667080212,,0.045850461194564394
CORT,-0.013825896936677184,,
NCAN,-0.0255801512113363,,-0.060919488659639545
PRG4,,,-0.0026486974554513526
ZG16B,,0.01796483256244781,-0.017246001577820528
TGM2,-0.00872986408653392,0.08687389298856511,0.02053710834637346
VEGFC,0.048576704896258746,-0.012314863196112141,0.061547813425095424
WNT6,,-0.03549968654848437,-0.001002106607251943
NRG4,-0.012971569909718848,,-0.013831188469563499
PMCH,,,-0.029825296672772526
COL9A1,-0.019832238876548208,,-0.042108236041810375
GDF11,0.013918094913830096,0.1092625419468637,0.049902024961094985
RAET1E,,,-0.015172715477866208
IL24,,-0.03725519870218468,
SORBS1,-0.0015457732138081225,0.10439619207399384,-0.058979179498684774
DLL1,-0.00768157114020014,-0.003011340793917237,0.07170402214974075
TLN1,0.037276627436219456,0.1258774836018077,0.03150486568266332
COL2A1,,,0.04054928422500612
SHH,-0.010749566077693035,,0.019954951307929458
PON2,-0.04936658599152935,0.1429896013257613,-0.02789611223313927
ICAM5,-0.02410817778655334,-0.03526662307037242,-0.029825295417917553
HPX,-0.00936227812761356,0.01146544850191822,0.08280993457249908
SFRP2,0.007929420433375876,-0.03676759034709742,0.050540486517562516
CD70,,0.09540769200535383,0.05969706019829418
HP,-0.02921811693663167,,-0.020689945174074173
CXCL2,0.14062973995828557,0.1484165267503799,0.06449955293624923
NPPB,,,-0.014030200319863753
CCK,0.005146479789282336,,0.050795401711659346
SEMA6A,-0.014801409743583026,0.06499956256551861,-0.07340640191940549
IRAK4,-0.03167447199065988,0.10032165234235442,0.0075197071688283944
GSTP1,-0.05316592239851071,-0.031882396014524694,-0.0011469507183898449
VCAM1,0.0544417717274714,-0.030821731800990668,0.04674400880705754
NXPH3,-0.021846169236104752,0.0010192664467653344,-0.027127060350393657
MTMR4,0.018312007405964486,0.099935898991791,0.019019889856503974
LAMC2,,0.02354210720836715,0.005529183065423455
IL10,,0.01809699693065812,-0.024770082617494905
SEMA4D,0.05211912962231113,0.013928010112193795,0.006745180535339235
TRH,,,-0.015714765244162373
SEMA6D,-0.03724495554538487,-0.018644748949738617,0.023763180599329123
CEL,,,0.009611130019279353
PDCD1LG2,0.03755331338071973,0.06415319350127002,0.005055321760774159
SPINT1,0.02211310161047129,-0.0027476324549293414,0.06951076013187117
CTHRC1,-0.012184064586315019,-0.08883780271149617,0.06105385574390924
PODXL,0.007913365455680015,0.12112609305332019,-0.045344883656948644
JAM3,0.013801402310969423,0.10787179146854231,0.08136477806329674
TGFB2,0.014114791018038407,0.052025066956823525,0.005458167005001093
COL18A1,0.051390028551018846,0.22132948932053728,0.042642016802449376
NODAL,,,-0.02150708532933229
INHBB,0.03299666059493954,0.15723280613295407,0.003015336132092507
LCN1,,,-0.015891625951801016
ARF4,-0.002880391507061003,0.1543926810226179,0.03331078125155167
CXCL14,-0.03383793024091721,-0.06747893735189729,0.010821277825855163
LIF,0.03954120985303117,0.12543742805000346,0.007250460846561416
IL17B,,0.10088877058629507,0.003382818143109525
MMP1,,-0.17968280480684856,0.0017088731828255284
MATN1,,0.005321343867957211,-0.0191125125829455
ADAM28,-0.0315496698332151,0.07339099122041573,0.030555969670467618
TCN2,-0.03669382724103252,0.03036006495946199,0.023940879718458527
THPO,-0.011549765841588787,,-0.020689951472542132
CUBN,-0.03314007300155652,0.22487056910552458,-0.044413299533797704
TIMP3,0.004994851023448192,-0.09024787454374791,0.08561849628268113
PIGF,-0.04985210928870875,0.14281427942839264,0.00541414307664061
CRH,0.00796003049536019,,-0.023565247359802644
BDNF,-0.018788643778895022,-0.0007257845234382543,0.019201444772391954
CCL5,0.01571872922713763,0.0674035961072833,0.08840470314223654
GAD1,0.05535777819827638,-0.048409647128557214,-0.022836950771508355
