,UKF243,UKF248,UKF266,UKF269,UKF275,UKF313
IGFL3,,,,-0.015533286987084317,,
BMP1,-0.01232729186658064,0.03295397941944574,0.014421435363226464,-0.1033842452732517,-0.06500762855765245,0.15729165178179055
NDP,0.04551701194776441,0.031496257153725477,-0.002236127186662416,-0.015380405816258817,-0.03887418864383452,0.06642879441824204
TNFSF18,-0.019872573815812034,-0.023060056895533032,-0.019666593426778678,-0.023066464853766223,-0.013506325325882383,
RTN4,0.11102871036699069,0.08385415960496756,0.11484557185240996,0.15043928705795367,0.05879801759955602,-0.06655743196415399
HEBP1,-0.03815747381348075,0.049474387123220005,0.019541072104683796,-0.04256718390350745,0.0145892603989158,0.027794218883210337
WNT7B,0.2165632480827055,0.021774027625550932,0.11283229752529308,0.1698823186915996,-0.031585057527226026,0.07737145538602778
PTMA,-0.007075583736883193,0.010621212985056942,-0.06378210605715698,0.1105251797904257,0.017028527166590552,0.24561196932721344
CEACAM1,,-0.021128994142370988,,-0.03035415397995223,-0.021242232071199903,
PDAP1,-0.02231508144185007,-0.0004576598741313746,-0.0013890968386142454,-0.08837912161758413,0.034964963990944294,0.1504711382426072
QDPR,0.08744463032182005,-0.010944619490862827,-0.026935707043758323,0.03829581412050338,0.0341269441880952,0.13040233709733134
POMC,0.2589894335416031,-0.02731529158739583,0.002723578342795363,0.03735188934041448,-0.015671671853105917,0.03803120248110996
CCL18,-0.026650755494015844,-0.026366988337222414,,,,0.18555108413597413
CCL17,,,,,-0.016845017282145363,
VEGFD,0.03002055671406863,-0.026366996709976165,,-0.02602242241074515,-0.002472392207805045,0.05728272616318803
TNFSF13,,-0.019897381829309294,-0.019072492941154106,,,
WNT5A,-0.06856968838085974,0.020712764289666247,-0.04563994976107843,-0.11398489707828825,0.014023317978792426,0.06111719622755852
CXCL8,-0.02954293874176506,-0.01198003559433158,-0.013442373525911214,-0.015505590286734885,-0.05283247259863271,0.001587824990463989
GRN,-0.04210210136385083,-0.011385029332517988,-0.046248296868519764,-0.12661976621988807,-0.006864635670674743,0.041380034129239796
MIA,0.03586344116799004,0.008052816951116724,-0.034486745581722836,-0.044372267897654236,-0.03310910429240833,-0.0068316886685259835
COL4A4,-0.030228031756911435,0.0019767394826983903,0.02189412268847894,-0.015306901364948881,-0.0021500540092697323,
TAC1,0.29758336241365835,0.035344924445713376,0.033065862080658655,0.10894109645861873,-0.008806830512982007,
RARRES2,0.09493186327053847,-0.039614917733046505,-0.05063330455327528,-0.16147985907115486,0.05682372650488317,-0.0986925058217951
FGF7,-0.03900186508008892,,-0.014683885612873846,-0.033108162502328536,0.04219753697726989,0.08818810742489916
HBEGF,-0.043548731145830445,0.03263339745648314,-0.04352792633762378,-0.02986765389681021,-0.05210166646085129,0.14253285016891498
CSF3,-0.030228007825288394,,,-0.016194407022849886,,-0.047118973820042695
PI3,-0.03580958289930484,0.033365460859637854,,-0.018235116050766005,,
PCSK1N,0.1688667843409983,0.008821200590515554,-0.009141223715573427,0.0677708258100843,-0.008716644203640446,0.1800332614688733
NTS,,,-0.005832118794791675,-0.01990487427840535,0.06431239058312087,
SFRP1,0.04161092539109067,0.019566896612919653,0.0013991211499079315,-0.01811721143098592,0.040475097076644304,0.10052271391006726
CXCL13,,,,,,-0.00029358744300404913
MICA,-0.01200527523951427,-0.0438774532387147,0.04542810616825089,-0.034582995536004586,-0.003409765996639845,0.04737496395003367
TG,0.04731743260715601,-0.007227686548606794,-0.025570306646760254,0.06084728183080883,-0.01697071743746214,0.012261753785975356
