,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
VEGFD,-0.015672952771838937,-0.004241976227984742,-0.011351887143003432,-0.005792313146543561,-0.02210422974945618,,-0.053902669508606824,0.04328000380870446,-0.022035737672451094,0.0067837454617466,0.00752300201582973,,-0.027123664202448647,,,,
TNFSF13,,0.026466117662400774,,0.027745719679482677,,0.03824190780806117,,,,,,-0.02401954599077676,-0.027578326229489886,-0.023286000880162906,,-0.01309176973094565,
WNT5A,-0.07687088207660184,-0.007860044021175537,-0.09332600597948001,0.03462930968958143,-0.0036001624732974013,-0.20527207241047984,-0.21822385513578266,-0.014757232084341756,-0.017840171558682134,0.04845007217593803,-0.08326310453832383,-0.053529812223708624,-0.09620913563638926,0.03214167374644691,-0.025454433863074527,-0.10012022335161522,0.12128168064580999
CXCL8,-0.11042720083903787,-0.047454494004667676,0.04426874694926622,-0.03111370483076259,-0.16252640614956038,-0.06495260665126981,-0.03301981061913689,-0.060927299615772354,-0.041369206496642136,-0.14751763618503363,-0.07031747796454402,9.054994933884022e-06,0.052772110867153985,-0.016717915401064334,-0.03652423156566357,-0.062145174275540574,0.05960993984849599
GRN,-0.07565888677843582,-0.007636256984037057,0.024431505076552392,-0.0020537118941561265,-0.09165808017162565,-0.1661763315077323,-0.2697111138578222,-0.013252561567210747,-0.04701709790164116,-0.2773145602049442,0.0225018127132132,-0.002938788412598461,0.16105581400770472,-0.07243731532093199,0.04857134061164641,0.026445964684323607,-0.09193017260137953
MIA,0.018719467710626714,-0.014138836794793668,-0.005528746032277042,0.023310232819407355,-0.06463234678094491,-0.00849143968596216,-0.10453302319867559,-0.06865934240140954,-0.031960536007522,,-0.03476103828572714,0.016197052223594976,-0.0034862565020013026,-0.013275106829901415,,-0.05551377603441758,
COL4A4,-0.04349110063668732,-0.023681185067416437,0.06769076118544601,-0.0037634139878426447,0.001327180020542112,-0.07320552159118518,-0.03986150867239276,-0.051910003474531556,0.007658733124263257,,-0.044661692908959064,-0.006329033155807148,0.01599145394590604,-0.003234166967785759,,-0.07292389404335804,
TAC1,0.3258989964380911,0.05290595517984362,-0.00823476371602595,0.11445482235903061,0.19183538645114365,0.28938966931600263,0.3703743039034282,0.17745510611312945,0.06621750249679031,0.30308953078092926,0.2630202091468385,,,-0.0357768327215329,0.06525701676713248,0.22965586829800344,0.11905094922483807
RARRES2,0.017439457350188977,0.0038617750280210577,-0.02089360589527998,0.002716128409677859,-0.17238217829106026,-0.19285865271370875,-0.3274421080434724,0.1459878478925743,0.0008376372351643866,-0.10031497798270841,-0.08323167742209236,0.025110698170077977,-0.048978057318368955,0.05106698161694087,-0.024300583851411754,-0.08577479050792554,0.08068276746485291
FGF7,-0.028834061516485807,,-0.017518396277912258,-0.006421629084234035,0.031002872752963165,-0.053823072311739155,-0.07167974169930731,0.010848555193705537,0.039659214454021256,0.06567944527903251,-0.014366810290539723,0.017985225437918202,-0.06485110488460542,-0.006283440143404022,-0.011169326180647603,0.08252444799678467,0.08989164976171796
HBEGF,-0.04055661225622045,0.06688039717912214,-0.005253617985809727,-0.008864173012940962,-0.0878979745272583,-0.13167808952126575,-0.08084500723208606,-0.1744354926700598,-0.051985907732990916,-0.17846208476713737,-0.09591176307579734,-0.010280409736592971,-0.07329703572047418,0.005162382208517348,0.028300027001427485,-0.0542763402763112,-0.009776229250133453
CSF3,-0.04349106620465303,,,-0.01754805935441857,-0.028423724255884558,,-0.00472231394515047,,,,,-0.02045789957721375,,-0.029728989858092924,-0.042996883937378966,-0.07949822294626349,
PI3,-0.05152165334996963,-0.016668823037280695,,-0.042018288166739685,-0.07243109288815729,,-0.057691889525779715,,,,,0.0170375319822978,-0.021850920171844715,-0.030314410032912634,,-0.06720289980406775,
PCSK1N,0.23024148933904948,0.09541072670033274,0.15397933024953736,0.013940518045045522,0.07464926413319785,0.13633255792733714,0.18988916322274046,-0.07101435152264497,0.04752703802155047,0.4286854316980945,0.2711187686105707,-0.015522940579093895,0.04314296190283707,0.021231832501520866,0.1002785394748384,0.23513656763326019,0.1105564101038385
NTS,,,,,-0.0027474018385405716,0.07007757312564288,-0.03221198083758209,-0.040969357881565346,-0.008569363443162645,-0.08260973710738216,,-0.029202442276194,,0.0201907239375826,,,
SFRP1,0.17464895876444614,-0.05994391384450256,-0.008400939060217872,0.0022893854482275372,0.11731947225279193,-0.07742218981791621,-0.023427820365682448,0.03867687298632364,0.014578193150238812,-0.09875310141827193,0.06276387286894346,0.019195216394467137,0.056538327968838745,0.02420293738460342,-0.0883917577304583,0.002242105104513071,0.007324878027596168
CXCL13,,,-0.013500041723145229,,-0.01953063280400635,,,,,,,-0.028117273721486334,,0.03353885682413988,,-0.048388442775235074,
MICA,-0.061033433273153616,0.028204699714069328,-0.05451931816029644,0.015893223584745212,0.025743906269207414,0.059014901949736846,-0.1173112928849517,-0.005976514496319395,0.031797755443981966,-0.0863488763974768,-0.09026544411994956,-0.018499089056369596,-0.03518921946777265,-0.00935633892803764,0.050032290054393934,-0.06642054193370821,-0.02350918917157241
TG,-0.03466932145167955,-0.07169895525130901,0.08977862555587249,-0.03131031956517188,-0.032097271174073586,-0.046136773246498695,0.01329173623610008,-0.00920566624723345,-0.037525850196380245,,0.005258630293129914,-0.016632865912382774,,-0.024467415486135794,,-0.007899362565365725,
ADA,0.06063873306542517,-0.04091824279281231,0.018957965405853094,-0.036959236346734675,0.013501615563057097,0.0001653495461210245,-0.24307494903967464,-0.03212579311701727,0.02910373840483577,-0.20771941849751202,-0.082105478921559,-0.006224137164189598,0.0655339259433792,-0.03917711473317548,-0.023521085171048593,-0.049649262571391156,0.1137242788352198
LAMC3,0.024733178834184938,0.06330568553967021,0.003762915978329813,-0.06957357349803087,0.0547661640057113,-0.03838353548709998,-0.15840516478332511,-0.04907896811727698,-0.013337175315480551,-0.032921971243413194,-0.024849983331092708,0.04326892399670745,0.041172274635478776,0.011154944767977066,-0.05371340318292445,0.029641107495526075,-0.00569074502548724
CCL7,,0.00455413630891529,,-0.022637311020204123,-0.0510579190758341,,,,,,,0.026867079125198347,,,,-0.0740757425624005,
NGF,-0.025056439539227593,0.031618435913007066,,-0.0111206616076152,0.04003157066073009,0.03413344450719757,,,,0.07245168568976275,,0.16092087617707662,,0.04851365376487232,,0.066314867624253,
TNFSF15,-0.03099794283902924,,,0.055396572875553544,0.012749006218743733,-0.06389786887545466,,,,,,0.03021359436468713,,-0.01846119231809381,,-0.010486929065070798,
HMGB1,0.07613010672731249,-0.029524030376636437,0.04835671969646729,0.006252082182228262,0.01967570571599938,-0.13176340203072218,-0.3345039173814604,0.06620346909320958,-0.042829672339684946,-0.14927008209961065,0.009769894091596933,0.035567727867892314,0.007258271294446025,0.013454906130291945,-0.014632971750734419,-0.017571822286637076,-0.010072167913323169
ITGB3BP,-0.15556787358932533,-0.02677691506115466,-0.004846942916180311,-0.007876724030965912,0.0010937172222220397,-0.13247299859447242,-0.182200367125844,-0.07138181180804012,0.01680562355597663,-0.025485338361000448,-0.16526960320083509,0.06332186457914972,-0.02623961602069635,0.015567098204589222,0.01620538018543266,-0.07843317901116724,0.045786263293780466
AANAT,-0.019536868215112906,-0.004044845829978067,,-0.022936479590373027,-0.03406286297396109,,-0.00045386140435121734,-0.016496616384144114,-0.043179589791845996,0.057090326350785606,-0.02515669685477445,-0.01645879213117816,0.09847159262430492,,,0.016625724686681737,
RELN,0.05549738880795813,-0.007129255191542046,0.026649517560404654,0.014159731017866141,0.11220685634488144,0.03920525460980572,0.19332403112887392,0.08818907266202597,0.007348762500097022,0.10669869380884282,0.008145661613079508,,-0.02678696341201264,-0.005815839385696869,0.03608599552934041,0.0976360452420482,0.08755417664398293
IL15,-0.016389829559572376,0.10283112934429853,-0.020700874872740017,0.03850177322001397,-0.026840078422826825,0.07608285032701476,-0.056334667631432515,0.024581274847601465,0.04044404603747349,-0.05021621909819552,0.013757771070929313,0.08654057313179994,0.0012818758517793417,-0.010181598130532718,0.04531791990374655,0.07650181694967481,
UTS2,,,,,,,-0.12635709398448355,,,,,-0.014015866079000622,,,,,
BSG,-0.10416784316687312,0.08076909999632198,-0.010675278119817559,-0.018190629142042256,-0.034256260555005136,-0.03147546293212758,0.11829583158606516,-0.18084848305321086,0.024368714805691645,0.228704737385345,-0.17361120110019304,0.05461378474909254,0.10036548344878105,0.008753003805647632,-0.016935296191360295,-0.07185821582343188,0.15377356552893626
ADAMTS3,-0.041851734598432784,0.048694663164088284,0.0057783722277064955,-0.0198426981286476,-0.012258236337753624,0.0166135043858127,-0.2691593708719099,0.007283659541614595,0.021084861116418083,0.03789239079496674,0.012111832215195505,0.003590118508533199,0.08741166318619918,0.007229104111721291,-0.07345974834055631,0.010775193371240789,
CD34,0.11725139211444079,0.12360949521467879,-0.028351660314700836,0.004592272782150188,0.07370869582586123,0.010088731214903949,-0.11268120246782189,0.05803074979761586,0.01573661074735635,0.1059289624956832,0.04092693200060146,0.07659219778179122,0.07772122243396301,0.016338064118191914,-0.049248853718167916,0.025087196348716694,0.059524030366292335
CCL23,,,,,,,-0.016855384212775222,,,,,,,,,,
PLAT,0.02716413724310999,0.042345047834317855,-0.046200389211017386,0.04984933392588969,-0.05233506465317341,-0.23914799524184,-0.24656828736821823,-0.18416341489408405,0.017407976758871603,0.028456077827248984,-0.11339069731825116,0.01586473776826067,0.09125464810831445,0.016618860882458227,-0.05403902881300126,-0.05573738056355605,0.07694242824234135
NTF3,,,,,,,,,-0.02385813407043103,,,0.04745423022417252,,0.03313608276875261,,,
LTA,,,-0.02233069844346865,-0.02901364350858561,,,,-0.015318121425281933,,,-0.03288410742551912,,,,,,
CKLF,-0.04735852523360774,0.04436567964736836,0.013218362037073099,-0.035979118101862446,-0.06744442011262582,-0.14039398762152244,-0.3154114209288323,-0.03187193099670263,-0.02934332866758126,-0.23212515010623685,-0.17492993190422573,0.05404288337374928,0.027974977438529173,0.0031372359278383313,0.03500267777526671,-0.07148967464621206,0.00020435437285153457
CD24,-0.046575867237729274,0.002340063088626965,-0.0719497254069668,-0.04878367193990046,0.06639237221838162,-0.015097209610259914,-0.07618323561752813,0.08918554847829473,-0.12619214055654718,-0.06334628981412013,0.0576965551770567,-0.04263322924845767,0.018528023841910414,0.06454668853464648,0.10700729715378467,0.10137057573075753,-0.04254037911283272
HSP90AA1,0.052841510817126715,-0.04980491149381584,-0.0040979127388922195,0.030539411094731964,0.16606668079928438,0.3368259919525539,0.34782513575962903,0.03292644034489275,0.038555083049908075,0.44927087733215904,0.2881809490832187,-0.015906652947352686,0.01917679308479887,0.01307169145808447,0.08329429273710967,0.12440220394462835,0.15835844217091516
BMP4,0.11047212098985992,0.010003145282076428,-0.009402240491989662,-0.025345691798859808,-0.030769949233565356,-0.12467853645339584,0.009491665538095603,0.06280831791079507,-0.08829337013812676,0.046523575489775836,-0.007941532535068897,-0.024272483166422398,-0.0034687974668437525,-0.0031317442282952305,,0.09975065902132278,
SCGB3A1,,-0.02116089696788462,,,0.016658302125430176,-0.012835307672862062,,,-0.02639422683881846,0.05706621472980707,0.03151425687819686,0.046308574479869476,,0.012370180677026329,,0.04670275542751086,
IGFBP4,-0.05548084484703098,0.07734074441034947,0.03431814855356995,-0.07746989671074818,-0.08504462621610864,-0.23828650762416287,-0.20505696840198584,-0.12188546587173928,-0.002438724028976564,-0.11956915659422453,-0.0937891373244316,0.03977657204303771,0.04706019617288647,0.000142314815053415,-0.07929128823323858,0.03257063658431028,0.003843950441282249
RSPO4,0.04426760467721354,,-0.017701222700944295,-0.02320276907179708,-0.038943264496097224,,,-0.04031959336876119,0.005545608085141919,,0.012096269807418599,,,-0.025819059324558375,,-0.061873217053770975,
LEFTY2,-0.01764338126610694,0.03744619633724791,0.02205028396789873,0.005091207954177386,-0.0007218826407093051,-0.057574221595244744,-0.20641237454480846,-0.06724842977594842,-0.010064258664277799,-0.0027962996105519414,0.005587072635399564,-0.015926062636307123,0.057748294918815314,-0.035112214923334016,0.11325552916795727,-0.04480448665284601,
PF4,,-0.04199941323326316,-0.003952883497246507,-0.019750607883508124,,,,,,,,,,,,0.00446197149995569,
ANGPTL2,-0.0041015528118986625,0.03231227340638244,-0.04763157938928285,0.015734692451890516,-0.04998220978652116,-0.2956978841562134,-0.22271962935612263,-0.019056388675235913,0.006788755594383099,-0.22572824084279827,-0.22130743055946972,0.04124581232931294,0.03714786474775469,0.025066534410668462,-0.0069572866869917205,-0.04745053989024607,-0.02172517324515969
LRIG2,-0.008029786097454639,-0.0008173157226474954,-0.0425572984806865,0.016375004406445064,0.022381431947265946,-0.0940117648271424,-0.062196352363547314,-0.04671859236219155,-0.023928974104306194,0.01976136161276959,-0.10193653177624336,0.01858845267047047,0.04501385374256891,-0.06422613142656448,-0.08873757132820456,0.014075102634330391,-0.08535930026092677
ICOSLG,-0.04006934308382392,0.11559174167764132,-0.012137382332630925,-0.015192743800314277,-0.01512477183818137,-0.04444383983734525,-0.16450958192584902,-0.005087881625690224,0.010500194346956017,-0.11664134742571236,-0.07754520741017348,0.02785484761102486,-0.04913373493202217,0.027995915199298303,-0.056556357483059594,-0.0947482493830705,0.023784587987891143
WIF1,0.35391711477215493,-0.030298852097829475,,,0.112053785002329,0.20466845146761548,0.3488704659035469,0.06104342903071585,0.05799278244814499,0.23308108938447858,0.25078353087835664,,,-0.02400131652547629,0.04193248061822578,0.002066203578332426,0.18159115209649512
NPPC,0.012540092617432332,-0.00014383080845704538,,0.03733833080323384,0.013270962675115005,0.10522808059555065,0.10324022590139718,0.08546572064814634,0.07829130162384886,0.1891702650419593,-0.16696660947874242,0.1154648495400227,-0.030179645821728673,0.0943672816629627,0.043248485157196176,0.06860790173436353,0.06357291686111564
LYZ,-0.03783189905811626,-0.04550934504313597,-0.062210017449506105,-0.07813907562963046,-0.1334300815841723,-0.08625150505778097,-0.19990655508584237,0.005167982507877286,-0.06699872577233272,-0.3370289773547063,-0.050819237447051545,0.008174541763998368,0.043901436823247805,-2.343638815605796e-05,-0.0284682162957897,0.03842089531797417,0.09556176398051666
EREG,,,,,-0.0658843400268328,,,,,-0.041524750493692635,,-0.03808170064935717,,-0.03215807369989739,,0.041382430804923535,
SPTAN1,0.22691155600100396,0.020334378320895394,0.035868995197411824,0.019962714759477723,0.12113040960528546,0.18332858709230307,0.22747387592462912,0.11037725055874482,0.053054139615288654,0.4572179617708434,0.1805044457858301,-0.024336222905295624,0.040028080465394876,0.03822485926721478,0.039808519268128784,0.26646647245374955,0.1151125409754403
PTH2,,,,,,,,,,,,,,-0.021526513528216166,,,
LIPC,-0.011391095248351883,-0.03818053962687639,-0.030571857576220607,-0.03549331333965353,-0.0025767238990983057,0.018218455921440904,-0.07318152090175625,0.022593474931304,,-0.030600665898919754,-0.016483005910847722,,-0.037043992870273566,,,-0.018286787055560735,
COL8A1,-0.1491746259339039,-0.024865218665061764,-0.020848836577804654,0.047137071940281265,-0.10763259654055334,-0.19862407291194736,-0.1082197329217748,-0.0219284975040554,-0.04821508777988141,-0.15426123707719774,-0.16877138850560047,0.018716928678094023,0.030367738331548263,0.014567455744276722,0.022373607512543057,-0.13170375526161626,
GSTM2,-0.052771749972436464,0.0982764707684591,-0.00580508635267855,0.0441819494950748,-0.0022891984972020015,-0.015394245413383467,-0.07616674906989962,-0.052661392399133096,0.002970545061806078,0.03561976778394024,-0.02174479380934097,-0.04513841672020191,-0.013137434023048832,0.014442358217186167,-0.03505483972278089,-0.04891186831863187,
SPX,0.19845811698182336,0.019057501419062067,-0.020888997650443483,-0.011103691436261246,0.2046171158529655,0.05446194227536202,0.18087474927923117,0.06991203578290725,-0.010561817085779307,0.1271328172434076,0.21902479346434725,0.026549831787642725,-0.022668611115229633,-0.03739232304335352,-0.048409966473454594,0.09753015159039853,-0.04445452386765473
MFGE8,-0.132602145454353,0.026064913876018687,-0.031073981880134285,0.03375034327987899,0.06493235335301395,-0.08961978073305792,-0.0788138379732715,-0.09830925525283941,-0.036958254911790445,0.08307828743376376,-0.12577934608718805,0.02153054586486756,0.06926116944361006,0.002238896744611361,0.025932903958523126,-0.04237948400596996,0.13382458176385661
TGFA,-0.18707821884443587,0.07766786130863816,-0.0038254447392572395,0.02797807852325138,-0.018777290401663406,-0.12774879204952208,-0.20427784284689154,-0.16266485322276017,-0.0183995439519399,-0.12724436716052182,-0.037784438917846115,0.016963984535343098,-0.029825180577691155,-0.01692271524186354,0.0740262984497097,-0.04714463412266002,-0.048778684100618856
SLIT2,0.41920962257303845,0.055706490962664515,0.10872135013639718,0.007162757713068785,0.012285729105283598,0.09688743695211889,0.22552221117028892,0.1328308649217526,-0.010482791201865536,0.17904762314010308,0.27648150364275276,0.06200120671181747,0.027103674748696113,0.05883116168226772,-0.048263737245596516,-0.019790059030155682,0.1553995592110605
PLTP,-0.0886878888875094,0.01079606194568276,-0.007745197419753997,-0.029236339243852712,-0.16446161992984235,-0.15722560783080353,-0.3311802512054914,0.0739184485363626,-0.07773843186537636,-0.44137459154397557,-0.020028651578097054,0.0798852966919067,0.03819564623321688,0.00562370173408226,0.03984887545775147,-0.023658246827687975,0.044067696368475816
APOD,0.08389989328677469,0.0545280993711754,0.031858356653188986,-0.0035094897483093565,0.07675866547716864,-0.05364054980688178,-0.2825158643311961,0.09005135841720868,-0.01805847002372162,-0.3094284119249567,0.21086328017996073,0.02742926270265994,-0.10082957880782209,-0.029416354480495278,-0.10433597395483053,0.09903916894782085,-0.030639089044105394
B2M,0.06088547741469504,0.06528312782892448,0.08257331250984264,-0.05211063067178078,-0.1738168153740282,-0.2910091765458703,-0.38249160419106115,0.001520472049712852,-0.12453071885984186,-0.480507541243375,-0.28007386133465606,0.11444720200110062,0.10725523893710892,-0.042763393161291734,-0.14326237129311883,-0.03254017924977709,-0.06767540944366901
OMG,0.22279826403297834,0.01904881205129335,0.09341108419367888,0.07443683984817911,0.10273779059392411,0.026406290211291945,0.02909164069817783,0.16764948687971215,0.056707675608810425,-0.04501169759483362,0.2009431292667718,-0.021308747344015784,-0.015254596878147465,-0.001992937551904815,-0.04931341056547629,0.21285605675123542,-0.021956082573617645
CXCL3,-0.09538510726225416,-0.05316738195956092,-0.0018767316749219887,0.01313311003584942,-0.07268579432265695,,-0.04080847602126339,-0.10887371772569192,-0.024158568712349376,-0.07302089477974737,-0.027457200700021427,0.02409783354512908,-0.02240153242635691,-0.02800886707767433,0.02857365328156944,-0.12485423736833617,
CXCL10,0.014184456071744216,0.07167439052772898,-0.023119198718466544,0.057619013765261545,-0.041797407408329455,0.024658219875204845,-0.24607917466203152,-0.0017500978106600288,-0.039522417412127996,-0.03805606574854852,-0.05777882534884909,-0.019373258700268892,0.08948368752449312,0.008136266599845086,,0.07280267740151868,
RSPO3,,-0.017695058272537666,,0.004067340714944138,0.1383804687720974,0.10409622132857826,0.01882509272186619,0.15599183749575632,0.02221314764798313,0.23608258033097415,0.08554219370335184,-0.02263547017235581,,-0.004184029667645819,-0.01204564889496176,0.13500996350916258,0.22075274579398402
CORT,0.0378736471411662,0.055380603578456714,-0.00016733363214603458,-0.008673426373833849,0.11545915675316651,0.04720449444743864,0.10932034194974906,0.07789037683493304,-0.016010858090331943,0.0875891902618625,0.03630362472139117,-0.021392636701642705,,-0.034389359697498734,-0.043784830393874284,,-0.006810771848900032
NCAN,0.04981771073098702,0.022820488342683454,-0.03326945191012119,-0.05104155698419294,0.20759659064566077,-0.1884365473658424,-0.14084312192616702,-0.06989404232393552,-0.027702357708479557,0.27383329704819964,-0.21419030981495527,0.002852860204361458,0.08472532110498338,-0.004607723125309512,0.024459830585578247,0.21624835109360474,-0.06838297455300932
PRG4,-0.046836139276061714,0.03496813665136059,,0.03128710901969055,0.092849461699992,,-0.04691156774706575,-0.007806748677818449,,,0.030431045150491217,0.12805630576848873,,0.046675730199359874,,-0.06542240250415923,
ZG16B,,0.0093078369120302,0.016496536471784846,-0.026273372070537645,,,0.035250374329664484,0.05231451817927254,,,,,,,,-0.03694070990418657,
TGM2,-0.015337058647260596,-0.018437724598360846,-0.0704884659085757,-0.028486041601471584,-0.045089869373480536,0.0036007109176313906,-0.1254727793184368,0.012088511690544304,0.009955833873922374,-0.015931287501636148,0.1390179598246453,0.04275013138497309,0.0662411602501655,0.022715858048406,-0.08787207063644997,0.06601638532655411,0.045961972108851126
VEGFC,-0.0336058650452822,-0.04300279146700024,0.053059678964774856,-0.02579655134093312,-0.0345113840691017,0.06508049272148173,-0.033145193241402506,0.08236970363707677,-0.025530965603784633,-0.01922043651576498,-0.031765050212744804,-0.024144478028223334,-0.029547990406160716,-0.03551685821041334,,-0.03712089646552366,
WNT6,-0.028104254955301385,-0.026711166366981794,-0.022604953989172824,0.0062251119161462354,-0.011383078334809454,-0.030284562122586733,-0.02489630011911524,-0.02820939424080565,,,0.02391615529199074,-0.028006966145088862,,0.044512988801055225,,0.03627164673469621,
NRG4,0.024261382319208092,-0.03729052911563752,,-0.027550647368504617,0.03391742840245926,0.10752245869507596,0.02213851143994231,-0.0318859669208061,0.007585297519737822,0.16421700379578263,-0.011906782066761585,,-0.0021677573861417342,0.06890434620744919,,0.13334038744604296,
PMCH,,-0.04297934163016258,,-0.021593191355890176,,,,0.002975272741344396,,,,0.07444178643362225,,0.01770539162155453,,0.0407279356930605,
COL9A1,0.05861060544314261,0.029348096166452075,0.036629096972795656,-0.02877464037238791,-0.022107358752627468,-0.20052192558621437,-0.06725864157771617,-0.020924440612408838,-0.02385941519073598,0.014420532969109067,0.11475789933847884,-0.030787199605487685,0.010589622994439267,-0.001690376732242218,,-0.09736783379768216,0.04216646962932035
GDF11,0.12382786124090933,-0.00015189616342086738,-0.08225445435444266,0.008786746714389105,0.07277464911982426,-0.12465697221989591,-0.1936824249589382,-0.030296176116941784,0.045496612712121215,0.08628950427402854,-0.08962997673449556,0.0022392317768634277,-0.018791079933721873,0.018623203408892296,0.11443088791167919,0.05166595499139781,0.006865415372821957
IL24,,,,,,,,,,,,-0.014217672153834024,,,,-0.04224577888845411,
SORBS1,0.06974756520791668,0.05968543394409011,0.013367344871650214,0.011936694942795126,0.02901171051534858,-0.04896509368920355,0.011791383365526566,0.015471387561333738,0.015069627608656528,-0.059274551871306425,0.01529765745360436,0.022646791558490538,-0.029881979895137332,0.003648355134456845,-0.047458133657967555,0.09491545837137332,-0.11682972629869444
DLL1,0.15233397079028554,0.011362521830654164,-0.05126589478261953,0.013129869049565715,0.07175868645271392,-0.16020049656872096,-0.1334946416274893,0.07689307340163729,-0.03410185178428021,-0.14516865195714523,-0.11899327189371973,0.056711482670345266,-0.046352303510769514,0.03909816762396884,0.021769635189983455,0.03370511305749029,0.05879359493449186
TLN1,-0.11821492790320395,0.03483383172745798,-0.036887643200717794,0.05881486056922816,-0.12037811540965505,-0.180198718288786,-0.32565944850610157,-0.09004089351808478,-0.006300809923823055,-0.35805599931577564,-0.17412837038881962,0.024864330252142196,0.0707564066955176,0.05437126994739128,-0.16114321974595128,-0.07866250530133392,-0.0005557143249572186
COL2A1,0.05953176693623683,0.04529341400923859,,,-0.0032141380262956805,-0.014003568168692257,-0.02456898478040776,,,,-0.004518739207241524,0.04081234988296053,,0.04266568170468099,,-0.03521265487355,
SHH,,,,-0.02352388654688,-0.03649513406807368,0.008464679866010185,-0.00878737879369219,-0.09438422619215554,-0.03687936299603485,,0.13438908825601034,0.04233781657063929,0.005281566792801442,-0.04218425274778926,,-0.057799918627529055,
