,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916bulk
PLAT,-0.06932222854993385,0.044314913201015466,-0.04827674298039614,-0.05742843127498115,0.0688050779138865,0.14709043142723624,-0.027262755685238654,0.013897693738242263,-0.01357507974320363,0.020289388183522158,0.022364436799609828,-0.046620873165291406
NTF3,,,,,,,,-0.013809606581351266,,-0.025818894741626398,-0.030236784992600435,
LTA,,-0.01624641667129132,-0.02183868847475635,,,,-0.01560513026793052,,,,,
CKLF,0.023309719819315938,0.03689301051151575,-0.01443214702458228,-0.005563442197371921,0.09666285261148282,0.12688054547716326,0.06072164343278296,-0.0396638174605776,0.0030551392230652266,-0.0381459897897862,0.029054081245028424,0.007716328191863835
CD24,-0.033969284045092064,0.11293508669798394,0.0003341793142185403,-0.011718591888675934,0.02166136602759615,-0.029263870621286776,0.029116976290729325,-0.032069744105375324,-0.011703486535014336,-0.03579802472663271,0.016871393457940708,0.05556072420736941
HSP90AA1,-0.05232660561577761,0.06973508019404652,-0.03777085619564636,-0.016478676341262006,-0.06162441959190155,-0.12774113316552688,-0.030080376246141682,-0.03152142499169962,-0.04239553565963344,0.01390404823231899,0.0143204295914093,-0.06965114899415929
BMP4,-0.0624010659304259,-0.01722215403660657,0.08735471882160423,-0.00016074619835303451,0.05202284044496909,-0.04465007872365876,0.03314692303064145,0.015209705866140748,0.004204766132761368,0.07226617982821079,-0.007390509788529311,-0.001925531208616335
SCGB3A1,-0.019593576838928786,,,0.07268218175045849,-0.01565559001481359,,,-0.017132574266067624,-0.050772792245765974,0.119508270319158,-0.020711251103204282,0.012726402168355858
IGFBP4,-0.03402545896574215,0.044847026018599856,-0.045723670598740905,0.03821158555690218,0.023606823152671545,0.10532300382223533,0.07475959765794432,0.008698575111162673,0.14758330775891537,-0.005868216188932265,-0.0030774329597659106,-0.07879884090394075
RSPO4,,0.024355849587843523,0.0037282302357516607,-0.019432330231274067,,,-0.0031347741577677467,-0.01713257176004107,0.0068376966785081966,,-0.022136725299442127,-0.007688484262060208
LEFTY2,-0.048733866361046395,-0.016445947386504806,0.01706754057505436,-0.03016198037261652,0.054668093027096694,0.1064776770310861,-0.032416222330304924,0.058895190247278004,,0.031084643719831734,-0.016987687846969635,-0.02022827690492763
PF4,-0.020325190741245426,-0.014778324081513701,-0.01486636356538137,,,,,,,,,-0.028663491985908108
ANGPTL2,-0.0554211925101598,0.03013432344831704,-0.016235096436310638,0.03911299268652793,0.07971703199127783,0.09563165845899593,0.015609758096736514,0.005477181100403477,0.01955855291498847,-0.01342005565579158,0.0005445758044825835,-0.027458424927073278
LRIG2,-0.018907893269007534,0.02013847799435407,-0.05094667432804362,0.0013592275592673405,0.005134437927489074,0.05059296043834375,0.01607700589465611,-0.03439053752320921,0.05698645444332145,0.039604744233261074,-0.0038556959482067255,-0.048644654059771496
ICOSLG,-0.00537768030744292,-0.022823800747987975,0.024495268235025246,-0.023382202331484993,0.13805381802523495,0.08128143256541125,0.0011386366030577118,0.003306238414918846,0.04494894448827335,0.038486589582120756,-0.04153647798028327,0.007809257208826749
WIF1,0.06186085497766966,,,-0.010168031967781384,-0.055724479349197095,-0.08230881045975742,-0.014005706348325516,0.03920180333451132,,,-0.0026759628473067973,0.009235035887727016
NPPC,0.03646316533267347,,-0.023061396030685393,-0.009792517390888099,0.01821433318857921,-0.027273458815878233,-0.027320682957906992,-0.023810082042277796,0.03758610853209029,0.037332021545560166,0.006972234554786789,0.10684506345641757
LYZ,-0.09115545693874488,0.006133867052745238,-0.00429565459205239,-0.0016642929456942835,0.030531502117941558,0.08699034183148284,-0.04547856300037201,-0.016088177268548803,0.01390406909756884,0.015122991416807605,0.008882487098489744,-0.03638301606647943
EREG,,,,-0.027345899334556074,,,,,,0.024345949426869025,-0.014426850414281635,-0.03300017034198241
SPTAN1,0.015102741918714725,-0.027354974537194668,-0.06497489314652115,-0.009620718975226155,0.0006996407082637533,-0.004862458582348375,0.028680143048299894,0.041835091781809164,0.04304196763652229,-0.07145484244109641,-0.01734059949685712,0.053429871965375256
PTH2,,,,,,,,,,,-0.03520476789775959,
LIPC,0.16750527850670932,0.007308175830607847,-0.026715962534392984,0.09880774772329126,-0.01901877746822661,0.03296897343453082,0.01594078363800816,,-0.040466522851543146,,,-0.010448547426322098
COL8A1,-0.057511411746596304,-0.05014608520959482,0.018104745091383267,-0.012633576732829601,-0.009238476380454158,0.022861089201021725,0.02782667875973494,0.026397375038316392,0.13619663056987477,0.01880650981240341,0.09203952977707153,0.06833580326056239
GSTM2,-0.0018219585047463075,0.019453729901298802,-0.03389916933822811,-0.03809488341474643,0.025340712373631415,0.045242272796116284,-0.007996696546383403,-0.03954726867865438,0.034304948910471506,-0.040754161342543484,-0.006513077791938338,-0.04395075499546856
SPX,-0.012738388068169494,0.02319753974291712,0.08177001707692368,-0.03773263543453473,-0.019210015432057744,-0.05553451699710435,-0.03872097119307312,-0.0016564869791906719,,0.12123417872668249,0.0021556800521410225,0.08645895711982235
MFGE8,-0.0668822241908594,-0.012482581110736588,-0.02774747506592294,-0.07060538362775524,0.014574920116156595,0.046356084610815695,0.03012679585517748,-0.006517946499538216,0.1279108413866307,0.016743563848952862,-0.01868269514105194,-0.04205083441559245
TGFA,0.01908598238440562,0.08846079013216564,0.019533696679760768,-0.009660908535604378,0.06429138366351848,0.05446938610974525,0.03849772177014133,-0.0255287368567275,-0.05398656768526956,0.035426925029602784,-0.007160474717268564,0.012351288310702056
SLIT2,0.03210336048392826,-0.03015019803619968,-0.02157701052490571,-0.02621405068887671,-0.004533429049280172,-0.01581073381060351,-0.013563918503754083,0.03058887464877919,0.008935904703188943,0.06586912737494503,0.004160274893921109,-0.10486397350545358
PLTP,-0.051851961942287014,-0.01909759488877277,-0.0552399629550279,-0.05200927268427142,0.032371709446990596,0.10376765906959834,0.032236704911115174,-0.0038780380737855145,0.03936445796820952,0.00638732216538819,-0.04770219643002868,-0.02681086438444824
APOD,-0.01300625979928291,0.019239288430302065,0.004230134077354587,0.07608268005563672,-0.07364823878903153,-0.004471021357122477,-0.01741720620241027,0.06534787731890401,0.012548187123284739,-0.02036959179276081,0.0337185152138092,-0.0040717994822099535
B2M,-0.057185783290352406,-0.100099409227421,-0.009287154457056652,-0.030532777234355258,0.037642557649191895,0.11461892536752162,-0.005995678077119996,0.005177070122858097,0.02848682975755426,0.07216366283209812,0.006075049472733844,-0.03423623721668832
OMG,0.005896637721378756,-0.009900119829104027,-0.07461871512824818,-0.012646644538532292,0.0067559796868678305,-0.02969471609572524,0.003685581287561201,-0.002491049960124592,-0.030869798409092247,-0.027735919418433123,0.0022234266805161457,0.0085989015863786
CXCL3,-0.021274556549230952,-0.009509488669145067,0.08688919340601459,-0.02812318799720179,,0.05102585671144221,-0.03101996316225314,0.04376394757314939,,0.10241939729424904,0.054857957743519696,0.023981637224916696
CXCL10,0.011504415265622554,0.02471021550862791,0.04503060632648031,-0.019426063241427455,-0.016763902442945743,0.1089905981964879,0.02958466771165814,-0.027841923386589484,-0.07300308461785003,0.06298933282082517,-0.030247798043175008,0.0018365196615170785
RSPO3,-0.026615384574749174,,0.01700869310043922,-0.018813682442888748,-0.04070903591510055,0.04409331857266412,0.01277917442810409,0.04244210181331001,,0.016846832039701592,-0.01796246768732046,-0.04373027921512165
CORT,0.044157240651186355,-0.026393150978229998,0.005592658630428645,-0.022833244232099467,-0.015433472067944537,-0.04866201713441576,-0.030275554790096037,-0.04431108960428672,,-0.023720079901146694,0.008470721715538053,
NCAN,0.02305855740634242,0.09038296151305825,-0.05311179820128508,0.04311595806009246,0.026061853324767757,0.06858225898550153,0.024648251710021083,-0.02626844050653576,0.05969336456525718,-0.010459794274746815,0.01082684105827954,0.07006836769283169
PRG4,-0.029466402539330756,,-0.01703919951212654,-0.013470529084519015,,-0.03137067585288194,0.025322128783447997,,,-0.02278422977986181,-0.022332750207131755,-0.039895675808664884
ZG16B,-0.02717037735658847,-0.017783311131342242,0.02560687346640139,,,-0.0338696858271248,-0.01239969260790987,,,,,-0.024452898386320008
TGM2,-0.03267818351520405,0.013318337839232627,7.306184603645172e-05,0.01596669015725423,-0.021246073853575964,-0.020391005932928887,0.034422699319920966,0.021053963727502425,0.04180586178396578,0.06694087816745807,-0.011045082129002157,0.01696492073491325
VEGFC,0.017619415061490753,-0.00868409168242317,0.016776583113113936,-0.020735607962931696,-0.02514195355075543,-0.0413602664795595,-0.016507358782512662,0.043523247928052615,0.11489005314756663,0.05464512954832427,0.03282201843618811,0.02837528642096398
WNT6,0.02510981823498415,0.02282103255482571,0.025728794204386226,-0.018561092209379394,0.04535834542297691,0.08311947936894068,-0.006760686428593402,,,-0.0023798477879671117,-0.0037116678583994137,-0.025267180431969613
NRG4,-0.018046373955458484,,0.06252973124037312,0.07648871414710731,-0.01539949660726752,-0.03907416687590487,-0.023821817188790582,0.03795767243516229,-0.0051600447354958725,,-0.01615719007754736,0.016561092633724944
PMCH,-0.020799417166008173,,-0.028733806173396728,,,,-0.018149715641832827,,,-0.021144063972725922,-0.0168306478344331,-0.027796972414461926
COL9A1,-0.026345345462966862,0.05124403277183467,-0.02165878983381638,0.014370892386764684,0.0315176475079563,0.1315826179246705,0.05321719413730876,-0.0027526176161461525,0.03841511487550833,-0.026099655706212876,-0.007472202800128121,0.002014359706738822
GDF11,0.013303218134433104,0.07954291524978337,-0.030474949782232277,0.015447022680480942,0.039887573526920454,0.09766825589947217,0.035711430381095095,0.03881010293319049,0.0680705765873304,0.011181987602695904,-0.0180502462690656,0.0033682019904984445
IL24,,,,,,,,,,-0.015764504591028513,,-0.017099625828618584
SORBS1,-0.02622061045361853,-0.03321165539222709,-0.049797505354551734,0.015257957176248478,0.0047685041796306496,-0.04558010220492406,0.034887822243357465,0.0015612242963116089,0.051689316996621534,0.027676655069354728,0.023899568636107534,0.04320861724753619
DLL1,0.010820140653600882,0.007139333943653602,-0.030531888260895364,-0.04347764660126491,0.016022009427148317,0.0535704748877753,0.05013586482283756,0.012157051532702873,0.03658583299457483,0.04208964164965486,-0.015927487800513743,0.009310422679672362
TLN1,-0.06696102681263978,0.017695185427219685,-0.03845958996715665,-0.02489972297020053,0.029718517351811552,0.10347747582854128,0.011657724882721005,0.03125187147328817,0.03303509615348682,0.0264218061238553,0.013343841267116022,-0.038896126888312337
COL2A1,-0.012112798134971701,,,-0.012031225975907636,-0.01362820157982981,0.14994558158934726,,,,-0.022141266325909754,-0.035456471136619795,0.029806761575654858
SHH,,,-0.001418061060072077,-0.018148733088051226,-0.014875236940979081,-0.022762571233138774,0.010012899681380232,0.03721177212047621,,0.12831461662852084,4.957256604988647e-07,-0.018257238613806504
PON2,-0.02497258085257029,-0.014715006228840592,-0.052658338666254044,-0.02343020913703299,0.0003490124633759327,0.13620140684597057,0.01011123616388323,-0.043335642537467176,0.09708990942860737,0.025124693479715625,-0.019245511947831886,0.0765454993034598
ICAM5,-0.0026651728137056805,0.04034813736855903,-0.027596877344613264,-0.008125772583673445,-0.010979151964255779,-0.05658195107735726,0.08352117952227392,0.004524394648311912,,-0.03448052508884524,-0.06376626709279042,-0.05370482067627623
HPX,0.04483378163668592,,-0.04308238633605338,0.0705131693513789,-0.012579389052737047,-0.0041151252188983386,-0.024333628236483714,0.04962314721294194,-0.04765866913670236,-0.03992448095204681,-0.013436558128980742,-0.06064034761828723
SFRP2,-0.012340599531084613,,0.036628905614839544,,0.010039954780241996,-0.023109210912456914,0.033264205891668445,0.05131390074892059,,-0.025665630857320633,0.0233458384916919,-0.04412524469073344
CFC1,,,,,-0.021256089002160358,,-0.015605131211029154,,,,,0.02631116334161487
CD70,-0.0397261802384189,,0.04549849448719205,,,,0.008689936549749366,,-0.01615904149542002,-0.023420478020656877,0.023883177147629928,0.009225510595404737
HP,0.009168955653119279,,0.000385183884951612,-0.03831117153284971,,-0.014820254779757583,0.00841133694384955,-0.03021529958737468,0.03535079180994323,0.0063049079618440656,-0.08276446531849722,0.022151612462145122
CXCL2,0.014519962353208396,0.07356544082170173,0.07314203856138193,0.07648638912018342,-0.019441990350268067,0.028748296652009547,-0.013917632602497542,0.00022020375874423517,0.01632573834811197,0.08101216636010507,-0.026014229215554786,0.04262870064356024
NPPB,-0.025277610478938683,,0.12633606136630435,,,,0.006656036361890913,,,0.011760649437951548,-0.0251551427143889,
CCK,0.05636114533690805,-0.05231156650492368,-0.02761988222040781,0.022889814976915186,-0.04916590155201717,-0.06922525822070875,-0.00912709446490718,-0.015568078189283099,,0.022939683911527897,-0.0498991575462717,-0.008676610757579365
SEMA6A,0.053262500273169096,0.007858605811443972,0.007554083325936172,0.019384722274840706,0.08028564129096002,0.0947754980466249,-0.01113346196192011,-0.042998358705685184,-0.10559437941258872,0.03405369683912434,0.02200264890729772,-0.04675152782159543
IRAK4,0.003827475075805171,-0.005211147733983071,0.012934539654516472,0.031621697358302774,-0.029982625768488952,0.09037789143717485,-0.000845217778600153,0.018041770477984165,0.014428893251530153,0.013960255737611497,-0.041367944771076026,0.02339389857684267
GSTP1,-0.032641050756077664,0.007901016884378019,-0.016224344554583266,-0.015689478392599127,0.0633987934146919,0.0947382321732951,-0.031939228946905374,-0.04043136858826097,-0.002445304673515565,0.05090531145633642,-0.0012316465927133629,-0.010897694324915072
VCAM1,0.0004153248783486978,0.0016551680576039748,0.020814407587909853,-0.005229206962914063,0.030232721196691747,0.07336265321684414,-0.04425656844516701,0.0060443146748915995,0.01323762201344086,0.08096116036492639,-0.024232674464140142,-0.0055097448266328
NXPH3,0.002755381403387744,-0.005536333076368694,-0.021057690585575762,-0.033406440706291105,-0.010605187164668683,0.03722120897217789,0.05578575166828637,-0.015083650459361362,0.0578393365808196,0.013833335101198002,-0.013787243400381012,-0.06303569757388398
MTMR4,0.009350664784069684,-0.011283383803220252,0.04441169159275592,-0.004186874454677686,0.03741915116938055,0.06745492819207245,-0.02758346047273575,-0.013662581836001619,0.08613697872975781,-0.022867688258134355,-0.017352443942239986,-0.002847311604139298
LAMC2,-0.01984028111902626,,0.07022377756065125,,-0.017235796991035765,,-0.0011209358531362073,,-0.007164971209466151,-0.019381020316773006,-0.016336768930983615,0.007839171465789203
IL10,-0.04192033321532776,-0.02355588772420595,-0.024346632577591804,-0.037295045740661226,,-0.027855349352430447,-0.018449400693095988,,0.0819527141274469,0.03189688040725934,-0.02138507727291807,-0.00758007689124663
SEMA4D,-0.009104403062390886,-0.000954790773497562,-0.05844439731782533,-0.00024277395976954222,0.024532680144295684,-0.028938798464661394,-0.06614650822208577,0.0025139299570912516,0.02561753767134751,-0.03965643866480544,0.00857037345762894,-0.009629805511564808
TRH,-0.0442464245268561,,-0.011782510301674123,-0.011839638524820978,0.008428974832068444,0.030199938880433864,-0.013543104590840122,,,0.04215723193019705,-0.0487998396341325,-0.03802095704237068
SEMA6D,0.01785322554425242,0.006690865391840941,-0.061369337553508534,-0.047495951662754436,0.06546975204978528,0.1383106654081647,-0.0001215275251152603,-0.02568956724270654,0.043733964771302855,-0.011218660025205213,0.010291249712321182,-0.017473406400383834
CEL,,,,-0.007103859006328329,,,,,0.04974011374930178,-0.02387293252943516,0.004601492433254202,-0.013021908818871412
PDCD1LG2,-0.0036781912655829154,-0.009202763557357371,-0.017514519425381535,-0.026324410052005427,-0.012103849944716489,-0.010457304660394904,0.08373243291023051,0.016993578738644582,-0.1224554553795812,-0.03305239940816055,-0.05184841269522047,0.04164326620822384
SPINT1,-0.02161287406296315,-0.028542860818642105,0.010721892754077362,0.0164740646417222,0.03150054759520913,0.06080404579564922,-0.029884829465064423,0.013172867642756296,0.09665444566418584,0.09932356466162352,0.005252213072367508,0.01193993509621363
CTHRC1,-0.009941415904121,-0.024670777609739358,-0.03230933065844859,0.0005972249386888131,0.07274869623238506,0.024484034185285813,0.0007222318558572557,0.09504257676413563,0.041031815095228574,0.020730094488919278,0.035912061977214464,-0.081761391932422
PODXL,-0.059915932514728536,0.025988996635865742,-0.05520764884904787,-0.059230054984448714,0.05639815903748655,0.0783528450867311,-0.02333672268423623,0.010231893861631,0.10021164205407272,0.044393679782062954,0.050338140635782264,-0.07823207745096405
JAM3,-0.023213569579649762,0.028545814358704326,-0.00177178748634867,0.03642285044860561,0.02402578457315143,0.08045289366402299,0.06195714842310009,0.006694463865763065,0.03308788385794015,-0.012060195347065787,-0.0011814818383596242,-0.06710973835303664
TGFB2,-0.02089350536465842,0.017247558546088403,-0.0550353515424394,-0.06483417642026967,-0.007076869845991986,0.1069836145528633,0.00609882963985481,-0.01774732228432,-0.014339472359953448,-0.034030666871008086,-0.01660990392196359,0.028730476630716317
COL18A1,-0.11835728338242395,-0.02921155250758007,-0.018264148504948573,0.02314523960915631,0.05271702459276514,0.14262384399655922,0.01206784535232922,0.014801559144226734,0.08146241975534263,-0.008482684263887381,0.013800788752937825,-0.088624301805874
NODAL,-0.04076622169439082,-0.0158402050822676,-0.03487137757746803,-0.015293462192134696,0.038968933482011595,0.09633851295401279,,,0.02896638777357417,0.06666487535675436,-0.01868232055289519,0.04299028323904894
INHBB,-0.03216650442184545,0.02884832732852158,0.05337541259436438,-0.02853495316500386,0.0706508662750313,0.04720293449697152,0.02200121759353693,-0.0077480861562605665,-0.05834239606107131,-0.028470442975965186,0.02213173999738477,0.08465392141954035
LCN1,-0.019840285583170292,,,,,-0.02541016425701116,,,,-0.025066634781917924,,-0.02566520225673176
ARF4,-0.008059905394601368,0.04679937835574128,0.018029468790065745,-0.07582997113235297,0.0494766563645529,0.12933173363594724,0.014490135471536455,0.018219673555333694,0.006324398009848146,0.016681029012414268,-0.003501382437341468,-0.00032131604663987787
CXCL14,-0.00232199376996944,-0.04887294601317916,-0.0007742303498089706,-0.03944352555210524,-0.013798752442304548,0.004334546924188111,0.050768503602507405,-0.026852065668047577,0.1512897816418686,0.03789747218165134,-0.0018842775871374202,0.04846942473162431
LIF,-0.009361559359258807,-0.020044870858425372,0.0693659739023538,-0.01514797480169735,-0.015269980720260784,0.018382523419725953,-0.008315649218582405,-0.020311055850548456,-0.038082718534789166,0.022799741843358864,0.021646939309798635,-0.029703371369290087
