,MGH258,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IL15,-0.05223905224014397,-0.00027826827730129334,-0.034265837335998674,-0.01897990576714977,-0.013498160802046574,0.010538374390881202,0.056376189063637325,-0.011145692660727697,0.07222640028726417,-0.025900100805327307,0.13687863075212173,0.029053769727707915,-0.05384918212658009,0.05101633907585603,0.05804709997512372,0.00016703814615457184,
UTS2,,,,,,,0.008977763373730985,,,,,,,,,,
BSG,0.015929571538319292,-0.06733810932651813,0.03843582800699046,0.016993244643602405,-0.052173322794747005,-0.03434319603034048,-0.0724801824816462,-0.003766185678878378,0.03287134858210548,0.071456140739613,-0.03179069253755728,0.009666132866417763,-0.046345755075280284,0.042854399504396,0.07847294740549439,0.05239293382685701,0.13176589355279705
ADAMTS3,0.006581375734052822,-0.026172008947614504,0.008511877230072998,-0.02648280321127505,-0.02442773691128196,-0.023539415410581622,-0.0050221470947523755,-0.01631952390019874,0.009368469927009019,0.14212718906671074,,0.04095833021804639,0.008376594341565093,-0.04842399382906288,0.07601684142731213,0.026374826604440214,
CD34,0.014339374264179609,0.07156035949539093,0.028306592073355723,-0.03860680429079938,0.05493699305333182,0.018474089782314115,-0.038814666801268265,0.0826323414306808,0.027875620548511313,0.026695171807580822,-0.047817074715150454,0.06094452694213662,-0.02479358159755335,0.005296557570112363,-0.015909054022134134,-0.08225342411425025,0.07896515645986016
CCL23,,,,,,,-0.01862517345073924,,,,,,,,,,
PLAT,-0.008037067575704455,0.0026910452072846816,0.07975290880156251,0.020163812490152783,-0.009953234781037972,0.0009929480901079617,-0.052797362492922544,0.027138968829608107,-0.0008869329407275956,0.06962005862920335,0.04351837744646178,0.13591425886612277,-0.050830031632192275,-0.048461124517827144,-0.03073426029242443,0.054922983891139546,0.036368044014630986
NTF3,,,,,,,,,0.012634813145952885,,,,,,,,
LTA,,,-0.030672901776559288,-0.026571131424460673,,,,-0.01850570503927173,,,,,,,0.04975824710332439,,
CKLF,0.07278416470381044,0.0736829587026186,0.025837236568777452,-0.04042399514588357,0.04082473949282335,-0.06105927174102951,0.03428825103383816,-0.008240287564009357,0.011447732056539442,-0.016269503438432777,0.043405649875698844,0.09200530503614557,-0.06078233985418176,0.1256120825390979,0.04014371714546218,-0.03906257326318545,0.06853639601510207
CD24,0.0036545566118772045,-0.01393655157539635,0.040253365389216506,0.010284658904959132,0.10335691816270302,-0.0552849197751418,-0.02216921097916815,0.01085245812064303,-0.04310575100641544,-0.030651187846916603,-0.13408806223498493,-0.00013585804784391293,-0.031844256672740864,0.0055347925157418765,0.07526423345757834,0.019768002413554163,0.16702808912416037
HSP90AA1,0.04112410958996093,-0.03466167773785273,0.056522991634863795,-0.018881612744941288,-0.005207881524040029,0.03797404317274569,-0.043345121243366404,0.03210959308804615,-0.02177781969248195,0.0753075477166001,0.0736917540337483,-0.023133013685380413,-0.04595783636326985,-0.0002330645713619372,-0.11939199212602873,-0.028458063840726293,0.0019782242482932946
BMP4,-0.023266406094141268,0.029229544985640475,-0.032515073928829616,0.008055806464884352,0.018061579688287876,-0.058563247069384844,-0.0165512427056167,-0.006241348558497291,0.0573279875557195,-0.01189952566400347,-0.022630299521422967,0.037363607464972734,0.04200170523973064,,-0.030265130719745095,-0.008693719765728495,
SCGB3A1,,,,,-0.021376991043797998,0.0018581507300731318,,,-0.016793667592154435,-0.01912271261210265,-0.007128859436237718,,,,-0.050948618350081284,-0.043849767460185526,
IGFBP4,-0.01901250981313223,0.07253004657970814,0.009629354002403516,-0.011505601749302916,-0.006984433596769146,-0.037378148518127714,-0.07593587478853843,0.05344208248656298,0.028369827969684513,-0.01303202876324403,-0.019767233052270693,0.01360458468057385,-0.012499284358035156,0.041674734761245856,-0.04573123672266034,0.0955359815367634,0.01695105223841474
RSPO4,,-0.024190751424430192,-0.03633016420485987,0.026962438924066186,-0.02467252260480592,,,-0.021523261559319943,-0.01679366513570065,,-0.060856975738203006,,,,0.07125162911256762,-0.027515630911573986,
LEFTY2,-0.0009240604977343647,-0.026299428523399844,0.022443901060520407,0.021821708787498312,0.03186256392241384,-0.031652054973091676,-0.038644525014869216,-0.024101850579085836,0.013788552343352111,-0.0357331598362737,,-0.05269178334095053,-0.06894902433658957,0.09941944146890085,0.00436017989455319,-0.013832318225303637,
PF4,,,0.04410901233222122,-0.01808790397629266,,,,,,,,,,,-0.03460098573828311,-0.021554550656452242,
ANGPTL2,-0.014816365486030363,0.004322043935999371,0.036304627712381056,0.007178141068387114,-0.01757924605137884,-0.03562930470571748,-0.01776826259995158,0.023370975219514416,-0.01353191641830697,-0.07999368797856027,-0.06551804421618503,0.07643150903204649,0.05213966204427738,0.08790848723343134,0.010542948830295034,0.02678997370349148,0.0037234826059122997
LRIG2,-0.045521996096380093,-0.004060697435291722,0.07016150681087281,0.02834691190166408,0.04569028037155451,-0.05071355709224762,0.0011871260328226404,-0.017928077790944814,0.00839424803480688,-0.040896151028018544,-0.0272247151269862,0.07466860919011413,0.06544258522794123,-0.032333377943716934,0.10451244981273769,0.029480697696572022,0.03321293396940762
ICOSLG,0.0772887645816335,-0.058016296135331775,0.038671035375526526,0.027403016079870727,0.15415506380316008,-0.048874379121068304,0.06712578267715093,0.0016675520779923518,0.013024417378776298,-0.03573053932280298,-0.043474901647166185,0.0872834441941063,0.015279126825975731,0.039776769622988824,0.09962575691305674,0.01924613172965299,-0.07351891254502624
WIF1,,0.04169511997913039,,,0.042581892951768445,0.0035120611941738297,-0.020650545099038135,-0.016608991152185972,0.03163459463919308,0.03693670787810177,,,,-0.04285925789345689,,0.10092152927338012,0.19485704801687942
NPPC,0.04529941316646269,-0.04936980669178262,,0.013647902804599587,-0.03429267747408181,-0.035790351668997814,0.02334681559161236,-0.014345141319022285,0.02790655775682732,0.0670118874409962,-0.09601108960826331,0.07558270491467942,0.04809059324073932,-0.07315719972985807,,0.07994811231859782,0.08786979005004251
LYZ,0.05734355897649417,-0.04196306651455797,0.05742258944459789,-0.07185694317308652,-0.009484037903534377,0.017428843892802828,0.020424759684308038,0.010978710761205088,-0.010863640822698773,-0.053876521113890526,0.04874304834499458,-0.017529830449670592,-0.008272846128656636,0.00457470298785471,-0.004163468047783091,-0.047557457991555,-0.04607277612007848
EREG,,,,,-0.03472009334190624,,,,,-0.03675897887140306,,,,,-0.05225550331375396,0.014819116999793177,
SPTAN1,-0.0006137885603849047,0.08726815053520391,0.020800953779010953,-0.02786804171376051,0.03687112969548083,0.04165092732768434,-0.018210731231482643,0.04079414319346639,-0.02443205397234314,0.13591020626408115,0.052947660882142686,0.14741413116042545,0.029196581306916304,0.012410737717991413,0.05804291847550973,0.08030124460616328,0.014017846698570733
LIPC,0.08490701437241337,0.014713196041384938,-0.01763030528687673,-0.032505310584602,-0.02388706274635576,-0.0059666210115687885,-0.013753226399409513,0.07270458350543989,,0.010874635511418084,-0.04207474881293314,0.021370962820234568,0.003321919975408421,,0.026653431997255304,-0.018462364955437932,
COL8A1,0.02222237274120446,0.020738833014759296,0.018298171623261306,0.0134325669701707,-0.012112296002036768,-0.02586169844966648,0.01503809346155596,-0.03166761546332782,-0.04056507248837282,-0.058390938401860014,0.08288198226625328,-0.0029480648023426826,0.002270431422818892,0.02694140535013285,-0.020945780170282802,0.057097971690489704,
GSTM2,-0.03288045327414957,-0.0016105157082146593,-0.038086759884623095,0.047393692820550955,0.02221765016356316,-0.01235836157156608,-0.008160110697763023,-0.027695059990339246,-0.0028562328210373095,0.018343714634687258,0.05210320760723006,0.03007285031077532,0.13088139679879113,-0.01953888994849353,0.04409179902598104,-0.05166807667019856,
SPX,-0.04188938018237052,0.022474710319693565,0.002050025583460104,0.044505619432439615,-0.039744709884228305,0.02561095264521504,-0.04112962365743206,0.034326287896192395,0.019608404042240662,0.035287269876552486,,-0.005556494274904938,-0.03236422705039649,0.015196106254184478,0.1231472765480832,-0.008218445468218025,-0.02869374983537855
MFGE8,-0.0008202036369924235,0.05889476137087609,0.05574453480781592,-0.012217797860711402,0.05986073990315121,-0.031201094048467545,0.03769943009408116,-0.009859992635803103,-0.01695883750301152,0.05692135984917543,0.04876584222517976,0.049190813479828316,0.01456604578263333,0.034729032278385065,0.011456756665040873,-0.017415974611926635,0.07473164186630661
TGFA,0.008993671728911218,-0.03463668237701906,-0.0059689776901131735,0.030946988178276083,0.061176367687718634,-0.05900601261118181,0.037902072699235935,-0.00629990759999337,-0.01783043922796506,-0.02287184199138921,-0.03326759532610771,0.03260173104385429,-0.06680943077705574,0.05508934902520405,0.12066885546425851,0.07243760896941377,-0.07227170558146459
SLIT2,-0.02326640237116738,0.0022305623651364603,0.01883168896701564,-0.028980364834960245,0.011024667668741392,0.08779034073988244,-0.04592764307504239,0.008623403869685818,0.07611813918203922,0.10692219086238006,-0.05067902714350514,0.0025184514950070064,0.04653120104929972,-0.07193445767318998,-0.008045817307624449,-0.004940614517656838,0.14016895722460349
PLTP,-0.02267864480681487,0.07504984807499533,-0.009396597683454331,-0.032499182677528986,-0.05561782862370509,0.06497583668497778,0.01973557381939635,0.006651097052319449,-0.02687874431352198,-0.12051444295224753,0.0874830549026276,-0.0070774914250178525,0.008562689232605607,0.18895108791341256,0.02845839429152263,-0.004698672384703938,-0.0698111675218375
APOD,0.014951238925605676,0.09407757874183774,0.028044704436138407,-0.002497638013347712,0.12198376173680238,0.07850224957016087,0.06675331888862875,0.023786473482567513,-0.035908129714632364,-0.06964591032973466,0.07055829775996528,0.005076279963089724,0.030707743141506743,-0.022456546603658662,-0.014354976103882974,0.04433000631324259,-0.015710153297967006
B2M,0.03067907043484531,0.09803142554389319,-0.008765939288137717,0.03280965499652421,-0.11432314557990338,0.023405291375454947,0.026377567639622145,0.0063292885799623244,-0.06781603573831088,-0.10307162539002021,-0.04192266836853133,0.0050681699273230334,-0.05513161033481589,0.11850470090335477,-0.09105306890533438,0.09568138007968295,-0.18980289745678153
OMG,-0.01654036903120489,0.05401702046966947,-0.03549428009478774,0.09320689082759044,0.028365388635242537,-0.052753626151028306,0.03596885114534856,-0.007182721626809132,0.02091515120337744,0.057854231561585465,0.040090951946554244,-0.012058193648145905,-0.0034573317672959474,-0.00011701035313428487,0.1629552465590664,0.030817068979213255,-0.0033409956688981346
CXCL3,-0.01820589657164611,-0.05018151911984477,0.05721701838413347,-0.02466828928680282,0.03546026561178377,,-0.02149154127158308,0.007426524395489993,-0.017965671905885966,0.05822398955484972,,,-0.014330391055932677,-0.05874106389919256,0.008861513906913334,-0.022824776499927653,
CXCL10,0.009271299382005098,-0.008517010100193257,-0.05426652121003834,-0.004976581419858345,-0.0013346501923297976,-0.01997609743442775,0.010462966969814287,0.049485834384281224,0.0032538552495251605,0.1447091004658944,-0.03646165777902703,-0.02257393260966171,0.009764994118805345,,0.014752419828523995,-0.03876742947472868,
RSPO3,,,,-0.007204335327547979,-0.0238870480188098,0.013442626418926518,-0.026878549282233846,-0.03250763304370739,0.0507362677765721,0.0441708482107589,,,,0.04086701799117756,0.010835495351682052,-0.05692014570316374,-0.0535408285744421
CORT,-0.022607511087146103,0.057413306025641105,-0.008070134704096297,0.01153505316920646,-0.015438497323743167,0.03824767206719972,-0.03751101680976892,-0.019829909268229858,0.01048844044769927,0.03497920868507538,,,,-0.02418924696750791,,,0.0071246505888484055
NCAN,-0.028149306217216185,0.06447078266877439,-0.013110788922527395,-0.01258959324946115,0.00197049805316012,-0.042629878496146696,0.06205510708190785,-0.02174485032364236,0.05079874684420146,0.07771160906302033,0.04333311915096648,0.11700121094276202,-0.0066415486977449605,0.0671998994735482,0.07965063510633878,0.06995624863493433,0.05255161676463939
PRG4,,-0.020400580951885704,,-0.020731593388845736,-0.01710304062256051,,-0.023284126227668817,0.03313434310963085,,,,,,,0.04733391572227529,0.08913149429012378,
ZG16B,,,-0.023703244666019963,-0.011853818451721612,,,-0.025138956004284188,-0.014704462573515492,,,,0.049785091486957,,,0.02334118121279918,-0.0183882423406101,
TGM2,-0.0009192562212835755,0.04825859561680251,-0.0008168838573217851,-0.008488716695696362,-0.018498666164150246,-0.020107916658966603,-0.0025881722464070867,0.004494598552694011,0.0011333166132147675,0.05530105080760838,-0.028515466475240878,0.04397205231403723,-0.01471808518548027,0.06283749595216699,0.01680348076755065,0.07155512588332902,-0.011145023184556542
VEGFC,-0.0024876106838884198,0.06395140938905322,0.014866697679576097,0.04072619836035881,0.031966799316465545,0.03562879659323178,-0.0046951938350670505,-0.016872381785917077,-0.017823147783771167,-0.041537486071273326,-0.017005650323354833,-0.008090620818519027,-0.04016476479483561,,-0.04209491361587312,0.064355588442078,
WNT6,,-0.03368415426132308,0.01231397893561252,-0.028674463116115954,0.08877027155873855,-0.01498977253579183,-0.022896889220514173,0.0020810020237422514,,,,0.09496126933914152,,,0.05716585874857546,-0.019000571208642757,
NRG4,,0.06480298191122763,,-0.025231297539065767,0.07061148267219393,-0.018350252616589457,-0.0020656247517023612,0.01325371234871637,-0.05733640916469653,0.04119021512432237,-0.04857107421455927,,-0.032251725990685196,,-0.008240471004284473,-0.009835289892048283,
PMCH,,,,0.10429259486133521,,,,0.03194486341089666,,,,,,,0.02905104653377826,-0.03659304861648095,
COL9A1,0.0167678372720734,-0.02386292219797133,-0.04153921367646895,-0.01552608591602912,-0.0021252472222363546,-0.07975064245741234,-0.011544521895149843,-0.008804707447849511,0.044022083116008276,-0.021191232959646183,-0.10760418463734546,0.016768863478784663,0.08383754537632611,,0.12408287556544023,0.05665419619158317,0.018109735554962023
GDF11,-0.03517294331270211,0.06546991997032185,-0.0154615456768078,0.03257189164320027,0.050995388351039075,-0.02503660243772138,0.05080742747462563,-0.05140592530302793,-0.034555385474350116,-0.0064133505084891275,-0.10563455689258973,0.07043890091848432,0.030917613558828314,0.10700919114899393,0.05477985517196824,0.027477022999142203,-0.05540315331742409
RAET1E,,,,,,,,,,,,,,,0.03633060657617003,,
IL24,,,,,,,,,,,,,,,,-0.031944719737095756,
SORBS1,0.022473750184017358,0.07221198138883343,-0.03234146668223091,-0.013961936818951892,-0.03082365458960897,-0.009121771153296845,0.03093817408341657,0.04074085519306932,-0.006218053251024391,-0.016456721538852984,0.07221225570762005,0.07688933131883426,0.01756126252466509,-0.11249195159943129,0.055581269598687075,0.05606022888174345,0.1177037914486896
DLL1,0.06435204007502353,0.1045906906094295,0.07670807146015358,-0.010086906021269595,0.0006521694372363388,-0.011548482829226256,0.010594740405181002,0.00238133964640843,0.022162204418622978,-0.05629742409246159,0.01984504023040118,0.014727796442368508,0.007992620962864254,-0.000425486222326292,0.02658670716729703,0.10991088902376435,0.10532187410868754
TLN1,0.046875142080695806,0.014749094376006367,0.08360816359630556,0.01350223216827165,0.003989564287506279,-0.06392421809946813,0.022810185744048167,-0.015352556622948398,0.017543999902754098,-0.051490433928309515,0.0007480040652212076,0.05963536228762783,0.03283265679062967,0.031147874942298294,-0.025483986280577187,-0.045389466493559065,-0.015683204120910413
COL2A1,-0.021234234576894787,0.10955029972317756,,,0.031867146988649696,-0.01623955302419816,-0.02149154858539276,,,,,,,,0.03603858305252251,-0.025743590582546133,
SHH,,,,-0.021543529369769995,-0.03872470445774816,-0.017725537565284367,-0.016894968547833053,-0.001976073429005075,-0.01928212541904473,,,,-0.008297582989027693,,-0.016100955026704656,0.0392641226456918,
PON2,0.04904362661056037,0.09681110528791709,0.005415238449206989,0.028757892174409175,0.08715489771634773,-0.0057736277648303734,0.02065307555466261,-0.0037747013603647473,-0.013922886655791432,-0.041906380163131224,0.12638654983037803,0.06588652368608838,0.004667587138009367,0.13387004490267607,0.1010396891247711,0.005448554998564524,0.11495789481691393
ICAM5,,0.05813453527584938,-0.02325220357743216,-0.02474444963020431,-0.04051083043590734,-0.029974371007895684,0.051235387574613815,-0.047778716925077805,-0.05489950624762542,0.09323173118196976,,,,0.031463986926784974,-0.011539701168908954,0.04319398604499163,-0.01703212131143132
HPX,0.07158358306335035,0.04906513766626972,,-0.02860864449308025,-0.03416658329170554,-0.014989773546957783,-0.005468708852413944,-0.028856596449250895,-0.01679366588008047,,-0.014676552165795284,0.0199696524251369,0.04377123136926813,,0.04623098325191046,0.052905075639497576,
