,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
MIA,0.08630551329548684,0.039091042113427774,0.03664882769229692,-0.008721468178035346,-0.01609650156212479,-0.03117116314919042,0.050930500615497615,-0.02023281625370898,0.02044529074744223,-0.015984813352120965,0.02592466094568464,0.07111571111906807,0.08186987674420106,-0.018024444555587868,-0.02177757876473696,0.14110549115254048,-0.03380072869664991,-0.03146906534656566,0.023075172718412983,0.05568629927736431,
COL4A4,0.04996890959257806,0.08727873327746445,-0.029239810719351444,-0.038560396198063736,-0.04214282870683437,-0.016402002915559974,-0.020134969230610037,-0.00390305288862657,-0.035356625300852075,,0.010192994069123383,,,-0.06383694001885724,-0.006293565006510894,0.1340010621308387,-0.02955858676085949,-0.020796285154433918,-0.04747911308062682,0.06355724037967198,
TAC1,0.22171088915860457,-0.017871510457710425,0.019365877922177185,-0.03726329657031244,0.025605355250620045,0.06997976751835583,-0.10634670877747614,0.03864922878941104,0.10451618725838253,,0.004730004870426752,,,,,,,-0.01390490301480279,0.056018748358382414,-0.0702910240191823,0.110587680372827
RARRES2,0.048696757814257786,-0.04932860920592682,-0.030932995400806528,0.07281020464074105,0.028839309338320254,-0.03217514005357435,0.0818875741719457,0.0712081793194983,0.027282736740011564,-0.03422512664568764,0.07706556132950465,-0.020116513637028,0.027903145144612958,-0.001796804706701584,-0.0299379385681756,-0.0188627382367725,-0.022495330937485937,-0.009624225266222463,0.014878691653484499,-0.04578053876944536,0.03934204108577338
FGF7,-0.009959872905746547,0.054855571943863,,0.05020221759334518,0.006565179061123566,0.02545988756701904,0.041653171298317984,-0.038030646028317315,-0.010634552706199087,-0.0035588547606219016,0.020486727039673656,0.020282811641310464,0.037608218233205544,0.008749797739310845,0.03228506881527313,6.908560054624196e-05,0.029443588146452246,-0.018389609991531553,0.012731339420966038,-0.006550117725975494,0.02389158731622737
EFNA2,,,,,,,,,,,,,,,,-0.018249014633063734,,,,,
HBEGF,0.0450312534851152,0.1339886402099914,0.05177101393253728,0.0573303539468307,0.05359472857718138,0.03534422838526123,0.02513031979623372,-0.06256697168132837,-0.01568628588824096,0.03786712880950496,-0.01535934900529586,0.007081851313743985,-0.05714037580621373,-0.027939923516478733,-0.003793017445374248,0.025870885462022215,0.00680805908341306,-0.001071537543980268,-0.02037881309011118,0.08373807036066538,0.051844620749740083
CSF3,,0.002359840785381858,,,0.021652881981457216,,-0.021302409895952605,,,-0.03239537760352995,,,,,0.014030919996894741,-0.0808919452946398,,0.04366847674054489,-0.017021972297863758,0.06667349194277157,
PI3,,0.010779123985906615,0.0016328144493938765,,0.0066897582571614315,,-0.02398679470422019,,,,,,0.04767744418662014,,0.011635889298935598,-0.07545304276982935,-0.01630390021170612,-0.06763966896070744,-0.014868045432633488,-0.0039861354228850725,
PCSK1N,0.06524801064490346,0.023669819103201428,-0.04185528342146145,0.010825563406209248,-0.04440298996918974,-0.024532700555873387,-0.007789663907891493,-0.020715796626155105,-0.032249046019620024,0.02736692272799244,-0.030947588446067337,0.023860535228976906,0.06125965360920737,0.03922307001461117,0.012392942935054,-0.01968031432967594,-0.04969580001403772,0.036199772531968745,0.012702183160790644,-0.06179703098133682,0.09773033221640598
NTS,,,,,,0.016439686023527883,-0.026183224258085586,-0.0330754839077436,-0.05048523026933816,,,,,,0.025103868114074186,-0.022232961334889903,,0.03138028707844853,0.04179774914093857,,
SFRP1,-0.03112156278932555,0.07400547045683777,0.0300388415848136,0.02862857481513839,-0.014542431385859755,0.019357258078145378,0.02952198666651868,-0.03883819063356438,-0.0208098195740309,-0.01458582840463717,0.013814008115386661,0.009312812351050439,0.000897350049039357,0.019026190346787035,0.03166502532726462,-0.010780472563551347,0.10675752925720726,-0.003047327038322845,0.009942548556055612,-0.038097085739504065,-0.001343282794243908
CXCL13,,,,-0.043527862004397615,,,,,,0.0943134858669015,,,,,0.007743607021290935,-0.038119394721764246,,0.0025644419295259035,,0.0041513926175056485,
MICA,-0.023009254286269664,-0.03744411474656302,0.09612367224615856,0.11216510713379603,0.022291341022118178,0.006149138026330495,-0.024448954673912913,0.025342135063079262,-0.0070966903402898155,0.05644512652562571,-0.016078465464173342,0.02171659829278136,0.01449881821964879,0.039870793342445934,-0.033376234582766146,0.059232272169172775,0.03650734159572215,-0.022684636012686447,0.02447062642361341,0.0673693707510253,-0.02472987646497065
TG,-0.024771098025125844,-0.04630941512977343,-0.002005188997766835,0.03084891817627583,0.05422003332989164,-0.02311195755981721,0.004790066902118866,-0.03439503706423664,-0.021847596257134467,0.0291633733816651,0.014104135788230924,0.0052587657534295465,-0.048681494817465774,-0.09052250733029174,-0.023676918779583934,-0.027382322311791395,,-0.018919754106534716,-0.03319609279233414,0.035669257880204704,
ADA,0.07351795391123439,0.01435617575389134,0.07205030968653925,-0.010423847740527428,0.013171410695376138,0.013373624955784574,0.0419429891647756,-0.006744231848555426,-0.03548225330644679,0.09338078312644144,0.03183710347184781,0.08342123492307638,-0.0476140828092715,-0.006723431416414502,-0.003401544316974788,0.08488159572263052,-0.028966468290800223,0.05610080981468863,0.06219813810192443,-0.0262646086557838,-0.04910279546158854
LAMC3,0.04466822316896904,0.020070906672268816,0.06059466762252289,0.03678459712808427,0.00023160331892052135,0.011204977064208985,0.11173710552639496,0.0619196448880419,0.043969323121639,0.08436126737136496,-0.02951533617235642,0.042457561024635375,-0.026890554644236127,-0.017058612285116622,-0.005752692282898108,0.01378223920259535,-0.03204242576585826,0.02152070250946267,0.04425046305302229,0.1436236059311158,-0.04795533053504643
CCL7,,,0.016901554322494138,,0.008308462631438335,,,,,,,,,,0.00552103519657755,,,,0.004921948417687014,0.04636813046002219,
NGF,,0.00047820006971111516,-0.013069639421990291,,0.00460153194620963,-0.02205500653253538,,,,0.07914165709291983,,,,0.02859781227026516,-0.030843854023621123,-0.018003717174518073,,0.021734700000392945,-0.012841078059445288,0.12298472432522416,
TNFSF15,,-0.041405385020365025,,,-0.022461268211815853,-0.026779613117015218,,,,-0.020630013209984453,,0.0503123756896234,,0.1644637220119826,0.07227908112700078,,,0.08790513090758477,0.03200876285527666,0.01443066450823104,
HMGB1,-0.0005007621410257177,-0.05283597744210633,0.03451417114416209,0.0037045202326409735,-0.008312435886403874,0.007029088103787785,0.139451230328224,0.031015201216636576,-0.0019661651408758828,0.05808964718877597,-0.07778998630472464,0.006189043181176881,-0.04154943896568304,-0.09312668888329162,-0.010646558926431009,-0.0341295506301289,0.046810758691370816,0.006319176247624469,-0.01028719722492351,-0.04979909245389615,-0.07471669045019741
ITGB3BP,-0.005043805425402794,0.01617605873922785,0.01729251575484721,0.03403417119202665,0.056022187082012447,0.03010616207738677,0.10644209760345687,-0.03088232892253846,-0.02634073940715496,0.03559642702344604,0.03269745229972627,0.024271633026172513,0.009034546409013149,0.05257781655630976,-0.04621707971692269,-0.01459063157699429,0.01569220587964642,-0.054517688737928456,0.043444968233563655,-0.005916157195246655,0.09079386250788506
AANAT,,0.12905677527489762,0.006399442941037455,,-0.020437459061158115,,-0.019215350210273704,-0.030931657837090266,0.05712981809395441,,0.018429480060376868,,0.06308650113168193,,-0.023429124394602548,-0.02455823103016084,-0.023735762546755242,,-0.018872688669036627,0.03315596222082001,
RELN,-0.020535896997953274,0.06630856475335611,-0.02048720543233195,-0.021293023303184843,0.01607358507034635,0.06545789421688712,-0.02178533685034574,0.03372034916291496,0.04526447289112064,,-0.03418707096892498,,,0.027035753064517096,,,-0.013025975939316375,-0.017243090533192562,,-0.010676020125404516,0.15439156844128255
IL15,0.1302216110480415,0.003766222074904773,-0.012384795995469648,0.0005777785421559903,-0.048769368561170534,-0.019055286762360114,0.04782093538118661,0.038603921220414304,0.03821757257971957,0.08450897202923456,0.11002085662224685,-0.03210161653655517,-0.02804097414114374,0.0725478662761842,0.043102951256301876,0.019837289032454034,0.04572895212102622,-0.03482200204756608,0.02839296070846468,0.010390701292426016,
UTS2,,,,,,,0.07854181467038113,,,,,-0.06417523411692964,-0.019966212796453806,,0.06724574156698261,,,,,,
BSG,-0.021801455765633197,0.020206491645571152,0.005970379218665546,-0.020485810804994873,0.02865332204199299,0.040811538238644564,-0.05031041685031525,-0.04430842593889136,0.032115063108207116,-0.011146983437462444,0.10570641032600149,0.008766075379040509,0.0485665650770122,0.0835398617237832,0.019457607487488125,0.03514536267740543,0.008774995664010892,-0.034900855190572455,0.005301596836669987,0.033061063847512576,0.021277814028850588
ADAMTS3,-0.041804004429178414,-0.018541274902723486,0.06487334834477598,0.08667675625981447,0.03291109173213938,-0.006012251429145402,0.11098170544108522,0.012283893110153269,0.07280902802358422,0.04839329231442108,-0.00707079486745619,0.0239779350994865,-0.1348883230430085,,0.07682566852971912,-0.04574616451964607,-0.03677700198896182,0.07530092535538883,-0.0011944719866527622,0.04624948178239208,
CD34,0.042963637786626666,0.015126429099002615,-0.007518097183930532,0.005907557389735206,0.02620932514260602,0.051085503759150684,0.036292570612532306,0.03524600211745094,-0.021648768323856867,0.030625897476073215,0.004072970349198189,0.011990178131985342,-0.03620641601479042,-0.10778869564950526,0.058681501008138265,0.058062652942317404,-0.06235435818268869,0.08477428389292914,0.01751243845573295,0.02037387509259105,-0.05343680983208662
CCL23,,,,,,,0.10372036433194125,,,,,-0.03276625436286656,,,,,,,,,
PLAT,0.05125508907065399,-0.020941245635677074,0.04402637927290573,-0.009683734423064395,-0.032055249866279896,-0.003891358815813251,0.12692217868128225,-0.04663166116402459,-0.029802872894805803,0.004818310996542066,-0.004446631803690039,0.013076416236113391,-0.15437331582592548,-0.10784722634850098,0.03701829871245598,0.01212795840397185,0.03584432224545067,-0.007495557582662514,0.035543876129375034,0.06971592769525432,0.09309487967874147
NTF3,,,,,,,,,0.031247053379287293,-0.007494878035515506,,,,,0.056598463541850094,0.05000811411128021,,0.056223389798418705,,,
LTA,,,,-0.018000960343619463,0.017987520027304107,,,-0.029790410080007282,,,0.022169510386828493,,,,,,,,-0.02539979476608026,,
CKLF,-0.021738168070259706,-0.0019388882384822053,0.03081611998618944,0.04414067418485171,-0.024762917643605317,0.022089754393613017,0.11562687922970413,0.03387505741409706,-0.001047818440443458,0.062257102566845,0.03586394097951707,0.05815222252722466,0.04178497614062524,-0.0783036583401608,0.05310449145441432,0.0836097927958614,-0.03576932286692677,0.016540807556299122,0.03213662092776469,0.09864607023016281,0.0026730865711513427
APELA,,,,,,,,,,0.04549669176487474,,,,,,,,,,,
CD24,0.027370323871742958,-0.08629059086948385,0.0008496401907161588,0.09268586486539128,-0.025087661383296888,0.03779145537185486,0.042006591443467405,-0.005125064555199994,-0.011183672492523894,0.09288004350004501,0.0369079301527275,0.1044044272927739,-0.012594010541471436,0.019027595751633198,-0.012096736528294974,0.0026114053648640823,-0.037168198599921064,0.027540168626366587,-0.04036068105204568,-0.04583370729773959,-0.026691240797228306
HSP90AA1,-0.0421200686622519,0.004272121094686569,-0.033582481071548834,-0.018179349467615236,-0.049062536368768464,0.031912470561725303,-0.10619259689079193,-0.021279435740448906,-0.012884172958475028,0.04729715608481425,-0.04275574766923281,-0.08211054045496063,-0.04278564726837028,-0.06916585201312873,0.026329064640195788,-0.11203048595436699,0.011332657309045327,-0.015659749175355512,0.012379046983046465,-0.030543224213965645,0.05717605739295538
BMP4,-0.025493056021552298,-0.017771852225232327,0.006428539370081808,-0.019082073180634453,0.036274493998671234,0.013913221950485812,0.010862497074952421,-0.015712821802189036,0.015917216623002512,0.028344434574543737,-0.006370370485748643,0.1046218967190234,-0.05728741280801152,0.025932017354708795,-0.025813193452267867,0.07969161385555225,-0.04198013427435951,0.029704148205176154,0.03175992066062569,-0.03322153884366631,
SCGB3A1,,,-0.004450444051132657,,,0.09680435185296349,,,-0.021243012873088874,0.031399590612014285,0.003486148083298419,-0.040436190200554084,-0.04976280110643739,0.0277305088603162,-0.04064840164062266,0.05925254675958614,,-0.029645422869803918,0.02972147784881853,0.008411980701329532,
IGFBP4,0.03876004695707763,0.024641319329676052,0.02937155464336496,0.02601671192220876,-0.026395873492565836,-0.022741582025965636,0.08891584878123056,-0.044776328466360496,0.00775790246515061,0.026099947913852162,0.024485452718633702,-0.0027352555506925755,-0.07012262272757436,-0.06569987531861014,0.020650888233509215,-0.015514100183497711,-0.017304277223118694,-0.062224705286879706,0.021424142138810963,0.06609742012661195,0.035406079863030446
RSPO4,,-0.0408858691536075,,0.01429521556005868,-0.016760828478017693,,,0.03975406423018328,0.07185384901459267,,0.010104327082615728,,,-0.00732714798309391,,,,-0.0199649306629658,0.0187751763462281,-0.027874032148684284,
LEFTY2,-0.024526179283713482,0.09427793570982995,0.07330773377577146,-0.01822203952462058,-0.0019952043871727635,0.05381801537460639,0.0900999905526161,-0.02461771109987824,-0.023293220015936943,-0.006430894328665813,0.005407944804132161,-0.051081642644424746,-0.005335732439482571,,-0.022670782864766734,0.11393177706204993,-0.008933315695550005,0.060166041256166286,0.0017922601385969852,0.04566991094736073,
PF4,,,0.036397919625447556,0.0029120667364324307,-0.001020531637111413,,,,,,,,,,,-0.016726485349343827,,,-0.02539978888837935,0.07726742297347212,
ANGPTL2,-0.003654421482583822,0.02037991230150951,0.06153506268566304,0.0254183800231081,0.003460699683970098,-0.021728555926030343,0.08365190418019354,0.009459979467242684,0.04441874427310299,-0.058690913915275526,-0.002930203176296169,-0.005517168532030953,0.05755325210607431,0.04465211459015075,0.02651785095000835,0.026512850018655294,0.025642995037853538,0.036046715547918474,0.0518531890842801,0.08429313786806732,-0.028097922290733723
LRIG2,0.011308605355372411,0.0329027377105015,-0.0015063451496167076,0.025192861117963445,0.017964819770044712,-0.026057036851405018,0.10030172710008879,0.035381978585449045,0.02427663247184728,0.044391933532096264,-0.017468645453535114,-0.03370791082018751,0.07595581570898219,-0.08712282751665201,-0.04020636543338768,0.0398148958248104,-0.015236953235277182,-0.0023274462011329926,-0.0007815713505605859,0.03371839864063005,-0.005335462632479372
ICOSLG,0.029206799645416826,0.11024052556490282,0.010669156952397452,0.0005541035177785488,0.06278455020812165,0.02929985178678617,0.09948281209517484,-0.00829405996764559,0.025428508369255438,0.022780371422273404,0.058688757061503435,-0.03775816356976206,0.0813875175748879,-0.034455844270504694,-0.0036287633218556907,0.06596056490354511,0.06552386381963876,0.01539861591384415,0.004932438570286205,0.020379752580564788,-0.04677340367652168
WIF1,,0.01193666754812759,-0.014094099922996279,,,0.020977694773262976,-0.06463517597472326,-0.026737087638045734,-0.0327508088785099,,-0.020652707413500924,,,,,,,-0.018559336892465413,,-0.020385023746435756,0.17236078943451527
NPPC,0.0320936046197442,0.06313489996485522,0.034717738631474225,,0.03748974944463098,0.014380703935275614,-0.04408598787939533,0.010518553698780133,0.08074391527821245,,0.06849418839989113,0.07617433439492058,0.07281633311944079,0.05694718498112137,0.11158650631685318,0.021320773588414825,-0.022518316392739723,0.033666132613443936,,0.0058128453885057906,0.08163782966760912
LYZ,0.024404680403725326,0.01876165078017757,0.03755634172611929,0.065815732714936,-0.005410061750725141,0.050895917578545495,0.05983673310706042,-0.0030133441730539738,-0.0603912663696182,0.05246681647083939,-0.013133560140836154,0.005192565590496059,-0.1008331994350639,-0.03532545826189995,-0.007581437789804784,0.05137992797935967,-0.023705110941073134,-0.013945726082267344,0.02135135569055261,-0.04068371222264346,-0.030258197810688454
EREG,,,,,,,,,,-0.027276287895865014,,,,,0.04857016605580859,-0.02985284391686384,,-0.02486665775086201,-0.038359564737973195,0.07680586740525405,
SPTAN1,-0.02138982690089484,0.03414424700895957,0.002688184962700215,-0.004465951208580531,-0.011931991519325892,0.10071021357426278,-0.08757874230540438,0.04643687340843328,0.02784346259897981,0.07783407639689442,-0.014407671784389897,-0.07452701110715187,-0.04538403075018692,-0.0011848525915195368,-0.00228977903710504,-0.04919363417546132,-0.07969632816519194,0.04820155895344847,-0.006575627955572507,-0.04913790698954354,0.11683075661994122
PTH2,,,,,,,,,,,,,,,,,,-0.006338758732640654,,,
LIPC,-0.03171442067614284,0.017568334853906794,0.001033433588759384,-0.01177376378120407,-0.022200882556929695,0.022043662072446384,0.015141207610945916,0.003814640441165937,,-0.03410549411865666,0.059321715733531406,-0.03069862850419311,-0.011384493335956085,-0.037065521036292036,,,0.027420560249617695,,0.006201739423132278,0.10576049633438063,
COL8A1,0.10771066551613348,-0.06774505394709102,-0.01456689402762306,0.00706996637023154,0.038298671302214864,-0.0036722777670257574,-0.034561902945470874,-0.05240535730135248,0.02117367408203667,-0.06365719213412736,0.03095065490482026,-0.012439219777346579,-0.04477648351846931,-0.09807393097807544,-0.039585562439231455,0.054673345787752285,-0.010023600923865101,-0.034376926946687855,-0.020035053480744806,-0.002623465946068022,
GSTM2,0.011543166162422578,0.03441191553583408,-0.045898584838244647,-0.0073508722999222845,0.011255518359913024,-0.016113810801697326,-0.01203486495704873,0.043690286497611586,-0.00632455090158223,0.03761523495261371,0.015463452109791866,0.0409930379844589,-0.0033992157538670553,0.0960553485424872,0.0880249391057468,0.007660268500265025,-0.02434732447584099,-0.003232320370366121,-0.010845629644398383,0.16988510322584674,
IL4,,,,,,,,,,,,,-0.05054841748246382,,,,,,,,
SPX,0.04888038735915407,0.05028680499879014,0.010848367836997967,-0.001077210595170362,0.0226483240320171,-0.012532638631837964,0.0012946695059675914,0.026971338415513798,-0.017038848341711408,,0.01891490988996774,-0.03837892460469103,,,-0.010616144100437673,0.05783821023064697,0.013513609672232212,0.06748950916021128,0.05901022609068575,-0.03976337259320696,-0.041935984936265984
MFGE8,0.03647401334326558,-0.009122363233560539,-0.016709735577057138,-0.04643926298717222,-0.005684243942379843,0.03874030018746915,0.0627118369060147,0.0007965517843062665,0.007352805759322303,-0.01570601227614635,0.05198980777054598,0.040110766802031156,-0.11341706451579105,-0.01653538795697192,-0.02762311978383107,0.021217603828758428,-0.018834212340730343,-0.02540671215525405,0.023117718428083855,0.052995858335309114,0.07900666829174352
TGFA,0.07815845454792938,0.04445530780836209,0.03291324040691402,0.038231048435202634,0.027050988276816516,-0.04292703406019091,-0.0005483257815168297,-0.020915414448113276,-0.011108106197100726,0.06200511119236582,0.026502729514795206,-0.0036208289610117866,0.0368712415576945,0.0032961413081465194,-0.007911680653637848,0.014783764057296412,-0.08838374131969189,-0.04350216623452133,0.011640684507909473,0.10620241755246583,-0.1287753013316689
SLIT2,0.08253163832216717,0.022260389778386465,0.07714426187141528,-0.04269552945301046,0.027630471668110487,0.08271820073524569,0.0017477068262502307,-0.008157240557418986,-0.02706709037287074,0.020101777492025796,-0.031117976842718626,-0.03240503486536037,-0.060585455308655146,-0.04295924956650717,-0.004727974618147806,0.06589125432239547,-0.0028234165169618505,0.022262215682164847,0.02533125649721804,0.07354201251486404,0.28607366257086714
PLTP,-0.02240679319089245,-0.049962234802194104,-0.04363076264791157,0.03352790599969733,0.0017499373043220361,-0.028516252259859595,0.07533101492601513,0.03007251681811281,-0.010284669615349839,0.05907320008735314,0.054494091350492116,0.01858208579928857,-0.09650726460604939,0.02712278560125144,0.029510557534862772,-0.06418710740653437,0.0036636830962034597,-0.013666789375359452,0.022367257170711464,0.03874513848331072,0.036172079075649614
APOD,0.01793674087217557,0.0039385374381068145,0.0360533252245749,-0.04013231868811728,-0.0017872436445227405,0.009095599929817623,0.07158493793719987,0.03873256160272178,0.03444272798049732,-0.00360382838174021,-0.04651444565604185,0.07173901968600375,0.20420803421344177,0.003342353146389325,0.01038913789362064,0.06720442396894799,-0.03645618948079243,0.015580438929590722,0.05570234189235456,0.06945594230936801,-0.12859908109967091
B2M,0.03363876760003733,-0.06030154153739432,0.026726891599321213,-0.04978795930906813,0.023765835190364976,-0.040717726973973835,0.1043082745077894,0.014090890468105615,-0.015561066881364388,0.10172623354578728,0.053518625701528266,0.07074011166660656,0.007655257660732869,-0.0762793893644999,0.02887701814986632,0.06287524622858481,-0.07196128294937781,-0.022421586826733224,-0.0493618737962422,0.12211132950188629,-0.17418084740327547
OMG,-0.006817755706535313,0.018315746827866228,-0.016744591162635245,-0.004434455860652755,-0.023736698106061802,0.012168213460042095,-0.008140411721184123,0.011506558643438957,-0.024418007710272825,0.07118562505767288,-0.0014133285228465995,0.008601124539529303,-0.01977655391681871,0.014629723984633105,-0.04162935080355255,0.03158552589245562,-0.0749869357039538,-0.0192116567303052,0.0550621882406023,-0.009459737346549662,-0.10911470574135275
CXCL3,-0.019948243804634384,0.026554520207348175,0.0006974251490123528,0.007586499900988069,0.0566108761041231,,0.03795199119193462,-0.011889356716020644,-0.022725530172380055,0.08203873624794822,0.0033199693645931767,-0.029835991842827637,-0.031537299023767874,,0.014386550971123289,-0.0002940432958865363,-0.01671473541600459,0.006471377649265924,0.035170099871833435,0.044966818873520685,
