,UKF248,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,0.09640902231548877,
BMP1,0.09174642430590449,-0.04301816248624351,0.04988035961460495,0.03763061980386549
NDP,-0.0020299499566143213,0.021255211346924013,0.03632802852650836,-0.009610918622081095
TNFSF18,0.07816927865304722,,-0.008239754182829233,0.08400251466192205
RTN4,0.022870213546720725,-0.04885379094839882,-0.02821963987188595,-0.003943474187926365
HEBP1,0.028040920267342243,-0.02502590150910388,0.038970785906734494,-0.023751168628764835
WNT7B,-0.002653214731858047,-0.04445059476277761,-0.017860249128885546,0.013690825176125652
PTMA,0.04517098845630639,-0.06741382033321629,0.02426911850786076,0.0908763961304276
FASLG,,,-0.012766415509776918,
CEACAM1,-0.018743062220548397,-0.024907860631901313,0.005756758159800266,
PDAP1,-0.0022936455174657755,-0.03975145950426564,0.006759498087218682,0.04150600061982589
QDPR,0.010210827697418648,0.10073877287994215,0.001392853841279232,-0.08308320771513124
POMC,-0.0032050754377530803,-0.014208810611908646,0.03153819204811037,-0.00309859588058062
CCL18,-0.023389570731244334,-0.035133983691703397,,
CCL17,,-0.017670921543991556,-0.01157132174068772,
VEGFD,0.005447562175781843,,,
TNFSF13,-0.017650526245586055,-0.0339078442297832,0.0032241291693900355,-0.032685181130711796
WNT5A,-0.0032186024718042386,0.01878644875187772,-0.019086330423654166,0.0556585233921714
CXCL8,-0.06345782495336129,-0.05883555579398399,-0.004193220219854204,0.014339940662516875
GRN,-0.013193473146324094,-0.028492111640005553,-0.03489531475581844,0.009320626887647792
MIA,-0.03843157733584438,0.06387371688609242,0.024247474657456754,0.020638982479083745
COL4A4,-0.015173839623423889,0.012825930105456605,-0.02188156346842849,0.050479116640987545
TAC1,0.013194940520772915,,-0.0152116790496527,-0.011876206503968187
RARRES2,-0.06502403126176477,-0.023465002909913168,-0.0048250074879710655,0.06441758717629716
FGF7,,0.06216939543742148,0.004605697732197234,0.029537948083628425
HBEGF,0.042821684954984784,0.06430881949051957,-0.012614933420653018,0.009175286761767088
CSF3,,-0.03663018160530437,-0.012182816705873995,-0.038426052577653524
PI3,-0.024606814554601106,-0.10413565804973667,-0.02646921335779165,0.055734889972494824
