,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.02390338801174421,,,,,,,,,0.0016754479864936314,,0.058811653801216446,
BMP1,0.033284994235597706,0.012699946411174052,-0.0059601457285363745,0.07674794731244769,0.17429131313479032,0.015977386632687704,-0.027793172995983273,0.04154995106344803,0.08997841183382808,0.02256396321433207,0.17139187940868533,-0.03723404100187736,-0.015474501077674138,0.01907467311966103,0.009716187085359594,0.06522152854265201,0.02497321955868103
NDP,0.01657070190201215,0.08617955218116385,-0.006272110821876212,-0.021774203995022702,0.004130103947428709,-0.03421843229154326,0.06940663941461452,0.026280624170869786,0.0019832754441509552,0.04288347319529965,0.0169947018148571,0.0556904866163818,0.04586671657658084,-0.03664450471036128,-0.04920516021265295,0.015371830524960163,0.06458019579569647
TNFSF18,0.0910202704304712,-0.02335305341352694,,,0.14242806834797053,0.0005498968033508028,,,-0.027738328809352415,0.057655598658898084,,,,-0.022362520719580378,,0.0440187305667784,0.008710127111068184
IL36G,,,,,,,,0.0011162745729409104,,,,,,,,,
RTN4,-0.013886783026731023,0.0942227670403311,-0.0017254286090767927,-0.05297544368302825,-0.13296472745601073,0.002704482505893012,0.06648573828589258,-0.04487817811624254,0.01687207489636283,0.12291916914777871,-0.062206156043167614,0.03024127068397582,-0.0075392136044702945,-0.05990927768899857,0.06336245045011873,-0.03752371938249969,-0.1106378079637257
HEBP1,-0.01222345688321818,0.01066243811638488,-0.018650894098490904,-0.013679529250000757,0.10760377216174377,-0.0443543257963167,0.025553847460127847,0.020195147416246232,0.07181882954041124,-0.05725220162773191,0.025984692503246722,0.041792010797548115,0.04236450661638644,-0.025846197070954716,0.002329159651945494,0.04676829857145506,0.03888689426246726
WNT7B,-0.018531701396048324,0.036328619789988255,0.013951554257579771,0.0394595264554733,-0.029193819073675045,0.003769639570167265,,-0.019703600585226452,-0.0061872395476084,,0.09031631669494851,-0.03541472687235754,0.01122551118443938,-0.024089823229432695,0.008522459540282325,0.032147556408886196,0.0599441253489808
PTMA,0.007942851267145177,-0.07243836627401075,-0.05382509708228621,0.031653578368532914,-0.12425248214589063,-0.04504987611228826,0.0053311872836794465,0.044870542337970165,0.09115497642975978,0.06742135755786707,-0.0018013509033745307,-0.01918920184926861,0.0059692270311733344,-0.058892409636342,-0.06915000812853148,0.04442781321733512,-0.04409842457176675
FASLG,,,,,,,,,,,,,,,,0.010218751504156128,
CEACAM1,,-0.014863578491002827,0.06594398421694778,0.029320588748267644,0.10282495389324371,0.019755899830047125,,,,-0.044214512582642876,0.12341583148801928,0.007130349829892073,0.04053974773248759,0.08006489837620562,-0.037003983980166785,0.07672025765195013,
PDAP1,-0.013929870305930906,-0.010758323701729104,0.071422335699731,0.01862744950277815,0.09220800307436568,0.0036114338013649543,0.023967852794486978,0.017812006499111726,-0.0043780725798914285,0.10099965494337151,-0.004033316002728394,-0.01549747372316293,-0.005687461847202903,0.021843254247987935,-0.04305027775096342,-0.018190244427245466,0.016536405345385988
QDPR,0.09697402125985552,0.019922057067434624,0.0044695877662064305,-0.05313891142233661,-0.1035840988990351,0.01591906790141999,0.05428359249034279,-0.013889084659806565,-0.07875787526440794,-0.013445727618401557,-0.15072507221272086,0.022551150109348717,0.01378311387175393,-0.00394566442187983,0.0019236767554641088,0.02347135640556089,-0.02313958383393799
POMC,-0.022750946648852643,0.01771853327323044,-0.015407097545511308,0.005066298410327846,-0.02043863460242758,0.03981472709440518,0.007895827341080124,0.0006678066327666682,-0.04896602483236207,0.07701880299515138,-0.03480723786566575,0.06481158126192696,0.06281032138217103,0.067099865935451,0.010159468325415696,0.08598667262265454,0.09901353135745229
CCL18,-0.027416995490431494,0.018173752971206072,,,,,-0.014889847095332589,,,,-0.027926447500693077,0.020013788527963317,-0.009810748634484914,,-0.057430647659702995,,
CCL17,,,-0.016686415080311094,,,-0.007082881799760655,,-0.01637662534523356,,,,0.1115707819861435,0.043715275346456216,-0.028589349780847848,,-0.02247035499045786,
VEGFD,-0.030890940347937188,-0.018548347475984776,0.040391864007758065,0.02516014950505996,0.009861129269542707,0.030840616523866674,0.0304564628240674,-0.017551336621218622,,0.031292501047054874,,,0.03780486308990023,-0.0301529399354596,,,
TNFSF13,,-0.013997178218357201,-0.015404472563488989,,,,,,,,,0.004457260478369708,0.04281750135382392,0.08408066150924487,-0.021754835269747204,0.021182900590980335,-0.0219371130506801
WNT5A,0.0036019991977197714,0.06511400039073273,0.06296216129675204,0.14216712095278686,0.15572928942483164,0.0342686151093485,-0.010891165589963754,0.0601206584438135,0.019240673212882132,0.05333505041583315,0.0931987437905601,0.026806099639711815,-0.01879016473758906,-0.036335535602927085,0.05894025456296006,0.036385226725748926,0.02024685529667741
CXCL8,-0.06203279160623463,0.014365529791490058,-0.03581889260587763,-0.027206821945164092,0.12230837414707374,0.014368431840976996,-0.034552697050110305,-0.030958295331279393,,-0.04089579924816335,-0.0034160972675951386,-0.0979195394741451,-0.06976820665540807,0.03534637893067351,-0.056527427062343115,-0.044028271881839616,-0.012962985256595401
GRN,0.03387955544397013,0.07439260995024992,-0.02718177443524612,0.02652050618821363,0.0863781726906542,0.03860624624761663,0.022467801490360494,0.030459726068715956,0.0898615524381794,0.002580349234538697,0.09553818717493012,-0.038473875007064395,-0.03398406629317127,0.04989097003209142,0.07795333744767956,0.06614085044647416,-0.10701561596639271
MIA,0.0171948386993482,0.07001155375765986,0.05456912391101465,-0.034501877162110436,0.022552179201626527,0.017260379249401735,,0.004461263896583882,0.07397628841984032,-0.04854857015782416,-0.017455359950484833,0.06482959647767658,0.07564559496963133,0.03203420932902923,0.07534444119414954,0.07228426561834025,-0.016380494610767862
