,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
RGMA,0.015346175444379445,0.008006194015921838,-0.025609845704776188,0.04489199133584441,-0.07651643750098934,-0.02727709526490376,-0.16834121007860559,0.04419080537689128,0.05704288789219316,-0.0037647282499744033,-0.06823784827848024,0.015470717330245088,0.02801293249422864,0.025276992584726515,-0.0749462614289698
CLEC3A,,,,,,,,,0.02044132365563659,,,,,,
WNT16,0.02996293626248348,-0.006954134906777,-0.020402676830153246,0.023419266439147154,-0.017246434293853124,0.023825917297966383,-0.04136761210040219,0.02787200963582147,0.013875853912703068,0.09041020329203553,,0.1214505517361967,,0.02296047175192655,0.03554691160120192
CX3CL1,0.05933937580383766,0.01797510600760719,-0.0034220273375978375,0.002699827828965348,-0.04040118229130921,0.007629036002994353,-0.011617924930941884,0.052037461052044036,0.035278069879481615,0.09185474775166315,0.05615583080406823,0.040265387230544646,0.1012479114268586,0.07857525192130009,0.0625826359785798
FGF1,-0.006557218981002074,0.0271564816203654,-0.024823576306553893,0.0015411048929785658,-0.008020412638411386,-0.07856135975127475,-0.11655435140055274,0.019683580633164485,0.011444044498871177,-0.08459923947196295,-0.001784428758470541,-0.005950064858141113,-0.0018420762321405982,0.04753282287752417,-0.057362486191323975
ALOX5AP,-0.04321375258956197,-0.0023683836561570436,-0.013282840117092952,0.022005636710333766,0.035773069312964687,-0.002701167706337393,-0.20222488073824113,0.041677639758757996,-0.006598146380250974,-0.15425073843439174,-0.009754063340968002,-0.03281271354640351,0.03641043686861984,-0.07134261803635104,-0.003916839233875314
IL1RN,-0.021547861232262572,-0.038785563436698436,-0.028587813245214873,-0.025816543807796646,0.017285182613691566,0.019566267734247033,-0.029757336692043158,0.02897002147778882,,-0.005681648636021931,-0.013258444442021535,,0.005141916336438402,-0.03318360305494459,0.11036726793741618
NPW,,,,-0.014537459101774161,0.04058504576276186,-0.006845473505568176,,-0.01814971585129191,,,-0.014767020427804497,0.051341219792753495,,0.019912611811917884,0.06459256813341037
CXCL9,-0.003579641136801322,-0.033365290270218104,-0.011005898155730715,0.015405222475290248,0.013830859826440835,,-0.035989784296406896,0.028463594364854433,-0.02720220770943927,-0.030089296608478713,,0.0023326202279314355,,0.0385832486310621,-0.01045372188579531
ANGPTL4,-0.03742002346004818,-0.017920481005129607,-0.0280728458624132,0.04397460935839218,0.032761387202213374,-0.054391413276386115,0.025014369108421097,0.030193887392685904,0.017463045687948365,-0.052141844328293385,-0.04094589266436781,-0.024377948533389905,-0.06208173314734025,-0.018809530199621484,0.02449946141138801
UCN2,,,,-0.01008018789074981,,,-0.031532859797540926,0.006577200970478203,,,,,,,
OBP2A,,,,,,,,,,,,,,0.1161963024518818,
COL4A3,,-0.023083359600962146,0.006312609967508906,0.007730023801600469,-0.0649196119520759,,,0.038147747145239906,0.03797269614963062,,-0.016720513814833447,-0.02246569026854169,,-0.016345634666406136,0.019203771146529047
NRG3,0.07137866272345099,-0.0436386929026055,-0.01926556648020167,0.014351060803060011,0.004134767895171156,0.028569954957040154,0.18927415982002516,0.03706184238537975,-0.008042226591582335,0.0813873835712579,0.05272601536515924,-0.034203621064350063,-0.05684260075490996,0.08278421496214024,-0.033489917847395925
IL23A,,0.12307130584815859,-0.02721495295788574,0.002088478155322439,0.05294027769969324,,0.003183070875715182,,,,-0.020343372000919808,,,0.013065241334548063,-0.026606264507631643
COLQ,-0.0035252452744951937,-0.018945196173919918,0.041984543551635396,-0.029714432433670803,-0.018496350447781095,-0.011825787421870224,-0.0678860363357566,0.028532374495096345,0.018475102960356378,-0.019801179351344057,-0.002091779727647073,-0.0174383941160902,,0.10987148642666285,-0.04918399084415841
SCGB1A1,,,-0.02070381431708374,,,,,,,,,,,,
TNFSF12,0.012773467097215357,-0.003746677039329867,0.0215836600675674,-0.05053938898117169,0.06617119962000957,0.020911702165128773,-0.09540525762752164,-0.025957548274915063,-0.023362816988236897,-0.029387273006026404,0.07925573539276998,0.029144324195161525,-0.020753977195366403,0.04999656209750026,0.008655413250426744
DKK2,,-0.019712329325370107,0.059258296772577164,0.10020252924244122,-0.01906333900387893,-0.004816957141798096,0.17617410884764353,-0.021017030736749376,0.012539394273547447,0.02276520184423791,,,-0.04284482858651004,-0.02776753407722917,-0.033596872719721955
FYN,0.03277185428799949,-0.010046935695633212,-0.029497439182816575,0.024595944222773652,0.03172217065813319,-0.015021441980771766,-0.15080774658783638,-0.018700177232484367,-0.026874583919920012,-0.07258635537964075,0.03494109575365192,-0.0013354613713320606,-0.003920404173775142,0.10232185420674875,0.03191794421342729
ACE,-0.016446896452154712,0.042938165710202196,0.005237153190943165,0.014484426845716606,0.037097147792020065,0.013922230826278406,-0.019458610125398425,-0.045697494375669084,-0.008319879837550082,0.03731989430965479,0.015380842449358683,0.09041648112641554,,0.018818444125689948,0.09898004994195088
IL18,-0.07389352328640032,-0.0071433690948564,-0.008019256589490797,0.014542441001095136,0.03665844323934573,-0.008451540441504535,-0.16904215015166713,0.040575303982107166,0.01558125333897676,-0.0595864536050905,0.09836683768012909,0.021150112548033936,0.08841391403519881,0.039311142643082775,0.06074234945299051
PPBP,,,,,0.08319680112350301,,,,,,,0.004784153027647207,,,-0.0222127423034816
CCL27,-0.02452684868804956,-0.012481863525824628,,-0.010631570056864102,-0.0046254894694335875,,-0.031521346753859765,-0.0005509213718249297,-0.019282246883911967,-0.03683820475664383,0.003156032405705823,-0.03296376343756298,,-0.024767099258504496,0.03720802045490062
SERPING1,-0.0011541558054457225,-0.02307294694459064,0.026569824786827262,0.012996927779803082,-0.030871476624188647,-0.022725467484819566,-0.18144216012083922,0.027164611971513552,0.005489766257034264,-0.09337317113319081,0.04741394572758001,-0.0003927718300586491,0.08062829854833527,0.011896766837909129,0.02354109823833561
AZGP1,-0.06767947824097793,0.0258112846419401,0.00629906477666197,0.02805596428777196,-0.031363299653743695,-0.017242983137495976,0.0004894492623865687,0.01877593126129423,0.018094759497328586,-0.0143194309894573,-0.056619189156997776,0.07104658666412601,-0.036509267900343194,0.004979525682725563,0.0015728878835693774
INHA,-0.033619691336738686,0.0192382325045799,0.09778388584714472,-0.03789785777189504,-0.031887100891258256,0.044772310941965335,-0.05480765470418949,-0.021954579415568908,-0.010588358473322691,0.0023722019897250003,-0.049958540269887414,0.047581884067488124,,0.0474961476798504,0.05036251845974077
SEMA3G,-0.011458567257908605,0.015125018657712305,0.054691478237158045,0.057027762062549905,0.0030532551049559965,0.020633845990451493,0.007678111369963074,-0.032508766973720724,0.036471388900945485,0.023137154283950172,-0.01886805917930071,-0.024603164021165136,,0.046112095069555305,0.08784400914360449
COL6A1,0.004977268314494432,-0.007370235642933059,-0.014206967884470404,0.00198033569799751,0.032032625932195885,0.02030034433151503,-0.20495408825407624,-0.04619653257403023,-0.0037819559308935047,0.07371740735573706,-0.07055578960639601,0.06692867773258654,0.06077394080396244,-0.03188826131954623,0.14184384158399613
FGF17,,-0.016642096367501524,-0.02270497129889398,0.05925052395158452,0.07905690930563664,-0.04122255231903118,0.07896318471077989,-0.0008014361825231178,0.025414555185357117,-0.010526540644797034,0.060535072810416216,,,0.012602859295523423,-0.017426950327189834
TNFSF8,-0.026628844241818314,,-0.020097228915578295,0.07498313109185692,-0.01804641141259975,,-0.029757336946257443,0.016659037271967058,,,,0.06426377117580077,,0.04424474848902085,0.014638524895869323
FGF20,-0.02110415595221225,-0.024771561343005195,-0.04790558926180644,0.034799827155981754,0.0030160420287966,0.03472405321838143,-0.02130339233624211,0.07705786227610699,0.05962162919349987,-0.04424482051595496,0.004619453659854747,-0.04526453919409802,,0.10064883329158171,0.03505080958754222
ICAM3,0.0558384082945427,0.02366892854342762,-0.03753137341368985,0.014338162394018325,-0.03641959957028546,-0.02818872420072087,-0.01407591066597378,0.020553378293874734,-0.03838465595317652,-0.06886618470667392,0.032407994836490706,0.02529369265626028,-0.0367502330756754,0.06992787327263278,0.05032575207714305
LAMA4,0.050561631756864754,0.039796875787191203,-0.028526565978734184,0.020896700901854776,0.017456375798599114,0.004904674377721131,-0.15560326475200334,-0.03337867286505407,0.022452534567961535,0.003076644269172167,0.044855443420256005,0.04328236752873298,0.031718753607087355,-0.01664195236750962,0.10606673607899642
DLL4,0.08567724957827726,-0.018607658586680842,-0.0011539015810022248,0.04564182439231805,0.054375439739999795,-0.00043341706528944157,-0.08049110577037444,-0.06265812428998509,0.058674494201748216,-0.015677223621053008,-0.0002952297615919725,0.09063879384081878,-0.037741574930285744,0.06940169518409929,0.09641059298167208
SEMA3A,0.01799404591417802,-0.003798519721225347,0.014520399305595373,0.04022180640758485,-0.008686342959855245,0.01732447519439611,-0.06931096393863552,0.01065995123537895,-0.028433351876828394,0.12131628176182399,-0.012816383150650068,-0.014176058175627781,0.13326731169401237,0.05842349772407926,0.03335334447582353
RLN2,,,0.010114586138358226,-0.012976962939879965,-0.027680383988833022,0.02044904346577059,0.02724967877220001,-0.017095557350628423,0.017227040858430406,-0.038966336434793976,-0.012718056244712296,0.0534699734329716,,-0.010603444889903032,0.025815414687144593
C5,0.012171495588390176,0.0321013237911928,0.0456712414781558,-0.01463345809893621,-0.018436201242196543,0.0195079346953169,-0.1020905197672436,0.03390561931632519,0.05962846156988356,-0.033670957698230974,0.018229053156772125,-0.00029399972659686154,-0.04284480911570706,0.04359585640591861,0.028974038906584863
COMP,,,,,,,,,,,,-0.01072140541183964,,0.018527163472612185,
EDN2,,-0.014102527397722964,,,-0.02373404794096494,,-0.04067091440563378,-0.020759703640067094,,,-0.033518010563093524,,,,
C1QA,-0.06023016777868911,0.008039734630162937,0.03369413721601875,0.02207833140860101,-0.021063352662863195,0.021597790783444617,-0.171413976145054,-0.007022214298042697,0.03192858596513565,-0.13574512161066535,-0.03332610988852136,0.06370773632710247,0.060630472192541654,0.030241361069805926,0.052298229131037856
UTS2B,-0.0017270632693078614,0.007861350316498839,0.029746963459130058,-0.01297696286532582,0.10855043961083335,-0.022587222542521282,,-0.014777270942444923,0.02938089859966559,,,,,-0.013686803988471417,
COL9A3,-0.010600411252908188,-0.00541041883460439,0.0024357525505546568,0.017115170614908772,-0.03282978150088392,-0.009137692458391357,-0.18302242851689446,-0.05539971083046547,0.013692861017996844,-0.046117959102710264,-0.05949156711530387,-0.07696575435823383,0.025105949299896794,0.08002715134012854,0.033610278026596135
DLK1,,,,0.03425898287103371,0.0065362014601040115,0.0375391588652366,,0.04337593855329102,,,,,,,-0.018234790637213907
HGF,-0.008014595969416814,-0.03282628078257038,0.008470684502269923,-0.027988934388412573,0.0032072775492874277,0.04935917036620199,0.18986861760606694,0.012033612644773236,0.006352413751409691,-0.08422545044981604,0.049428397182323634,-0.055133894616849054,-0.04177970079241844,0.01260571735930925,-0.01410048906257716
P4HB,-0.0350845900171054,0.0449031979445134,0.03286087315338582,-0.047359650917485285,0.009295815580412137,-0.029515903656552125,-0.1924445570589155,-0.07966215126275035,0.028011898424418417,-0.08235373609611073,-0.05612275994908895,0.019768253573936814,0.09427613827029845,-0.014660476513870582,0.02107011838082823
ADCYAP1,-0.02483717743653255,-0.022136053329983425,0.012007956803225714,0.020302171995998368,-0.009323517212345478,0.02299163334622477,0.2249297682306748,0.0548630210496271,-0.03690075270664352,0.015645082045742314,0.035844694225684114,0.004084961218987773,,-0.029992459015153485,-0.020528599263690907
GREM1,0.02583328414966059,-0.01983695465731922,-0.004013612506688354,-0.011216164274320962,0.11449168219115279,-0.022888206670034283,-0.08061851396930429,0.00479111617024811,-0.009162372914840372,-0.07985823650224357,0.0033657780750658032,-0.10686598192445296,0.03670366538358726,0.025269191238765868,0.08139265353957223
EGF,-0.03552623005266655,-0.014391408931696052,0.059590621305722076,0.06291983484367164,-0.03677937880582111,0.035488703742158546,-0.05972441978439042,-0.009358467233187638,0.04735502585275887,0.005893867476154345,-0.023148269916192676,-0.05221702339868943,,0.023972818414447608,-0.010800733108600625
VEGFB,-0.06092018381985701,-0.005356042487805073,-0.01177780587481832,-0.009738487256210087,0.00225869605702736,-0.007362561636478529,-0.12449365342601725,-0.05467167656264254,-0.004377805782859546,-0.08639827254549133,-0.08040521060226724,-0.02181570878471726,-0.00062746404214589,0.03623547793555983,-0.03571337838911673
FARP2,0.03390607386279011,-0.030662830636138325,0.04354234312699159,-0.021417716746182605,-0.02183692504981238,0.03123404505635113,-0.10667015773918899,-0.029514002297698114,0.02130193600602085,-0.050365446290334424,-0.033558065301616646,-0.043826349327912066,0.08943067722518257,0.04760741433250175,-0.013896951492211793
BMP3,,,,,,0.017389182376129665,,,0.03142473125144304,0.083378294325631,,,,,
IHH,,,,,,,,,-0.03005375542867254,,,,,,
LAMA2,-0.047430237916358454,0.055622463106401135,-0.032203398866445604,0.0023826818849303957,0.020409254416517295,-0.022617199686129113,-0.10446897856857389,0.03588468022907315,0.04852641410123693,-0.03606641909745317,-0.00902803429559779,0.040560194185732076,0.0919249940125885,-0.011084575230634688,0.07488896578958666
SERPINC1,,,,,,,,-0.015810344976902188,,,,,,,
NRG1,,0.040988886076567435,0.0399787469613228,0.02978877659208237,0.0149282414555332,0.07954230805279822,0.04260547186566453,0.019794233206329167,0.05321033363746724,0.12960509371905451,0.05523591993852469,,,-0.010485402356912657,0.014850370852527424
SPINK1,,0.0016124200183326586,,-0.014040590202782569,0.0030110960632842754,,,,,,-0.012718056244712296,,,-0.03694313224864877,-0.06325458816971842
EFEMP2,-0.004548015983202756,0.04125778251425961,0.047032648291037205,0.004019937997692031,-0.020757333259623034,-0.021554943939498382,-0.13182147582619927,-0.002335365742980534,0.0042548214816684376,-0.03830894025246559,-0.06451141283359108,0.06175536706392865,-0.002729928370470318,0.027842504655425836,0.0028005815525502862
SELPLG,0.030513978627074268,0.01896141323964982,-0.01462671173302091,0.03771379840887359,0.010563658276819694,0.11204208281153628,-0.09861296602400245,0.054810080712279316,0.012527005809101195,-0.004580295456806705,0.009993685702764443,0.02297420192369939,0.042350860385287625,0.016700138065781602,0.0337146932080259
GDF6,,-0.023940111031521882,,-0.014537460359538942,,-0.019192036159696686,0.01507335154773922,,,,,,,,
HLA-E,0.03430215456647079,0.043622926211576894,0.0028982509962624282,-0.009770361930662838,-0.039676229182548685,-0.00787553016979323,-0.21885728988970587,-0.009943551115638292,-0.016049792002832318,-0.1191633779697362,-0.07655731977226263,0.08463814878405401,-0.011739246191216288,0.040822594080529996,0.05204057972403719
PTN,0.01208180065617554,0.010651827137075616,-0.02564879246470844,-0.04153047225800877,-0.05928173876159968,-0.008034800492561084,-0.21853163470080098,-0.04744149305303474,0.018495690568624584,-0.005646732659346637,-0.07875481350247009,0.0687490449691729,-0.029308425041761198,0.019330764852299946,0.026937701279028316
CD274,0.04657327421538806,-0.018098101671563817,0.0006399172319590285,-0.021668873726050763,0.04056178152217283,0.07325756614209313,-0.03823589697918937,-0.00813405818934011,-0.025970879817520207,0.06727849629177529,0.07786983124786,0.013726693085877581,-0.05066349079134081,0.013294344952522037,0.06447552236987404
FGF10,,,,,,,,,-0.02446171084930665,,,,,,
CD14,-0.05716865234233488,0.015728943353278155,0.08015234379928579,0.02677136770785757,-0.0523561620002833,-0.04809659127086122,-0.1383155198896192,0.035374782853622916,0.020794825777801312,-0.1396917000742683,-0.023536803397653187,-0.00562951836552189,-0.012721259862847159,-0.004450865004478839,0.04386903442612248
SFTPD,,-0.022754972568069423,-0.03424808950111613,,-0.02026658396519233,0.08155044121463664,,0.05416076120281017,0.011049830417111084,,-0.02150369323459805,-0.032826764277773285,0.19223188917468748,0.0611906230524094,-0.04339174628230549
SLIT1,0.021004767621704907,-0.013363331787401365,-0.03587898496699605,0.033453201875393704,0.01367478253193879,0.07910154670580732,-0.0936938452422133,0.052238206098415986,-0.02294013666273985,0.13396331812387782,0.018831831544398214,-0.010295064574837613,0.09711773864241095,0.005512997058933721,-0.028149377364216667
LPA,,,,,,0.047008839658201705,,,,,,,,,
CNTF,-0.02912646984250574,,,-0.010228795367666285,-0.018046413059691166,,-0.039983594274026264,-0.013477027974234846,-0.021894439118553953,-0.03262273070115611,-0.014767020496270496,-0.024603173729729422,,,
BST1,0.049372203692441025,0.0216101839328461,0.015195493418613697,0.055259807988547925,-0.014583214581397361,-0.036371656357885813,-0.10999156118629384,0.0077200814561195425,0.0028484308001437498,0.03708633635446626,-0.030742400735168603,0.09024673561310154,-0.04371953694743611,0.07199560435161559,0.03170635935791138
AGTRAP,0.01096119636698377,-0.0033632576804428532,-0.021051275653523018,0.05356084230763381,0.002557583751238314,0.023216902988175914,-0.1487711631044082,0.02605987939136233,-0.0015855913734247671,-0.03219698166216877,-0.016275433611810507,0.0006999386277126403,0.0107638142636054,0.03693199821257084,0.005891841066689592
LAMC1,0.033821317520040244,0.05419588331913114,-0.007989647486486324,0.027266853130856993,-0.011969488483602287,-0.0062684606330287,-0.15608995182127827,-0.023658773018785766,0.05264557667301254,-0.03879238910075675,-0.09842115385340841,0.04234220840105893,0.10402938354779735,0.016106682023829817,0.1072782014739621
COL6A3,0.045360458629377265,0.08687080571727657,-0.03152481920514292,0.04346882143738735,-0.046931816037758346,-0.016515714958704332,0.09895424079920245,-0.027942135130757287,-0.026047518081224366,0.04462731240418137,0.03397253975047921,0.01400384682126195,-0.056114091945265406,0.016056522686231523,0.17304187175500685
FN1,0.003184024883877267,0.02669833211923221,0.010385337799855097,0.021788046696369738,0.07589461657659591,-0.044866817337288506,-0.1264880585089952,-0.04201394371107844,0.028146079739007544,-0.027655306102366,-0.07457972513048892,0.09526081696575402,-0.0022519738212948928,-0.04505263862888466,0.07358464496003113
MIF,-0.00104368761786236,-0.00997419987824235,-0.014064084673011273,0.01652804533062616,0.07596013542272041,-0.004108841303895306,0.10411930807086095,0.035416522856458924,-0.001957665447472944,0.02455902609565781,0.03295183095890762,-0.011041026904984857,0.02002822839961649,-0.01696711733623651,-0.08261499117598065
JAG1,0.03763683060936226,0.028707385971720276,0.009929261056828979,0.0410673912238217,0.01279711161674815,-0.040086810229275516,-0.1899583724175216,-0.03418942473735649,0.031573373317475756,-0.047925868551245705,-0.0958313173671988,-0.06548466894736091,-0.16252585627053204,-0.052275301627703975,0.04696242246667269
NID2,0.07462207256133076,0.040801560351515165,-0.00260679693672444,-0.03441611972985215,0.026365618751710423,-0.04675388430990109,-0.0690062361273261,-0.035475306977344474,-0.021950403202294883,-0.0120381734954501,-0.0009046031791535934,0.07517012823557921,-0.046676283310304455,0.04543542718513669,0.1455021522451369
EFNB1,0.012600123183059904,-0.0015245308498301434,0.042688588671870475,0.0335542822763291,-0.009248823369612443,0.002289209877439734,-0.01883629329507202,-0.04898484714189813,0.03745653322632777,0.07149695639175233,-0.02142238882543928,0.012934635328179456,-0.027960728217288427,0.0245148751890146,0.05447257489405699
COL4A2,0.008021168853871191,0.04021587977352157,0.016804575643927046,0.011144597238205541,0.017820222535200946,-0.04408078695775232,-0.17047255115026366,-0.045567366747398065,-0.0018914954311510912,-0.046794517725855016,-0.02822599689245012,0.07008893306749191,0.03827036309570796,-0.03956336890181006,0.12669291370194422
SPP1,-0.04263216522502921,-0.01651855305016668,0.03243956621312934,0.026666024901464615,-0.00409240380500625,-0.07041379456576333,-0.22774398388678177,-0.030469024438601226,0.007580373261001165,-0.18938175464833962,-0.1041202105811353,-0.05830225624786499,-0.17613124658328932,-0.11782152259891711,-0.031046770241787758
PODXL2,0.030643235028438603,0.017225450024334062,0.011629335667356373,0.007141890098129105,-0.0015414821879489754,-0.027663484997552678,0.013236764481839622,0.013565669422903399,-0.04059801251205687,0.1272069184257068,0.07497716172613286,0.0020883197633942852,0.06350056438084985,0.0704558564937198,0.05545859564069275
IFNE,,,,,,,,,-0.024461708940717624,,,,,,
FGF9,0.09718349284842576,0.05663663636435096,0.042083051835667434,0.0989224558292123,0.011078896752904572,0.014108627365983865,0.2436626330565539,-0.0006834058274233035,0.04353877171189093,0.0253639225942834,0.16211399893365125,,,0.006028797595220268,0.03110077800226689
ITIH2,0.0031832182986975942,0.034602519259079714,,-0.013666065484134566,0.011370964115506609,-0.014250810732050354,-0.03893185553128754,,-0.02495446272960739,0.10857434162537324,-0.02069749410084704,0.014087427955840406,0.10537679578085012,0.003838731448906388,0.17373145096257478
ADAM10,-0.028240478946755028,-0.027412113190280283,-0.026596916053077495,0.020363254709368343,-0.009157573106001054,0.0010888668500634478,-0.14784724096741794,-0.03961981811153184,0.020399404333994044,0.0035887035166022783,-0.015627577952338344,0.0021172387427313057,-0.03317970145779767,0.005682433572664718,-0.06097633527884783
CFH,-0.04621969529238784,0.03692474976901712,-0.04745905102320754,0.03157476844712494,-0.03138341690671629,-0.0367975097354671,-0.06877474909825607,-0.005202851105026251,-0.009884205991205132,-0.009221923944682442,0.009067038264463116,0.07957800874302205,-0.028771978176618508,0.035446725453416254,0.14351075681696665
COL4A5,-0.0012302474451646268,0.00013150160481641338,0.029013849337859124,0.02779787573034238,-0.03784355294582438,0.037566748620050126,-0.09595494895296555,-0.04615992523641235,0.04533555392375882,-0.054285865226421676,-0.05701589961673668,0.0681939272714317,0.005521177480357768,0.07736774319195348,-0.052314571082570704
LTBP3,-0.03236184608189515,-0.07369263098234084,0.049349065827440655,-0.07864013278732833,-0.01498988038704416,-0.03749135020283942,-0.06251044513548931,-0.01559735345770213,0.001154941904717043,-0.026832632511617698,-0.0022843494648731822,0.033532821350447675,-0.054395002299574585,-0.006096934370410458,-0.008923287646196439
GNB3,0.05103039075157347,-0.00012704124182041354,0.02075265641524737,-0.003551545233368484,0.0021801558607752593,-0.022829916669204735,-0.04678596315038938,-0.014844993361310007,-0.01394343718515451,0.12536580684795784,-0.005235398284221408,-0.01841693755914931,,0.09069188139302212,-0.013586101751339518
COL6A2,0.05078701241562461,0.036334703724344636,-0.015293658181747593,0.006371129249411123,0.020424093143401986,0.02108800381201096,-0.16328590436245927,-0.0814162779019367,0.008259156370553829,-0.008550563206960533,0.020132551138864738,-0.002635914074586603,0.10088895908302105,-0.030698987435553302,0.14965376899299737
PLG,,,,,,,,,,,-0.017444577525099488,,,,
GDF9,-0.028588591031836058,0.01249157512667162,-0.0348697894701029,0.024636368662384615,0.04549921168444288,0.01495788324998559,-0.06463462908451782,0.019484303015200946,0.0016120151948126687,,-0.03580827294401568,-0.036119555041199784,,-0.005858819647379446,-0.019579280379310678
NCAM1,0.02698742234898228,-0.027502958647492984,-0.0022736789731304624,-0.043214221713558,-0.03790702872714327,-0.03979971979764088,-0.0254083530529825,-0.0189047048273286,0.019486610445142123,-0.05879692893417672,-0.0684554816118294,0.00294696022847164,-0.09424602773282864,-0.014461733306857672,-0.05962429060386077
APOC2,0.03473357383605632,0.016400044800634932,0.015169042859004583,0.05514742490973124,0.014133092671825956,-0.0545801731842772,-0.08559804147112929,0.03581800296834101,0.007954058318137421,-0.13025790754006666,0.03509933388784021,-0.002582795857318103,0.07700484796679767,0.08435389581562493,-0.007597605623064625
BST2,0.06450486410525809,-0.06258432162853704,0.013517566094081572,-0.0038418353368517883,0.03799850939568058,-0.043466742150878306,-0.18225621197915612,-0.02286047373941491,-0.004221274893839875,-0.022682196379581715,-0.06520479891687896,0.1078546624314901,0.07548411610857927,0.023213742025072367,0.05219893662524007
COL5A1,-0.023413506477496543,0.027690995132806834,0.04753604920133759,0.03558445283249957,0.011936635772825067,-0.015681585471078657,-0.028262102082021155,-0.029079989709960247,-0.03331033706347149,0.022669376721896665,-0.026537178950602595,0.06151257886472491,-0.037248742363475404,0.014218788701804874,0.03406215399179239
CALM3,0.11417601272785925,0.028627929920074804,0.03437529948656274,0.012969429955605728,-0.03708052798673386,0.08558094393782284,0.25959703727244504,0.0520827305378255,-0.01383259769839079,0.1645792910569282,0.09149585203050027,-0.02184973415947421,0.06337807747640826,-0.0007075700129876428,-0.013042855881433148
THBS2,0.008382188252286222,0.005308138832296478,-0.028896770491706514,0.07347953375773852,-0.013338602245015513,-0.03379281260400592,-0.19973742812593404,-0.05018758923238907,-0.0042602885115945515,-0.07112665425792279,-0.1274088595419427,0.11858661603106514,-0.048534733795131804,0.01732420582150978,0.07210369921824109
SERPINE2,-0.007983418026156895,-0.05528453807696471,-0.0019443331157495553,-0.04608329415208206,0.048527030019688534,-0.008432875973425125,0.0956001130862863,0.032233158750297225,-0.009891724741750298,0.06438490534732917,0.01185302892328672,0.0811990615546214,0.019343120178780922,0.016387886234771113,-0.07702845575251244
EFNB2,-0.028646891154720105,-0.00053861475212863,-0.022709966091071666,0.011565913801315103,0.004585044606885351,0.026957348597504167,-0.033213355970223055,-0.02689043303136298,-0.028681525538375482,0.07471598536113631,0.04410144578110736,-0.0062097337327437566,-0.00013146681271752192,0.0023603110946455613,0.04948797869889713
PROK1,,0.00640919190328686,-0.026275514646606674,0.035670101651082045,-0.01979356527331282,0.057236371721426905,,-0.021772360875424206,,,,-0.024603149713828192,,,-0.024807948086145976
LACRT,,,,,,,,,0.06200944079991712,,,,,,
MMP9,-0.01366164688897758,0.0068000552130932585,-0.020402680728850715,0.0012484401979371725,0.027988492885294543,-0.00912331215385437,-0.0714652733441162,-0.022504661266406503,,-0.019935243560897164,0.005656278812094223,0.09820378379511963,,-0.006054288726689826,0.040131668136009456
DMP1,,-0.016906333321717062,,,,,,,,,,,,,-0.021047081283237415
NPPA,-0.024739730508548885,-0.005336618924402148,-0.004735199942750591,0.028701147853809783,-0.013576980045065487,0.06183810807307389,-0.01586665548349774,-0.0018815029806204587,-0.017286098407560246,0.13431892916852575,0.04740549448127267,-0.014252576623474551,0.03890543915501473,-0.02871654049074092,-0.05196823044439168
APOB,,,0.011914933301156143,,-0.026055255826575096,,-0.018371547555598087,-0.027339653199622626,0.0020602962957866843,,,-0.026997788606964817,,0.05473002140363685,-0.024807947696635448
C4B,,,0.03303212614624309,-0.001005330903557612,,,,-0.0024295678570561813,,,-0.007155142121916979,-0.0273239869241772,-0.04789920106899399,-0.007152368772080723,
NTNG2,0.03278111128043138,0.024642033312574477,-0.0001015062188229718,0.062419564989796464,0.033635023483364314,-0.016078192379561134,-0.0457362197847123,-0.03512790033674052,-0.010919412924685158,0.05951201457560409,0.036081922013874224,-0.020633727662767366,-0.03749363840277845,0.09243620827133407,-0.030098964940450793
LAMA1,0.014656160196611074,-0.050151511341099304,-0.030533027551745643,0.0037046704147244763,0.1049153221889871,0.008830687571265901,-0.18263726477105427,-0.03259646819765837,0.0029634988455851416,0.02396437660507462,0.0024137711499504335,-0.031805471037755856,,0.07681356957253858,0.026223471577738397
UCN,-0.006534425345992321,-0.020570502394982305,0.01673088084414399,-0.0050180648777059765,0.008064957842747054,-0.03250575447401174,-0.03603495471945834,-0.009435113028280467,-0.03237901824819232,0.030043072842057025,0.0003327728946015235,-0.004643124679045316,-0.03521856305348662,0.061504283569574394,0.07055256558517504
ARTN,,-0.02242243970862269,,-0.017359730215594168,-0.021406230219791444,0.03671463537099899,-0.01809302397663632,0.0017126631461351683,,0.05611190093986919,-0.01476702152326061,0.041189654106975684,,0.035444533740141164,-0.03577649975409197
PDGFD,0.0016878045445791077,-0.0034874622890714224,0.02141782055374657,0.016704293191409245,0.024949501034427078,0.04906129362390604,-0.033897056238437875,0.02153453415163992,0.0580101228083909,-0.03720041903463699,0.025739876869985086,0.02485098605775457,0.13327789259039996,0.0462019347811687,0.06806879271467667
EDN1,-0.0018561159759793186,0.005988113854685213,0.0354723723660944,0.011723848080764591,-0.014905299509564165,-0.03891578321604934,-0.09014731402227658,-0.04581975715663948,-0.006469625641665032,0.017470318201789802,-0.015115448096530478,0.037373549208400095,0.0037381323587166652,0.032136447344448295,0.0658521631812437
