,UKF296,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,-0.001486621263975566,-0.08831570977389068,0.016951527421013485,0.014779005875632422,-0.0026166019460280737,-0.04231392666780959,0.02844798182475867
CXCL8,-0.010674800648715631,,-0.0483494069884211,-0.09587003626339685,-0.000769463516434298,0.025827493854725242,-0.03356510350049423
GRN,-0.04414353629752015,-0.06628736246738003,0.05752538433061467,-0.012397863964852015,0.055079001678020725,-0.03093778111346313,-0.0505211962563207
MIA,-0.013036695437572115,0.10445501712415563,0.06380350472172283,0.16385949789735912,0.06391356255525976,0.14152889341439603,0.021078910419398494
COL4A4,-0.008291318648392977,,0.06512861466370774,0.060428892630696854,0.03655672479627663,0.03192540950458405,-0.030818866295765735
TAC1,0.09369766445685339,,,,-0.03438866227697585,0.04782369755048327,-0.09064327932191941
RARRES2,-0.006925980699232938,0.023844943567080078,-0.056961496222081874,-0.03787606639298766,0.0401732002957685,0.030070545883068657,-0.005886080692866
FGF7,0.025436822019813444,-0.017936598121095295,0.07712859129503258,0.04473610028645643,0.03151747491023034,0.0021937703346516214,-0.004296028303085945
EFNA2,,,,-0.018927916087140905,,,
HBEGF,-0.009242977268608791,-0.06324323559469032,0.015591419470970454,0.031392015660483774,0.0018036350758736835,-0.037947877674861026,0.08711850114537763
CSF3,,,0.009294394231430813,-0.08004372326769797,-0.028575480675523433,-0.018802906586793275,0.030608743970235854
PI3,,,-0.023216176626878166,-0.09376242878537963,0.012988110489058454,-0.04085246935977374,0.012328557658173893
PCSK1N,0.027278860742050243,0.022001112544180072,0.06498022747102429,-0.0034197440032283765,0.05266677844302549,0.06480763496585804,-0.05244073902325002
NTS,-0.012512375309988473,,-0.0360788940367328,-0.005256994089601418,-0.019593705141738776,0.032984997006536905,
SFRP1,-0.015627490857041508,0.08017971399558389,0.0678082880437796,0.047763501353445544,-0.0059558052688730755,-0.02719750408521197,0.002838909670966214
CXCL13,,,0.017479786684516694,0.10094810272370983,0.04567281978161449,,-0.026295337688628528
MICA,-0.041075398879794216,-0.02830311446730367,0.07870468845760417,0.11601455695168815,0.05422533947788252,0.044603988557189646,0.03968771699137205
TG,-0.011309547155072526,-0.03236894329660214,-0.020549493809606613,0.08518839517441419,-0.023518059703389025,-0.025046436722864145,-0.028977598209637953
ADA,-0.018367614094225354,-0.037176053213225105,-0.03324265620938907,0.033607156768386354,0.0312508837118805,0.06106737803366549,0.04757400803875981
LAMC3,0.06595026554502269,-0.06866674717521917,0.0030050440506636193,0.039417295601378355,-0.0215829501523641,0.06050807239630886,0.043657324379071445
CCL7,,,0.05352800244550266,,,-0.019703623449033182,-0.0440142423924803
NGF,,,-0.026769766506499384,-0.018673493050878495,0.014826396265332662,-0.05168447961474631,-0.009565420740188884
TNFSF15,,-0.029835971756941974,0.07312383838929476,,0.06572380608793893,-0.017219328665403284,0.03308556939344644
HMGB1,-0.05637499539605375,0.0037322884194165495,-0.01569095315729478,-0.05787763257576804,0.05867731450573279,-0.022685592921947273,-0.0037514708053290654
ITGB3BP,-0.03592321153333039,-0.011757558953765145,0.033264953017397896,0.004313215857335599,0.02310779855810828,0.003355230330962378,0.0778360625306993
AANAT,-0.0130366961627064,,-0.020334429965039934,0.08765617100303008,,-0.020847255293093288,0.0800300197151754
RELN,0.028127191220537952,,,,-0.003317626559033939,,0.07488584109218231
IL15,0.01209210536957758,-0.03360206237427136,-0.037253508831791286,0.01939453910152315,-0.04328523079818132,0.017341269087817825,-0.024386363708908017
UTS2,,0.07995597571861149,-0.017316255343120115,,,,
BSG,0.02183934920695604,0.0021378669310429975,0.03444387801009427,0.009178577821215447,0.0005787750495450928,0.095960343282291,0.04463837378553597
ADAMTS3,-0.01502228563706695,0.013265599901977518,-0.010057148920093231,0.07498153828900155,0.007864288309662142,0.08060661985869348,-0.030092347493796832
CD34,-0.000133327887491288,-0.008720950828998406,0.02224997784771588,0.05003645836230971,0.03450810362881356,0.030926698225882312,0.01990467537180371
CCL23,,-0.0025338156123765605,,,,,
PLAT,0.0207601342260119,-0.0729825837706019,0.031045046696745238,0.08386404057542014,-0.022641644270010426,0.023393080906099994,0.06605336468846953
NTF3,-0.021044337569438656,,0.02476774825982868,-0.002278666833098608,-0.07780401316586633,,
LTA,,,,,,-0.012429396851003398,
CKLF,-0.005078202879590019,-0.05628787325242331,0.04322333217452533,0.08403023189179665,0.014442661866041458,0.09067966422972822,0.018122840713239573
CD24,-0.0473056753286264,-0.025845277873330498,0.03540693717058692,0.028222727221609366,-0.00956630580494761,0.02220175593499872,0.051848127525832635
HSP90AA1,-0.019308303682403546,0.0007527948480137658,-0.05625532652669679,-0.1462892069699233,0.020772619834544828,-0.06156919441308581,-0.11478276808289174
BMP4,-0.005141753065173642,-0.04813209573515214,-0.0316455436726175,-0.006277156166030139,0.05060820728393746,0.10037894281788268,-0.054894121547038904
SCGB3A1,0.01503153926741626,0.05172949272323499,-0.03527925595642294,0.03325686406356358,-0.016230793553027457,0.044160281448660466,-0.039776846497819734
IGFBP4,-0.035564202884572675,-0.007912355611149407,0.00829279223908684,-0.03643264791140953,0.008922925360179504,0.055072809351143885,0.011404874346293961
RSPO4,-0.01099657911262099,,,,-0.024817258652609985,0.011339047476789673,0.05645057517125243
LEFTY2,-0.012057883488106456,-0.034411370685050825,0.002866882963581861,-0.02176370277538632,-0.03374983219429577,0.01454280166873521,0.0007154398138697964
PF4,,,,-0.017348745534542857,,0.04800313439636678,-0.01955248801649068
ANGPTL2,0.03321494642181999,-0.019643973190313583,0.017150187763431378,0.05134241437735047,-0.017630817286289308,0.010727358975371172,0.033495522171699224
LRIG2,0.00604530594780303,0.020673533546456558,0.009184893325115115,0.046030995019892426,-0.09018417287835795,0.04750742436979975,0.039358337925927925
ICOSLG,-0.02086945363365543,0.0378016160227656,-0.017830833044801927,0.05807682917543953,-0.02485094219425887,0.06104236425248622,0.005498772396774133
WIF1,0.019856855467615876,,,,-0.023070045764577666,,-0.005660053962706942
NPPC,-0.015282553870083801,0.03624823019580301,-0.03460190822236635,-0.007514555920157892,0.03236174984081243,,-0.046989145077648814
LYZ,-0.006664780428625617,-0.05311398271203376,-0.008731746236546866,0.055612464733630594,-0.03881979301923101,0.01699337432829104,-0.039869781571144916
EREG,,,0.013652116852356472,-0.047646062721737936,-0.018301021281280357,-0.022902910347471928,-0.022510705795057373
SPTAN1,-0.029120981567550067,0.014013910381460881,0.06991691946014153,0.012997077598718288,-0.06203411996999805,0.040119605689682904,-0.06281224248410923
PTH2,,,,,-0.03946770892738222,,
LIPC,,-0.026376955904101912,,,,-0.02325226024856222,-0.030490934670008484
COL8A1,-0.009591405808614253,-0.018495867337469805,0.040384585157841435,0.08252508306019633,0.03051743853193634,-0.03808824255422576,0.041634495491587174
GSTM2,-0.006371336574606805,0.03648157806334216,-0.028750888467067345,0.02076088893071999,0.02466983112198722,-0.009205994149596412,0.007600492832424867
SPX,0.027090448482366355,-0.009735783242378544,-0.02337002825750787,-0.002523733874228791,0.013853617749168198,0.012785096317434186,-0.008334092127073547
MFGE8,0.024411407717922336,0.06414405471914515,0.010132263102126927,0.05270071660267007,-0.0878157289632935,0.023294246680172985,-0.008525451754596194
TGFA,-0.021150659336974294,-0.0032480620158936426,0.037510286209068114,0.025964519478445615,-0.011205978635426817,0.0872931267641093,0.09238350381138433
SLIT2,-0.007543497847531176,-0.0451990396241226,0.031179302297254005,0.012706437090935593,0.0049902755456778585,-0.058041600508339376,0.0456276855722859
PLTP,-0.005212063903611146,-0.048640317752153994,0.026190561152169646,-0.03701877256785044,0.037056070052645496,0.01865186944231895,0.058934587571107734
APOD,-0.006556191208242155,0.01964804729484281,0.06313310571840797,0.09400858218865632,0.033269687741955725,0.02975061616916556,-0.06882375521584778
B2M,-0.031251155058659184,-0.08376695798025885,0.05150171224897965,0.059087893102670104,0.05346948067874192,-0.045267510843353564,-0.01086019810437823
OMG,0.014736345247343755,0.022088102126599018,-0.016544207908956336,0.09730979790911412,-0.03927778488032183,0.08994425259589874,-0.06653221509587529
CXCL3,-0.011764015230033639,-0.025635758974897373,0.016196895978751763,-0.009321014497889874,0.07299905053399636,0.004646183137411058,-0.01681829380453808
CXCL10,0.09650983826568911,0.0669086799257795,-0.023935181214723742,-0.023269697102232884,0.16376441747842407,0.04026632947205835,-0.012545321022625467
RSPO3,0.04264940754700545,,0.04126752953942226,0.07282952342428414,0.005380515789666788,0.06159904306648027,-0.04337878885724692
CORT,0.10110937280582256,,-0.02643007271190062,0.0039644868327483795,-0.0412744295496646,,
NCAN,0.03366051372619704,0.01626905697197235,0.018617994330737787,0.09183549817836029,-0.020803116701584908,0.1057971169293043,-0.04700476461217572
PRG4,,,0.04295186349253648,0.0969251234450585,0.0027702664607696338,0.03212412302598189,0.1386649160287359
ZG16B,,,,,,0.008192093103458661,-0.01668027757755555
TGM2,0.0003450525658232738,-0.03174343271517666,0.0018241935157594254,-0.011004561934635847,0.008620775742760425,0.04052371812922455,0.013798772820767078
VEGFC,-0.018488395444227007,-0.04243068738815389,-0.029829904502974517,-0.013967760767315759,0.02994650339484785,-0.06635690856005887,0.1035218734373919
WNT6,,,0.03360828338253286,-0.03374109917565451,-0.03293655238413153,-0.0301105362220429,0.012047940896204257
NRG4,0.005058241881168006,,,,-0.0327718339516393,-0.01999532718620114,-0.02591989609974387
PMCH,,,0.012485701359261539,0.03962327798722605,-0.01886866891773927,-0.03318735547522654,0.03283484037868675
COL9A1,-0.02329420152663792,-0.06143830008857262,0.028075809511609526,0.08971292117434475,-0.07672123636514856,0.14033839671379184,0.019890922631191077
GDF11,0.000946932029145705,-0.04704254733667621,-0.04317363907957721,-0.01809488918642609,0.023517793449274623,0.023221810183828226,0.015595255041348831
RAET1E,,,,,,-0.021934731852630705,
IL24,,,-0.017565581749487802,-0.017072128607421112,,,0.08913847953861466
SORBS1,0.05111811744928415,-0.047258477995949816,0.05424797171677363,0.050020472416098985,0.0453660591889454,0.062203564615370986,0.007153695634824686
DLL1,-0.034553381377326525,0.0379123438948744,0.03588198834355688,0.1389130839348976,0.003679277712316954,0.07717779729556752,-0.010364133766590178
TLN1,-0.0685545903186112,-0.02384080782376182,-0.021206249197699804,-0.037831712433263213,0.03400139785983156,0.00713797403884261,0.013076434750819507
COL2A1,,,-0.013651455244544218,-0.026092161317421425,-0.039749890880584254,0.030844260294867875,-0.001635374560355352
SHH,-0.012626035824618648,-0.014070396789792005,0.017808875107001423,0.01991517197111291,-0.004187934344367423,0.04585860626067455,0.00716131102655925
PON2,0.0030557120794306235,-0.05772356234792218,0.10656697875746007,0.09666141128731745,0.025637511023650417,0.005225043897642384,0.07108199648522605
ICAM5,0.07277333263687372,,-0.0013203486126321686,0.03905880534670494,0.08270518572910326,-0.023168608817165214,-0.060106545664463405
HPX,-0.010996579600044762,-0.02563574556281923,-0.04448580860372552,0.1362337880415198,-0.037905953588316305,-0.02753953623422641,0.007630044460293726
SFRP2,0.03417693571920743,-0.04435618169485523,0.09847363677586506,0.03524024037271447,-0.018552672685901567,0.008912934983305768,0.07400808549010428
CFC1,,,,,,,-0.02293502974617928
CD70,,,0.03248737065055675,-0.023346227707204577,-0.0068808271407188055,-0.030506484503188918,0.03406414870393317
HP,0.03021902741926011,-0.06492041293873382,0.022503981740730816,0.015768506194539216,0.003832037685552406,-0.02991082249588003,-0.02812987194700853
CXCL2,0.003530265782542469,0.05415588673980612,0.01560032540085473,-0.005040448621323839,0.06625623612532165,0.027685276770883064,-0.07293041307165259
NPPB,,,-0.026653523603453428,-0.049769648726805636,-0.028201175862359346,-0.020283032546405122,
CCK,0.04956580274564773,-0.026376977193916254,0.03844215159161232,0.0912457812917026,0.0191786046503958,-0.010099274259360129,-0.1153977452330902
SEMA6A,-0.006874587799236113,0.09338806625423235,0.015787750587075468,-0.006684414987200165,-0.017227383077673068,0.013024458958860617,0.10153567457323628
IRAK4,-0.03803752501154659,0.06585209143064498,-0.05493139074171683,-0.00820045573492697,0.022814520331800946,0.028607056797158723,0.03460222996376925
GSTP1,-0.026573295460266214,-0.041036544361144796,0.06494505355594618,0.1484051767283805,-0.06588239552197298,0.07068301264266866,0.026843771203655414
VCAM1,-0.012204379250628321,0.09647700550712368,0.02788975923241622,0.005400552974128287,0.004730675176338094,0.04286887824089294,-0.0524515976370697
NXPH3,0.008958807787793113,0.09625741674037316,0.03580563549133199,0.05740010499753405,-0.011775815329673108,0.1051997573123446,0.06839629766139216
MTMR4,0.0034782760953215065,0.03603282656475575,0.024639181272757715,0.003991229272578764,-0.045573943051583826,-0.02048830391674256,0.012350132001081985
LAMC2,,,-0.001742196544010243,-0.022420495208908365,0.06422496329058047,0.09204954015398796,0.05848528112730739
IL10,,0.0002759403416279426,-0.0411040289044034,0.05343498242673929,0.00841191226648165,-0.03019210494754133,-0.04341967196254425
SEMA4D,-0.041635339888334205,-0.02880842453866918,0.09247966022321966,0.07582020833197171,-0.05898274623972564,0.007404934422698483,7.636019522256356e-05
TRH,,-0.05187342838848082,0.07238669057523398,0.018692049050296505,-0.030175927106325315,-0.004769744383564839,0.021138745209676117
SEMA6D,0.0006454564139232279,0.043676897684526435,0.04777046225315755,-0.002565195259649799,-0.009786213013751339,0.048270925174890726,0.02931428397540923
CEL,,,-0.026600388583377682,0.04753359691460696,0.044055578601473105,0.09997372713949708,-0.026666243468464728
PDCD1LG2,0.0024434511489404343,0.009309553377493918,0.05574688242203376,0.03393835197740437,0.11763396907985293,-0.012114751225997948,0.017204492032435865
SPINT1,-0.0024689751887941682,-0.025981045389682565,0.01821055682528921,0.035209242573313496,-0.02945010053047955,0.018750156769627664,0.04946175465897744
CTHRC1,-0.02856659713932809,-0.047061312278548956,0.042057832972779825,0.02035185856839368,0.01434639680774465,0.01732564471115323,0.006021958650920621
PODXL,-0.03086139229439471,-0.05573585865571814,0.028987669446229387,0.022112239920579466,-0.0043217045643464125,0.05173379531824869,0.03172413789835405
JAM3,0.015785985132579592,0.02932449821430261,0.02019002284652399,-0.005782519253859052,0.05057886107617755,0.016406578552131408,0.06816674480685712
TGFB2,-0.03218728071409837,-0.05963415713675663,0.02494253530626559,0.023433637632683527,-0.007456946962181599,-0.022164005230144192,0.05897171013663299
COL18A1,0.018644492488803583,-0.07102158710473112,0.015338317340313148,-0.04133715608701111,0.005183537166304118,0.026411294145482874,0.03494592802045904
NODAL,,-0.07080364935354123,-0.026258792279601918,-0.0016486247763519769,0.1231354278079685,-0.01747509767302225,-0.01420187964556537
INHBB,-0.019993285285589964,-0.05820098569036096,0.03584823320868948,-0.014322704638922433,0.024262407781480564,0.06283143103701762,0.10775911341785976
LCN1,,-0.03386950018661459,-0.027930469993767602,-0.019915043517238506,,-0.004597922523113217,0.06715810905485467
ARF4,0.017810748600762382,-0.07294253697786285,-0.020355509299227824,0.10676106206477311,0.03585718648403726,-0.04971319179900023,-0.0035811251396510773
CXCL14,0.007146730568989588,-0.022924711935259058,0.03477465510179293,-0.08039822876076812,0.005181502666548041,0.09795747881290766,0.0140394463700576
LIF,0.03019597820067884,-0.013218638719513518,-0.023857407663249945,-0.008484464148334776,-0.018795267338309937,-0.009861129499395493,-0.0038580519915497563
IL17B,,-0.040425844411353724,-0.024305417906439652,0.11194286620126231,0.09171967058743635,0.016211934348306638,-0.01979433876688258
MMP1,,-0.08179307781150487,0.04560633049055357,-0.020174787397886126,-0.01886866742345615,-0.014218420230245799,-0.044298212577138445
MATN1,,,-0.0351445990950419,-0.010633458281447902,0.06025335955079189,-0.027630376325747674,-0.018038779684071256
ADAM28,-0.018661435060784045,0.11028883437187866,-0.005259744877641761,0.016189599471964546,0.04572550827059095,-0.00031250671931917697,-0.01166698833199359
TCN2,0.02119088660905307,0.032589297148120464,-0.005078909879247712,0.040468073606627075,0.00011400300471696801,0.04009475861862527,0.03493612810495061
THPO,0.0075904993546462626,,,,-0.02329504760960992,0.02769301740847013,-0.008742470976277424
CUBN,0.006162381217281839,0.09440528027256644,0.008381548646668228,0.05611857592915972,-0.00985089947701858,0.07146775980376811,-0.03677800185381417
TIMP3,0.008530289467447631,-0.08505934607963596,0.0008778090722380996,-0.0055545115921007415,0.012711934482902837,0.04916716059104634,0.06189331538989485
PIGF,0.002016022994114518,0.07317614475389896,0.03587163515477463,0.09791941103857038,-0.01847752669027532,0.05564988909725472,0.07466226705981033
CRH,-0.024544707312375652,,0.014312524940927322,0.029948261827605016,-0.01071239144931317,-0.021604758045345063,0.04040037914064226
BDNF,-0.022068433993871303,-0.031124586285776207,0.038951121846928206,-0.008054781051681342,0.008337576430059057,-0.04389334818897604,0.04312401380549978
CCL5,-0.02449693776722421,0.028559159081486023,0.009051261491115231,-0.0022243095162297476,0.04023158807330044,0.020266859259529185,0.008338425185129292
GAD1,0.0848359108011154,-0.037703683967410806,-0.04386717422168298,0.1345322254961065,-0.07213274524126084,0.051201760933235405,-0.05219973688134316
COL14A1,-0.017769457197704612,-0.02170085178811242,0.05828123745579935,-0.002919452144815831,0.04215910718852148,0.017185543766046297,0.06428641045714237
HLA-A,-0.040495369509394634,-0.06856786473087133,0.016463547328049135,-0.09789364955008928,-0.029830018359899478,-0.017335128382411698,-0.02623549921712239
FGF18,,,-0.013281211839424302,-0.03108745527818546,-0.009090739091157344,0.04863742188315444,-0.024763988143610305
ADM,-0.005485056823892927,0.017377187727492215,-0.023557426197755447,-0.04052591437579929,-0.06917398571971271,-0.0026877159866673,0.054265993979843226
CCL15,0.023614144423508256,-0.025635758974897373,,,,-0.019703630550089793,
GNAI2,0.02958580397070895,-0.0971338603347338,0.016780166759162662,0.0019486889935012072,0.06223123881653848,-0.030076581108873002,-0.004890035229791273
HDC,0.05150554242525738,,,,,0.04902257066936293,0.14700932497665115
COL11A1,0.08508083846048402,0.02846618171045056,0.07959299444067328,0.028916344647964182,0.01145243454542004,0.026862080705867094,0.02728594261212277
NUCB2,0.00041314834674522006,-0.033442981346571476,-0.04182324502413095,-0.02831193448757695,0.04172635577573582,-0.011851205492842083,-0.040280727568427585
FGF16,,,,,,,-0.017774864301878763
CXCL1,-0.012345068514249411,-0.027455173482153747,0.07163498604782302,-0.06265581045379034,0.05375074752625777,0.006053426721960583,-0.02263107523639359
VCAN,-6.545035314769986e-05,-0.007160529787043952,-0.0331645900970719,0.01847910760192951,-0.020079963051558344,-0.08188476549613549,0.0029005716545143735
MMP7,-0.02384799797751129,0.03913990828687139,0.04882541432305899,-0.06576431049850634,0.03561628125344504,-0.02839402502055655,-0.06261380861259175
PTPN6,-8.56169362257694e-05,0.01624392768511683,0.041719016715794525,0.03961346041113576,0.07201030852617556,0.034933051647151304,0.006154694263858696
PTGS2,-0.026328266957874064,-0.015135380567141999,8.780300470608311e-05,-0.028543413587228828,-0.0404194523738069,0.04422159796596651,0.07434151677687842
XCL1,,,,,,,-0.0016500679490655682
CD58,-0.007273790990177757,-0.010589434899405855,0.07944960733853554,0.04521903485169279,-0.05947051924364836,0.01508629880742535,0.01683829475643624
TNFSF14,-0.012057883488106456,-0.03267366755173437,0.015208426292930625,-0.010007623232768988,-0.027245365510242783,-0.00876710832104678,0.003450755011220178
CNTN4,0.025028643981924694,0.017803938269310038,0.03262629624538987,0.08454821351696228,0.053021485832430944,0.10415380443831536,-0.04036669590266529
INSL3,,,-0.02556368730085727,0.0013808958179000203,-0.02724536287790178,-0.011698421047181995,
BTLA,-0.015398329624559047,,,,,0.05566835496482426,
MFNG,-0.0024393741967933544,0.019048169423151354,-0.0052804942181177384,0.011189508240607481,0.046207107356258256,0.04324957504935897,-0.0166236202697769
ICAM1,0.009374830969653523,0.0572351519024364,0.06592241499426044,0.005643249802158442,-0.0433382764393874,-0.006229669965775411,0.003947534216775055
PROS1,0.013959727755558942,-0.037824697103551706,0.07118800566605404,0.03534094391372057,-0.001283193111649494,0.014787299960908542,0.05868114162110074
CLCF1,0.043881337504768664,-0.010596066716165572,0.03690007037046959,0.05888003629422958,-0.009802816613735376,0.012377039018062605,0.060068309663971156
PSAP,0.0020470063927858157,-0.03241725034139347,0.03767003358375114,-0.03441028323771027,0.05327275991670527,-0.014656764050961394,-0.04953281744462379
EFEMP1,-0.027127338855765976,-0.05479393383602517,0.058378754964428736,0.11047858871978922,0.06784147127139979,-0.07027004215663135,0.06271388455097489
C1QTNF1,-0.026759121818699935,-0.09644312552703577,0.05143478086319814,-0.06316241152330819,-0.012376957795556573,0.04109799164134856,0.06348923954996588
ALB,0.06773613406052953,-0.03474368619823567,0.04627637566159195,0.08535379638087828,-0.009401659562279223,-0.002804112813791922,-0.006256116210447858
CCL13,,,0.1612811034031205,,-0.018012003911724896,,
EFNA3,0.013878396195306154,-0.0416875061166121,0.017061708751529545,0.015382324690107247,-0.036191046113203756,0.02748543603078146,-0.019729874852358973
DRAXIN,-0.010996580721119682,0.09127880533049777,-0.01748903789098135,-0.05605990958408756,-0.012829818418214345,0.04967934609733219,0.01941713641668344
RAET1L,0.029910351139427367,,,-0.019915030465752902,-0.008607774794240615,,
NPTX2,0.042591540545192,0.008587251332533664,-0.01849714280638238,-0.004296413823940179,-0.002495252694678201,0.02906526406410256,0.01733433869646973
FGF11,-0.024924814473711126,0.07463447351805799,0.0405185650297449,0.03786402769259719,0.020098548947104153,0.029969520557936138,0.05836723289912147
CD59,-0.02135366157643051,-0.07923500657820809,0.06527390673900774,0.034303381407537206,-0.012189343432702025,-0.0013087776098617467,0.025846966043153837
COL9A2,-0.004129933550598481,0.02161727954050925,0.048310535270386014,0.07948464146876595,-0.00040649756148146155,0.10369703874331623,-0.04079821921916203
DLL3,-0.046865941242473404,0.07678874612811074,-0.019707885985683054,0.08738829354144106,-0.06062146580808849,0.06912198953013513,-0.044650183897571694
FGF5,,,,,,-0.01959756431546202,-0.030490925486218595
LIN7C,0.015029343183188614,0.007169752464031824,0.027303459317740596,0.030805142389164385,-0.04798441687176559,0.02933666496780642,0.01595249074882799
GDF7,-0.012057883019537084,,,-0.01707213401621713,-0.022148889722012382,0.14852435419726687,-0.027574666968186997
PSPN,-0.03432433814522529,0.022600628157588742,0.0030094692545763156,0.10151356205307477,0.03777225191118262,0.032771277015753865,0.019866066429680893
ANGPT1,-0.02523215197714605,0.018608515582389303,0.07484688525297535,0.06325409172717875,0.05105820118052462,0.02838909021011902,-0.0011176276120294206
PNOC,0.051772033210302076,,,-0.018154582407918226,-0.026258413397219443,-0.027844563719186283,-0.07984247260383368
L1CAM,0.008529339237955617,0.11560916084707398,0.054450057716213494,-0.0708095671944728,0.007436523441314708,0.018083263396111326,-0.08626280582556412
APOA1,0.055127825453863764,-0.051630368029882134,0.024449821378003393,-0.05416012474767803,-0.06149023046547578,0.09739732589051785,0.08449520273890802
PSEN1,-0.020234809609469544,-0.04261308575599089,-0.029389219219034306,0.06349229941748583,-0.010085103797853585,-0.03696559181730898,-0.03828138107559875
CALM2,0.0014644658253969273,0.05792367902084893,0.09124398618038826,0.08434301282317723,0.07420580112378915,0.05032878083574005,-0.050025756493564784
CLEC2B,-0.04307496237855556,-0.02999113669467034,-0.009065326285018426,-0.029033954467979007,0.019126473161894503,0.0596682797133079,-0.04314587536418381
NTNG1,-0.024586900277407425,-0.06207712540795206,0.06936889293917667,0.050567037674677455,-0.009320763672843868,-0.009701634913037561,-0.01046360063390566
LRIG1,-0.02236119916140454,-0.019574632711916156,-0.016530297999135052,0.14512592049207107,-0.02193940373424588,0.03622735318754013,0.009394407895322263
CPAMD8,-0.022318144443919774,0.026160854726805304,,0.06498674674105692,,0.016616672568439385,-0.019552505591751257
GHRL,-0.010996580721119682,-0.036990892357064764,,,0.007743930147538864,-0.038806361226354134,0.012304195063742
NPY,0.0032677077557505636,-0.032061692966738754,0.009991848306943099,-0.001855877597211546,-0.027863891174564618,0.10263297548699504,-0.052220240044998506
MMP2,0.026313705249455477,0.006631377575308524,0.034539906903833247,-0.0033502234625170076,0.04103543060266219,0.04197221250172481,0.030616447458250852
PPY,,,0.040203555278184956,0.0416893166527944,0.14820999968841153,0.07752751358302172,-0.035001381517262356
ALKAL2,0.00957323099141241,0.044537932568412444,0.02531123929653255,0.05592056472720049,-0.0125025122668005,0.00974977246734352,-0.002869010357355711
CSF1,-0.011961297123828022,-0.015637796402449375,0.09090641068755294,0.002774691863335772,0.053642693994337104,0.03420342804225665,0.03159071487795166
SEMA4C,-0.01915641832552675,-0.05499530902478747,0.017780524600123252,0.026568886739563067,-0.04805415784966238,0.047742930141125635,-0.020552834214383982
BMP8A,,,,,,0.028994934833058376,
ICAM2,0.019750276693816123,-0.09097575926719739,0.05712052911449285,0.061339726035251695,0.0594524457756283,0.02319011750559811,-0.02496997468380879
SYTL3,-0.01280468161253234,-0.047159850035188945,0.005003403841760998,0.016014170486469193,0.040708427665955935,-0.03047389180439403,0.054124159935866306
IL1A,0.02568148643319902,0.009441630486587709,-0.009847753141435421,0.011035659719162472,0.01791485574000433,-0.006678309741448035,0.03363659952969514
HLA-G,,,0.022182513039081163,0.10294439035300394,0.04377113495866514,,
PGF,-0.019883749384360987,-0.060785025683429916,0.021818088761479525,0.05390782165151429,-0.01399887868824967,0.052304572427123615,-0.008778311448030582
LGALS8,0.004106074079566707,0.008678566364448581,0.02980087658670269,0.0047464679936661995,0.01648165723885249,0.05716879898289586,-0.038027762611437914
DKK3,0.06713754675078872,-0.06499019884060217,0.028234558061463737,0.0908365099849735,-0.01642932444765718,0.08915393476876751,-0.06739887821086413
COL16A1,0.06128557936945225,-0.0036848859578475506,0.05239112026675076,0.03457850972798175,0.040931118877125715,0.036189947909437616,0.05363515258344736
TPH1,,,0.07615814545757095,0.06885154565279576,0.06258913940353726,-0.03682478675293072,0.02284683324799971
