,UKF248,UKF260,UKF269,UKF275,UKF334,ZH8811Abulk,ZH881T1
IGFL3,,,-0.01203080944948175,,,,
BMP1,0.0030761852337591266,-0.044680333596452265,0.00812008590760391,-1.0345744043103422e-05,0.017703543321324542,0.03638389104055315,0.03955587641393064
NDP,-0.0436483763950398,-0.012748744545590758,0.015648105047434892,0.006830097425374713,0.0006987585820762128,0.007108628919874351,0.013880865389260455
TNFSF18,0.008022177797396063,,0.024923144560376306,-0.010647509216605143,,,
IL36G,,,,,-0.01745644020080346,,
RTN4,0.016165081083882392,0.005518055596507537,0.003801218084568584,0.030070289604347666,0.003198126509207045,-0.06835629216265515,0.06647695141034483
HEBP1,0.0341842966354356,0.009279466956565879,-0.014603243366603008,0.01677828001513663,0.00721835653013556,-0.00904809036956357,0.04105141645791487
WNT7B,0.03746681304070322,-0.013848175056515253,0.021799190974886203,0.04158460714396592,-0.01918663948528177,0.0697118686477886,0.01915942564191217
PTMA,-0.007528024623804969,0.015474723995840042,-0.06694865007052882,-0.0811292350996177,-0.021397199066473426,-0.06854035949847,-0.09150569368428309
CEACAM1,-0.009698834367918043,-0.018762223450442872,-0.023509836832132112,-0.01674599539861076,,0.00258533710026753,-0.016688744655811823
PDAP1,0.02496675718827917,0.003461962639258659,-0.03935639247696273,0.005794305655868953,0.0014431226004467208,-0.0012959823637481423,-0.018013677946094403
QDPR,0.03996479793781695,-0.03238664139353087,-0.07369568619067189,-0.021939681157693864,0.059376208728326385,-0.003919981135488704,0.023868257582457912
POMC,-0.057421056847005277,-0.03775403032532202,-0.030305483055963336,-0.012354527709753302,-0.01776395944146678,0.03103066316884602,0.07058101109554157
CCL18,0.013729648497344867,,,,,0.11616053610125071,-0.027084565059580134
CCL17,,,,-0.013279516999476543,-0.015946953711603228,-0.013692825918044594,
VEGFD,-0.030233206423611863,0.06182268686213312,-0.020154833017500536,0.06524972345843498,-0.01709084422309279,,
TNFSF13,-0.022814947745160755,,,,,-0.010251548432101732,-0.01874034172649968
WNT5A,0.014530692317182438,-0.043004767399550885,0.051506347889110106,-0.011099105265763916,0.05630588652099555,-0.028879820219480205,-0.018966288187341876
CXCL8,-0.004920256435569908,0.04004504855445417,-0.011040393900296363,-0.03227914718371762,-0.04493958937580309,-0.05374941104051569,-0.01097735871885098
GRN,0.007155869422720604,-0.022855816967697798,0.036499488612679626,0.018416580473341576,0.006844046789675433,0.10365545194559445,0.012419462967061404
MIA,-0.018835672323557148,-0.00960627134365473,-0.0006149414377094094,0.05557172655400048,-0.023406694395218964,0.05583875716738126,0.04807181130901002
COL4A4,0.014776137521881415,-0.01960796800151048,-0.011855469723622154,0.025937740189877993,0.03858901693868392,-0.024402642721004064,-0.009234191899850275
TAC1,0.021701640684438805,-0.04063462233823532,0.0008454404641072987,-0.025437892719908973,-0.007401377912243867,,-0.028792838862447538
RARRES2,-0.04553076877244763,0.06855835003536899,-0.04072255877597011,-0.03833468268793041,-0.007893713252940675,-0.005659725706130567,-0.04247280298842768
FGF7,,-0.034370241868677306,-0.021928244316027343,0.03536950115126677,-0.0043579400335987135,-0.009535734105202259,-0.04933259948433187
HBEGF,0.005360604385392156,0.008751515596878461,-0.024393054876898194,0.04824984788492663,-0.023737203295468145,-0.018589377079444414,-0.019017967570808175
CSF3,,0.02810350348621338,-0.012542858778135987,,,-0.028919185572506775,-0.008675500886588867
PI3,-0.03180659774257315,-0.040058105796756185,-0.014123424531998,,,-0.04150979731736157,0.025477729194678334
PCSK1N,0.008347729797876227,0.0374138656692202,0.032915182472793465,0.04787208254818986,0.007803787440184522,-0.02416563713505006,0.09358760695875602
NTS,,-0.03294073951272759,-0.015416682235929995,0.01883757143930992,,-0.01877322963842139,-0.040093749308129645
SFRP1,0.02864571590190295,0.01474790793270549,-0.04524286418106524,-0.029408339572626403,0.026019968771554672,0.032604580682236504,0.04882363435671
CXCL13,,-0.020294518199785144,,,,-0.0023321585225259986,0.050969892576362086
MICA,-0.03273370728630835,-0.03900716435838496,0.05511126050044366,-0.011917875080626002,-0.05489032291427935,0.0985483231286286,0.022976791012563044
TG,0.0001243183400012163,0.0010182507875628405,-0.015138108361029906,0.0072234794561267515,-0.023954574636861518,0.006366808409045061,-0.00016227585110375852
ADA,-0.0050963962780842574,-0.009972442421188093,0.003547842545079848,0.06057540005895231,-0.06751517717483681,0.08565763869282755,0.055437082150664584
LAMC3,-0.017399077726627733,-0.03071747131076401,0.09789660699470118,0.02533188149110287,0.07006475645203036,0.06624188177152165,-0.033969784052688676
CCL7,-0.01923086721243031,-0.02690678421472921,,,,-0.0205223898462597,
NGF,-0.010766585791951172,-0.02872019165542824,,,,-0.004637753042134431,0.07686101294918538
TNFSF15,,-0.019921691726496146,,,,0.02411374160425288,-0.014857383820441064
HMGB1,0.02154316811305759,0.005436406060445637,-0.01023978004970362,0.0005826390591007422,0.07350251440501651,-0.0062842950401750045,-0.02210336022918954
ITGB3BP,0.017008324680591155,-0.039767469955068795,0.04036635743435562,0.027815308543402056,0.017743569107763778,-0.015739172490667377,-0.000960180549880208
AANAT,0.022264007536223568,-0.0179506356773959,0.05698780593386668,-0.012031462907555064,-0.02139131306151762,-0.01800392659380738,
RELN,-0.03598760315150425,0.023336844411150238,-0.03319882016431715,-0.026489397553330244,0.004229802371049739,,-0.01794610952582072
IL15,-0.033424135524153194,0.0005612213563605201,-0.029511517325673167,0.024758098137793116,-0.019839454174151026,0.06510827287876098,0.008861234792748626
UTS2,,,-0.03732085501331837,,,-0.015331661158594325,
BSG,0.03909652050996763,0.014333242849113482,0.05516956000283371,-0.001639379016837645,-0.036517836402615,0.036770012861785786,0.03889566068183179
ADAMTS3,0.016042152455613863,-0.025913390154079643,0.00966763541008784,-0.029912006885401556,-0.0329667698055219,0.016495719250836937,0.039158113932199964
CD34,0.007697834510120529,0.0239645694198617,0.033042373223049294,0.0037701416736797343,0.060039859901593086,0.10670692157911156,-0.013961577837580685
CCL23,,,0.07482914617213468,,,,
PLAT,-0.032592934609032856,-0.008544818810820967,0.02915311689333835,0.008295219796276392,0.04879824492249046,-0.03107728476142368,0.04305574560226848
NTF3,,,,,,-0.02511074341651266,0.09838609879764212
LTA,,,,-0.011587552654506499,-0.01983945662314251,,
CKLF,-0.022497475418749746,-0.010125185126521757,0.001275228689293892,0.025074698927747992,0.0057743874285721,0.04734162240158414,0.043193404246855346
CD24,-0.01532974343342588,-0.02434484502235382,0.10766123096771121,0.006567950300169386,-0.023786946369888165,-0.03353904623126215,-0.05968992283518533
HSP90AA1,0.04044533356376365,0.0006784831230980264,-0.00679879185495845,0.005091445765530933,-0.04383617605736875,-0.11395425685227219,0.008129116951623163
BMP4,-0.04118576384252664,-0.01174116927620855,0.03929365876441984,-0.033236466011689975,-0.01690526614979638,0.04720686557281048,0.06396385640281614
SCGB3A1,0.10780976616826302,-0.021376991092942034,,,-0.013843710465787848,0.15576504792997903,-0.0308540980363494
IGFBP4,-0.07488657886135287,-0.02280496201589233,0.04300418504610679,-0.0016804676464401635,0.025557899435067456,0.07493837423605965,-0.007839592187186375
RSPO4,,-0.024672522661526124,,-0.013477029169440952,-0.02752044969824144,,-0.02077892194924657
LEFTY2,-0.017217344830989037,-0.02774011469793906,0.06655094181784366,-0.02383669677485598,-0.02449158764147242,0.0321353936080503,-0.028257961073862928
PF4,0.08353639074693262,,,,,,
ANGPTL2,-0.047479347968510534,0.04439797872067916,0.011707989596973225,0.007840585507927333,-0.022947311625962728,0.07428363693726173,0.0023964545718448416
LRIG2,-0.016164037045313117,0.02641044547587172,0.00943141690765985,0.032053861657721526,0.0688408691660773,0.030905329716450377,-0.014791512157596554
ICOSLG,-0.06801879561508108,0.02096713907660783,-0.021151420385043834,-0.0455146496651065,0.06689516494305754,0.026689415503177587,0.10755315245502242
WIF1,0.013548211169333699,-0.031308937931013574,0.0023374249463356434,-0.010399904197422647,-0.025594964001822703,,-0.019316020637810908
NPPC,0.03780720032717993,0.06456273892304333,0.009109567736032454,-0.006260016604024261,-0.05418713575863545,0.04015593553288557,-0.00604010843968555
LYZ,-0.0017921325475089864,0.02785924325407802,-0.011216080394326295,-0.028041155811644358,-0.02163776064883894,0.08593514278734629,0.022066589657918214
EREG,,-0.013520226679622679,,,,-0.021003603517673965,0.00438494673138297
SPTAN1,0.08901657894379823,-0.02394885386366744,0.002777711388552889,0.06110398722066044,0.04730159002323266,0.027801975304682907,-0.03818511963252144
PTH2,,,,,,,-0.03304540822970427
LIPC,-0.024422740810192523,-0.023887062801270256,0.03812814047251011,-0.025196678501944635,0.013752850619060255,,
COL8A1,-0.041352712959095664,-0.05687560693460881,-0.009755940446377044,-0.021978211297577616,0.05287153851494598,0.0421013873163496,0.03285036812845728
GSTM2,-0.03844806002143723,0.030688564901512085,0.0004968277577110107,0.002659230749194924,-0.021480397782523596,0.0640272340649731,0.01355248690609671
SPX,-0.0026819860055073037,-0.03269966513703992,0.01520351938369446,-0.016326061113567915,0.021947535387044123,-0.020691618794662855,0.022680758685460833
MFGE8,-0.040647602638512643,-0.015365120198017479,0.033866742554547,0.03836252233409717,0.009019324639314074,0.023189754354082322,-0.01689488725027069
TGFA,0.029702313777646705,-0.04626730109317509,0.026963950311157583,0.03508457670193191,-0.01955254009507972,0.04036826504447317,-0.019952457859360267
SLIT2,-0.05867722425952502,0.01550555421316871,-0.037594682379701004,-0.01862362193995083,-0.015228978167118098,0.06095029089799534,-0.006108555679118781
PLTP,0.019747540216318735,-0.09776013136687374,-0.055905966539564374,0.03866156690400729,-0.020559938269598812,0.09207407846547788,-0.035996168073331176
APOD,-0.07619977161343378,-0.0708669315352971,-0.039950639593925946,0.01375736345748342,0.04198471541352813,-0.00039480395591420445,-0.07155660632504367
B2M,-0.04207495215736844,-0.0250021681631344,-0.029643774823313374,0.006148826912623641,-0.033876118492179426,0.10647218747165071,0.008465616058440081
OMG,0.05343187009729849,-0.0031439064235835017,0.005198588624837937,-0.006609820882165281,0.07683039127405529,0.08065510001397681,0.0037546073852389584
CXCL3,-0.018215333903611654,-0.05620197845509366,-0.014854738603591907,-0.019271735878336527,-0.01428800142422716,-0.0036741291506134184,-0.05194865003663857
CXCL10,-0.016455807354606167,0.07687068983029313,0.0020325410845005525,0.004616205318727537,-0.022705363365040945,0.05969344138567623,-0.028392484713696382
RSPO3,-0.02612268702082175,-0.02388704807372426,0.0634822848674501,-0.020355015319219565,-0.0149306861140647,-0.02816253357608458,0.02174293615386131
CORT,-0.03802306117052277,0.02366837366414933,-0.0192260076782845,-0.024393825584039977,0.0864902038308799,0.01476935996398722,-0.0345581340033284
NCAN,0.05211386582183645,-0.045133357827454305,-0.02682464891836347,-0.004833356786168825,0.08258379193163784,0.014376073405099466,0.08262158516359387
PRG4,-0.028920927631260373,-0.017103040661879065,-0.016093755415410523,-0.017223108260841252,-0.01745644020080346,0.0930808343142558,-0.033184311039515954
ZG16B,-0.02666740591068358,,0.09688939090318495,-0.009207362484446922,,,
TGM2,-0.004139933827172013,0.0076672724218523015,0.003402149606003083,0.014112952055543674,0.011183991046247082,0.03053006043240427,-0.04442480279016064
VEGFC,-0.026849523532250705,-0.02632724697847064,-0.021218606056174028,-0.012823736617514,-0.017814993036240526,0.08850477774751084,0.006723248684976088
WNT6,-0.008921182210728892,-0.02356634344457433,0.08133288960452958,-0.02049065680433527,-0.015548026319638607,0.08146919049276165,-0.027577020526204036
NRG4,0.03992203293908504,0.06504595226196944,0.037994008355240194,-0.017688834137348442,0.012069637681072946,,-0.02743910555742088
PMCH,-0.02041438339232636,,,-0.01347702851902873,,0.12695586994839358,0.032307963062825726
COL9A1,-0.018214604781529833,0.023768649138577798,0.06361017251987323,-0.024676933998243656,-0.023682039002618845,0.05798072460107958,-0.010379853571046692
GDF11,0.01854884846442259,0.004990562417234469,0.0064487753068052205,0.04748497994513363,-0.03287424150975165,0.06918305000015586,0.0330081508524063
IL24,,,,,,-0.015552412579994344,
