,UKF248,UKF259,UKF266,UKF269,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.012644886738431508,,,,0.012000859289234842,,0.07720796240865643,
BMP1,0.07167138560015919,-0.041711579793328436,-0.004302035661552692,0.06457922723527391,0.06968638838964823,-0.0056272093575497105,0.0807519855751186,0.0256083345564333,0.026937752011504917,0.12383581708196024,0.04786674612997909
NDP,-0.008104631526163936,-0.06144993480327955,0.09813824964899935,-0.022350315624567206,0.06295572241293167,0.01911218698989022,0.06778027275815089,0.030989045729734994,-0.0722405082116417,0.0370821944433512,0.015131994131833507
TNFSF18,0.05447364131334557,,-0.013291555795269052,-0.01877727719666844,-0.0252577245950281,,,0.09452311518222799,,-0.022284585521062897,-0.030392666013388258
RTN4,-0.04418187307173845,-0.024169022213640645,0.05508230851219777,-0.025290920989162927,0.004252870198538186,-0.023198281823293823,0.005647097411324338,-0.016991407725247185,0.018533120041593187,0.0448437428604733,0.027361744557340598
HEBP1,-0.022161819182338057,0.041555092773678755,-0.04681580706347701,0.013187523993723301,0.03470937714550738,-0.07320314460374748,0.012166286031646134,-0.012979769458898258,0.04803661991664762,0.005223183363335426,-0.049310656701205074
WNT7B,0.0026555057962709397,0.03768692497609063,0.05348054174603822,-0.012284225688119942,-0.0010645836547050452,0.08173552255501555,0.13598858563721514,-0.03683126652231856,-0.008317163046242861,0.05285909376401553,0.06538820135738999
PTMA,-0.030482485867302095,0.03395373547279195,-0.025965363015794246,-0.029667809120705498,-0.03702256375633835,-0.02953364986361119,-0.006531498055717846,0.04337047821208722,-0.007734903835217096,0.026206961797051696,0.006542613685409481
FASLG,,,,,,,,,,-0.024668863593622133,
CEACAM1,0.08185656472620055,0.0605866798691561,,-0.024709827317073985,,0.014791014947198741,-0.02438621680190858,0.07734492359841348,-0.015698626592605645,-0.022607873046853643,
PDAP1,-0.035304476605937045,0.06288676656579006,-0.0036775068758095274,0.04366385177707437,0.0028312101386444074,-0.06624999066261468,-0.04635753636438926,0.007144417413772278,-0.0237910686933966,-0.019265991485512047,-0.011016468482769751
QDPR,0.005724323596087,-0.014451746268529447,-0.015091883630113606,-0.03800871948777113,0.03497681166065034,-0.019349543458610445,-0.02323949944040874,0.024370851682415963,-0.008674071148355101,0.029515162051928192,-0.0030967507802936835
POMC,-0.004403734807381388,-0.007100593310516927,0.009639885881678805,-0.03185233731821918,0.019020172251079936,-0.0488850684125654,0.07440090373921729,-0.044729553058788916,0.06250249048585613,0.05165441438718708,0.012510326090457649
CCL18,-0.02886355802058334,,,,,-0.0218057698721185,-0.018901627274370635,,-0.03255027638153746,,
CCL17,,-0.018054778633098775,,,,-0.016758088871188157,0.0026079024331684547,0.04537258787548666,,-0.02235955405026039,
VEGFD,-0.028863567186114897,-0.0056613771646834956,,-0.021183577198895156,,,0.00822452504993771,-0.0023799569450526394,,,
TNFSF13,-0.02178137402508023,-0.012453782223233945,0.015339213498365704,,,0.048700393091188794,-0.01585916046098141,0.06005368824377345,-0.017628505501741935,-0.03643302704875332,-0.034648184052321784
WNT5A,-0.02140842031156619,-0.005853780627106374,-0.010672420326599688,0.10472923205120949,0.061865353097903454,-0.01176759710675376,0.041369106145871436,-0.018511459962336572,0.05640080243576374,-0.0068113564709758635,0.045668396768307425
CXCL8,0.021388072593570142,0.0641923072404432,-0.018335240665966094,0.06276474484199615,,0.07333634397094003,-0.053703762980075426,-0.03197061652087151,-0.010878775124584848,0.0009799922202760342,0.09052160077903021
GRN,0.04544380184376728,0.012515896080600044,-0.022059893891823272,-0.03638916651630933,0.03827292334357103,-0.03894410014134957,0.09163602516195286,-0.04594981522071482,0.014560193283065044,0.06840872106523405,0.06548261633311579
MIA,-0.057506184186371816,0.05080419093943941,-0.023307671702439782,-0.036121286007250696,0.1521420310919544,0.07024021828503554,-0.06636758862439386,0.01547406844263713,0.03957954440464393,0.05209565299151279,-0.0004101525239792229
COL4A4,0.11538556164375852,-0.043514454762622855,-0.012264300096490335,-0.012460597311892736,,-0.024872613268237555,-0.01799866168767789,-0.034687120889834645,0.01815834429405888,-0.03798762699143972,-0.004373567892233334
TAC1,-0.03538363638319244,-0.03186658843275927,0.03748604440960396,-0.024214597355079446,,,,,-0.027084603136115288,-0.01504662831825991,0.06255309933552244
RARRES2,0.026642475530622118,-0.0265891456077618,-0.04303127622011771,0.004882572066830918,0.05684775385601534,0.03635500351177913,0.02298555269121728,-0.003988058273674544,-0.01211245728063546,-0.053709647442207506,0.02184666381394578
FGF7,,-0.03200377030106877,0.007757656765525817,-0.035510805109385465,0.028068801453155302,0.0518920482133734,-0.03251200690896449,-0.0037593690178040194,-0.01702852574571453,0.009555083694925299,0.07776572754004105
EFNA2,,,,,,,-0.023177467069545005,,,,
HBEGF,0.025007247199036766,0.06008827641969915,-0.05842882822703795,0.024820741307822133,0.017865787967782806,-0.016783283914804836,-0.03753539008606547,0.03147681430740401,0.05688104135270604,0.036171749122935824,0.03947314432145013
CSF3,,0.07123851583564215,,-0.013183072119266514,,0.06031005103265575,-0.004433895854978134,,-0.022506125631949,-0.005373343199342262,0.07391205097796354
PI3,-0.007849029137163866,0.08670866503736081,,-0.014844313204012454,,0.029211458401025178,-0.0027669272765499238,-0.019132692716152252,-0.050435655327991186,-0.007208706633612936,0.0953414644275158
PCSK1N,-0.002971535649812668,0.001611230988296003,0.04441619113198578,-0.061148735316364146,-0.007770831624096572,0.01845921955729542,0.026753724854935903,0.0034943916478635973,0.009415896994288013,-0.011588217690708837,-0.03546712117338201
NTS,,,-0.014971923868538288,-0.016203581444315975,,-0.039094876883720854,-0.028237345388733813,,0.025063561569774583,0.0028076258399662452,
SFRP1,-0.004982165612852527,0.05756966880045933,0.05279470830968466,-0.047552153136001474,0.1115821504505198,-0.014774775377046061,-0.035295508918513664,0.10398458765369664,0.031063590542760772,0.031697522809669136,0.0740622418932594
CXCL13,,,,,,-0.03764210349431957,0.0025340944018455275,,-0.015470979874643005,,0.036913840959050204
MICA,-0.003391855778376903,0.06721037371864205,-0.03177839949872056,0.002343825811500359,0.09189517381399205,0.001293214770637061,0.05973234898104507,-0.0030833785047307497,0.10256450923935306,0.11261038969002926,-0.04331692011964887
