,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.023710365948772873,,,,,-0.02437474097754106,,0.06966399297754869,
BMP1,-0.01419492743205952,0.008946675999796021,-0.05005696689390688,6.541459903742427e-05,-0.02179261457424419,0.014726286115470362,0.08954954793248394,0.1935538252933178,0.034583722635783215,0.07260583172298297,0.02436943483200051,-0.03989104135411063,0.017806825963675766,0.025707873757563237,-0.08629137497269311,0.04753879094662613
NDP,-0.021389167723762974,0.10810364144444574,0.027034600248110042,0.01670223906653412,0.029852461692248127,-0.019626967291011196,0.0403978826848737,0.06647992450766348,-0.03410270178029342,0.02687279843319485,0.019469087265335538,0.029857271261796797,0.030651701549624516,0.03361262149644136,0.043282970064007074,-0.060548814543293084
TNFSF18,0.06706839467292765,-0.0380252606551769,-0.04881497006918781,-0.027057274590247912,,,-0.012213194250272365,0.05186781422568156,-0.002603323965435601,,,,-0.025137240130694016,,0.008152264273379957,0.028154398092804015
RTN4,0.01771134775776955,0.017467839861492952,0.042721145951371164,0.05942043396318663,-0.017747582516727346,-0.039870108579474824,-0.10499368404538276,-0.20598370931827414,-0.04337590232540958,-0.07713404818893574,-0.03867146439094815,-0.014627088070099492,0.015461617885841994,0.08408620848276498,0.05627654660595013,-0.17070132751792794
HEBP1,0.022262117414438995,0.016911841959945776,0.023381915891396723,-0.04125084929202595,0.09251816820223491,0.030756641620275176,0.03244088261423782,0.05232213814969679,-0.05490095616137026,0.0017189352184817544,0.017392679117550786,0.07015302214123027,-0.07544783757525936,0.01874902378785081,0.10196301208664783,-0.002133432924539146
WNT7B,-0.021979649670449103,-0.03209755732223541,0.059790630297740566,-0.01680714023359558,0.02405019944291264,0.013702860577347447,0.023984694190063546,-0.0593409861266578,-0.02990634038314913,-0.014901627898653711,0.01133736841635085,0.039270686912284324,0.04698725240195377,-0.04105111784967378,0.15041302959290334,0.07157343213242505
PTMA,0.005558479910206424,0.0069498104263884435,-0.04829884245794905,0.03404873950614929,-0.0863320959397797,0.01876685640590729,0.10997802532485468,-0.14235955790357543,0.02381090130177443,0.09061641327943123,-0.09550015356548121,-0.01081270235756198,0.061058073517451905,-0.0125762593521979,-0.09381710646965896,0.04070299310383042
FASLG,0.14671660941141804,,,,,,,,,,,,,,0.05632855892235686,
CEACAM1,0.12678804219739903,,0.03873458128349371,-0.012898469247869,,-0.01863456430334793,,0.05767986011838564,0.010371332184420039,,-0.017930266144004444,0.06557309670363864,-0.036119589704417025,-0.027246223951989515,0.004837030367776109,
PDAP1,0.023839838105300843,-0.042571102551731146,-0.057984976964759474,0.025606737644885386,0.0013782589614919987,-0.0009903701800987432,0.05519755699800778,0.13610175734034902,0.031685518473516534,0.036460587080939,0.02098074863132548,0.0009609981382284748,0.006499929872461975,-0.031431062590536595,0.04231958253223775,0.05676834344971218
QDPR,0.032609215026332836,-0.04700609348753355,-0.036921414296590745,-0.04578007083514144,-0.000720749942351783,0.04340603270333083,-0.01843861376422353,-0.1483642780406903,0.007148882413028961,0.014926936473174049,0.004557720340760265,-0.006445483707175017,0.008468315468119252,-0.033737513569640436,0.07821414582090618,-0.1093153353447412
POMC,0.02670104763918331,-0.06310812850673796,-0.011454982715106955,0.03386999828367811,,0.06163248173846539,-0.02015227333612775,0.04256781478198337,0.03103921300223005,-0.00400324416365513,0.045588488941952846,-0.026311474024989682,0.004110662564802254,-0.044571243168038614,0.09190124955139328,0.003970071010517254
CCL18,,0.031481650668138704,0.07319302164459605,,,,,,,,0.03483815023688864,-0.04644153133006841,,-0.003232506873412795,,
CCL17,,,,,,-0.0036428893519568815,,,-0.022644370725803265,0.12063704297284943,0.0549940453975859,-0.012333812649681909,-0.03213668797150977,,-0.023962592169029205,
VEGFD,,0.07232752307169585,0.015146797461335763,-0.018474469385863276,,-0.010421590567701138,,0.021054145719557275,-0.012443231122507906,-0.013528924921382694,,0.12736528894584484,-0.003945004569920667,,,
TNFSF13,,,-0.029258351089387666,,,-0.018375713830873084,0.049822332444528085,,,,-0.02440902815357727,0.05817340122208322,-0.0030830710041521246,-0.030595683387078926,-0.04958551674278597,-0.026608690155369576
WNT5A,-0.027374021768634946,-0.0005319888133139547,0.038939025555805744,-0.01284207320121985,0.03638385319515234,-0.0005307338274308866,0.1252288620864286,0.17582388953123215,-0.01336594209861618,-0.0347752731767675,-0.04441260389869347,0.018524148351028204,0.02505788335230627,0.051406428041630495,-0.03289582821924556,0.08228853637358094
CXCL8,,-0.06852470927873451,0.1164451468279238,-0.0172983981161998,0.03607793971838088,0.007767089632108284,-0.016847678279967995,0.060907411311021876,0.06567979435098233,0.0773238422782211,0.06334229917427424,-0.019826823166680062,0.026382920268356758,0.09507204104004213,0.008521874185185343,0.14526801458856559
GRN,0.05115517409831024,-0.028102503388015614,-0.027739744104221434,-0.03665682396952792,-0.06582126169278489,-0.02278691369496858,0.09036905020357333,0.06484497148029915,-0.009470225166830278,0.03309831270362682,0.025301110552464156,0.017299799864398283,0.03641288265487198,-0.059132587045541224,-0.21253199978811668,-0.14655442809024036
MIA,0.0030445635463233595,0.03224613758598465,-0.009304783837893797,0.06348864529133237,0.044074987968576285,0.0036737655309130746,-0.003824848233608652,0.03686936217124513,-0.004859972803133479,-0.015386302933013723,0.06733435250323727,-0.017840403386247962,-0.039411653204611236,0.0329468860892145,0.08058391971053719,0.05440226355871382
COL4A4,0.0637191967171656,0.013131098397670985,-0.03870331737846527,0.0665539209827917,-0.006942638253500427,-0.00041543199461120586,-0.011269281168377967,-0.005306247105325147,-0.0116965671074797,-0.02584776529538222,-0.033611571017400366,-0.030451338936567002,0.0271048031151091,-0.026451336892196208,-0.0037721912015359032,0.030386838397761393
TAC1,-0.021979643925813367,-0.016587318807832506,-0.01773687493899436,0.014693504673021732,-0.07986905176417979,-0.012681157804654893,-0.10753888931325345,-0.12060817655645645,-0.06573904732715292,-0.04434306933350234,,,,-0.047007498289369135,0.06601880430239938,-0.08042136464288503
RARRES2,-0.03583417080982439,0.054023915120121044,-0.016031979727261832,0.03597704629409509,0.21124644451920882,0.03421682996866495,0.09885118988086765,0.15032786279604643,-0.007571490084432249,-0.0021133437187017944,0.05653765189105463,0.02260890110760559,0.006596518122015835,0.07048796378093601,0.16411757463236337,0.24523808445858714
FGF7,-0.012339764548731882,-0.036348943664524014,,0.010356833372388451,0.016016635815416305,0.024021151573117138,-0.020367334865530717,0.020442632108701248,-0.053893647812886566,-0.0055587246579697725,0.02689521293152136,0.0379236796024941,-0.024657296670648053,0.015302707874707708,0.14928085173197506,-0.03126917820535144
EFNA2,,,,,,,,,,,,0.028076799489508822,,,,
HBEGF,0.004497776371283561,-0.07642732515436237,0.03546562481829628,0.015777882060372256,0.026770409732769535,-0.012779650258387334,0.0687215769106751,0.11113611653511755,-0.00018326774637988707,0.022302468210505102,0.020725434121912776,-0.01876056654697345,0.03247860894726766,-0.018837062615130303,0.07260173541614423,0.149211999723635
CSF3,,-0.011337844591227492,,,-0.004507448027127503,0.014093488632444305,,-0.032343934850389756,,,0.028495478810274047,-0.011178934831568949,,-0.01856623518277174,-0.03742336147523802,0.10757028942690673
PI3,,0.028469238980894606,0.049838204756052815,,-0.015868645069392243,0.004485278182451946,,0.032393227225730105,,,0.006435305005235116,-0.0058611585056853105,0.0478523217095295,0.08751857073719857,-0.019256023022605782,0.14261076005173604
PCSK1N,-0.07849525314888897,0.00529809592754545,0.012986100964189751,0.02281231578638251,-0.030744691680106306,-0.0019234606427102209,0.03280545427820791,-0.056672274652022826,-0.015954934839834418,-0.02658379857252386,0.030812301742218037,-0.02660123489457093,0.018756636002102738,0.03144688035162343,0.06430099441721283,-0.1705425665431354
NTS,,,,,,,-0.013757231833750579,-0.008804986214500444,-0.01625066834187079,-0.001249611871537163,-0.029675966229609135,-0.022021762989121594,,-0.032522903265227825,0.017618421128022366,
SFRP1,0.025584962651087576,-0.021850650447981797,0.059009284135634055,-0.014821922198246759,,-0.023244477865367104,0.030498442997570496,0.03666455114451972,0.0014992279706989848,-0.018444038181360083,-0.014390913313315976,-0.008320153524844403,-0.018641592179985622,-0.03247539911938431,-0.030043467037971304,0.050102277265247096
CXCL13,,,,-0.031189605242494818,0.03404095361716785,,,,,,-0.01299047378447805,0.00994883198525941,,-0.04385024397099697,,0.07174869599180347
MICA,0.006960249235824478,0.029982112726455772,-0.0006067707944450031,-0.0029331149431442724,-0.0002462977625698023,0.043356265010692945,0.07623664253675806,0.10469013776713577,-0.010907382678122543,0.02377262641405006,0.030033447491123372,-0.0040808575728897775,0.07836300357710395,0.024226992817548462,-0.02354283215870521,0.10154030171999516
TG,0.13764825704840666,-0.04610764002734047,-0.0353514335027286,-0.017539319337987427,,-0.012901316885907961,-0.015879472125085087,-0.03903623561805387,-0.010508300070462507,-0.013347870201956373,0.03501306654735996,-0.02712220846152937,,-0.020236639183265754,-0.05515078836728583,0.025961541369995473
ADA,-0.02739599068770028,0.002087932667135453,-0.027678991553863354,-0.036233898520085406,-0.012376046520121932,0.04708356807680772,-0.031022108613482983,0.0893429736187363,0.015249291778124289,-0.02167801464441325,-0.04749506413806777,0.00858572695500722,-0.015615778281964037,-0.030993716988445354,-0.021421267140035474,0.029486252513837588
LAMC3,-0.00905056494698058,-0.021657311590470414,-0.03438576965278187,0.046199962061482004,0.006999626518418282,-0.011192239009438646,-0.003970762110244204,0.1298106221778224,0.023747736084551895,-0.005664754816806173,0.02526373163684406,0.03364078555132219,-0.043605039145876316,-0.1040837459589407,-0.1446084772828364,-0.10288524110888968
CCL7,,,0.002560796636985722,,,0.09300536624128522,,,,,-0.01906533119474899,,,,0.009682534506397151,0.16131600270724444
NGF,,-0.03332321621153502,0.009212722765696782,,,0.06754019726197431,-0.015153275552083302,,,,0.05809945940032035,0.0713779128015276,,-0.04887066735053411,-0.017663579717366228,0.17293356490924028
TNFSF15,,0.019017729115918185,,,,-0.02019536184781361,0.0021351544406000827,,,,-0.018586557062829558,,,-0.008183738118082389,0.04736257656153496,0.019919810872930467
HMGB1,-0.003963600618748267,-0.05660295787394997,-0.079009185069502,0.003850372324256988,-0.06187179764187897,0.001590114795784158,-0.012575941029603577,0.11185487736648947,0.004263323484356976,0.05917796183680282,-0.04186701293890786,0.04352303346493919,-0.03349908693689093,0.011418645985738437,0.13381548876545943,-0.12325280517613377
ITGB3BP,-0.01490330154231093,0.07027018946188178,0.03373193001768354,0.058207320913029,0.10254060836408216,0.04498405270720634,-0.018939402281374435,0.14053527710021094,-0.03218224566086067,0.037318942197966505,0.05697037514735972,-0.011730107887923061,0.04364634440557555,0.005890778395751198,0.1084687232887975,0.056556346719473974
AANAT,,0.004018295533220684,0.0031361166599490906,,,-0.018375715792078046,,-0.014357270422281177,-0.020516175886756048,-0.015386303788839177,-0.01672567502558411,0.010704242874622336,-0.026780647240038827,,0.08154369241066914,-0.056721541216710906
RELN,0.02466562389272851,-0.03635355598189338,-0.05784405619763807,0.01952979281727616,-0.07097288987286178,0.025010879821222815,-0.01671177410135304,-0.06806066845262529,0.048045014749642456,0.008395675852283634,,,-0.028372964425896326,0.037172353421990365,,-0.023677428386447708
IL15,0.010935603210240384,-0.0015843557798474832,0.011208803732816346,-0.02234482450065251,,0.016698306078920647,0.07300465124543282,0.1353461676626526,-0.024613879479654203,-0.007042534268720626,-0.03064212192594133,0.025424886976691454,-0.038629138130307585,-0.01847978566645692,-0.027505613244575705,0.09216820950972542
UTS2,,,,,,,,0.13812317451688066,,,-0.01424313639610269,,,,,
BSG,-0.0510491582789133,0.1292999089781246,-0.07043096660314058,-0.02911107150130607,0.015584987250994083,0.07112010510213852,0.031611509672344516,0.010302167540742884,0.02696571143541797,0.02732760597281926,0.11483942191253464,0.022079475239043696,-0.019690656096714422,0.05560240136834422,0.14964953326948932,0.06100819892857297
ADAMTS3,-0.029962241690058962,-0.036712768855968525,-0.018462617521600447,-0.008952537091947859,,0.06471353113644622,0.04960809025067186,0.1612530287696945,0.05487762746402398,0.06155671226749573,-0.012274276544377696,-0.018709485567050804,0.0363160997516047,0.010679601249354817,0.08911352370153382,0.018539271854025204
CD34,0.01986777497972436,-0.02572953736307766,-0.044923714678834034,0.0016937922207700793,-0.002482045170924073,0.0016305655915647666,-0.023930292121174656,0.10107520080248002,-0.010479613546853506,-0.028787356618574372,-0.002804892959181462,-0.07016118604502504,-0.015544296024001357,-0.07981247363614842,-0.10582713881581969,0.06645940564294621
CCL23,,,,,,,,0.12118984351639452,,,,,,,,
PLAT,-0.06570535476283082,-0.034756447848827754,-0.04506180959275876,0.013864669006900199,-0.01840362700227584,-0.05053936189488781,0.12741851590321557,0.15317887190860519,-0.03459880380528811,0.007210197824866504,-0.06769303975816933,-0.04976480978298525,-0.04037488382085256,0.04970773320559409,-0.06440499386519714,-0.09531416453553886
NTF3,,,,,,,,,,0.020210235085868916,-0.015426855448854715,-0.012380199671235909,,0.015033843601766652,,
LTA,,,,-0.01289847057148298,,0.025745072406716828,,,-0.019759215498858427,,,,,,0.011536821743332626,
CKLF,-0.028875036089184136,0.044506050446174686,0.003970881409894755,0.049339903427073596,-0.02486668588434322,-0.06033148055601608,0.07379221412625621,0.17301886128819519,0.02489253977137061,-0.020302967963060137,-0.027598475314556826,0.015243701885746246,0.0037091609679103074,0.03190044059645243,0.05335139765801198,0.006780553030751725
CD24,0.031087301868393317,0.17347697760577632,-0.07068976415398952,0.021381173882978752,0.04607670456484152,0.02861797946499089,0.03455575819783462,-0.027940029186779444,-0.03000648762300997,0.02217076675990985,-0.01879918561264379,-0.017770873625986866,-0.0371511460444502,0.008608505040445209,0.0943946347294448,0.035503832566226766
