,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.0033362682438434696,,,,,,,,,,0.03004575144803908,,-0.008365098204445549,
BMP1,0.05594271941303422,0.02705739626282151,0.07907236677623314,0.0034362196695403393,0.0202288441389932,0.013149714237459167,0.16699918832257932,-0.013848538806376277,-0.016963339001781017,0.01149784297709566,0.06445800577008096,-0.009898766854002709,0.13701119846034887,0.0935558153053051,0.05816309217958176,-0.035129852259116294,0.015414078111781929,-0.004281937616792827,0.034036378187098135,-0.0057035738712318896
NDP,0.008205432471604875,0.045232745512390524,0.02499379471775221,-0.013483379405467016,0.04053264021855016,-0.0483465043447131,0.017701560079675122,0.017899068220655973,0.037822052077812106,0.028754684381685887,0.07682034905546253,0.04595888522434514,-0.007109013517908517,0.040124919584983536,0.08230249091156053,0.14689556582078497,-0.015116540781004625,-0.03702941750244522,0.10690313692219806,-0.0566205407814132
TNFSF18,-0.03410118177100217,-0.03377773906797911,,,,-0.017375639467677867,0.06067523242084574,-0.028859785293384264,,,,-0.042527657434234194,,,,,0.025621498255648453,,-0.0025904615418479984,0.022797132683869466
IL36G,,,,,,,,,,,0.034369369036936756,,,,,,,,,
RTN4,0.050710059438451895,-0.029660865592416017,0.038278795270280996,-0.00076613160766946,0.017790005245038473,-0.007786187679775834,-0.19164672596633586,-0.040883254422942605,0.02129336179061655,-0.10915065829997926,-0.09406214037506037,0.07475769063438095,-0.12278712852615321,-0.0275762577413165,-0.007794424719742028,-0.002310408504240827,0.09030019447768009,0.05288863304695708,-0.03647204671452961,-0.17407735886227801
HEBP1,-0.028106346755358922,0.005351496522806874,-0.01657785423084193,-0.008087340158246043,0.03839366654777647,-0.01794316320330348,0.09614862077655144,0.017023835591093984,-0.008622868583031157,0.05608310374954956,0.042684821843147536,-0.04346840503124639,0.0420646001900241,0.005144235899132989,0.1009942880966687,0.09164772258489946,0.06431144600039099,0.04961728124630364,0.03945257017752618,0.05138636198165188
WNT7B,-0.03004207306153879,0.02731209860629306,0.010199280793130625,0.03334128096429807,0.011542358364391722,0.001745107733490537,-0.07128112467128864,0.004996955058118022,-0.014776919160333895,,0.024769426035663997,0.0038328052133293103,-0.045679406413039594,-0.04037099173610761,0.020806849729403387,-0.01058686282669718,-0.025455774685262608,0.09184958027182395,-0.04458992197139303,-0.016146721841910107
PTMA,0.008408363686431356,0.10431572511880262,0.016997422471833303,0.010058390843802669,-0.03954361368930483,-0.03353518411220526,-0.13114337108632224,-0.04024934291384643,-0.01778878322413329,0.1394222982155007,0.0228712479862557,0.03772309428887268,-0.22771034107009963,-0.1058435009130783,-0.06932307391042207,0.009734106328639202,-0.019848465936619163,0.032742762864652344,-0.043122800588807325,0.09321919678466925
FASLG,-0.03004208155435589,,,,,,,,,,,,,,,,,,-0.03821536269182435,
CEACAM1,-0.04171369315712398,-0.015475914035029214,,0.006157719927748353,0.00825676562572616,,0.05535112546602802,-0.03321581278624213,,,,,0.036851684934600386,0.0042008201963305855,-0.03569200391367141,0.028767475720466274,-0.030494650353932597,-0.04551729395295695,0.016709140710475506,
PDAP1,0.028946203067797393,0.03292289302103392,0.017795935420003264,0.009789749837656306,-0.02344054687331307,-0.02733576171926223,0.1820477520505593,0.014181385176582831,0.0431628398919582,0.0720287171227372,0.03365500316735648,0.030288067741563125,-0.1469456749038614,0.02349622217264076,0.04697264875865328,-0.016385329516115835,0.008872749417918163,-0.018131249253188025,0.006212754288357254,0.029494496874601143
QDPR,-0.025966658543724045,-0.005243130094040006,0.026738820064796054,0.00471034185381498,0.09007311782332306,0.020987010716725863,-0.21261529448728964,-0.04513351670970786,0.07901299169733092,0.05528584235881396,-0.0014266355120352966,0.03526994155967403,0.06858170701960924,-0.04917198849230832,-0.05825339557337082,0.07840857335512184,-0.04185015752851183,-0.03666411318173162,0.0635399989732184,-0.09752479809259204
POMC,-0.080889232820816,0.018647592824602044,,0.04231822416564576,-0.025290701841387018,0.0832850614122136,0.012930799535338593,0.018065978105618923,0.05700092785943503,0.04405313747209655,-0.0006586035417480218,-0.025343523860033957,0.00551302932251294,-0.006920726624267559,0.07338444556877802,0.1393890630311307,0.11071140087526343,0.0795182384136149,-0.0054487758179863404,-0.02041761831043661
CCL18,,-0.052362279297237566,,,,,,,,0.08432477279789419,,,-0.0066546854785860575,-0.025670189858938177,-0.0288372935211905,-0.07854355956253307,,-0.050261741842430166,,
CCL17,,,,-0.02001023508591416,,,,0.02144893893560426,-0.0031048323740211063,,-0.016426511432675515,,,,0.0038623883142269596,0.005590313575812081,0.10514404889864987,,0.09877684508436214,
VEGFD,,0.01409040166705135,,-0.027855069902158042,-0.01633939300264448,,0.05414876252222272,0.005858978270257877,-0.013415704059256508,-0.050853686650065025,-0.008206443803729924,,-0.06105081129370048,,,-0.017768927635730052,-0.034063261264533955,,,
TNFSF13,,0.07131614707755331,,-0.017900705071003362,,0.04847690231343959,,,,,,,,,-0.027305581145863872,0.10910572312810186,0.048250967957246926,-0.0003861830924829864,0.09584019484239888,-0.024728235639811122
WNT5A,0.012775888183016159,0.005070997160852603,0.0449947513117259,-0.01728032325137325,-0.005609934063676965,0.04466018753016654,0.11589669753399993,-0.01494222559647345,-0.040239878281076474,-0.038548969213278994,0.018325800068001278,0.041352237330031204,0.12285972945538186,0.02211643581105248,-0.039419565348599916,0.09715393964424984,-0.012641904237842097,0.028192590044859828,0.11166585217582294,0.04665483738490002
CXCL8,,-0.024115698445449824,-0.08548916307350497,-0.03878047778346641,-0.046417043092201335,-0.02396909257818631,0.10243910094034073,-0.00778930801354244,-0.012493286954185265,0.07624936967473332,0.017137175804110664,,-0.10505552273184607,-0.04519641084434953,-0.08397373019693355,-0.23949657397342336,-0.024385374176111786,-0.05832300877031325,0.030496514986120445,0.06407369938567781
GRN,0.047809368043350606,0.0883639048118797,0.04015296519315607,0.03448181064398095,0.016415212028176456,-0.011016699653615207,0.12081240031963653,0.02463908701259773,-0.025945209853099106,0.04380191003073832,0.07639423916637893,0.035412114222480626,0.05424088918312065,0.00334768180857164,0.11884662759808061,0.027440765134167495,-0.005044914879866647,0.019396955770827038,0.09670386855181877,0.003002718169865276
MIA,-0.039322493560425956,-0.04248552730046721,0.016470353761343322,-0.028227608424530308,-0.03732782925669153,0.019282934914625436,0.09180157571630078,-0.026309183060039754,0.022356830144536335,,-0.02611610208403351,0.1355465673884906,-0.012242300413677203,0.07234138954158248,0.012601129327189244,0.07884548465264567,0.02746490641572959,0.04692608532350493,0.0548922224610366,0.02382678660425017
COL4A4,-0.034792391048082835,0.02694433033929384,-0.0012091487008070968,0.009015697766045742,-0.011120139337647519,-0.016032739890079157,-0.029937717773966303,-0.029919284829935305,-0.025631450526264605,,-0.00845283452330743,,,-0.03245514071649881,0.03707936567752893,0.039660586557596834,0.01433513655624107,0.011573730536729278,0.02459695480330221,-0.00710976551006196
TAC1,-0.030042065209695424,0.08544788023574282,0.038921269604397464,0.0456065212917979,0.053767276345616476,-0.022231750413794243,-0.13141629659233456,-0.01830252434085632,0.036059453377948004,-0.07991135438461677,-0.05096191504955452,,,,,,,-0.0387059412347966,0.03808037438946573,-0.13342793499367928
RARRES2,-0.056524743068415546,-0.006593337245639611,-0.011615962771040943,0.006385844881442599,-0.10773665800817109,0.015070874860498825,0.19893414229392703,0.008124178168165684,0.018724986379967046,0.007627955916820507,0.06208783501350721,0.0023109767400223305,0.026489125748107283,-0.02011563342143918,-0.06700114627418588,-0.09950659423292671,-0.022755146064949057,0.03890991373924879,0.04299440072230368,0.049885523278377406
FGF7,0.007414359411908445,,-0.030026881754948782,0.0008357076639016932,0.013961769948512129,-0.02012394030381624,0.08933452963945444,-0.007862858244543828,-0.009842846665607523,-0.03563738844933724,0.010044736902387158,0.01478085682345018,0.01003072420513523,0.01387040816785014,-0.05740841264630702,0.038771032469911794,0.006777393346377035,0.042106781320867585,0.02514236346548226,-4.4183767348334995e-06
EFNA2,,,,,,,,,,,,,,,,2.2349209144616975e-05,,,,
HBEGF,0.02608586816108716,0.04884097713441654,-0.015608044386904631,-0.020569097066815357,-0.0009919091618859981,-0.0301930993904778,0.0778794108753582,0.05629367432631973,0.0010455020202112485,0.13616232709717652,0.035680092927248885,0.038068608037906286,0.0232812893266678,0.13288525646394336,0.012784797569570338,-0.01199748127237607,-0.029965336856355114,0.015939071166487535,0.0147367140994647,0.11970968563040771
CSF3,,,-0.03416931276144237,-0.019178966105262624,-0.021985936033717055,,0.07768663998862071,,,,,,,,0.01871314868564055,-0.11220927829827636,,-0.0777703462302992,0.07622475627616106,0.031721381835390056
PI3,,-0.04121578242884308,-0.02748485812774633,-0.026148864927305882,0.005514808608227033,,0.10207119452492983,,,,,,0.08827682785191479,,-0.05972752402958592,-0.19122371820058365,-0.0315690175209635,-0.01971283498854449,-0.07832658246203372,-0.025859307852652315
PCSK1N,-0.029177007224024186,0.02899420999892033,0.11610521872494968,-0.0014841096130973638,0.048015520491391336,0.030238297624360852,-0.060325713690485,0.026559421171149605,0.032444969854433355,-0.10542523731610105,-0.04312738346496728,-0.04282513904411497,0.017068701225025233,0.06703860445549266,-0.07746668637015629,0.0484173235927714,-0.030372382161146336,0.07090539033753088,0.060187913653044496,-0.11089864869477534
