,MGH258,UKF243,UKF251,UKF255,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,,-0.00014941225549991755,-0.006402042370550457,,,0.11977413504855158,0.03789875270819299,-0.015132602342149665,-0.02597863724706232,0.028693980943208183,-0.013268947015785886,,-0.04956371558336049,0.03250828447956735,,,0.0400308526949782,,,
TNFSF13,,,,,0.008768398881095115,,,,,,,,,,,0.04003466436038543,-0.0007320039659550362,0.07445134387904782,0.0278709781541387,-0.011933077560903947
WNT5A,0.10322984698526384,-0.0006378287065821237,0.03996771829044041,-0.021468015546410188,0.037198778128258544,0.1466508542513675,0.029023665342498582,-0.013796569170278702,-0.006462276351397907,-0.029424736146256025,0.047123884596214596,-0.0278619527953111,0.1001840900237294,0.06891001728382917,0.0748286000522207,0.005164452533215984,-0.045918160766763555,0.032069130756247385,0.03363857429990297,-0.021687046072021456
CXCL8,,-0.08403686848003634,-0.002844681924385594,-0.07317199581612997,0.09795440707788834,0.11593686401597324,0.01718579492568442,-0.014092137288434576,-0.01700706517651827,-0.015777712575508585,-0.03038597652191304,,-0.017111133622719623,-0.05220144648647007,0.003616724613093938,-0.05389635617953291,-0.01208960430465212,-0.025422334914171164,-0.005081896659788444,-0.06970284402121253
GRN,0.005949784729373866,0.00029595116925177706,-0.0015086742188313762,0.01837287882914012,0.03708761606334575,0.20121474270437148,0.02333696429483813,-0.03906499665567985,-0.036653782839737345,0.018796009628339855,0.02159181986444066,0.11586155183220566,-0.07212768832434843,0.08119723019541016,0.023779810485582042,-0.09489345254866702,0.09065334216264402,0.05809483068327076,0.09308478557797012,-0.013906836545764297
MIA,0.054140194278158485,-0.02060396075064294,-0.025954176267340538,-0.017921029682144436,-0.01426802211849384,0.07712820357780749,-0.02591594626964903,0.01651909178670835,,-0.022765396300916518,-0.01817243102158761,0.011014853980325921,-0.058293490349126106,-0.03181297269187349,0.0448726416082791,0.04999239046680898,0.05419898244236337,0.029209783631983857,0.08439729500472001,-0.019796744793846136
COL4A4,0.06637049150847123,0.02644277575066868,0.011881436611969385,-0.034423876631488416,-0.01447062576968181,-0.0052726648664347085,-0.025968187751554073,-0.02891168041224223,,,-0.017627932271746753,,,-0.0018207626311916014,-0.03245513936724533,-0.011650246209993552,0.0005401995845040485,-0.017031175411705107,0.01719546952659003,0.002429213816126208
TAC1,-0.0186358328995325,0.056278426430730416,-0.018962761691711644,0.014357093791656074,-0.055697461161943594,-0.17854304747693484,-0.004675357097613713,0.04945703316169862,0.07014139412102748,,-0.031240385198943597,,,,,,,-0.025269265198346175,0.0350055831910519,-0.04392104498857815
RARRES2,0.058942878378855514,0.0326895760320015,-0.014464837637478137,-0.021010116273782468,0.06348795133007049,0.21735112125772996,0.023218936880291755,0.02317261809995482,-0.004417686870240726,0.0857565534777113,0.013603626473171803,0.013456612919247896,-0.07372828770865862,-0.05040684573947031,0.10954012263114651,-0.034665414736319164,-0.008409096212027836,0.041359356166088594,0.035362036698312165,-0.01350288409041739
FGF7,-0.05140604905347488,-0.03522439870310067,-0.012618789132863743,0.059734933357454605,0.0124992204489494,0.16734870770869364,-0.011512000535501426,-0.02474744914810291,0.04227891000345431,0.01744628693650233,0.013623799870460605,0.06689194314515724,-0.047087809411406736,0.04766622886139203,0.03466515640352586,0.02088912799367635,0.02368250512400663,0.008023504227878947,0.039491102386295454,-0.056593128994894326
HBEGF,0.07980948951888234,0.03181145802057969,0.026130047848315584,-0.020852822135554026,0.09553949293459807,0.08370830294691771,0.013449525247722605,0.03796133651376606,0.05282878924129309,-0.0032744397811585012,-0.06437080001605625,0.04364786964550548,-0.011731964651028444,0.05629783059639554,0.004150807776792236,0.029558043365568734,-0.0393144709673322,0.04417029323834646,-0.019223552487439018,0.012394731391567437
CSF3,,-0.042526340327826054,,-0.02409540510210587,,-0.022770394505983463,,,,0.007300420074219747,,,,,,-0.060111738559857866,,0.10631157304052796,0.08063532903745138,0.04414422544990169
PI3,,-0.03733592829264875,,-0.05708538462164705,,0.019063136319187206,,,,,,,-0.053077665035557164,,,-0.047369162888771014,-0.0007170157086338216,-0.0190146687018013,-0.062348893723358605,0.030186579218191463
PCSK1N,0.05557020938592478,0.07095169721014322,-0.04801225038460733,0.016447938378880516,-0.07258728499065868,-0.06013444176424788,0.02290620019087425,0.03553863787430082,0.0552117869269532,-0.014629663947793293,-0.03664787034386216,-0.07362170158327641,0.019559177672422934,-0.028555052473744964,0.04159720506357731,0.023260272512728754,-0.008599800204045565,0.025482472882295645,0.01797897935666335,0.025294241645356798
NTS,,,,,0.12582743215990802,0.05291609232327771,0.009803209586726277,0.024999212538770965,-0.02338911856458426,,,,,,,0.10485488994883357,,0.0005545501369732435,-0.042496239127768905,
SFRP1,-0.02711560760598838,-0.047224488180917935,0.03243870828150538,,0.09290355890474641,0.02944816196813923,0.04642811007436703,-0.0206303381091882,-0.031670797854818564,0.011891129901939922,0.0048950615615123965,0.1270089636397969,0.07746060048479604,0.06487031483296371,0.020598632532580412,-0.0027642269666321765,0.025011374106585584,-0.012689504732969682,-0.022081945634876404,-0.028686162057249748
CXCL13,,,-0.02828749138991637,-0.01749611513974075,,,,,,-0.03026777867475239,,,,,,0.00791027857091008,,-0.034251551136996995,,0.060722087379195946
MICA,-0.010249547221839253,-0.007019988325247476,-0.004354690182409229,-0.03724735786075641,-0.007390162145606297,0.16384288784529288,-0.0008528438324908356,0.023347541273927148,-0.03456119516296277,0.05952481341521269,0.0016235153066468176,-0.018212054651133642,-0.14062212427708198,0.020108470290017107,0.07810910078741963,-0.03249956320651857,-0.013336174735426113,0.002975235989855615,0.059722448055548924,-0.015709533379469485
TG,0.02308586214306141,0.016439622008368966,0.04499606774410733,,-0.020390466357959745,0.10096567236070779,-0.025058612215114,-0.01493008594951911,,-0.035829490033305794,-0.01859779291725852,0.028191370764920315,-0.06951363809637938,-0.06066559652542314,0.03214833696522332,-0.0189295519598693,,-0.01728139590917921,-0.002464625864124899,0.008189376933438063
ADA,0.03790727038857656,0.08815135103714548,0.0746765591093453,0.07206834438175794,-0.009111640366595843,0.1677437982219557,-0.015661108782793334,0.08054514841181012,0.00858319929134914,0.022166742957780452,-0.03187225711325912,0.04105080208389669,-0.05248190011814481,-0.0002851953467736119,0.019838675774628122,0.05193084582050728,0.05319433177070746,0.04663137384235162,-0.029420493042583866,-0.009587425744649864
LAMC3,-0.026249453921499324,0.08685349557396763,0.01050213686511046,0.0503382935736269,0.07860188723338085,0.1863934405314998,0.03113847077178067,-0.004711194853448259,0.01920585795419154,0.008626535215570984,0.07139692961889695,0.018937312637035488,0.014873715946920824,0.06279409794836305,0.05673347581017769,-0.0260697141369295,0.06633694264876908,0.056639353769525155,0.024612091432136385,-0.04165294153572857
CCL7,,,,,,,,,,,,,,,,-0.021351672940951374,,,-0.0027161203063914034,0.03381459796238892
NGF,,-0.02450063353780891,,,-0.01945797397569303,,,,-0.000962712536889332,-0.02420120014594009,,,,0.023844396404865627,-0.038147521235999265,0.11299875417087765,,-0.0022548691633156887,0.03039603419396278,0.04312850219283952
TNFSF15,,-0.030310341448792088,,,0.07362112389559827,,,,,-0.016059747131596046,,0.05607048871761195,,0.04966477974487674,0.03220315799498984,-0.02081548353134137,,-0.013039185670642448,-0.018880294806165956,-0.02234910208398952
HMGB1,0.039200484715091986,0.12451041583164307,-0.010870622062214655,0.016200167946808078,-0.012551660840586287,0.1346586353864062,0.03359413648936504,-0.012991969386452633,-0.0434809183602977,0.02821164351757375,0.07750042413448197,-0.03039160831533976,-0.022514138515074965,-0.03309313884124073,-0.07999646649525208,0.0009788510463821995,0.02754080747465582,0.026616506975800643,-0.047261082480887444,0.0026173982436995874
ITGB3BP,-0.09058228353355566,-0.026234286849296542,0.006437501546503823,0.025029007098656145,0.0477643791096661,0.18833510110211382,-0.015541007745716465,0.002726740036599606,0.025998959204407264,0.05515305095111659,0.021624082915906798,-0.04507582374562097,0.01169027593434037,0.004122563827267159,0.03369656956256025,-0.01392973340957111,0.026441574612838126,-0.005521104632525294,0.015793465799630386,0.05036422837980945
AANAT,,-0.04391351158528637,,,,0.1023534275694796,-0.010490889005953841,-0.01721014922508843,-0.021989225677853663,,-0.016607734287803457,,3.0250923211578447e-05,,-0.026736577673188523,0.0038968159057123732,0.03882674597903951,,-0.031817007027063034,-0.028447750780466522
RELN,-0.017892524504729834,-0.027075196644787157,-0.003892319792241835,-0.007386219117553505,-0.004120033534385785,-0.044474815001196114,0.016806226944763074,0.04911261710099278,0.10133809076211038,,-0.01838619532893565,,,0.1156531043669483,,,-0.00046984035573311865,-0.01574992320323018,,-0.007395677912323313
IL15,-0.006793503064532312,-0.043085627170095266,-0.025711199643093225,,-0.016811478762175973,0.0048455150433098886,0.00694232983641398,0.01947667755884325,0.02797498314632567,-0.005372677259628594,-0.015402905954945513,-0.030662633855520625,-0.05188770051052352,0.08205750012402388,-0.045196527090230997,-0.008762295674044381,0.03868615079227435,0.014465055929612445,0.025546943579306713,-0.0010191744850966155
UTS2,,,,,,0.05105907072769958,,,,,,0.014524300622535263,0.02174854355426251,,,-0.01595119365493663,,,,
BSG,0.05005268029654678,-0.05945310453581023,-0.03388918195585284,-0.023790483736153313,0.04526102211913648,0.016251192570904335,-0.03235408466802563,0.042583918231130224,0.05363648224001471,0.0722182465925281,-0.015193727167378285,0.046309849976915694,0.06333822572254426,0.09037763889228739,0.09429901712347653,-0.027418451512064297,0.10724903435137356,0.02995985085128361,0.056635462835425844,-0.023891647729974964
ADAMTS3,0.042063977005587914,0.012022813648582868,0.027824031330320683,,0.0021742740810896995,0.2524018031292895,0.008978371856689841,-0.015124680251194976,-0.020207853132898367,0.03299731505538858,-0.02559465852716789,-0.004171294741680169,-0.033776129312606484,,-0.03201432986720844,0.051690944082947186,0.02279790359240235,0.010801285480720344,0.10271336881471689,-0.008460041894392563
CD34,0.09005989953015468,-0.0069953523265442194,0.003946680895230123,0.012196380298302657,0.05966240066324205,0.18895967036709851,-0.012658960496643255,0.0040101127072865355,0.04404233503864236,0.036519172785996486,-0.03567066234105883,-0.0071992222274071035,0.034146861912420425,0.0911694332272032,0.052230032301687296,-0.017915174912022516,0.00588968417223507,0.015157863797885762,0.034730315504710424,0.047575327298779786
CCL23,,,,,,0.013397407752172047,,,,,,-0.03240409550088842,,,,,,,,
PLAT,0.025182807867881195,0.03818545412748913,-0.02312468412038604,-0.07238351847704617,0.06994915104640391,0.18599275759742653,-0.007046698636099778,-0.03480723519822157,0.034856428019090245,-0.018678218300060268,0.018458559100242244,0.013960400328802865,0.01390841526672756,0.043403856290798494,0.0980211834949087,0.09162618329441834,0.059700707710759034,0.09910963526736231,0.05102636383390602,-0.05383780792068201
NTF3,,,,,,,,0.02514606653321451,,0.023249416575204535,,,,,,0.009900456498938379,,0.025675091333722335,,
LTA,,,-0.0043157135615938015,,,,-0.02170389677237272,,,,-0.015402907856287413,,,,,,,,0.1548831255654443,
CKLF,-0.029856379371013993,-0.01681038331906706,0.06331932581736123,0.05463130324690379,0.09714379808063622,0.22783072015387212,-0.0039774377365151626,0.054962375146845786,-0.04093502883192603,-0.01760645488890909,0.013412531859489036,0.017390847602077375,-0.07555496449965367,0.0009314945118331492,0.036042823287231705,0.020294699790037,0.03786477367748099,-0.0052342353989600285,0.065397614335464,0.04385098578135581
APELA,,,,,,,,,,0.07858267165174314,,,,,,,,,,
CD24,0.035064860596687585,0.04692350709788803,0.06964444770264422,0.0022433437154591486,0.007232847263454525,0.006802337026674239,0.019757882876422134,0.04194934744894441,0.05138294414347803,0.0007498500995904322,-1.929059800674728e-06,0.06438844487908449,0.15672386813492745,0.022254564104503587,0.04637354186124883,-0.005171357465366761,-0.06814846332009553,-0.03354815419981701,0.08521765465721252,-0.026286878512172682
HSP90AA1,0.0351137626013225,0.02717831463257301,0.01839863774073789,-0.10985482880943502,-0.07072534016639517,-0.2738177349658998,0.044288002684126644,0.008900896782921294,0.08116756122126458,-0.03288310577973998,0.007791963764575835,-0.03936786070083436,-0.1011923101008811,-0.0026879384433931,-0.08380130806158598,-0.08619950101040848,0.054903545050508505,-0.03008502835420434,-0.10637499655757088,-0.029695072312543994
BMP4,0.10750504463844825,0.020126417780585156,-0.02159933596255466,-0.014045632689379115,0.06082118217997555,0.0027485763135795976,0.011879468651489332,0.010904225208207819,0.02616848104991472,-0.009625354612068992,-0.013124868374045386,0.041747873689369025,0.0794796719110892,-0.0025463931692699046,-0.0023732054896060187,0.03418207262860852,0.023777717915657363,-0.0029408455373493136,0.0350553237423221,0.0858857972704628
SCGB3A1,,,,-0.025755605249952514,0.08072565940328152,,,-0.014516929198487329,0.01805332639496337,0.04128764234550882,-0.010747945407180028,0.07004660673259357,-0.049563667402955765,-0.032069868953489504,,0.07653873928604352,,-0.027078274200781946,0.013968695972959475,-0.018340435089656288
IGFBP4,-0.006498466272138799,-0.01529387590835689,0.019892620074773958,-0.014024887626851569,0.07071811024774594,0.23634353028627395,0.016044521017317844,0.002525251509223814,-0.023960883272725657,0.02656613180068431,0.04300904128775333,-0.04568068889691727,0.006798543523041453,0.09994911816508972,0.0132263870530581,-0.06050136599037172,0.09175989297359811,0.03317498853639617,0.010618266628295337,-0.029855962708318844
RSPO4,,-0.029930035763873552,-0.002710025306994707,,,,-0.013777073045444373,-0.014516927075058037,,,-0.021366258104626553,,,-0.021736155930536617,,,,0.021961958206019674,0.03974434018376099,-0.022241403222424638
LEFTY2,-0.02136917924184065,-0.003063802135571909,-0.02062584866379512,0.09140795570102718,0.1388914230331236,0.23726513250935152,0.028935226712363763,0.00214197009317947,-0.02338913396476699,-0.018158593243161183,-0.019014717734544148,0.04284988097445454,-0.00980510799447099,,0.06951386711557406,-0.018125152440847198,0.07636075481077197,-0.024799844008132194,0.1343613706471007,0.009357342722655195
PF4,,,-0.01853438229164868,,,,,,,,,,,,,,,,0.01088201973029349,0.00913915614610402
ANGPTL2,0.02716780725082403,0.019515215411790212,0.030902780522401044,0.07799618215709138,0.12527621901229483,0.23729032338514974,0.0185805197931135,0.0048959429192729316,-0.023455806765101048,-0.03764302947860703,0.014258817793024464,0.030433435143901545,-0.051985712170337164,-0.034015821088252414,0.06298666768594546,-0.04801841079161614,0.05168396577570108,0.047893036489656954,-0.006179662845396767,-0.06542228471045024
LRIG2,0.09719836120253587,-0.046662668035679984,0.018397510396390242,0.033453641370738044,0.04222425021101953,0.12566773211355575,-0.030349235124776112,0.022258810585653894,-0.018172954505907484,-0.05168914218593492,0.03781563464475659,-0.09175623397777444,0.1413581874164766,-0.011350844385392198,0.029299763387027302,-0.023916120817957052,-0.0002411486016711491,0.007952919712276858,0.015843928679079983,-0.004549585140215144
ICOSLG,0.00667907687938814,-0.07585203606809035,0.055175474101336365,0.00260322685172537,0.04080021162324934,0.07654909130132864,0.01587280057757901,0.015160509512523304,-0.04137342096353427,0.05829100686824523,-0.012319150921964834,-0.047502035680703845,-0.07241005206612176,0.021323764807497547,-0.03800399291981513,-0.013821039130512941,0.08443759285855404,0.017518451144011436,0.021123329679328565,-0.019091228115500927
WIF1,,0.05959518493175959,,0.007424328832383895,-0.11093337795820139,-0.14253757511547033,0.009980469522874943,-0.006396110761784933,-0.033409219660982294,,-0.04376400196192085,,,,,,,-0.01695218906358581,,-0.008711510371568918
NPPC,-0.0005191218184219748,0.02172191864558669,,-0.03231253874106874,-0.032376077275684124,-0.005157079697039143,0.0011938571046473296,-0.020174976033958084,0.01722796040242934,,-0.016247095349070567,-0.02863013050052647,-0.02538258801600919,-0.04313837605172998,0.1488968014267144,0.06122788122839987,0.07821643481104996,-0.008019092996790734,,0.06220579559650263
LYZ,0.0062906823749484505,-0.005353520365068066,0.028689363813905317,0.059020501005114995,0.017757632072177218,0.09526676756592105,-0.02381012615128976,0.015538529415236304,0.002303364698746379,0.06392166713678987,0.02983978590804025,0.0768762342836346,-0.028568111059866317,-0.0025725787735245984,0.017660270474119385,-0.03934816267442428,0.028605469190627807,-0.04207376520373459,0.050066524113080935,-0.0018472419750338264
EREG,,,,0.0005961839847517153,,,,,-0.024060583647531757,0.05361166772924723,,,,,,-0.007246776892148284,,0.07959306694263689,0.02999618412925464,0.06576084630753323
SPTAN1,0.04084842955098465,0.051186943257387256,0.005785187853128207,0.012553634923961379,-0.01791744479494809,-0.045628510005942,0.0394866416066701,-0.02972883901287279,0.01911094107615177,0.04225122663207828,0.001287849232899424,-0.048134610156879136,0.11923316919961738,0.13874016553937046,0.05036399737743726,0.013332830561916623,-0.03188208449870858,0.010575803929708399,0.0504279941577999,0.021371162184724117
PTH2,,,,,,,,,,,,,,,,,,0.04795677644016491,,
LIPC,-0.010071977605024244,-0.023038393011372588,-0.027895235911086603,,-0.026070292872074526,0.034865489687962485,0.0299011153210759,,0.032301029159676385,-0.02654993992338674,-0.009661922218718087,-0.03035932269766896,-0.0446413699543396,0.01721304681426578,-0.03989542545656835,,-0.009549110354576203,,0.06801670445514259,-0.03266702447642135
COL8A1,-0.011304191997122941,0.022247141085215114,0.014260095752158058,-0.03008355302116305,0.021450180852059787,0.11840781035551855,0.014807707532379527,0.021612363685593737,-0.04507175241367822,-0.005780557493384718,-0.006455470493433775,0.18650537901979114,0.024518531128561644,-0.09538157804390605,-0.01446761265387034,-0.017549489085870312,0.0790002440097864,0.005425742245625981,0.0840604910677699,0.09082269879941679
GSTM2,-0.04232475923775004,0.0011738765805714734,0.03497651831015027,0.014602446602297458,0.011771467389015623,0.07540600045465488,0.020629326640792398,0.03793331849455191,-0.023887522268812005,-0.004746308902121567,-0.024669027617503263,0.059843253308671,-0.012848690920997214,0.0037791491567445955,0.060813096369220505,-0.022005623128021613,-0.00011231121712914554,-0.03871589056647861,-0.00458910020584994,-0.009496023748378454
IL4,,,,,,,,,,,,,-0.016636903748241446,,,,,,,
SPX,-0.007962189673732125,0.04399219399218231,0.0050736414771688065,,-0.027972925045112857,-0.05162557220744616,0.01479781332480908,-0.019372056022318784,0.06062805669563303,,-0.007339298692013421,0.0027171732078665003,,,0.02476002030039402,-0.021527740211162785,-0.057741090746682065,-0.04487796361120233,0.0236940869303801,-0.04125738909955471
MFGE8,-0.0009582186209481765,-0.037654827292997774,-0.0075174595883673425,0.06376398476985834,0.06138886311095653,0.04900803135656833,-0.025610200999458942,-0.016635215993145068,-0.0003263257901293529,0.041520481401162775,-0.013052826892749487,0.021580906741951015,-0.07113074291690898,-0.018701453961691872,0.0899763678990447,0.038654085923572015,0.05466333478926875,0.005456044134108055,-0.03392719909357471,-0.0767048693597668
TGFA,-0.01205363249410708,0.03504016772767264,0.019084189942927734,-0.018393868096861957,0.01275830324912746,0.08894684353555185,-0.022998426521852175,0.045156664716622864,-0.01032865915571031,-0.014716406587229027,0.012075408456710273,0.056293918881756964,0.07339302208022151,-0.04330225590787104,0.02557464143432734,0.017973742134247267,-0.01153172025590537,-0.03763163261371085,0.057260140706336705,0.0674318707623814
SLIT2,-0.022211596436380408,0.0263301079006689,0.0056247275709001045,-0.01914337345148334,-0.016152230372238625,-0.058260330347763276,0.009020880206542469,0.028523578387006292,0.005399022025035242,-0.023160422851653248,-0.03464705904878072,-0.08924585855572566,-0.058313805063925174,0.13104116491933882,0.12168204450629487,0.0806240759239136,-0.04089478679495697,0.021329983224661463,0.07317178281160204,-0.02871792120213281
PLTP,0.0485509549963591,0.001993090610609432,-0.009613949324704425,0.001328499175030683,0.03537175086871264,0.2449522522472371,-0.021792836108955077,0.013231443350634675,-0.0467833212617048,0.03789596382477332,0.01184084146904975,0.004388444510455607,-0.046567375305810274,0.14919231447653702,0.09038427069875998,0.05046411942194105,0.07023541145375184,0.052935233718714496,0.03445584141342027,-0.006128004350200602
APOD,-0.08654647595459994,0.05505763397472477,-0.09416299475595127,0.0031880082330490557,0.02464479325220208,0.035514606388589325,0.04930701336774359,0.05463052261274063,-0.06994036554602832,0.02899457251935663,0.045441317360631596,0.005109164010439266,0.007775295512297854,0.052420462583136845,-0.07732940189545187,0.049413600852576685,-0.06723612274649203,-0.005707800179028229,0.011854787995313558,-0.008832357941921165
B2M,-0.07005603179681082,0.06048796519116601,-0.04725607639084531,0.0421771552916201,0.10203144322967056,0.28689353044059357,0.022258392676944926,0.00808496914112558,-0.03542649118691069,0.06700857195740043,0.06662649883584737,0.12707053754804107,-0.0545085062972793,0.005933421544838255,0.019414860951755666,-0.03004704032865144,0.060604414844838195,0.05155326567884755,0.02357498452442606,0.011412176630429259
OMG,-0.0845736306930044,0.08877903094992079,-0.001768343128324481,0.032842881493795356,-0.01804972433751206,-0.08946641884847115,0.03626131448967673,-0.007052831642978688,-0.03173548984556898,-0.013447381264715435,0.01177330827397675,-0.01263624609559625,-0.04512539117654501,-0.021494882617118058,-0.0018727472008537628,0.005334546024507837,-0.06166861495738814,-0.011969483249545337,0.09518062803769581,0.04054189981788985
CXCL3,0.08731284721849607,-0.063585108575709,-0.002929277335693872,0.014081301443484361,,-0.010583821351182784,-0.041035153319823575,0.021271996187447774,-0.03387116145219729,-0.020704028973878068,-0.011092882913494572,-0.02950622058694576,-0.07181147854078196,,,0.0068506621325204855,0.02577898929641954,0.012914176761771305,0.05357169830944579,0.026750927344827587
CXCL10,0.0111812056099485,0.07312587377691607,0.05801768388305405,,0.07447017793408497,0.2691129029919208,0.04761119454992921,-0.01148387854457791,-0.018812714206030208,-0.018323434541315606,0.001654772862327239,0.04291897311814236,-0.07940890139401616,-0.022319189820748427,0.021947900488272536,-0.022048341466259908,0.0020373800886224072,0.03872873580499781,0.05464029440771203,0.06189174785472569
RSPO3,,,,-0.024095405853668424,-0.02174930268179639,-0.032168774340699334,-0.01468831650663239,0.008946702157716532,0.03300361293803942,,-0.011591848850226277,,,,,0.03388157360665144,,0.06237412952076235,0.08220546968444456,0.025985111191543467
CORT,0.1279900296848546,0.09135871502802427,0.040072944279847124,-0.00022229538506846535,0.02934534835373297,-0.05458151668301116,0.023878623794947627,-0.007206097757452031,0.0017779481997816675,,-0.030752815025998113,,,,,-0.02434655760080857,,-0.030329022333015564,,
NCAN,-0.025317809662791325,0.062177923780092084,0.01601999194623582,-0.016587667661177054,0.057420981407235144,0.05625760675266571,-0.03585777677457607,-0.04471730606320137,0.012390306017641059,,0.04870303489346212,0.030710784750261413,0.014489237836025147,-0.052716297789562376,-0.000983130975330294,0.09613512924444936,0.13858912673367094,0.03140358556056415,0.005234166519869431,-0.02918808789911311
PRG4,,-0.005012427539853383,,-0.026941776482461387,,0.07718940794522526,0.0373664090539599,,,,-0.013552787509216431,,,,,0.049747394761431134,,0.022203339532885568,0.002903770561804483,0.08121564151284795
ZG16B,,,0.06507166924851354,,,0.010343475148315165,-0.0007410291710719324,,,0.04022188227766441,,,,,0.06603102284958348,,,,-0.038051157847146265,-0.023972323085292027
