,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PROS1,-0.01882850980160384,-0.040417173542653645,0.01685261542605608,0.040882878869168186,0.041067156604430465,-0.0017066433444125643,-0.06234345415473544,0.10576359445553074,0.14720029164642853,0.03438956146192808,0.0158272621678779,0.06819894142206613,-0.08197089497890576,-0.032170252398380325,0.0747766572718127,-0.01098704343657947,-0.034945744320788084,0.007788621309245491,0.009797755245681484
CLCF1,0.0381830551960023,0.011843227450127483,0.023301309036328977,-0.013473516628664176,0.01229790308580242,0.02964109986790022,-0.06430160014854486,-0.014194969245353645,0.047916338683970494,0.014095311953270519,-0.027592134129723406,0.10437936589921895,-0.029833286373817276,0.15539841152766115,0.048635059517763986,0.02492244189651543,0.038837125252106246,-6.754887718534184e-05,0.03607870618603313
PSAP,-0.034088105911330185,-0.07477384180552048,0.06973037582443015,-0.019536063233298307,-0.018928213537966133,0.020940446998294733,-0.031164491226269228,-0.06807157658793718,-0.07785763624733877,-0.012610131924964792,0.030198024972384385,0.05596635433619449,0.03446100478524208,0.07580714063129482,0.06439064410639483,-0.02155848766822649,0.02184433294501985,0.06842917447976371,0.015026815953933093
EFEMP1,-0.018326731623056744,-0.03298213208905342,0.03743777969615554,0.004682891928247794,0.0003246305159515768,-0.032396074658129,-0.018253098448102793,0.05701390769274394,0.10346671297227743,0.06278648886146533,0.06648286301797443,0.10398337148943848,-0.027754714988603855,0.011884370738937096,0.10861354130939826,0.07045621299985748,0.0071697885481233955,-0.006764984836916241,0.039299798511607205
C1QTNF1,0.04103849499805496,-0.03734233247339016,0.010645531612179149,-0.009495459639757878,-0.06702033278450842,-0.0740190593819736,-0.02085009749971243,0.004793703951125167,0.12226907688622382,0.024034584671418,-0.022420291268262543,-0.03153993670249649,-0.01908740507562663,-0.0036205828438990203,-0.00654589220637174,-0.048244054267140984,0.04413440621487081,0.010303503260287072,0.023285113652369464
ALB,0.009236986919595682,0.02101169758908131,-0.030445118836754676,0.04084523298974169,,0.025678983042654088,-0.005881715374095045,-0.01460664004049039,-0.03230170476139029,0.06149234413664426,-0.011474613227355317,-0.013566586488436486,-0.025005080970912717,0.014826750591438426,0.048825035930244294,0.0007815394666018687,-0.011920095239473225,-0.012543561771218964,-0.003600396371369699
CCL13,,,,,,,,,,,,,,,0.04385317207701691,,-0.030140117353012745,,
EFNA3,0.04615976071981022,0.022189232952163917,0.005533324364491506,-0.015668776766448407,-0.009817721275438049,0.023753809303461593,-0.06431502237166124,-0.021003381471233633,-0.07633196859548105,-0.006139822463071154,0.02523120627001778,-0.023250795621788764,0.00795884031939411,0.07359243173991759,0.06641860232817196,-0.024206478940785352,-0.013767249708739602,0.09239825519489987,-0.01630901657954911
DRAXIN,0.12097474927428285,0.08759734514257178,0.01852968922214182,0.044809510826319676,-0.05048235060092113,-0.04323773281346532,0.05759408700968383,0.10289085866399092,0.1354462419981187,0.04339795630473868,0.0210774190845427,-0.002498501141300758,-0.027170097340869045,0.03919315169739421,-0.002649061037093032,-0.03830379356563291,-0.0015017855249226842,0.06351645773070695,-0.006028188574515819
RAET1L,,,0.028898887548843913,,,,,,,,0.1680191627940239,,,,,0.07233521236504689,0.015020302846978362,,
NPTX2,0.026080040876912618,-0.011980656685736439,-0.08880472584653219,0.005219060855185317,-0.0293139398910216,0.04861507883145196,-0.028580236354019923,-0.07007393425569634,-0.10724008326781603,-0.029053036084919628,0.013557754845041951,-0.014186140666628037,-0.04572626563002865,,-0.022438709492901318,0.04353847513872389,0.00366400179304976,-0.05192711566201745,-0.010810059009473008
FGF11,0.07025534863608487,0.08537659763242206,0.02599955175471575,-0.04270473399493315,0.00363153268523354,0.02264452832374074,0.03282906177195294,0.06343908601237859,0.09645942979516961,0.045826938866751814,0.08174919691182239,-0.021229109204495358,-0.04175098938533843,0.10595302235186109,0.011440915598730441,-0.007974606615385554,0.0774621023316856,0.03071165690652687,0.05151307778901855
CD59,0.005958545486161772,-0.021434990728324863,-0.016917026585965753,0.03374388428279214,0.028435079396467115,0.004377756328262227,-0.07580990652253045,-0.09246512655841936,-0.030360915958556615,-0.01198849831277282,0.030052856875158813,0.045020894395638424,-0.12656526053349518,-0.08486723322793187,0.044750132460228895,-0.021624454596749526,0.019776200163877013,0.04174463211528618,0.027451089731685533
COL9A2,0.025191601182044058,-0.0038622513574812964,-0.049500680544329656,-0.02553456067451137,0.10350093491595333,0.0028820858982639935,0.12630923123040128,-0.0022382074835846483,0.03692023446881688,-0.06438545075881019,-0.020004046335630975,0.14883904401056888,-0.04090451347685221,0.013321969382916894,0.02397560459291239,0.07027394882575846,-0.03251720775110254,0.05701522555865647,-0.04255437523166138
DLL3,-0.02411570571165547,-0.016053580110992824,-0.07734081770808654,-0.005279387277711353,0.058129201547597195,-0.04705379064330809,-0.0315555549495826,0.06112074293893591,0.030534690657314276,-0.04333043388444725,-0.01686458833522204,-0.028700313247485395,0.06512821099132327,-0.026657231217315135,0.009576240220472971,0.07801531126414696,0.04306576792527045,0.009011601836244365,-0.04202087405141124
FGF5,,,,,,,,,-0.025721665660536498,,,,,,,,,-0.012451946232662015,0.09373511627445158
LIN7C,0.04287080937082244,0.02733385459773357,0.030008222695898833,0.02467994513484407,0.07854677676243198,-0.015106271698171268,-0.035004914820029084,-0.011404088875939893,0.038849706790224973,-0.015353028898301126,0.022734924529675335,0.1262848771574622,-0.006320014670058951,0.07217681053946932,0.005721338916373829,-0.061692669478112576,0.0027538173877391997,-0.010129449980662316,-0.0030534682335124357
GDF7,-0.018002819806811614,-0.02751570741836538,-0.03617705017795514,-0.01366260462584584,,0.01499858364882763,,-0.020864606342415253,0.0075337928251907865,0.02485765215659022,-0.010102769859500297,,,,,0.011052026951949056,0.08011421222949387,0.05700686351799499,0.11480458915288823
PSPN,0.01891801323878581,0.08126816799293098,-0.05325086255464935,-0.011442955081361658,-0.032964093672315016,0.013710153118486763,0.033274382329615194,0.08805147295924635,0.0299159463236428,-0.008226176235408719,0.060160840113600164,0.11347139703284789,-0.04839826371284683,0.0652328903245471,0.020471025237646094,0.04309384675061964,0.050330998517100795,0.09454868450775838,0.03807923644387455
ANGPT1,-0.001789652455225462,0.005133422957625172,0.02458367858612581,0.09936477891646005,0.16219595704144193,-0.03895567452487685,-0.03963957525855899,-0.010549752384729785,0.09443181010908891,-0.002756331215100021,0.054183103068633984,-0.003633258529387788,0.14178450093137368,0.013663137960929626,0.01641241374102464,0.055917025041497696,0.022512278597419895,0.05719307672368127,0.010479080859825917
PNOC,-0.025423724300409758,0.024645729400702168,0.021960581752276942,-0.02859157343234416,-0.045705569484048796,0.010045732862704531,-0.027624192520507095,-0.006814093203800002,-0.08751221748931413,-0.029056482932593396,0.0172025602111013,,,,,-0.016482684094117694,-0.02589650081569575,-0.0330923146583545,0.06591770732498901
L1CAM,-0.027034009040830864,0.019581667350714628,-0.05414092367382357,-0.014069804162840626,0.003353609845062423,0.005262790378302726,-0.011221682237100138,-0.020713219717400477,-0.09690035448284244,-0.008818891534801107,-0.032125178473668574,-0.0026347891633581727,-0.047590360200475176,0.09849077713124724,0.021126167045622205,-0.07544529828478574,0.0431966459802165,0.01188953322674803,-0.02824559141227578
APOA1,-0.010330661991957469,0.02198228538252062,0.009505198016516522,0.0978977669198814,0.02825060987644273,-0.027564779525252246,-0.036171783288999323,0.041146603899759965,0.012350218971987865,-0.024472703216226233,-0.016350363048120518,0.028839429726226218,0.0621631871154862,-0.005486025385145325,0.02303758855514152,0.042720305826954776,0.08496748210949039,-4.5994077989907644e-05,0.009249666420271436
PSEN1,-0.04623913867390543,0.02859117554497446,0.017751264262549603,-0.027403658124130276,0.07071438804995771,-0.05396239338080847,-0.005289628963663778,-0.036879331142603174,-0.04499037981726532,-0.008017854227473736,-0.03201786815231197,0.07237268741701466,-0.020912987560898866,-0.02424196509351418,-0.0037753876833974825,0.018321094601850038,0.03882921249108932,0.04579426057566671,0.015836656716723036
CALM2,0.06887130941670386,-0.02471229267505546,-0.037333234487957806,0.026564257574368397,0.032413853475469837,-0.04347943789701595,-0.015900225096647302,-0.04942303224045742,-0.15036064772736177,-0.0518300096511207,0.016232090424720243,-0.005913178505671623,-0.07031626918603259,0.0501441500202867,0.04364316040618021,0.06368914959754426,0.0010114854071340573,0.0346516455583408,-0.0128762574189135
CLEC2B,0.011663763196961772,-0.050001956430898206,0.059588782760393304,0.0046782771443358755,-0.06744858486834122,0.055422329582844224,0.004132004357839607,-0.03180108427723207,0.11472948157461477,-0.011000196660573754,-0.010590110375847485,0.11293224066648927,0.08230072176697442,0.01693489512482245,0.00010671613410284482,0.006894130519349646,-0.023005901384919918,0.08288263583897637,-0.02169931544202904
NTNG1,0.06884680425697468,-0.021359749390850318,-0.002567895042730778,0.055064836445693474,,0.04702700740555672,-0.03152218181457308,-0.029638170844131315,0.02889925224302528,-0.013149082584009058,0.04807549835454739,-0.010361099612439256,-0.03363380805477228,-0.03182341648372073,-0.014083519713682649,0.1023571653640264,0.06358572189086499,0.04562507866977344,0.04151306977691633
LRIG1,0.0029133640581711006,-0.02631737338721154,-0.022630900428886047,0.03008504521294167,0.08917081171109684,-0.014246456302994343,0.023223645186908778,0.05056929608411858,0.11731451748856543,0.04817784850089158,-0.027244465439098454,-0.00352960476789158,-0.15019254143850275,-0.11576364207783847,0.039870140535466725,0.044010494009749365,-0.0020064442981343696,0.04284848653732215,0.030097843808622366
CPAMD8,-0.015840936417718804,,-0.019013943781179973,,,-0.020935906719131772,-0.01575135362368804,-0.02906023481496383,-0.007157609768741543,0.0723999012558041,-0.018699391646334197,-0.02745517849658477,,0.029518027442808504,,-0.017412909380845762,,0.05332161305331961,-0.01875108359156369
GHRL,0.010894408950070607,,-0.04087252748062778,0.05847249863994036,,0.010196323397317578,0.07112884640580647,0.031098118489844926,0.007143393756711516,0.010237996451421788,-0.009213551341216698,-0.017501386565058067,-0.06281015332284486,0.03610451054925605,,,-0.023628113389446856,0.0014963595877663565,-0.016529275291813982
NPY,-0.0033103378737195347,0.021382036373171223,-0.04878473623243315,0.0684736926447321,0.09875458134156356,0.00232859021191716,0.024376202314854798,-0.018979630890353566,-0.05487744200875773,-0.0874320804187048,-0.04224586512261551,0.01745988742209988,-0.06074645356772229,,0.010737282895001376,-0.0009638463025665251,-0.017626617736746356,0.030125246205441162,-0.024269448463485704
MMP2,0.04855171523321365,-0.01794226561897588,-0.09470837737042229,-0.03764747316788481,0.04183901866970074,0.02720730252998253,0.016406955630590348,0.048056918035365284,0.07129533092462331,0.05630359511569697,-0.028629051263044488,0.06993691718681147,-0.11547396368552341,0.05838276927674451,0.0028622216221573884,0.030716521045751687,0.05456470962496937,-0.03556630746732508,-0.0069294060221162
LHB,,,,,,0.013191361354777257,,,,,,,,,,,,,
PPY,,,0.0004752263419859688,,,-0.004486707367801232,,,,-0.015235461104101526,,,,,0.020398779725325215,0.014834605219260702,0.08647312268503064,-0.029767949519919405,0.08466075290108947
ALKAL2,-0.02372193263672939,-0.03596529547540367,-0.028768976976510544,-0.010966478696815054,,-0.017968687990737076,,-0.035546092868542115,0.003759846653043345,-0.03675038827850566,-0.024497761038107017,-0.009305382397879544,-0.018517816619714373,,-0.03497168005310625,0.041554233675959465,-0.012245344464042088,0.047296491435608747,-0.004350501409246134
CSF1,0.010793135641842935,0.012134958147261869,0.007202385201925353,0.06883745229773355,0.02031983261490294,0.00111187847299791,0.013291972406025355,0.06682725497062675,0.07230764992037422,-0.008050044778759967,0.041186696169366654,0.059299597653447916,-0.11785344566808642,-0.07710268536128516,0.036472960394802266,0.010848933981596955,0.10942767832857653,0.07801687642569016,0.010076673784568248
SEMA4C,0.029496171682311185,0.04271564618872452,-0.07163254800759213,-0.014265933474951278,0.06735721108119179,-0.033230229300118916,0.014084932558687943,0.01743054889032313,0.11850887873312067,0.07374084059843795,-0.04281156396444973,0.04517503669425376,-0.0673602234880394,0.005394344670967593,0.037679144388991594,-0.00658945543546251,-0.014578765368150459,0.015873310044523622,0.06443997040051139
BMP8A,,,,,,,,,,,,,,,,,,0.0012170577676276716,
ICAM2,-0.008316173291224367,0.014281611267934707,-0.022951918384080103,-0.036334852511213774,-0.008609802299793521,-0.0064407077916192905,0.004991463240231248,0.0009266758003285499,0.03837619188618051,0.0016219527248429629,0.01173074958094105,0.08877812627341986,-0.10965242768053343,0.018639567349173682,-0.00586076841425099,0.017406781665519226,0.01368064117860861,0.07294839447838447,0.0848505152275701
SYTL3,0.045118544270940336,-0.04949279743342967,0.0397436217535109,0.018575113082566087,-0.02724919201816864,0.01686951702554496,-0.008189161150604498,0.034453061670920396,0.02575668011220567,-0.021648886607741162,0.006245373674910209,0.002362564861501232,0.014345927734657588,-0.058019257165638286,-0.000925175955012336,0.02233112803755752,-0.04251620060143163,0.0648035325745086,0.04540882295867829
IL1A,0.05866118208653412,-0.01602041611999172,-0.029975421336519512,0.06889384675793628,-0.03978837703911767,-0.0006478191110685903,-0.05880030641795255,-0.02086460360156342,0.05219601950578894,0.022224362501061655,0.05564870220281788,0.029990051799279722,0.06942927576520704,-0.09534304489060388,-0.03656489254084195,0.06161925617861104,0.051907674819371565,0.03319314863570137,-0.02971189175963237
HLA-G,,0.011019866043128598,0.05038249574288051,,,-0.0192582033283745,,-0.011269274240047032,,,,,-0.04946593480950053,-0.03594681399576803,0.06487804816427796,-0.005709505109880825,-0.011303174675575837,,
PGF,0.01424313681736541,0.0691133891438501,-0.047117580966230616,-0.03476794286668545,-0.0691763580469841,0.03401824375201272,0.01628838687142831,0.04881129869881525,0.19561669757207165,0.10064695837443705,-0.016659719094031467,0.0425999512886625,-0.024302344107314293,0.007218716324440547,0.02644019019550661,0.04691600693780423,-0.0012174199669981519,0.025660020665436812,0.02004289308415732
LGALS8,0.08102771372845662,-0.059800174335449485,-0.020382259236424168,0.004677668043591183,0.08881449873857188,0.001957181707277703,0.022315639461583034,0.005328541751990034,0.0002456847607381314,-0.028223477166515024,-0.025184539768809005,0.04820413745154433,0.015609314418756308,-0.08049457727238261,-0.009974074707075661,-0.004075592649790037,-0.007654499600391086,-0.01743196183469499,0.04179473049990949
DKK3,-0.027195545601480384,-0.00347281428313207,-0.07464542618298955,-0.05433457934750747,0.03277329161145013,-0.017930142212773136,-0.001691081903468481,-0.05646954412880347,-0.06703059388883661,-0.017771374135522048,0.07487006939932185,-0.01263074866179394,-0.0904516084779271,-0.07370353866082682,-0.025829249480519144,0.044192468117426185,0.001720151287087596,0.05700924349221797,0.007842814183098654
COL16A1,0.08707489326349264,-0.01698420324274501,-0.037320282968542895,-0.03687520972973957,0.07125285827762448,-0.09567306222253738,0.029834720466140947,-0.025572884530785375,0.03445460049734104,0.007962744999371277,-0.019232051712717878,0.025561881833916764,-0.07860585217670556,0.0070462018047088935,-0.0026102776229743082,0.011779743247529449,0.07344290164925686,0.05376058301288699,0.08773534382792032
TPH1,-0.02951083583987275,0.012784077083505162,-0.017332502002638386,,0.05274710978431051,0.014834362192934542,-0.015461995482626873,0.01942175648682032,0.14248430090426079,0.01361644162852107,,,-0.0462821259940477,-0.00508194095342256,0.05307353264194242,0.04071609037105949,0.00905228894736787,0.02278340670975144,0.015144708110392695
TNC,0.046205123948893506,-0.012996749226611395,0.05116090395791586,-0.023444358869358074,-0.03367763711675132,-0.007100518128546562,-0.0034468460126434778,0.05389264610146765,0.17282950596492053,0.03692224901064169,-0.029404771828713094,0.08402246432544026,0.027440552998957764,0.024317970427730574,0.003144003688194116,-0.04182524475770484,0.03776567496037324,-0.007831276973066029,0.03641667657480109
TNFSF9,-0.01584092889935265,0.13478464105288696,-0.00745887661622323,-0.01833845246352566,0.06115490053852165,-0.022334317266980767,0.07309884750751344,0.06838711155404298,-0.01942605694287519,0.04158799856701781,0.0030253831908286944,,,-0.03495616014392161,-0.035571570001428944,-0.03893910173821722,-0.033758136588562054,-0.035892922068485954,0.06018993227622955
C4A,,,,-0.010806973199986457,,-0.021616983346238922,,,,-0.0024928609721576677,,,-0.058089698831157034,,-0.016113327177110184,,-0.022073994495578435,0.04088330538574778,
CNTN2,-0.07329563717237451,0.029396091128582727,-0.0015911324594037818,0.01032419494080814,0.040445234259956976,-0.03112418215120551,-0.019922545527951113,-0.03380465492231554,-0.06085000247305061,-0.0031436052481724993,-0.04637818734138749,0.03561666256289263,-0.05945584704617974,-0.011657630095326645,0.04846948470807044,0.06439437272238265,-0.006189907792210135,0.01428400112480817,0.06596043822322419
F7,,,-0.01690916199528277,,,,,-0.010371111805050766,-0.005896220772585347,,,,,,-0.020301861919890647,,-0.02184361970160958,,-0.023177398957208117
LUM,-0.0031172787506445433,-0.030233799220541795,-0.04791911024186001,0.06585143150616625,0.02496348970602959,0.0058035936106381305,-0.015182107197849936,-0.03508801453758809,0.14908955013204375,0.036945384119300186,0.02374978178559378,0.07163322168537138,-0.02922675730771339,-0.06261089410540092,0.011696010003627888,0.034355871600487246,-0.03726420588105635,0.005641777319022836,0.05912828274638175
IZUMO1,-0.015136509383391781,,,,,,,,,,,,,,,,,,
BTC,,,0.006678617538398633,-0.016910993638641483,,-0.023413757844996417,-0.018819219122245646,,,,0.021455556269996852,,,0.035146655515858286,-0.014687683360791348,-0.026413416568503066,-0.021138492386943233,-0.009972255260117104,0.09002937210727419
APOC1,-0.044366864334296464,-0.038733671802448924,0.002654374753522338,0.016473016812038836,0.049069545853260454,0.022770045152578522,0.031213497419285932,0.003004733563560868,0.14340631191191047,-0.004781606623744543,-0.015196656933942378,0.1180196376002134,0.07366262798627538,-0.11621750489250407,0.008160862699358576,0.047911234658630855,-0.03126508476807497,0.06976109569545487,-0.06672596240676211
PKM,0.06084445857623211,0.03960530633621279,0.022415020784193513,-0.0005566557702995658,-0.07540040589678158,0.031025261201382076,-0.04669485626244818,0.01615902612314943,0.10816536309931864,0.018672784785863858,-0.001123581203460301,0.05548279591953651,-0.00972388741516949,0.031669056447353204,0.029290474375038168,-0.06634353180787209,-0.028860034340045478,-0.016704394518760098,0.03465263635310575
TNF,,0.0944882797801986,0.03954692028210435,-0.023995974713408766,,0.040184527872541134,-0.03340448163143166,0.13418476394235357,-0.022877784080468807,-0.03424776471809812,-0.013470008436462394,0.05067464650052561,0.040432569727931376,-0.07794603729005689,-0.014255846344795388,-0.018081013269668336,,0.058147200600237474,-0.0180387774208298
GNAS,0.015712446587963915,0.036749527195766934,-0.0003665909943346901,-0.004488123640244134,-0.041402597743659876,-0.08342774520927265,-0.017229309212344092,-0.05707602335177527,-0.08399159260192406,-0.022129864867254576,-0.01870195159659897,0.06372321283114477,-0.10294967306030585,-0.024402514947398927,-0.014432491327227109,-0.016335005680534913,-0.03322423507671707,0.018992241309244717,0.003714455808449756
BMP8B,-0.009097472694377827,-0.04596007697993452,-0.0003335330023815986,-0.006307142026911266,0.040415009469010256,-0.007008745284729627,0.04277369509811641,0.055606417578444145,0.005947225174289892,-0.040515977054464816,-0.008943947147541606,0.07006762579734035,-0.03479561327277891,-0.007767491910931933,0.007776686191527823,-0.008090205611221256,-0.01602117159158371,-0.018890530877000017,-0.030300567980810718
LIPH,,-0.03764641336934106,0.1200000804667577,,0.00958278036356451,0.13826317161084142,,,,-0.01456200244614515,,,-0.049465963340124625,,-0.014473281074317515,8.05247106290818e-05,-0.034688634229272174,0.032137081508379337,-0.02876412354431916
CCL28,,-0.027515683265402643,0.03268642189021729,,,,,-0.02230276601266902,,-0.009795917257057092,-0.01057880089403574,,-0.019907914998712688,,,,,-0.022346605185184536,-0.027291874303244337
PTPN11,-0.023054528886170312,0.07603915940469255,-0.020749545632283886,0.046961136402895405,0.01505725148231587,0.006204959047879259,0.07199202897730096,-0.013779773598570461,0.010340885942842942,0.05835470521852478,0.0012612462414391136,-0.007863797200157098,-0.0220029609028647,0.061028652769670844,-0.020400172268545645,-0.00021844695600198777,-0.02033172374735661,0.026384562390699987,0.00022686350665956256
ADAM12,-0.01600254070720779,0.04785724578061065,0.03315806237953572,-0.012869016486352632,-0.008117288195390723,0.0031341594879663,-0.03580618583697619,0.04682802529226859,0.09849620767891848,0.0018666313831297787,-0.01022375342828138,0.10748373656424348,-0.0857333529808169,0.04489538263252535,-0.020543042320481063,0.010238064354511306,0.016475040181112226,-0.004504197954583098,0.06323178555859463
EPO,,-0.0008071623017905656,-0.0232892415396128,,,-0.017306902123802658,-0.01659150592350719,,,-0.015235461769132411,,,,0.02955030258403884,-0.015718352875906894,0.059323404593843165,0.052051338109100814,-0.023763757434528292,
EDN3,0.06051236931443993,-0.00729730837569927,-0.030192389518697654,-0.031164941850787536,-0.022203379417792556,0.007963600376130753,-0.01699729084154014,0.009540852294417413,-0.010840879182440774,0.03470922441091766,-0.029806415134020197,,,,-0.032547597758360775,0.056992009214727087,-0.025085483661025955,0.04779874085416784,-0.02876411544954371
CCL22,,,,-0.013662604295000423,,,,,,-0.020946047546075583,,,,,-0.017789789998749427,-0.019146039039720918,0.0020441313651585295,0.012228839637667957,
CCL2,0.012859924448588415,-0.06297070932216227,-0.04592397624650157,0.01474922753878451,0.04927880896398594,0.04627560786101851,0.005071533418947379,0.017214340640027886,0.10590813446161303,0.04295321677819458,-0.0017343685128431495,0.1485595577743942,-0.0011689874305952305,-0.06907681668036532,0.00898023771530838,-0.005581101221999913,0.0402835722523324,0.04074305641477987,0.04048943070102354
DSCAM,-0.038813539000582466,0.1064832497065684,0.004852406809690657,-0.00938642764277021,0.04867297979563848,-0.0372784328725935,0.05289529721385819,0.05768104194058033,0.0164923185989779,0.0005910704016083271,-0.024609199727625503,0.01788128067043037,-0.1317215045732436,-0.056016132749571144,0.03174521124518411,-0.005564289932789529,0.01875624801345623,-0.014348428832112726,0.021852709270620524
GPHA2,,,-0.019317949435987646,,,,,,,,,,,,,,,,
ANG,0.04830045380403235,0.0015557773917044787,0.06094685288612003,-0.004327114517025942,-0.02222607110742669,0.03555919899393628,-0.020811467122226472,-0.009104387135870801,0.1258450601992186,0.03839242365335129,0.016151964477353536,-0.0075804569492223415,0.14950251561399736,0.1121666088111008,0.08679252454880164,0.0038787547444675747,-0.03440872105087179,0.03193180983979623,0.0272298994450317
FBLN2,0.023561904328591697,-0.0491033095659321,0.028616264266063555,0.028278429572122156,-0.02581052452837828,-0.006815628033026329,0.0005048261958888387,0.02565400653039586,0.011041845356736092,-0.015669182830059813,-0.02431863875216329,0.017278465177653874,0.12585347079003983,,0.05880543181412509,0.10679486559040535,0.0549594360680055,0.029799541433805476,0.06431912978767482
VTN,,-0.035620705650573264,0.0529225339193054,,0.02449786144871714,-0.02796423488757372,0.0057265736497797365,-0.011941363659377341,-0.02961688666468833,0.018492038706693747,-0.01410648620396948,0.10353146988996483,0.06419117729438659,0.0034242014186512,-0.01796715299657296,-0.014722071185343553,-0.027060725871968776,0.004627721251997162,-0.029241167499891512
VEGFA,0.027769214070329146,0.03939330493818542,0.12484393834701267,-0.04968451689084047,-0.14548846384905678,0.06458983875364004,-0.005862369731357575,0.08041689718401823,0.1227093651514396,0.02989750113425963,-0.03468467486132565,0.02212932644837152,0.06146888167827462,0.06746142195314743,0.02765691019493528,-0.11723057605903235,0.021032454635887755,-0.04651636010786349,-0.019921646494776745
F10,,,,0.06796049192583667,,,0.1288833371298279,-0.020765760106881886,-0.006024483969505861,-0.016705354538814436,-0.004222995732467315,0.0354041640178485,,-0.0022495008215331364,,0.007411528375656262,0.04160953090391625,-0.002084199325690168,-0.023748965405559888
SERPINA1,-0.01944734236421959,0.047229313151522796,0.08703522396324316,0.02219928082495634,0.04147550511787451,0.0018170402617274611,-0.041442455997631224,0.0060649762721152614,0.1775720907687182,-0.013777955629628871,-0.015643431850768,0.10624920852387172,0.10223193322749323,-0.0413478531569444,-0.04070302813717709,-0.036409021364682416,0.0018514445025158209,0.04351058765187478,-0.003134533185007417
VWF,-0.04477112052577977,0.02433017408554413,-0.06068069206702292,-0.019408953462542976,0.049870159592848816,-0.008648378690230224,-0.046417690876031745,-0.02521295927961333,0.15064469432644406,0.019502900283707443,0.0034670413505297876,0.019510020433985583,-0.0021051134568297472,-0.0028951995003613376,0.03143004842018602,0.0041327609041955345,-0.0023586104263482745,0.030234947523262362,0.052656781336365525
GDNF,,,0.03830616214354311,,-0.033509347094503684,0.0931698852331773,,0.020992380879730245,,,,,,0.01328166980457826,-0.03962790933511386,-0.008689028417047693,0.02265256132841045,,
VASP,0.020421064806114955,-0.05611734513757115,-0.04531607366896477,0.04200961512891512,0.011438618408069083,0.011069788255849167,0.00893846777439467,0.029666881655463384,0.0798502661103706,0.03362689801147617,-0.03213817670370354,0.005542934683025624,0.13697264051393856,0.011172358244535175,-0.031173081045435206,0.026855266643063497,-0.018060216923322454,0.027065676723801262,0.02096885089389503
ADAM15,0.05731378066650651,-0.02730553891126773,-0.03149301781464438,-0.004697684090585612,0.00761511822042258,-0.030000552402606146,0.007595526340067583,0.02680550036544921,0.06449452668852101,0.027761924174883934,0.0019894603212249197,-0.02907530528125492,-0.009466927935828227,0.12095697420313457,0.028046451247923394,0.037284641478253326,0.052497758992939215,0.04361870765106793,0.07370568125771096
WNT2,,0.05803438893458421,-0.030318971498299232,,0.029776213805487,,-0.01344163534906379,-0.019650627866496514,-0.03029610419783887,,-0.012002443004406605,,-0.05477118793019641,,-0.01949705632832259,-0.02150275602293904,0.12526705401386806,0.05694308641054086,0.05753077216836497
CALCB,,-0.0334873865032489,,-0.019766237489233732,-0.033509363034181845,,-0.020205418606458473,-0.012103849530772856,-0.025721665381010787,,,,,,0.08271113463424633,-0.025466488337996473,-0.02141518931720353,,-0.027789856297516558
OLFM2,0.04334113703251326,0.057684777420913214,-0.03856112358522609,-0.03745945422146582,0.06929595381354353,-0.11023454153668673,0.018934900703399343,-0.0024666071269364145,-0.04247906714129827,0.05457074879500532,0.02727000478278469,0.01429247641991892,0.034189458720855936,-0.09508323215409611,0.005889759400199275,0.03613233782422581,0.00044653918584508,0.08581835299375026,0.08025371029161427
MFAP2,0.05104464841262422,-0.0019986759248889993,-0.04915898231546244,0.10654936438665538,,-0.006050446275164049,-0.027037643831920963,0.09776817319367831,0.05783668693728021,0.06684866879814323,0.020482395273114896,0.012535651289562301,-0.022171975222717903,-0.06627601858187047,-0.01914936887878412,0.017641333694714285,0.028838003206142514,-0.012828532896207008,-0.006076676658771339
HLA-C,0.09939120528907244,-0.003928057774412218,-0.02455527079127759,-0.002696865378622783,-0.037051349738511874,0.04889939951535518,-0.01542985003998337,-0.02092493489082335,0.13005168964277233,-0.026038041047464697,0.0223455506825489,0.011338497208098127,0.0018064721526700738,-0.049496162073172326,0.03171897029808455,0.015192834328170179,0.061867519047811646,0.02464640981329431,-0.015748308830123056
THBS1,-0.007453716870261288,0.008744126967483272,0.0160616874407427,0.021512859013938693,0.004745247790263859,0.04179316616845475,-0.044740273226525344,0.05071156275628801,0.07755103934154142,-0.014997497281403564,-0.025502827556617258,0.02683048210371035,-0.03576178478665919,-0.06729877634663456,0.002487213302443136,-0.06454689099941613,0.0031456586380842312,-0.05134956786870353,0.08210349002954387
HSPA4,-0.032636757733536303,0.09368293576058241,-0.04599838126775481,0.006959886294177911,0.06251739815411173,0.024747383716557162,-0.021298168204732425,0.006179245515857525,0.049275849373414234,0.00833916637516405,0.05521847952060485,0.04439834761864153,0.0383496605750348,-0.051125979788300746,-0.015329409149412686,-0.01084003543823721,-0.006361222970519124,0.02119015495021593,-0.02315315396067291
