,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IL4,,,,,,,,,,,,,-0.043637298550388934,,,,,,
SPX,-0.04968927941721106,-0.025667806154967335,-0.03473117734455605,-0.015437597171824493,,0.018398837297285878,0.008377565450570734,-0.023021648925321683,-0.040340140160440116,-0.007286890039942734,-0.016606909169002662,-0.032976050365927725,,,0.024039156728942242,0.06381973008725697,-0.002445105195227649,0.07042854778941345,-0.0435433895546219
MFGE8,-0.017709988861008098,-0.008848799514923383,-0.001842755850448554,0.03311793280567487,0.00213709019365664,-0.02510197704936285,-0.048183983632462624,-0.009454790521343742,0.037420294326835996,-0.005059321035911786,-0.0244330071259689,0.038815113849504625,-0.09135670169411847,0.016265363547961004,0.01368114784183037,0.0299066539865008,0.051655947779428786,-0.011482323611921098,0.10702052674877267
TGFA,0.04105425272715274,0.0026177004406703823,-0.0941571679418334,-0.004770458019910989,-0.03285061986119803,0.033022135147968076,0.031339589767221385,-0.005228566618331137,0.055834832830423536,0.03814884804628562,-0.030745789940377313,-0.03303709737911175,0.05761435652961439,0.030284361559155717,0.04977491409169897,0.009609614537688445,0.019893617835768443,0.051860944023171505,0.056461931885250866
SLIT2,0.02548956411408047,0.007758721138095405,0.0347816641950093,0.03391003121481143,-0.019650583354323372,0.01994225659378957,0.027747750402263065,-0.005598078259171143,-0.06590742570637902,-0.01635655441927697,0.03604928265384049,0.008109689176109807,0.002665518383159801,-0.035946772597108885,0.028147247747975314,0.004716106674766989,-0.007749021607424496,-0.019281586882548392,0.05142100661728998
PLTP,-0.015112925230528831,-0.03321304185528065,-0.06406649322883126,-0.005443662980525206,0.06767066156573923,-0.02551382469962006,-0.026602970685765292,0.04725377951646946,0.1707052728113107,0.01633055504511602,0.01916244697731717,0.032647612938782086,-0.0028207809375616726,0.13024665993966048,-0.029856023436519098,0.03556039126004755,0.03959420207121477,0.06627133667317506,0.009107732664953795
APOD,-0.0338115677983716,-0.06023298393541052,-0.04771302244363759,0.0014790741790186288,0.09419830412258624,-0.029379667194507388,0.04949118185400935,-0.07470231624372761,0.006216610179983799,-0.03704698784075979,0.055883943643768905,-0.06793720723157608,-0.06784724882042314,0.007673929076457523,0.06815296688493541,0.07294907028433796,0.04737467804157701,-0.030622375081954898,0.03413594053411288
B2M,0.08933064296910255,-0.06623194979537073,-0.028647170639894675,-0.031883779508197825,-0.005748184365087338,0.061649290547271626,-0.036284584399024246,0.01018804378344783,0.15466172626941452,-0.040121271266539624,0.018782055392234407,0.07540128735431806,-0.07466646409669772,-0.08858800296423375,0.04527425366869261,0.0782050893368564,-0.002746076189004852,-0.0247989824588373,-0.03306624326410005
OMG,-0.01779002317381096,0.03989964443882365,-0.07221803067597522,-0.05332999997141423,0.10580363751698116,0.041588179649769096,0.04966759763827423,-0.01909590870578563,-0.03959218055040194,-0.04899692676235445,-0.0359364724985652,-0.04114047950977094,-0.06230404846082452,-0.002784259031246604,-0.004996392433150327,0.04877488886639316,-0.016754444655903714,0.06071276457400547,-0.005347663063408159
CXCL3,-0.015609447839113796,0.040672869953677054,0.0714953546581856,-0.022218104957044717,-0.009505612722970465,0.041731971023822464,0.050982034346808314,,-0.030063927415140034,0.014745639103439925,-0.009856550963391999,0.03354623227469823,-0.04400101838951326,,0.028661445582288905,-0.028433944921969004,-0.024454919535944624,-0.03216851849069502,-0.0009085285055674576
CXCL10,0.03264327217922173,-0.013041535201526368,-0.0053474791318990685,0.011958012277463452,,0.04012384523878766,-0.015902341635618992,0.02699245455466655,0.15711979977755927,-0.05124062557670074,0.06301573095075026,0.10943732222591476,-0.09405572468827876,-0.012637784811555561,-0.020301866152832936,-0.02112673581159456,0.0007376728766426949,0.008999579913798078,-0.043432241740406115
RSPO3,,,-0.022968946943119618,,-0.02473382146484084,-0.004119757443865812,-0.018539661077065485,0.03526361099958568,-0.03759966511633158,0.0028824813056147276,-0.02393469808834053,,,,-0.014243011726444562,-0.01301155259116807,0.02694315862984161,-0.023763761984417098,-0.0068405504606307115
CORT,0.004385580209376519,-0.03456870745154071,0.026487306264695826,-0.01930056678078073,-0.032825150863431414,0.01125072623617039,0.045007224772758,0.05618428565103763,-0.02074944788574037,-0.021511558524129316,0.013143673728891048,,,,-0.022418037857869708,-0.01648268230085209,-0.0015529599127757745,,
NCAN,-0.061985848574362644,0.0068296585656768055,-0.12170221067253915,-0.02150085768253469,-0.04084906476917662,-0.037849888252094656,0.05583958337050533,0.036767769060075804,-0.02060992168692871,0.019471230510895794,0.00808736986051676,-0.03255270409793666,0.0017640536474998248,-0.0366558744023965,0.013537044667306257,0.033551661570387435,0.07585143648689252,0.06319496906921028,-0.018989067633882594
PRG4,,-0.021405397924428166,0.015473640807608853,,-0.027655607608758955,-0.019007014693096763,-0.013274330770376791,,0.05348271936217551,0.011920889084570846,,,,,-0.021533558398454295,-0.024321206376921593,0.09791403897686417,0.008058240826614355,0.012657503194779424
ZG16B,,,-0.023447903004193225,-0.013004433777421224,,0.004246614798946059,,,-0.001135776336033935,0.022864185646110268,,,,,,,,-0.029630853741326683,-0.015996583032262694
