,UKF243,UKF248,UKF259,UKF260,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.10157332155110345,,,,,,,,-0.022245073618886533,,0.03839753396138433,
BMP1,0.058724207460257846,-0.18576084490092876,0.003253648139682919,0.00643397001052583,0.3748278976861723,0.11717777701107193,0.09933713541941185,0.013180781555700913,-0.07134903588037882,0.05444771225296788,0.11098549579745441,-0.0037779789300853733,0.1426445011510447,-0.0019118365233834176,-0.05436968320430881,0.11823293174832439
NDP,0.027064151085409365,-0.04633594820199408,-0.016096922567525273,-0.053044806323265005,0.07661902050225128,0.060632313130712365,0.05205300527543284,-0.005332825712638249,0.023023477533788257,0.024714656352665173,0.09511216196537832,0.01724058114586047,0.06767796883304726,-0.04078888442112306,0.025478242838130053,-0.03934714182662344
TNFSF18,-0.04936974910232984,-0.07125289736228052,,,0.15124085666061954,,0.03970915099662139,,-0.03230128775248286,,,,0.1302683695805134,,-0.017617555515938063,0.01987561832506944
IL36G,,,,,,0.027004919763287283,,,,,,,,,,
RTN4,0.03858634384228086,-0.007271200813634422,0.04288874319110372,-0.016065999080797252,-0.46441448320674633,-0.15097303840661053,-0.0011100791699313424,0.05427652436100493,-0.004971893859321908,-0.05398424885807741,0.015423116692553914,0.06861097670448214,-0.16209717447857103,-0.010497498433705493,0.13515559990573447,-0.21287857991459586
HEBP1,0.024501008301230146,0.05654199803287058,-0.023930518953690215,-0.021331787985379668,0.20395045317813779,0.0551873755784657,0.014311078650433568,-0.04594202607665121,-0.0610515382500728,0.021404196867339298,0.08075840160570591,0.08086129128205079,0.013914620994405586,-0.010466769401545187,0.062360845361804654,0.07261862157767165
WNT7B,0.012435343173918348,-0.015840707049495768,0.04091446478055552,-0.025502189966596124,-0.1569974025138934,-0.0520391693658047,-0.023566581237559593,0.06948574759181207,,0.030124299080296995,0.023664628150351006,0.011404142631664041,-0.016873978084623625,0.035261772712038654,0.11517182885128983,0.1296390048930585
PTMA,-0.03206118737567272,-0.15994606027533137,-0.018837410021954226,-0.048714579779387604,-0.2904221149952589,0.20871836845293285,0.03873119501084722,-0.08997591091450366,0.02695924576482592,-0.1154684593078686,-0.06897050494229558,-0.0859400679339955,-0.14470822908172987,-0.0034421250901968186,-0.11750644497519046,0.07905865805741195
FASLG,,,,,,,,,,,,,,,0.010365748160761546,
CEACAM1,,-0.02342648803261675,0.07863481224627751,-0.015993673273292052,0.17048458392899765,,,-0.06433599456438834,-0.06294881597171706,0.061758115637363054,0.0002631383510607837,0.06023368487320141,0.058099355693145685,-0.017252897228115713,-0.00894980183323135,
PDAP1,-0.08026960349600308,-0.06921291923482718,-0.026141619708715296,0.03697302830736159,0.3495591980380851,0.07567691204071617,0.019657147785908765,0.01403002181400425,-0.09955411167468775,0.12673175038719608,0.02913428948326171,-0.010150541868771958,0.060981596146095544,-0.053598464033108764,0.11029418397544509,0.06550265922053122
QDPR,0.009657791403678742,0.029034829845820835,0.015548714909249717,-0.029360547526562687,-0.4017054212068882,-0.08724510332702375,-0.011761536781009867,0.029011123855360706,-0.05638085081984669,-0.11545303840396375,-0.029585842356007423,0.031200768143354346,-0.1613016373605255,0.023059331528891086,0.11540961570195062,-0.24203190732260296
POMC,-0.03901684119218858,-0.02461756744506935,-0.017695238450741987,-0.05024069388928114,-0.002513337748813412,-0.011234572517191113,0.06688862646639447,-0.01658305036614526,-0.06464221817273243,-0.022609303517094087,0.0353848423148039,0.051825732964106586,0.07963856650927617,-0.024547375297149513,0.06056552822180954,-0.021754360593037085
CCL18,0.053453582717865815,0.20872153162058268,,,,,,-0.09355920833915661,,-0.025670169582473,0.02708836175562111,0.09082829649061751,,-0.0024986727671161917,,
CCL17,,,-0.017677479033121016,,,-0.01725055506776868,,,,,0.028292254884781206,0.08523487363706603,0.07283266983449294,,0.005275258061725365,
VEGFD,-0.021283018832602044,0.06057320453425757,-0.019694663761965082,0.0006474535185164231,0.14276884790137245,-0.03708592400039609,,0.054361127696466414,-0.006169351482895257,,,0.042991525532663416,0.053830887678953235,,,
TNFSF13,,0.011557732936642086,-0.012193529403383677,,,,,,,,-0.022510720163995038,0.07744442026552689,0.05166030146050268,-0.02259080610757069,-0.05027049027337027,0.007081030405643436
WNT5A,0.03303727846684068,0.004852931443587437,0.019033122002143583,-0.05731944860353692,0.2980832630064946,0.05510078247502784,0.08464916742008685,0.002633988685791814,-0.018636709212472336,0.022551279573674393,0.05498465584716096,0.02737411976293517,0.03188823588858371,0.01555892320433873,-0.021862342018998546,0.11672818926888145
CXCL8,0.007225110460450934,0.16356565836410292,-0.012882826966150757,0.07654021597814109,0.22442719558235935,0.16442016573213727,,0.15586023783036562,-0.08893746344600188,0.12148362891537487,0.13808662959571819,-0.005373102024573982,-0.018051230659631143,0.049569189223231974,0.06719541650507166,0.15969700869208836
GRN,0.001179514804368749,-0.13098068517596725,0.004047687179578656,-0.05983823281713747,0.2639288179912713,-0.04649406544685799,-0.013805774658757571,-0.019439092913327842,-0.0039204661695431044,-0.09955621984553367,0.05070417211197244,0.12714871814858203,0.1613499691722508,0.011160514428937436,-0.20081701122664064,-0.16035864378535325
MIA,0.057993221418234146,0.08214093757956227,0.04623315187961741,0.05160718141695397,0.13040918647694436,0.0999037429839611,0.004839744388237307,-0.05506674703378869,0.002362489493818894,0.039382081892246484,-0.021436907818065582,-0.11419545749130704,0.022354036817600113,0.06032910617708316,0.11402988485615184,0.12568150126002034
COL4A4,-0.060153044712348135,-0.05893316004433763,-0.028309317368251485,-0.017446375863462187,-0.00603117547960895,0.10629658028847624,,,0.13666296826674373,-0.03245511508071138,0.037889362369201034,-0.018040409267695692,-0.0451787142766535,-0.05442133912706521,-0.03881489430294961,0.07357831730483395
TAC1,-0.07153724306209831,0.011152125775994533,0.041917761958347094,0.009035867760735911,-0.25975086584557017,-0.12502293790544863,,,,,,,,0.0814004867254028,0.03379467311780229,-0.14413266317772058
RARRES2,0.016471187721013383,0.07298497675353072,0.06223991962518927,0.11187098018540623,0.3900120312083807,0.18884364376257265,0.04685523031283725,0.09927563531586248,0.024887494744563397,0.1278520303500469,0.14167781929173687,0.05242250384493524,0.020504932863101677,-0.0022827318194186376,0.13999576425443075,0.19116802716708528
FGF7,-0.01674291667513047,,-0.031334971753174255,-0.0022050354438252215,0.1281835172622115,0.0837913507262466,0.003088207450238222,0.0640473230923344,-0.024914781247151956,0.011910795314926448,-0.014469740206027632,0.014285144359573149,-0.018976727362945565,-0.012491317619435196,0.09884410158668865,-0.001026323142444619
EFNA2,,,,,,,,,,,,0.024385777211118145,,,,
HBEGF,0.050072289726720585,-0.05157043138607091,0.045806048169369756,0.05954361120236468,0.2355372047392429,0.13004216785019743,0.054187537275217745,0.004612509458928097,0.19971969061403497,0.08679645402312186,0.05744424622050402,0.033864046997280586,0.053999733457992145,0.01950148058730458,0.07230751425643876,0.22076711067036328
CSF3,0.03281397217682044,,-0.021070013654390603,0.047361176707944666,-0.0047821738201470594,,,,,,0.15885541907243245,0.06625279701653575,,0.03902880019941128,0.006189749489070356,0.15845320352705566
PI3,0.04841794684716768,0.0679357160500251,-0.03636048233240057,0.007961574392634087,-0.0322994991763572,,,0.07655263646179923,,,0.17223906015485607,0.06595587138716416,0.11695285133919703,0.047078250272340416,0.022647920055774276,0.0939404520574566
PCSK1N,-0.08659113631180218,-0.014148933913063415,-0.03650775536031722,0.014722208260528055,-0.0898086628919776,-0.1636418099890789,0.08551689012950138,0.004864818457339873,0.12420381118290848,0.029528492665056798,-0.03831508885262475,-0.04380371152941358,0.07214720278787107,0.0019463331440076341,0.06726423456630093,-0.28023977594981936
NTS,,,,0.00245231134464866,-0.04491579397454901,,,,,,-0.03172578888722448,0.02964164911311384,,-0.04005243167684008,0.010340445936495852,
SFRP1,-0.06939589736904161,-0.02723427039148931,-0.01542428375443351,-0.019286548973380512,-0.0290404871066986,0.008127244988886702,0.037552950106334505,-0.04799372406849759,0.00774441957843862,-0.000858195415269011,0.12516646087805058,0.06466762548399631,0.05485757640069067,0.018961979411696205,-0.04287067149391636,-0.014442031280296743
CXCL13,,,,-0.03095442753519632,,,,,,,9.08833281448279e-05,0.0030490478193765905,,0.051589341299956015,,0.10982716925962824
MICA,0.058549228853787556,-0.06265829349888592,0.0004328344176743077,-0.0233430712185066,0.2772062656332095,0.1285552327693424,0.003299009943991427,-0.06848534946284958,0.01815498073387975,0.08620033203505802,0.07768077314281992,0.011760432720477517,0.12926185786665442,0.03219146846723481,0.05043269983418914,0.11210668000459632
TG,0.07502169240496288,-0.03448066156078732,0.0005762202138563161,-0.014617890374231182,0.08292704473501657,0.09246674337870693,0.076491123377184,0.08617559193981986,-0.02081068479997082,-0.041797037710883805,0.013960184915135865,0.017052661190708217,,0.009165123887824473,-0.04016035326636115,0.09281075286587075
ADA,-0.02083783429424164,-0.037770242156423,0.03451086060669998,0.02202433077228372,0.3535247388419993,0.05521717575185516,0.029179233253210382,-0.05435286750631441,0.01853044637676052,-0.005252190878748103,-0.06848823942650274,0.051241001158690666,0.07141393041180785,-0.06393755121957297,0.01297508211420318,0.0646179868912681
LAMC3,-0.019836859082232077,-0.16188929515418993,-0.0005360767145996595,-0.11026538835737222,0.33497748506932057,-0.023265259138490767,-0.029362106208884037,-0.08006062518781498,-0.048645766039313636,-0.04839428576798696,-0.02216720045197849,-0.0306489085620464,0.06764355786114747,-0.03738808945135855,-0.18008433097064622,-0.016177128507161742
CCL7,,0.05894083798437363,-0.012034486195269287,0.012844897004795311,,,,,,,0.10732048471120229,,,,0.03755540347807797,0.12509938171439394
NGF,-0.03004392763146814,-0.027119593787849543,-0.01698737931657001,-0.025951064663385447,,,,,0.06377354917250101,-9.748733006615268e-05,0.0176019538352872,0.007391671872348305,,-0.014218322046432906,-0.09246991265738212,0.14126139507888863
TNFSF15,0.04759949779608592,,-0.013400988977612304,-0.030385770031873614,,,0.03832603317534497,,0.030653092889214566,0.0866337243345918,0.0038219805473435325,,,-0.027099597442527896,0.02387755901221856,0.11007970134449714
HMGB1,-0.07526236469824976,-0.16029984455874507,0.015892302155642444,-0.01638110745630152,0.25316732595414304,-0.09684480892110253,0.002440800031909862,-0.13328394664500698,-0.0913899658406264,-0.10936609494410532,-0.047386247939455804,-0.011781399915754125,-0.08578789178343839,-0.028354726713173378,0.09584097973996891,-0.05338938166044594
ITGB3BP,0.008010658017937489,0.006268933361262425,0.025614572652663883,0.06043607450133549,0.3171278705280293,0.17681628737204153,0.07254179329172346,0.00497338204252741,0.08097600975484702,0.11834373233918943,0.07497086431114443,0.060475998466799366,0.06688464704373295,0.08276370105125179,0.1307137909534621,0.12489394541198254
AANAT,-0.01875817232222542,0.0021199164906643094,0.011421879947532094,-0.027379396042648784,0.013234799639307189,0.033718613722387936,,-0.07841779360003087,,0.1618165200144262,-0.0032157628099767103,-0.006726941622648915,0.11463863369306355,,0.08229620264042804,-0.015187834995310283
RELN,0.059782232649862634,-0.055253968177928964,0.07735263005523636,0.04180778859107499,-0.1207727691860969,-0.03939983339589055,,,-0.0334067370820943,,,,-0.022852108331770635,0.00435966746817207,,-0.0777950249839357
IL15,0.017752052339674744,0.04771094256510092,0.019281106663957662,0.011306330788394594,0.15786182888321829,0.027505635580977073,-0.013773398124439213,0.023602904986417945,-0.0065197527744093025,-0.04519649326917797,0.01774734975614859,0.028269156147393937,-0.033766054912598244,0.0030813830495936617,-0.009581338573745685,0.1305358351583728
UTS2,,,,,0.14451910572353413,,0.06811738185961938,0.0094489400073499,,,-0.04680056283364812,,,,,
BSG,0.08789711387169119,-0.10572488977573509,0.031790870933098014,0.05790869887132178,0.0583611509551748,0.19265698048757973,0.07974616345989591,0.15807699469830525,0.09580170687263899,0.13267847508091332,0.07752100591079017,0.08406820606364707,0.1651711810384332,0.026101234068902888,0.22118966079393243,0.12036706597813146
