,UKF243,UKF251,UKF255,UKF259,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1
RELN,-0.056186735539263025,0.0580854097536283,-0.012338836947473052,0.028579848133585595,-0.02724305743404085,-0.03104441138461039,-0.07513696556385836,,,-0.0037673603010581463
IL15,-0.025009328003998847,0.02748422875541954,,-0.03868306015145351,-0.0010626531088306166,-0.026007237518642985,0.02025449070167196,0.04799603943136476,0.058940630462488014,0.03500300923806749
BSG,-0.006493505572219317,0.035169199074685555,-0.035947166925909595,0.027146266845621148,-0.056512349425569805,-0.023827669592754674,0.025119508918519953,0.04282397717330066,0.046431593171058945,0.04475052244870153
ADAMTS3,0.06336395405451192,0.07350677162075135,,-0.0030995502704374398,0.02446954854234652,-0.034797521568552134,,0.00966015395078934,0.06297120045981404,0.011622457472711067
CD34,0.0004891205806934209,-0.03987963792404681,-0.008558049410552363,0.029394240524590855,0.01987784051220885,-0.024020010478777488,-0.005465230269497624,0.03983399420133275,0.01710753804016674,0.008848246433629322
PLAT,0.035055238322986286,0.0265463809413603,0.022635005895533262,0.016502608506643365,-0.009256199691302005,0.07297207009735936,0.060036967439618436,0.09445411003350215,0.08134125206711908,0.06591268733318068
NTF3,,,,,,,,,0.0988165201835398,-0.09233355847211695
LTA,,-0.014147433627700432,,-0.016857867301366822,0.03446395244673573,0.029483626259638695,,,,
CKLF,-0.03110445494976829,0.06400617209217127,0.060744899140427085,-0.017486416635690206,0.02436604791811365,0.04372430208955808,-0.033831106385504614,0.1304257107013828,0.04650514285685274,0.03358490410327816
CD24,-0.09606869945858236,0.05513243396332304,0.055517711261665055,-0.005629951554033341,0.0837362195827287,0.05374897416612954,-0.052252817995217145,-0.040660144323332495,0.033397689651576544,-0.05442589682128937
HSP90AA1,0.0033314720967861765,0.02166265290107003,-0.00733829736917499,-0.0015802611539572568,0.017039914987563368,-0.05565591489856704,-0.06820981954364994,-0.11420365482353327,-0.1544405205281387,-0.0015804959526019757
BMP4,-0.04274631662323807,-0.014997108968002259,0.06782546227897585,-0.03186461441037147,0.06821257085047715,-0.007046673623297,-0.028703826068480518,0.12683508479618796,0.019690669559954042,0.02687116327373399
SCGB3A1,,,0.0079066204917044,,,0.11017295777198116,-0.06833977460030406,,0.07221545086290011,0.039634594861177666
IGFBP4,0.049109899426075944,0.010776936084114572,-0.03719913686688801,0.04405378768016759,0.010300253285073623,0.07868131569010578,0.09413269885730943,0.06874144300778642,-0.03496257989359515,-0.004596917559766933
RSPO4,0.03347289192716965,-0.022870942244184705,,-0.02580391940987379,-0.013860469229779253,-0.036076137258582594,-0.020131498088704933,,,0.009425309985722483
LEFTY2,0.035274712478679984,-0.014321185637591854,0.019409576848110656,-0.004472415070974376,0.03609740381476852,0.031314222409754115,,-0.008827526273089482,-0.030571606100634578,-0.03827714331843799
PF4,,-0.01286901372173437,,0.08754232858200843,,,,,-0.007182094721834639,
ANGPTL2,0.08780964258605164,0.01789511338925418,0.04288197550018765,0.015817668654332904,0.08906735073123805,-0.0023817786201547394,-0.005561633084527999,-0.00261687450681993,0.07954378358786708,0.046730854761616626
LRIG2,0.060867099504921904,-0.014908601575660216,0.0406080063047661,0.074835696027461,0.0021648356374561906,0.035592594218307315,0.022415655223486344,-0.0021858059140148424,0.05450632664986406,-0.0062953017724522555
ICOSLG,-0.0162073918099917,0.008140298429530225,-0.04065279692030935,0.024703516562619952,-0.008220300775823614,0.050426382310152625,-0.05750647707358451,0.03824548297987966,0.038497122666374256,0.03634917813201271
WIF1,-0.025759884641478582,,-0.034814089102712734,,-0.010695795809946161,-0.06304927327404287,,,,-0.031656243245206134
NPPC,-0.023693173989200896,,0.008691309683798942,0.09408853008788502,0.03435201199548614,0.022962333331153256,0.0033467911428082474,-0.01778925249211851,0.008841370135407978,-0.0038049413136346543
LYZ,-0.005789930720426878,-0.039120925410770606,0.005459144113194812,0.020288063118307182,-0.01845763359734784,0.03288497612117093,0.020415878438172122,0.05059758972402978,-0.009810061808778863,0.014712291568608349
EREG,,,0.04917883328885522,,,,,,-0.032861217610263484,-0.0051059402923992634
SPTAN1,0.0574555566582392,0.035492822626979136,0.037551925787972035,0.004328982506920867,0.01054625861444729,-0.03138435918800712,0.04029864723884198,0.11900084116514874,0.05557819678215081,0.025197686794895462
PTH2,,,,,,,,,,0.003658679413829424
LIPC,0.02944807104221536,-0.0027441221657776194,,-0.020622765499571025,0.01728574148199697,-0.006211411918298017,0.07088557894430002,0.041087451843829025,,
COL8A1,0.04144669825719411,-0.018615830370234416,-0.03389639889258124,0.019908615620678482,-0.01807810199344812,0.024394668247242568,-0.05903730062286452,0.08269646672898807,-0.006869892175796123,0.047330288881691565
GSTM2,0.12468259085463566,-0.01648441803820927,-0.032968589972209215,0.018160461771264538,-0.032953860543521174,0.012139134847316409,0.06221857702817925,-0.0003308132475433554,0.10267245685583921,0.027517366357020723
SPX,-0.05027038602094375,0.007051909420115801,,0.07449989732971925,0.0035223114211232194,-0.005256264508680535,,0.04947149218212136,-0.030258331773525767,-0.039005735720356774
MFGE8,-0.013607446692967118,-0.03155836646771711,-0.010059336230360977,0.01602197696977919,0.0104733992372799,0.036607064759836154,0.07378946437757962,0.03136892510113144,0.01904220127117202,0.004682035066592602
TGFA,0.011764686296566249,0.001319155184264123,0.0475924746039295,-0.0056356525955657474,-0.0076761723116597165,0.03592356869629931,-0.026466351706857363,0.01700738116821801,0.04442051966864352,0.005978514769687887
SLIT2,-0.006851214117720507,0.076179494706196,-0.021569640467821383,-0.03905748127574148,-0.035668079349511814,-0.01608574403688985,-0.061436436693774465,-0.01514779035104676,0.016944569764743674,0.018954310758841773
PLTP,0.06603871974979184,0.03747062610425505,0.0348123803474227,0.022080607068123585,0.034310404092412844,0.04763607797431793,-0.006057555037025046,0.030175508849323154,-0.05219568621899413,0.02717434125229114
APOD,0.04963141145451583,0.04178786142728243,0.05180045494545282,-0.03525891858439031,0.047855476532514034,-0.04069676491595233,0.05735413974641204,-0.10304617753408686,0.13946750287618032,0.020143001529814734
B2M,0.012268786151947207,-0.06414347538863625,0.028281489911279545,0.042525247131469754,0.06019468551606158,0.07261799494785036,0.09160776978909635,0.16921975016180446,0.061666813254993,0.033754117662460316
OMG,0.05964135231999331,0.047121355631567455,-0.022897416624671728,-0.062132138616567176,0.03311923692549738,-0.025060284144390495,0.04701013023126339,-0.05186685472632571,0.15015068252090277,0.0013807183801062266
CXCL3,-0.03492866785010747,0.0233963213833926,0.004030286956867338,-0.0273801529179675,0.006617063446888867,-0.018729922882189685,,,-0.01894537979608622,0.034960756141766164
CXCL10,0.046493473587881355,0.04573619423076435,,0.037738598204266054,0.06331951676883567,0.1249332259975432,-0.052558420455997526,0.03419004616142527,-0.020179934193904243,-0.013958264484438909
RSPO3,,,-0.027149302734288727,-0.013326837100303936,-0.020934143568039135,-0.0019204963933733476,,,0.10694702355959172,-0.033351233836419865
CORT,-0.005910273217726732,-0.02298324358196501,-0.036030823597429616,0.04446773348162734,0.014561243390812875,0.017988070817632516,,,-0.008893119602702254,-0.021909765043442678
NCAN,0.13201390362669882,0.026797826791946595,0.010655093232156774,0.009480247926539129,-0.027748080571475143,0.0671010022567719,0.08409139698775674,0.13829261892573574,0.09314547314692574,-0.021572231815196102
PRG4,0.01382897222570548,,-0.030356427709248325,0.030953364391874388,-0.0177131294359623,0.0062677359045639446,,,-0.025517198751392873,0.017436959732883887
ZG16B,,-0.015485766430943907,,-0.015265680775097953,0.13482201329177937,,,0.136604360175249,,
TGM2,-0.03932001978396736,-0.017977995563221404,0.0880399966909142,-0.0013368239892292259,-0.03941067223484727,0.005868542954741666,-0.04627760288829516,0.08486302342149171,-0.008399941333995757,0.07158905824600538
VEGFC,-0.04370567005275997,-0.019884320446836346,0.013131973574069174,-0.023442191901660005,-0.013937585219311559,0.25618641233162787,0.023005786493493652,0.09813788681343075,-0.018334604646544427,0.08406906238663464
WNT6,0.08762231645317906,-0.014321186013444261,-0.061992108403250624,0.04490733248058297,-0.021073644240412154,0.013182277136006986,,0.12483826241532194,0.09738451374665358,-0.011799808743628641
NRG4,-0.026166477215571714,,-0.020349861821906092,-0.01600781912370175,-0.0024776849166701885,-0.027244467737286594,-0.05888103806100421,,,0.034588512895490406
PMCH,,,,0.031172611320670028,-0.013860468560861908,,,,0.10178876319419167,0.06049900958790052
COL9A1,0.1009775419769655,-0.007352781554305894,0.02536616068268821,0.01860863609919402,0.017984843730093045,0.01452947222590125,-0.025200383613281006,0.16789610588105613,0.0783577354590095,0.007671222015119216
GDF11,-0.013157451675088128,-0.021303275962449096,-0.0030431061441827598,-0.0031597341234435757,0.006040717061108321,0.06131822017216849,-0.08648603988291668,0.04500335261871137,-0.005458627202659985,-0.010380846409787996
IL24,,,,,,,,,-0.023981323236766588,
SORBS1,0.04657272807525696,-0.05095939060640399,0.03295701099679393,-0.00828586382894214,0.0004017308219309494,0.06365800950939111,-0.07147739752877788,0.12269360737286643,0.008942451714334743,0.11235630508878776
DLL1,0.009064454087451048,0.03190830189985269,0.06002202005069542,0.005784673791140708,0.02983244837636467,0.03446744678038004,0.01444219632829745,0.06838002268576875,0.11091104086644589,0.10299940880121128
TLN1,-0.03242039148911637,0.028838875813844242,0.04841110871864014,0.026167492059370207,-0.027482003171434656,0.033782197731099105,0.10943136945538146,0.07193857498532548,-8.475694169073196e-05,-0.004625700095330144
COL2A1,-0.04228220042997071,,,,,-0.01901471703508635,,,-0.028148962827746076,0.0046348760438361695
SHH,,,,-0.013668140566432544,-0.013981195170574182,-0.018147507063108456,,,0.003595191570725261,0.038415803251449374
PON2,0.068644888201102,0.05617663932159874,0.0522906274711005,-0.009812418197674115,-0.01124801512580893,0.08249811669489596,0.06331258812285609,0.13309994418565416,0.09041411566939098,-0.004636411797839892
ICAM5,-0.07446393107170836,-0.0010852609333046493,0.044646193235687553,-0.021302767185188178,0.01981149902381372,-0.026137585209855315,,,-0.005408681822572514,-0.02441595541343428
HPX,0.04339449400330428,,-0.027149309871749454,0.0010998949442620576,0.043802138325078205,0.01196273275378544,0.055607348226665756,0.07038391670928598,0.06328873919777041,-0.03781035549796267
SFRP2,-0.05504897838992902,,,-0.015566530890682774,0.01960823211140983,0.06267218056534667,,-0.024487646347580386,-0.016436906313143235,0.055363902885865963
CFC1,,,,,-0.011917235223237486,,,,,
CD70,,,,0.0762121073838689,0.06516745411978009,,0.06511314033578477,,-0.019988312054627783,0.07255938231370249
HP,0.056571950875896816,,0.04741143282678319,-0.011221313478424299,0.03121858777971035,0.0704111867551414,0.010498041976134836,0.17884552307028118,0.04018589061422169,0.013862329929462527
CXCL2,-0.0685973600125508,0.010304594999368814,-0.050383257893537786,0.02854649111372316,0.042084003229219194,-0.03591827813124376,0.03068033385318204,,0.004074014155899146,0.02601263497849636
NPPB,,,-0.029730455343055184,-0.03127576557026561,-0.010435215819787135,-0.023353404026036226,,,-0.039155572370536955,-0.03869707463998291
CCK,-0.08071218498980152,-0.011428704886219826,-0.01869139417798133,-0.010270986231788435,-0.02690578491027677,-0.08202625931796889,,-0.0269730077559559,0.038712457698482965,-0.031737617328488024
SEMA6A,0.08337440703759681,0.023995659811513154,0.014995763901278315,-0.004676681186614567,0.0634317927342803,0.0412345385152373,-0.08002716240283655,0.08634193394699027,0.027110405183286234,-0.008305459050831732
IRAK4,0.07524247266433402,-0.0011415774837483061,0.024415692244349335,-0.0016138502122349924,0.02057238599482453,0.005098201971667737,0.025359398337016927,0.0910672331972114,0.029489555082033287,-0.041204951381224646
GSTP1,-0.014800013302604637,-0.004864244186926859,-0.02249219433779213,-0.00589320482423152,0.027558148395018273,0.032640215823397885,0.01964924326792205,0.003400543738534239,0.12105253915397059,0.027484785081529132
VCAM1,-0.08371557214097068,0.006521115338797451,-0.04421314063445013,0.04598877210243608,0.06765193468433955,0.03409483052818082,-0.005520358985372569,0.06652390199547419,-0.03123071041507142,-0.01649299191443067
NXPH3,0.09429023807366793,-0.040318219937184555,0.03074948898757735,-0.024312932784499468,0.025610556524509876,0.03513227394045861,0.05809254544108596,0.08070348853749783,0.049944393026120026,-0.012523380092177877
MTMR4,-0.0023610741481948677,-0.010324985224350507,0.060901630378762235,-0.00927737499943487,-0.02781942287780807,-0.020893608265676437,0.07048872222676537,0.021038302922056898,0.047295515071493405,0.014102697159740567
LAMC2,0.02593799326072717,,,0.07651766402067306,-0.013136772520761326,,0.062005103818957054,,-0.004257936283422194,0.004149944897799839
IL10,0.03716028799681036,0.04255425420485971,-0.028331180986184264,0.0034588637809182766,-0.041074182574055255,0.010852059617324647,-0.050974231131757045,0.11026910003618044,0.0030408852185550414,-0.03787461547449345
SEMA4D,-0.023645142812938297,0.0032073335576214192,0.012140084990156438,0.019686517452978763,0.0018347360231171258,-0.007657658280822014,0.03845005620151938,-0.06892071059660006,0.09981568375230206,-0.011050168901949025
TRH,-0.07361501216268888,,0.05548261874303285,-0.02298198009773885,0.03716072382268704,0.07501376267815563,,,0.06422177755629518,-0.061293271625406785
SEMA6D,0.07825471437566806,-0.00296264963604622,-0.012898789262494006,0.005573225401766479,-0.04779016908756978,0.030952460489421865,-0.00900098916574958,0.020688159351654304,0.021931640755485968,-0.019614118003765068
CEL,,,0.00016087161146660704,,,,-0.015728054331693626,-0.03442779273865026,0.01351684995051921,0.054401939022281826
PDCD1LG2,-0.028897796547351327,-0.017306155854508242,0.06842834609407443,-0.024543982497963034,0.005341801093436349,0.004155693918071996,0.06028814298737773,0.09814677017637678,0.04027504182339081,0.030496827463674037
SPINT1,0.00322917181004582,-0.02253764735041394,0.049712788641931835,0.021602952867565497,-0.0228222715673035,-0.03068347704386355,0.006821056447598669,-0.022225019121979932,0.030212291063815396,0.03581180473731776
CTHRC1,-0.009504955303174125,-0.005968838632821383,-0.024635873631735437,-0.012609271478469455,0.030527990411971937,0.12487952635673218,0.021871325955029018,0.04693824457934698,0.05766181593289175,0.013698902630873443
PODXL,0.009403930684715536,0.009087924016162456,0.0027338076465474714,0.01932734576442118,-0.04569863806904652,0.08027654667365745,0.01455863407242839,0.10489312820863694,0.02710873849057857,0.08277989050171404
JAM3,-0.02236809846257644,0.0017957546620380959,0.008190083178842783,0.03883337712783145,0.008247256851793004,0.001972739155617236,0.017126943665340556,-0.10734096460837439,-0.009627605628029619,0.018197739674687952
TGFB2,-0.053037499574485225,0.015475119831667878,-0.028442793831459385,-0.021329825829647108,-0.0327481658257641,0.024662670206332987,0.11547814191957381,-0.009690630647945385,0.00045401525017358524,-0.02267544543062699
COL18A1,0.06341128134980681,-0.0015629437894827802,0.010309683788773007,0.06136079744978553,-0.00422920135337418,0.04690263457419004,0.004855222742617291,0.11974379998838482,-0.03621476230196315,0.04519361685280437
NODAL,,-0.01379370322605002,,-0.02691814833552513,,0.02265294688040721,0.09481394965690135,0.060814738480082016,-0.0022539924755751234,0.01030938621373815
INHBB,0.01802032425278041,0.03056269252974929,0.004670508209194836,-0.008518033368539098,-0.004931959343950049,-0.02277653653494202,0.046102221740586036,0.012722690751673616,-0.0200237207528749,0.05265525045608768
LCN1,,,,,,,,,0.0014702807762452792,
ARF4,0.02321742869871505,0.027459231917227482,0.008337901039399308,0.05025133135016745,0.002367651023926946,0.024220288793832638,0.13776502006712008,0.1258234632465202,0.09401632324632506,0.0028690433186847413
CXCL14,-0.04526022137866432,-0.06995013841338572,-0.03002662531525715,-0.016125486906771132,0.016911584749637467,-0.025033747775904166,-0.021012821267588452,0.009419398488320917,-0.09640698792241968,0.011434303475732207
LIF,0.007828440746416369,-0.017455140156937717,-0.003573263839262607,0.020009066617232032,-0.008778348001472513,-0.011224730081639942,0.09547526045763997,0.03960001412714892,-0.023397558821287898,0.06619727999225236
IL17B,0.006165478751909553,,-0.020968021978041772,,,,0.03500646095240346,,-0.007157299872278051,-0.0043145780808571035
MMP1,,,-0.019019660410137803,,,,,,0.04027759083903317,0.004268580784859759
MATN1,-0.03552573693348789,,0.0321874778062844,,-0.010566273947688906,0.054935111288675696,0.03553196467931661,,0.10882138574540122,-0.026227572695188616
ADAM28,-0.01263299528022003,-0.015306854881284278,-0.0032678729417739485,-0.03855033403949793,0.04026445318048486,0.04722481746292488,0.10783821175466152,0.1352164171569896,0.03190732213448721,-0.006253114926355266
TCN2,0.03445744494499299,-0.01672015025139936,-0.01741991721372435,0.0322951255835081,0.011384004096164435,0.05138886535068881,0.0536504309635761,0.10106667204995808,0.01276198027391344,-0.010132362327327109
THPO,,,,-0.027729157219243197,0.03221015761588482,-0.01901471685306397,0.007180233653911844,-0.022324507257804972,,-0.031964986158403895
CUBN,0.03365024367777912,-0.01275785971010128,-0.03288867710540761,-0.012688822986795498,0.009514183424891675,0.01774875530178288,-0.055031255553253396,0.036944551004019346,-0.005430429573527115,-0.018962388943998734
TIMP3,-0.004167608194191601,-0.0028000783854171102,0.06077747929628577,-0.06367673168731663,0.008767585203528909,-0.02111363761172325,-0.06267758432525367,-0.027498705277241957,-0.054189376781338686,0.04149345411405375
PIGF,0.029778935112298704,0.025903757671299762,-0.032412148821974365,0.0051676977756345485,0.05180386794731115,0.07036469181594952,0.020438510745425943,0.018220651868119754,0.11165185590123702,0.04433758630326702
CRH,,-0.01731106117696906,,-0.01541679749687582,-0.01663378164275075,-0.026007235122188645,,,0.09260624544758708,0.03133645243700513
BDNF,0.011734876014626763,0.026398810841366804,-0.013993235583770438,-0.011850910955925546,-0.038277758661739554,-0.021415454859572983,,,0.02498794060650836,0.052841292713617045
CCL5,0.016510116482326035,-0.036650089200515365,,0.0226261291228985,0.00885450965665888,0.039126756306710156,-0.017343222445108893,0.10958992956646761,0.027384271297182013,-0.003871368120248025
GAD1,-0.02598156325219489,-0.023509344153340307,-0.0357583661236994,-0.025394757324650144,-0.009872913140028082,-0.05681282535218202,0.05789761452512132,0.07820479978540404,0.06411927933429855,0.027267065678695645
COL14A1,-0.01312540196310733,-0.021602019827825593,-0.001436855503480844,0.012313334469424371,0.0020746359880622245,-0.057966400189401066,0.03756799711320532,0.10367426677348246,-0.047267571810567524,0.05134296781034915
HLA-A,0.0817243067195629,-0.07932889761005199,0.0014697520950541798,0.06132093038457396,0.06330845005925323,0.05802966667438391,-0.004749992624087418,0.10937571156225362,-0.10669798157348118,0.002941483341590637
CD5L,,0.051845974033955605,,,,,,-0.02094894414234513,,
FGF18,,,-0.020967998562807927,-0.012248530320910219,-0.01132217881361191,,,,0.033999392238550454,-0.0020191172455676426
ADM,-0.08609154696382676,-0.024233727466712575,-0.001201620372510555,-0.03198361574499516,-0.01919581883458171,0.020449741935381113,0.018306742161669286,-0.051993174230705076,-0.09452527527786865,-0.0627464905940625
GNAI2,0.09030106186113973,0.013241869459514865,0.04565398705293669,0.016467073972437928,0.021535808915343485,0.06781080465876445,-0.01863019897026901,0.08322005783022168,-0.06872140096555382,0.005622868457551485
HDC,,,,,,,-0.013244757435366501,,,
COL11A1,,0.05006781822335287,0.03632142271581552,0.005095456098167713,-0.02162411144708874,0.0233233824666739,,0.03192752700860504,-0.0579028535346821,0.013844396994205
NUCB2,-0.038233818126297496,-0.03910296455262286,0.03910317548143058,-0.08227584553509834,0.024602294312219157,-0.0016201956605532415,0.05237231879100279,0.027692392996645034,-0.02755655387167875,0.0022400701533102254
CXCL1,-0.03347812847573098,-0.018570628731321266,-0.020661091884254825,0.05763663183502711,0.05654635421560795,-0.012928502739422802,0.1953144876675459,,-0.0003400340052090284,-0.008116294527751911
VCAN,0.0643536144983906,0.01046270526563857,-0.025443398980171627,-0.013444673615561165,0.040180946397791344,0.01857314842777649,-0.13051239755386027,-0.04096125553213936,0.0806567054766429,0.014303519611550125
MMP7,-0.08725123891478871,,,-0.012407349646508435,-0.010435215762773004,0.05000951066301908,,,-0.03701730278271427,-0.006880094213101285
PTPN6,0.00628876816262865,0.000823638884970342,-0.07248398003603593,-0.021166799135601853,-0.028634035301419686,0.06505168953708611,0.109631790388975,0.06025654573674287,0.061501080199877725,-0.07063164872761488
PTGS2,-0.10189822019980681,-0.016573311998506042,-0.060078326054447496,-0.0046091802371331266,0.011664522767064808,-0.005583547882706731,0.0690573644467625,-0.04899821001866892,-0.07486369756984106,-0.017422952306364627
XCL1,,,,-0.013326839343237607,0.11126057460987046,,,,,
CD58,0.025031770207656533,-0.0045748517172065845,-0.030474323612221292,-0.004874204369163597,0.035406811738928186,0.07502327044060852,0.03845415263814856,0.11008772871618097,0.059235737711796285,0.02831480837498535
TNFSF14,0.05242787058792385,-0.01936855353341393,-0.055256834678044535,-0.02308491336672243,0.040653751248419114,,,0.03873885856793525,-0.021036403410234186,-0.03738553129448396
CNTN4,-0.058769912459693076,0.027030365791974997,-0.024104986686104724,-0.023950727933981883,-0.02890823503895606,0.01269996044284622,,0.0041570504899113014,-0.006357371093818479,0.009963008855493581
NTF4,,,,-0.016857868155724192,,,,,,
INSL3,,,,-0.012248527918432487,-0.01203290130538797,,,,0.0019071060813593038,0.013902305038552177
BTLA,,,,0.011196907821033917,,,,0.0047475739872981145,,
