,UKF248,UKF251,UKF259,UKF260,UKF269,UKF313,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1
GRN,0.03617824581113238,0.00905341057642797,-0.027426161693508446,0.08391376207509754,0.05619259308890038,-0.06208561295887252,0.1026874633165626,-0.03361744385517738,0.05174877608089409,-0.008025844798034754
MIA,-0.039292672930212436,0.06623446499415774,0.08134044082639134,0.004597673536071254,0.009065545347791523,-0.019758419971359666,-0.006155957395314795,0.07981728715036072,0.020373292967170033,0.06967926127023451
COL4A4,-0.02368573997720606,0.0745820452792522,0.04808300457447459,0.07902424927890406,-0.01481251089201551,,-0.040018412411723346,0.015743081306853608,-0.026034887475505974,-0.023991274127281994
TAC1,0.0024701830200836335,0.04004047695065893,0.07234712389858834,-0.0010954900063480603,-0.05170008738256973,,,,-0.02228778878713998,-0.022204932309516062
RARRES2,-0.02945866000909896,0.055000841523073225,0.004992340497154568,-0.07262732888100847,0.05596820529220086,-0.00682002509760603,-0.09118188186631411,0.02958929514938648,-0.04922422820969587,0.020292163652140073
FGF7,,0.046014577945753546,0.012081319381985943,-0.02707035713408205,0.06938853718922497,0.08117526664682485,0.06825711749127843,0.06165374299905082,0.033619079407707794,0.0828468386404953
EFNA2,,,,,,,,0.06436414370272997,,
HBEGF,0.008530240839407352,0.004746685354807958,0.013011004031648224,0.02335719126705548,0.007795068722121925,0.027575312472673967,0.05834709982603936,0.03771599307015866,-0.025587833317687287,-0.032578271131667766
CSF3,,,-0.019662543725792805,-0.04710443648436542,-0.015671351418321332,-0.004584099187385269,,-0.01896249540600864,-0.01852018181624581,0.028319377573637013
PI3,-0.02074818123437582,,0.019072306403227882,-0.025596997257936824,-0.017646148536480118,,,-0.00790610453527454,-0.03085352890246603,-0.028125508181462127
PCSK1N,0.012989034219172593,-0.002058063733326524,-0.032270230923337674,-6.979269927038605e-05,-0.023001978004564293,0.0062680805445226515,0.0047322249638754674,-0.04987822062898265,-0.02334250905926888,0.05411180842139281
NTS,,,,0.06482310511893706,0.021471126452725916,,,-0.023861012098428874,0.007483161037040426,-0.010078312323341948
SFRP1,-0.05269462383990573,-0.010299597391400598,0.006020200353679233,-0.016129128111250647,0.01470618445085023,0.042389940520334526,0.06603803549261805,-0.008131059848324029,-0.02265829298204078,-0.008879706353569406
CXCL13,,0.015312636897404114,,-0.015984171936624603,,0.02623032673679904,,-0.033756585885551395,-0.030210270515633186,
MICA,0.012922800096164422,0.06480201663122262,0.026034508411737187,-0.005502897968683211,0.023339175329011995,-0.03325583202441123,-0.13167645115360976,-0.005172360095947064,0.003258969818125609,0.003627717375212445
TG,-0.007385285733622742,-0.01686078982165658,-0.015533348996213545,0.009198729578013104,0.08268049918770898,-0.031096937741830585,0.12950718622595261,0.026948310077389154,0.008837423979666085,0.03889989541267398
ADA,0.07779393352062589,-0.03483214688059244,0.01894354874514785,0.007408475193273859,0.015024935561838135,0.006851143799205332,-0.008438198209120203,0.02441539393478065,-0.03394178526005717,0.034895010806248176
LAMC3,0.07358094885637609,0.028316555218559473,0.002816270033409854,-0.035600771888073944,0.03790080310576742,-0.03690786601207743,0.14993640225646532,0.003843862727723536,-0.01956513205306383,-0.03440177821575337
CCL7,-0.012544740605300603,,0.08987116655744612,0.012983615228057325,,,,,,-0.018635503056781067
NGF,0.01198792239712314,,0.04640549683371207,-0.02262031928789698,,-0.03692799472252161,0.07935650108635844,-0.01932207351270486,-0.031795104984139205,0.01696279289132765
TNFSF15,,,0.0331830082142932,-0.015690529959371858,,0.013365755240499487,-0.0045083307093978795,,-0.01150071495559757,-0.013019252918994575
HMGB1,0.019900305722710634,0.022938181126605325,-0.015182375840380742,0.013359647233153887,0.08821745915508458,0.061720673094903956,-0.044936057125935666,-0.057431738817497385,0.01533037493080955,-0.0004380832071671393
ITGB3BP,0.007549650039412265,-0.018112873791333133,0.07985886457357587,0.030204848499621365,0.04476195504067418,0.013827325884460683,0.061315974853848876,-0.06024515283571304,0.02676074004146056,0.046690798887411775
AANAT,-0.018200510069258817,,-0.01137900689516126,-0.014138105877391146,-0.014135983076193072,,,0.15862485857308042,,-0.019717139375143623
RELN,0.008988913812849261,-0.039566741242299044,-0.019751407697826975,-0.04256235381474519,0.0077309878938576155,,0.010287219642047322,,-0.013891617307108868,
IL15,-0.0018846535804564908,-0.021480388277743463,0.07899943803799163,-0.017252056616096436,0.1193067085648849,0.025611527563667736,-0.009267904308080104,0.025110428581112083,-0.028053783362151488,0.06265550108750917
UTS2,,,,,-0.03678298059104894,,,,,
BSG,0.04826424883237685,0.011905847629115496,0.013978158326108742,0.07447696938962461,-0.027172071972727398,-0.00397920871410608,0.03363201255625907,-0.006954615286507489,-0.04828914825744573,0.04606471401508888
ADAMTS3,0.06687226593980056,-0.006059711858004804,0.015403110990909559,0.049093736708600476,0.08030747287926968,-0.027346683089459298,,-0.019078108402533742,0.02655855366433259,0.069516880854304
CD34,0.007614110030215373,0.04910432626358052,-0.02412151886509163,0.06471714820984091,0.05423557472435483,0.030109582108647146,0.06862847196946549,0.037565057707724774,-0.04921134748373598,-0.0008106742685538213
CCL23,,,,,0.05518023437568371,,,,,
PLAT,0.024355052427862144,-0.03751340961206547,-0.06266317712954717,-0.028429971634964205,0.07316349008276975,0.015272007987430348,0.03038676116717343,-0.050579894157377,0.04904463974481608,-6.035521848659546e-05
NTF3,,,,,,0.01435383466049911,,0.034645922309936114,0.06014109315238327,
LTA,,-0.012399477832390732,-0.014393946038541874,,,,,,,-0.010575872561745015
CKLF,0.008163741564808313,0.02938288187108888,0.003905127379837036,-0.021679682339454626,0.09919256636601402,0.028193487684268284,0.00031689385065797044,0.05606121612203724,0.011524928886622914,0.04080937889000229
APELA,,,,,,0.006518509814264207,,,,
CD24,-0.04794866432790117,0.04877939221952822,0.03388612776113376,0.06063038507948348,-0.011318155827507045,-0.0357054289068461,-0.15547761398402088,0.00461797325940626,0.02267521453698992,0.023470394252344727
HSP90AA1,-0.00324510851320512,-0.02557080906884408,-0.06643389016924425,-0.05765070056597778,-0.06647537273587367,0.039897566641418275,-0.06050327071714026,-0.04690747940692334,-0.03339465885747322,-0.004246321607888951
BMP4,0.005500535395355734,-0.013144173359795302,0.08170020818929344,0.07130790383086857,0.008883450967346156,0.0507983839214448,0.04492813526290256,0.01635658731266326,-0.007707576154924971,0.006715915254815516
SCGB3A1,-0.012544739350843302,,,-0.016836738756424167,,0.010972873474808523,0.06898574078292548,-0.014562435124828608,0.04092521124973135,0.05456816469146643
IGFBP4,0.0791589701143569,-0.005897626288599147,-0.04394350106202961,0.021667418975844992,0.03203619223115786,-0.011970701449496642,0.07139127685738407,-0.06720809955644162,-0.0645209135216521,-0.0065533275388490785
RSPO4,,0.011663203124709325,-0.022032456237123906,0.07796863446075229,,,-0.05014088953442489,,-0.01608442383336102,0.014223329935674362
LEFTY2,0.11135498952968143,-0.012551762285647586,0.10685947191719258,-0.03016198532779541,0.051699048778585686,-0.015760108308460592,,-0.022519614503237778,-0.021873753782260547,0.009962287865592057
PF4,-0.013013153351281488,-0.011279010353859796,-0.00979846547089096,,,,,-0.017951313964575957,,0.005649866731492536
ANGPTL2,0.043163719450673634,-0.03888443159305916,-0.04328011580294672,-0.011198123969008569,0.03753985312929669,0.0035873379001148988,0.025453649919714293,-0.0372205257305036,-0.003992603122501932,0.001265955818975789
LRIG2,-0.041578706565616776,0.031219313962141778,-0.006555027494765672,0.04381546418328949,0.021550366548838632,0.014502503803420747,0.04483805060149595,0.016285978861448207,-0.019015715137702775,-0.01183069798979348
ICOSLG,-0.020500151194075743,0.017196627688370734,0.033519068043433756,-0.03694673429773385,0.020383251201779043,-0.04146982146430809,0.02474326539898708,0.03490333963316407,0.01805426102545581,0.010651876080876144
WIF1,-0.023415057247623237,,,-0.01749312206747407,-0.03027339563223962,,,,-0.014952029921059713,
NPPC,-0.03891714159527579,,-0.015199836309896938,-0.0227666169274016,-0.038060575049878406,,-0.08737995559100784,0.025423549927446748,0.029131346474798286,
LYZ,-0.01921496323950014,0.02391599248817244,-0.03242133911926872,0.0002738185213126822,-0.01001486107766005,-0.040200631999998265,-0.03461441086482562,0.026051040536507628,0.00963148170753191,-0.018560521815659307
EREG,,,,-0.02734590382709342,,-0.018428986834355326,,-0.028427914126449565,-0.02003342106897061,0.022512656353010096
SPTAN1,-0.0060004499475831185,-0.07705813938964573,-0.08745022735766536,0.053711780454398256,-0.05087897146991955,-0.010209958078278535,0.09467202245576768,-0.012725863092633738,-0.002849733566999388,0.029877456071609507
PTH2,,,,,,,,,-0.025579592291229143,
LIPC,-0.01593152014155245,0.06102355127607574,-0.017608572214959872,0.057461904204053185,0.008516404448806199,-0.023043080660077268,0.06893981832231703,,,-0.021273576741266096
COL8A1,-0.012620084886585514,-0.01552712107628502,0.004653441106428524,-0.00043447983676435614,0.0447910276396588,-0.029298214441398702,0.010177402119314567,-0.04650329721733449,-0.019758185344721565,-0.008095137632380841
GSTM2,-0.008805733240897083,-0.010667065895283781,0.036103673662987404,-0.03809488967318701,0.02661161076692801,0.01367394333721702,-0.07217006528109537,-0.0026832779192451873,-0.021735194809467288,0.08452715779733033
SPX,-0.025766716827321498,0.006800309205930758,-0.018431294330407466,-0.016898819897129214,-0.013135135656771693,,,-0.022288850798608425,-0.030119257242885975,0.09267002540634622
MFGE8,0.011505481796095535,0.0011356441969961166,0.05307781628049376,-0.018334367336300717,0.012575006684711192,-0.030005238547466312,0.1026759776152953,-0.04907508536700947,-0.02295499923319178,-0.03208459450616007
TGFA,-0.05013360017553029,-0.01590393381995302,0.056332976000597716,0.04685117186188121,-0.006729667227647634,-0.024836591705419728,-0.07490176308676678,-0.02289687609273213,-0.028321908533453736,0.0943092341837747
SLIT2,-0.023994849308676465,0.01770039652697804,0.002935546093296214,-0.01845558455637964,0.008946007856281147,-0.018099681203233183,0.030177540214986805,0.05528255823032908,0.011317918957996527,-0.02595129569305864
PLTP,0.0063831194037763835,-0.006859310939401245,-0.05752862125651404,-0.025594774488098576,0.03751156332427496,0.0023722719003345283,0.02022448612178388,-0.05047054407213182,-0.025389492005870238,0.011120241248550648
APOD,-0.0626870306275981,0.02040030825342143,0.00754249994974179,0.08315776105827706,0.03275130243248949,0.05517962774268873,-0.02283278978282404,0.018310699519958312,-0.04014025150864963,-0.05475051110573235
B2M,-0.017708472929237617,-0.06908036254068016,0.02019302168126144,-0.008203194215831102,0.06961530150031751,0.041401947100659434,0.09886103320605787,-0.005291317686305503,-0.046068533822288156,-0.04030699233433365
OMG,-0.024539556327851937,-0.051550221947952724,-0.010371031251986473,0.05080869162141521,-0.042821061393781355,-0.011671178618249855,-0.04614510269028656,0.09333773813300504,0.03543556884467567,0.07974850977555856
CXCL3,0.009537380123012452,-0.023188571884275838,0.0009979472143293465,0.01189549389882529,-0.01855987004254452,0.02648737491428577,,0.04037305562747619,-0.006946806258947592,0.002151369909821785
CXCL10,0.09189692851736075,-0.02851606442731688,0.03717924700301934,-0.03852674172717639,0.08439654879464004,0.05735319506874723,-0.08433135663928888,-0.02407791604937924,-0.021977885038154028,-0.0029827658462076396
RSPO3,-0.017040434472858492,,-0.011379006054381482,-0.018813685533705764,-0.006120679905472902,,,0.03565815988504836,-0.011420535487370398,-0.01891139160781778
CORT,0.0030457115309734275,-0.02014359825325671,0.044360470030856254,0.1422068415633365,-0.008148180674991904,,,0.0658989269904586,0.07543604365314216,
NCAN,0.016190035460394783,-0.03466793122420136,-0.05836967044114589,0.008238434181688674,0.017814214877533114,,0.05511025202073225,0.026655895220974703,0.04555687665072888,0.07892017996125737
PRG4,-0.018865791708255593,,0.014293993346100362,0.09466978651116974,-0.0010730843588040774,,,-0.027718620168561962,-0.038355236766068244,-0.001925193870327766
ZG16B,0.10086321023840979,-0.013572455798775168,0.00915092380271646,,-0.021709739220131356,-0.020790445146552337,,,,-0.005476232352597887
TGM2,0.0017007585955611864,-0.06306938931717541,0.005971090709666646,-0.06593430631564084,-0.022897013093782143,-0.016607479255826226,0.014272411271153073,0.01628989668519494,-0.055487570650393524,-0.03713169373230207
VEGFC,-0.009171401043548761,-0.01742755591444869,0.010178827351670219,-0.02073561136949339,-0.026511040106172775,-0.019982263675155734,-0.06461795897070087,-0.013599468393629154,-0.027451555040019098,0.012556814094782959
WNT6,-0.02024066164011493,-0.012551762615062355,0.0027954677952367517,-0.01856109525869947,-0.019773513818349738,-0.02324796744711758,,0.012038752972098127,-0.021346655388964752,0.13027570410571176
NRG4,-0.011554146512406292,,-0.013668139660977147,-0.019187010257783067,-0.02504569949215265,,-0.04001836826787546,,-0.0032023813572067206,0.023776218848066164
PMCH,0.011937939931370838,,-0.018938539098621775,,,,,-0.02635655314287438,-0.01222905689514447,0.0030658173148091247
COL9A1,-0.014309989291881254,-0.031175491422432533,0.005556009054962385,0.11748369847796836,-0.035368416137823565,,0.03879706224010623,0.06485285568403723,0.05434397490425327,0.04713304858971867
GDF11,0.020369486589782215,-0.03644587496480804,-0.016519795740555752,0.10855646074126206,0.050075739770427716,-0.03458655490858512,0.052400416865211255,-0.05166812660621784,0.023775021997805804,0.010918613530555465
RAET1E,,,,,,,,,,0.059663311615333524
IL24,,,,,,-0.013110383536277713,,-0.01766508939019439,,
SORBS1,0.09735138106894788,-0.008589891942869516,-0.02384092934136886,-0.0975335576733712,-0.00441094940451117,0.027915888239692484,0.05089471211228968,0.03114990751171535,-0.03968140117631804,0.01976611131535816
DLL1,-0.019225783224221665,-0.007241393135806949,-0.00851525514129519,-0.008400847698708852,-0.01930071452309834,-0.005437174274364639,0.05676855359646022,0.04364084268250308,0.0456678649851079,0.06973839552313796
TLN1,0.03968477686362657,0.015256238449311633,-0.00862824781427576,0.08754703190960514,0.05535390799339052,-0.036970607585228646,0.028321618293726203,-0.01702322185951137,-0.01332074948874491,-0.021309333856602
COL2A1,-0.01302335800942061,,,-0.012031227952464753,-0.018559876358673993,,,0.0832180765703807,-0.0257624784913917,-0.027522466663245586
SHH,,,-0.011670425104395251,0.031262300365251114,-0.014590317960828176,,,0.09820943572219787,-0.049801834123498694,0.04467535259577772
PON2,0.028034206366504624,0.037155730219831914,-0.006616813331703279,0.08410822502942725,0.054700789978900155,0.01065657407667122,0.10522334946003924,0.0760732651655859,0.012982979273633103,0.07480385882800009
ICAM5,0.03513100489416742,0.06237989954888897,0.01439691148772945,-0.03190674812267626,-0.025833720837857923,-0.012410588873192862,,0.08356996077339543,0.04302906867053148,-0.030613349442985525
HPX,-0.019060511127184335,,-0.02839573195293197,-0.03413168657624909,-0.027027046716938306,-0.024642600418185088,0.001047290534908081,0.07139160951036433,0.035961405500694515,0.06685432271292181
SFRP2,-0.016678264397924258,,-0.013291349471567862,,-0.014812506530269233,-0.012938790502999582,,-0.06380675108586815,0.024401590680989082,-0.0062205934374126035
CD70,-0.030470776219039878,,-0.022591512341670054,,,0.04362999397893449,0.04363278121368026,-0.03458290320206311,-0.030930660108728726,0.02975098459899826
HP,-0.028243142363982014,,-0.04017065812948915,-0.03831117782682332,0.008591563655788677,,-0.040975363114049417,0.007854983355439995,-0.015925508429801522,0.0011647332450806026
CXCL2,0.041943917063104096,0.0474903486002912,0.021866989094332198,0.02907123522059171,-0.0421318075838552,0.032914958899406765,-0.039424520135201195,-0.031557991452115096,-0.028183835206065076,0.061484774964852246
NPPB,-0.01618392790031121,,0.07781668185417198,,,,,0.05168302086750138,-0.01827758945977033,-0.01918350277029221
CCK,0.06767646617769235,-0.0013548668106479352,0.015710072866600363,0.007806617409071303,-0.0457093590544808,,,0.000672265242747705,0.004205563654969151,0.060136728131334756
SEMA6A,-0.05067240102402908,-0.03182800152348905,-0.02617579993368874,0.027137597525093055,0.020973682070297362,-0.02909602336750495,-0.09847706264716224,0.012160973967603047,0.013326242405862103,0.03802688675905012
IRAK4,0.054924274790238745,0.015983298388684043,-0.03447129370195066,-0.06548028008468974,0.060478327865583985,0.05655167885273659,-0.06412310237169226,-0.010441506020191919,0.06670446692694985,0.06109888949190892
GSTP1,-0.01013489152636647,-0.00796656282641334,0.04918715902808268,0.03734514434314649,0.059792960360925886,-0.008786955148660566,0.027295156375815418,0.07971334269907127,-0.023484401006872206,0.04166222307087038
VCAM1,-0.02447328541706688,0.018380006751752623,-0.018290722551069324,-0.007153766815874029,0.058954917998403404,0.06298664076815601,0.08020233437702429,0.02420115492233966,-0.02660981968921541,0.11425415861103026
NXPH3,0.06490462432441103,-0.02222810406749493,0.014345186533324766,-0.03428131813468577,-0.010418663481903916,-0.024739746880050515,0.04109094538053525,-0.002952220673158999,-0.00705729405500488,0.07459493915726664
MTMR4,-0.03364887973477609,0.0010671033857662948,0.0189562458547293,-0.03723898753426888,-0.010684455195801613,0.03829634277129174,0.056218682189115236,0.055228294835568924,-0.0584422893501751,0.05208369467261288
LAMC2,-0.01270269115903033,,-0.014756242300924205,,,0.12551878897844976,-0.015072970528422965,-0.005429377248657979,-0.011870207178305938,-0.036550455634800506
IL10,-0.00198970893529729,-0.017978161804424596,0.011695567855928271,-0.037295051867700005,-0.024354701754074056,0.05820925572056398,-0.0012167249029734345,0.09768256721177512,-0.003495193614396929,-0.003358002503071937
SEMA4D,-0.01955054536182984,0.0007322485719069991,-0.05123207586360773,0.061655093242836044,-0.011536400401721136,-0.015473889779048143,0.059095391669930046,0.0010736927023060857,0.025744939371337684,0.03713137447079101
TRH,-0.02111531934520041,,-0.016960612489031673,-0.011839640469903039,0.03960437258692276,,,-0.013317087825530266,0.04684187985897539,0.15091167320772844
SEMA6D,-0.012727521302714486,-0.05676416980636111,-0.0012827074172475055,-0.006869567924289301,-0.01223215390163745,-0.017666655248489416,-0.014679136673579245,0.050765440572905336,-0.03521274615188065,0.07815225762180049
CEL,,,,-0.02335837735143887,,,0.06532060542858366,-0.0003193916010869162,0.022944141546690985,0.020208627620039953
PDCD1LG2,-0.015879292218085154,-0.009084325008214222,-0.04685604755588966,-0.026324414376726796,0.04751576051584496,0.026845851206751207,-0.10475995125089059,0.002213574703068148,0.08536897459109662,-0.021091707029411984
SPINT1,-0.01997334843328965,-0.03207370532794301,-0.023833244727897617,-0.031579875124891445,0.022106955188182682,0.030360625842344738,-0.0889864907771173,0.04233075772653757,0.024851553833593963,0.11387249459568023
CTHRC1,0.05187458018312631,0.014712071488725163,0.0006248509018963083,0.044760243701629815,0.0063480674214477515,-0.019222064704361743,0.04604007352175359,-0.022090114388452545,-0.07705742405786487,-0.007742945404043542
PODXL,0.04511676220515897,0.030622286206680956,-0.05240248654653002,-0.03681919516476202,0.05354837647447022,0.021973422191164486,0.1343265787923183,-0.05795739031796565,0.03137907890638222,0.03926179849054907
JAM3,-0.023251799910693798,0.01847852089347059,0.005549465744323853,-0.004635947278315098,0.00870298765512943,-0.017236060460320536,0.1187501882244117,-0.027035651630127496,0.04549129129017213,-0.07315479225876192
TGFB2,0.06325696679196208,0.017251130574520598,-0.02655041850393837,-0.030292479290999236,0.04347552470509486,0.009682329710593945,-0.006391436076631196,-0.013603141112155619,0.016365749134470232,-0.027138429078174167
COL18A1,0.05870007454733387,0.027638617930888305,-0.033662496364587215,0.014648265702347327,0.04880986432114021,0.022552719798536253,0.005594220479773909,-0.03790102547814899,-0.05288260355928475,-0.0607540661281842
NODAL,0.1077944511726506,0.014201655905175555,-0.022983831090401318,0.010826860726067781,0.02945567769489839,,0.07572289047541418,-0.02182054663177387,-0.013574472190385385,-0.029406652905164185
INHBB,0.0005838942118921655,-0.022489545317269818,0.0234894770247451,-0.046654008629575916,0.0005230447604538952,0.005742569245812008,-0.05157458447696315,-0.025350284199069578,-0.08081309956656205,0.034737016193805155
LCN1,-0.012702694017187561,,,,-0.01628736807232571,,,-0.020606746354330092,,-0.021728631346710724
ARF4,0.006268795279156389,0.001945157818039254,0.0061423803495144905,-0.05394434181807506,0.042375048473011996,0.05457460967306332,-0.036674107041018665,0.006418289999067483,0.03910302906651044,-0.0751088769002506
CXCL14,0.048542763457748335,0.022082514812283634,0.023693826219470335,-0.047659474595847864,-0.058109588678785205,-0.040788769978520364,-0.018108655318177114,-0.05412719172902118,-0.029375969486947102,-0.0019413078653517373
LIF,0.004199774830061408,-0.01529850778118847,-0.010068085451479655,-0.04131410517996364,0.016415114118012362,-0.00946502038628681,-0.05301560355212627,-0.05473734230460558,0.05957407301202173,-0.053014360911775846
IL17B,,,,,-0.02689883033764436,-0.018402585751569733,-0.038212601194400786,0.14429091901401003,-0.01688790477227033,-0.03670269866558288
MMP1,-0.017512761320649627,,,-0.01183963788711962,,0.012866953145670913,,-0.009618515414303837,-0.012229055926677992,0.00943832339094604
MATN1,-0.01667826667073813,,,,-0.01707619812743362,0.015896855320016345,0.004337228129190283,-0.013582596574664652,-0.017404798869739647,0.03673878506816802
ADAM28,-0.011822965588312622,0.01775938314424683,-0.017296721348793263,0.06113283887421018,0.04049461755421672,0.051106758969697096,0.11346657004118382,-0.0405836721742778,0.042152735381805195,0.02216953033527659
TCN2,0.0523948647924753,0.0032553041020665376,-0.00047938983386665947,0.07339806534347744,0.03307982981077846,0.01642802318326888,0.11020631052485885,0.031137570324652038,-0.04163200279706937,0.03726808562721122
THPO,-0.021732472041052334,,-0.02367630410020306,,0.0014554057014825902,,-0.040018412411723346,,-0.015097856867115513,0.016180078006468937
CUBN,0.045841060571111036,-0.029119871601227042,-0.0014367714207605034,0.02472062035073102,0.1155956339492635,0.028171989133959727,0.04390995331968161,-0.007800988279330958,-0.02193958603379985,0.049489432321103186
TIMP3,0.02281921452158676,0.03776238615535819,0.06225237418555751,0.09229714012022106,0.06482570499051529,-0.022241029609899005,0.015900165562824597,0.02687237759695058,-0.05200530532096479,-0.018065086024513233
PIGF,0.01604589358669395,-0.016628689661139315,-0.024291242384103733,0.024564442866565728,0.028964688813187214,0.007130288806324583,0.04611754454648003,0.09451750300927167,0.0739955394753942,0.057510732711305454
CRH,0.007783547073127355,0.048683138832953804,-0.013163500891904982,-0.012031230160001629,-0.025045689107578525,,,-0.00782172971436791,0.004431621747356053,-0.005232568030713464
BDNF,-0.034963955697143584,-0.013572453211749148,0.027253354882589693,-0.026229983809793554,-0.037659650118804,-0.020222744669119615,,-0.045415967352036964,-0.019647879187535564,0.00461733865695622
CCL5,0.008403828750390599,0.017143187718094966,0.025134296838686645,-0.054012430247675644,0.007121998867426904,0.08606842748169669,-0.009882932519185811,0.05381682050066497,-0.03077162616118838,0.00548225319230341
GAD1,-0.0320325713671689,-0.03895772001095553,0.08333632277872312,-0.011791927104696868,0.009178065893368142,-0.019640841237069728,-0.04397812094522648,0.017271789169782257,-0.06561636504462015,0.050626095784609484
COL14A1,-0.030100144727390536,-0.0189330286353516,-0.023298566723687922,-0.04620142707230024,-0.0288928493189493,0.010155251290382139,0.07467076486024153,0.008078377850673767,-0.043626878609297606,0.07307568910905742
HLA-A,-0.04337642139302291,-0.024475750819341183,0.03030776083297491,-0.018569981570007697,0.06902366771278383,-0.05790461797080666,0.07914962810272683,-0.06062263406334364,-0.03275287439776485,-0.04564830177146149
CD5L,-0.014882716683108725,0.01565914289735465,,,,,,,,
FGF18,0.037202208779571325,,0.09880976901854713,-0.016415532671099433,,-0.013612920865748328,,-0.03216720591971759,0.013860396852188171,-0.021486811300570778
ADM,-0.04338628101373282,-0.029625632910004092,0.03349406382037939,-0.09226853029577532,0.015456697520449977,0.00696691528538851,0.0023432022835881534,-0.012139646646251393,-0.023324440954495103,-0.017647044402060212
CCL15,0.10685091955981009,,,,,,,,,-0.018635509772894097
GNAI2,-0.01738858326233817,-0.03923957374323053,-0.04145629066637258,0.0610163296569193,0.02659386134097373,0.0009221036897400423,-0.0062298518147733736,-0.0037517658539854954,-0.012018578664382896,0.02968378386345375
HDC,,,,,0.10503733991565642,,-0.005835189085912055,,,0.005086144339054052
COL11A1,-0.06590891061753193,0.007676069378410942,-0.049354781569339874,0.060425488096577024,-0.02961180613915889,-0.035969115388785805,,-0.016920834454129934,-0.03454689819743605,0.02574622410440528
NUCB2,-0.02973416754883711,-0.03327761200681016,0.03064012330527263,-0.013433027388669739,0.07550327143582485,-0.03529760995045048,0.018555809719008772,-0.028857889845548837,0.04749206364278098,0.007132771631870516
CXCL1,0.0070316552511533485,0.02355343199688139,-0.017003440992118236,-0.027689500591952892,0.060466723605420845,0.08919860147614653,-0.02232023268565045,-0.002250326491816689,-0.03488365312968281,0.0206783412272961
VCAN,-0.06770863164394499,-0.01207193701016864,-0.049128578022623284,0.08327813781129649,0.039877838728413134,0.0024385278457513546,-0.004557341163805443,0.055564790114727695,-0.0003086601391683485,-0.028792875284934787
