,UKF266,UKF304,UKF313,ZH916bulk,ZH916inf
BMP1,-0.004312625752709318,-0.0708824778988047,-0.02639661116143978,0.0709090672003362,-0.05064992444131383
NDP,-0.03033886626639044,0.012989839833985394,0.08448330966226357,0.05002773771231069,0.049084284022290044
TNFSF18,-0.011638505097028745,,,-0.026348571887308547,
RTN4,-0.0372169612900517,0.09575427310497812,-0.030798382238107096,0.08454455499445593,0.07923950913818452
HEBP1,-0.06883123884222586,0.013732939752706967,0.005954347002778041,-0.03364532095734414,-0.0712054847380541
WNT7B,-0.04025575413131203,,0.029167282660617255,0.07467645481843505,0.027608610520432123
PTMA,-0.02531039714345176,-0.109841300401931,0.05180344168802205,-0.06848988132999723,-0.1780115223487904
PDAP1,-0.03184493050979925,-0.02315825733742043,0.032824574255201466,0.013525439363894266,0.06424009510184758
QDPR,0.03057182468618153,-0.09887760381910621,0.011449630450930897,0.08957025575225482,-0.014127135996330186
POMC,-0.03070472382085126,-0.028169916353187417,0.05315267028144282,-0.04381045582161867,0.0738144426065584
CCL18,,-0.044666733821738705,0.04240995611641013,,
VEGFD,,0.016618749117587265,0.08077519948141254,,
TNFSF13,-0.011286922014995131,,,0.06044422939088067,
WNT5A,-0.029279430864229756,0.017541548734168654,-0.004340309155542576,-0.0280732103358104,0.05601168298419872
CXCL8,-0.01605491450609943,-0.05865040850115086,0.045239318558811546,-0.09672202757796707,0.060089205629658235
GRN,-0.00702384853981371,-0.0356844089384861,-0.051917561896138276,-0.04829428141130545,-0.093355716370963
MIA,0.01631441173123427,,0.03420378007380102,-0.028925448141572097,
COL4A4,-0.01073900763635951,,,-0.03203578784870437,
TAC1,0.03678166298000864,0.12584378953981,,0.10569073313494504,0.08678593557738282
RARRES2,-0.024584548689727787,-0.07887740850524079,-0.002315929849614659,-0.10626521758628438,-0.006253449398808804
FGF7,0.029582468279965846,0.009184764206671232,0.08490024977002433,0.056453598624171264,0.05262861148470902
HBEGF,0.028574807132074335,-0.04439158399885737,0.07929169380401561,-0.07651815968801824,0.059462480360220706
CSF3,,,-0.028737146866238395,-0.03369798341380032,
PI3,,,,-0.09587856621135873,
PCSK1N,0.02889119806743444,0.09514310426555002,0.009495280172390068,0.13358871420857565,0.12668046625884763
NTS,-0.013109888333638969,-0.023173302419863307,,,
SFRP1,-0.0398993667827218,-0.07043598538713076,-0.022864375746967907,-0.016019536705468816,-0.13745880863096457
CXCL13,,,0.04598654852916646,-0.02733364204635528,
MICA,-0.027826168000056023,-0.042343838675173356,-0.021786678043080883,-0.005169315145176158,0.03649369394345844
TG,-0.015132267077616253,,-0.0036137602627981805,0.1401568157050574,
ADA,0.06151193933724407,-0.015835004380541248,0.07912771228746779,0.01490057734964486,0.04997453788461215
LAMC3,0.007335373260832607,-0.06634965316973578,0.037607616265170306,0.06829582395490644,-0.049970717384345886
CCL7,,,,-0.057061665388432936,
NGF,-0.014440241523684073,-0.023173317677945428,0.047605406660095675,-0.008289889436792553,
TNFSF15,-0.017533618988054018,,-0.01830037997159082,0.038270595703330836,
HMGB1,-0.059806879011330076,-0.03992368857650446,0.036308257512345975,0.029193841352421347,-0.06305516087798192
ITGB3BP,0.0014796942394388884,-0.007321961766471371,0.06963430195286312,-0.07090632964865735,-0.026219300310806538
AANAT,,0.07431617203768556,,-0.02057594716839036,
RELN,0.028305900612355918,-0.016134714706174894,,0.15406051464800447,0.02601130787028467
IL15,0.01654180602347306,-0.01947006594027607,0.10943473730843654,-0.058426306068263836,
BSG,-0.07100060108074963,0.1035656312199948,-0.008754452958107858,-0.008768323384710395,0.12492092382996195
ADAMTS3,0.10907027447554843,-0.002611864719012592,0.028767213648629896,0.034608234843821487,
CD34,-0.0023914964507383073,-0.017979246639318422,0.0739862262027732,0.012235216516969957,-0.04032431013114634
PLAT,-0.05508672261952475,-0.007695462707461504,-0.027015604879164327,0.06293573959192407,0.0417148576269765
NTF3,,,0.029659322863575865,,
CKLF,-0.06135801278083235,-0.0033016751288612255,0.04981618944804559,0.047636492429844586,0.1562384925197542
APELA,,,0.0613800428727208,,
CD24,0.01817565412463688,0.026813181770213985,0.006104669727851324,0.0029813153357081974,-0.051952736844326795
HSP90AA1,0.004493293043101638,0.09315166880187303,-0.00609655804669031,0.10848745723552379,0.1053981202836031
BMP4,-0.02003812051196946,0.031060600328087044,0.01950507942985813,-0.015547868055969184,
SCGB3A1,-0.015926105622906212,-0.03835003172689765,0.03031182804271226,0.025409508999581693,
IGFBP4,0.029184961372490343,0.011703155837321948,0.07532905490446186,0.055254234264741645,0.05750439012380996
RSPO4,,,,-0.02594545434749602,
LEFTY2,-0.035762240926487825,-0.023173317677945428,0.055947154378069484,-0.009297174113055277,
PF4,,,,-0.020324542505857506,
ANGPTL2,-0.04555825013105318,-0.03961203866343747,-0.08308552144060552,0.01606995799232237,0.06991029383115148
