,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.034881733143289274,,,,,,,,,,0.014814055096896931,,,,
BMP1,-0.16425512837250134,-0.030075652875543514,-0.01006225123709513,-0.015449116096746096,0.08070606517285607,-0.037567294236637044,-0.12263870360012694,-0.10960166948878784,-0.43171540577154305,-0.08870030633595982,0.03330032375837082,0.06223001079090601,-0.046072758573859625,-0.1512908841226122,0.08495740935506632,-0.12712044650001103,0.04667516084339349,-0.053889715985668225,-0.23508579171826913,-0.20155490736664744,0.007732005139963909,-0.1302322756028892,0.10332240962196086
NDP,-0.01082005241187897,0.0025643852680190234,0.09121441105132996,0.03559257329434389,0.05591726402648803,-0.039726001438353774,0.16284701272413285,0.041134321705256646,-0.018695079431173774,0.0010579757656068098,0.031592920153923384,0.10143101888873764,0.047376387789085934,-0.06919891906285391,0.013621457528911746,-0.0721370603007181,0.0015963117933920855,0.028612660303296587,-0.1653821869202234,0.12548098679829506,0.036372162464810766,0.081595979420656,0.08898709100977745
TNFSF18,0.13166160081262127,0.013036611810978682,0.012232248853799213,-0.0033427029797769535,,,,0.009788316244280473,-0.13598112613652666,-0.06637557219732441,,,,-0.11056082922034541,0.00579220805814542,,,,-0.05752993418371656,,0.03624151765603691,-0.1148072884245352,
IL36G,,,,,,,,,,,,,-0.024793621326381167,,,,,,,,,,
RTN4,0.30233744936197665,0.26258535401037814,0.09564724639505433,0.062187687301772834,0.03667443748541366,0.07570923464422645,0.21657793501628275,0.17676968485419267,0.5163947333723784,0.13263402568983548,0.10322065572282806,-0.12390050294714477,0.2776280324446304,0.2121034300982864,-0.06768370677963147,0.23016113162546828,0.09075654619296991,-0.006126150233073298,0.43341332345704014,-0.03894217869501963,0.00713789368747421,0.43564242120115293,0.035443534450175326
HEBP1,0.09635265445280794,-0.11004185098152011,0.01193443109254574,0.02693000464370195,-0.03587693811713518,0.014508794040445076,-0.00628319769098462,0.000677221604869588,-0.20345447660501234,-0.010293874446302975,-0.008004980598242777,0.18426745016878238,0.017599152251416766,0.05001077208550302,0.0015135997294359186,0.06947385201726486,0.0491767561265423,0.04771534460512656,0.06327525494866694,0.027916939961075405,0.04550044212863999,0.002731550713036713,0.19353133331268704
WNT7B,0.08393070373797454,0.3807304428234819,0.07181946347144048,-0.0006710409500223578,0.08697987083503335,0.02629962565849228,0.09817573175853515,-0.02960879439228104,0.13382576350219827,-0.04561343581195119,0.049924194700411595,,0.0017892239230258811,-0.03068662996953945,,-0.0379035746828827,-0.06002770563616685,0.0016338644582905453,0.04284659990462677,0.016150433813741802,-0.03813707617072434,-0.000577915861432597,-0.07892605069921026
PTMA,0.22023618346883925,0.0206350341044566,0.018554919135005333,0.021032471613862944,0.12063536004850063,-0.031628926175415774,-0.23856972621372924,-0.2026601351667626,0.4758500769442681,0.09332857921523136,0.02804329635287019,0.25289981355685454,-0.05766858969454465,0.13562824573631851,0.042065534510017086,0.34968397260520256,-0.032099030842138325,-0.004719692325684214,0.42480372525366555,-0.07592809675079902,0.1124865669789123,-0.2510053555195297,0.27129110301388926
FASLG,0.019799223375796104,,,,,,,,,,,,,,,,,,,,,,
