,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
COL4A4,0.3561457438784387,-0.07685440857384836,-0.02814664281948779,0.0680433449360332,-0.010586889074549107,0.0187960708953032,-0.17550413063167383,-0.02739043558382592,-0.018106479712069887,,,-0.031445262895430745,,-0.03805370502630318,0.09147175592640616,0.020358618017369046,-0.014294889170192721,0.07577742372307145,-0.018489474593258306,,-0.0072062186470345695,0.050479486325244564
TAC1,-0.018635831882826377,-0.09508962719024824,-0.025584197176103444,0.021609051968068983,-0.09842887453116982,-0.040312879387245794,-0.139743293325616,-0.11109196473449685,-0.12132999465386203,-0.029498803447584106,,-0.07308696713624228,,,,,,,-0.04790154991451211,0.0536702294099921,0.00795375058265733,-0.11093021589036015
RARRES2,-0.0205152927337464,-0.0861914930556271,0.009041735593080417,-0.0449001647466513,0.11869336876572419,-0.0568338635473943,0.15483904298643375,0.1633889476528501,-0.06315459462437824,0.04245356578913243,0.15234597259499763,0.04435535498183159,0.13993299550083524,0.02023267208046961,0.06680820684549443,0.19702127009546438,0.24567315437383813,-0.02535826991226083,0.016379030913411564,0.010378628680564815,0.03545182116378119,0.28534078303327864
FGF7,0.09096546382089869,0.024130217355665434,,0.031522570582860274,0.024750415287093618,0.012024553047020905,0.04689456130912955,0.06677493744115529,0.006919171810561949,-0.01956051184532909,0.047963732125582206,0.07507031745474887,0.06792275820707835,-0.055895729637253706,0.12352515106382282,-0.01920391986244208,-0.006916684861376947,0.044122328174137644,0.03927754873816986,0.02642670146278617,-0.024314446508018953,-0.053552636105780226
EFNA2,,,,,,,,,,,,,,,,,-0.01474654728449224,,,,,
HBEGF,0.0479224560892186,-0.036568018429562296,-0.049538867054569925,-0.01986540384386923,0.11596684630977232,0.11494265712238684,0.21333023926785105,0.033813430722681205,0.1614504479193446,0.010471899933969946,-0.0055218290895307255,0.04663348967821617,-0.0480143289421381,-0.05233079641692608,0.0325515347012747,0.11934390018777931,0.09225549214124051,-0.029291291454204428,0.017252288111880884,0.1671580875709933,0.06765322645165144,0.16904801636272263
CSF3,,0.13278231460969014,,,0.18670913731034977,0.25869973773701854,0.3097643490823938,-0.0025455865330964817,,,0.16896882991794146,,,,,0.1442141556249201,0.21809811604812507,,0.03718731296647035,-0.0284389127876667,-0.04506560807114225,0.18332299272207112
PI3,,0.14252383544215963,0.08914150975807877,,0.16407217692855156,0.29576513195087856,0.2430306396347733,0.030547112698293667,,,,,0.005664702455562152,,,0.2458621297352281,0.2812791483849041,-0.030754890485293247,0.09083701969205124,,0.10949186297915184,0.33641049585601046
PCSK1N,-0.03142613697307621,-0.25937217123609557,-0.15682621833341615,-0.01553525595976114,-0.16065935958091576,-0.27837623905335623,-0.11570538735589342,-0.02004570236720002,-0.0007703061070996985,-0.0998036219472121,0.022308723742930258,-0.08440339723356628,-0.1573936997191136,0.009763400530134967,0.007142301951003357,-0.13173199543692496,-0.21664769626862052,-0.04836839425574609,-0.0691270142593202,0.002881165473658008,-0.10754780248893712,-0.25650988780121764
NTS,,,,,,,-0.020961888353569737,0.006992461473831534,-0.0034769450800823916,-0.02565683038388228,,,,,,-0.059265510908486356,-0.057880241880224934,,-0.07674129222441912,,-0.05940551679634944,
SFRP1,-0.009620128896552456,-0.059433494879822406,-0.007396098728656542,-0.029737615986679355,,-0.02874516004467568,-0.030636072879381224,0.05416809196038232,0.05145016854312048,0.08789865184236768,-0.03375819379351919,0.031045332648466643,-0.22004482617683088,0.04903123238875335,-0.03874509970730866,-0.008696350112755182,-0.040167541121453675,-0.05992313624798355,-0.06322314038883599,-0.05621502860816288,-0.01129223398065424,0.0017620213935778356
CXCL13,,,,-0.023027711572505,-2.996514515759242e-05,,-0.06492497065622063,,,,0.009131198605115297,,,,,0.08440564345077219,0.0741724211604477,,0.02423145828925636,,,0.10234076852182176
MICA,-0.0207748652578605,0.07242861635853828,0.016920749714032512,-0.04472095178338022,0.0027676246185667818,0.16509219003786085,0.04971447933183669,0.15133222026422297,0.0009712750929572028,0.009215979764934466,-0.01835269309202107,0.016683332644012457,-0.09496160225143223,-0.07264138199016996,-0.0266930898230549,0.09001764555248828,0.025847924325098675,-0.021426837195475845,-0.021943841002825037,-0.022953287055016112,-0.003378194543399868,0.04518423917477338
TG,-0.02158257096280727,0.0027451364207372988,-0.051204082681515856,-0.019229538478286946,,0.05498302074407949,-0.02291661898876487,0.06545354934908962,0.024315991392560448,,0.026988553770975105,0.06965414277379393,0.019457289929394952,-0.07776138429265632,-0.04475626521477991,-0.05956676776765581,0.08184853897453845,,0.014029633084985425,,0.07946177958604624,0.056576890767503774
ADA,-0.02169328752390405,0.012860919534462993,-0.14610012229558392,-0.034345584328663914,-0.08004597688801658,0.03762826122967671,-0.031977780594777044,0.17467174578135944,-0.03955323416484194,0.08759965712703015,-0.006489278254187848,-0.05341094611638526,-0.2932737006154666,0.0005213550914037388,0.01225902718778464,-0.0569806229963274,0.01404631400860407,-0.031372593916507846,-0.014214198611363962,0.010327916872979388,0.017996003732624614,-0.04444400336975529
LAMC3,0.03181369989901694,-0.03692332498006545,-0.16501582454832767,-0.015459068725309503,-0.08613121838996719,-0.11956793591759236,-0.10517204261539267,0.1330075104614708,0.01404243199050678,-0.008961961146986323,0.024353932463464522,-0.011821403624502725,-0.2931044525875666,-0.01637733423310042,-0.058321240130759844,-0.03524921265458499,-0.09026352389140467,-0.07388635943768396,-0.03834440896210059,-0.01579295908530504,-0.050427066578379705,-0.09064783672143976
CCL7,,,0.12844447872549103,,,0.09270984527447514,0.17192902170772742,,,,,,,,,0.027774778648247463,,,,,0.036741894244143994,0.2878706463436214
NGF,,-0.03415146626244771,0.030391697579169156,,,0.2305996796112734,0.11938302559131894,,,0.05653259269991761,-0.023460217020038032,,,-0.06322561852685957,0.09160733391996383,0.033571551230071946,1.8349056896735506e-05,,0.060050422738425584,,0.058951650916723,0.026463603120329766
TNFSF15,,-0.05273451208068858,,,,0.021243974535552837,0.05723469155825659,,,,0.06225145631507787,,,-0.08064117800262162,-0.041253362309382605,-0.011634998093963284,,,-0.02471766386336192,,0.05213651841578087,0.09352739899448909
HMGB1,0.02970071398133032,-0.20550004617377282,-0.38492690073132907,-0.03386668899773045,-0.221634057609607,-0.24567052476249093,-0.1630295645896115,0.1398399729268078,-0.1212831024987337,0.11936894083880746,-0.06347635581851876,-0.05396510620080403,-0.29194539243538137,0.07607064226624088,-0.025942359941667655,-0.1132561515269373,-0.06549721608112513,-0.0124957323477475,-0.04125204989922984,0.037318928247450665,0.03815544083881508,-0.17212217355861464
ITGB3BP,-0.022606418491583735,0.10887840518239396,0.0030659945788113763,-0.025462750295355323,0.04490061523269967,0.1357744573311031,-0.01664444646806927,0.14701975580167057,0.01742457620913364,-0.000974713937293093,-0.008267969862252892,0.05841981227341301,0.06993733807587846,-0.008796375157877536,0.06755658309046184,0.08894890231699987,0.0821827231986837,-0.039482447181188936,0.01920587908206483,0.1022165275362406,0.07064219241341194,0.02212330306539483
AANAT,,-0.05854219806724834,0.05071435162636551,,,0.046490322599306216,-0.03548209473078881,-0.026139439605153626,-0.019609491518575543,-0.001065384499386329,,0.06405169443750913,-0.08384380937692025,,-0.028629504179297823,0.07365451301616838,-0.02118112657323259,0.03487630534906891,,,-0.016628161349830705,-0.04452993290485437
RELN,-0.017892523528576027,-0.05315184178840336,-0.09297327497371963,0.013314676242682474,0.017399965228498904,-0.01069126470522904,-0.04238869698804946,-0.050377001201757414,-0.06365972878554638,0.04419408359607586,,-0.01982263449715181,,-0.06891286466823211,,,,0.00413343122386737,0.0868406703070313,-0.05156034890590295,,-0.12108530468713419
IL15,0.025329150608730654,0.07832599549396556,0.02428379540400374,-0.01935868547025931,,-0.0019167949047910412,0.040448279388235565,0.0035596449810848794,0.01892780068227618,0.07156051632022756,0.03650357486375386,0.07212746149129301,0.05249887762062708,-0.021586443272895647,-0.0326342437850153,0.043620673155415304,0.0022832447128050123,-0.03613932076113825,-0.021557051292973705,-0.030078472186913018,-0.009645949264381611,0.11041442588474858
UTS2,,,,,,,,0.12136639783160572,,,,,-0.010206426962630716,,,-0.05019458728208987,,,,,,
BSG,0.01520537166647251,0.03727900124519145,-0.2682904638601902,0.007147933223821504,-0.09458309061516527,0.09983894126535697,-0.03755665460622826,0.002914440543935568,0.12563461079992716,-0.010041930417556686,0.0061017135307306495,0.06835861533928082,0.29517804331341485,-0.027553429995838655,0.06533872945026462,0.20428089436381344,0.16938807911142573,0.001808622862537592,0.09868530738113154,-0.034048834965705294,0.025377236462842373,0.03373663488659305
ADAMTS3,-0.06639930657191047,-0.07148356545570032,-0.029701361752513377,-0.052640349892721344,,0.06879779010442684,-0.12016256885262126,0.1851855779541584,0.011109297411954192,0.015477750639601844,0.11367543711078663,-0.006814159866051051,-0.4485716678461008,,-0.0342809166503679,-0.0641697155595649,-0.05927228394537862,-0.030702143679499975,0.026913344681939514,-0.034581444597419936,0.003367058982987763,-0.04708694465274497
CD34,0.0675587467066832,-0.14676753582260263,-0.22825825957580603,0.04161792189604477,-0.06637182335755483,-0.030253802069473874,-0.054435862140757324,0.15343674234132965,-0.0006729823784034566,-0.009910811875016336,-0.053122615719292984,-0.02526536846349911,-0.2487451699524003,0.029343828979645544,-0.06663683359700956,-0.014047822062030802,-0.019771926681051977,-0.033414116252943556,-0.03428547079686579,-0.01686804536078132,-0.07037835305190081,-0.055181587963128886
CCL23,,,,,,,,-0.0037420446600140984,,,,,,,,,,,,,,
PLAT,0.0906805762695328,-0.11743325009673704,-0.35189672366426017,-0.018356722299550203,-0.1610024099952442,-0.2538182867446205,0.04647670700879556,0.18956534888978732,0.0893288845397649,0.0015769431382485005,-0.02972231181518295,0.027514335156750575,-0.3153659132482917,-0.06169109115550804,-0.04568097331173359,-0.18707456327828018,-0.26654699553225364,0.002298102635733224,0.018592218890214927,0.16674823192734767,0.03427650509651019,-0.14196526289025807
NTF3,,,,,,,,,,,-0.0005358937218735922,,,,,-0.045028459588701296,-0.1339373045190061,,-0.02962491930525112,,,
LTA,,,,-0.022032032677705246,,0.07272957968400956,,,0.026553361616728065,,,0.06941045972404548,,,,,,,,,0.11675774543789104,
CKLF,-0.02486046337009299,0.005039544725388452,-0.26958392865874686,0.04875450784208463,-0.09539043319689722,-0.09918588804557037,-0.04678888257655565,0.13482711995411004,-0.007389183425710843,0.06402221081121189,0.0252265093530673,0.10836211785850701,-0.05198312863554973,-0.009404220396325616,-0.05352063892853142,-0.09267777311029401,-0.08853703205706978,0.001376517114780017,0.019811592536625268,-0.03476968408904526,-0.031457263711501676,-0.0851847053188867
APELA,,,,,,,,,,,-0.005981871154448158,,,,,,,,,,,
CD24,-0.008853536746137548,0.018553232247515088,-0.1930841081697264,-0.05085095864677178,-0.02803786743583466,0.1041451969469074,-0.1829913625573801,0.07125026074919978,-0.0898064944318695,0.0002189819134605928,-0.09337414009868741,0.07380303869001432,-0.234512432925466,0.1400016940640555,0.22436520599157472,-0.16451508544851942,-0.1668902445515575,0.030146712420914847,-0.019783093676105253,0.03262177264598667,-0.029175328951901277,0.05055986713918929
HSP90AA1,-0.06295464616697463,0.08132371313420311,0.19868396452305007,-0.07942755163419192,0.1170594811043152,-0.10587276101402247,0.09994958382663725,-0.15032254947679863,-0.028504450882251845,-0.08370416802431542,-0.05502913199463939,-0.011393205819994189,0.28348296616644925,0.13032798792659325,-0.10347259446450711,0.20334768649257726,0.24522484683222312,0.0013943372535013003,-0.018082630367745725,-0.043288685074983346,0.042858223966410196,0.1329921267798371
BMP4,-0.022211598778781975,-0.02432585351789182,-0.09431397324556262,0.004420591165360578,0.04107437358257719,0.1602430090747659,0.01504459500775612,-0.031061118814229408,-0.029356542310017227,0.06133373876285412,-0.04812833405070728,0.028757567398638714,-0.12534655192895708,0.010627527135124713,0.06491170383252445,0.003867965256049621,0.020660916260335185,-0.007706526437342558,-0.02466574393731954,,0.01513878013202294,0.02294781089802443
SCGB3A1,,,-0.0531673149376598,,-0.06537892428260074,,0.05570279476840124,,,-0.014667324685508496,0.016379307132735287,0.019814058351263653,-0.08804272177560747,-0.076895204935145,,-0.031159298431606492,-0.005042384036149553,,-0.0067817646521149055,,-0.03480856131710956,-0.04397520396559133
IGFBP4,0.005698843238786087,-0.04087992762444032,-0.2157786139905933,0.0027983860065286643,-0.026548169010396697,-0.04140859719120379,0.12435416759140373,0.16567766105100207,0.07541037975603303,0.0660056253883319,-0.0464814918288631,-0.03968476946133761,-0.252245656116077,0.03770847312348044,-0.013063213745911257,-0.08031657465648125,-0.033650527876766166,-0.08812377450956572,0.01925965657293351,0.029964054506083776,0.00013391186924534667,-0.047632622831310985
RSPO4,,-0.0035894043234023054,,-0.02653518109621005,,0.03339744274239817,-0.04840562747897794,,0.020296083258496796,,,0.007372472899167388,,-0.07030942332661319,,,,,0.00808636675392999,,-0.0320599839529464,-0.013199843684469824
LEFTY2,0.0014934102750707719,-0.08458256368769296,-0.0832925263724513,0.034581610617205154,-0.0880902001519929,-0.023428388029441857,-0.05140873241323909,0.17131074609883273,-0.01969980653719879,-0.025656847277202785,-0.031254811209406465,0.023653664138152473,-0.22093453202988755,,0.060165027763887206,-0.02326819503030404,-0.06262680438592261,0.013865546730685461,-0.002832614533384206,-0.04657216847902031,0.07733500914866796,-0.07896933483324087
PF4,,,0.05545037450860226,-0.020041128186807037,,0.01436912435064489,,,,,,,,,,,-0.05482072646774182,,,,-0.017759724903833665,0.016545380585989016
ANGPTL2,0.023566976663612797,-0.028856411735356212,-0.17139871421723152,-0.007466010166304317,-0.128359267919491,-0.1204933232495565,-0.056153564196533674,0.1580188715498255,-0.007860647946384126,0.05846378807317234,-0.09566068906324952,0.08132100706509765,-0.15725937924611266,-0.07226167622868801,0.03133769461582995,-0.16560200478716322,-0.18673493969551708,-0.05102525157592065,-0.035100254039020645,0.03221358583274295,0.030512513662618212,-0.09535386974138402
LRIG2,-0.01069652501741951,-0.056624267947618025,-0.01725460791873038,0.008452803482323681,-0.003563331017269583,0.015601418452439744,-0.019430599787793813,0.07307042240030727,-0.006710386816063793,-0.030174506133128047,-0.03530458899716991,0.05802061997929174,0.06094581239968868,-0.05003991328161089,0.06738746973167924,-0.033126616117493186,0.03388840764436556,0.03261199587892183,-0.028171661310825824,-0.05705557076081648,0.02460233265014536,-0.06601450366064303
ICOSLG,-0.010803535740201485,0.08912288181520575,-0.03250161405016088,0.04503181347421148,-0.04569524130714314,0.06749938386388216,0.10770148907027398,0.04116023892076735,-0.015034465191452665,0.06972256358420967,-0.050550184663029504,0.04239923157639866,0.0633820385752447,-0.033811176517955635,-0.04107278941353694,0.0968358593589327,-0.0048889647160536625,0.022547429544700587,-0.015259978962139717,0.009364078628731731,0.019664269054553787,0.07485265937612791
WIF1,,-0.16494171985723236,0.035669331892244895,,0.04413418516798792,,-0.10001484786042579,-0.09506497095597936,0.03831579931135314,-0.05877255981698535,,-0.058274290473362016,,,,,,,0.05010445657031201,-0.030607451701754763,,0.0032017830805091867
NPPC,0.025062468692342896,0.08935061835199685,-0.04636534031379027,,0.057318028518721184,-0.022458994388607597,-0.003484719778559213,0.04367473349260378,-0.044095333047081166,0.0017081184787613357,,0.1479201826133141,0.040636084834759285,0.10789343476425871,0.18316164157258513,0.0052237763792982225,-0.014790079670242857,0.053803252700534356,-0.02867827825435445,-0.02975220533038386,,-0.057154781955297225
LYZ,0.005960411603552772,0.1560715302466262,0.04907514413298473,0.0444372365890905,0.03811534141662125,-0.0002028616673802319,0.23898547018281655,0.08622467819921448,0.010952212166028732,0.11665485381917848,0.15434537697372308,0.08049801571076229,0.21542443299228795,0.0952431525040407,0.029066148832772393,0.03745732411857304,0.08136188933486269,-0.007425054145548469,0.0034356332504431298,0.01355162895174592,0.07337951963644115,0.13193960747954123
EREG,,,,,0.05657974932671804,,0.21818392511286122,,,0.03569974913103287,-0.004335007557555553,,,,,0.06165549161517402,0.1630043519316444,,0.013459223516178214,,0.06715838280701131,0.09436184884203001
SPTAN1,0.04494623300241285,-0.23350981480614508,-0.31805948036415616,0.03232986014921484,-0.18162898111230302,-0.33077135343654224,-0.1764301890299837,-0.008052896119991078,-0.14991038149369654,-0.10790433742762105,-0.0015601343121886904,-0.19334366458248065,-0.3153303056383455,-0.0025003350584714705,-0.04536040517325063,-0.11330322335181735,-0.1480613597352392,-0.08384417146762352,-0.008702520156415728,0.04995011341463625,-0.12847494328763898,-0.27262454109028217
PTH2,,,,,,,,,,,,,,,,,,,0.02573354881367933,,,
LIPC,-0.027632151553915532,-0.06899168029595615,0.01632493548689138,0.015143374846209458,,-0.0073366076397494125,-0.06677362352225757,0.022632902718156378,0.003909076242486429,0.07971188212510907,0.02080504054016676,-0.014793450040809194,0.006602480404761706,-0.02457331819746917,-0.03838430202868939,,,-0.02982673070510306,,,0.03336436095417258,-0.009170157714018927
COL8A1,0.0057249862132929905,-0.0988217577913164,0.0008871249834594343,-0.008985088574476196,-0.039744013280024366,-0.026692596776600196,-0.013799907688395093,0.05450723613459322,0.026725601527815675,0.05257518098585621,-0.04927323248891027,-0.01629768583531672,-0.15377609637212877,0.06135569810605386,-0.0038244241255110754,-0.0005808385978382882,-0.028270932944646318,0.0074761389766726085,-0.044215922533590114,-0.06487156438888957,-0.050136255785023676,0.03909315743884642
GSTM2,0.0446380694282733,-0.00029657161557765214,-0.00835521799667325,-0.011710045976796288,0.05338256656671695,0.06950969956453844,-0.019012273373914146,-0.021614457476577795,0.05783083753320321,-0.016355645635028067,0.06298419808290179,0.024886198667980124,0.01044643126686704,0.021351148523428145,0.05190223576147688,-0.038177582846601915,-0.053462530952445325,0.08476743441712052,-0.005006899830672495,-0.010728671616692973,0.06373518274100935,-0.01675190143165393
IL4,,,,,,,,,,,,,-0.0295754534884595,,,,,,,,,
SPX,0.025246128428308028,-0.06762114688740622,-0.030818635371795085,-0.030297482860994457,,0.06252337858030725,-0.058767418233518214,-0.029366783445923826,-0.06715907478116738,-0.04856658686836069,,-0.09036528733069475,,,0.07667231391108273,-0.02052008731799857,0.009091172628563633,-0.056906281559852175,-0.04537086942325627,0.11548798677839486,-0.04940950302617552,-0.14443699469419896
MFGE8,0.04796356006350826,0.12291888432257664,-0.12920606262142809,-0.04077067289980535,-0.09318726759896538,0.00765596800099982,0.027925939208020212,0.09168875842150231,0.016107031498864943,-0.01564953555395249,0.022549145793013016,0.027312834546079686,-0.2684261704529953,-0.006189487119536103,-0.05373890026632395,0.08808012711110497,0.029525309666876304,-0.0065465869352286975,0.013375960595155785,-0.02354966313505391,-0.013969547409659598,0.10043848401110862
TGFA,0.02568297966405833,0.1638450505197182,-0.07383647865980054,0.014045351834990179,-0.02830679818468415,0.07967938336252793,-0.07660431934268415,0.05044382118080717,0.1224380320531198,0.00043237687589065855,0.11397164327886597,0.06094653618160055,0.23394520305721211,-0.0675226870788098,-0.07006224964917604,-0.004457776508100178,-0.033254231574700706,-0.009671788945354401,-0.013863023157430368,0.06385027858485341,0.09963084722936419,0.014760780140014047
SLIT2,-0.02221159522459308,-0.12606235477709893,-0.01685616044367198,-0.031138113175593663,0.004456518023239549,0.058207587537321026,0.01685397665647158,-0.03741313714207132,-0.06933489219729026,-0.04441477395076387,-0.020723054563935996,-0.05476792549298569,0.13011005240982196,-0.042894455342092304,-0.0387686105613005,-0.014258884180509822,0.02608130762503241,0.06902304694147032,0.006917233837792933,-0.01932903237882607,-0.02743856574142352,0.13002373441890647
PLTP,0.024233675496695684,-0.1341406878514526,-0.10128896769561942,-0.04834610147366426,-0.13800323164018882,-0.18995353922978753,0.13565159719338205,0.17923395617789714,-0.017200953709859083,0.10598378827641246,-0.01412813832271281,0.0012935757369765119,0.007991138734792062,0.03426276182090387,0.17375998599329834,-0.04725290239465671,-0.051277337078626625,-0.039927964526136964,-0.012892032512704652,0.06213764604724137,-0.045448480299291556,0.025350741627702057
