,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH916T1,ZH916bulk
DCN,-0.030949304087639698,-0.01644728030032526,0.03583108025057299,-0.058246942145148306,0.09982831958317608,-0.03520669743828665,-0.03544665230163789,-0.006889835498227076,-0.08147892809257314,-0.08707946070825395
RARRES2,-0.01855165175363703,0.02598907365187268,-0.05261703480561503,0.016542038210499738,0.1079785683752162,0.02194782466838635,2.5952064526733584e-05,0.04415341281864175,0.04005488153756472,0.11537749939944941
SEMA4A,0.05148924518109036,0.07534634053736983,0.018093812469797542,-0.05034731248825916,-0.04401603093665463,0.0014377811167562739,0.04106716510202592,-0.034287820000916,-0.008572407346581028,0.009467254408565284
GDF11,-0.01774865767527535,0.012820439096408922,0.005679967360807224,0.03727480008914738,0.07811423158136599,0.008556695049762232,0.014195602655226972,0.046137217874089115,0.03444506259111327,0.0168184295718182
GPC3,0.0017659440541831447,0.05366462952085041,0.048755413087410826,0.1708520282255111,0.015101852332849792,-0.021517844791189282,0.05264150168300508,,0.010931394318840559,0.007502451099540789
OSTN,,0.004651080769806162,-0.016770288351338168,,-0.016300600668370403,-0.017162241698304232,-0.001390510557140663,,,-0.009406905290035161
GRN,0.00698220627324206,-0.028799198834901046,0.0016724955417022336,0.06046673373859635,0.10012590748344669,0.011745417937388048,0.06221558151235842,-0.015616838090827348,-0.08555052034598812,-0.039127388973608984
CALM1,-0.09456580832706585,-0.04080052320314694,0.006292097773579346,-0.1246243071023576,-0.0808164229902262,-0.015098084823220392,0.007664641149494744,-0.04261776980075046,0.06354505439513969,-0.10100240530639426
ANGPTL4,0.07073905259429467,0.034982863964955466,-0.009703333183460918,0.02273038358025423,-0.03208224941459275,0.014260021848645835,0.006054880630210981,-0.031312122962508994,-0.01696715210703199,0.06971463739354193
BMP8B,0.022355956121218632,-0.0166989553759912,0.011135593881423461,0.16695241004809908,0.010320715877588342,0.08045128752796624,-0.00937063344504486,0.028746834684459547,-0.012100964374335343,-0.0739183224577586
TNFSF4,-0.03228089687378318,0.03010237428154793,-0.03382466891874485,0.07324705983509847,0.1464858378768903,-0.024499189682119515,-0.012682927741889222,-0.007728591260240095,-0.010031810605558798,0.02756974132435994
RBP4,-0.03825758668535986,0.033427144129852565,-0.03361408482691966,-0.05402015811338552,-0.06221337946077954,0.00914799823799278,0.01671109926769454,-0.03039987311456428,0.15337805764489507,-0.0741556023286261
DKK3,-0.08587353175119887,-0.016509033961845873,-0.026642811813739037,-0.13073625573103198,-0.07124722902706444,-0.00448110145364159,0.004925076751900611,-0.05375763352932083,-0.011815975093070715,-0.14291856998380648
COL11A1,0.01640754263499164,-0.01764429112124873,0.020499945142683346,0.16746253066182565,-0.01498510662271839,-0.042923344452552026,-0.013588697317856708,-0.00349709616294719,0.046400354505104255,0.03820683748060697
COL5A1,0.09145530345312608,-0.01997622583577932,0.002839443526813169,0.12212251624783528,0.05741808672128008,0.020250542935823544,-0.02023695828243415,0.005219033561725598,-0.05682506415682316,0.07359283781381101
KISS1,,0.04966104082411116,,,,,,0.06138879333819492,,
