,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.038207348896436205,,,,,,,-0.015090857114531607,,0.12153854523728327,
BMP1,0.009804193725232654,0.009683079096615576,-0.005612021542818644,-0.0017149773473174135,-0.0055914131711477695,-0.041859616241286715,-0.02630190185368635,-0.049475029295799354,0.020437824245950222,-0.04611846143429549,0.029951583755199258,0.0061949658861817775,0.02423891626887313,-0.06304360303559545,-0.02460076664210979,0.05332551443389359
NDP,0.039984637230308366,0.005674038211612586,0.0017760810769217163,0.003026076474097526,-0.01039605287543501,0.004488986494420211,0.05003871089896416,0.07401886499045311,0.021514381521622633,0.0117684479396298,0.02225053700660533,0.051962383773922635,0.007219500877912299,0.02882644055158529,0.0034754535916271733,0.05012135234523121
TNFSF18,0.03255779127931538,-0.015309355441857526,,,-0.01346331708968869,0.03539224108109232,-0.01806278743319291,,,-0.026700419903467817,,,-0.015562934572945828,,-0.033729620708468695,-0.01467679347020723
IL36G,,,,,,,,,-0.020265309224290477,,,,,,,
RTN4,0.014490271421446923,0.03416730704818393,0.0019122802015810404,0.019203719175679416,0.07084646430196963,0.05335506059294698,0.04080547966212,0.004538072355057063,0.026461219390616266,-0.030800854880181115,0.03039641788470913,-0.047446481187021994,-0.07730301718941213,0.1103018344920701,0.008408974481267834,-0.08864653852377895
HEBP1,0.007751438175446404,0.061636090202419995,-0.024294839714119897,-0.03272354349659045,-0.011143352744637416,0.05595548878066213,0.004888242675062151,-0.019983605415875894,-0.008788284054928387,0.007057187506339411,0.003176782768969734,0.09710703651978585,0.031628872775038674,0.0050108275441961446,0.015235101007665224,-0.04642016316482775
WNT7B,0.0015217185717662175,-0.017018619368233946,0.06461117979180497,-0.06024675607943929,-0.028905246867026873,0.07642666450753494,0.0010682658053038122,,-0.007435107995977482,0.07469510475644586,0.0216330448400747,0.020435533639920737,0.02032861778129006,0.023561103898186754,0.020774073973555986,0.07481465768028725
PTMA,-0.009586828606445209,0.025441665123727326,0.06452519075470706,-0.0077434379074652615,-0.0356385316800639,-0.024229998791281175,-0.011264923562673263,0.014881459553930554,-0.017159477201956333,0.007257486809466069,0.01606107088915704,-0.057372527699101804,-0.0464742645250936,-0.006061551705216027,-0.048386437531244164,-0.05196258510126942
FASLG,,,,,,,,,,,,,,,0.08044804146377645,
CEACAM1,0.0257419923553849,-0.013060766764090495,0.026869187294026393,-0.01412225674631277,,0.0008512194230282235,0.032525294449120015,,,,-0.023839993946897377,-0.024091350357075575,-0.02236231218896225,-0.018811728625039673,0.061180259122388524,
PDAP1,-0.015152957271460701,0.021748338174646217,0.05041670084149591,-0.032449706393948244,-0.04325451567880743,-0.017862079813454234,0.007266392168305124,0.0012116710973162448,-0.013099780790537785,-0.06544489666242755,0.03541210280325139,0.008043253034594078,-0.03983422979997664,-0.05159928699690669,0.03962390928982317,-0.006134179857617409
QDPR,-0.051418549574570746,0.007789581257764585,0.007525697489151391,0.010735356598739242,0.021417590354048596,0.019647075757776754,-0.03854894341876297,0.047047755593818893,-0.0035167273071465416,0.10653364042160755,-0.04967026401705368,0.0673537408268652,-0.055040302327736934,0.011952520705387496,-0.04222734040949894,0.021407528672719493
POMC,-0.015737555489477494,-0.02320689879113295,0.03065450518937809,0.12429076021354064,-0.03551894590457103,0.010021329423054415,-0.007910588068029028,0.04929951777144628,0.00780346061764804,0.023937228259125573,0.03588631193661723,0.08391126728494953,-0.03819628917831325,0.017025932478748125,0.08761203910194787,0.12437528428761736
CCL18,0.008761408897309872,,,,,,,0.027421167634205375,,,0.04019854022887972,0.12966622539976624,,-0.05334695081332075,,
CCL17,,,-0.021643798181617244,,,,-0.009830638060337262,,0.08954065504690249,,-0.016913321817181685,0.026007061204730793,-0.01989642338186047,,-0.01571902380876929,
VEGFD,0.014370620337818827,0.01678378375112464,-0.012307736474505851,-0.01351137567870065,,-0.0331390862654239,-0.024001478945581575,-0.02573894529293024,-0.01984088617730966,,,0.09370006208789602,0.12710523420710557,,,
TNFSF13,-0.029490759906051076,,-0.014929407583172632,,-0.013056608970619605,,,,,,0.04981605427562432,0.09872624594436413,0.002415571297514472,-0.021124310436174635,-0.02561283728278202,-0.017003791006474235
WNT5A,0.06718072841356602,0.06642449245210381,-0.028984713130398156,-0.07748882149613252,-0.007672885380700578,-0.006746522314485488,0.01816790789106745,-0.06611336575963267,0.027514028848292637,0.06659051786291538,-0.0027175886664410277,0.0005354986920677562,-0.036612698950735136,0.01865436908321327,0.04248161905961038,0.04012270041366078
CXCL8,-0.026726694877867652,-0.017516058599387263,0.0549492896601143,0.0057631072000800514,-0.018572179420073637,-0.06589327411700652,-0.08026840336233368,0.002254822527848739,0.0382784237698765,,0.036397007672653046,-0.060733577001520336,0.009890799686063666,-0.0680117543472573,0.028902497743834518,-0.019252235952827296
GRN,0.04673995945588085,0.002018617237563515,0.009561572215865517,0.0061472611533449455,-0.05040277851923932,-0.02942449786203943,0.059255098522773275,-0.03475176025825652,0.03600578531875983,-0.024737607733814133,-0.003954363510124221,-0.0028228873382432525,0.06708896390341314,-0.001275533472852512,0.03673445378804479,0.01661504586852058
MIA,0.05993402304949903,0.0031543343964011822,0.07564959437797847,0.003243988266852134,0.03853109160076948,0.022092965190138706,-0.037776366476407315,,-0.02717300287923231,0.04278235489485245,0.03937119482528275,0.1173561740632228,0.004938189121885474,0.02267135069732159,-0.06016626962142009,0.06751256621726728
COL4A4,-0.032569179245538836,0.018952587716357196,0.028316765509100648,-0.03910217465327577,0.016720016176233594,-0.01949306320459697,0.012532858684137373,,-0.026358820886763182,,0.00477692905239517,-0.017660932629699515,-0.030648831891856583,0.004591016771380876,0.01367273087106127,0.04266797226556065
TAC1,0.07070157609613943,-0.04378873996043152,-0.07514443526083045,0.036254760739205305,0.06668713825463925,0.09991014993494936,0.04854125270629044,-0.017095454307526892,0.0010400297598932135,,,,,-0.03245559101033,0.18497911128253644,-0.00907281612425858
RARRES2,-0.016473935583724675,0.03099726916991873,-0.06936810853927401,-0.040624737989499074,-0.002261435179399133,-0.03499738188055971,0.014384160695362854,-0.038082236050641066,-0.017484404414813734,-0.0031188350733053565,0.019019854203591098,0.07962420993778913,-0.018255883280644713,-0.0369335612659174,0.12043631096707262,0.017124145867584914
FGF7,,-0.021114227325660852,-0.03006969138709345,0.020622158484021963,0.005662358682201493,0.02997708760932186,-0.025638379426827604,-0.0016763096099738984,-0.036163003976498305,-0.019792895435844268,-0.025948839448120105,0.08823380825795561,-0.050172924823604345,0.04578155667862579,0.017404493110764165,0.08396156771882193
EFNA2,,,,,,,,,,,,-0.022897216247101077,,,,
HBEGF,0.07492885163621874,0.051533315157793344,0.018204829269386553,0.04414155591395013,0.012056912262066337,0.004911069365281465,-0.03947797248413498,0.024152736026786505,0.005404153766050022,-0.06465041247597139,0.06370781821232092,0.00930976179067081,-0.03077783018065554,0.024328270386119514,0.018886489579435832,0.029267117522080593
CSF3,,,0.06669796893330816,0.00818664604854122,,0.052109663692194885,,,,,-0.0032649778855611267,0.0055766290526532555,,-0.026969182641027576,-0.016549707124998154,-0.0391635431292464
PI3,-0.004757242146380948,,0.07655056811982729,0.07552954897333632,,-0.023222091868619645,,,,,0.028855512502988873,-0.043325973709079965,0.04372049145577341,0.0010191676283131173,-0.035957015481430446,0.025460290832719275
PCSK1N,-0.004430334949683884,0.025701533644125724,-0.05808089971586899,-0.027382497775076908,0.015147106059176229,0.055302119704602595,0.019230928713543715,-0.0064462341738011075,0.008022033530923317,-0.029229983179388217,0.060582868145485004,0.032371880840154806,0.016677457453738078,0.06037576572465895,-0.03650410869886301,-0.024648132606224806
NTS,,,,0.02341409406299146,-0.01516539986662481,0.08203080532629235,-0.005440979310090919,-0.023173318810314775,,,0.039321458047619454,0.06459720624521771,,0.03322409841820865,-0.024507859513909665,
SFRP1,0.07347824878647036,0.025202815992209016,-0.018885050523972585,-0.015414139792216501,-0.0075342768924643,-0.06868691919195566,-0.01526248452781683,-0.02140693611969273,0.06962707918245258,-0.007812695369572622,-0.002315884728696669,0.008692779064638527,-0.02532604326051878,-0.030082905747050897,-0.023938358948044032,0.07866810420826793
CXCL13,,0.029729596493816048,,-0.015275609381643827,,,,,,,-0.037990788518234356,0.06740936192146522,,0.0016641635690317754,,0.017192185823667695
MICA,0.00740844037960372,0.041043709319080884,0.006821958453299313,-0.027482633354932944,-0.03218905865078366,0.020441222113464105,0.02507257722746465,-0.015646906999790648,0.004135090516474452,-0.005962552046249032,0.014140106654079524,0.08998119652464795,0.0010212523099175255,-0.013638767848409561,0.0028663627392128883,-0.03029741257993629
TG,0.0027598281187915753,-0.017760011259646373,0.035609982863016296,0.12624553607489522,0.0675781826206552,-0.00880297465578419,0.0025574660967533254,,-0.0159810473111871,0.055241965387778855,-0.022473576122232948,-0.022544370618537934,,-0.022196051737690365,-0.03227508562426339,0.09284861009363017
ADA,-0.01591916174880297,0.04289210385204027,0.04720900143558182,-0.03904060547400062,0.06601174776754126,0.00033625617128189313,0.04343209849412164,-0.0010281335346595157,-0.0010411141494503207,0.011213571570853436,-0.07780907242406326,0.0053138409382372685,0.00903278357006558,-0.005275995064655221,0.04677975963525852,0.01047591708642436
LAMC3,0.08051964000006355,-0.01036241594949618,-0.06522706738475224,0.03994886966686089,0.03491537986951192,-0.006121792738050693,-0.021713959477872205,0.09168060449753027,0.002972687927871464,-0.04906083121312697,0.022638517532335357,0.01911905652149883,0.06696456360969975,0.03213563719656955,0.024788296503344267,0.0267017443271867
CCL7,-0.024857952517871786,,-0.014734679641924035,0.052771841031095376,,,,,,,0.010003052411122502,,,,-0.01734248882626384,-0.01665496455967594
