,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.0051651561383298985,,-0.0321951750391501,
BMP1,0.01654599811742216,-0.055524540309571206,0.060805281495285475,-0.025497417921684414,-0.04784026986542541,-0.03202753236148343,0.0021856586013699864,0.06310385913514059,0.07972874993132492,0.04455475163048894,0.04280008472943332,0.07198334144499895,0.05219520556334056,0.045311891626774625,-0.023426227822689036,0.01011714185938417,0.025484320272394598,0.0038755933631792394,0.09173778162939734
NDP,-0.011483609131398615,0.00025597381374603534,0.017770331972808834,-0.041130706235035765,-0.00321665051883731,0.018638140021077314,0.03320242583244139,0.0766192245795583,0.005694799571535564,0.08219192992863558,0.031054171555015383,-0.04004109992112368,0.03645544376059957,0.11890973944950849,0.03609550882119148,-0.048809132181670406,0.022380659084891234,0.05349959015286195,-0.009653914913276133
TNFSF18,-0.019872599663920746,0.008596285203518616,-0.006700365706665865,,,-0.015882541838906437,,,,0.04349996317715452,,-0.015225422512261678,,,,-0.02600468424837282,,0.05001733076161045,-0.034268297947751186
IL36G,,,,,,,,,-0.015082913624073224,,,,,,,,,,
RTN4,-0.04168934712323068,0.014393911917014118,-0.03076387587016917,0.04852633263156133,0.007991976268315833,-0.050823122923148695,-0.013691342498813678,-0.1255072030505074,-0.03565750376634512,-0.052658214340934234,-0.04878851281631342,-0.00894057249459748,-0.0001692703016343568,-0.05169838917518267,0.015116551351414336,-0.013608083063726505,0.024220762848970397,0.035716857209280854,0.07017867698016515
HEBP1,-0.06538142713303317,0.03010695743839331,0.0004354009148804897,-0.005719124605400555,-0.03136079046144587,-0.0025164108198671336,0.051170299412241244,0.1252298774797803,0.02203500534396303,0.03562334272145363,-0.08325372087809924,-0.03260632658815888,-0.018537867548132136,0.10423318548915673,-0.002436955810445663,-0.018561990032896096,0.057790037368171475,-0.0026236683881875056,-0.02888145654852913
WNT7B,-0.03315632024974163,0.03128298384612804,-0.018238658993424767,0.011253690503209159,-0.005261068806149477,-0.04552582771250896,-0.014651221415223944,,-0.016577860248930827,-0.041875070565693145,-0.01618030091501089,,0.2565263623616975,-0.006039069486624117,0.0012540894448329592,0.023649299701041137,-0.023395454405996014,-0.014998335758785793,-0.0019609285579159697
PTMA,-0.006037383803697098,-0.04142099180345624,-0.06556940420751035,0.014731840554510137,-0.01106808244823033,-0.011305757767086363,0.023280618337225834,0.18051611953512475,-0.018575349565678804,-0.04190074308617593,0.008916945760751997,0.008349301592532629,-0.029220290979914347,-0.02114303824160372,0.0008483892670232945,0.03546508402779075,0.002340340493222576,-0.004545373464671477,0.0006477631775546698
FASLG,,,,,,,,,,,,,,,,,,-0.027922864327912206,
