,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.07071191312319142,,,,,,,,,,,-0.0396205635278122,,0.03590466892439735,,
BMP1,0.1705924330615836,0.07832111213115163,0.05940351415090096,0.035683005569070336,-0.025201482224548176,0.01322018859597867,-0.055310923927505556,0.17535544611258594,0.5342128828946335,-0.0036340618664312775,0.01787727736114109,-0.07747380972737493,-0.002741798511691463,0.06797876480865475,-0.04984587371594108,0.02115958556773084,0.16768127844086606,0.0928176967176454,0.057326613309973455,0.028068866108573384,0.10290629925772571,0.11932849938613181,0.16685114757691838,-0.008786756888195054
NDP,0.05459605101669972,0.1631109254177191,0.06123137675638432,0.03966021925277601,-0.09501976808747829,0.029487728802029697,0.0045342474836905814,-0.006342046900162879,0.12713124629171335,-0.044186110753792154,0.03946548084716309,0.05003434293007295,0.05360665176377816,0.003666091413114137,0.0780948162760868,-0.056291089715961105,0.07826619001919129,0.04939800460143229,0.09346997420561542,-0.05615949969501972,-0.055480622409301496,0.15470289700857145,0.1358338469622211,0.0058482139183183394
TNFSF18,-0.03891909477320827,-0.005964654807122943,0.0030468132297229483,-0.00017663393336605248,,,,0.0078088620001634315,0.0936315003280734,-0.025752797886261204,,,,,-0.041072761717162114,0.025641166512463044,,,,-0.040859987822217454,,0.10103493048184851,0.03796694861345111,
IL36G,,,,,,,,,,,,,,0.06550353666901218,,,,,,,,,,
RTN4,-0.10752807919209098,-0.016200619248491387,0.06573187534439152,0.004862992693334691,-0.04193547675355399,0.01705579797966779,0.0627768610507685,-0.19413215486072677,-0.6779811640656178,-0.005311640964999778,-0.14058218478891027,0.05690962827314989,0.03646097829139188,0.03517833041844547,0.06192679874212256,0.026030451903597988,-0.18607422466663476,-0.11551254464651162,-0.16221422796539306,0.05358444530241904,-0.1279556474852056,-0.026444376055501685,-0.08609992700538881,0.008193982190479515
HEBP1,-0.06496950878368356,0.11215002660034294,0.021112574107747868,0.004209468623968297,0.054409031263673704,0.030268965327836607,0.04162472918046536,0.12995875238378504,0.26196027504890274,0.022371842629720213,0.014401248435260736,-0.023543859722960258,-0.06181156198586111,-0.006549230436913574,0.05327766720096212,-0.06888302971444113,0.03132605489790324,0.06315750157655693,0.07251791037686774,0.03610960876960397,-0.032309049727555744,0.11504868517421159,0.12256990883376094,0.012391429592339676
WNT7B,-0.005828129181714287,-0.03727818420661278,-0.032927545181034655,-0.010523367357531578,0.055370638836516425,-0.014554353699769736,0.03906552883255581,0.047672705484349466,-0.31868712869458615,0.02246429714250181,-0.05092427790961449,,-0.01518079781013275,-0.005992754530336326,0.022109875783896147,,0.05782906353319142,-0.02366220414978515,0.03001519041248609,0.025361099471309417,-0.046601751270041535,0.04810624572293086,0.08240504881032064,0.046490897360566615
PTMA,-0.03139619298413188,-0.174706760562451,0.06356821580890241,-0.028279995448854563,0.03304001636709806,0.011269291211629456,-0.06983910476376472,0.28123002411445097,-0.3095066444578843,-0.03775755033450916,0.05390405442683129,-0.08008766832036068,0.047832235163324105,0.033315516493722,-0.09080254717563307,0.011943188820480032,-0.3171001712215224,-0.052801443531309084,-0.06728839083692999,0.010604109541813268,-0.0488170817056595,-0.10060462370577593,-0.015756960868993874,0.015753838553918032
FASLG,-0.05623685340562943,,,,,,,,,,,,,,,,,,,,,0.028175426229232744,,
CEACAM1,0.0006641853634512474,,0.026856967531127263,0.02741166944297423,,0.03393759008503073,0.02249099158667584,,0.16308861817341044,0.02682624573430145,,,,,,-0.03310681210205846,0.07249512273051374,-0.012569369407800268,0.0011204412853653815,0.034554677826699444,-0.011246908659742646,0.03168537236080886,,
