,UKF260,UKF275,UKF296,ZH1019T1,ZH916T1
IGFL3,,,,,-0.023395958277871887
BMP1,0.10999580040660145,-0.054397600886336335,0.06270109554972096,0.04128339239663292,-0.011368399489416854
NDP,-0.020588254940889054,0.06799483329678768,0.07140887130282009,-0.0054356866566904255,0.12838670239857045
TNFSF18,,-0.01001522912304181,,0.12412371345119204,0.07340924736767324
RTN4,-0.07542259388256259,-0.03934141427861307,-0.07496130536931953,0.041573304663498914,-0.041133035150159876
HEBP1,0.023308358538893643,-0.08590365036306241,0.06693902222242235,-0.07172447001246497,0.07376858314452132
WNT7B,0.020659666708142833,0.03354287895657762,-0.043065091032981936,,-0.022997306296718017
PTMA,0.019087737243883105,-0.048406656868222306,0.03710168833641389,-0.07495485668736152,-0.07862305901336236
FASLG,,,,,-0.020291306632751787
CEACAM1,-0.010480774901801292,0.018791201363844396,,-0.03605277890134917,0.00217272843904291
PDAP1,0.03751684997629766,0.014863620991314087,-0.0329480165599387,0.05300092675769562,0.01872315341764135
QDPR,-0.04265797878816268,0.03982184146500856,-0.0036503737940973336,-0.03875244110494758,0.08517309972733078
POMC,-0.03271703770120835,-0.011620879888714433,0.009450129027960667,0.018155003853115352,-0.011503845534545951
CCL17,,-0.01249094062165003,0.05145541035263658,,0.09368689938363665
VEGFD,0.12232603567651398,-0.013308040734074676,-0.0077458461605047595,-0.04901296286199514,
TNFSF13,,,,,0.12714288916165284
WNT5A,0.08916110079339651,0.0007420995458416395,0.03926709941743063,0.024944443241013418,0.0002502136797277422
CXCL8,-0.030344423151454067,-0.020617071900656262,-0.031025334439168332,-0.00484958598837039,-0.02972388415639323
GRN,0.045569383032796354,-0.022382521467792113,0.01220182376164635,0.10250509097384754,-0.07685411899401018
MIA,0.04289201432971212,0.010443778779239812,0.013671969857909399,-0.05283864365092644,0.07381578651910127
COL4A4,0.044733000021249573,-0.013040928462111218,0.037375849085358744,-0.03837811519357559,0.0554230267826897
TAC1,-0.08260303111891983,0.016444264164799896,0.01776021305341322,,-0.02417787857203332
RARRES2,0.03671291385052498,-0.019515633234308723,-0.020534972004366103,-0.12218655030083289,0.05824086089322095
FGF7,-0.04233268462963419,-0.029728463769929082,0.010074936017179157,-0.0024786985839871704,0.011144641251920467
HBEGF,0.03141716907883933,0.014855446998248834,0.01066774416182599,-0.03733084909023655,-0.08750660336605515
CSF3,-0.05283070884012176,,,,0.10726837868397501
PI3,-0.00922028124901017,,,,-0.021195387462064327
PCSK1N,0.022779771707336312,0.01665635773352736,-0.0590752576405902,0.09967533991558816,0.1112273593908035
NTS,-0.007931576719752866,0.06106473080214794,0.04971387874487287,,0.0157189300685824
SFRP1,-0.024843135774207856,-0.004657608383937841,-0.015242789641160595,0.038604849507543525,-0.028008690900262836
CXCL13,0.0451003420917156,,,,
MICA,0.0225893256701829,-0.012740255925517944,-0.004091397908869035,0.06945838527473332,0.059386464254121696
TG,0.06864089400025657,-0.012584149975484191,0.051175115576827156,-0.06640386857716944,0.008851522400600859
ADA,0.04410101644315934,-0.01852665023759199,-0.034416370906807395,-0.016319276422902054,0.015458651172605668
LAMC3,0.04670252994231391,0.03651605230819799,0.013017422927758251,-0.003922758394460153,-0.01142380933720109
CCL7,-0.010445693086466042,,,,-0.02029129941740535
NGF,0.01059866834850202,,,0.013925305448298965,-0.05382743844938619
TNFSF15,0.04282670782575379,,,0.012227413954941617,0.020301966727771095
HMGB1,0.030244952514948,-0.03441387657177584,0.02693298518069836,0.0672949731522435,0.05106949847325667
ITGB3BP,0.001728841972730732,0.04253623287748372,0.07790577045883289,0.01439419687796235,0.01836002853486611
AANAT,-0.027955477567038405,-0.011316999614954299,-0.005797715370726894,,-0.021469040974998996
RELN,-0.05574055111104773,-0.02491638001253903,0.03263233139266978,0.015029889492133295,
IL15,0.04700543379570086,0.0614912529052466,0.012748574567473433,-0.05598563363402256,0.032527961280454376
BSG,0.03715087510547093,-0.026547053559359286,-0.043510060247538326,0.032010780440932765,0.01895299425038749
ADAMTS3,0.01711107430441612,-0.02500396065617765,0.03984524390695069,,0.09008813805012954
CD34,0.006354754651220521,0.03253081965935033,0.01779064578876103,0.035862345413348824,-0.02767898716762715
PLAT,0.02716097258490794,-0.01998017051623732,-0.042721964268757066,0.006040944932625465,0.04818706618270623
NTF3,,,0.027216531439169377,,
LTA,,0.11616774786463518,,,0.0004299168032205573
CKLF,0.017927551731794465,0.014072368467683295,-0.02115896397243321,-0.007556998490345256,0.05130626318755069
CD24,0.04011986691879993,0.05914048194521708,0.062172469487107716,0.018867361349430924,-0.0037607918103053327
HSP90AA1,-0.09492290540091167,0.031746593396992887,0.028759045191766443,0.06573730864895422,-0.018646566808121375
BMP4,0.03099665720968182,-0.01093206384822123,0.024819427763638057,0.027284513164803764,-0.045823242143552496
SCGB3A1,-0.01210175562781046,,0.01638324033977396,0.006777826750459895,-0.042545429846171275
IGFBP4,0.05724068238410202,-0.034351520466629,0.014003217334547605,-0.0048301738623315925,-0.016172918395851357
RSPO4,0.02461772191977453,-0.01267672394397839,0.048984913998787565,0.014755545963467601,-0.014835106416847476
LEFTY2,0.06606753103842729,0.04910911279407713,0.04544058354839109,,-0.0099717445406908
PF4,,,,,-0.028894087003914763
ANGPTL2,0.03809037412764875,0.0038545834549932136,0.03752411880782305,0.05014145839725101,-0.11709958565123746
LRIG2,0.015509794040767935,-0.013467020868694808,0.009602592773972228,-0.1230457139199387,-0.005297747710010414
ICOSLG,0.0677024546179695,0.051199960980744905,0.03878879167543228,0.06272221017236093,0.006436885904909301
WIF1,-0.0003472921349900346,-0.009782327610708718,-0.0702476932555118,,
NPPC,-0.04974293039959703,-0.019082212963468678,0.027231835127280245,0.03309553124771442,
LYZ,-0.01404666690255829,-0.006277898458673224,0.022512820269785867,0.019622988418329438,0.029177179000499383
EREG,-0.022313999849242844,,,,-0.0436367642991862
SPTAN1,-0.009955707422992253,0.006117666586772774,0.02297274644315493,0.07678208632379302,0.061610903967951686
LIPC,-0.012109534285708089,0.010822289101844315,,0.035720194472097705,-0.012891190201102038
COL8A1,0.08135909183693894,-0.057309599384750914,0.011018737763351332,0.11330393731476258,-0.08500037912988628
GSTM2,0.009820221151423447,-0.009334749406377702,0.037922306589549176,0.006572181849801581,0.005056551616659648
SPX,-0.03774011934569496,0.0395529095538819,0.010153833027914972,,0.18642540165715002
MFGE8,-0.04864737996394504,-0.010357344099000214,0.03130611456041799,0.07069868582623702,-0.008872453612205703
TGFA,0.07721764221641472,0.008627564048322102,0.0319913712780291,-0.041497824425135256,0.05148507150620819
SLIT2,-0.04555327822068094,0.0064268024957502765,0.06053919395002293,0.006769874090258748,-0.07107024614446031
PLTP,0.04713808820704573,0.05415397179007778,0.08865394211020575,0.05093695943962567,0.02605098191912252
APOD,0.05874398703556003,0.035532038331524476,-0.022342560814696922,0.04318843602594038,0.06864815101178477
B2M,0.03576915912580525,0.05929182593450472,0.04458091454150179,0.04329525349259805,-0.10774827539971236
OMG,0.04656316556420758,0.023116327930481396,-0.030701482462618782,0.05328462225874225,0.15657638008512326
CXCL3,-0.0007808516272012251,0.03313427900906876,-0.010836408916314294,,0.043418693058648566
CXCL10,0.07294809561861527,0.02321628068435641,-0.01295013943451677,-0.004804547197101771,0.02959542539796744
RSPO3,-0.05077462564755823,-0.019146275253472737,0.05395057218873645,,0.05993719833646261
CORT,-0.061622674440448694,0.02202718966107674,0.018687633683997572,,
NCAN,-0.059628881003183976,-0.05405854418891865,0.017752698445459167,-0.015640338944348478,0.13135045763269598
PRG4,-0.03635444967338247,0.000656902127040039,,,-0.00992836111978542
ZG16B,,-0.008660602496293203,,,-0.025675635243493426
TGM2,-0.0581374604115042,0.024361816554918002,0.0625915779745835,0.07761681505456618,-0.01402068570441245
VEGFC,0.0044733544034953505,-0.011288735604295816,0.006653630605821785,0.0027925113682095515,-0.0055761818883766625
WNT6,-0.0033259385000525485,-0.019273861952332303,,,-0.031008606497201482
NRG4,-0.028107440799689097,-0.016638419671780598,-0.001994396658007715,0.009981364047734701,-0.020591703446510037
PMCH,,-0.012676723332189537,,,-0.035014725491698956
COL9A1,0.022974015376530557,0.002488540363985585,0.013236409950100222,0.005992281607412471,0.056278810503278785
GDF11,-0.01886579999838271,0.03219395895392656,-0.01555373611752522,0.11400590734649649,0.043222701879601595
RAET1E,,,,,-0.022588952372821935
SORBS1,0.07668872052988936,-0.00733703837220248,0.029977725573931326,0.08311677333777288,0.028370690212945096
DLL1,0.12200431811318772,0.020984784441879515,0.0240588175651768,-0.049407786665887465,0.032258938542058864
TLN1,0.04495284872548398,-0.02724479942531359,0.0006597980443523555,0.011960339165930122,-0.04009267497731489
COL2A1,-0.020207236872524573,,,,0.05622037774996648
SHH,-0.0678010713442925,0.03521729094098704,0.08237391317808043,,-0.03737031270414126
PON2,0.08711161081377937,0.010088464219941095,-0.004471198242164636,0.01202125154820273,0.10236892339432026
ICAM5,-0.03649565371846658,0.016472468924585655,0.00889828614367994,,0.07454130177565763
HPX,0.03552179757352922,-0.0006893694510793507,0.0031582472610333723,-0.010508227190668634,0.05825983544811822
SFRP2,,-0.014164967602454547,-0.029540507054682016,,0.04176616664714514
CFC1,,-0.010899450703722191,,,
CD70,,-0.020331291811532776,,-0.04165135157663354,0.05341933856804712
HP,-0.016311546538047995,0.023873205243197974,0.003776295437013143,-0.0805359134334922,-0.017152275046507803
CXCL2,0.032125454287391206,0.005449945999353758,0.00011835298344816,-0.03780856570804266,-0.05209880175722613
NPPB,,-0.00954400230253853,,,-0.020887989843932933
CCK,-0.09801909858811172,0.021869940234941317,-0.09279325240944644,,0.05061471852939912
SEMA6A,0.04687553441117341,0.03011927207484205,0.0191966052970713,0.0863940667915977,0.07909796006023823
IRAK4,0.07792195219840498,-0.00777151212382253,-0.048849194370609764,0.030275108590557053,-0.00810292868539282
GSTP1,-0.017071174932943266,0.07062926855741265,0.04177410427719221,-0.012354873675159342,0.07765160496313897
VCAM1,0.08845839393792923,0.039939632992353424,0.03597603125662035,0.027133769496675883,0.08191806688094222
NXPH3,0.0398987647344397,0.05448475596817398,0.06608001028160515,0.05646337440185816,0.1424857178097892
MTMR4,0.057824596963871676,0.06636713104125624,0.021128744907188,-0.10538953617511808,0.03405986824631334
LAMC2,,-0.012014834130055253,,-0.03837809586695919,0.05699534524640045
IL10,0.007073659683991131,0.02110871899472201,,-0.036268260096047694,-0.04108341186556159
SEMA4D,-0.005841329326468378,-0.0527219922952393,0.05017515128165952,-0.04345922715232436,0.04387006701774855
TRH,-0.0319529797382872,0.009362173654521853,,,0.011415165375893384
SEMA6D,0.0008356907080612888,-0.01044201433547312,0.002447862132864608,-0.04743213717103141,0.08974778270426789
CEL,0.08696205949452847,,,-0.03705062870767654,0.031804903997082176
PDCD1LG2,-0.003462991720393686,0.000593255639367699,0.05743001093549789,0.018158952952072434,-0.004468872471307368
SPINT1,-0.0009987029787286875,-0.020873148782844,-0.05643299997180675,-0.01997138246109512,-0.012527828317014432
CTHRC1,-0.020926649356281003,0.039623811167193074,-0.028334645026997157,0.15023415887829172,-0.03764017892357376
