,ZH8812bulk,ZH881inf,ZH916inf
CNTN4,-0.02478692235516149,-0.056131338570237464,-0.03370269804776793
MFNG,-0.05189681745014188,0.04900175158887568,-0.04718414171284464
ICAM1,0.045206508642914596,0.0042507270172003914,0.17534909804783747
PROS1,0.044577831493593185,0.08386453519047332,0.0015135904721625694
CLCF1,0.016479043180361082,0.03129184946669202,
PSAP,-0.004386449248306214,-0.06673156083115826,-0.014448845103029039
EFEMP1,0.02822582394076489,-0.012545821014782743,0.055735227616247926
C1QTNF1,0.09278182648661945,0.03853139729993169,-0.03552129771685606
ALB,0.08821794849797374,-0.040904708855304665,-0.06633523786648993
EFNA3,-0.011297669863010082,0.003951383217236626,-0.08240887816122959
DRAXIN,0.005664011720016073,-0.0041911476569681414,-0.05294078810114916
NPTX2,-0.046612282168339486,-0.1097234746170963,-0.0729030702041092
FGF11,-0.021937884657542015,0.07214201572942716,0.08090779135223951
CD59,0.004380759306142531,-0.142378307979454,0.07375244412455938
COL9A2,-0.013567272034236385,-0.11493951254710842,0.09579046707243337
DLL3,0.05977647701017827,-0.03159407498231905,-0.07828607270102571
LIN7C,0.05964564661459926,0.11114738938310102,0.10952925432103498
GDF7,0.03630960588404371,,
PSPN,-0.0012776897542582275,-0.016422432069015395,0.1158157555901089
ANGPT1,-0.02862128330453296,-0.042298018004417015,0.12632974827938925
PNOC,,-0.035721601945985317,-0.06416654708269598
L1CAM,-0.031531463343980284,-0.016556795831037422,-0.10665517249833253
APOA1,0.051488110666715214,,-0.034024882288592746
PSEN1,0.015763824235334473,-0.022852256629679588,0.10773479834130545
CALM2,-0.06126819235328097,-0.020373094406962864,0.008615885785052938
CLEC2B,-0.02606292100795432,-0.027370377418491305,-0.06372715183875229
NTNG1,-0.02067718323918972,-0.04877736973672596,-0.022456799068720106
LRIG1,0.009909418339579344,-0.08989716757506964,-0.09002157045048854
CPAMD8,-0.039600652321806325,0.06655164406569689,0.0190875243802233
GHRL,0.012070430055534749,,
NPY,-0.03638525857139948,-0.10432908727307232,-0.047939914162736096
MMP2,0.04257743331872452,0.049801676271574426,-0.06183938515143727
ALKAL2,0.0380133738495709,,-0.06194799625001527
CSF1,-0.034519292824914116,0.050415905565016184,0.015728914423520143
SEMA4C,0.013814273730267944,-0.07271750120930029,0.04781670243688131
ICAM2,0.04755570495463282,-0.03982743667776946,0.002175361258859219
SYTL3,-0.029460794255649573,-0.04954847574437304,
IL1A,0.02148085283400281,0.062401998839344004,0.0318100824585306
PGF,0.03389550870150073,0.00016741083218330179,-0.05874603428850032
LGALS8,0.01683291548329187,-0.10634303428752116,-0.0937864716145027
DKK3,0.007380758784695344,-0.1280433428580206,-0.10788684456493688
COL16A1,-0.0012909168183907955,-0.004991381655264795,-0.06050532547897825
TPH1,0.02931177601859405,,-0.03253898599314903
TNC,0.058909308317805505,0.04292165403794248,-0.01928822655689019
TNFSF9,-0.02209546650381435,-0.07070143294884694,-0.07012814082082246
C4A,-0.026907176547981557,-0.02829530262167572,
CNTN2,-0.06389453084908275,0.010564546703970461,0.0769502986552839
LUM,0.068077686373147,-0.0347092042804209,
BTC,-0.023087372948359254,,
APOC1,-0.08715109660739355,-0.010940637433106701,0.00279653006661977
PKM,0.08480788372720552,0.08101258062674657,0.10829625798526632
TNF,,,-0.03216197893711168
GNAS,0.09076453887388147,-0.1594499165493304,0.05626578756360942
BMP8B,-0.017295332553081563,0.1061986712701303,-0.024562747243186106
CCL28,0.009411482123984984,,
PTPN11,-0.08310464715682121,0.0447174692313784,-0.028641321707732755
ADAM12,0.045093908224724304,-0.05400152416573826,
EDN3,-0.0013423107455219584,,-0.006563107729289388
CCL22,-0.023087373970116957,0.054600883670359125,
CCL2,0.0017036856696115538,0.047265607665450474,0.012794817648995068
DSCAM,-0.02464619422845882,0.12368761046703668,0.021630365752250538
ANG,0.018471739038358588,0.12389565684930737,
FBLN2,-0.04562002595159352,-0.035520334305628856,0.03792889210908215
VEGFA,0.03906201987294972,0.0404333655600697,-0.0029194228801216492
F10,-0.019974926411986886,-0.03367018573826371,
SERPINA1,0.00437541532101037,-0.030185602411579932,0.06460138209425849
VWF,0.009987833127883,0.1129770828166583,-0.0850844471743419
GDNF,,,0.09289884065119236
VASP,-0.0043714717610019,-0.04337884538198429,0.06374039825553938
ADAM15,0.0030957429658262803,-0.009884076802705942,0.04717145033521867
OLFM2,-0.005671232531533739,0.03018720122407063,0.01648826192657786
MFAP2,0.006150723213844452,,
HLA-C,0.06271450220548551,-0.04644552025185532,-0.07158932124636085
THBS1,-0.0005710359677148526,0.0883314648671045,0.09870976728922888
HSPA4,0.061218960122897306,0.07824310260927073,-0.06288912266129383
LMAN1,0.028844205621313096,0.0959232803532208,0.07211946142159167
APOE,0.05337024183536148,0.06902214896974995,0.008996255064818123
SOSTDC1,,,-0.03474632039212498
ANXA1,-0.03944186186073729,0.07183852814153849,-0.10545356753412413
WNT2B,-0.03687974719137215,0.029346200677642317,-0.0563807627753927
AMH,-0.018599272624486105,,
GDF10,-0.023474370846888627,0.014427205153663667,-0.057808304863251884
EFNB3,0.037510863030748284,-0.08707169173575081,-0.04529139551667431
LTB,-0.011045259734746116,,0.01633574312285044
ANGPT2,0.020975787215415622,0.05466511915215779,0.05374725821893906
NRTN,-0.0234743792682086,,-0.048248563625728665
ADAM17,0.0007470945583582078,0.03103155363209571,-0.016639938752375072
LRPAP1,0.11070666725690144,-0.08824615883170532,0.023286509717306843
NID1,0.04729935417888645,0.01628814917701852,-0.003297565368862173
MST1,-0.017015495269952097,0.0799122087005253,0.06456284517349666
DCN,0.007564059210287064,0.03968716961503948,-0.024449644520211256
IGFL2,,,-0.04010427717749377
COL7A1,0.06754808777076143,-0.024047816453408186,-0.06460418319084522
CALR,-0.007283451835719172,-0.005659150554439756,-0.0417914334393205
PIGA,0.0009199791938769277,-0.07798210510129426,-0.052935017556019044
CD200,0.006484122870751413,-0.08014486057542466,0.06505284309567616
GRP,-0.025688600283592943,,
CDH1,0.022460470806663274,0.023216462667027562,-0.03712290581352239
LPL,0.06587127208761476,0.03924915441052888,0.05730210685377539
SEMA5A,0.0660224116702388,0.04299928320265006,0.0011180544218940597
SEMA7A,0.04877589146576691,-0.03700846403661761,-0.027358296131339128
SEMA4G,-0.04237929109003569,-0.030700807277896803,0.07438243878332179
SEMA3B,-0.08683104621765982,0.0048170606974328855,0.12631598321790383
RPH3A,-0.022440953424408397,0.11905791269855054,0.06745796120970428
JAG2,-0.002744070519418282,-0.052913987431959464,-0.0077573649243910334
CGN,-0.04889157437478694,-0.043935448747654,0.198911638474062
GDF15,-0.05031755244929926,-0.03003049521121908,
SEMA4F,0.05973696637268939,-0.07329401714451671,-0.013772742729772657
NXPH1,0.056455034418694004,-0.02026325043246594,0.06102485203393092
ARF1,-0.037499028076192945,0.10320073523967205,-0.030715096927533016
EBI3,-0.010896077352371728,-0.06221621470417384,-0.03634681877577641
TIMP1,0.06586591338678004,0.0839469226620634,0.018719802473084766
SEMA3C,-0.030601790437892462,0.006676801538167566,-0.0076276628258971245
GAS6,0.04916319117500727,-0.028473517002506717,-0.08461927928399458
MEPE,,,-0.036835220858226866
SERPINE1,0.015681285667867896,0.1574506265944656,0.0444027248102794
RSPO2,0.033799337624440685,-0.06479944379610356,-0.0672038011309395
SHBG,-0.03107927866162768,,
LGALS3BP,0.000646078034989174,0.055116472876503356,-0.028712231670961135
LAMB1,0.07843104292509535,-0.07039811153629162,0.11162429024633636
SPTBN2,-0.04318406815848133,0.0157536151626941,-0.08227571229372249
COL1A2,0.019951180444312107,0.09305609697628581,0.07130957101274035
LGALS1,0.0017819475206871395,-0.030292535455967322,-0.02209762194517493
BCAN,0.026714022949183985,0.07071420681541832,0.003958401340937391
ANOS1,-0.026890239123186683,0.06626948285514078,0.03752405170461832
EDA,-0.005098719439331993,0.006323666295879075,0.05774143388814258
FGF22,-0.025150941465970265,-0.0336701712147525,-0.05780841564849174
TGFB1,0.08903117531019722,0.02563477553315043,-0.06894172939810257
MSTN,0.017795355940842524,,0.015588237933147174
WNT4,-0.018119424959075123,,-0.004885045083736788
TNFSF4,-0.027915603786403898,,-0.016217403005485118
NTN1,0.07051674434678304,0.10008371985742018,0.020882846711310278
CXCL12,0.004980527084576669,-0.02787282683011944,0.0044021856161814005
GNRH1,-0.018360795213471025,,
RIMS1,0.06789320402841306,0.04545211630520358,-0.04804687017554089
FGF14,0.02400553153730502,-0.08183145606160294,-0.06688856254523097
IGF1,-0.03928462637365831,-0.025568413415684204,-0.029894707828737144
TNFSF10,0.0199310935757094,-0.03671007274019623,0.09206748066207476
GDF5,0.06407143582425498,,
CHAD,-0.02041457996786634,-0.015229142121413537,-0.049321465496485535
RGMA,0.002051888979883818,-0.032479420630411565,-0.07126494975468227
WNT16,-0.0168646169921634,,
CX3CL1,0.008441459153174584,0.05895097992920019,-0.08533532532289924
FGF1,-0.008601450312044344,-0.05551660557115757,0.08838192569218573
ALOX5AP,-0.018153118161147896,0.02440523777806661,0.098095748039619
IL1RN,,-0.041788856034010856,
FGF23,,,0.13314307114172583
NPW,-0.018834944323826777,,0.04148568669841567
CXCL9,-0.022093719551327187,,
ANGPTL4,-0.021471431203127233,0.03982314860169344,0.01311369050304778
COL4A3,0.15298854737277462,,
NRG3,-0.00959492770628907,-0.053235692970394766,-0.0014587445223010595
COLQ,0.08183468261845256,,0.1457393471866638
TNFSF12,0.08867400585636555,0.04618609949028793,0.15327321873206415
DKK2,,0.004414381318552801,
FYN,0.04774369595693306,0.050373855629094084,0.04665154498374997
ACE,0.03536339188411995,,0.013960906785974631
IL18,-0.03765627249776119,0.0015313501744670488,-0.04077786996057487
PPBP,-0.02168490398479743,,
CCL27,-0.02328159218800561,,
SERPING1,0.05817635596064645,-0.05746652282654711,0.006590824633895575
AZGP1,0.06791821484605941,-0.08703616879892132,-0.05639324201326395
INHA,-0.0188349442121876,,-0.02936531311607889
SEMA3G,-0.017376681893750613,,
COL6A1,0.09111175734900621,0.028441644632595152,0.017189067827067313
FGF17,,,-0.031772686777894535
TNFSF8,-0.016864623548617324,,
FGF20,-0.033565301902996496,,
ICAM3,0.07653065274411627,-0.03621872207674917,-0.04985110121321237
LAMA4,8.722121418825478e-06,-0.010106324860507216,-0.01263904680256141
DLL4,-0.022989296393210634,0.18942103233588287,-0.04660258198506682
SEMA3A,-0.06170405748738638,-0.03135060666841649,-0.011233692726865115
RLN2,-0.028080726798210456,,
C5,-0.04760209810331272,-0.042225153527537036,-0.017031463126033562
COMP,-0.020195838916737614,,
C1QA,0.021628837069875187,-0.13648094848207584,0.11129101883844768
COL9A3,-0.02394763763408861,0.06360254255075401,0.05015930924976388
HGF,0.054061316583547375,-0.00679784485975545,-0.028565938638614695
P4HB,0.096375232601367,0.020177100733605072,0.04201049831553585
ADCYAP1,-0.018092716022199435,,-0.0605902196883827
GREM1,-0.05733703341741859,-0.03819427194875071,0.1357794296722778
EGF,-0.03687975271217123,,-0.04256312414801182
VEGFB,-0.01553111951682052,-0.011855961232362414,0.04428439277646174
FARP2,-0.014693037587979893,0.012729589270880937,0.10004759083235122
LAMA2,0.013100479705309006,-0.013018069572652882,-0.0015397094989336151
EFEMP2,0.029001257196673107,-0.012341411847775725,-0.010154015365124279
SELPLG,0.008175525923742823,-0.01268311278050133,-0.005675115101178755
HLA-E,-0.006911127043697437,0.04967650034729054,0.09401770780823977
PTN,0.08821869893038765,0.04217574159528579,0.005763351526277205
CD274,-0.0459648668091478,-0.006104122022956733,
CD14,0.08353328830624905,0.0033396570180027063,0.07040105299022277
SFTPD,-0.007558166912765237,0.022651804686265868,0.015386149702889648
SLIT1,0.06478008471102317,-0.012916351544394647,0.025928132011061023
CNTF,-0.0173766887506993,,0.02168816460273602
BST1,0.0021284653555135352,-0.04308723035205551,-0.042563133424954366
AGTRAP,0.0707917995440909,0.05972482544985229,0.17797741145941115
LAMC1,0.018510074643775278,-0.009453978192266942,0.037829130265593994
COL6A3,0.01277875537015506,0.01235449879051186,-0.08726330142042495
FN1,0.0541339401301981,-0.015179847826491732,0.004332976641280927
MIF,0.00911493168949122,0.012836205348212507,-0.015608338470498336
JAG1,0.05289376003884777,0.08955988135584633,0.09157447672629222
NID2,0.03612939986916846,0.08787128651749382,0.013641083056163681
EFNB1,0.03422892810121027,-0.047343817310758,-0.0785339123174462
COL4A2,0.04481666374645646,0.14144794907429445,0.004485824181755857
SPP1,0.05096629388394431,0.06741231627239869,0.0648067896974612
PODXL2,-0.010454472250119758,0.04304958507928878,-0.032544118075031464
FGF9,,,-0.06547330669438539
ITIH2,0.04547907819082729,-0.030367487265007403,
ADAM10,0.04491103627363145,-0.0518833518826408,0.024129428947701963
CFH,-0.01939095873434522,-0.048388246256856,-0.029044541496016357
COL4A5,0.0031290332947941273,-0.07670257946735051,-0.1055592095396051
LTBP3,0.07496795816547489,0.05498999865983965,0.03730932815388678
GNB3,0.022162136584066416,,
COL6A2,0.05654592377454388,-0.020177760457387107,-0.0391433284416296
GDF9,-0.006131468643357839,,-0.015803332941885042
NCAM1,0.010434943296962493,0.004987265569286877,0.036653401370110784
APOC2,0.0010576096500076028,-0.07152332743692265,-0.02875517239311068
BST2,0.06964478039591522,0.02973749918796014,-0.008813778618937326
COL5A1,0.015439939007078546,-0.009593192333629137,0.0017751672365929195
CALM3,-0.02638246797033207,-0.07763170111597868,-0.11161051884763262
THBS2,-0.05637527043404945,0.10967485717202823,0.06421854118963945
SERPINE2,0.09389943414378918,-0.022153802018667863,-0.048442375394076906
EFNB2,0.08543883124644175,-0.06681917079860945,-0.0021223221975621618
PROK1,-0.017376671788788395,,
MMP9,0.06361729431166994,,
NPPA,0.02280884688906677,-0.02455262175183886,
APOB,-0.019067953376011974,,
C4B,-0.01929834018266823,-0.0472064448582912,
NTNG2,-0.05723578319010309,-0.09105612628418872,-0.10058674469656953
LAMA1,-0.029591355571470086,,0.0672450003466563
UCN,0.020363664869463248,-0.006418897085251925,-0.049321261108315716
ARTN,0.05825301462460192,,
PDGFD,0.06535560552632062,-0.007226447337313811,-0.042563005094454334
EDN1,0.11369449776668858,0.016200708934358998,-0.07339597206364272
ARPC5,-0.05306024351254159,0.045254014806322886,0.016540844656133213
GSTO1,-0.06563620596215577,-0.012158851672899162,-0.010370678789171684
SYK,-0.045465718585988316,-0.013758080221778692,-0.004659211635827168
ST6GAL1,-0.029902110285153424,0.022947299580250585,0.10224314067298809
WNT3,0.014972491959352454,-0.03671000894973715,-0.017293042785125067
HSP90B1,0.04169099996494702,-0.04288440127611175,-0.0022644388594348936
ZP3,0.007202980915119581,-0.03815140977987512,0.07988203619398838
ANGPT4,0.06407805617310416,,
NRG2,-0.010434303645361227,-0.06669604745655826,-0.0680374365363765
MELTF,0.041521087687714536,-0.006400290401039689,-0.0646042531364945
NLGN1,0.0640653730663763,0.021145691673541946,0.005891547592888675
SLIT3,-0.02441819596790772,-0.06856134048278038,0.020923715290203627
CCL8,,0.022671222767769842,-0.05089695189196581
S100A4,-0.08653369390869045,0.01811844433197021,0.04133538839555502
TNFSF13B,0.13136916979471067,0.03654237867107559,-0.05938358579679965
HSPG2,0.05682185728610541,0.10039448596962172,-0.053940362037104124
FAM3C,0.032755413732331165,-0.0853726143239719,-0.11444731665149036
FLT3LG,-0.018348466192457082,-0.055427896384479855,
A2M,0.0024582155912337565,0.01074113297624967,0.06928748529228045
VCL,0.10993967194839935,0.022166916926583756,0.06710758573614152
FGF2,-0.009096926158528309,-0.005282293436970959,-0.028604181846856182
CNTN3,0.04620418806626075,-0.036218690266165546,0.12216591326737947
RNASE2,-0.03455348322485417,-0.03787099489184084,-0.007975371396551799
PDGFC,0.08470732026848461,0.020745686277821515,0.06416136492746358
COL8A2,0.02600731465666144,-0.05770394249286232,0.08373113013381722
SPON2,0.004914332334767302,-0.03815140977987512,
SEMA3D,0.017411860150112805,-0.034193111164576274,-0.0628417814481924
BMP6,-0.0228917094679705,,
TIMP2,0.07663378410850036,0.1154074707715598,0.06976935899192095
EFNA1,0.042214814357491574,0.12251783422374347,0.0037764706837974827
S100A12,-0.018599265622025636,,-0.05089709243721248
TFPI,-0.012171729460453438,-0.038621616116239106,-0.05089708306749315
GPC3,-0.0010370880516670333,,
LAMB3,0.002909038816456371,0.04021369612598464,-0.06590521224377861
LGALS9,0.010681817632161097,0.0036519928583714704,-0.07905073899084004
VIM,0.07977591844038352,0.05476512940442702,-0.08818092732886847
PLAU,0.03851252886626417,0.07667938504685956,-0.048787432518369776
TGFB3,-0.0329681038408265,0.04509150454476562,-0.0069464024544276205
APLN,0.011810176848253735,0.013870517138979738,0.13245517608937354
SHANK2,-0.018119414198389996,-0.05364074763495425,-0.03416044700488923
LTF,0.05805898546026822,-0.016798310951184618,0.15209923511016965
PENK,0.07177376572407977,-0.07100407559622292,-0.03177267879170724
CTF1,0.05926392991613428,0.1818548498548564,-0.0632854547728459
COL3A1,0.0061984975890340445,-0.0347092042804209,-0.04073068204128436
S100A10,-0.0006715041930526613,0.08618087000476317,-0.03525160330753608
FGF13,-0.01686462404344435,-0.04159064300121086,-0.0788705509301768
SEMA4A,-0.02792174087934617,0.006859512729864497,-0.044244353927569785
EFNA4,-0.03942905157723271,0.13364847111614744,0.0044357636784091
HSPA8,-0.044161328357390416,-0.04391722407633825,0.01967397693214555
NPB,0.05869875936429658,-0.07807913960727106,0.0018669235142886368
SEMA3E,-0.014246296673750058,-0.050790269128014355,0.027188189462534013
ADAM9,0.08368161465811773,0.0418240322745023,0.03003445602089714
ASIP,0.02839583470288704,-0.048388293675413585,
IBSP,0.14066231609237737,,
FAT4,-0.05062632859351944,-0.01280714293495362,-0.0634513161090157
MDK,0.06205560783231855,0.037051296005302714,-0.029134559486202312
HSPA1A,-0.039168009819731404,-0.0299515808991082,0.004598306861937001
SEMA3F,0.10021789406306933,,
ARF6,0.04989131066068942,-0.0706370973255699,0.009293265292941043
IL6,,0.05803086871399865,
CALM1,-0.017522257094100588,-0.07003353626927988,-0.1623984787270122
VIP,,-0.0017518936432031882,0.08981042317224767
NMB,0.020565376454874648,0.09351176039831836,-0.028684656683106893
CCL26,-0.020414576545361864,,
FBLN1,-0.005393015566733146,0.041119108063293844,0.1066412571101877
SAA1,-0.04855915038298539,,
MICB,0.02957403811870909,,0.18449789071892778
F13A1,0.0068616679624611925,,-0.03328922438765569
COL5A2,0.06396216052615954,-0.05471802457108447,-0.003991245583745051
EFNA5,0.00023860476429007148,-0.04205014882489011,0.08701646280982178
AREG,-0.023281574946027034,-0.040456605696996564,
EDIL3,-0.07534449589714183,0.01660625925817436,0.16887643629163626
CD86,-0.004901821915235104,-0.0845761325449502,0.03001024345088051
HRAS,0.02937775780686071,0.00977453522600347,0.015815751673096606
C1QTNF5,-0.024530681241682013,0.07310974618594805,
RLN1,-0.016337565655249898,,
COL4A1,0.0477311385806817,0.11955791516771568,-0.05520331004846548
CCL3,0.011130830167708132,-0.0515911853333871,-0.015411698956042108
BGN,0.0621303834503772,0.11154887773409601,-0.06956784682775444
S100A9,0.04972585620920812,-0.060397381877459126,-0.03833013236327325
HCRT,0.0823880218943541,0.1038765097305175,-0.05141394264347268
FADD,0.014360063851554413,0.027991982298734737,-0.08743389404321568
ACTR2,0.04113736681777722,-0.005158484511071926,0.05466610064406596
BMP2,-0.02621364386871704,0.017799554518488175,-0.006560726424941336
PDYN,,-0.04351298189224416,-0.055898984253489895
CD55,0.0036534246962696857,-0.11050634972419014,-0.06481060796922089
OSTN,-0.01686462181672309,,
CD6,0.0702512028156376,,
IL16,0.0009061273558525734,,0.08800131695898328
LAMA5,0.024977665819621454,-0.017796730338973176,0.03630942446608372
RGMB,0.017756577188871504,0.041926699244277436,0.04005683468771611
IL12A,0.005181384833938842,0.013412168216148953,-0.05874600780980064
S100A8,0.0008075147816673005,0.06761403203478665,0.011645094919089449
TAC3,,-0.047996759583478786,0.12780084915410625
MFAP5,-0.023281578726350612,0.014887462876710616,
CXCL16,0.050761413446775504,0.04262040573136896,0.08259888830486327
AGRN,0.07528785842299592,0.0569476964540723,-0.095662088989018
COL4A6,0.016940523850339635,-0.057520675851392346,
