,MGH258,UKF269,UKF296,UKF334
IGFL3,,-0.019381236751329304,,
BMP1,-0.018906771034227814,0.04456779322793175,-0.036675566145181145,-0.012530518050492353
NDP,-0.01032189017860859,0.034017605818498185,0.012858572198247285,0.00518599645376454
TNFSF18,-0.02166145803074443,-0.028780554735052546,,
IL36G,,,,-0.013143812180114152
RTN4,-0.02772826316436991,-0.10229106482367907,-0.019657993975367088,-0.02397906005111603
HEBP1,0.030033767083522712,0.03593666181450148,-0.05181926862535079,0.009383202478608197
WNT7B,-0.01908306606935387,-0.045668990980498425,0.03045694405875529,-0.014446564297255661
PTMA,-0.03940633211399502,-0.039254996162780095,0.019451938547334548,0.022716125163318848
FASLG,0.030048053086226767,,,
CEACAM1,-0.02649701173695827,0.058470385677056716,,
PDAP1,0.05663954547237156,0.10210132575051757,0.007466151948229845,-0.0013680608029496093
QDPR,-0.07466053910883988,-0.08142866560582805,0.03877148401663581,-0.05188063652997482
POMC,-0.0038097467487932767,0.007796186372935388,-0.01880636276510469,-0.028160758473027164
CCL17,,,-0.016158209700427296,-0.012007245579235553
VEGFD,,0.11104613439387771,-0.011852242223369343,-0.012868536991727632
WNT5A,0.1008221931704371,0.06762377860427553,-0.008090392398157132,0.006055656071423933
CXCL8,,0.021869577468252733,-0.011037323311026444,-0.038690766768142607
GRN,-0.04922399187258975,0.08642987178467118,-0.0014044448148718893,-0.047712503734644196
MIA,0.03114520678792802,0.10526003079788905,-0.013479429470111867,-0.01762405114382533
COL4A4,-0.022100522015285742,0.021557420245422648,0.002852027557519556,-0.017095983445918294
TAC1,-0.01908306108177377,-0.037512449626062504,0.06300139254515033,0.01870741197804842
RARRES2,0.02638082384880901,0.11334702600105144,-0.0028297535398214614,0.0654005548716528
FGF7,-0.044933423305125245,0.04813696689320164,-0.02754660345725172,0.02451244021429948
HBEGF,-0.022888233535622336,0.03431374168086988,-0.010651501735394905,0.03450595053039301
CSF3,,-0.020206131311307104,,
PI3,,0.011758436457344739,,
PCSK1N,0.018935330525164037,0.010595504985410419,-0.022142577048803926,-0.0028448983400841585
NTS,,-0.024835766004709117,0.011800717921881552,
SFRP1,0.04175967364650025,0.049818215111951655,-0.016158209863153743,-0.013827770402309017
MICA,0.006568730493458469,0.053515981979024636,0.006407578295915557,0.014468493928618417
TG,-0.022100517034848013,-0.008715843577811506,-0.011693626191216389,-0.01803657711764981
ADA,0.02298485704521221,0.06604047557932552,0.042224308604589235,-0.03906312962301449
LAMC3,0.015070358442152407,0.05591522891024025,0.019751853249255335,-0.0292703658736837
HMGB1,-0.016524981122824047,0.12979316440030503,0.03701693092858695,-0.019454965901919533
ITGB3BP,-0.030610312096642337,0.09557668106727753,0.009629658296550804,0.04406100216223894
AANAT,,-0.01822647725951948,-0.013479430219872152,-0.016106571439099552
RELN,-0.018321914554162957,-0.053482203019777116,0.01243951641650096,-0.017831364798280853
IL15,-0.032889347374327756,-0.012709135645751178,-0.0077930396897470285,-0.014938100576142706
UTS2,,-0.00106591209080783,,
BSG,0.06273390188834672,0.024464471325373067,-5.381715786542751e-05,-0.01688704022629596
ADAMTS3,0.08336264425805122,0.08889172138945094,0.019517323853718044,-0.024822301999974455
CD34,0.048788561096353114,-0.03881110662747222,-0.0014369966185731604,0.008652205371258891
CCL23,,-0.02073883785850031,,
PLAT,0.04748249202616003,0.14501666424630014,-0.011185941373766611,-0.03518661079849623
NTF3,,,0.04418996329562484,
LTA,,,,0.008265112760459227
CKLF,-0.02333560196237131,0.13415415376814932,0.008102885941514851,-0.0849981737269155
CD24,-0.05106755676715945,0.034286774486261926,-0.07077097659894915,0.11194295716525912
HSP90AA1,-0.034669389420726206,-0.08839720431899299,-0.003725026029085238,-0.010204473018264415
BMP4,0.08243916682016786,0.029389898100749306,-0.032205992349546346,-0.012728806135258786
SCGB3A1,,,-0.011370031228583322,-0.010423610320609419
IGFBP4,0.004653086190651975,0.03268501426641147,-0.008092296279271856,-0.015193910895374927
RSPO4,,,-0.011370029565459046,0.01379375159246873
LEFTY2,-0.02188200307106462,0.15543849324743955,-0.012467376477042777,-0.018440920614358813
ANGPTL2,0.071475044903018,0.07698827566352423,0.016177243286233132,0.05622708168379658
LRIG2,0.007230136789781184,0.023737239052052824,0.00020219210947888854,0.020564988421741662
ICOSLG,0.1202549633147182,-0.032186390493927915,0.03181937837042633,0.06027068927441982
WIF1,,-0.07634709004879207,-0.021396041531436115,0.020432624554589385
NPPC,0.07471005153990931,-0.00133606388696686,-0.015801558608271375,0.03484347031314092
LYZ,-0.04055238990316847,0.060869708214855316,0.054130274570622826,-0.02238372329942479
SPTAN1,0.06875788461820032,-0.03785918668802187,-0.033436798152972035,-0.012308233144274811
LIPC,-0.028295277572778096,0.003490205757533473,,0.03715083333819369
COL8A1,-0.0377007268225188,0.0514337295980512,-0.016632763717743367,-0.010342574196047035
GSTM2,0.06027027300181689,0.061682135847668525,0.046254873303860355,0.008782016051934202
SPX,0.007674886622781062,-0.03986388790878565,0.021923101009027765,0.008433757925055843
MFGE8,0.03343530096474151,0.026227472517677156,0.00421445760882294,-0.04547742917904029
TGFA,-0.009206794091564559,0.017959978269493273,0.059830133225341524,0.050839074273663826
SLIT2,-0.022744636840448862,0.0017284397935672141,0.015662475333206017,-0.022162373706219995
PLTP,0.03926067247500134,0.052968140174295845,-0.02915626075680398,-0.03517701647109641
APOD,-0.07142866431132654,0.047092572123794904,-0.0011514903671629715,0.004588633113733439
B2M,-0.03380898561296377,0.10833749942583913,0.024079789813427517,-0.04828572905743192
OMG,-0.03619957032352537,0.0009446113154398129,-0.04023595090724453,0.0010580126780266638
CXCL3,-0.017797616463042676,0.007877189794434835,0.011224974952084087,-0.010758138829507838
CXCL10,0.08330174254774038,0.08891095679091021,0.042632667171274084,-0.017095984525963486
RSPO3,,0.010167816085209619,-0.010687209021813488,-0.011242047734020382
CORT,-0.02210052165954008,-0.008011677750452657,0.008702364878555472,0.01790430179666476
NCAN,0.0045204278102366525,0.02049687004455291,-0.055426799327780565,-0.016832222834306496
PRG4,,0.002999235921342171,,0.08981037917180074
ZG16B,,-0.027991832338298564,,
TGM2,-0.018218524385674062,0.018885366285546528,-0.0530239362954401,-0.016121895057437535
VEGFC,-0.02210052308252284,0.012882259443973521,0.042809618356828956,-0.0134137842403636
WNT6,,0.03414566208848156,,0.016884913745356514
NRG4,,0.016711775847466775,-0.003988829895466402,-0.01564874388951625
COL9A1,-0.0271045306337126,0.13837624781971214,-0.024085286646794934,-0.017831371637742798
GDF11,0.03141604837892244,0.08408320861623542,-0.017816482237801013,0.009598477468368255
SORBS1,-0.05457198520556683,-0.005679331140219702,-0.01099541311747002,-0.011958056517704195
DLL1,0.04801080524669785,0.03368220245958391,-0.0021282766884751733,-0.01266085764522557
TLN1,-0.020639631637503545,0.024675547539845796,0.0026469027119444357,-0.0009162203682000477
COL2A1,-0.02075804184642156,0.15300184989588533,,-0.010921719590302525
SHH,,-0.01881228189711518,-0.013054823609252655,-0.010423609409520987
PON2,0.09702270836679348,0.10410299873254791,-0.018443324322164716,0.010578361658309264
ICAM5,,-0.013768204982464935,-0.007461245304674838,-0.020356746124962823
HPX,-0.02357868836155438,0.045242589588769415,0.09034753985035002,-0.0001908818046014759
SFRP2,,-0.019098764619004033,-0.013903691693841999,-0.0033814660337913075
HP,0.008092528461923706,0.011642331036109588,-0.039113374100279596,0.0037776261190813547
CXCL2,-0.021313823403861478,0.025554927944512553,-0.015801557371592608,-0.020630828278542315
NPPB,,,,-0.013413785215986592
CCK,-0.0153269131375369,-0.09536042816236402,0.02549762695317908,0.0020251362926544418
SEMA6A,0.012413638933841295,0.08495364430696026,-0.006431509536819164,0.018434184394647894
IRAK4,0.020764240939454986,0.029339935849468684,0.04131409460708904,0.014161173884391923
GSTP1,0.03489031746276778,0.08499912828856565,0.006608384912968211,0.009495636694466533
VCAM1,-0.022474360096967072,0.024888339563231894,0.040166509843065384,-0.015709863515390415
NXPH3,0.06551889217105647,0.035615829645385934,-0.011931000609070472,0.03683777664616329
MTMR4,-0.0005700486534301487,0.03902573173186178,-0.01674624051548197,0.030033421849568608
IL10,-0.022955714053319518,-0.031402161087091214,,-0.012007244814936834
SEMA4D,-0.004603733062518565,-0.027157664073219703,-0.0012339082453375195,0.0049414912616537795
TRH,-0.020292521159643882,0.0785529674676506,,-0.026245035460985704
SEMA6D,-0.009774536217536742,0.07934628123097154,-0.008449237068693362,0.04362008290451246
PDCD1LG2,-0.057757848775399336,-0.000348922859982016,-0.009694745801496948,-0.020539818472413547
SPINT1,-0.019171452697819086,0.04365179755690105,0.04191571726576959,0.022211546439160908
CTHRC1,-0.02698057187615025,0.09559776702572682,-0.008789492564601703,-0.013638786284811808
PODXL,-0.01775016514074315,0.06998446716945912,-0.02522387860169815,-0.03451465631837691
JAM3,0.02317219632365631,0.0743890561093622,0.011810886286993085,-0.011550693148645009
TGFB2,0.014026798802056383,0.05354662734931019,-0.0417719474551529,0.022992405801034104
COL18A1,0.008439340232307588,0.0629028492674167,-0.028584410090831198,-0.055739092064166496
NODAL,-0.032103810978343555,0.08038510950914415,,-0.01844091855153939
INHBB,0.019441022167209752,0.02300915483996737,0.05111330974757684,-0.03515075725872262
LCN1,,0.052708384811338736,,
ARF4,0.060077353046335505,0.03565486682120977,-0.026575314786094054,0.06801711108478505
CXCL14,-0.013933779870032746,-0.06614609219286366,0.026328184573330936,-0.036171617749520386
LIF,-0.027408862894621355,0.010472954478494334,-0.013479430219872152,-0.02221483705838548
IL17B,,0.0884619940986894,,
MATN1,,0.012697959406753145,,-0.010921718231146783
ADAM28,-0.06655892258680962,0.03687104313564719,-0.018455775813559488,0.003306703183598646
TCN2,0.006744104865506295,0.06577727500635719,-0.053119330540623455,-0.0006754797276389454
THPO,,-0.014569984699142014,-0.014026627186654969,-0.010921719485752067
CUBN,0.05339464080700006,-0.0242968232803725,-0.004395290938506423,0.034824731527816954
TIMP3,0.07248073942236605,0.05292716220012439,-0.05239208555293008,-0.041519960034940226
