,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
GNRH1,-0.018819848907182638,0.03706302024757599,0.03460061694662981,-0.02414988536371393,0.09450994409248513,-0.022611955476281507,-0.025197002449055903,-0.0009694909983376015,-0.01893505849611318,-0.03181283002497039,0.050920613922556,-0.023558335629751837,-0.02752157652091587,,0.08231265764737218,
FGF8,,,,,-0.012363551922291768,,,,,,,,0.009974669655957608,,,
RIMS1,0.038533526680625214,0.007035143997109512,-0.04692333272555533,0.05290747740125142,0.051491594155370426,0.02396455366395812,-0.010738111262249246,0.03903798113559977,0.1455622870033804,0.11357975368825754,-0.040946437810478076,0.005461969373774375,-0.024728273381550772,0.060693035448724494,0.020701049846256432,-0.004863971257371161
FGF14,-0.012330251001146023,-0.022968197958868446,0.006074300914921632,0.03525353889660186,-0.023728288445908748,-0.004112413869219583,0.0035777897904733106,-0.025512189791587408,0.15066710896148594,0.13436057132510967,0.024841275593730595,-0.01049205392725122,-0.015518606946103014,-0.005468593498870135,0.07134205512948517,-0.05535121023417782
IGF1,0.001970569154374039,-0.009011760406318277,-0.035778106716219046,0.05792188065766477,0.08261569460077986,0.09178310371501013,0.0631910618495296,0.019747584364085167,-0.023895106390194615,-0.03593280261569449,-0.04379549846795524,0.06230027299156929,0.04405956169048351,-0.05143507691018518,-0.0860708724103051,0.15321059562347383
TNFSF10,-0.008477398601108249,-0.004428419415028837,0.022164696044666334,-0.0007643863074066686,-0.018136186690459064,-0.0725267439961433,-0.019204909473697688,-0.006048037385908358,0.006133068444488625,-0.044408392036822966,-0.00753435563811097,0.0782193128890871,-0.04462569479203917,-0.011840799306232566,-0.007964194821571928,-0.05476441604928019
GDF5,-0.028826676380635022,,,-0.017493917400775934,-0.028576328706682964,-0.03309423984252083,,-0.013318507334548122,0.056185118672891915,0.10449309115431779,-0.026573311195684634,-0.014105004817472821,0.057634000592625474,,-0.05341646786840759,
CHAD,,,,-0.018687159121578575,0.00024279364824292827,,,-0.020997727804069274,,,,0.13002429317057576,-0.02718975164763784,0.001356455414115695,,-0.04311925350483784
RGMA,0.06312064232874935,-0.014825400360065898,-0.06281347372150209,-0.028725775972251434,-0.004311665012861562,-0.07689461085362725,-0.056750635875520546,0.008858624245944417,-0.04811671450094563,-0.11720593753514526,-0.013466920078021341,-0.04751945699238336,-0.02549170281097767,-0.1387140510370148,0.04514083075778984,-0.03046513436855964
CLEC3A,,,,,,,,0.024514292917028682,,,,,,,,
WNT16,-0.007005500658451407,0.029794659524255255,0.041591778611600405,0.050666960198102344,-0.009278351696813066,-0.037197379124970405,-0.02928054738003985,-0.00845665471358254,0.08740287499866115,,,-0.021638622006802128,-0.01739526267477337,,-0.03829309594203639,
CX3CL1,0.04939531047086274,-0.03263908380572273,0.04441869302442759,-0.05107691777597627,0.07165080112810167,0.05603999917201906,-0.029652192919653677,0.08858690507865505,0.12707077385743326,0.1158252119941621,0.030838192591571608,-0.08323852352158366,0.02061760292078552,0.019744754070826893,0.0438976381624964,-0.06594874398359857
FGF1,0.02760191320354249,0.0028895056728976136,-0.018505537482311873,0.11140436719972853,-0.05880212479655552,-0.016757762899487747,0.012656013169394008,-0.04770692455620704,-0.09720354925407328,0.07019915990177343,-0.023384163801169245,0.020394326479403133,-0.01139057847616705,0.014355065811198112,-0.00184843099475747,0.07165242970968999
ALOX5AP,0.01704602624702215,-0.02157417161228018,0.023140423929257734,-0.02949358270876577,0.018379920689702813,-0.024220362877097074,0.0020792843548130997,0.025478221215412468,-0.1515513956916594,-0.03192116651582655,0.011151147589201445,-0.007080132404096065,-0.02265092313039829,-0.1346904084294123,-0.007936603641469335,0.08760953220268886
IL1RN,-0.022829591226863073,-0.031055810058572088,-0.020596341592236857,-0.061685278434460526,0.00899697760358006,0.0008132971564722125,-0.02645552319676014,,-0.050958027529429864,-0.017691888998796593,-0.03641385005814466,,-0.004853081860147151,-0.04478251246816837,-0.0358906316394569,
PCSK9,,,,,,,,,,,,,-0.01688481981912831,,,
FGF23,,,,,,,,,,,,,,,,-0.010830460244138078
NPW,,,-0.010856638393804687,-0.02089211915788042,-0.012895479121737857,,0.024265858550164162,,,-0.019704912397086972,0.050812918088781286,-0.024166706005350473,-0.01807303353139379,,0.04533415084494321,-0.04205556593500412
CXCL9,-0.0018680716701647373,0.08045516612637851,0.008132512740449325,0.0014617716489010331,,-0.02306647239369187,-0.045942788058869824,-0.024986704203933913,-0.03094541826884091,,0.005863993608923787,0.04574334811265416,,,-0.054968030682259715,
ANGPTL4,-0.05885989280560899,-0.01919220877030036,0.10320906879832872,-0.04015225636015714,-0.026856117388720832,-0.0011271358164197775,-0.0052432767446877054,-0.027176872837315107,-0.0020797254681312093,-0.1295188288974156,0.05890248688280365,0.02823935633359744,-0.04487778101847755,0.09481845947455463,-0.008769907426985721,0.02952660764288223
UCN2,,,-0.016197043015648838,,,-0.0016134633646822081,-0.015900199928418176,,,,,,-0.01907976241052748,,,
COL4A3,0.040109094264462124,0.025075356483896125,0.03503186322245922,-0.012077311022326821,,,0.006462204572700922,-0.035947017710416286,,-0.022311627559965443,,-0.02717714455597482,-0.02668521190916672,,0.05456035518017165,
NRG3,0.007664551538936776,-0.040372296409460606,-0.019173469221700726,0.05393283014213063,0.0872852494390207,0.1007979951896893,0.038420954408300956,-0.0457776138548237,0.06787348045348819,0.1062591688116221,0.02447549491528458,-0.000134693358934091,0.10671815270489263,-0.03699760013312422,0.05199273737904982,0.04339558938401157
IL23A,0.036481766836279766,-0.019228468743663053,0.0204097017540548,-0.03179526119526762,,0.05473510841973217,,,,-0.02714592053957601,,,,,-0.03385302126240351,
COLQ,0.016713035120628904,0.020439699539655857,0.06865293776723795,0.027365280611955457,0.03886117157858588,0.007552512043512426,-0.031293582315234124,-0.018143284372842412,0.014274440218744933,-0.0007678455899877139,0.024151791031827904,0.021260956930396438,-0.0019067933936424643,,0.05733968672906976,0.0007209744902204557
SCGB1A1,,-0.014628085048932447,,,,,,,,,,,-0.01953584124399246,,,
TNFSF12,-0.003628727090723588,0.016773915421148256,0.0016548455767538283,-0.0146167294124132,0.03885806575344875,-0.06523135744394824,0.049521034945765444,-0.03486410208391116,-0.031095752655541126,0.02010415450358754,0.02908034826215657,-0.009696533883784638,-8.2560947312667e-05,-0.09254250973581313,0.04021677618465273,0.06693435848657522
DKK2,-0.032265621254489146,-0.017165858687349628,-0.016435830105106734,-0.012709186627720045,-0.016202736963586505,0.11849973866631201,-0.027345004423091557,0.01564332203430982,0.012225909914798116,,-0.02311622359988614,,-0.022486611783708487,-0.04525008586305595,0.04093875140608341,
FYN,0.0659669600361043,-0.009886111528930736,-0.08017243278775206,-0.053879805681748986,0.001001787522955779,-0.053696118054959434,0.018238287132137126,-0.02244114750985032,0.051025451312801555,-0.02340532534060995,0.04303502059180827,-0.08261843178062184,-0.022885700264833105,-0.1422848697425285,0.05435652280732877,-0.025251407023709104
ACE,-0.029459602113312784,0.02394167027093095,0.018212702372934597,0.006314329119411816,0.06051711169605345,-0.047823716386253816,-0.004243879255130296,-0.02607225397518464,0.06927722041727795,0.030561723935960444,0.023274060159946413,-0.0397550423992317,-0.07923853956685034,,-0.048796750028583406,-0.055781977572205155
IL18,-0.022886792458097698,0.020583097990265923,-0.05951812336843881,0.04414469097023609,0.0405466633941653,-0.09424588089895954,0.010587124116296469,0.04540772211001664,-0.13307401356738002,-0.005822059994124125,0.05904078992525976,0.03951611433092349,0.017020101966672894,-0.030959395816229366,-0.027384041508055026,-0.09196482283919619
PPBP,,,,-0.012031222337648178,,,,,,,,-0.027823427048409687,,,-0.028262834013409167,
CCL27,-0.02043061854471723,,0.02537761460771588,-0.024242885671684596,,0.11054534902277205,-0.030379702809213552,-0.017711790323119564,-0.007906735336017505,-0.03329290431258443,0.08227707787689696,-0.02987210283559161,-0.04599739646307626,,0.07408125783357937,
SERPING1,-0.018994324446598862,-0.04129523204542792,-0.003626380641337026,-0.045979071017787976,-0.012079376054013375,-0.12022185787224245,0.08417027627819931,0.0010664370511905183,-0.09821980689424403,0.059251503285872795,0.021738507597798436,-0.04377686981782662,-0.024996341963210985,0.01607155022967154,-0.0003571289647035047,0.014713420195184785
AZGP1,-0.006048257851307809,0.03435274671589127,0.0875005476544444,-0.041899411039868606,-0.026994662042503767,0.014185649638273953,0.04290440553400425,0.0012027575307610458,-0.013670308023843728,-0.03234730549755908,0.08063609944282796,-0.010849259532068285,-0.01664177024623969,-0.035034417534447505,0.012790029824696904,0.09231770581192457
INHA,0.14797873120491292,0.0344371257201865,0.0423539413205264,-0.04641729247755485,0.04699930999700908,-0.014594076024218893,-0.025682321899360785,-0.005697547375749427,0.029624269549805606,-0.043572888550237526,0.09445185531685509,0.06170642850276595,-0.016410871823328115,,-0.03453889570675507,-0.037953696161706914
SEMA3G,-0.02061777189480471,-0.03684396164109091,-0.03053558286135689,0.06538452806435037,0.03795868228531009,-0.027936402721711124,-0.029103989029305378,-0.006495668715488647,0.021950339686842926,0.027329669256304055,-0.0055591209642138996,-0.022295641306650137,-0.02801280582021105,,-0.01030601002132829,
OXT,,,,,,,,,,,,,-0.016359232348882046,,,
COL6A1,-0.044538908508695664,-0.03286238879160337,-0.03580983163164206,-0.04708139691816902,-0.00409634980847136,-0.1015850739738235,-0.06291021080025397,0.027869014253075787,-0.041752047909948305,-0.14883136624660614,0.04360558265286155,-0.03476428610224983,-0.048692096912077376,-0.07196317616733075,0.04104294850974036,-0.036517827152613785
FGF17,-0.006701581623083924,-0.016041983670599974,0.041915038854303734,0.02783761047175928,0.12771279751007852,-0.0036492962746819922,0.07989029595136111,0.016463256330192192,-0.02505294479561879,0.09558517633046133,,,0.07762691724721477,,-0.031129441445443603,-0.04106514701350178
TNFSF8,,-0.01419950784539074,0.03700168609164033,-0.01203121921908218,,-0.019071989582587247,0.04086019286905187,,,,,-0.02163863041924507,0.004480833878631578,,-0.01582538455321847,
FGF20,0.013130760415406936,-0.024525489564755337,-0.03844943585748799,-0.02461201120892138,-0.01672507207462906,-0.030721403892985916,0.052739050260535596,0.03318022394398854,-0.005112059198315206,-0.021540879465510455,0.16110278088161878,-0.037508070234551105,-0.0023230869707035104,,0.020042708695145583,
ICAM3,0.0447149280614759,0.015889855820113246,0.018156656450246098,0.0473415950567763,-0.039231797733451756,-0.028975154885467636,0.012784334903074695,-0.0012353196111161667,-0.028344555598171534,-0.03869357435839289,0.05983512905968727,-0.0703978630475761,0.02695015138421645,-0.038813347071838235,-0.004130760024403716,-0.021229902596693755
LAMA4,-0.015130899222980282,-0.030567289321803276,0.02946267085305302,-0.020797137163495592,-0.02089619136546534,-0.07319601440315009,-0.08795556598627076,-0.002633399413980048,-0.060124133957486676,-0.008687595063852253,0.04358244064922437,-0.1044362190592647,-0.06370590679658357,-0.07890975439903675,0.0016441978827976874,0.06033653096997926
DLL4,-0.027795269579185277,0.015113890527216201,0.0008020045023855677,0.009863069489044068,0.09820931763776627,-0.013608948324638917,0.03606580528030829,0.08093325502094245,0.0217566659270398,-0.028437159014501296,0.01500031121831054,-0.006104053330870606,-0.011089620913083832,0.05895355997928704,-0.004826210740936775,-0.020563041842541492
SEMA3A,0.08374080797740308,-0.026732677929790997,0.0028942083421496356,-0.024824296623831076,0.06703331943022077,-0.026011576979812184,0.019218579620731924,-0.015624323990007292,0.0182276505153256,0.11276734827794276,,-0.04415659512148021,-0.024187028692931992,0.013571614431351254,0.002820336348295232,-0.027424420776173318
RLN2,,-0.015249329543476624,-0.020851637809509303,-0.01845401615999437,-0.012015116600335865,-0.024493260754641515,-0.022242822843225884,-0.014687145810052345,-0.04007503382579207,-0.016970802294782233,,-0.036029767716936945,-0.019079760306581157,,-0.027678249885526723,
C5,-0.05631454201282424,0.03912205732411921,-0.056683604506522225,-0.017353351694742045,0.02003246698937755,-0.04727371736114913,0.005980495636680287,-0.019507620790164288,-0.01966026894108954,0.0034830155680388103,0.06742488208568007,-0.01137912708635604,0.000998242460770788,-0.045250065299185446,-0.010695640849296898,-0.07948370416417053
COMP,,,,,,,,,,,,0.03216253019789274,,,,
EDN2,0.0528373351360596,,,-0.01582306460854531,,-0.02606668927597371,0.01397257534054991,,,-0.04472598010542534,,,,,,
C1QA,-0.0018860238859306439,-0.007749546224290257,-0.030995882898213038,0.030487617497172256,-0.0560372112166863,-0.05494773601912718,-0.01653429193621028,0.004989744649651986,-0.17055872159598448,-0.07741957451755473,-0.07039797136747739,0.002240723321674688,-0.013314110440179626,-0.09771735455720021,-0.08543111536233503,0.11283813297656006
UTS2B,-0.010212802993782105,-0.017346494530191922,-0.020851637689714243,-0.013196013589718864,0.035054359070889204,,-0.01922652844465873,-0.009225200268636505,,,,,,,,
COL9A3,0.022273234715647534,0.06277804225199321,0.014654223024909973,0.040295387997318154,0.02302684397677718,-0.08369200608108825,-0.057536169152778906,0.000998369365522339,-0.13287205989650624,-0.06592687651916795,-0.019125807677418286,0.052869462848643495,-0.019747095340663434,-0.03998594031116098,0.03531715069904577,0.07272932318678542
DLK1,,,0.018599905086211538,0.15797453364918865,-0.0057064102815842154,,-0.003742631956683055,,,,,,,,0.017543990718752487,
HGF,-0.02473991906190549,0.01592912306155577,-0.05340253246361006,0.053348637078647815,-0.010032192272063298,0.052181530623314695,0.007926340673637724,0.017354445777198944,-0.08062631409334292,-0.025848417996610175,0.030627710455968155,-0.04185321432209213,0.06589809853042694,0.039985010511153864,0.0012946379042979338,0.0175434897147296
P4HB,-0.07666549526606661,0.03151891262401605,0.03380892958493792,-0.10153301353689276,-0.001640499592765459,-0.07360680482310449,-0.08870455911812787,-0.07667447763014551,-0.01911587554993716,-0.07575828546111045,0.002337169641299799,-0.09006148226075582,-0.059072188812590215,-0.0036251706078866113,0.05409969700787386,-0.0701193851477745
ADCYAP1,0.04086630834934503,0.07246277211603618,-0.04210169130264888,0.0808101744357658,-0.005601040354829811,0.050861257957109114,0.03216901409178074,-0.025075931573448083,0.0337855208963189,0.09979019729495231,0.08201157364756552,-0.01806877086756398,0.020505382444309665,,0.0398438920610429,0.024426257680327624
GREM1,-0.03246961103636691,-0.04175693551875076,-0.01802235208219388,0.22413690457046087,0.004614522725581384,-0.0431537446175396,-0.03922994533898246,-0.005405482083281735,-0.13420179803293178,-0.03871822065925772,-0.007833784106996089,0.052801789381284124,6.830846331549885e-05,-0.08595872107486191,-0.022110186164321383,0.06796121266785386
EGF,0.02277317036304831,-0.013389560449547793,0.10831024645315741,-0.024520153012002763,-0.006080264363296237,-0.029127529290986505,-0.05056496536234329,0.017620637585859,-0.044489929833902486,-0.007593378808007949,0.07979891378840896,0.0017781890485853023,-0.024022259171302646,,0.012306403911742361,-0.055011430500365686
VEGFB,0.0032924400005093927,-0.02246527878765981,0.04341110065137083,-0.03956674669130903,-0.015608454973002776,-0.06304588336117119,-0.032899146769701924,-0.0209524073867523,-0.0673332161343752,-0.07469707831451879,0.006729413210080803,-0.030218578376219468,0.05119647694737518,-0.059288991664890614,0.027320008578965434,-0.0743396337964395
FARP2,0.023118345447003304,-0.003844347378460957,0.020744032054756254,-0.028507032235201926,0.014546725831202242,-0.014556512476734038,0.04123680590034352,0.003943702410522897,0.009957022235545081,0.031654818465755116,0.04948999206450848,0.09622379337460485,0.006632034536313778,0.020430822323567972,0.005145869312791483,0.030095356382970263
BMP3,,,,,0.03711449367496457,,,-0.029891852950447467,-0.0183257055923656,,,,,,,
IHH,,,,,,,,0.004719743897696569,,,,,0.0013293429110029684,,,
LAMA2,0.007876260790903014,0.02587203313771146,0.017784693481336353,-0.014393916116646735,-0.027424144456978834,-0.03639670016007512,-0.032669565299278364,-0.014495945920094944,0.029271636765121577,-0.03776726725122498,0.1069593151348905,-0.09135064255222076,-0.08855979738434062,-0.07422272093930268,-0.028473554070643742,0.11571386464728511
SERPINC1,,,,,,,0.10074687437061645,,,,,,-0.018613180807375434,,,
NRG1,-0.02635031732741272,0.006993438030606543,0.028711643847927862,0.03977934821231632,0.004115696474462643,-0.0020851382753879493,-0.014493815704870452,-0.018748655014328004,0.022597413272899994,0.05867365185792909,0.10756955932588291,,0.020451887661814577,,-0.012819744618412381,
SPINK1,-0.007961185090529618,,0.016516236822192977,-0.021515217856817332,,,,,,-0.016970802294782233,0.034851315473953086,,-0.02287934481895471,,-0.00032332331981239345,
EFEMP2,0.0395002049101198,-0.01609225362413874,-0.007024457599617262,-0.02332151545183694,0.04759155848032984,-0.04570057510059324,-0.023977258224474687,-0.028885058430662976,-0.06850860436250303,-0.11104222268294883,-0.02900212395636477,-0.019754861051765774,-0.05835109365050212,0.03663760983132165,0.009387818450866258,0.0026354983768005287
SELPLG,-0.02253995158954451,-0.024396640455855403,-0.07505299987892196,0.04443543144506708,0.01415470965835574,-0.004357308117096555,0.02806363956995984,0.02745786853319541,-0.10590617134221181,0.0007567685340756275,-0.062175475281444376,-0.01234267171504751,0.00745094398222646,-0.07830540051995125,0.030022478631161965,0.00339409346395573
GDF6,0.03311145121025654,,-0.023359075578126668,,-0.030458186418093326,-0.024493263396733914,,,,,,,-0.026318797012029563,,,
HLA-E,-0.0377358488073372,-0.02897733660072508,0.05092232029895184,-0.02863602150430626,-0.06835149658054697,-0.06361429422804166,0.02291139649403042,0.02050582034633518,-0.12046734425914862,-0.0685328509971308,-0.00874798233175065,0.007582854965330822,-0.019680692237558858,-0.010618622511763272,-0.046696866888275936,0.11911531766246151
PTN,0.0686917587237023,0.014610930197690981,-0.09133591792805265,-0.04256108537120475,0.004112087946864634,-0.10701282141394192,-0.06317927274635948,-0.03329134476064276,-0.10752293635693082,-0.15045956955143652,0.018004629376150626,-0.08789467942293457,-0.04414604671891951,-0.13964251035683198,0.04844144051832006,0.026297396754313307
CD274,-0.007518334760603821,-0.0066695419469248425,0.06845881134661844,0.07589923622129328,-0.026335731972205467,-0.06495930960581893,-0.020111986778140804,-0.023855662703844236,-0.019097568385731022,0.010597526295676538,-0.011352729034297125,0.03211573939723231,0.014528851824019503,-0.03348062869258307,-0.00698164931269956,
FGF10,,,,,,,,0.00434886503982425,,,,,,,,
CD14,-0.036630502126390435,-0.028034124353546314,0.0309432909414102,-0.10793069187608136,-0.03091499811694597,-0.0347698001994827,-0.03560521262713656,-0.05051604249377244,-0.14416091156447194,-0.08277844646105735,-0.026999656983516862,-0.0475299876125195,0.02849202006742127,-0.060465221683374655,-0.0020090325265526487,0.08379679901171536
SFTPD,0.03145690871059887,-0.010283546268177688,,0.013587899003345867,-0.016707602631938587,,-0.010334118857486054,-0.031937953323723955,,0.0445932722294218,-1.3656651593282493e-05,-0.04697746167094324,0.026164032304737538,-0.03719564546164279,0.022183833915881208,-0.053442414556462925
SLIT1,0.0584975596349077,0.011448658343420756,-0.00045563946178481517,-0.01198481025331663,-0.00885445209981867,-0.06330980269414227,-0.06736561770524604,-0.006022680045843611,0.11703865947368806,0.0557055591576652,-0.025459469177785847,0.06389522624482832,0.05077360838103596,-0.0022361292109380924,0.03795420598036231,-0.07396802628696596
LPA,,,,,-0.025922892275527156,,,,,,,,,,,
CNTF,,,-0.01643582841549957,-0.012031220317168523,,-0.025626173969997387,-0.01753479804933565,-0.005425460882964077,-0.04366186884067368,-0.019704912488447072,,-0.022295650104651347,-0.01907976241052748,,,0.20692049591920705
BST1,-0.03855770631762074,0.026080692921288125,0.018584143112781518,-0.026332334755129565,0.08486414647917752,-0.07777350207374094,-0.025964546123860132,-0.015215585875325286,-0.029043019376562545,-0.041022243879478656,-0.04412258415066112,-0.031095906875969085,0.028420845789038043,-0.04617389930198986,0.08645662864889192,-0.013186226442404657
AGTRAP,0.02845897069738603,0.0411257847596746,0.017332487313193947,0.06562781132744056,-0.029076138248810193,-0.07460206741964398,-0.005668367379878409,-0.0007508371606819677,-0.07870047395021983,-0.056253588601310474,0.021099812217253985,-0.041689400664628035,-0.02413170715933057,-0.09595113346822996,0.05515158163355263,0.13983927810984387
LAMC1,-0.01622626264908364,-0.016608734692353203,0.0016106459542015725,-0.07499169375956646,0.049111402131308005,-0.0664647490501527,-0.051240220244167106,0.005350863076834929,-0.002239284612254177,-0.06315501532317899,-0.002221890118294126,-0.034632510199810444,-0.046407698904563074,-0.03863155044526026,-0.017040791134811956,0.04923547727039663
COL6A3,-0.019254525226175212,-0.022273564156945407,0.011957301720899562,-0.03762821855204038,-0.03766385345035313,0.025894946987358954,-0.0052150936836508135,0.006642050549773736,-0.032600100831268936,-0.019108403732635632,-0.0028225764088260267,0.011518662771551644,-0.08364710424144912,-0.06478572362204081,0.039406437631025235,-0.013461711403392992
FN1,-0.07226136293825998,-0.061504788219562276,0.031138246698653817,-0.10871943876643803,-0.04479211656955891,-0.06210519421553876,-0.0658807552188265,0.015779664469356275,-0.0927145733400483,-0.105841365792373,0.056232428471986125,-0.09304941096176811,-0.09573610311784439,-0.06548987202961813,-0.0646732007425062,0.11995969633724195
MIF,-0.030941327087705185,-0.011757981106730585,0.07582920260122203,-0.0077185589463854235,0.001580386941963327,0.07006587160208813,0.023238827975042866,-0.029737541303934314,-0.10736291483192974,-0.013482263061833704,0.08041715853989209,0.05390101174557873,-0.034321816756281785,-0.10413023979198531,0.01300619636987866,0.06951741810182183
JAG1,-0.006888471031044808,0.05490580213559156,-0.02240858165339538,-0.06739853425850284,0.017626388748850037,-0.08476695559496905,-0.03153908100533547,-0.050544716711568204,-0.05637081183514463,-0.11311946318143676,-0.0016857893313174438,-0.035111086669801846,-0.009436142961305734,0.0005309311042881201,-0.01993416125885856,0.03850220899640972
NID2,-0.018287172350284625,-0.01425272179499543,0.004928370115881025,0.012134706513033437,0.028665180691001765,-0.034660492484055616,0.00646320333665382,-0.0014502126973688256,-0.029583785476988183,-0.036004567796708846,0.08470531681050324,-0.027533155372575776,-0.054742519132799414,-0.04929663385850518,-0.04214269439046801,-0.02234171881238574
EFNB1,0.01649993953550312,0.019134386523889976,-0.033495384253809005,-0.047201289113814764,0.03144244593195007,0.003673780132743051,-0.01620600086115988,-0.03681801299613182,0.05264274003245887,-0.0633992679314419,0.04923833220616425,-0.0070134453091439545,0.003294953609755375,0.04364751628489851,0.008298743428795614,0.006000504555135852
COL4A2,-0.024125227175468607,0.0031159047379137206,-0.025706146976466147,-0.020095084090474065,-0.009140957038322182,-0.0459420845580006,-0.06398106124756782,0.006379174957927282,-0.07045354421819071,-0.061335364524506,0.0194071373828461,-0.06922139007098867,-0.06480535414704139,-0.00822047494534385,-0.028550524878264094,0.058106969532281456
SPP1,-0.03873367634669437,-0.037420347657461286,0.0987795689183649,-0.12435757795445782,-0.052897588013358095,-0.07844240521234731,-0.05854988460159141,0.011157880095682818,-0.1811672411670627,-0.1611184255377875,0.02053492416557553,-0.030233898899807796,0.05051356679149552,-0.06378028887297026,0.022544571257853814,0.11675925686342799
PODXL2,-0.04221306324546695,-0.002655319304106886,-0.018126370236601616,0.1285047684770141,0.01651042079331645,-0.010742575568255731,-0.00532622152846067,-0.03618409501759052,0.06026454811186849,0.04513155247789363,0.03790210811652676,0.004547479562522405,0.09960623457155836,-0.08883402523305224,0.009401429702034584,0.10832884373024201
IFNE,,,,,,,,0.028744798334683623,,,,,,,,
FGF9,-0.03312165140754273,0.02773798593321276,-0.017906382304191917,0.10200011766532942,0.13628145461300514,0.039010448541874056,0.043356527413094835,0.053565493751473105,0.14468208920591322,0.059996422712583056,,,0.045557176298887836,,0.0033495842041678854,-0.08462208385649136
ITIH2,-0.0002692435988207987,,-0.021958901252656753,0.05957440840282668,-0.031585714142002626,0.00572568062929967,,-0.042687247453576896,0.0022328018479708324,-0.015499808402687913,-0.007015843066834709,0.023369653444376165,-0.04837795609646162,0.09584839228623937,0.07539640175210122,
ADAM10,0.016295240049529133,0.03649698956130012,-0.010460539099329086,0.014218736898234465,0.044223865805951126,-0.04882523858539673,-0.04295334545959376,-0.033743213502722254,0.013290877814689437,-0.00876878188800174,0.009970076554318925,0.008647761778759222,0.0034396006489413765,-0.061068694020055304,0.006820188502910905,0.025797700029121306
CFH,-0.00977063136581954,0.04174357994822837,0.006171436570998528,-0.0109934301109467,0.008783799082035328,-0.06577071859682154,-0.030763762326492656,-0.008834998601140941,0.03313594758675206,-0.013621263807191017,0.02000651622818564,-0.07121927369189145,-0.05926544321559885,-0.051854667654621454,-0.037073052475567476,-0.015094863996498046
COL4A5,0.018704337517199666,0.012524489951344779,-0.006060699140937899,-0.017935976681003007,-0.06338903018644815,-0.0497559510738946,-0.07842881861616131,0.04014894541999304,-0.08776869421052223,-0.05266961656275364,0.018727349008187243,0.03030065223328356,0.010387066042532204,-0.07686233703893433,0.05089909653424895,0.05713732748611162
LTBP3,0.04281571525524168,0.021316959040863802,0.026169351710289883,-0.05407678523933817,0.01396733479221363,0.0002100388628159069,-0.017413951145377513,-0.005676211853336172,0.04304912691145707,-0.049952776202394904,0.027743251173293716,-0.051685452188800066,0.0031628635323503952,-0.08903557534119885,-0.02038515960588283,0.13358883112461967
GNB3,0.08546696317556444,0.03147775538055571,-0.00859552990841431,-0.03675029341494809,0.06396991916166132,-0.043615804145679796,-0.006286631694697812,-0.02974187992445083,-0.019576261621971805,-0.01423151280284805,-0.059492565753696144,0.020852991892496616,-0.006775744437208705,,0.03445927297847306,
COL6A2,-0.028347007749997082,0.0032111185927867943,0.04901121814114968,0.005052893602241536,0.006162701251778745,-0.030367296664808568,-0.0530457845470743,0.046634616969601174,-0.02652548819270023,-0.019231778535501013,0.03229273314027195,-0.031928220521261326,-0.09743965316677497,-0.03759329307286814,0.007717296264536492,0.027503031569329973
PLG,,,,,,,,,,-0.06630322166534558,,,,,,
GDF9,-0.04718818451677324,0.01660989538924892,0.02428376599695694,-0.017041517794185234,0.025339272090802376,-0.04269548111015712,-0.049878218413959785,0.01613822441088228,,-0.024168495032663887,0.059378645740411684,-0.03273191377587133,0.03848013730299801,,-0.03225521190778895,0.03539312767767857
NCAM1,0.07003894224671935,0.01899554362968558,-0.049836199282362936,-0.021356115125913493,0.03188764251550429,-0.04115304510544508,0.0638312843986805,-0.016517756935701778,-0.03203198930281627,-0.042386414705083995,-0.04019194954499795,0.09876900370098848,0.07247173570271438,0.0759385293124718,0.020721803139829655,0.1486191351915776
APOC2,0.04660941629459748,0.01540766161453451,0.014994404903237984,-0.024789754353555633,0.03305856816030963,0.027193260173784258,0.025031350378507743,-0.008113727176023279,-0.08052607588737537,-0.017220238427570284,0.11767395763596708,0.045655096052898816,-0.015098313356084215,0.015558540152190811,-0.014477882248292015,-0.10382895299932439
BST2,0.01631938948842564,-0.0420436312566716,0.04771229084732329,-0.023239937375259406,0.014915079167117153,-0.07310488015095506,0.056321346311576995,0.034707806306073216,-0.06207400561208537,-0.1529633720787028,0.04515057845402264,-0.022448817286918214,0.002562791394103563,-0.0017666665390604186,0.052264442586984074,-0.03257477794681279
COL5A1,-0.061528509600500075,-0.03463971135610099,0.03329696046531287,0.01793634504884295,-0.01123815900912472,-0.02197519536273326,-0.040078828163099114,0.04288349051787347,-0.07292381118223958,-0.05560319756041709,0.05708774407072322,-0.018568433597517423,-0.048427344318734154,-0.03933984207300119,0.0015769832781447437,0.040954104841250394
CALM3,0.06030039767646078,-0.029928591967664585,-0.03954722054239071,0.10503217250031063,0.03294937834700341,0.11762482983805729,0.014418444302102812,-0.004703247014454616,0.1831563139903417,0.17706182761444628,0.008858685055117603,0.02604901730564049,0.04840267402055224,0.06371654533895565,-0.00010139828847923602,-0.03913134545706099
