,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1
ADAMTS3,-0.0026261534155568186,-0.027738532982426265,-0.026821662172354894,0.05543655344103653,-0.02608333672747943,0.059990219047378265,0.15176190219504657,-0.05442946745113927,-0.02730489412966813,-0.05394952363652953,0.00839285269459954
CD34,0.04048060746994411,-0.06532692536852187,-0.0006856653755264156,0.0545267311192212,0.025755977111239302,-0.02017351905064581,-0.002947738946608827,-0.02340897232993231,0.021377363612845215,0.09308682426995413,-0.019221625796709562
CCL23,,,,-0.019250466551478985,,,,,,,
PLAT,-0.005228516908949654,-0.06508176679342334,0.0005723392590049223,0.02966510757499888,-0.038361615703100475,0.028929551972440605,6.332800285955603e-05,-0.06206632859377323,-0.0388985935739809,0.05492441048228642,0.0008500534898195893
NTF3,,,,,,,,,-0.01421609606511699,8.408894123181405e-05,
LTA,0.0009054406278489795,,,,0.058048508766622466,,0.010011934260548699,,,,0.005959613192513257
CKLF,-0.03993033084832382,-0.027154382077599123,-0.038709747146901466,-0.003235322190743206,0.010613001687292924,-0.010370929241661908,0.005833313599803251,-0.018406674021352563,0.08656189953128716,0.0077868499484744285,0.019158492708059072
CD24,0.020503159279263106,0.0016071014249135825,-0.012063485140873648,0.024059443709071936,0.049854967354325326,-0.031814117532351874,0.012850151924657133,-0.009154399518348823,0.005757646826606775,-0.03624434551619554,-0.024319405538978222
HSP90AA1,-0.058280095507676516,0.04792714137730496,0.07365608570087007,-0.04790967690523947,0.016760509722644548,0.03963487974226682,0.04363679917564279,-0.02853261543385507,-0.034499958857609724,-0.012283943733668983,-0.013014703472322257
BMP4,-0.008149289817999764,-0.02556442467665508,-0.016728709443494295,0.017412314927352904,-0.0024293566561379367,-0.030263951839735424,-0.01838297660051794,-0.042635767156996636,0.02013616507736313,0.05710105692530181,0.016022335445274143
SCGB3A1,,-0.022517201587492278,-0.021256657618085248,,,-0.0005125559264282425,0.09768354748527724,0.057181984589385094,-0.018432995725485308,0.0003778322031400614,-0.025817835244375333
IGFBP4,-0.03499440125974786,-0.013306430698432826,-0.024659054236574114,0.0679116799299857,0.004078872101481492,-0.01622612816587563,0.0005824646953993122,-0.08910324141398604,-0.008668581443159866,0.09277130619049792,0.011468753197660721
RSPO4,-0.013281089559936118,-0.011527138494319704,,,0.062020079549435676,,-0.02992604661504231,,,0.023470437258759892,-0.02312524348588691
LEFTY2,-0.00536987154488241,-0.01999975174183787,0.007711150544971494,0.06271878616885662,-0.005794372890164005,0.13545419950289161,-0.026632427938920362,0.00601395895585662,0.04583763866571436,-0.024491097670263084,0.039516691468942856
PF4,-0.011159392413041501,,,,,,,,-0.018822387297142352,,0.006197518287736357
ANGPTL2,0.036030493971221704,0.00013622292978396176,-0.022927728652812392,0.031790885481283955,0.0004420767385499921,0.02544199169329234,-0.02027694969571756,0.09494898390048702,-0.0008683556739689465,0.016681259250779023,0.019795444483086785
LRIG2,-0.004379515576281279,0.00609948189694875,-0.011827253814152984,-0.0060322255103407935,0.004802374623156616,0.013736233767052708,0.025871758392864583,-0.003317880496180476,-0.033940337099519366,-0.0675927896009313,-0.0073550103678184636
ICOSLG,0.05095689016303926,0.01875966704705522,0.008193997100503218,-0.00531908663377446,-0.00469565885597568,0.09095023164439647,-0.030171425810682162,0.03453731900160065,-0.019845721166916606,0.006811912147086637,-0.02564184481634192
WIF1,,0.061834263333976555,-0.0022751181738823356,-0.046996467306793084,-0.013429369603009424,-0.03442968271348582,0.050617625443653426,,,-0.016741142321092965,
NPPC,-0.017310969610500982,0.05490452900380034,-0.021029685222216172,0.008476161626130754,-0.0035994940658604633,0.09516324508314394,-0.011784793947570073,-0.0583014634587762,-0.011882972972008889,-0.0021197417345775907,
LYZ,0.01906668603616004,-0.020185491559159965,0.03907606333382762,0.051083106755784376,-0.025577370356865466,-0.04516018910298017,-0.021013427436497176,0.04577869427960789,0.08705611420479534,-0.017173272138123908,0.027170534947212253
EREG,,-0.03657200114433648,,,,-0.02076133437139363,,,0.11866494982184511,-0.022430556590957478,-0.026480089526593736
SPTAN1,-0.05204291755648283,0.010822909205905333,0.015122291701133772,0.005163966083333841,0.00735203673559627,0.018783305994100358,-0.03188973527680896,-0.010639038759788546,-0.049009857372783724,0.03193471479477889,-0.009918586176434695
PTH2,,,,,,,,,,0.011974674554294564,
LIPC,-0.02005425928824027,0.07560072872305526,-0.025823085592693393,0.0752911780323273,-0.015401967352418087,-0.03718317145967762,0.030236568437221743,0.08654214127428896,,,0.016165736780389305
COL8A1,-0.009643350093163059,-0.004322300523413209,-0.004232941732785755,0.005337641159879507,-0.039719026269759664,-0.0408533019306608,-0.02925904042066452,-0.057717454398462396,-0.015503096408542928,0.025071056585857343,-0.05765415162074417
GSTM2,0.10451308076839222,-0.042663969098543114,-0.014081564613849866,0.02278277897800488,-0.014854856600368527,-0.033021158099154235,0.03729299788778187,0.05933175343051631,-0.050036957612116975,-0.0277423397365628,-0.0018164031756938194
IL4,,,,,,,,0.07842084256595518,,,
SPX,-0.015407973532603475,-0.021196144732170043,0.0009086166844775469,0.07304923074311032,0.023397076378355874,0.030372509096219247,0.022774627877541902,,-0.023370399680352226,-0.03553863598018478,0.001953756326831527
MFGE8,-0.02728346236943286,0.04687794712444611,-0.0068972649710616505,-0.004188857563976637,0.014695095120905775,0.0036365059547609126,0.034259237539932444,-0.05145683326266039,0.045163599480410876,0.08352298847142296,0.004620496983585028
TGFA,0.01149508738174629,-0.04990514598383306,0.015711259498526635,0.0002741660621375799,0.018487832170760273,-0.025563459058066475,0.020270051353523236,0.017659003648798553,-0.011239046964856343,-0.04476251676575652,0.05099585524788287
SLIT2,0.12944684673716803,0.03773265191982809,0.06584819255173732,0.05383249937390663,-0.030733005897543915,0.07661864887662209,-0.04080812212856739,0.005626078016220485,0.07744484661214837,-0.010105607314197929,-0.035290936543733296
PLTP,-0.012551820995283316,-0.0634341771622632,0.007203532008909321,0.0358580770662908,0.050934754708654405,-0.06294144899579072,0.050460370647289914,-0.025202702464184747,0.03198338100181344,0.037283621818976743,-0.05825134435607427
APOD,-0.03652349254963519,-0.041246582402088214,0.04193689151188514,-0.019456472537770754,-0.008481632240049464,0.03685602811243955,-0.019018214381542546,0.014870776026691465,-0.0517442974417617,0.10549283603468361,-0.07109211031346838
B2M,-0.0663630368115029,-0.1065957743718471,-0.03584577467820218,0.04304390316352615,0.042499523413021906,-0.047965295580514725,-0.02501938842583788,0.10063573754313504,0.07433279043725782,0.015185445289622906,-0.028250753356769815
OMG,-0.02847461281118479,0.011047419858651835,0.06205910969382493,-0.020369921505422474,-0.008816423495998512,0.04825157314639304,0.08863271882378873,-0.019232070114663387,-0.001936496770909503,-0.010127566688648537,-0.016445402352484245
CXCL3,0.05690263368439566,-0.0315141661934178,,0.04697070677059809,0.013049528418589407,-0.02922666044839129,-0.015536933492934002,0.1285179437350743,0.024285353890981725,0.02312048398922483,-0.004420129017767051
CXCL10,0.08998635691124517,-0.022488371081710846,-0.022761488659034962,0.025274361687979998,0.061764763455142466,-0.048593622434797264,-0.024690067565178924,0.05246364594336619,0.04322269978560922,0.05276496029029161,0.053683800977037316
RSPO3,-0.012959457193420273,-0.010800555884270637,0.043122207118095834,-0.027780928606030528,0.016111839749474395,-0.031665830923244036,0.13269107073528197,,-0.042768185327705904,0.0360588228027855,-0.012495658154632142
CORT,0.062122496370595234,0.02820540647301792,0.024551605048460066,-0.048081121106542,-0.0033749872755495414,-0.027059431771218067,-0.02648364965200682,,0.0014155935155847137,-0.01636232250493182,
NCAN,-0.033044673317599985,0.038015880918779554,-0.02170108646805959,0.026363710834684573,0.005264146713058305,0.012425939802784967,-0.07385092237684228,-0.15945866948901402,-0.07876167611284332,-0.00893450221698043,0.014176130149552216
PRG4,-0.012790425373607325,-0.018015286279918018,,-0.024065831886701854,0.08065306421762695,,-0.01898232946445364,,0.030236794103707255,0.04978704760402206,-0.028306033344460996
ZG16B,-0.014844852911782716,,,0.09158332870796233,-0.011889443549216932,,,,,,-0.015580740937580263
TGM2,0.021928841642670387,0.037581829324311374,0.021710484363681025,0.022075277522344016,-0.039452565031775244,-0.029714428130029735,0.023049719101947006,0.05697137566731089,0.010036107794363883,0.05144558164511814,0.01283132792926976
VEGFC,0.07964096730435,0.024719503092228434,-0.022563131774539162,-0.00705149242065031,0.013946830292988195,-0.023460217442103696,-0.01937222385153304,0.14837153482215548,-0.02886645940992666,0.061886493336439335,-0.007180429209319137
WNT6,0.01588530284183055,0.005135561503998323,-0.017079889537729098,0.058902515064783924,-0.016196340770248587,,-0.01690709873985605,-0.05095073187869045,-0.014148517908499601,0.05890334553272075,-0.01881694688705699
NRG4,-0.015566532788856259,-0.02566041940105156,0.013677839295470269,0.0871787282490372,-0.022841546130362746,-0.026136070426693782,-0.022599958683605703,,,-0.023781397831035632,-0.012495659555097297
PMCH,0.005758894649260395,,,,0.013932753389598016,,,,-0.02763548406828918,-0.013692346993367095,-0.026945388978891073
COL9A1,-0.01625810736325488,-0.0269154685981845,-0.013790590018086116,-0.02868878963356735,0.013415898995590963,0.004908821870029743,-0.025752115641370074,0.013441589921161642,-0.04444068882630115,-0.061608307520173176,0.05671966704883657
GDF11,-0.011148728193301335,-0.052266204097478994,-0.005881862299663813,0.05093115040763982,-0.016666753023351428,-0.05395102937933052,0.0011088547211190935,0.05225331479443436,-0.04097809543887227,0.03843708273812197,0.013681347281319114
RAET1E,,,,,,,,,,,-0.013707649747885686
IL24,,,,,,,,,-0.018522273901342978,,
SORBS1,-0.008479702677514411,0.03563311629578507,-0.014759189799072859,0.05843751762350688,-0.010988171216652345,-0.0075926942984178075,-0.03921495910835307,-0.00040643797041433634,-0.015640959059800088,-0.027498025604187418,-0.012869690053955366
DLL1,0.002497856009420328,0.011550155765648515,0.007101749350719813,0.039304553776708294,0.040366794114679194,0.026984951566569285,-0.013286249385870337,-0.06712958125357234,0.010517407965032826,0.0715202226746667,-0.016905491305039343
TLN1,0.040992622564223924,-0.02931404533185927,-0.047725038538553484,0.051129349865481684,-0.021333969352328837,-0.031088004183603753,-0.03348279032823607,0.054034890718340625,-0.001398602183243404,0.022331145669235344,0.01994963847374862
COL2A1,,-0.016090383599220097,-0.018503934674999865,-0.02221307298301525,,,-0.01577317727463903,,-0.013547828977199503,-0.02884513482420301,-0.018185406030828875
SHH,0.029212104857332177,-0.04079021106874426,0.07250983134659823,0.11507592547006247,0.010053287606652304,,0.007328182682475263,-0.012416027445990244,-0.0026513891784418135,-0.014643327928235217,0.0013359319420800041
PON2,-0.04614591659221447,-0.003869419915674085,-0.05649467402895854,0.03474554781290597,0.007414958226443169,-0.028223876920712987,-0.035654089794349905,-0.08947882065854504,0.05231048128482373,0.01725576930495938,0.00716682472663332
ICAM5,-0.006942704687459473,0.05609169081423718,-0.019080290146772764,-0.03474537480496763,0.009880047721937594,0.03481725286291574,0.03125443422734742,,-0.033666975151938686,-0.01562204748070501,-0.010958765758880029
HPX,0.005479963825358012,0.022031157165100276,0.004091943651281703,-0.008216831958318974,-0.023332296082948772,,-0.03826376833115368,0.047561849158721095,0.024627534844488035,-0.037901040399097814,0.002134709608170463
SFRP2,0.023360865164758066,,-0.030484174547385633,-0.017728097012051865,-0.01944594302278071,-0.05342802101510928,0.0965168839777713,0.013781021600155189,0.022315733978639236,0.056136680351015295,-0.00894864724163186
CFC1,,,-0.028860835381543427,,0.0399409795678578,0.02817539079697084,,,,,
CD70,-0.02572928915999359,,,,0.022259657507348478,,,,0.05845120314000025,-0.024174517017618868,-0.019064386445137388
HP,0.01408994495977934,0.003087591448276248,,0.03331796503294555,-0.004857737624357619,-0.015400131052443044,0.004281768108531414,0.1541681645890801,-0.05473172442125718,0.045777502940488636,-0.018692139990557025
CXCL2,0.054192310363484784,-0.0629589093222953,0.1161678564391587,0.03554825948103177,-0.016225481285423855,-0.055262384778192064,-0.018336990658655763,0.060025732109803644,0.01399326184288748,-0.015591873462085609,0.04792421233950205
NPPB,0.05964303578231941,,,,-0.013102191984702614,,0.0688769174714841,,0.033832139875280526,0.014987468599543129,-0.01267545497428736
CCK,-0.032822231176342885,0.02409492616197342,0.05061995985216584,-0.04461293278602947,-0.011784246693736454,0.05999985397415557,0.004064986426857501,,-0.03426425856338353,-0.008532191594683497,-0.016443486909259456
SEMA6A,-0.0180143840593767,0.02304018473706845,0.01703505737625832,0.02617254874580278,-0.02827380812510894,-0.013697477784902485,0.04095711766505646,-0.0264201425457291,-0.043760851037907667,-0.062278091824284766,0.013915406053548211
IRAK4,0.04558545423417001,-0.01860927530721225,-0.010306789223542601,0.005050003229225781,0.014171623337584083,0.04394037590952294,-0.01108804727014882,-0.06935457254930381,0.03099362028776835,0.030128591919263203,-0.021628918963084397
GSTP1,0.004123822276298438,0.003915166682187779,0.00194733778584528,0.030142885397335478,0.014994647575957719,-0.05599702496255632,0.005492268546083994,0.033912643978289234,0.08314288355564049,-0.009794309808832957,0.04911772098003706
VCAM1,-0.025149063408089815,-0.04345734084631069,-0.013836755794257489,0.037042518316020824,0.01813393426393822,-0.02665044933556878,-0.026792011100975763,-0.045628453892695764,0.014496369166160723,0.03254346589343366,-0.008417983140804226
NXPH3,0.06814593495081661,0.037278047438583276,-0.017975221904030284,0.0380459285312616,-0.013361328095889968,0.06996039457423464,-0.008008908319089876,-0.07422241244460138,0.02599890327771179,0.026306237210030406,0.07109132770798425
MTMR4,-0.02855069249113681,0.0026005494509209175,0.019495856489513862,0.008586006741169033,0.027213067700867722,0.09419247448154448,0.03457602990082575,0.011480838873813229,0.00733543558616018,-0.0614534542371175,0.01648202858584886
LAMC2,-0.029708505170677194,,-0.023402211929834677,,0.050169285948355895,,,,-0.024324942882789122,-0.01329055845942254,-0.02415062881039971
IL10,-0.02425815684982978,-0.049877842334552926,,-0.02914851139565822,-0.006917821558650891,-0.0692260406213993,-0.017340895770126877,-0.014399799696361314,0.002528470660251566,-0.010176089279444678,-0.02401145577084966
SEMA4D,-0.07718555058910662,-0.023405734365701113,-0.003947367526570476,-0.017127885902864175,0.039413818896404204,0.06625700823727958,-0.03437621568522182,0.0824988803739574,-0.025034619861859675,-0.05885665435067914,-0.03713081255343239
TRH,0.004977695099773456,-0.01583415737697523,0.06391619055984102,0.06879332293870197,-0.014712098238685816,-0.017166917825297796,-0.026765055855281182,0.05539075442782929,-0.006460101454126684,0.01357530387642687,-0.014197359605896949
SEMA6D,-0.029130106728533754,-0.005896716385936815,-0.04984433383693833,0.06372145567462308,-0.03896411581273692,-0.09909930419506638,-0.043248709296960015,-0.049029641085672135,-0.013336774419281298,0.02276213037184264,0.021527131797119466
CEL,,-0.005873344606096009,,,,,,-0.003198968349058796,0.06656908175614505,-0.033643995678979514,-0.01714961090458344
PDCD1LG2,-0.04406937639016778,-0.03520587649239784,-0.01643421895259576,0.017127789679637438,0.08583447595870813,0.04691383528258324,0.028258467052786056,-0.007767269242067366,-0.021486927437204584,-0.0477274420157594,0.03387773504639361
SPINT1,0.012645437262454429,0.001758422934333711,-0.02125666411306331,0.052450325484471004,-0.02865506461637609,-0.03225343951152516,0.04132288788546302,0.004664939845318739,0.01997501910122307,-0.023713435688613685,0.007238514733375851
CTHRC1,-0.02863005948056974,-0.06936795383100808,-0.028697947939884432,0.025299580829800744,0.017120333261780755,-0.0163291241269235,0.031196662121112433,0.06609369856371616,-0.004134897292774185,0.0692640628138034,0.003593585331596539
PODXL,-0.010556726858715464,-0.03096454916295446,-0.030186718421312934,0.09374203106631247,-0.021088496622101573,-0.005142375724486828,0.020730143781153176,-0.05078959312748169,0.03132335954224343,0.04023314373413694,0.028975305702727338
JAM3,0.014315331581415373,0.028061273080381498,0.04716342577384177,0.04638786198349744,-0.03673670581846768,0.017941870192587816,-0.00819926583236807,0.06221711611286477,0.07663153389842511,0.020377885525379037,0.02559922157806535
TGFB2,-0.01644671149722375,0.007094398667067817,0.07923806283095117,0.0765224924912466,0.0008028299846535686,0.006961869856531383,-0.015432129560964916,0.02769116095688338,-0.02659665767398482,0.07028214352648254,-0.023825926566491268
COL18A1,-0.06932581710522472,-0.0023459299672085186,0.013906588589810191,0.06090526419258141,-0.03243108955231148,-0.022494658722758815,0.02355681402953425,-0.13763209880644758,-0.019805862782533285,0.07024995822727428,-0.004392694920168765
NODAL,-0.02617609778335321,-0.03813648615496994,0.030355924976868304,-0.0014557557933607469,,,0.023470249272775558,-0.020217532057173453,-0.004602669765360174,-0.015198750408657159,0.06702954398604542
INHBB,-0.0072026277901908785,0.002579233314738318,0.06180113208994948,0.04608165925972425,-0.0326039934755743,-0.018575174424578438,0.01511513239651598,0.05019639661731822,0.05244114584285681,0.024777932809252775,0.0191168999068689
LCN1,,,,-0.01949326001424137,,,,,-0.021606672446405475,,-0.014357142779713814
ARF4,-0.015180032095480278,0.025498651485361797,-0.010242626890073799,0.031985768575445654,-0.03996205416969159,0.01823908528868419,-0.030732629123062506,0.01585506683075224,0.06378482364862083,0.004483780183287267,0.0024013545201387425
CXCL14,0.02234342933025105,0.012623611410570133,0.0014126333987097008,-0.014468203615283842,-0.0003568566477679251,0.012841758745344241,0.0353633386837345,-0.07744505514444373,-0.04133973606811464,-0.020975975571905114,0.05235054835027541
LIF,0.01355568731699025,-0.05775447264185671,-0.020733089695004456,0.04742226853395766,0.0048763988107652185,0.10124710639604721,-0.021602164953126862,0.10532296751735981,-0.05173478436639776,-0.003748347251129361,0.01316342565415684
IL17B,,,,0.005389963813801178,,,,0.07333231512059216,0.01453220553630014,-0.018908657807020023,-0.0242512230399801
MMP1,,0.14910697513331644,,,,,,-0.08529235262889111,0.07287165665672465,-0.013692345909016997,-0.01868263883106226
MATN1,,,0.03512282586591168,-0.02043735787603121,-0.013266745241921184,,-0.01577317531174259,,-0.01602801814875715,-0.019487401810098733,-0.017267023076473
ADAM28,0.02511021321536871,-0.05544282328771149,0.027743810486978684,-0.019554556966544786,0.03091068145466183,-0.061906228832516556,0.060109781852699155,-0.012892334601131988,0.05021182730418184,-0.002508710080733003,-0.0024024058498499003
TCN2,0.011481898641742181,0.05024163086882499,0.005641277786688745,0.03732039389688692,-0.03780044912437043,-0.022477325258437496,-0.010717086022829374,0.11659307160412447,0.006425780693422702,0.033690238353238394,-0.02668144647837523
THPO,0.04942039998891867,,-0.00222804060325986,0.0007100386862392681,-0.027236052727077745,0.045068739779484536,-0.01577317712364697,0.07765818610207605,,0.004667702464632874,-0.01869214568084977
CUBN,-0.02153436867041493,0.006192265695834647,-0.03560705593810261,-0.017024759063985075,0.007679410143226831,0.07518288795958786,0.012016543510487514,0.016279673799210474,-0.01460357334558173,0.13001657382384044,0.0313153469004846
TIMP3,0.059786313411250486,0.03629284692205953,-0.009187589339562801,0.08876609539932007,0.016158724285649986,0.023540171959364108,-0.031720429138817466,-0.025239319021693605,-0.030713060710531356,0.08530503883716127,-0.01125934878338714
PIGF,0.01126402700353703,-0.01511500189639964,-0.046184340501669585,0.07290817995448978,0.019903600976975005,-0.04490141018864883,0.022068516673093598,0.03126277879793664,0.010716780445422444,0.03606704798845338,0.017684877660417247
CRH,0.004118324802047637,-0.016090386551546765,0.005162192255001546,0.010985503761644921,-0.02088495382162475,-0.024708690407705753,0.05766521482253493,,-0.009037311070076867,0.027959999284548887,-0.021289805209995974
