,UKF243,UKF251,UKF260,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1
CXCL8,0.015272439857311255,0.002875044746233577,0.039038289539603456,-0.041450007374605656,0.008918821668348462,-0.07452388742923217,-0.020377243411465556,-0.052931073329452724,-0.01692259231777699
GRN,0.047111578368535086,0.02519373733130087,0.04866665765359425,0.07224630034448805,0.007267977652881832,0.007955527594893489,0.0775863463595489,-0.07702260378229878,-0.07347943347096245
MIA,0.04893707887245845,-0.015794289343840123,0.04118995368315548,0.0685980782687968,-0.013420841405876535,-0.030035231273543885,0.07139787222682366,-0.06758737177987048,0.009074878744753654
COL4A4,0.09599669677780445,-0.02656129040199294,-0.023679466442059146,-0.012262065050060451,-0.01926517468670881,0.015913786952543026,0.05732312198445692,-0.009625876435617877,-0.0516486983971339
TAC1,-0.031155877507046625,-0.04974319747614409,-0.07518532201294278,-0.016790954541392764,-0.024265540540481197,,,-0.0005621658462305738,-0.023120440626733137
RARRES2,-0.05068471632960657,-0.0006814924304595624,0.056096710519724736,0.055178057126999844,-0.030481623188228685,0.055734883752792314,0.0024579810280625494,-0.009827973191509035,-0.004700110144542045
FGF7,0.09762388474159947,-0.020045174083119392,-0.008844549510719123,0.0533918266906592,0.015348345242788337,-0.033416328022198856,-0.03362924699411964,-0.04933190909372906,0.07554388391965676
HBEGF,0.02582022743789666,0.03440693485778475,-0.046243425918055976,0.002062797966818601,0.011778911761486632,0.02015336372409986,0.023487342644469493,-0.021233051859593483,-0.0675124608712202
CSF3,-0.023459715661463848,,0.04358065404333271,0.10267315824659745,,,-0.008700999205464913,-0.022988338574946296,-0.018516831008274736
PI3,0.07182676096938703,,0.04811859305986512,-0.014607801662713653,,,-0.02994108550174887,-0.023199089576194626,-0.019411375723915388
PCSK1N,0.04119474293768591,0.044584559530468214,-0.02073345599590624,-0.03742447083774129,0.0009324771657850556,0.018899846888175125,-0.06061627960517759,0.001679645720079499,0.05439783460548348
NTS,,,-0.024002899750273657,-0.015945412947782237,0.004225582054978041,,-0.008642098650247914,0.01592390797324987,-0.027420901745634618
SFRP1,0.06565913886966054,0.042748677633755824,-0.03110632053945426,0.032661174748226995,-0.02589640699410964,0.027914254218221256,-0.0041457680912608,0.04809315409282898,-0.02678370945832688
CXCL13,,-0.029982995437550362,-0.03082676090045892,,,,0.03440153915738265,0.03403405943168993,
MICA,0.014959954897388099,0.07451278406949748,0.023883022422066816,-0.014254561914557108,-0.002295304279482824,-0.10051336978242889,0.08641999802252986,0.021737354198886928,0.10239057114444777
TG,0.041112455209647576,-0.016860788317132013,0.07052558709276412,0.008422601012679387,-0.01859038244599012,0.00961569178513234,-0.019168762077753105,-0.018919755899343405,0.09657549506790913
ADA,0.0481858793430327,-0.034832143772445,-0.008077518845482426,0.019163392510153705,-0.011727580797813077,0.05868630107822203,0.06533150639454138,0.012891909352345502,0.009852455584149286
LAMC3,0.06030302873783303,-0.029982995550330613,-0.03284375449730277,0.06630703114963972,-0.002226738281111292,-0.002637042181206554,0.05906419920534784,-0.06529549034934279,-0.03820415385224809
CCL7,,,0.0050424329478055,,,,0.13787394894267904,,-0.019403843973393353
NGF,-0.036018845498452114,,-0.04362510469386826,,,-0.00568148234991857,0.0634348973749326,-0.0018550346700761439,-0.02999680211562683
TNFSF15,0.009092080856575702,,0.018852735146730883,,,-0.01785058664359529,0.02111437544777317,-0.01427536359396378,0.02599599370425342
HMGB1,-0.0250652668892628,-0.05733423487162427,0.02599096086960061,0.07874432375775786,-0.015440130510349892,0.02291732398433808,0.028903519281304014,-0.026369708459461686,0.0056830559763545166
ITGB3BP,0.031145757351223744,0.03878377702206192,0.022918466378359214,0.023062318998470843,0.03329113236517436,0.03255431889252565,0.0335059137186298,0.03718428131118151,0.031378620698835576
AANAT,0.06332652459604454,,-0.0272664740591964,-0.011702023059457648,-0.016718439576212094,,-0.018968148490565943,,-0.020530076106409237
RELN,-0.062104279258048886,-0.03956673771167355,0.005021587202162869,-0.03433740728374447,0.016847136131594064,0.04261155641343324,,-0.017243092167123025,
IL15,-0.00424362514890971,-0.02148038636100218,-0.012926683815042044,-0.0305236446643996,-0.008816374615011105,-0.05475683844397512,0.04055063808297953,-0.012824622301556454,0.023561333520041406
UTS2,,,,-0.014971037843448016,,,0.09042104432221396,,
BSG,0.010187396179371207,0.014422589002021246,-0.01790718335303155,0.02577442799755663,0.028160537431154226,0.06160596814468393,0.05300403436568202,-0.04754804105958694,0.045461426722507275
ADAMTS3,0.04042357109790648,-0.029625627507425287,-0.028487428364998752,0.03834043776138729,0.055517588868242554,,-0.041476022161958476,-0.004164580914366323,0.03194088705137894
CD34,0.022181226656790898,-0.042240314114759016,-0.017784622510515144,0.02728493080592878,-0.024879160656143828,0.03591246169777983,0.04642968286294391,0.07304428010526903,-0.02261278635176525
CCL23,,,,0.0443892785761775,,,,,
PLAT,0.007934135636893781,0.03201231153169429,0.03337257374483123,0.0675290937173673,0.050369943483851674,0.014966531595541769,0.04336339363770376,-0.042137982535447364,-0.0014973213952022477
NTF3,,,,,,,-0.008010605671240663,0.015558626348836386,
LTA,,-0.012399476725958635,,,-0.01610159964578325,,,,0.03655234120901754
CKLF,0.05493372099761699,-0.0005114959066201696,0.027535550644243952,0.04198559618495855,-0.00017486423811230694,-0.03261890636051804,0.0920748079552657,-0.0076008357431946215,0.055024196358219375
CD24,-0.016082378596301246,-0.032156479906097324,-0.00371173753487731,-0.03731048835096453,-0.01840028413101251,0.053897073486081575,-0.028132711209740726,0.07684914439672887,0.019678462471036665
HSP90AA1,-0.02772513386186237,-0.019431988367827103,-0.07739798192404122,-0.029323501087788195,0.014413552329797819,-0.0175635258919095,-0.11505496335316007,-0.057737007587938385,-0.0544581657841454
BMP4,-0.0620087669631677,0.036142116700178716,-0.02233146353464347,0.06737747334394552,0.1109313069319122,0.057837889318962166,0.07405669458839777,-0.03355435968250258,0.016187978179005223
SCGB3A1,,,0.03894658884335502,,,0.0886081899068966,0.1454080457661478,0.0210144289397444,0.07116662089970109
IGFBP4,0.07485341177530538,0.06153809420380398,-0.02105853140323473,0.03608657206065631,0.022696680653277332,-0.022426148482367788,0.07147795769676892,-0.08655792777137304,-0.03975355405303224
RSPO4,0.04860027922482121,-0.020045170277544364,-0.018272648406965866,,0.03963985843851543,-0.0263727528939564,,0.1480378003691317,0.058239031608730944
LEFTY2,0.02330151558981159,0.013416779416278524,-0.0019403109968567293,0.00852467576390484,0.0077788982719525866,,0.0743268195463625,-0.027150989274334646,-0.06357765383597068
PF4,,-0.011279009347409425,,,,,,,-0.027630382088625543
ANGPTL2,-0.019738200782195868,-0.036477268888129535,-0.021273039044937415,0.040116794599679415,-0.017855313047461817,-0.02765700664536045,0.06473479560369368,-0.001096509300866483,0.010458694704537171
LRIG2,0.034872708410116554,-0.00912324873985859,0.03700675144669698,0.024426742294625426,0.06204732457694679,0.06603271570428661,0.04738203954301716,0.026027000294978037,0.022897679708424257
ICOSLG,0.047991748116473956,0.007585878227932767,0.03734543086410554,0.012933742051635748,0.026492717895587353,-0.028459594782808188,-0.001549967385720981,0.014588975920963369,0.053544292546428666
WIF1,0.01834920009544123,,-0.004213120067343381,-0.039408085575530716,-0.014451290857890991,,,0.021742943288472146,
NPPC,0.004805200510974522,,-0.006606134573717167,-0.017773046725472214,-0.01822376221565725,0.03799979483299163,0.03390782744428711,-0.048509904990876804,
LYZ,-0.010326380007861532,-0.014494963979775637,0.03677072075718403,0.03307384665691192,0.016624342177291758,0.021456310470258744,0.07318203183325192,0.03592718504746413,-0.04550589622438196
EREG,,,0.0402896350292625,,,,-0.004307332051414009,-0.024866660107190738,-0.04172827715699938
SPTAN1,0.10205257661470177,-0.026356285099567337,-0.01968422088975057,-0.04138872489162204,0.011376926608760737,-0.011120168196223633,-0.002433096011516097,0.03213331941397989,0.07258390980214524
PTH2,,,,,,,,-0.03175089391854905,
LIPC,0.03567148315643295,-0.016975511869694454,-0.014894155566794964,-0.005117239695771938,-0.01000948006081959,0.01781824837464932,,,-0.03493526099673242
COL8A1,0.05215079912346228,0.0471129193089112,0.008898531981178636,-0.0019703002317122253,0.03304621280397491,-0.017314981720098804,0.06856028077571506,0.027905463527552913,-0.046934265027342596
GSTM2,0.04585481034177851,0.002870792434856589,0.01985095819479411,0.014422930653480014,0.04251816821804363,-0.08280048761031747,0.034430421748484374,-0.025321069653100183,0.05985733801608314
SPX,0.036117553823858416,-0.026807698658098435,-0.020531826209550325,-0.011560653477846973,-0.006414691121667491,,0.019237481616238356,0.11699655484394983,0.13500820517398007
MFGE8,-0.013339974688343996,0.013151207437282047,-0.06262708252310849,0.05622071719864259,0.03968316577100169,-0.029780435901440666,0.05340885599881273,-0.06492312631128518,-0.009031540308253087
TGFA,0.03138872362011112,0.002417785504339136,-0.01600915839964158,0.01766229653162046,0.040150017999562575,-0.041604079252688525,0.04802341526337464,0.019747290198280712,0.0636226109203229
SLIT2,-0.0525995978513361,-0.007414003846947565,-0.024535757950771852,0.023214434428510795,-0.01560170744335879,0.03777946139498765,0.016577515709246614,0.026973073585198185,0.004477603086713791
PLTP,0.10230575187172647,-0.012031093512596302,0.009150674077036973,0.006253458566998221,-0.019634386161382605,-0.020137123200746593,0.1173766717536367,-0.06307436236134673,-0.02537747156685689
APOD,-0.01308280450821268,-0.005875428765718516,0.01918027742260538,0.0733773703314602,-0.0047718164284181516,-0.022704123166764453,0.0574518988009845,-0.05965175155739001,-0.1182375284036075
B2M,-0.0016907887334467737,0.015693111759486688,-0.01236203351909696,0.08358669780100411,-0.02897736126865299,0.023040853627149065,0.15605275686038175,-0.05077382500812188,-0.06552227792393278
OMG,0.0491736451505455,0.0031777532149989797,-0.035278983217319024,0.03585377194645573,-0.013118805314468442,0.03636637096583381,0.04330217377637963,-0.002016352036988852,0.10271555190136449
CXCL3,0.10445182290253206,0.03598001645824621,0.01239722276076298,-0.015364196890145374,0.05803200668560921,,0.004548855814477416,-0.0399407343086223,0.0006695841917861416
CXCL10,0.07480832353220511,-0.018042808469773658,0.06771798987719817,0.04208170870503689,-0.01528563553267454,0.06700073377806647,-0.002920032820813261,-0.013185272383366382,0.03040135906502095
RSPO3,,,-0.006195905760059425,-0.01921534235609976,0.032243967935439675,,-0.04911056347859463,0.031802252590562144,-0.019691107396444005
CORT,0.004848162722691861,0.04550566414279267,-0.009272083224569553,-0.033256455031771145,0.015371401455676338,,-0.024654221666292053,0.04850375944002341,
NCAN,0.07571812526193038,-0.03378377201167408,-0.032886201565486994,0.04806652607413565,-0.019609540228751256,-0.0022907175723551228,0.031920791681916444,0.05259924922097033,0.10313495242011354
PRG4,-0.04691926617391267,,0.0020596063183616386,-0.016645707036838785,-0.011986241110461145,,0.012050081652148843,-0.04760877499200153,-0.007194668863801889
ZG16B,,0.15312643396512188,,-0.017971715698828238,0.008644944816996096,,,,-0.00750668333170281
TGM2,-0.01186066665078167,-0.017597500663287413,-0.017181085774798283,0.021457865901904235,-0.0019216862127198146,-0.041368139746691394,0.059943534137283004,-0.03117805834447852,-0.08334384336442519
VEGFC,0.09206917784298269,-0.017427554359350367,-0.0024733601392419578,-0.0037597384268173994,-0.0012064228133192936,-0.010250391551363673,0.0036200389076567487,0.02413837327157563,-0.058910507723049246
WNT6,0.014865516032328982,-0.012551761495041558,-0.03579656474287137,-0.016368873209711587,-0.008511294474720401,,0.046850020514386664,0.056403773136339666,-0.0005536803521308865
NRG4,-0.016596086942983965,,-0.03700369214973756,0.07065696005562944,-0.024579696332122383,-0.037535735490201026,,-0.026364211442557108,0.10742728268874462
PMCH,,,,,-0.018727139724695013,,-0.002577269260154679,-0.01517942443260792,-0.0213972653550129
COL9A1,0.014342826102647628,0.01301165669906447,-0.0330066994787435,0.026639119376997582,0.08965027233348265,0.031130151545404258,0.020014642501127416,-0.04060265344097259,0.07767129101370462
GDF11,-0.0023124987667983094,-0.010339880558290524,0.046566994353066854,0.07591025382843399,0.002660498145514717,0.026850317591866766,0.008491097196145275,-0.04346884918068416,0.024018331390480305
RAET1E,,,,,,,,,-0.02160100732576433
IL24,,,,,,,-0.0163853407014749,,
SORBS1,-0.02391675567779509,0.00998389125027685,-0.002090183953843062,-0.0018587473223002473,0.008478816101054413,0.07416507224185692,0.026621361773361225,-0.008493004257599465,0.01860349031508034
DLL1,-0.014925706665013956,0.011389703556139724,0.017958708887323392,0.031297442877890595,0.032887257956954644,-0.012755984799978526,0.07437921629046526,0.009107361193863042,0.0060905343033326636
TLN1,0.026808356570315914,-0.03567975539483205,0.05207859154323743,0.029228443451930323,-0.03608806409722819,-0.022786854871507924,0.007102938321902271,-0.06923922227141463,-0.03368709257665597
COL2A1,0.00875781031378314,,0.008279330676343412,0.035283162089475656,,,-0.012024868042894344,-0.008020994916173675,0.032889625080499266
SHH,,,0.010121262646372902,-0.012078129713523329,-0.001919986032298675,,0.04221892537303368,-0.02089858565615559,0.08528417345279253
PON2,0.09556565292610289,0.041446358993548434,-0.024098842621480005,0.032270388705101224,-0.0032445133687425297,0.013092874110390316,0.1211004695803359,-0.034555413482267684,0.10705037030327282
ICAM5,-0.020002200198477094,0.02310969585340919,-0.01824989062975571,-0.0300231523739999,-0.012582227220881375,,-0.027062588643312572,0.00012012815590766914,-0.02231973969057293
HPX,0.012558624790306437,,0.06818298633766008,-0.0043099917088294335,-0.013955927815006994,-0.009399744829044012,-0.030368356136116412,0.05585923215915499,0.01304490870511958
SFRP2,0.014863230829137097,,,-0.012262061439327811,-0.02092570142422812,,0.0519181253382978,-0.04146210274514458,-0.014159551581515625
CFC1,,,,,0.0188002040191068,,,,
CD70,,,,,-0.03003512284371665,-0.04073717097074969,0.0604714041408775,-0.028109440141216753,-0.030042345612611952
HP,0.06207235922754623,,0.03578577346268527,0.0405645151571329,-0.02100293490753258,-0.02043488073786303,0.10313375331009747,-0.01857035840783171,-0.02945574626551232
CXCL2,0.04783864163063835,-0.010647932273282784,0.014739988515371394,-0.004344807142227512,0.023491668747120817,0.014798262421422511,0.025611648625752804,-0.06912381081085224,0.014490192936632122
NPPB,,,,,-0.014099216332867556,,-0.022239020689270774,-0.02268721867873337,-0.0199744376893792
CCK,-0.015797671013759167,0.05979409045600851,-0.05362301764101031,-0.0771833754388929,-0.00235266317382383,,0.02791764466798091,0.02976422483029717,-0.02591223789058441
SEMA6A,0.1143707911992932,-0.03746850997354127,-0.04041260933360351,0.09715010583146252,0.015927182984826704,0.056011987524741805,0.0312377255975704,-0.005477407530658373,0.05055303974144611
IRAK4,0.0637634443031536,-0.03378037460768626,0.007823231028856431,-0.025179795481058122,0.009859758538538078,0.007719906165364728,0.08431525504841554,-0.05226359629277944,0.045679647405245286
GSTP1,0.07124490622922373,-0.0028697696735328075,0.03645340120850262,0.0787349590439867,-0.0006215942259366556,-0.11282796737295023,0.04890269788665915,0.03250791263650773,0.05174086520052824
VCAM1,0.06834253013996074,0.029842770845441347,0.04807239628761563,0.0879234955187776,-0.0479249537892299,-0.02098198916898757,0.021398284975040805,0.00911159832122491,0.05661905234403869
NXPH3,-0.01785835857105163,0.06803690059232786,-0.020128791957675907,0.06579273443084269,0.014704079409106188,-0.0472702284582639,0.10450302487786013,0.00644391300709337,0.07630363106378299
MTMR4,0.04190649611215487,0.02024128652464418,-0.0293137616963591,0.05788939405523805,0.05522306988701524,-0.05285189002289598,0.04134483671008288,-0.04372257032795576,0.03781809491027711
LAMC2,0.047154107505749956,,,,-0.017749340395497634,-0.037535757993054336,-0.020144281680329928,-0.014733999065294764,0.05478441695900235
IL10,0.039983426439021696,-0.017978160200194517,0.018370874749528355,-0.0014624654703834488,-0.02095103644585275,-0.01645754991834433,-0.01453000510926926,0.03482839824504607,-0.030305472994018177
SEMA4D,0.03761093684589339,-0.010168609678301984,-0.0522768972817316,0.02232745630878787,-0.02019119174920764,0.03041818434350316,0.030745615556813977,0.019526203714250717,0.036382945663748695
TRH,0.013369212640387554,,-0.022833698696447507,-0.00784348611734994,0.04502844566745732,,-0.04685320455790181,0.013165525558617497,-0.022372709727339905
SEMA6D,0.05801906626758927,0.007959952648987028,-0.056520550239421916,0.055441076243735225,0.011327492033192148,-0.03198673938149972,0.04527749643948425,0.07252812598830842,0.12115697061623967
CEL,,,-0.0011163818087065705,,,0.011057424407505435,-0.024813093921183443,0.003235416478595844,0.03984710969064389
PDCD1LG2,-0.05320081797209025,0.04694392574933081,0.02770661886243163,0.012858653190026536,-0.00982513379856498,-0.006445694356898384,-0.04370327454876525,0.05608034687296674,0.05253468615831856
SPINT1,0.0876111472846914,-0.004631381448410256,0.06474976550346566,-0.017727354909708094,-0.01242331605655238,-0.04298682041066957,-0.03203692335993413,0.004691951833636786,0.04153551282838808
CTHRC1,-0.050899671252954984,-0.01882905867629395,0.010416664096476033,0.04558281442404449,0.014471208915672098,-0.059105872432045715,0.061417736884248696,-0.021192107766225474,-0.04254560156199799
PODXL,0.002792825318646432,0.019990131024565757,0.07061722976090355,5.134079865213799e-05,0.03681337347398437,0.06626984467852814,0.11683232950098346,0.04796585057025047,-0.04082936670621717
JAM3,0.023213343516002242,0.05515228363269981,-0.002678305329076413,0.05502942456012511,0.02642256703972707,0.02862340526957717,0.05407490840050173,0.026188131180759324,-0.04910247505245698
TGFB2,0.013222384209226229,0.034002704516533346,0.01564456667964528,0.05842297840458979,0.05645645541413059,0.006910898079596391,-0.0018286772121363047,-0.0003528736239586304,0.011113077103599572
COL18A1,0.05045042577799064,0.015264018442883328,-0.02689270465744618,0.028141137647169686,0.05586612678658413,0.02543298392473099,0.0786644359567831,-0.12079887799514918,-0.07414431407970125
NODAL,,-0.012089450752488759,-0.013071041539156588,0.0054979846149652255,,-0.06690548336507043,0.011693775416766698,-0.016849433001518345,0.023498239894867223
INHBB,0.04464065399113905,-0.0011000570814000497,0.04167038410723071,0.021752491202832864,-0.024240706181520633,0.0487020023812739,0.008510530156350064,-0.06300766021327481,0.05841918456428797
LCN1,,,,-0.013482978561372084,,,0.025051976307333815,,-0.02262450179758042
ARF4,-0.06888934063066053,0.028699008215795185,-0.00388538094756342,0.002534712492293039,0.02840876588108184,-0.006571191381925986,0.0937057732322133,0.004934470426698696,-0.03666188991201118
CXCL14,-0.028341590624265382,0.011883897705715324,0.021108067393823766,-0.028820467614698326,0.019721060458309653,-0.010320492866360246,-0.060257877780794396,0.006215739150646005,0.0501547804925055
LIF,0.04540008862054521,0.006234749746369077,-0.018441231943318565,0.09447154236937358,0.033625355256196685,-0.045463488901029386,-0.006147020593616733,-0.03147539312070749,-0.07116128004807169
IL17B,0.011156075566753259,,,0.046537325951766725,,0.019337420786395342,0.2086051124006229,0.05328778437680161,0.06694240096840094
MMP1,,,-0.022833693715342,,,,0.07503377370615515,-0.015179423230490385,-0.029018187702720067
MATN1,-0.007605713483332242,,,-0.014135986381564802,-0.014276291434080499,-0.039164839117453276,0.03314793108494242,0.08061440528008885,0.00429606541605597
ADAM28,0.033998088015239104,0.05187340128868213,-0.025919958843968867,-0.012271684468962001,0.0034102073396909413,0.042357053836095386,0.10158528847082281,-0.03591207667588369,-0.0031954628557643474
TCN2,-0.03156217581869477,-0.006813593013671034,0.07480175590338028,0.073326179405148,-0.004873844125192118,-0.04901108159460627,0.06620072269008015,-0.030051099636584373,-0.03876748113800754
THPO,,,,-0.02751048092251852,0.009637884202925068,0.06356731507189337,,-0.01874034763054417,-0.00033663887796340515
CUBN,0.0089013738849691,0.07836442192121024,0.007901772864602731,0.07008244688882109,0.012273510637576361,0.03503709891510819,0.06298019721214225,0.01739647067966737,0.06148074005154156
TIMP3,0.05382076273759827,-0.012299510029950073,-0.04508202302937014,0.010454629795927789,0.003635593949290449,-0.050017101945613665,0.029178374155395863,-0.07540828746617892,-0.07689011163399187
PIGF,-0.01831984773873828,-0.003111044084532323,0.029842766209732946,0.01823399968082041,0.03496673842792815,-0.022568936564657315,0.03219360836603896,-0.00418692678441648,0.05363138449370715
CRH,,-0.015172228816482771,-0.0076109152162119175,-0.02073327549256103,-0.0224742151829887,,-0.0038483279959783184,0.07133988273212256,0.04382735534714879
BDNF,-0.011826585610110312,-0.013572452000649932,-0.05058663298501558,-0.029214749185245484,0.047438791285648395,,0.08829940009768909,0.04726660937549791,-0.012861150382527869
CCL5,0.08000722100085028,0.012482525304722016,-0.00931223397632577,0.008986414277643821,0.0018813503530797633,-0.017683124422497674,0.09451507969051745,-0.019158516717356782,0.0022098857767206687
GAD1,0.0207137541930436,0.021911312849159745,-0.07047096875276539,-0.028550527046744073,-0.013666433910586842,-0.04124983567811341,0.08825217368656883,-0.02063539189270662,-0.012065305600840454
COL14A1,0.005277163631846547,0.08221158243554633,0.03882331231092978,-0.023918024460088286,0.014879195273134218,0.018689752586256464,-0.037299044623789766,-0.0879276996887561,-0.026806333841046096
HLA-A,0.08562495358693895,0.01836245882396973,-0.000100466109771167,0.073059642040386,0.01748183762988045,0.030335625185079488,0.023269413339506675,-0.0773902090198402,-0.08061903810737456
CD5L,,0.03976352168773354,,,,,,,
FGF18,,,0.03931895936865354,,0.02093255238249664,,0.10291418967373792,0.0031489944149635097,-0.022372711522284854
ADM,0.00822982032761929,-0.006438149074657323,0.049772738106337575,0.02090260809659464,0.03751386632407289,0.01834824144325673,-0.04176176143953194,-0.031055090691612223,0.0004378334852109584
CCL15,,,,,,,,,-0.019403850966411403
GNAI2,0.047866304543139976,0.016884060425653925,0.006760772984130644,0.08901157118141695,-0.007225218281765115,-0.0637169111838454,0.0013320186856569415,-0.005533265004972887,-0.10172805797822597
HDC,,,,0.04493975617889828,,0.038033485197994134,,,0.09708360127546323
COL11A1,,-0.02136700983478062,0.0004884001417019397,-0.024513189949711436,-0.01914831983179325,,-0.030852262361564905,-0.11668127949544656,-0.04151203618384191
NUCB2,0.019247681933954146,-0.016730004412184935,-0.006450179637760048,0.06689939866267008,0.027504455282686507,0.05567582497858044,0.05413486191984506,-0.03066747212292344,-0.0018703007313315757
CXCL1,0.07501277459514706,-0.0162761731067308,0.006477556505633254,-0.009495677179058781,0.0020802056996513107,-0.06833452406308439,0.029900894858712928,-0.016559536389650156,0.04414973227158355
VCAN,0.05067935750792662,-0.023099841289951198,0.034102016384412695,0.074476829697479,-0.011064821564844554,-0.028635611672858538,0.015494227958606714,-0.05064052233716966,-0.16093681882856867
MMP7,0.02500234061815833,,,-0.009841462416271827,-0.014099216255834691,,0.03472803278185366,-0.002496090926299797,-0.08394255586449506
PTPN6,0.0060772764440672495,0.012456713658438518,0.03065735051487777,0.058828292984308916,0.005320932583497992,-0.11919244919914643,0.03589644430473139,0.03716202352291712,0.03117197401889485
PTGS2,0.05683475893063754,-0.014525630711930707,-0.015718856944158227,0.006056170148603062,0.044882473551935795,-0.023316801309575242,0.021839405215996026,-0.014794502430748896,0.02559478418480195
XCL1,,,-0.024279472449493873,,-0.023157435157265923,,,,
CD58,0.06122253780576982,-0.031381557018640725,0.04157008666217929,0.05114252501227571,0.04345890324966502,0.05064605259640701,0.050584859480372425,-0.02744196784868193,0.05982681077490159
TNFSF14,-0.0061518067575124956,0.002627561764975463,-0.0021243929973086976,0.07464075494502566,-0.012826445420571686,,-0.0015751603519210049,-0.021918290511351222,-0.010870907702992826
CNTN4,0.02993892832186726,0.010584862562047725,0.019832646934378827,-0.034945000400932846,0.019336232642007633,,0.12221285342057742,-0.0036944548368447326,0.006576927332306695
INSL3,,,,,-0.016257879237630384,,0.12072412279751649,0.011182620773663608,0.0045111113336358715
BTLA,,,-0.025312158289814358,,,,,,0.00588416770432258
MFNG,0.09592825701390881,0.037192550431815435,-0.026246385276770312,-0.018901838687252228,0.001736817701287206,0.044804069747169904,0.06441025425628426,0.042498466370310684,0.02993340355383414
ICAM1,0.10925332432397179,0.025888751431156636,0.07573569532289354,0.07477452049395625,0.044353772634811287,0.07269142114646364,0.005556920065236576,-0.05015129700662413,0.021460801342212357
PROS1,0.06238921488970548,0.0050259406581991415,0.05945442566570919,0.06707603109901282,-0.010297657190323224,-0.03533375165627361,0.04916580398498819,-0.03241048579194232,-0.02245543880641704
CLCF1,0.033258372483464194,0.029339479137033237,0.032822056430007615,-0.03497457564151357,0.001601335962648483,-0.06643833647813656,0.014084229437613886,-0.032145479991625404,-0.039880472479959315
PSAP,0.030438012336946693,-0.01742923716224959,-0.011959954362316042,-0.03453530305762861,-0.01504675161389675,-0.010643800211141169,0.03293000242172711,-0.040318976011285125,0.013754347937520199
EFEMP1,0.03671419859005847,-0.027697339103657546,0.05784991727792548,0.03125769700923171,-0.00032044110108382174,0.021933798101057216,0.09358592297170774,0.04200310075124312,-0.050928699723764875
C1QTNF1,0.04682534265399945,-0.01444944487242466,-0.015340204815750498,0.05683687794515255,0.025424815760253985,0.0682616908768266,0.025744148505171302,-0.019614408034030882,0.010107265762482524
ALB,-0.0011060138950551351,-0.022393137250474923,0.036013271882564486,-0.016507814996633403,-0.017749339941160663,-0.050146455198660365,0.02946552040349822,-0.015452131726214803,-0.03004235498846229
CCL13,,,,,,,-0.015916975021393012,-0.02458591496828914,
