,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HMGB1,0.022724206455279238,-0.006795843136718708,-0.029333035658508394,0.05015121005877657,0.014318163830497558,0.051146799751133495,-0.06686091649498539,0.07388174512567763,0.05087188667506951,-0.06517885236291565,-0.017356392246062977,-0.03426111461017818,-0.013507982223177525,-0.015623065985091587
ITGB3BP,-0.05063419721826134,-0.023137676359436816,0.025828363641308593,0.004825957318492767,-0.02138663425478344,0.026977154065452542,0.10180342947241033,-0.029574860239501073,0.01599112267975734,0.06583167598982051,-0.02492306527023077,-0.08346781057576559,0.06346720426861452,0.05701250813011132
AANAT,,0.01235983275706969,0.03817827512403788,-0.01364897018942122,0.10459405336886418,0.08135660888974601,,-0.021777124561120274,,-0.02303839077083099,-0.01591100185260554,,-0.017070294515603927,-0.030674741352270808
RELN,-0.001058134239012843,0.021407862243560845,0.03591788698147265,-0.029777711650910837,-0.024325609506395857,0.018321127401445585,,-0.024109156549871332,-0.07711275183548386,,,0.07998439838008368,,0.0074907788118447624
IL15,0.012492587922394735,0.012835859470157706,-0.008462368430536204,0.05043156208463767,0.02386976579660577,-0.012587971998821022,0.0067758040218646705,-0.020197276508115057,-0.027358274075672262,0.10083151447754947,-0.007063828870757335,-0.0011926739753438575,0.010838578743313062,-0.02975622835482825
UTS2,,,,-0.008080824861763295,,,,,,0.02384710958434133,,,,
BSG,0.017922343815309598,0.004394891187899789,0.02384867744761262,0.015861356438219686,-0.06975033652657608,0.008610666683117147,-0.04683470201592349,-0.04455391189873351,0.00733204203885654,-0.05590212603515085,0.05997643523583445,0.06452987365403925,0.03961819934272864,0.060092164535830626
ADAMTS3,-0.02752954770499999,-0.004654626126924428,0.010272137988003647,0.037619391583020266,-0.011264663154633365,-0.014202261186190395,0.011066620952624194,-0.0335613550401518,,0.07127873510967082,0.015442378173205686,0.018169393068383593,0.004108848449514257,0.009665181391435988
CD34,-0.039251716852410544,-0.02145820069738889,0.045103856647140644,0.039584060987503625,0.000219929521387288,-0.02773635034385248,-0.02325480350181387,0.021535931295644326,0.045265101614684194,0.03351960196786996,0.05395601720250545,-0.014606521926001578,-0.04274893361217521,-0.025503191461897334
CCL23,,,,-0.015530361444149604,,,,,,,,,,
PLAT,-0.017635944675674302,0.004334414842833291,0.03899834012038611,0.021868050334135528,0.017697922089492363,0.02467469195545893,-0.0634372809255179,0.03568630023773278,0.011189791730993666,0.019738118281004295,0.016732276414457355,0.03940412242695272,-0.0177499923024578,0.028654918111745028
NTF3,,,,,,0.005699653579215175,0.024999219320609084,,,0.0495733821093739,0.05485774740464994,-0.03485542132797073,,
LTA,-0.011522185849354912,0.02511470765552291,,,0.015022996756034437,,,-0.020197279001276294,,,,,-0.022974043862877856,
CKLF,0.03354236987138631,-0.01855060365436589,-0.06297840887316926,0.039854667560603664,0.01653723647307034,0.033739967464615835,0.019761607400092425,0.010678453268859162,-0.06289147922117555,0.012118664967597581,0.022908117970297473,-0.0012682449442176448,0.0228888737655298,-0.06024414366760341
APELA,,,,,,,0.07038580895267574,,,,,,,
CD24,0.0357824848724402,0.015386343800021603,0.022176965930665656,-0.0142697693227125,0.005422430860545333,0.07595931166281891,0.06205773752624465,0.012560488930438238,0.026541189647394787,0.05137505156696054,0.037265522904121294,-0.009845944817545284,0.09295443527786953,0.04799587445808361
HSP90AA1,0.009265388337319009,0.0004932666501457155,0.016585351896695813,-0.04804356415665839,-0.043635049481908404,-0.024325434894753823,0.034930836816441074,0.005220282774722367,0.0942573978637365,-0.11976866900787277,-0.06307579468626393,0.05447674285145918,-0.038987001195352235,0.03892605104190304
BMP4,-0.012214192430916293,-0.030807978127423405,-0.005963934603229664,-0.00017718784661541597,0.01023417665237003,0.022893018461305682,-0.0008729462916588936,0.023033132023660523,0.014047884119210277,-0.0016017070829391898,0.023020947296955314,-0.0033089620337156352,0.006380926997571422,0.03950217042430374
SCGB3A1,,,0.023751073901871353,,,0.10445770602377556,-0.036811656726698394,-0.014093394189246558,0.03091156025149782,0.051691401567127794,0.024163406704335182,0.05357555343156183,0.015515289890974704,0.008696986494366692
IGFBP4,0.022269297019921475,-0.005992384607885019,-0.0350565158144136,-0.0012099296615678008,-0.06440825731066548,-0.04089858376510122,-0.0013956877992256796,-0.040008002629627865,0.006274326201893888,-0.07113018434530798,-0.0425592348360952,-0.06838704650610936,-0.05482896433305582,-0.02502608302642349
RSPO4,-0.018626929379713397,0.07715062951267788,-0.0332311167882943,,-0.020103243845179614,0.06920006083833138,,-0.015583529011456468,-0.05064390595899167,,,0.004113926290888089,0.08588784027666925,-0.01103362345341058
LEFTY2,-0.011663695822283713,0.05123509107907753,-0.009312265060516474,0.0325922778132548,0.03275529044936574,0.03498290525360711,0.01953422038279925,0.04505445313475476,,0.07716659389208881,0.03861019771352653,-0.012665692670040392,-0.052863382968771445,-0.011239455319300169
PF4,-0.010480994058837206,-0.016283024462441918,,,,,,,,,0.019719625657818755,,-0.022974038546513698,0.07276974501587305
ANGPTL2,-0.03082721638817967,0.01823971611703121,-0.01378610654321882,0.05883376492938915,0.008341166473551896,0.054193248217433196,0.019410454555094762,-0.03652214803276611,-0.015223638161337302,0.026820478181226383,0.05639308601361236,0.05382360443126399,0.03524667570342159,0.11571151788939199
LRIG2,0.03717946371564818,-0.02672924034695336,-0.02808069059086318,0.004968746737739104,0.01699866853612937,-0.02219931101852553,0.019243144023020357,-0.013149216827357651,0.04343313257313079,0.07767496994535826,0.01863810229096992,0.03478546009212211,0.08559775682094196,0.002177439931065838
ICOSLG,0.03584703832534486,0.04645971364556468,0.014872482875526928,0.05636455338094279,0.05574367650726891,0.012136289111821795,-0.031640909482084686,0.041205641761894105,0.023450071885501012,0.04558490506373387,0.14107181878793967,0.03166679604071463,0.04248501311519166,0.007724734759959361
WIF1,,,0.023726114467965423,-0.031180444255746523,0.002725274157147154,-0.02027648931548483,,-0.008492050091975652,,,,-0.00757277444899604,,-0.008623307259895912
NPPC,,0.021702758806169307,0.05544001582036576,-0.015197406765342517,-0.030261318460948285,-0.02658635642793547,,-0.07008930380449059,-0.003124333455550863,-0.027970614210902252,-0.028380466760245006,0.06876384685769009,,0.05107652207256704
LYZ,0.06136785076146905,0.00398523270774718,-0.04852713996266984,0.020526951862377497,0.025842035240245934,-0.03809018819019575,0.002538167006878477,-0.037956911750753844,0.04426456766242626,0.033220989462603136,0.04338434595582622,0.06059517212325664,0.014299883858010818,-0.035671846610671215
EREG,,,0.006050635298855822,,,,-0.023247740146336307,,,-0.05330531510363614,0.021877838374292937,-0.032158071728340086,0.037394455270789106,0.07001029136008219
SPTAN1,0.02340132191912272,-0.00699131240494181,0.09806846969260258,0.011897536669509044,-0.05377589130536476,0.0351703226824954,0.022665383311472536,0.006711482048700587,0.058293888876430645,0.015430287551170948,-0.0036642429841945226,0.018771283972184482,0.0025119043144733702,0.013515298477638998
PTH2,,,,,,,,,,,,-0.00022039069021610134,,
LIPC,-0.01577445621080658,0.01148857133789294,0.024508180071695123,-0.024831338892499787,0.003432775738731907,,-0.016067935114206768,-0.03172803656996203,-0.02747152935580074,,,,0.0424822343633479,-0.0026754197753280436
COL8A1,0.043466837871348946,-0.004430086133742617,0.001927876054477632,0.008694950279474147,0.013258782740021532,0.01750983063685679,-0.007668760253091616,0.01251882804844657,-0.0320853580050243,-0.003750542616656124,0.03391709735405591,-0.043707353827204524,0.009790497334528053,0.020655433683470403
GSTM2,-0.02296656501838744,-0.008131261907660878,-0.041748348196018886,0.02443311144339606,-0.041563155539886515,-0.01615179689221829,0.014510705129205182,-0.028174811746038916,-0.05761675163631222,0.08745361050870512,0.0045711983859778585,-0.0038759070907683868,0.01683444991257354,0.04513909219417465
SPX,-0.01974415978776021,-0.028715434151681214,-0.011546000896927207,-0.03190873560168698,0.019294652968490058,0.03798717674945498,,0.01989836880687173,,-0.026477646250595115,-0.025409579460803657,0.04381325004131597,0.04663645050125513,-0.06889509978107856
MFGE8,0.03189983335005664,-0.04050940574533544,-0.018179056722664958,-0.013527856300896072,-0.007393358337656161,0.07298162502689312,-0.016657302091619766,2.405991241961556e-06,0.03446672138398173,0.04239200551398517,0.040479978885994895,0.05435186538004959,-0.011562159548175325,0.017817833008898994
TGFA,-0.026577538808975246,0.06791106752961118,0.011184497980992875,0.020380817886602252,-0.004156713681453511,0.019834647489602515,0.018294844975358715,0.015436217698594419,-0.030341015700744635,0.0026549651499426924,0.061539878423346864,-0.013067719088664656,0.07164733379904048,0.08395335533206832
SLIT2,-0.014996116997930511,8.925357094047629e-05,-0.06079627595735425,-0.028026212431204435,-0.029048615369398276,0.009337808799704798,-0.038504361149693155,0.055828380323852574,-0.04217402941266577,0.08831911857430767,0.08124436473028195,0.022539609351062043,0.05507373135143546,0.06154491235139272
PLTP,0.01903083750482567,0.03470687752103101,-0.04275114793779495,0.05230696500194144,0.014215196149535847,0.12817471461783997,0.0009608450929665466,-0.009119691540710514,-0.020182758830042172,-0.07120022131695923,0.02308249844469691,-0.08019856011793657,-0.031486981841535415,-0.023239611190594887
APOD,-0.00817699971295866,-0.024245647605873704,0.04448610589543186,-0.01637759121359603,0.020410574129769016,-0.09966383871712947,-0.02802610361078687,0.08797294115073336,0.005596146471253686,0.07759433427549667,0.047442321354657944,0.03476349199801836,-0.0031079699577402312,-0.051386309654551994
B2M,0.008978490076980499,-0.08652244688756712,-0.08239823094185421,0.050033405051717814,0.05960563930180863,0.07908151705282059,-0.02582353451016652,-0.06316696534781244,-0.0073174513130446536,-0.027245821979332344,0.024457873561867606,-0.08148141938626428,-0.03735658811028135,0.01240268696025785
OMG,-0.0038978386285669097,-0.07782187884918056,0.08779509004891427,-0.03065844172689221,-0.0002759608116537867,-0.050537112609705205,0.08852168707699405,0.017002366032195862,-0.014310164970503778,0.10029792958924702,0.046250225233341394,0.04198686152399091,0.02549429518923887,-0.05354686170108226
CXCL3,-0.021547926327494145,-0.010849352305685078,-0.05123706130897052,0.0036468470469976626,-0.061462216929770844,-0.0204653165032567,-0.007149330712556725,-0.014545698333245932,,-0.04559446425635806,0.0032763193597251435,0.05383428831576752,0.03466797641219236,0.0003378693449761495
CXCL10,0.01575471543796239,0.0033277892131237247,-0.05956308550270283,-0.004017091496037591,0.053514399213701686,0.016998688180927438,0.05685165929624132,-0.023114874939374763,-0.09674983653318435,-0.0271179501438449,-0.027449137088102316,0.03251815107052664,0.01150751193324466,0.05802717785866587
RSPO3,,-0.01890955624553737,-0.03217317074363692,-0.022412332779156555,-0.0010238907721601461,-0.026300926703771068,,-0.015199974417367913,,0.050400462053115665,0.010364800423714857,0.043345245641237214,0.009449706729453708,0.03143069961182669
CORT,-0.01871839168440323,-0.012207870747487009,0.045120693904011716,-0.03878956322578886,-0.003649419056894094,0.04403409284350286,,0.022424583567809808,,0.18106126789085947,0.11532904408008407,0.05666772059383725,,
NCAN,-0.002075824310776,0.04223133848868757,0.079428947760918,0.06675816077840427,-0.03131050695089264,-0.003094239911071272,,0.00044105560356419454,-0.07026348651475586,0.1210805703688323,0.019204822643599472,0.07719955459148531,-0.002490070184948494,-0.034267861111829924
PRG4,,-0.01866291654015979,-0.023035874744828135,0.07920880914203443,-0.0032324844980598237,,,-0.017771282742363566,,-0.028763166827763365,-0.018745657128787615,-0.042047294003671846,0.05146521023100207,-0.04217339660466638
ZG16B,-0.01261217288821024,0.004973005082774819,,0.050598027336426175,-0.013734321627462458,,-0.010678413532688245,,,,,,-0.020415008569411575,-0.025848961344224222
TGM2,0.008657305355794306,-0.05209601866640598,-0.04547647610436251,0.018428850881811756,0.020542575715610394,0.03528906148109915,-0.020310821090597626,0.030444124494123544,-0.000742029223628428,-0.05415757865084242,-0.01090991430847748,-0.040490768073360134,-0.027891855395107284,0.047679030984720656
VEGFC,-0.016194515677244895,-0.033262314452167416,-0.03545984458330658,0.11398558205331162,-0.03698313964696903,0.03420693296310768,0.0560085709467417,0.1123206363648462,-0.008065348554136898,-0.03379652135701008,0.024611900845067584,-0.04406581746533274,-0.03798635118926018,0.007457671424755977
WNT6,-0.011663696128391616,0.021305590123351207,-0.00871286012672768,-0.019092276723314185,0.02441670579173174,,0.04784734647002578,-0.015828448906741625,,-0.039203085209011855,-0.019169141342342925,-0.02332862157989639,0.07928201810676096,-0.026709732316595656
NRG4,,-0.02271362318078635,-0.03281159111422522,-0.024182825057092242,-0.0263858556310303,0.023913382554899186,,-0.004714494917969774,-0.04041983494926097,,,-0.022254019310120825,0.13478159132308226,0.129317844695264
PMCH,,0.007284951095206905,,,-0.020103242874980966,,,,,-0.026692595946427703,-0.0300468129760451,-0.0196303410910244,-0.022407385795375115,-0.029677254006549386
COL9A1,-0.01788840942256876,-0.02372272164204087,-0.023613842079554002,-0.032435733836410935,0.08593744735127597,0.04057475101575548,,0.07569955876322472,-0.09426714895013158,0.09066669304546515,0.036274004376803885,-0.022808531084240278,0.005274391673811986,-0.02890632700861123
GDF11,-0.009296990109577291,0.009636595823624892,0.009643902186504284,0.01444603390930731,-0.07497236293388736,-0.014926857360230842,0.02411229363172497,0.015352673888005191,0.014400002419275335,0.08197800140427085,-0.004576752437216685,-0.010095687489903827,0.023777709157295226,-0.043940307086074014
RAET1E,,,,,,,,,,,,,-0.01796074963255496,
IL24,,,,,,,-0.01653844524442365,,,-0.019901356328032294,-0.02013843138877165,,,0.04613572744066044
SORBS1,-0.009072269707885387,0.03353056400990008,0.025016128960240386,-0.050940241285298546,-0.038889658161743286,0.037290812279317305,-0.03803766604270347,0.04459955804569771,0.02399854078288487,-0.013596803348472561,-0.0007850723345482286,-0.02801673952450534,0.011014385790390357,0.02783480997601457
DLL1,0.02305796606956362,-0.015864924909231238,-0.0018336750346179373,0.06509113441815605,0.023639813921945318,0.029870717507224122,-0.01310716229332596,-0.012775257476982722,-0.01384844810503636,0.049299999315089375,0.045739793618357664,0.029789748698446358,-0.022107410796795877,0.004461868171102355
TLN1,0.011921885706852212,-0.012253296488130219,-0.03987598670947798,0.08135148146995286,0.01874276931791024,0.039705056840051385,-0.038273140130456955,-0.021847314478441862,0.02942019986509181,-0.04693491937113754,-0.026876263176119918,-0.01570675308374523,-0.014622729579221602,0.05561532475810984
COL2A1,,,0.10298228703198814,0.06925141491163371,,,,-0.014766870083987435,,-0.03309266281983587,0.013498229312214418,-0.0413544760215317,-0.023827828307070073,0.07828438271597747
SHH,,-0.019393834476071802,-0.03662860721459995,-0.014087652328680596,-0.015717534441129593,0.08297877749809136,,-0.01409339295739617,,0.027602191580830788,0.030473347845033822,0.013004741189441645,-0.010239988679631969,0.0508594033886253
PON2,0.004123644741762431,-0.01760163944118705,0.03529228722931453,0.04403537328094171,0.05465800930371503,0.07988917355891195,-0.0029293744974037595,-0.005503993948998376,0.04752529056886277,0.050347424588837085,0.024453502831165274,0.04778806951298947,0.03982969796013939,-0.02907492954149823
ICAM5,-0.015013796393979645,0.07960473187647467,0.031731485924837745,-0.011521545136092054,0.0045475216436210684,0.0031234695104022563,-0.015655670481523415,-0.027523635163362956,,-0.03902060788583074,0.042208709226966616,0.07218654334986624,0.012348739181381624,-0.023242331717810948
HPX,,0.0140018286087251,0.07472699360161104,0.0830088783142486,-0.016259467326986278,-0.01913024401682354,0.04405211786692802,-0.016356597906508816,0.09343986857375991,0.022129596065146813,-0.03687563019845109,0.08155237375098891,-0.026625376675446934,0.05151176774722277
SFRP2,,0.0036870783636759677,,-0.014302186057561363,0.001876766002202615,0.041027303433545895,-0.016321984606384933,-0.027647630292627304,,0.009794927078165764,0.0503810512600564,0.022627629446014853,0.03960372768810196,0.008041811797739294
CFC1,,,,,-0.017284774539838735,,,,,,,,,-0.03554177648310461
CD70,,0.019307942755383174,,,0.0012746746327063781,,-0.03773299528284143,,0.08544541598892662,-0.03928358262423074,0.05003148284457713,0.031442556257419124,-0.024979531731338676,0.029635919448702343
HP,,0.009316897768988785,-0.014008917897760506,0.010958097842979927,-0.034082749631301715,-0.032446597380698425,,-0.0010548447198448023,-0.07101572957792156,-0.08718885120533824,0.025983563659882473,-0.05552334448461391,-0.02449178762528903,0.05861073618401507
CXCL2,0.06045117556180534,0.017418078789674076,-0.05197016004369077,0.12413353246285999,-0.02312212454438316,-0.026586354347205132,0.00524470694057146,0.07017159824921744,0.009221688955166627,-0.06046198875654545,-0.0029089015167189525,0.04112369652457993,0.008240514924828834,-0.008555581440984178
NPPB,,-0.01757193198988383,,,-0.015135251536184662,,,-0.018136303718588574,,0.011157709740682129,-0.05870871050563416,-0.02933957364769995,0.008444377991016527,
CCK,-0.06602624604495246,-0.0023958947256983542,0.07469356147196868,-0.041878839964517224,-0.002742582479688114,-0.0810657516070148,,0.027394211388371868,,0.06187249537010814,0.007622593941831538,0.056619596755678986,0.01709593263863238,-0.04770012236856888
SEMA6A,-0.001492512266861176,0.08726513923137334,-0.00037650658408402965,0.08163732413948023,-0.0682194095300284,-0.01699098862795535,-0.025912551068420414,0.0058645762254652435,0.041367622350393304,0.025793565232892817,0.031394213954675586,0.03729446738933702,0.06168169325775458,0.05633254688529973
IRAK4,-0.003105956348221786,0.021416889649247667,-0.045607887478530264,0.07266184038958173,0.04427090549213285,-0.006178294769259048,0.03555388908661154,-0.03293731495515727,0.011442457720610397,-0.008117034038269605,0.04729285544140765,0.033385344517948154,0.07278429881489312,0.05523811986053082
GSTP1,-0.016042269153710056,0.05160319153255955,-0.018932257487142595,0.03821104937987286,0.06532972595947478,0.04069546527880799,-0.04728997524867805,-0.03686522675340793,0.019257342152162255,0.055548947837877644,0.04951725853021617,-0.0005296020251605733,-0.006153529718172871,-0.03214070465664421
VCAM1,0.049076766687439856,0.025683635694197997,-0.06014788963205114,0.031375360729970776,-0.035519162590360163,0.019374459166473314,0.022662237637720257,-0.01876172288757634,-0.03628866221665482,0.028415449433730908,-0.027959762896449216,0.026089851797358576,0.042415117025636016,0.11305975702882215
NXPH3,0.017211935380853877,-0.033214343160783415,-0.0018051837020087859,0.005424237832511184,-0.01776239158234818,0.013100738028501875,0.005570590934244669,0.12464244362739565,0.038670078207260525,0.10022311364639644,0.02062817082674584,-0.01174000515551835,0.015114895967455376,-0.050500306455938594
MTMR4,0.05242706461963693,0.012352582440534478,-0.0026718314115897696,0.010134180425410488,0.0026557339677514644,-0.03607453006188053,0.042312278221312505,-0.0033894441606891436,-0.07413968976603956,0.02683421241509028,0.02085767633043685,-0.03849153356755573,0.07246506813499104,0.1068988856753747
