,UKF248,UKF251,UKF259,UKF269,ZH8812bulk
IGFL3,,,,-0.013977898161533754,-0.0013226013657896666
BMP1,0.001042442550501201,-0.048432207639805214,-0.0007402568114072949,-0.05522518872156095,0.10934498511667372
NDP,-0.0498543666144995,-0.03790018591585599,0.042263124443135645,-0.0025663399888993968,0.0644002178845799
TNFSF18,0.029869843420786944,-0.02528979701665318,,-0.020756759141875736,0.058837045755382546
RTN4,0.07109375229960235,-0.01668812729605938,0.04824549632842301,0.08547354325559643,-0.13685539526607965
HEBP1,-0.014883116706975527,0.03194679706919288,-0.06980386530621206,0.009710503880817775,0.0431834173872253
WNT7B,-0.03621164637474994,-0.015709237954485446,-0.022088075853590947,-0.00987988738647059,-0.028717499863736316
PTMA,0.010353214905448112,-0.01006720827128186,0.022103347171321078,0.012835771515193996,-0.10280540949371883
CEACAM1,-0.01557393838450833,-0.012055895283027524,0.049424809471293726,-0.027314712814105274,0.04191277159805563
PDAP1,0.00515788144078817,-0.017063067897726377,0.05199568426309297,-0.03732318905554283,-0.006087554129773556
QDPR,-0.002703292190415564,-0.01282396157029399,-0.0745150516710061,0.025492328109611266,-0.08608948972903464
POMC,-0.017336307005954475,-0.021421402489090368,0.02560417662400242,-0.01264315345704131,-0.010903583808283233
CCL18,-0.019434803615448956,,,,
CCL17,,,-0.014783242436407665,,-0.014583982392615744
VEGFD,-0.019434809786909372,-0.01726765122630833,-0.016470164583488055,0.04423958982525085,-0.03244305230277037
TNFSF13,-0.0146661311245896,,0.04633456242029008,,-0.03298688088777589
WNT5A,0.04960823722453333,0.013402393120734166,0.033415009571464975,-0.06283600205713888,0.04765272255917651
CXCL8,0.009696817252059531,0.02497334734016895,-0.007697007133880758,-0.04656148103407272,-0.03243972511134774
GRN,-0.008932604540247472,0.06182941522335307,-0.035425169472583146,-0.10344888413791253,0.11211311678792926
MIA,0.018273211055417415,-0.015356641425073547,-0.031128549008912376,-0.03992915616542826,0.08289082393727208
COL4A4,-0.023341041238922458,-0.0258252969545435,-0.025703057099433754,-0.013774181126364332,0.025617361397978752
TAC1,0.018016824638264973,-0.033625874818383146,0.06270572340033935,0.13915347534138353,
RARRES2,0.010195058141697657,-0.012314744337090885,-0.01756079206349418,-0.07507294610286974,-0.04027282986932962
FGF7,,0.06261490836203497,0.029405498257458067,-0.004805098307649453,-0.05800384718064755
HBEGF,-0.020270466978904323,-0.04571556894261924,-0.06291135535945547,-0.01176541495755184,0.04257788517012773
CSF3,,,-0.017620335988387976,-0.01457281851162865,
PI3,-0.020446232808865303,,-0.030407380170977542,-0.016409185984479175,0.05138891597770488
PCSK1N,-0.04995163247399595,-0.055962825743167736,-0.0071256049835677045,0.05853872823191268,0.027709284813078203
NTS,,,,-0.0179117469350193,
SFRP1,-0.038761035138928916,-0.036499156394727776,0.010052209771982758,0.04743711393630615,0.011647977535912216
CXCL13,,-0.029152189108378655,,,
MICA,-0.01936427490759201,-0.012033475149034703,0.011046470673189332,0.01931378608027542,0.07015866290251142
TG,0.040943719090047404,-0.016393588511232893,-0.01392001117226433,-0.017588088142968108,
ADA,-0.06280596056091461,0.07066957815042228,-0.0003960470587095023,-0.0903985532390715,0.021796854895012506
LAMC3,-0.012741739029818861,-0.02915218921803385,0.04683232946038287,-0.030476061120906835,0.022975176199693727
CCL7,0.041455015591519574,,-0.010064145837137321,,
NGF,-0.021225243856974635,,-0.023059528616417274,,
TNFSF15,,,-0.011206918620719904,,
HMGB1,0.01167685629445479,-0.006247409507452067,-0.028560107358152276,-0.09938669901106854,-0.029831715098831205
ITGB3BP,0.013222770531256114,0.02523948979308959,-0.007670769644375949,0.010157671384621652,-0.005326163651516063
AANAT,-0.017935637919896844,,-0.010197150862220932,-0.013145076665946012,0.0010322888199714151
RELN,0.00025453318490969057,-0.03847037306778722,0.08380662569816433,0.0688670044736169,-0.04758388181868477
IL15,0.0007601422760814909,0.012092938853241395,0.003633964816824906,-0.022271050662826888,0.006217453397217321
UTS2,,,,-0.0433609320194164,
BSG,0.04516987942400062,-0.010684281176215131,-0.004269070111797602,0.027921903058922854,0.14238114783857636
ADAMTS3,0.00031183056086233864,-0.028804723575724483,-0.0034234749669182305,-0.06205137984941594,-0.0065361126978664644
CD34,-0.017416181220685212,-0.04106986667278022,0.05517051813424241,-0.014224367024453196,0.061853835574348245
CCL23,,,,-0.01495701060226694,
PLAT,0.0432127787442042,0.003781533829940094,-0.022152940062221932,-0.057842894984582414,0.10770653771884658
LTA,,-0.01205589652017832,-0.012898949847731747,,
CKLF,0.009502697087844554,0.06560645245632439,0.07407713093643137,-0.054513021204204516,-0.05875256385037786
CD24,-0.014924682408820708,-0.00845004976855095,-0.006052616397342915,0.03303753932113354,0.04907075046907154
HSP90AA1,-0.00010347804327761036,0.048434898076927656,0.015332391746850665,0.08817296462666645,0.008268631135941593
BMP4,-0.008843916466453793,-0.012779957028111669,-0.030094798449708943,-0.017640082180261002,0.02997023560314948
SCGB3A1,-0.012362175672001366,,,,
IGFBP4,-0.03354991563449983,0.02370408106193422,-0.02091560404881979,-0.06209588008151856,0.09085156911889744
RSPO4,,-0.019489733634444603,-0.019744102643155053,,
LEFTY2,-0.03848655694532073,-0.0122039612721714,0.0011763369220471724,-0.059506063369816946,0.18426714963901636
PF4,-0.012823772840240057,-0.01096647645281815,-0.008780768967406602,,
ANGPTL2,-0.014106862269187129,0.055728963871491316,0.02939324975891099,-0.07160094793742479,-0.020570978202507046
LRIG2,-0.016196452524703933,0.004062223983933976,-0.005638985661183525,0.002639787361810558,0.0953027021536139
ICOSLG,0.07963747863210029,-0.04112536196283485,-0.019539129488659785,-0.08303502378869045,-0.007779997527665386
WIF1,0.06859145205739918,,,0.09785335837737334,
NPPC,0.044610923995909574,,0.028660305813741006,-0.00023870960794225156,-0.008889760770953218
LYZ,-0.009767480654816663,0.08749021769967574,0.03161085374901765,-0.04861128551789087,-0.0008249081452117764
SPTAN1,0.017570485223742743,0.005047317132923491,0.039100725960217325,0.0020147309942387874,0.006925269646015446
LIPC,0.1154613736699406,-0.016505133160147355,0.05837853214064261,-0.0343807638858826,0.04125499650986355
