,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,ZH916T1
IGFL3,,,,,,,,-0.01664926966737714,-0.015714772681867092
BMP1,-0.039769553849693176,0.002930567944347585,-0.02654674597452798,0.05615525275471293,-0.023678048199349933,0.004724736313052989,0.07205720004386103,0.11255554645418904,-0.01486174433323378
NDP,0.00817338998595632,0.051782200855459475,0.020454530709329212,0.03503313575525166,-0.02407980853383815,-0.012805506274195156,-0.023388216835203132,-0.0005262038016515639,-0.005494242419624065
TNFSF18,-0.02181211104418764,0.01087419113676815,-0.007675204529183589,,,,0.09511829842463006,0.03982311959165061,0.03681998258603475
RTN4,-0.08845928001878815,0.013655222897138539,0.04834417437171329,0.009691989163692547,-0.014897987246178244,-0.03553612391824339,0.00202038196860176,-0.09755213613533423,0.020823578056227518
HEBP1,0.015930499922889526,-0.016972178663571272,0.050014061040875295,-0.018660076528336206,0.008250152289744173,0.024480921013920014,0.04720665139444063,0.0634244070916459,0.04731392447395971
WNT7B,-0.05090970964422161,-0.012992975781058918,-0.018628563433930274,0.04421873307844154,-0.02434221788920932,0.047080820748667034,-0.005139283059327075,-0.06891081294456193,-0.020376730849403817
PTMA,0.03133805337746758,0.01941869048514083,0.05791485524249894,0.061239162837646056,-0.021156263997084323,0.023003933031977855,0.052931530100280254,-0.0566427447110035,-0.0196636728918761
FASLG,,,,,,,,,-0.01362941698581116
CEACAM1,,-0.02130226010418618,0.008274079162389418,,-0.028108282855363906,0.005785066177220538,,0.015855481232226146,0.002584072261001162
PDAP1,0.02904902353581859,0.007800631357376605,0.015384138346029001,0.06084168867474266,0.03818027348386438,-0.014703548462142857,-0.024160951245092384,0.09218763141257713,0.033430959496686924
QDPR,0.037772692590811015,0.025940233188266222,0.014213336046429366,0.013660870819653337,-0.05603069724050021,0.055199888840220694,0.002157753172677273,-0.07494185360561441,-0.02024829817875715
POMC,0.0032012926623996856,0.06117592397481496,-0.02540224778999107,,0.021574123716901858,-0.03261427524536208,0.06099781698655589,0.007393143059214998,-0.023436616684970327
