,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
CXCL8,0.02384328513362444,0.09767883575296524,0.055437109296613836,-0.051303410062544824,-0.023782501338181015,-0.015031022460022499,0.01229019760852327,-0.014741223162264581,0.02629618928443255,0.007568402425200287,0.012745157776100224,-0.10473571871138355,-0.03368750273971381,-0.021342449812659734,-0.011743307382926518
GRN,-0.051456365675050963,0.02822961925818281,-0.07871090705130103,-0.004795478792260199,-0.009425230869716295,-0.01247793640345136,0.012883716306652313,0.03302483929783094,0.01763018753911622,0.05520038273266405,0.03337113169097093,0.04941782271939221,0.14218520565637607,-0.008215503383812968,0.017749080939059282
MIA,0.05243165658649304,-0.018210440316598554,-0.020703468798602853,-0.03416376289392615,0.031156300181071142,-0.05014371485747733,-0.0033925601831139907,-0.018002850176583797,-0.023867915620524316,-0.02186972014144524,-0.07502954946144219,0.025973952613874075,0.01995439896829243,-0.0374518454805196,0.01379223689235115
COL4A4,0.007163735432896195,-0.019092439147008075,-0.001073857747554372,0.08191905850988364,0.0072834484959029755,-0.017297851423007927,-0.021356138291403984,0.03412161459361101,,-0.021214439884101554,-0.044117143823154015,-0.010319249255283729,-0.03654988884078095,0.04249222237262442,0.012078133509109832
TAC1,0.024249354963415935,0.02046083451967204,-0.03361596403835663,0.02482569078744448,0.009842554876156701,0.03518856284313453,0.04435059424943532,0.012628426279544094,,0.059496557721352754,,,,0.03204630049368521,0.0510595699995622
RARRES2,-0.0026215266937475983,-0.0617226468264819,0.006634525919243487,0.06597709525384386,-0.009206143441367188,0.02844882927949546,0.04325427809030255,0.04737280291034883,-0.009167629869009979,-0.04595702854554487,0.032684159202358266,-0.024986365789333047,0.012760370991392704,-0.07330156979045191,-0.11647180808705503
FGF7,,0.07425759214578619,0.056634849252202336,-0.017860848604193652,0.09360005542764992,0.15498993926767093,0.049115992706147,0.00438273666571337,0.06242695115592374,-0.021489109088614032,0.051296530809692396,-0.025154489320942823,0.0005763823083563853,-0.005502451750665015,-0.0034465349476563018
EFNA2,,,,,,,,,,,,-0.000389950331063108,,,
HBEGF,-0.016842529559270045,0.015813406511839354,0.05590821639708534,0.013171440432840355,0.02342198948248467,-0.012388420704105748,0.033811897974513214,-0.040651961878800984,0.08888198663245492,-0.00832059867042375,0.01332742558966983,0.0279894635147164,0.07224160192762412,0.017690669061317423,0.03272750871822474
CSF3,,,-0.0237702371753756,0.026044455485021465,,-0.018300793863246335,,,-0.026440004342821673,,0.04334973835238021,-0.07680316958494379,,-0.008575823795065577,-0.00733412224717784
PI3,-0.030575266267820166,,0.05232418106338421,0.014139664426977864,,-0.02060693543434947,,,,,0.05480883272159346,-0.07573556907218801,0.004769718032447866,-0.07607049786834591,-0.03647805078023946
PCSK1N,0.0300672700813979,0.007192255300721793,-0.09557342792354463,-0.021147925960328558,-0.024950478237646397,0.006020387302374952,0.002935667030799156,-0.045361972508560465,0.04925529982697668,0.05117192999162393,-0.020249006597941578,0.04732238059869571,0.07477131571382728,0.09876081613166168,0.030588913629200232
NTS,,,,,-0.01941996867810922,-0.022493877085400408,0.020281154069927487,0.040627226314062063,,,0.003106559015600966,-0.025207171089438804,,0.0747663649443218,
SFRP1,0.07736544313780834,-0.01978179309089134,,-0.017161114010842866,0.08591747446129633,0.007386117389175302,0.04644161191362626,0.004785877474794702,0.03259401735579044,0.004926727094053818,0.058314577676012995,0.08312566651973544,-0.06903647104376291,0.017229725231128548,-0.044087116322840056
CXCL13,,0.02658450008352651,-0.017260004750157536,,,,,,0.15261651246138466,,-0.03490269364021015,-0.029675082661792883,,-0.01762657447058247,-0.01121761402689058
MICA,0.031677362187941746,-0.051171293873295595,0.02149050435790086,0.005972066950722216,0.015674447667844635,0.056542372838831845,0.01178890019096945,-0.008425715188012151,0.014976697895319887,-0.07317916308164513,0.027115593651609492,0.05205634343187189,-0.029775857229196883,0.05373368060226286,-0.037872052986674745
TG,-0.012030727556168396,-0.019440088291131835,,-0.01851956092581631,-0.022415763216079264,0.012817297357576557,-0.020608106848912212,-0.015617767859406122,-0.037564698349087426,-0.02238162444341269,-0.026292044246901305,0.03876938733124472,,0.043583920215942956,-0.031587869429005176
ADA,-0.0017439673447430895,-0.01506752622066712,-0.04690138264003734,0.010179996609042242,0.1234583436148972,0.07664155383639956,0.033021135154462346,-0.02536451098540276,0.06708640992599749,-0.024161388623089208,0.0025505964087771064,0.09544931483358161,0.03645509414052366,0.06190931080351523,-0.02748955672309336
LAMC3,-0.035603478568192785,0.015211674085157157,-0.04437061432403839,0.041137193424686025,0.06269374168738509,-0.0010797731667729256,-0.00930405095924338,0.011085593291312285,0.012709999972069248,-0.05973384220404532,0.02109843013554524,0.07078956402754331,0.06908182470781218,0.04370531795399708,0.07775210117634747
CCL7,-0.018486381043959506,,,-0.013389612960119968,,,,,,,-0.02965622910140631,,,,-0.059838905344452686
NGF,-0.020751942058075908,,,-0.030679023159352607,-0.021390650397434548,,,,0.0641447339093132,,0.030805860477834106,0.01994349579867264,,-0.007421056536312297,-0.014677034001171336
TNFSF15,,,,-0.014909988908674593,-0.025972939120175984,,,,0.02833780400933915,,-0.028911493266555444,,,-0.02701432666752627,0.040014909378458904
HMGB1,-0.04185221091590404,0.010474711138839188,-0.055596689280962494,0.019388357297157238,0.04345750565029545,0.051744573598025596,-0.010582704622608685,0.010955602846713887,0.04864692352839725,-0.044508016798616205,0.03167876435567582,0.020011834968617564,-0.03634986146746807,-0.024543584593917204,0.003610365572796211
ITGB3BP,-0.012627783509035151,0.010786322275615972,-0.004821845975682625,-0.00764915796550246,0.08749069173612312,0.026251191311111054,0.019019016144016302,0.02000559197810628,-0.0030737201154078385,-0.07228690462177682,-0.024632017865019618,-0.0007757377154840544,0.012515835635479585,-0.02725605047126492,0.012425561747293494
AANAT,-0.0010124370055522352,,,-0.013566566457857355,,-0.016507811319278,-0.01853299092337805,-0.018002851177948292,,0.013242754657525517,0.008683235266288725,-0.012942642550205507,-0.0293498295318991,,0.09501179948812635
RELN,-0.021079176485596752,0.0843494221589234,0.05250153959647644,0.06510919881416023,0.009619792051811666,-0.04016184864162302,0.01150141793458956,0.05088430952534897,,0.16844371185806195,,,-0.03670377156039363,0.015441805027962835,-0.04268645283881131
IL15,-0.021700261437430864,-0.024766375066888693,,0.003371798151721778,-0.01848129025739402,0.0217416267317105,0.03381679304052865,0.04783256222981948,0.01066657629847448,0.01858012890124166,0.03778823641568428,0.053018568452075136,0.0943966070249235,-0.0411769541172788,-0.0015531776519657886
UTS2,,,,,,0.03631148664950729,,,,,-0.02215527817328123,,,,
BSG,-0.0053633865473878125,0.02690553391307461,-0.028031169114873942,-0.01958740687872187,0.07194960437937145,0.066454250881118,-0.01657981040883833,0.01866786345869797,0.004830155801245192,-0.04214100216687775,0.03415378287616927,0.007330201609377758,0.10626001945330862,0.025678781346415134,0.05840423720513813
ADAMTS3,-0.04373939315708211,-0.02393058021617799,,0.011160933189863246,-0.005463664615144355,0.005211479925138901,0.045586452428418515,0.02978271402713346,-0.0330344392631876,0.04923384497950845,-0.01952042699124527,0.0498982977807408,0.0009336312773338182,0.019935539375850346,-0.0012544772678312872
CD34,-0.012353245378809202,0.007300532896401852,-0.0394136689429895,-0.03179135276102904,0.04103177155265052,-0.02562718984441798,0.0012655931235999824,-0.03368284573886078,0.07923900047777348,0.01289571701574733,0.016856743173528796,0.10322354437457833,-0.00014392013357574494,0.019337671960279672,-0.032591721658738776
CCL23,,,,,,0.06400923933507786,,,,,,,,,
PLAT,0.01106963054332023,-0.034134528206396744,0.013010065624676888,0.03227033425232182,0.05406492101528105,0.052127432517382895,0.009815189915715332,-0.013416234899373063,-0.047585423826444546,-0.05430123184495141,-0.052138795307540384,0.07001748172565589,0.08829378509395956,0.03976901319590819,0.04403417402446596
NTF3,,,,,,,,0.03089886987315224,0.009253327027608083,,0.08438287482374934,0.031126828172269302,,0.01240091427495128,
LTA,,-0.01429630203420238,,-0.01716111320801898,,,-0.01784920169892909,,,0.054550680343467224,,,,,
CKLF,-0.02136302232232997,-0.020790481290080102,0.06682267247326908,0.012224418902645993,0.08409652674151302,0.05498554148056822,0.020562706439632046,-0.026497979418481782,0.06727666058913828,-0.015550278719027548,-0.018825939044603925,0.07995130817376718,0.0003553950412707369,0.06344218039055637,-0.03717489173744919
APELA,,,,,,,,,-0.03103905551385456,,,,,,
CD24,0.010403422989350163,-0.02559584304099708,-0.006752710035939161,-0.008421314874591475,0.09125840253805848,0.04157139644595233,-0.013610835494955474,0.0007171777955859965,0.036568640460176015,-0.009380456307807995,0.025396162694971282,0.026118398581394232,-0.024242765248159184,0.03839227588257653,-0.07772694836902225
HSP90AA1,-0.06897605666220408,-0.005481342915975835,-0.0343629872564439,-0.023956308733214943,-0.047828802916940076,-0.02940421616246396,0.00969188987619572,0.03821103558816436,-0.04797523157958607,0.1219301675487619,0.031028252476745795,-0.13680901825102765,-0.013990433729154986,-0.022899210524071557,0.029532257748106944
BMP4,-0.02922162931951741,-0.015154918205561158,0.06762310687829329,-0.03246932866622826,0.11771863949720757,-0.015915144920119282,0.011700096260006183,0.009999268721296046,-0.011507633500857865,-0.015795200867330154,-0.0002696188209226986,0.035228249330521544,0.1232304212562765,0.029168588914894367,-0.03502469680506101
SCGB3A1,-0.0184863791953461,,-0.02540803289226352,,0.038685403827491055,,,-0.015185581048896257,-0.0015404428878450964,0.03894028052664906,-0.024993348425360495,0.03558314127595713,,-0.04208698273054439,-0.043359902514377845
IGFBP4,-0.02293541255927372,-0.04823408244691232,-0.0663811291656007,0.013925080186304764,0.05704777028861058,0.01050332817354112,0.008584726517334485,-0.053708587619998055,0.04206779478891351,0.005715693323558168,0.07430035446353922,0.05826452305630523,0.11344943164566358,0.032533451123974676,0.023585358883749425
RSPO4,,-0.023111605025625388,,0.017298229505041597,,,-0.020759708207595387,0.0033366042801990696,,0.08274572548600649,,,,0.041072217906081294,0.009766933763619787
LEFTY2,0.003865177636647973,-0.014471882374624961,0.0018779424987055348,0.022240154609851886,0.10572645197063181,0.04567200936005657,-0.0020669832764123154,-0.016651172908240565,-0.01903800687615288,-0.022883375093242,0.00912701850949602,0.011582483992931186,0.15968382751860102,0.01323704836492676,-0.017155795277977892
PF4,0.05265399760436433,-0.013004429770780554,,0.0868028133248176,,,,,,,,-0.01896406743011094,,,-0.021313755336412773
ANGPTL2,0.022228141088012233,0.01807511684398357,0.009581772870181644,0.006121787675575235,0.0773616207169186,0.06453023912055542,0.004834915018074394,0.02305316406000745,0.015568443222228041,-0.05083799802318326,-0.036820171020594,0.13113793056522569,-0.022240109029049496,0.014410035833503143,0.05224580415268967
LRIG2,-0.022903658261749935,-0.05127445806294181,0.06464881789053085,-0.01941521625250718,0.06391723102617242,0.010410340809877988,0.02042027680163735,-0.018869106892968265,-0.007278220470201722,-0.042374810352827294,0.0051383167009134345,0.03508132960757972,0.015277688010841183,-0.036480748790921676,-0.04466357109998458
ICOSLG,0.02267801817696614,0.009007760501010882,0.01737406889328189,0.018360188962492547,0.030698002941711083,-0.023770667369276795,0.013140597039783763,0.0011003268680496122,0.0435868546066489,-0.04001391151334371,-0.011256736814591602,0.007765602634672868,-0.008685319805695486,-0.042248383458873204,0.027411665321088234
WIF1,0.02777255014639315,,0.009006723006635959,,-0.03017850636803329,0.02192843187967039,0.053619550546734444,-0.018139764331207515,,0.0709648231515412,,,,-0.03512120961084603,0.06513950509705078
NPPC,0.09997700126404288,,-0.03187648044757665,0.06128705251523051,0.007492534862446802,-0.04444662873746294,0.051849342425299365,-0.021104238336791908,,-0.05135145215160517,-0.03439351841887139,0.06720898597376446,0.04321622115135551,0.013698983750270512,-0.04029048982711096
LYZ,0.024675254437506303,-0.053861224766034686,0.09870716793463687,0.006921327531761179,0.009307992898498492,0.06866239936570898,0.02375721571875024,-0.03700607834984408,0.009745680464194701,-0.032986542932445156,0.020708444975590996,0.019724209234102546,0.07493200478497547,0.014437480532006055,0.008066901186711906
EREG,,,-0.03204052924607255,,,,,,-0.022261977595968558,,0.021825564226369772,-0.060259137909948836,,-0.04705702063869259,0.016843811588646704
SPTAN1,-0.011768536559412237,0.002538557130153909,0.03696879674892889,0.00045774306403561317,-0.015273067213376136,0.0018357758557225093,-0.0023337273825621615,-0.04749648874038665,0.018116156490546858,0.0677969936315986,-0.09932696881593477,0.00818046388358183,-0.03759016656585293,0.0323804456233205,0.05284971251785635
PTH2,,,,,,,,,,,,,,0.09938901868455768,
LIPC,-0.02347726120552949,0.014688890354918627,,0.0072535463507748905,-0.028659742339151428,0.013586430680346267,-0.02440754938736603,,0.08729976656698815,-0.02911945527467843,,,0.053127295987344315,,-0.033237525627786965
COL8A1,-0.006054348838473601,-0.022564853880145626,0.007407514264586207,0.04679088915280161,-0.005043412445745899,0.05104360194959446,-0.014969736787120347,0.0015940706017522105,-0.059369399099556304,-0.03709312137611739,-0.04282155416899928,0.02544862953271145,0.11078472396506468,-0.037538190424452486,-0.10533696297857512
GSTM2,-0.005301671533893517,-0.028496064417273398,0.04423448232858407,-0.00012107526945457533,-0.01562841946662022,0.04423893012929872,-0.04376776359567912,0.010577147069870682,0.09464972573890286,-0.034687335015882115,-0.011924953604213815,-0.014474221136460094,0.048358580526362896,-0.044795525600163276,0.05867430798497633
SPX,0.045366104899116855,-0.030857074757109634,,0.0013064700603373576,-0.025167669339766097,0.019482263648738795,0.027405180046244388,0.004093624274128758,,0.06947191527722368,-0.0003372268001116495,-0.023546313674787142,-0.05929277014505229,-0.04505082031273432,-0.030321923805061646
MFGE8,-0.006724019817816519,-0.0010194222459035656,-0.016388786213240452,-0.03268916554967843,0.045627246543850024,-0.01345497672472157,-0.01090582144285216,-0.06432275336276666,-0.012908318482100806,-0.01662035050545746,0.01115698399091832,0.03045760232868367,0.07132797775259422,-0.010272091005843136,-0.02614087029015988
TGFA,0.016632626889899898,0.011421485358707762,0.014232191281995562,0.06990389078414175,0.03170315090924748,-0.017248849174714573,-0.0699565180842482,-0.02027371536893497,0.059937899246112904,-0.06890336480700682,0.00044720895143943374,0.059749112430051786,-0.01383855999672106,0.0028720406574957824,0.057701831007253186
SLIT2,0.02197737786582057,-0.014337601807698346,-0.0188850332812532,-0.007398570356777137,0.02025369878168437,-0.016141673645592935,-0.048126220442034115,0.04472427514418589,0.027009755280815888,0.09013431055352678,0.03254546864845004,0.02558818759857558,-0.029569873632259196,0.03856516967281869,0.02138438678901421
PLTP,-0.001459741254181535,-0.036622173197561975,-0.017160908726006122,-0.0012310441443213558,-0.005185067553451656,-0.025544780920646548,-0.014257448729358614,0.017654833490462287,0.031209359634353586,0.059086799604452796,0.040343265427495036,0.10337424348075738,0.07140691699475112,-0.041301777698335713,0.03655268531305333
APOD,-0.010353512187466142,0.08972016427768076,-0.05646963709604206,0.057364852244645874,-0.02561197549245553,-0.02428861506049811,-0.002390992194067229,0.022603542452204597,0.014415580054928927,-0.005205259453960338,-0.058454952487336356,0.06161896835174446,-0.104906010157169,-0.010437831394078695,0.05448348469594484
B2M,-0.0049936084158798445,0.04552198817565541,0.016391468572192244,0.07233743866199964,0.02387413626936969,0.005133125495331079,0.03151956737663322,-0.014988501217659095,0.062214272219992484,-0.06164293155176259,0.05830489694865045,0.17206938124475574,0.12214880382948887,-0.01724684191381606,0.008061891912281651
OMG,0.04548050561831933,-0.0015007912404009299,-0.001545877675698407,-0.02807884968389255,-0.028297131652664505,-0.04441166453577358,0.034914169490743566,-0.004754049966166079,-0.014098632727528046,0.06545922425679328,-0.018954960744988536,0.09687230350715646,-0.09612315683916604,-0.02806242090829952,0.027181737110155195
CXCL3,0.014133879560297253,0.022295551280079914,0.05586428606482866,-0.047754172829052935,,-0.021673967146199808,0.021265712693805904,-0.016245359468241703,0.02228851832003874,0.08674425838790041,0.06683528633965942,-0.02518911044254376,-0.02066816409054423,-0.08868150294186544,-0.06240461832309604
CXCL10,-0.057884312018528866,-0.01885748378834037,,0.02157134778020231,0.13382500215338142,0.023315036080828244,-0.002411184867091084,-0.024677890057747728,0.001142447354220909,-0.021214441224331783,0.059182282304238415,-0.025436312040335057,-0.027844425655483434,-0.013901362432785867,0.0055851586240088244
RSPO3,0.002407468359750326,,-0.023770237916795802,0.07152682079329001,0.06877603541318454,0.01675310527573846,-0.031354401127682716,0.02001055304118711,,0.010263623451353003,-0.005965577796857101,0.057621590941115075,,-0.010535658653827393,0.005557023820049182
CORT,0.018684626338004655,-0.008794708646466304,-0.0315463442148486,0.007695372433176996,-0.02336143175900348,-0.002847838186711708,-0.03375391892284321,0.021316729359760707,,-0.018804973800352422,0.044447033971832486,-0.019844932695948624,,0.03292971036511119,
NCAN,0.03542732982355443,0.031107759486172976,-0.03291954459105509,-0.040768987612216395,0.055296353168712176,0.060735374146405084,0.030676956805335023,0.002235833286507287,,-0.04706897843836135,-0.09656854147434407,0.06991447115488034,0.054198078793484115,0.054133942022614845,0.01950854128700187
PRG4,-0.015248051056481018,,0.014109995110521755,-0.013389615046692388,,-0.023481768036513178,-0.026530082960243506,,,-0.016310182694375903,0.007081846086428006,-0.02928241258459094,,0.002152941306245878,-0.029665843700578173
ZG16B,0.06690653060224473,-0.015648717636986123,,0.002718396845492406,,0.0994941988428398,-0.014182811073236516,,-0.02511458867613608,,,,,,-0.018182819236693758
TGM2,-0.02660831553715127,-0.01630421696267415,-0.03377602903601201,-0.005607730504410195,0.004203372530055139,0.0244981448305154,0.027264915647694954,-0.008022344538693923,-0.04106806249099104,0.016234087251195954,0.037116396063298265,0.02010507436677423,0.08272663789451498,-0.01153535779997202,0.07156016245970985
VEGFC,-0.025205192930432236,-0.0037166308664489354,-0.004573549501862106,-0.023863879212993648,0.02045533627644923,0.01770130965686494,0.0012078233038243756,0.01757181833023055,-0.05868341010184744,-0.01664519156126366,-0.014912511804350003,0.07472988016702203,-0.009098177517976582,-0.0037516932437111276,-0.04840541908169406
WNT6,0.0280199110572706,-0.014471882754432326,-0.002321358983562754,0.04424037156205076,0.01922245684045768,0.02721685471088774,0.004469248787702162,,-0.02808324381103408,-0.014527082663657783,0.018815529731352552,-0.025443967557754785,,0.07202787370298813,-0.01878830751091875
NRG4,0.023342223146697677,,-0.017817071098098693,-0.016295774031455535,0.12120315597549104,-0.02924803173202001,-0.027247476473269267,-0.017007831272666866,,-0.019418557438127666,,,0.022996350037899616,0.05353981943688942,-0.009601472392867119
PMCH,-0.01962407966314126,,,-0.009505114380222897,,,-0.020759707205715242,,,,-0.015492267004537137,0.0460010592678275,,0.11766271775500627,-0.022663672957773138
COL9A1,-0.0015446526462573093,0.000993861679511068,-0.014197306486197013,-0.017019746616947898,0.12521342359898507,-0.003843184641324809,0.05186971247922867,0.048403523261987436,,-0.022126984554976508,-0.01828800794669643,0.07033691500602714,0.06668191294324573,0.011188533928889497,0.006750327892533464
GDF11,0.043133885290690115,6.0913279703012336e-05,-0.017281598955525296,0.022508516932511286,0.027575720161406178,0.08847373022209672,-0.03297585826247878,-0.021294383946637966,0.035261646189630694,-0.010634360199142307,0.006514266355542302,0.06837082815205131,0.019360766370100584,0.00519057342336159,0.01953831207776194
IL24,,,,,,,,,0.008645558626597482,,-0.003112975479201801,-0.01866169501662421,,,-7.85114894986933e-05
SORBS1,0.06043402261296408,-0.004104075910880824,0.028451910424120475,0.02896284941186971,0.027392842119827815,-0.00864445889105256,0.025395020827682878,-0.010805190969333411,-0.025478893566940438,0.05216573051811254,-0.03278919095158116,0.006496169524729742,-0.038554166805709084,1.677315412670783e-05,0.05881053832914684
DLL1,0.04686524108119694,-0.028832532395587453,0.06844794046530916,-0.06809789829288854,0.05805597105615353,0.022159928425795915,0.03612424647634779,-0.003205628168388995,-0.050487624349362804,-0.02567243982234015,-0.05489149544580575,0.048889747718327464,0.01641973061430639,-0.01839707248988251,-0.014856562559350046
TLN1,0.013567672508715775,0.041415535967199886,0.036568155991440504,0.04284986550968976,0.026319429498284343,0.00410893209402026,-0.021670413207044666,-0.004156187722956899,0.039744391894606663,-0.07206444571839807,0.02212947887905564,0.020106702270092407,0.09524861719739276,-0.027255609524903184,0.008615242584448471
COL2A1,0.003009808818846796,,,,0.06854801423983639,-0.02167397452209104,,,,0.08732603092533806,0.03203166796159852,0.036728136278609685,,0.01535125951135263,0.07549961200285377
SHH,,,,0.007003085634387425,0.15916453303986755,-0.017038377499988377,-0.00374403755835457,-0.01743575527734513,,0.14155419040643033,-0.01970027427240232,0.06237636906264903,0.08910728155537673,-0.06360471302545291,-0.051483255123801475
PON2,0.0748070546251237,0.016612193375416803,-0.011217950480095752,0.010606411291137792,-0.02691271379565703,0.028545674740358625,-0.015190450219160706,0.04165847096833034,0.09835211009679372,-0.030799791571640756,-0.047924079867415106,0.10376281993875924,0.09933221921291338,-0.06555101384792386,0.00513748172425783
ICAM5,0.010144840847429847,0.05251769692483535,-0.025408034690387396,-0.02168596968843415,0.02487953627191306,-0.032651333931875644,-0.04608373220593124,0.0007388609845715194,0.010985964259729843,0.04239927839117913,-0.03135546877158718,-0.04525890414486131,,0.050996624687634655,-0.04923125416645686
HPX,-0.031102164878760295,,-0.02377024416591171,0.009402091757334302,0.17578712416061118,0.05619532392726601,0.011368006051145971,-0.015185579500762844,0.06091224971266934,-0.032877369093454116,0.05358671972562668,0.04732138051100916,0.040168006425315365,-0.015258209853503783,0.026896357296020492
SFRP2,-0.024577690405304612,,,0.02014818860925243,-0.03634958112360969,-0.017297846329419164,0.02361414721978809,-0.00244619365387092,-0.015629891479424,-0.025374527414633807,-0.010986452839335113,0.08843518769839376,-0.05790603871590953,0.05713048041582242,0.08811608084269328
CFC1,,,,,0.15289106079259462,,0.014178088555629192,,,,,,,,-0.025000992826648503
CD70,-0.013617041212066987,,,-0.003922412346137463,,,-0.006732122489533468,,-0.05134394150598283,,0.022024047394201895,0.01752373647624992,,0.0005716469873956459,0.03190498691060169
HP,0.03889382929525051,,0.04711279745361005,0.026727179809794763,,-0.025235748960001962,-0.0032236584769079262,0.0005315094116482672,,-0.036413711372639775,0.030866711368754674,0.10335847718101818,-0.028036363709376445,-0.03963566648087176,-0.06950961511083366
CXCL2,0.0062104173164363435,-0.0367359578195749,-0.044112441445507695,-0.027759277557470614,-0.029297489543154483,0.11242392657735785,0.041116093349265505,-0.02110423668510905,0.02737674684750102,-0.02560083587229101,0.0028888893796925035,0.020027629857571123,0.024461239897030702,-0.03918170982802011,-0.02200287844289458
NPPB,0.06262060659506,,-0.052817082797204186,-0.02541718208316252,,,-0.0156294878557668,,,0.025212784666057066,0.034721032128137874,0.015235699304672732,,-0.015629638660770957,
CCK,0.018091258352050027,0.0007334993796369763,-0.02427171823872182,0.07578621544387265,-0.06275825244549363,-0.007657118936060905,0.05536403856655434,-0.018002824573132493,,0.06743440074371254,0.0038502981785026526,0.029956345368073914,-0.019271700824034097,-0.0034910097527177707,0.036378736082430425
SEMA6A,0.0865377509591519,-0.004914657595738851,-0.002121785885840671,-0.024556865549064,0.042946265933790216,0.00014028813236873581,0.014966452619742797,-0.003959668163436306,0.05597618586226557,-0.05204112551042304,0.01586135841311705,0.07200090983504888,0.02523188218232547,0.01818826797321905,0.049866785206396536
IRAK4,0.06845758900248473,-0.008697468201092337,0.03974445180443212,0.01781570250865785,0.04682318479248802,0.04060079054510743,0.010775709267200693,0.06608814205189989,-0.03596354952835498,-0.007954710565861937,0.13030655772657967,0.028323183893927215,0.03495753171090108,0.02146789856208157,-0.018166250626989462
