,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
COL18A1,0.00013018863668844873,-0.03304633993650247,0.032236977120343686,-0.04676354429390558,-0.02467806582390899,-0.03593891718618183,0.13224176752350372,-0.02325155444794108,0.062065804235069674,-0.04417387898361216,0.054196839069811556,-0.04743809980808595,0.03152084474339327,-0.0721959782228885,-0.02498405516585466,0.015533813997872813,0.027929513036382497,-0.022321430476777083,-0.04194320537258856,0.15131257951738228,-0.030306762712656324
NODAL,-0.024270845174251043,,0.026066087605721083,-0.0013629552992968706,0.017994281396338865,-0.017036522821321644,0.0734676283438042,,,,-0.009384525553564494,-0.06648281429729344,0.032002708861372076,-0.0993868846800191,-0.00950066031032926,0.08384768452516025,-0.04634316291000039,-0.03023994684410718,,0.05609352579615294,-0.010623205971622298
INHBB,-0.027163654748579017,0.03552036130332516,0.03050613217498955,0.032922908751383456,-0.07361367683153178,0.01572674403716869,0.09839135668561122,0.05765644440628082,0.026251370301229773,0.004376779134582102,-0.025395869573036148,0.08212901606863801,-0.05332698940534859,-0.045946597086293714,0.043388741546156365,-0.00020717668578847635,0.029216640135366633,-0.03785449698369754,-0.003353984198264731,-0.07349590289515626,0.008580549654701546
LCN1,,,-0.018973438332871788,,,,0.04381376366853748,,,,,-0.03130065971739835,,,,-0.04268225203819354,,,,0.0945407537101917,-0.029137696427336615
ARF4,-0.03196659917605743,0.0019415116236345072,0.011071095233839595,0.01720760102339614,-0.058057122081467294,-0.005485073752491223,0.024099629496561702,0.05532535634322897,-0.022772916391145086,0.0727714639150234,0.0344490364716264,0.045777489902101134,-0.0484342028162617,-0.08907967458311743,0.03847200873945854,0.017062616895709214,0.048503072433602336,0.04287964329777578,-0.024677017102585495,0.1037990736546332,-0.008851132816302098
CXCL14,0.0019327403680451964,0.058958970598261544,-0.012513094264713769,-0.001477856262074859,-0.05403014917931024,0.01166918432269982,0.01633241942096729,-0.045088922802496455,-0.0035723838859037034,-0.08185131769736045,0.01507011735553522,0.0349330592950638,-0.05169146610652833,-0.009652124273034586,0.012562092779020451,0.02583144836727158,-0.057298181648432624,-0.04515222537928901,-0.011419906926211462,-0.038055394259402575,0.013193501723972227
LIF,0.050371437303718014,0.0012479193550180346,0.030807690530282397,-0.028736897737470596,-0.04008102561877714,-0.01654899379829246,0.09616870845747294,-0.02780359262403626,-0.025919814251894803,0.029560060917057502,0.0918770243758258,-0.007869833698422665,0.03867639742530099,0.027083861045202683,0.038371631600267075,0.03169524393894174,-0.01672721676481123,0.0027998619930178735,-0.05643636708656884,0.10014119021829422,0.10995067568479089
IL17B,,0.02519427945628966,,,,,0.0019723422903639705,,,,,-0.0373597364217482,-0.045830271265944904,-0.03289705983549764,,-0.025061993713666197,,0.03437397693924457,,-0.01757125592420089,-0.03294417160391961
MMP1,,,-0.02615801785873575,,-0.02107147981369592,,,,,,,-0.040718698853181516,0.02574340264507964,,,0.03619649446677471,,0.02873989602063367,,0.14657685523490793,0.06548767885813397
MATN1,,-0.018985860720305017,-0.010800769439665998,,,0.03116013362468624,-0.008738171987271877,0.05256190136461316,,,-0.013968400176908051,,,-0.03594688615597383,,0.04141844919399923,0.09017792013244601,-0.028766027615942952,,0.04629467753012743,-0.013009686903696709
ADAM28,-0.012354233981529907,0.13387982142656,0.04210927053652897,0.0025014642081394116,-0.026241651574576752,0.05300398844570019,0.059986340043938165,-0.009160332304343256,0.016666437254319672,-0.05329872776154025,0.06820057434576157,-0.03485340500310784,-0.040033477936471065,0.09520029027831023,0.10005682401928363,0.020575087750533495,-0.0538936934215074,0.014927983559292419,-0.011236337137643533,0.01206282432784323,-0.0020685004921614757
TCN2,0.008022052078133864,-0.03944539676159188,0.04179283060114161,-0.021413850107828765,-0.02288159631704108,-0.012689188521939518,0.07870982788944401,-0.020538536643787082,-0.007355381123162855,0.019860631365534263,-0.031757132108873994,-0.039929263943884186,0.06803546304237058,0.061605872185648454,0.024250042953607137,0.04691246076857771,-0.012639803344921067,0.012395468409899933,0.04205844052651706,0.009782326809614602,-0.02975794000570886
THPO,,,-0.03246080851304806,0.0077722552817869345,,0.010486862680718984,0.07088537330813184,-0.03348816350972235,-0.006212040048733489,0.08141525607643299,-0.013968401781493363,,-0.019738416999979438,-0.03445167474814529,-0.024190360946490692,,,-0.010712643150580946,,-0.03515752567615203,0.013879661190314117
CUBN,0.04425635122970344,-0.026331943631849875,0.03656068748069813,0.03237607909977308,0.02110816693347651,0.06216355963130607,0.08668444968583308,-0.03825259331658117,0.03449820117386816,0.05709077103603432,0.009166944680183363,-0.036999410478868094,-0.005357166281570247,-0.041879866424617204,0.07588092829995749,0.0371558413462673,-0.0049590198593148,0.03882335901183887,0.010295005816931331,0.03813897519553299,0.06165774533626476
TIMP3,-0.011680654422805588,-0.022637899603192044,-0.01682416225477085,-0.015926650682122703,0.002153851014873125,-0.04223463037290018,0.04915705096022351,0.041884231903439574,-0.01747521773746879,-0.030333122180774195,0.025674691200486308,-0.026990186346999765,-0.03004030119702079,-0.1100092954222672,0.027245569194681334,-0.020855061334405775,-0.053245594594085364,-0.06325281728691572,-0.05751931988013059,0.030567157509725815,0.05159204536422835
PIGF,-0.007983250571332513,0.01856733134834615,-0.020758987469349146,0.04716227547775092,0.054078709940492825,0.043619390498306154,0.04619525925051451,0.003659819189390583,0.043439975680477756,-0.01346314288134828,0.026029942565164124,0.02011801761649116,0.069455943416448,-0.10558314252867468,-0.0796002495073778,0.025427419009582154,-0.08758364212898262,0.03412233177540377,-0.04765542492410708,-0.011988542225983362,0.08158603387100455
CRH,,,0.10160193751087769,-0.020081780429284435,-0.003797821214437921,0.0939801402659818,-0.035925763854844764,-0.025679152389664627,0.0012470919431191811,0.05069271453345637,-0.019105175860347292,,,,,0.023939245541840758,0.05873681710682655,-0.013855864124185428,-0.01317728177307077,0.013328238103088337,-0.0005914649555344447
BDNF,,-0.03439230991589916,-0.0453650033844558,-0.04205028252863482,0.03472449376782456,-0.0016964629414956826,-0.06044275616815754,0.03809878848393406,-0.01615815564115863,-0.03313201708919612,0.049397891860693745,-0.0287639344781622,-0.029139168514118484,,,0.060758266693122884,-0.007615736273199467,0.02429357179871772,-0.035721606891831834,0.019146131854521367,0.09498261234903808
CCL5,0.049269359618510325,0.03447953327858566,0.0017933377611354163,0.07298987137079603,-0.04159769158883066,-0.019666589526820277,0.05806714919091,0.012904070887629657,0.014097653241579581,0.02879854156329975,-0.01894981679497652,-0.018930471677324073,-0.0660690979951053,-0.08826846288927369,0.037925067114273216,0.015903336143188448,-0.020581254405778016,0.017388850029911678,0.10560026282408695,0.05006583243889719,-0.00985365947369302
GAD1,0.015514303017155194,0.01865975433941928,0.04917635422290259,0.03765421424695994,-0.019035569978577107,0.04087307140592787,-0.03805177982921066,0.01550175617350903,-0.05228408425938139,0.03308662017077873,-0.020712477333320534,-0.01616752987806161,-0.051955341994966535,0.06680267628699256,-0.0029707715142099655,-0.028652336346189747,-0.02010686334455244,0.03149219881028177,0.028581883697849555,-0.05206742003924955,-0.03252242819781657
COL14A1,0.026260845592868006,0.03488803248269246,-0.044959221958973505,-0.003620239039658744,-0.043687410898856166,-0.02084221897196908,0.06433472890353907,-0.002377781284774457,-0.026573675163542494,-0.039874572063780964,0.035168954351375806,-0.028657801095540354,0.043007983293058785,-0.05638159301652569,0.03707416013266931,0.07036090279163104,-0.053673152281406844,-0.02298496661583284,,0.08213378793409315,0.04345828268038878
HLA-A,0.02187615830583506,-0.07492845789794042,0.027135261119990872,-0.0980955666168086,-0.01974140525417337,-0.02180383534114594,0.12557084720938863,-0.012003124610985651,0.0544730711058056,0.036147115662183114,0.0015015729723579143,0.07804011426834744,0.028472405084608646,-0.03541726186882895,0.04777536448614431,-0.05641605870043875,-0.05937580556583592,-0.07407443090851451,0.10996598729070849,0.11282547331318203,-0.05662929191162628
CD5L,-0.01867660806279628,,-0.022229639384408716,,,,,,,0.025250857959975694,,,,,-0.027612632261443944,,,,,,
FGF18,,,-0.020113805768424822,-0.01595482437489353,-0.029215383832510853,-0.018679464053586257,,0.013786113521654467,,,,,,,,-0.01348732663826336,,0.021469662727712936,,0.005421880071002845,-0.016290105747881554
ADM,0.012518498317780711,-0.03385659062441822,0.0029946020821674654,-0.0731514286224934,-0.13454456503306866,0.054175501673171415,0.11345467258053875,-0.022178614020776227,-0.016757781939008943,0.006282984485187915,0.004452525346108922,-0.024843453642539565,0.03499290310995437,-0.009609712709193712,0.011089688973869086,-0.044653981664379644,-0.0925381858831445,0.05090088142195041,-0.003039826910139534,0.06545033858215288,0.048888737170992964
CCL15,,,-0.027840500260258187,,,,,,0.009133906403733079,,,-0.023691408608020218,,,,,,,,0.049087736813558595,
GNAI2,0.039808713476227824,-0.0414529753403093,0.10101596152553136,-0.0021818622088059614,-0.04403384187787554,-0.0009482461738246691,0.08652086681442125,0.004416620315581723,0.010482573080539234,-0.006655243668864075,-0.014089333960153666,0.0793698043583902,-0.030222939995034028,0.03575486137092282,0.02963074834742817,0.011130188540484668,0.016155502216492975,-0.08224045911050401,0.07297336348797714,0.01528179299970696,-0.06166289642279975
HDC,,,,,,,-0.008688806447556756,,-0.014534869072425488,,,,,-0.016873227206293934,,,,,,-0.029447708238165227,0.10392672875606734
COL11A1,0.0695282208618477,,0.018829519446033338,-0.0015075215447018597,0.0789586695751917,-0.0364138812604071,-0.03334231941370205,0.0002214792570711604,-0.00693747051235917,-0.016899696962347586,-0.009105695753884778,-0.0017613262804572498,-0.02056324535987303,,-0.043558219351069793,0.021391763559526808,-0.0077106027630076315,-0.016550188823775146,,0.038606139329881835,0.0389470664127698
NUCB2,0.01763747515255061,0.0808563933128454,-0.0018423556594708314,-0.022957524109695468,-0.04440779037799275,0.03313309022078419,0.021080661342336514,0.019518915024687597,-0.007685063385299809,0.03159437343486446,0.037340350781311205,0.038110745398270675,0.028078650157398747,-0.046205577844870935,0.03431267000932429,-0.026327141986448133,-0.027426340475172215,0.002392070669204646,0.031276134899623956,0.0036081889864273404,-0.05060773047903045
FGF16,,,,,,,,,,,,,,,,,,,,,0.005867286269180429
CXCL1,,0.05740823352267041,0.05770974677310892,-0.046564375459202764,-0.048252288171412944,,0.048462800038562806,-0.007626556242734808,-0.02454470663599725,0.01217547864231789,-0.0007928878758145709,-0.02537282918000245,0.0005693462431727137,0.043139785237329316,,0.0015636522978729143,-0.01302842926796415,-0.026742314915235942,-0.05922571094983343,0.021272942797801685,-0.01680998476422726
VCAN,-0.015624097748695087,-0.010939828847132241,0.014228182261211433,0.020230855904063556,0.11502789970756387,-0.03876899990220498,0.07399244449029597,0.028020210019536935,0.007668320367780828,-0.06787154110924958,0.028545290178806918,-0.02792493477175335,0.0009334830872927861,0.047151002053806915,-0.05808863545504888,0.029419540517071147,-0.027084031125012484,0.030167606310326316,0.039243799787371046,0.10049412669799801,-0.030638420897952934
MMP7,,-0.01376123435055675,0.021063076411275028,-0.031719276149854966,,-0.01654898915307192,0.09990677678039708,-0.01610983608817918,-0.03475836557491936,0.08205277422670434,-0.021589588031187452,0.03532148256731848,-0.04392747870645818,,,0.015258348727092216,,0.03618627977700491,,0.17441073781232863,-0.03330560306267942
PTPN6,0.023912414396878832,0.03989791699152894,-0.017831154301631735,0.043147431746424714,-0.00857961968541233,-0.005097195320007768,0.025348707349946566,0.006888195069995307,0.00039741050591400893,0.014408765529910031,-0.011770947772924215,0.016115562439224847,0.02960249529082086,-0.03198480307895487,-0.016323759147919607,0.09402838231963809,-0.04745663600526107,-0.026404789268638235,0.03754917467026517,0.050534703028857035,0.0033888767226063843
PTGS2,0.0038485430216371806,-0.035241872624905024,0.023046790376023033,-0.025253841474570257,-0.05417748835055208,-0.030752537529721607,-0.03957697405005899,-0.024129504606379512,-0.029992318378363077,-0.016246443387805412,0.07441278821744088,-0.032899880284709845,0.040301009788080315,0.02515076742052172,-0.04266149444240502,-0.023559980761950455,0.02845218756188533,-0.00483585159619163,0.010420338434354198,0.03517979150181827,0.06661580109902551
XCL1,-0.027971987865727303,,0.0032047062476789367,0.1665129006121888,-0.02240567908042615,,,0.02484606077169712,,0.05039839269936358,,,,,,,,,,,0.04245684377338774
CD58,0.01339408465955322,0.08609151951096064,0.02150916577170348,-0.02708403705854074,-0.036811074296296695,-0.02849237473253896,0.03605583728642972,0.04009498044133551,0.025551572492569074,-0.0010818452383242522,0.018791124449736518,-0.03815807977754309,-0.08847749416408487,0.006897397804876844,0.08045225838507525,0.08177332028452862,0.010604590837700404,0.044584042499397916,-0.038327355841834505,0.06496262981944784,0.04256497306126657
TNFSF14,0.016326230465943656,0.007912711959995933,0.00429300744719252,0.013065559844787114,-0.02610002215221476,,0.16544451081827732,0.031150740412944643,-0.02397371975092701,0.037937303080666625,,-0.030195525299201702,-0.042709970041744386,,0.13939707855078434,0.0147608380406234,-0.027998198882229857,0.008516058555681286,-0.04000449480756427,0.03337266231963402,-0.03903259966724653
CNTN4,,0.12470937320263871,0.00234793464753311,0.015739867356398242,-0.03874095199607543,0.025983976486162585,-0.026013747965592044,-0.017870228488650688,0.024987175732885076,-0.004981030210388267,0.05937634535148734,-0.02817396275059969,,,-0.025429633841021138,0.00453075340144883,0.027180604611022643,0.07216271132043114,-0.038617763626239664,-0.03940795482732239,-0.02807187105474368
NTF4,,,,0.030790463349292814,,,,,,,,,,,,,,,,,
INSL3,,,-0.006096312358331501,-0.015954821245447847,,,,0.03987827281118885,,,,,,,,-0.02811436676610085,,-0.03933710267160404,,0.04684570171776493,
BTLA,,,,0.0563669601151066,-0.023358666324166832,,,,-0.01177761435940288,,,,,,0.15059791544407103,,,,,0.010000459954736156,
MFNG,-0.0031483558180356854,0.10764760498515016,-0.053573165482131334,0.024488292093317036,0.004923881324605617,0.005351824232876486,0.08529640520664021,-0.019405314189025285,0.009004406523218274,-0.041224467773912574,0.012591339303402492,-0.01726464748224724,0.017858968037608947,0.019127386816406015,-0.013085320202710957,0.03806747595912765,-0.01713888410094768,0.003541063737280537,-0.03768797255806157,-0.03390603211621417,0.007912232739138152
ICAM1,0.03165757545926634,-0.022142425191831887,0.02193987670099468,0.027413776843578968,-0.082618309385037,-0.0018251741741683366,0.06501271923772613,0.026470025542408886,0.11859173441057802,-0.009908569840690131,-0.03149137772518923,0.03582667228009418,0.060018977832624804,-0.0014387838598174112,0.07811327519497838,-0.047622954367298735,-0.07845988108363337,0.016245389776361745,-0.05991409230882555,-0.04448415675805451,-0.05450857597154194
PROS1,-0.010875672942731361,-0.0019928789630208202,0.03391807017975358,-0.06991282187601351,-0.10231191110732017,-0.038145765064688364,0.12070806364154991,0.022765869104825837,0.02909887191406907,-0.035703120311005046,0.09378757444563929,0.0790545112488644,-0.018110787944518623,0.027083233568347576,0.07324276126802075,0.024939758948661652,-0.04661564019970905,-0.05075220485403919,3.9404832819010976e-05,-0.022021341503323348,0.01990822978293046
CLCF1,0.005451614502689397,-0.031083093303672697,0.032282470744551074,-0.0027885238493617084,-0.036410249932002696,-0.015383938006694513,0.04434164752456381,-0.013929045738987268,-0.03372214520783228,0.01055594562838847,0.06148908542875973,0.034521931597635704,-0.04279672504363881,-0.06097947474288402,0.019305043366366535,-0.004112248404244618,-0.03520236651305686,0.01213374661706407,-0.056010964057048564,0.04433310903947633,0.02769513092292077
PSAP,0.004562129122975767,0.025159188012042966,0.006809429524192812,-0.05384632463225065,-0.09487991636831972,0.014463008761670578,-0.002873971519359336,0.048827223010804395,-0.009816547132660796,0.03792057963492461,0.006727048171901816,0.10768257140639256,0.12181110744233098,0.003076235887699369,0.057875472724347794,0.007073901271948892,-0.051989407927146104,-0.04384606762494104,0.10760250884353413,-0.011330152776397429,-0.09006022049830163
EFEMP1,0.016704662909062085,-0.030759739188148866,0.03326215218315768,0.06160572767389707,-0.04994207999370031,-0.042951732405388875,0.11308317018297757,0.09197101839485641,0.02571210943037518,-0.010536661950871894,0.013084786771862018,0.020065993121755516,0.017654280333405457,-0.001538166208959224,0.0339751576570801,0.04829629746154328,-0.0006344869233948572,0.030809489538262562,0.020474013180141262,0.09326366919268526,0.008243532187439994
C1QTNF1,-0.0320912166465608,0.01536367623598928,0.06371919880693809,0.030088041146621336,0.01816207152057341,0.03423235959201275,0.17668399304473562,0.019466276613110796,-0.04175935129591211,0.07778228641034671,0.01701356241004793,0.02920923127093273,0.05129497876835881,-0.02146309344444459,-0.02249241586823991,0.05381566755517842,-0.08748517424404251,0.04564567711207379,0.006283067864272401,-0.04904905716566268,0.06118191903848109
ALB,-0.031225664482047322,-0.026872429940759054,-0.01254976109362349,-0.028325507287175488,-0.026689658467809484,-0.01583009029361287,-0.02860406034450762,0.03514812102268739,-0.027229082211968514,-0.013312594373028397,0.01701079721375613,-0.03210854287861119,-0.04920519738779044,-0.023834088462251,-0.04444158843788259,-0.01905054794260323,0.025261053660599157,-0.021246213613213005,-0.016835456202543404,-0.023770492772837205,0.019682596882329692
CCL13,,,,,,,,,,,,,,,,-0.026075742186541302,,0.0003769284690863851,,,
EFNA3,0.0759224994913929,0.051718121453205666,-0.05197217514553685,-0.004316146793802883,-0.02045001282314684,0.06374414069511315,-0.018877801236979994,-0.012911037270005586,-0.026307563889683663,0.06502349782493687,0.03538784660936426,0.00019021681381090243,-0.03667205566757674,-0.028576207023535687,0.010989511560104897,0.0925091779614912,0.04824772742983865,0.019671888758487868,-0.02084689849400362,0.001679143148317474,-0.05690880960754485
DRAXIN,0.042196642895737886,-0.007709533274965622,0.005937912962849428,0.0712883537659583,-0.007711976845921625,0.037491146196555594,0.05650042045836883,0.020755359183077547,-0.021863616835127483,-0.02806454747937002,0.06640136597472943,0.07797763434005946,-0.029276784002625553,-0.037777768660079175,0.002829024014847431,0.02421161838887469,-0.016883379320498527,0.06982162041702306,-0.08408381346590467,0.09767523041220678,-0.013793734693694585
RAET1L,,,-0.01699939666484087,,,,,,-0.02618660159599421,,,,,,,,,-0.015953221551582533,,,
NPTX2,-0.011785491890466208,0.0584670852775889,0.006550430640582499,0.015453925934028811,-0.03094350341932334,0.013911975944322629,-0.11384803448760837,0.04142596703732617,-0.05526327461721657,0.06348939978793432,0.03474198739760703,-0.008675318560531912,0.03235567087031333,,0.03546691935664021,-0.011440359386232411,-0.04116881783818108,-0.028869489533148322,-0.014207659578860922,0.04614651206448029,-0.01967896674068404
FGF11,-0.021079000009167247,0.03842223971892789,-0.0007515311600546655,-0.0377341849383641,0.008786331891759964,-0.018787632135488664,0.06016143499572321,0.020501964317784067,-0.024491679432772497,0.030256826382484288,0.00225772440337522,0.0497244600951667,-0.0455628090446544,-0.09137145482519693,-0.009579033842624662,0.0025955252981139853,-0.06068835651993091,0.0540908484608701,0.054609555006961796,-0.014518102130863134,0.03158046930430958
CD59,-0.034030105459349376,0.003253668044541459,0.0846957476898658,-0.002169325928733287,-0.050748949632054084,0.04366573764901776,0.0016435939958094363,0.04424046618015603,-0.009034629853777414,0.055350027423431286,-0.03472968929523951,0.028404900076616526,0.09562373845081028,-0.022076116769770792,-0.012586939597217512,0.0017442565653791198,-0.026815773907660014,-0.0630804731002693,0.11933146396645038,0.04903745095451438,-0.01521585807527609
COL9A2,0.005971446515743639,-0.0012637646954095207,0.037241052486248184,0.008214920232566245,0.1549123629978939,-0.03742388521760454,0.002629022463176969,-0.007064840645967194,0.029168512718204233,-0.06265727950835638,0.0044336918609924145,0.0899061404547145,0.08980293188594733,-0.010688819189607865,0.053742815654039516,0.09704073901402421,-0.003098244498421251,-0.019170669981984065,0.05431807778574319,-0.04383439888559691,0.09869584662832401
DLL3,-0.027107110969251218,-0.050962676981571906,-0.0020490250880141206,0.031678941263633006,0.07245910145165678,-0.001965728880518018,0.042834355671552124,0.047522447365707855,-0.07258048550749206,0.022959030748498498,-0.029770677408662787,-0.029678384271119358,0.04991059797047646,0.06764373459735468,0.02113447469538153,0.06598081217364717,-0.04820433309601892,0.029043949610913455,0.0839583419159733,0.0014465686416814951,-0.008300002331020778
FGF5,,,,,,,-0.004937887544176671,,,-0.019716233491088142,,,,,,,,,,0.003353751956847818,-0.021312477315287914
LIN7C,-0.029033145642507533,0.02453285743733463,0.013484703021874182,0.019715259202940157,0.03160181927746848,0.0074312706654395795,-0.008267300903873362,0.003910898677451612,0.017351936699227292,0.039920527972439106,0.07953864763583061,-0.008301670231002074,-0.023710883338821712,0.04749263519338086,-0.01715196288181623,-0.02119937053488279,-0.09514618405924952,0.11037749544625843,0.003603626966521416,-0.006816454197897062,-0.09300783946108969
GDF7,0.004674561773378493,-0.018985873640811172,-0.04008878873808543,-0.028468059124448476,,-0.022612223031822757,-0.01170248041014413,0.069109530551929,-0.02397371881930822,-0.006807841251349895,,,,,-0.03513920201318493,,-0.04097618023377071,-0.03197876838570245,,0.017802532863900964,-0.04589315011829286
PSPN,-0.05047380262537804,0.08006762874266363,0.01479740703706225,0.008251936412933479,0.03759723856879303,-0.005819699629373237,0.10436051175007018,0.04418050597115987,0.0005449189807167453,0.01832254082656173,-0.024964669604531135,0.040774201902866236,0.1321209014253262,-0.01545919587701778,0.08032560631215642,0.00948585994819725,-0.05359312460353902,0.04978761804489032,0.025454721078122345,-0.023805600047976803,0.06439057569827611
ANGPT1,0.02348562278510827,-0.013127255153482538,0.035214561113975335,0.02869617824399875,0.0027922365252541267,-0.027247845201213462,0.0756762587409653,-0.0021764572408999976,0.030226261056920563,-0.024278294118179628,0.009521867755570705,-0.02756606806204321,-0.03222876331870976,-0.05967285266254994,0.04360967293142527,0.07369378105456519,0.03903708218327197,-0.04101450603463057,-0.008612081545743786,0.011960246754912165,0.011999970632526273
PNOC,-0.029110170025422936,-0.019147580151841665,-0.016304118915473346,0.021603798558471263,-0.00835701092969246,0.0878376256556712,-0.061753360171218616,0.03137997328962216,0.049001516430242434,-0.00499217567023176,0.047964783114274566,,,,,,,-0.02734373877695452,0.07796895483737848,0.07216336353171655,-0.06832470974268656
L1CAM,0.02105956522700165,-0.052923120665001426,0.03925667395555479,-0.038757303413944406,-0.002757699407234351,0.0013466782881703886,-0.004267738553886228,0.021898025220186086,-0.005452434480100208,0.023950784984503776,-0.0036884113525037744,-0.017054207882133392,0.07898089824203645,-0.07567120398435444,-0.02587768243579133,0.048172340416628434,0.014138408017689869,0.10879447077058815,0.015509081328999193,-0.02952774169112341,-0.09991035816697495
APOA1,-0.02762849793248155,-0.013122243662345238,-0.025166078203828178,-0.012703274344077779,-0.05232097929084374,0.06118187052196468,-0.015582482847707095,0.03597750927908729,-0.022851835207211672,-0.01924913662674292,0.05994438899292261,0.019097939710454547,-0.06847091860221638,0.004573278520852077,-0.012059354592861208,0.01099340897049281,-0.04298745049045291,0.07048872439824831,,0.0813818140340295,0.07594018544596826
PSEN1,0.04183555984450505,-0.033926455701343984,0.06508398466934891,0.04373889883994025,0.005425376235206082,0.002772683386991246,-0.03923036067146918,0.01215204836114088,0.01343343461533118,-0.0434342012167159,0.05068523340271256,0.015826527009785298,0.05023591209504727,0.04945101309859149,-0.0765568039021207,-0.02120415281489216,0.05179591779114656,0.02227227209868925,0.030389948613970742,0.037822577034138265,-0.01341242394611452
CALM2,-0.041517252847506486,0.050056600691720826,0.019985809516864524,0.06629530211295491,0.06538436236563647,-0.004476068115454146,-0.11840189336763747,-0.010568330953930265,-0.06014303330740167,0.01939325766377195,0.03818420761615775,-0.033635444447760725,-0.03330019491037496,-0.010415213450959335,0.03787841813536049,0.09043929245139581,0.07132471723400761,0.058599678185763726,-0.06622382709898757,-0.08610171180506358,-0.009642359452089456
CLEC2B,0.023963414959501533,0.05997541560359695,0.0009648980345008983,-0.024717328745820145,-0.07260516615639334,0.01049608786377662,0.11199972415697514,0.011359883493853926,0.015822384266979076,0.06678532961106812,0.05221259156158806,-0.00982225534876605,0.0786071670502064,-0.001745151734766919,-0.026689701574163747,-0.008669380876909612,-0.08092584054684207,-0.047520776038111334,-0.03799585994596356,0.03151423756762994,0.006390102485764705
NTNG1,0.030738870499747054,-0.03835748686860299,0.04422480949154844,0.09445552823363987,-0.016172446113041337,0.04264606326143438,-0.01540503874522029,0.0222584372801824,0.005964676737264005,-0.046001478598851626,0.018188338576734773,0.02780700641006465,-0.05586491692886741,0.03080836475229011,0.08109056806554699,0.04361880420250583,-0.03369820688039058,0.1449760346336214,0.03536031899477102,0.03887452386826966,-0.012889958116885284
LRIG1,-0.014818615459587086,-0.03886797939889472,0.03024566086710583,0.010508569466053492,0.10320225705942548,-0.06149036623364239,0.06046623937540583,0.004611423520346625,0.02022396587457407,0.04947351966651458,0.0042181149848528315,-0.03858534095470776,0.11067013167468208,-0.12840752202106118,-0.0013112502838582367,0.07609775364152797,-0.02791097298303631,-0.028846212273212917,0.0032323253564087487,0.008838271048664942,0.005318175282237306
CPAMD8,0.011461939416665444,,-0.004373611585541355,-0.018871706619775226,-0.01580440404013327,-0.03149431626980966,-0.020605089924077665,0.03444482470244628,0.02300470084390685,0.007222159650056949,-0.02579945018682172,0.06267415717135054,,0.056786875914603456,0.04164666397545163,,-0.018718066960460918,,-0.014651311553160743,0.05623054716254297,-0.032541683108856745
GHRL,-0.028260396026304556,,0.0026827431894926278,-0.003330136751284489,0.09545465141629181,0.006032255770700033,-0.008288061078618016,0.0022511967856388613,-0.021863616835127483,-0.021989237816486557,0.03957441074096932,0.12274658264279577,-0.02842975310765609,0.09960269668058316,0.0037338217719679405,,-0.027524296196232093,0.061905757857793786,,-0.03641345162454927,-0.028685832258103148
NPY,-0.037400995177882895,0.02950641315865733,0.005496743918467731,0.043672700913497495,0.05471384451102849,0.08774359913048885,-0.10318054599802705,0.041436674087035254,0.05309481978290469,-0.031956521892563455,0.009548042385864982,0.15034546573281293,-0.02322150632959218,,-0.03127912029588146,0.004376131121861314,-0.012641497722510005,0.017371031765458882,0.03484162973785664,0.0322152446205644,-0.014311433535547152
MMP2,0.012574175688823777,-0.03572178967895597,-0.00821533099487635,0.034966152521908496,0.020721563222922207,0.007188952121449324,0.03449517667390495,0.06820911059800874,0.007349500952301365,-0.013468725320720689,-0.035218798021751596,0.08470378116772334,0.015468988745706807,-0.06522065390190282,0.06710147134540767,0.09056477509748942,-0.03221176225153965,0.010217994582011818,-0.04353914155521381,0.08982011551354772,0.04697153216090622
LHB,,,,-0.016435831269590872,,,,,,,,,,,,,,,,,
PPY,,,-0.0034825566265808154,-0.018571665847522633,,,,-0.015059227978769886,,,,,,,,-0.0179103014461217,,-0.0247368374432843,,-0.018297882278395343,0.029289039975283784
ALKAL2,-0.024800948836193725,0.11315078456658631,0.012005542821982296,-0.016197044276739653,,0.01565482611464374,-0.023362744855462223,-0.019296822993677732,0.07688603324406952,0.017336163723062074,0.03524909565315029,-0.040559739199173286,0.009377568564112995,,0.059212903380100816,0.019942472336196435,0.055323976567353134,-0.018226524809768076,,0.03987011581588214,-0.024881979574946245
CSF1,-0.008542435063781979,-0.020044213144240423,-0.03637767386163125,-0.026298657304027924,0.06925896939189177,-0.018266679366135418,0.0848722737702755,0.016539718642172622,-0.009086750857056347,0.06279353310443084,0.025895947848027595,0.042872785661423336,-0.07784560294041863,-0.0009903479295402706,0.07685570201126789,0.06918318619026059,-0.054256261871927086,-0.021604210243144982,-0.028540732748746994,-0.08127010202829107,0.04648889891584211
SEMA4C,0.00013705580988814713,0.02832025211146029,0.008747330225073737,-0.0029224262202251087,-0.0794261884841675,-0.0045716595736227696,0.07171609856813228,-0.05105307475703147,0.01580636301048213,-0.0001687764893148475,-0.04161040423302878,-0.0023137952941265838,-0.010766250181354724,-0.011876935528912095,-0.012290027578408151,0.033239231793149956,0.014630220759928994,-0.011751459913827075,-0.0005091508684704325,0.06393664395182189,0.012170097672009064
