,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,0.01590594883154487,0.03459469584518854,-0.05602342932161467,0.01040696571849463,0.14602676203246318,-0.042550691358316406,-0.004223930907984716,-0.03821459955810639,-0.007388108087363383,0.0013904028869280859,-0.015298048214718165,-0.07108514727146299,-0.020498881575991074,-0.04463391776966519,-0.026621140991579934,0.02988562335016903,0.02394831708043385
FGF7,0.005420009064494237,0.016601089106586944,-0.02707035713408205,0.0012836274758527024,0.07807534781514386,-0.002278807588837888,0.025576379683189907,-0.004248179527335414,-0.01509732771578481,-0.022225112959756925,0.010530210871238373,-0.06273221288280578,-0.014810145829201583,0.01706378392901519,-0.0017872371711494567,0.07320397290180158,0.03789442119246675
EFNA2,,,,,,,,,,,,,-0.020380067919387707,,,,
HBEGF,0.011143402919126843,0.003671294251452274,-0.0014359266759465521,0.027337317775797523,0.09871121361686502,0.07715029817401668,0.027253486834647175,-0.04478212155444638,0.10300071594929736,0.003399288790824102,0.02909361921852783,0.021773097873893383,0.019959864426883772,-0.03185733766693968,-0.03630332727659476,0.0173201103873178,0.07554601035664059
CSF3,,0.0012870593171455662,-0.04710443648436542,,0.037583277285218465,,,,,,,-0.04131190772403943,0.006254218098055478,,0.031031250470431253,0.006018780914790005,0.02048188323211759
PI3,,-0.019362909981846706,-0.017470938167828562,,0.1274276323863351,,,,0.08121573780371033,,,-0.014774112259406846,0.025852150881170745,0.02030925358182146,-0.010943803466611744,-0.03863789113587694,0.0006301554400118803
PCSK1N,0.019202933728122863,-0.023521029225278132,-0.013056770418712046,-0.0270653162275879,-0.07214877388713808,0.00846386212013261,-0.058584892248408314,0.03924413979384837,0.05188785218477786,0.0411913963556975,0.02877927474586903,-0.05832202929801412,-0.03838593623568844,0.02150325563146071,0.06329914135133877,0.03263268095827965,0.007540743688155806
NTS,,,0.13321503343944574,-0.015917130851167114,-0.018823901290698348,-0.02728370960879006,0.08945794141722806,,,,,-0.04770597599195851,-0.024829245368307693,,0.06508339019912573,-0.010361427729458344,
SFRP1,-0.010636951762072732,0.025157181300589405,-0.016129128111250647,0.0016016606541422488,0.04971178475391036,-0.009611251029897447,-0.014510830005429336,-0.03886659779540826,0.019222529131707387,0.002563987849197804,0.13244042584148896,0.06712543544512858,-0.025215256549531235,-0.012189515374397782,-0.014213228382968715,-0.025723150117499004,0.03262591845382086
CXCL13,-0.01526808557653531,,-0.015984171936624603,,,,,,,,,-0.006929948519226948,-0.006537628120520966,,0.00586901009092187,,0.005395821092782257
MICA,-0.037450917559320555,0.05271879478719794,0.0811722264379026,0.014385056899510524,0.1023877416375839,0.04503822427675793,0.005995982432496844,-0.00246902280549992,0.045887699101292215,-0.06814667709469929,0.050192807889224304,0.027131873041624087,-0.05152194671888985,0.05266806375478073,-0.007686544775648339,0.012500663171816058,0.05012947728281512
TG,-0.019440089685655006,0.041978088118317936,0.02313064023008576,0.10362505293015026,-0.03049816177219637,-0.011171526997419606,-0.010501424554134265,-0.020446255232995387,-0.06461493097750563,0.06443218996854475,-0.004636092391462769,0.020577325267480427,-0.030579929915437048,,0.012770173275049576,0.0365648492222788,0.01878407254824345
ADA,0.04580122105569222,-0.036855245098692396,-0.006009661997024653,-0.003585058057074748,0.093797426871441,0.005561449518377651,0.016531697998528556,0.041038309213685883,0.08179270629234665,0.053189768114878876,-0.03509460711957137,0.05407245862880144,0.005704071215438039,-0.04972355237004792,-0.04324131053572973,0.05534435041463771,-0.014332533733841055
LAMC3,0.027721669927038377,0.040486074538181864,-0.007005523863056845,-0.014884617033160014,0.13803033338276074,0.021936836079811395,-0.054999216006482166,0.03378398254512211,-0.054329819044796335,0.09164289738251441,0.03710402393404942,0.02420944381014159,0.04954530687231262,0.02316850442137343,-0.018149217677390986,0.01271881882505232,0.0363724868971868
CCL7,,-0.018921502135708392,-0.003832300627387222,,,,,,,,,0.0536445234470691,,,,-0.018635506488028673,-0.015484336754192458
NGF,,-0.015124346709906223,-0.02262031928789698,-0.017532354815346964,,,,,,0.03266877703419054,-0.0377984939056188,-0.009737471977676765,0.060485978081490026,,-0.04558730762279657,-0.007181087104175955,0.048532079134576994
TNFSF15,,-0.007208077769847477,-0.015690529959371858,-0.021288122417584113,,,,,,0.1233552741799039,0.018351870554685873,0.045756303233812266,,,-0.016489539217576444,-0.04923823456539507,0.025176390531167017
HMGB1,0.019014855435438762,-0.03251807962971195,0.053493207658237264,0.05633494865007842,0.037393603044462764,-0.053112218749148885,0.07029282948237599,0.07073488476268029,0.04571174045947162,0.050391880531180384,-0.06803222980797846,0.011921581430210215,0.02902592126718916,-0.07345937121524194,-0.008626979312214837,0.03416147241512201,0.049049161004531765
ITGB3BP,0.03964645361653432,0.01173617709711132,-0.01084046923288742,0.060203360708600995,0.10023208756928832,0.05217056033665174,0.005255768043219068,-0.03199531256125639,0.0010152032136162149,0.014763970501853145,0.04574594800388077,0.0027890112512371345,-0.017233008284140504,-0.017400611682964792,-0.03977966821077665,0.023860300298193853,0.08105657424650102
AANAT,,-0.0037729960704235488,-0.014138105877391146,,0.04555194745035307,-0.020725937656876418,-0.012105160296045027,-0.01825840171470483,0.028504982071572742,,-0.02649195374936784,-0.02688757107506403,-0.027426051567073933,-0.018354362991696623,,0.06554591378068184,-0.021821168773520958
RELN,0.039540325004683664,-0.03327754100217077,0.012275889108424826,0.049228930425376606,-0.04390956460856543,-0.02088666617633798,-0.012823355416117394,-0.0202136266454644,,-0.054821316062534466,,,,0.03312963312735667,-0.019917576365080267,,-0.022721138539921037
IL15,-0.02476637684348988,0.02026649502534869,-0.037178131668636295,-0.015147764664365133,0.006414118192908797,-0.0015372303142806565,0.007224285447589274,-0.01693382370078913,-0.010262415707547571,0.09659066011233425,-0.012242634467435235,0.013246946767958146,-0.04155909103999173,-0.01603286876789672,-0.040223061152075516,0.04461375206051741,0.06642884884666593
UTS2,,,,,0.14017177670846312,,,,-0.015971083777204992,,,0.05208665026287721,,,,,
BSG,0.02531507262205572,0.020860026183708674,-0.028453416935501664,0.008787894564065835,-0.016755457623373875,0.05859158858316027,0.01081735183775901,-0.019383508101965922,0.08188659092246593,0.012444658247217775,0.023418005600145942,0.013438816386846594,0.0432843680437761,0.0002721179268500459,-0.01474302380586217,0.037964492829062786,-0.012448494546461549
ADAMTS3,0.058815045390476536,-0.01580524297270779,0.005154918447998223,-0.02439866681670784,0.14874557404623936,0.050616613293880265,-0.03955402613645668,-0.01586718476390234,-0.011479104954178811,,-0.03172141762218092,0.12585874672557154,-0.03885495754631905,0.0075135300742229655,-0.04749454043505128,0.06468095123207794,0.030834382970720647
CD34,-0.02083917978362671,0.0396004692429854,-0.05522849567082263,0.01490506946604063,0.08002205653828162,-0.011514938960067202,-0.02264842623346814,-0.029951999519779473,0.007911975057642484,0.008419237786033403,0.06922817158003032,0.014643786654730557,0.06381297747612205,0.039278640996484794,-0.02923148844362052,-0.015676152617936243,-0.031085514483297917
CCL23,,,,,-0.025935810945931104,,,,,,,,,,,,
PLAT,-0.04985677940008131,0.00720310818093398,0.0015641154212530388,0.012364102130688245,0.16705514932188062,0.07125407250839327,-0.029884674826593922,-0.014947910854001224,0.0009032106298510805,0.05178866448733587,0.10598703554992679,0.0716601076033463,0.03067615860146332,0.02946239170559812,-0.0927356383881374,0.023327666797948284,0.03234105792417656
NTF3,,,,,,,-0.01954061645855316,,,,,0.045105359366103416,0.029295731998313878,,-0.03206878892863749,,
LTA,-0.014296303059739104,4.7904447926067434e-05,,,,0.007388125233528302,,-0.016933825791108227,,,,,,,,0.005552354726997524,
CKLF,-0.007598207123763008,0.019667878269591193,0.02977213116414149,0.035992786930821676,0.07351504873680802,-3.231611525411985e-05,-0.025308574643616747,-0.02072431780156846,-0.037281941305124314,0.03132712437158393,0.05471746487491992,0.0814703904759804,0.024408869960852758,0.044939989172961194,-0.02122454581835645,0.00921964788461461,0.021138760333344938
CD24,0.01509185608756658,0.020119357744589776,0.05774441029702516,0.022591622820328266,0.030378575439203217,-0.011719070861899213,0.07383322212124185,0.0009741255282097694,0.08933502005383666,-0.015076772230991624,0.054894270770249685,0.049178547957770026,-0.035636940407439,0.011842427440584767,0.06518568057765274,0.018579921899683785,0.021081800337901815
HSP90AA1,-0.01177547277281292,0.011988402665351125,0.01301102781792029,0.009720564493937987,-0.1651555507199651,-0.014688499811147143,0.022244183127244965,0.04503136668028929,-0.005349898759409413,0.05516755377175749,-0.07380573615137698,-0.10423205424119479,0.013813336265188027,-0.0922208707197234,0.041841342622922606,-0.0030956609979560855,-0.0017431324904852016
BMP4,-0.015154919292690203,0.029996059363314412,-0.027437278302692655,0.03050572502021633,0.018523060717196733,-0.015689178520461266,-0.003164892606396576,-0.01442936857449206,-0.0420902117018811,0.1362809626852116,0.07564106748107499,0.06523521774012832,0.08279931390179002,-0.0061303214910803094,-0.031190750389175893,0.11229754115226308,0.003865733595404241
SCGB3A1,,,-0.016836738756424167,-0.019336389502178312,,,-0.010210821106527773,-0.01181619969655503,-0.04607085797744828,0.07186713104574251,,0.0897293006303586,-0.03901268723612478,,0.012453316160511324,0.03745425752695152,-0.04384976515840791
IGFBP4,0.005892512316545923,-0.025979157157382925,0.009785594688629133,0.049217115802336044,0.16417474090128414,0.0036708262814963534,-0.01731772033827706,0.0753796626971688,-0.04292149980984933,0.01110097022976028,0.04746198602063608,0.024556338142892105,0.01573652230743212,0.04963447818489543,-0.0028608321235383295,0.018323663717982473,0.048902247764466326
RSPO4,-0.02311160668352263,0.005904636935546242,-0.019432333423726002,,,-0.023216134938199306,0.18532596317104635,-0.023489882295433574,,-0.044856993275189785,,,,,-0.023061586920145247,0.013769077616645725,-0.027515629467213688
LEFTY2,-0.014471883412756839,0.0644344280472253,0.0463772723005877,0.09060268365413493,0.1673374865495863,0.06246301563782567,-0.01119628858668296,0.012686252145160221,-0.005582725340162315,,0.22018119119947227,-0.026017288368838334,-0.023433416478482405,-0.009380045011803452,-0.03136223462808667,0.05057308126674856,0.0828205601194114
PF4,-0.01300443070364559,0.0017652846596584385,,,,,,,,,,,-0.01867974322595197,,,0.0219708182647523,-0.021554549525003092
ANGPTL2,0.029767976847380275,0.000737000693305672,0.06203410338384991,0.00817632097892625,0.15523392719123447,-0.034082911242195056,0.010128360865672717,-0.053850655582162656,0.019369036777780856,0.028272923311659304,0.013449446481876728,0.08679128335962102,0.015421869426716027,-0.004550355258927788,-0.08919012186719552,0.06071050656646808,0.06300768001251418
LRIG2,-0.013885661477016703,0.01265644458259808,0.0072352663343901264,0.02860447156834018,0.062238858017481746,0.030017546431729394,-0.01685263568085157,0.004861038169169011,-0.031924260267838886,-0.0931885543957652,0.016392059089606097,0.0069591276147438225,0.027891646123510506,-0.007015882753611002,-0.07456650645365882,-0.019846678719896798,-0.062561307072866
ICOSLG,-0.04184602828276603,0.046142954608237446,-0.0010166343871499627,0.016611696811891986,0.13413500428992675,-0.03032785371595668,-0.01937822883753034,0.06899879927348014,0.03129386531082609,-0.038322964686226035,0.024007090350518664,0.05404164765100673,0.07190095925790575,0.03763111158520071,-0.0009330457390684239,0.007917874603451345,0.008694971290520761
WIF1,,,0.05290471965118138,-0.0076324856431308746,-0.07805960462584527,-0.017915341441805687,-0.01921464840976991,0.0037826804844628805,,,,,,,-0.021437978831541245,,-0.03955213785088334
NPPC,,0.021153558406163505,-0.03389820838910807,0.016466824819696236,-0.03470393473899063,0.02530316631218939,0.005624627070526854,-0.03945185648485238,0.12426880713267588,-0.01887217147561254,-0.03172135669929885,0.0034651144389230867,-0.03534332647359108,-0.015578022229793355,0.021989767647842284,,0.05323009144706382
LYZ,-0.052532911665560976,-0.02395179627600618,-0.026970034014030256,0.030780399366039372,0.11403585902263426,-0.011898412031271772,-0.011351009350529039,-0.002365237357004241,-0.062007842025214185,0.03182305907484216,0.011992934364157578,0.0423593180047717,0.009990103184820262,0.02053439178340372,-0.0747439483996054,0.04090357301843046,0.03621316595867898
EREG,,,-0.02734590382709342,,,,,,,,,-0.012332186787486635,-0.023535017111100336,,0.053893833983526415,0.00219215482266543,-0.024815671667621584
SPTAN1,0.023899733476459722,-0.028604920425476004,0.011252000430890134,-0.01994358230251552,-0.041149781276559695,-0.006880075316494632,0.0014998352753747507,0.022845596785996996,-0.043116485045320355,-0.034503421892802956,0.05182898229251412,-0.03858985850047069,-0.03872384057006917,0.05139278664349707,-0.01584790550377455,0.037735763105651535,-0.029054483498976713
PTH2,,,,,,,,,,,,,,,0.036466682368963714,,
LIPC,-0.01957236322523825,0.010705015560761026,0.0009344770068069804,0.04015115474073856,0.03876840752820843,-0.00936740694153004,,-0.026601456757402654,-0.04149544056867866,0.07606960935431294,-0.06517706422893216,,,-0.038594557544734176,,0.030373246275973573,-0.0336130297512025
COL8A1,0.04070952278731558,-0.04553213345253229,0.029379316356233923,0.031608078134509984,0.09045039479322732,0.048527044558573824,-0.02402982566511572,-0.015150446985706376,0.07648578738467232,-0.019102834009200542,-0.03761143051861205,0.023105356677524183,0.017477403186123924,-0.008330060401895262,-0.060085422109853695,0.021559703362656214,0.02177594790850008
GSTM2,0.04208464124225512,0.060466890207823885,-0.03809488967318701,0.015969681133546517,0.08115470789924877,0.010992220374047313,0.007382456010325199,-0.03963269599631769,-0.013104432837029596,0.04545791565536433,0.0159900088550717,0.07542981606702541,0.027781083399387417,0.00035688743266694395,-0.03376060576334827,-0.04358965092452834,0.06658149919993574
IL4,,,,,,,,,-0.0396656809375036,,,,,,,,
SPX,-0.03585721278254738,-0.048613127189827375,-0.03773264163346319,-0.011331566129224448,-0.07005333266026678,-0.035658434301369196,0.04781234157084036,0.01968011768243468,,,0.02372118721983017,-0.030901446309550558,0.011627004582647649,0.013286036239607881,-0.02206717201804895,0.006640738969991854,-0.05207633029356421
MFGE8,0.03616540813146095,0.022640513921334364,0.0199353055942529,-0.046650060047505014,0.04782386006561691,0.0015610518068067574,-0.024930617329066315,0.049788558156232295,-0.0202179753053826,0.08959965058057463,0.04982535729078665,-0.01484722555418923,-0.05122028894776569,-0.023460302302184096,-0.013996895803384642,-0.006476936108568955,0.08202030970991056
TGFA,-0.03765529026974296,-0.017271375543731652,0.03759148587212836,-0.024989607062625804,0.03247728030862504,0.093638068484734,0.011085492840654321,0.03890011758432624,0.030473079595855414,0.006762700139128254,-0.051254516425192846,0.06331933289929727,-0.0008917335131388556,-0.04423386037214099,-0.01926011585301285,0.09315027805484202,0.02886723553196021
SLIT2,-0.023805486527593605,0.02951135227591199,0.018154444009281585,0.007569923115224823,-0.03491854921309398,0.002261156406084211,-0.004594384045075609,0.0026882829604316697,-0.08853883543488275,-0.03735494168406893,0.0640814907413211,0.003992340693706793,0.021612182403862635,0.034704952820553144,-0.01583791585071386,0.016096410625391137,0.019627978605080223
PLTP,-0.006197497306304911,-0.006352532660099316,0.017999414435719,-0.005182275621680214,0.19657304897450772,0.007646236567396125,0.009578864023289425,0.01739430447828128,-0.056656251108163865,0.012491720920119036,0.07854677228183299,0.10077073132650528,0.01832575109887492,-0.04169222983189372,-0.05086123758799135,-0.004874939187098137,0.04400390972050616
APOD,-0.035874631647870116,-0.021381932191465575,0.04701666470549006,-0.04411133184879754,0.0006228393472334635,-0.0039001957459132413,-0.0322708753858991,0.09509138156784656,-0.029429466253487142,-0.032798180513390236,-0.04130294969786456,0.06287114804544011,0.019675902175308763,-0.03459162363145547,-0.0014795251332669161,-0.018360165256871924,-0.019886770693759583
B2M,-0.027782933936693222,-0.015987649867010158,-0.006409218502249752,-0.03004026182648312,0.18858894773799828,-0.05175541557025552,0.03577486079554873,-0.0453872769748373,0.016601881292750458,0.02203700162229145,0.059707870644058886,0.13741049685848178,0.049356514385491886,0.0036061962356803015,-0.08437554186930062,0.014965663090228775,0.029343366915065054
OMG,-0.025085820025786985,0.027700836591760893,0.04955947856983202,-0.0029762623696801146,-0.0910425182145334,-0.03532527063439755,-0.03775171139558727,0.0660527270217116,0.08980384616546226,-0.032884438877432975,-0.011801490376773683,0.05502038547426636,0.015163920184700974,0.029586931005642622,-0.014710949538437636,0.10052320746809353,0.03146220238423216
CXCL3,-0.0022705230902859306,0.03611765413529503,-0.040804320656971205,,0.08902065613334817,-0.008338234513119928,0.04110579625011579,-0.012195421054966613,0.023933673959398008,,,0.0009958851950309438,0.020439691373475434,-0.023339201995502254,0.006394915404202368,-0.02185708331907784,0.013367708434257044
CXCL10,-0.04361323793371519,-0.017056409363885222,-0.0014291443763084625,-0.020705278236501975,0.15268736653428297,0.013605513150472684,-0.01659347244302761,-0.019379999918894573,-0.08549530997027528,0.03581737710790717,0.05902850398052622,0.07917422158089252,-0.02505495085796949,-0.031442883459561366,-0.0061357720878832,0.11963226108078703,-0.049925821219767776
RSPO3,,-0.019171562165682474,-0.018813685533705764,0.01889591674413205,-0.037428750638413,-0.017573227935084403,-0.026525376737795883,-0.012743979958723397,,,,0.001642283095703127,-0.018120705512510545,,0.029934694596226705,0.003255686406357655,0.03369304465515775
CORT,0.04907994393714047,0.043897003206188105,-0.022833247983272582,-0.034850395305719865,-0.02355607551431212,-0.009904977231992407,0.06843885532731887,-0.011156436172225231,,,,-0.009896998862799378,-0.01954740186738782,,0.03422179734965207,,
NCAN,0.02478316758899009,-0.08502195740000294,0.021050431858573953,-0.00799772950231252,-0.0036870764280300793,0.015981382787855516,0.015097224310187429,0.03355461986689304,0.01047237595324178,0.011870705123008779,0.019317164578227512,0.06320455113795456,0.012770480498440361,-0.024479324310702873,-0.03260963747124223,0.02368198895452709,-0.06297344637511143
PRG4,,-0.018921505084343624,-0.0134705312975329,,0.06661591955473678,-0.0004460641197635015,,0.00820472851772551,,,,-0.03356882432103639,-0.028843387639934347,,-0.02343519801099103,0.03904524141042722,0.0414129806793325
ZG16B,-0.015648718759537578,-0.021960720745553313,,,-0.03500634300290589,-0.01586101559745313,,,,,-0.00388132472276563,,,,,-0.0235804744349666,-0.018388241375367938
TGM2,0.045582804517783376,0.021106621219990733,-0.051653846176366765,-0.02807077623456208,0.10287507603640092,0.038078955355861505,-0.03297689087819368,0.030462853163481293,-0.0309494076854789,-0.07622453283572583,0.0939769858274456,0.015527536606401205,-0.0355412349235079,0.0421465111465364,0.035414815831163834,-0.004338886735696311,-0.004880464241485853
VEGFC,-0.02009355751196733,0.04390926723288066,-0.02073561136949339,0.007104476647621848,0.004212776101402532,0.007331027166107966,0.0619192114072952,-0.0152058594283072,-0.04496382802348137,-0.057808454894187095,-0.03817328644328791,-0.017532461464949106,-0.039165869129246765,-0.03078479201892259,-0.039359595917602935,0.028444138235833947,0.07294633932899296
WNT6,-0.01447188379256423,-0.02617087791883515,-0.01856109525869947,-0.015536939188159134,-0.00657194537834709,0.013569060481986337,,-0.013270906259862164,-0.0023921233892303475,,-0.028007127768860923,-0.006616548944146916,-0.013980683618679383,,-0.005641010790283835,-0.013112044497849853,-0.019000570211258005
NRG4,,0.05338799832604454,-0.019187010257783067,0.09536932658968235,0.02902265718418613,0.06276280694241146,-0.017782826945448933,0.020496659039797357,,-0.0358011932565278,,,,0.018229576390527618,0.03256231093855917,-0.018911397209379347,0.005875918265675842
PMCH,,0.0058349179918966215,,,,-0.023216133817770043,,,,,,-0.003076539269552043,0.0022305182958905186,,-0.017533824118326793,-0.0061562952781201215,-0.008743987442268503
COL9A1,0.0022320243534701876,0.03607662998886687,0.051989598719058575,0.025327617497574374,0.04869926697893224,-0.027925971095956854,-0.02162971660373422,-0.0202136343986752,-0.01835812323084821,0.030681313329888354,-0.008798697653185295,0.0741270094281038,0.025604266377597728,0.0018464655650610314,-0.03100044672515672,0.07273921417063242,0.04450499371063795
GDF11,-0.024428178293530157,-0.024872313089603304,0.013207475409599231,0.07753618127494247,0.05004847952786532,-0.024285281039427252,-0.014839012975590742,0.025930046170838553,-0.028340535764242804,0.021832729651559375,0.043069684802720234,0.023671560236217262,0.0570980306059286,0.030168261338977154,0.02274712902482903,0.01603760149044716,0.0018372355431259195
RAET1E,,,,,,,,,,,,,,,,0.07857623006592382,
IL24,,,,,,,,,,,,-0.023226410997318227,0.0737061756328369,,,,-0.016026034910255196
SORBS1,0.013556925414778284,0.021245797837503504,-0.030317729644365146,-0.02586078698761024,0.01748782444673016,-0.024911134389890698,0.009098475135885773,-0.008577942293675228,0.09331694667124427,0.032331498014674956,0.012333782955726496,0.05343573668052047,-0.028804411967907406,-0.01769945176867431,0.007467202876163995,0.05790190996847393,0.030049870017593756
DLL1,-0.04798069929706558,0.0291790164629638,-2.7958818305094027e-05,0.012129375642727685,0.03034533091932824,0.02673001246470793,0.008161861583366275,0.03578587443945357,0.043715567307911714,-0.0005636205958155296,0.04481996498056522,0.0995850120326926,-0.009451191545161223,-0.04880511898374993,-0.027736459854268182,-0.0279791752874813,0.03745194626255628
TLN1,-0.0021807728441283632,-0.019498712822253798,-0.005085894554674981,0.005079835546583162,0.13066135607063356,0.05018468416928536,0.024542880386164874,0.019135073084437747,-0.1089843737267186,-0.05954726868513356,0.1074336816742547,-0.0007984451712852434,-0.02032343671344923,-0.000714562549844203,-0.10432815095973025,-0.06313664392686433,0.09440286841243878
