,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.015090855983078291,,-0.03491287077870618,
BMP1,-0.08002550979964285,-0.036861930593506925,0.007482123480975562,0.04114597967002109,0.012250037373910462,0.00615662879581497,0.02219934835053876,0.0037977947994657806,0.007809688603359068,-0.016194594828273883,-0.04143091801758231,0.008032378238082885,-0.005731884482732974,0.013418833769468798
NDP,-0.02512218699725142,-0.014890688337259038,-0.0010238868627128624,-0.021141773527532885,-0.005631832634272378,-0.05774131145014103,0.03358509536246755,-0.07564635483852497,0.029176919478841594,-0.0036669269803085427,-0.02071013899791294,0.02426329800530154,0.024779391750857513,0.028264705229235184
TNFSF18,-0.024830497528321057,0.03561075720663716,,,-0.013633043842512075,-0.01619555002492993,,-0.030352508047718385,,,-0.015562933406097995,,-0.03612724572100416,-0.020676885749031364
RTN4,0.039894608009022337,0.028197509743724834,-0.022702029516561414,-0.010129720202830431,0.009165149361668443,0.01019335534590993,-0.03994194796910684,-0.04954318595088175,0.06357165206156215,0.03604860251859857,-0.00534902748335071,0.0024956913227612214,0.020362675835882284,-0.019803501028365596
HEBP1,-0.0028303539983276695,-0.018686863726503845,-0.06053593185930066,0.023384154593628907,0.010611998100771729,0.025949465289992847,0.0002940223376344261,-0.030032670745221035,0.044844293662455965,-0.01759300386058397,-0.08540161895437136,-0.028460488940310072,0.004812826522748925,-0.04595524694191589
WNT7B,-0.027373986572751613,-0.02116962651394822,-0.0266957149864965,-0.003179534631835946,-0.056273570849125695,0.03886885011162633,,0.011217942808591636,-0.028984412680095165,0.017786492910969197,-0.015886422489776557,-0.02313555488152776,-0.0303094200103121,0.006936045408593933
PTMA,-0.10260247479730077,-0.06869680226103103,0.04620163579069259,0.025152908743099424,0.05959290289506779,-0.03941577814550723,-0.002944161393795821,0.025737671742576428,-0.05090004968576089,-0.012455910563277847,0.07495582119719102,0.03580607436601279,-0.05705241878256426,0.0795471547419928
FASLG,,,,,,,,,,,,,-0.030279920915673893,
CEACAM1,0.07233016754794183,0.044647777047740075,-0.012463218600753768,-0.003028940048679878,,-0.02547174185794411,,,0.035641736575175775,0.034242238569674295,0.023185484595458588,-0.015355404251449845,-0.03199605924421886,
PDAP1,-0.10699625524745547,-0.029141118082728484,0.05967654497782493,-0.05076579167091576,0.027225329230840443,-0.018257051950802655,-0.023671189110352802,-0.005077531864783239,-0.04274757769649012,-0.016938417249684087,0.004670986992248799,-0.006423945262237272,0.08195139257107723,-0.025470922085878558
QDPR,-0.1123254052842191,0.010923414014390282,0.00803645516136501,0.029480634634492905,0.03166331855064192,-0.004905367621793093,-0.003295627372337904,0.05242988962109715,0.012630937833867458,-0.0576668275793051,0.10525061564904134,-0.09377017673390783,0.08634818514877143,-0.0004453168829275959
POMC,0.0014898527438781018,0.0182014496663995,-0.007969187293041297,-0.006916202557318795,0.007663261154271105,-0.018792035535000813,-0.03640971939529753,-0.06226490632020157,0.005943181548074468,0.031010370523562054,0.06013217250555454,0.04923459890598549,-0.01470548012427822,0.05180132412734483
CCL18,-0.019721812893182016,,,,,,0.09728713872097,,0.05974208046335594,-0.03920704373572879,,-0.015980522934922487,,
CCL17,,,-0.017867071322758953,,,0.00728471937895923,,,-0.01924297280619479,-0.023177462666451498,-0.019896421890104633,,-0.027445347280880147,
VEGFD,-0.01972181915578132,-0.023269730097231885,-0.019905890509245287,-0.01967332620876185,,-0.021520330368343173,-0.02849740397516365,,,-0.016055735847900404,-0.020984584076997385,,,
TNFSF13,-0.014882717604416996,,-0.012324305921575188,,-0.013221208513860338,,,,-0.024518597274249567,0.02497427073810649,0.0031985902983782803,-0.017243089816255434,-0.02481825274317372,0.08757525500044427
WNT5A,0.09391688636221612,0.020230290979819453,-0.027666146725755843,0.10519617481489524,0.01878969526455565,0.06166285615740883,-0.012335106974943685,0.055364149974929576,0.008918262310087568,-0.006574710982989857,0.03672350015106807,0.03294426816218693,0.009222919438445144,0.03162493782544763
CXCL8,0.15381022081554213,0.037487592651218135,0.009232112649559582,0.0018946834939030073,-0.018806311594546196,-0.08426355208529826,-0.013665659587784538,,-0.03571841377333838,-0.04301271618667402,0.06468186767869266,-0.011100650498181984,0.11923737976128733,0.008856990526544645
GRN,-0.04642053992370756,-0.026055032401516354,0.021631157985414717,0.06504079558185476,0.04203053315696118,0.026898511647693423,0.019456516612243104,-0.05610971259262484,0.016316802440665194,0.06644602668030651,-0.04598454321254613,0.005215204741601417,0.07078975774995268,0.05771626381541183
MIA,-0.019084538426811817,-0.020694470630550778,0.0009020396657134328,-0.04581800898920647,0.04259289907308573,0.00235768180210256,,-0.049437382509891076,0.06107766930345855,0.008461682877639423,-0.04105351368736935,0.04242577488625273,-0.06218789311284916,0.11033932221631153
COL4A4,-0.02368573704959664,0.005433368413376242,-0.035127700174494896,0.02343030609888828,-0.012579395782447848,0.0701652843072151,,,0.05907163023994856,-0.009644456220115788,-0.0306488295939273,0.046755630736487225,-0.04609018629565852,0.07564882509135545
TAC1,-0.028343484980515813,-0.005551358550541205,-0.013110359520888567,-0.0401501545128606,0.009125615321026057,0.019432283898582536,-0.002688624585287041,,,,,0.0025340866258493954,-0.024390871763777352,-0.03044462442616537
RARRES2,-0.021864265248255545,-0.027561278197722704,-0.017771491204214285,-0.03447812020437125,0.015805279607806977,0.0281625098775402,0.0414038964320663,0.033918855409777286,0.02612862827117033,-0.06690056322108234,-0.03564608286843748,0.06239599303118445,0.055885963874836964,0.009798648254949322
FGF7,,-0.013765235480048786,-0.03167104167747134,0.02495577674512691,0.006702933635238458,0.003264532463678077,-0.049012318705606454,-0.056686025584719996,0.08131351471931005,0.00039076704348167815,0.021867319362871993,0.01792457189158579,-0.010409165334748142,0.029484809909916438
EFNA2,,,,,,,,,,-0.015259902424180046,,,,
HBEGF,0.02288799834591014,0.023986435072571394,-0.03419959333987655,-0.03240950075913908,0.012382184802689012,-0.012411627547456797,0.004969261317143958,-0.07293736700809526,0.033852291583244605,0.021872275606181386,-0.01147796856057064,0.022402046424121504,-0.015810613478322112,0.05997545175380026
CSF3,,,0.10334947424336142,-0.04829705141131792,,,,,0.023201416869878366,-0.04046363616549483,,-0.022014069522188255,0.15968295706370836,-0.035875370840905724
PI3,0.04648828485006851,,0.045696761431131244,-0.008885929509405343,,,,,-0.04312800644600515,-0.053063082904139434,-0.0169052554287425,-0.022394757407571235,0.09949271992218352,0.0315464560267003
PCSK1N,-0.029745178592476305,-0.03449510004286365,0.03645810928721916,0.05095586209166912,-0.03271598003422092,-0.014588671607254125,0.02027762055143894,-0.054719820613789924,0.018307139404750785,0.05205190205009093,-0.04969871233718916,-0.039850239544887485,0.029983572784060063,-0.020346459943379625
NTS,,,,0.10188493910557908,-0.015356584108775787,-0.0017268740394145241,-0.025656817715999668,,0.05504813755884141,-0.018591295332532093,,0.043573788501401894,-0.042790616240114744,
SFRP1,-0.027025743796071634,0.005679171264583413,-0.01558971035556533,-0.0224438582399697,0.004951042596227765,0.0409174147348856,0.06847906677238465,-0.011196191256359915,0.07565983587232795,0.02685458968622309,-0.006762524621388746,0.01875877595317601,-0.04179627072623363,-0.007685773858677048
CXCL13,,-0.012045031356043163,,-0.022242150136972744,,,,,-0.02304525258456666,-0.016695110557694622,,-0.014145301238798362,,-0.045972563237829944
MICA,-0.0070947146084230665,-0.02318146683655457,-0.03479595058077505,0.04197856459085513,0.09661497012189127,0.010574925589946289,0.05604131272438333,0.0010997484722241372,-0.01456808480331175,0.02494045078824885,-0.013929850202733955,0.025814723687260125,0.02547043977364677,0.07377301071415794
TG,-0.03105707079326757,-0.022091851114080362,-0.01682376741762241,0.04330591372688249,0.023745647033145984,-0.020349732187382542,,-0.03889815634884486,-0.025569099840503057,0.01397100729593642,,0.022666392005775228,0.11259767239454103,-0.03064372528042872
ADA,0.011764366710677005,-0.045638823033156264,-0.030852837955237307,0.008033276880323507,-0.00019146229652485333,-0.014488941253026372,-0.010276651404398398,-0.02550322046210075,0.011187291485590006,-0.030979738906871664,0.0109762726384377,0.004108454017781937,-0.053839566761857964,-0.007276658664637039
LAMC3,-0.04906824678800798,0.004229054692047327,-0.0224922396383197,-0.027720057669064973,0.07507565356128032,-0.0276966829024798,-0.004776150210118036,-0.11001661889490862,0.06370497583491243,0.016871179772393635,0.003360707304098861,0.025826339693697176,-0.11549299906333763,0.09689918486349704
CCL7,-0.012544739054743147,,-0.01216355696311476,-0.029488984577789645,,,,,0.0012805024329331774,,,,-0.030279910148495445,-0.01673052551081664
NGF,0.043574712016849995,,-0.027869815720809224,-0.019304172213402995,-0.016914925426213617,,0.0997932145977494,,0.07483431674411438,0.01193881692025906,,-0.017841323108140343,0.03116531404946713,0.026539522232152928
TNFSF15,,,0.07173328018269473,-0.021833544112809047,0.23902528648347868,,,-0.03585425336832284,0.06419399729471077,,,-0.013670359238336911,-0.030416402068074777,-0.01954642534946702
HMGB1,-0.12856059709800635,-0.028902154717417774,0.05576653290551338,0.005945259439093922,0.025769250582875096,-0.008768027942809965,-0.011736517928318686,0.017048440019405923,-0.023869304817337123,-0.0031572247088278082,0.07117483636686177,0.03181879547255933,-0.08310684821428244,0.0135807040994085
ITGB3BP,-0.03599806230172858,-0.02264162690928714,-0.023482995902466903,0.055786099824860644,0.023114431160859032,0.024303160777487096,-0.006032738878479896,0.049767587425246604,0.020839178641654816,-0.028715852860357608,-0.03592504949684006,0.004576427250296318,-0.015981212371731227,0.012208936248604809
AANAT,0.019116858608520557,,-0.0123243072369249,0.057241487877717004,,0.05764241465819506,-0.024121197785834513,,0.010289512664037086,-0.020535695584995493,-0.024611235559499737,,-0.03203740767531696,0.02535421463819484
RELN,-0.019519194554102174,-0.04499087866811623,-0.02139223739580426,0.04306990351158319,-0.004204947054161306,0.004160536470026228,0.12785414355476535,,,,-0.03077786761293208,-0.016512312471256212,,-0.02141657872552368
IL15,-0.002134861687919724,0.008160793616191656,-0.009715208378090494,0.01586221184096143,-0.014614312359642907,-0.01598586194794539,0.022732072988801207,-0.06120278366392822,-0.00540369772714438,0.07980505527161244,-0.030648825709911925,0.001372187800950235,-0.027480598987173123,-0.041374345262148116
UTS2,,,,,,,,-0.06626339107860439,0.05995246708053634,,,,,
BSG,-0.13988643801126488,0.04053140499632868,-0.0006804556318250719,-0.005674147276579491,0.02272426274086929,-0.0744827187939131,-0.058114726942625386,-0.07734847119941227,0.022523709332711687,0.01918559197401834,-0.10249969368253213,-0.018030529405375813,-0.059009412252396996,0.06696692261802181
ADAMTS3,0.007314040627170806,0.05056345117717062,0.024312298025318254,0.013359653814258837,-0.006932181507920102,0.013506988552423582,-0.010155440324580971,-0.04969738057898645,-0.0074233866313832735,0.004123852535059603,-0.008414011745157131,-0.04271006155993385,0.0339501376991984,-0.0015733507372058257
CD34,-0.050446648938236076,-0.04369270663909313,-0.029237057577584404,0.04637085576998253,0.014784752752916554,-0.007755855001226578,0.0220018069530514,-0.1014613355617144,0.03380717459015006,0.03852320555279292,-0.03589138969244422,0.06441349848423499,-0.062158986749974124,0.010174963993204996
CCL23,,,,,,,,-0.03383241458958516,,,,,,
PLAT,-0.1248381444150279,0.07276231307915175,-0.02461722486759492,0.06297706599636127,0.0426037366032496,-0.02777061757531918,0.05193332973782767,0.002417534853749396,0.08889833667316419,0.09834036919254532,-0.018653835348202738,-0.0017825904703713384,-0.023017482936818472,0.03506486352814622
NTF3,,,,,,,,,0.06945129617955324,0.017246538172955246,,0.04487350192835536,,
LTA,,0.0034541787842006606,-0.015589709626254175,,,0.013718661789934455,,,,,,,-0.014037673405885366,
CKLF,-0.082242466455663,-0.050697819097926415,0.0038507773504819795,0.040542886703860574,0.03507283871804382,0.004956427650445654,0.07122930408792212,0.009452348488433536,0.024829016106036772,-0.02835022075746563,-0.06131070576750331,0.03375768622220586,0.06661557793627598,-0.005062095249187275
CD24,-0.062018529339723544,-0.056899066014164584,-0.03613175985122236,0.072031967378518,0.04089758280655705,0.024450041999229406,0.03991222069309206,-0.03804666252070739,0.020716376714074017,0.0396970079507526,-0.004498767431850162,-0.008957060252427733,0.05413964130336468,0.04342829606126977
HSP90AA1,0.09999926695822012,-0.007760143303069051,-0.019538949373735015,-0.03656203866006247,-0.05451665981183588,-0.03217165909372843,0.0039500453413606855,-0.0218054253593321,-0.08200067051963769,-0.030215620372031866,0.024921752902557128,0.006985572587972782,-0.036389195095993476,-0.010246020423074532
BMP4,-0.025609899777926933,-0.017222154119333505,0.03491911926582494,0.058190584422354544,0.05534272581346808,0.08591002693078933,0.06509945369046438,-0.03472189297949245,0.037999354631967436,-0.05054031818026553,0.006581364190896122,-0.005243344204272751,0.018629129248201946,-0.003499704145440732
SCGB3A1,-0.012544737800286001,,,0.02448010431978856,-0.018655428200395636,,0.08563438316763308,-0.04175191757159949,0.019942658263410868,0.04431691003698351,,0.02485330981602725,-0.036224416817558745,-0.004035181344896354
IGFBP4,-0.09500371151275483,0.02236377872786709,-0.021563172232329765,0.01912084974599522,0.08494834002831848,0.021815123651951897,0.05053657235762267,-0.0038755020116517016,0.03886425043689195,0.03486129701471887,0.005140935952050582,0.011625378301014492,-0.072707762979769,0.07961340845664448
RSPO4,,-0.0016440797231970714,-0.02386278190637912,0.0008712631712470609,,-0.02049943284019184,,,,,,-0.01911879850884352,0.012937316695691727,0.07263781581044247
LEFTY2,-0.03451968244649447,0.02213141979300757,-0.0177470504146724,0.07535578381905023,-0.032381135059037544,0.050025291978662845,0.13840978770976214,-0.060043464702232055,0.045057630541452176,0.19035549847448233,-0.025672678690847776,-0.02600030287237872,-0.06636436736828251,0.018566155321889197
PF4,-0.013013151742827187,-0.014778324152501656,-0.010612463813956485,,,,,,,-0.013986757064023034,,,-0.04311751260004934,-0.01976838855448177
ANGPTL2,-0.055781043778540436,0.016875695845415775,-0.019889523029456426,0.039992803406384135,0.07407449704848698,-0.0012414708159529646,0.049495708982448594,-0.044365638446271366,0.08816826498613686,0.041824227090343336,-0.015589942605988545,-0.018494791141803548,-0.00599048086501634,0.04109296249986155
LRIG2,-0.02178454522260064,-0.029948353720601742,0.09348402167794462,0.05063997255882229,0.06042826597530285,0.05009685345566417,0.014402002402732546,-0.03073391692294714,0.062449601566128776,0.04778746186003586,-0.01651446820097118,0.0134909416522261,-0.011487820772644857,0.047706937562010866
ICOSLG,-0.006868743018312288,0.05526293617442024,-0.05138066325878007,-0.0012797459014382373,-0.031128515929000743,0.0330328878676311,-0.06569474034698669,0.04543966002288896,0.038061120566066746,-0.039303849183863634,-0.05328400249677339,-0.009067565857169066,-0.0228006520674398,-0.018673552621516862
WIF1,0.037682463381227875,,,0.04415947855091735,-0.011522168229618237,-0.015818926779716868,0.023191173187893693,,,,,-0.017772775097235512,,0.011145327856822995
NPPC,-0.038917136785031725,,0.05407936030827765,-0.03066605946818785,-0.015044288497468136,-0.021697965459278955,-0.044170936549141705,0.09792713888702564,-0.03317713608133794,0.039529342713507484,-0.02334888496012626,0.041330041801526336,,0.13293576197844795
LYZ,0.0905288972043716,0.044970906993996425,0.02982798163801836,0.007239826811159141,-0.0030418976589813036,-0.0386902728351193,0.04291143497634551,-0.034866602100306225,0.04132218117945899,-0.03456881006570187,-0.03368881285804227,0.015443646414735718,0.08460663406438759,-0.034133957188659886
EREG,,,,-0.0380521243743497,,,0.05698732830339827,,-0.03619419570263457,-0.023083157463213606,,-0.008354093749412265,0.038985838322459235,0.04594972358478492
SPTAN1,-0.031067018475925093,-0.002535125414529947,0.0779921349388174,0.02128984478846758,-0.053805902783454505,0.019958663665783766,-0.008501530244999788,0.03550677966930691,0.02085084947532117,-0.002899424117870959,-0.05232632077310817,-0.038115296474875285,0.007624357720956521,-0.02856868031508238
PTH2,,,,,,,,,,,,-0.030405258902717208,,
LIPC,-0.015931518172381618,-0.022242167670745317,-0.019071387861890318,-0.02617946540671138,-0.00560964339347675,0.05199314785976274,0.0005356219905619877,-0.03169751157344844,,,-0.028659578482164307,,0.06488955729346595,0.013075696216754385
COL8A1,-0.002850586284207909,-0.007601730087801723,-0.04245901069597475,0.004575475652090515,-0.010564543270867296,0.01179055684866802,0.09518903429586885,-0.04754796020779197,0.04067949516977402,0.0018286122594084468,-0.034963770307066294,-0.018750726343634058,0.04813000912999353,0.0008867427924880769
GSTM2,0.018085329671123602,-0.012509695258049734,0.01636441206100183,-0.04525152076865903,0.10739256212571015,-0.042686640373543944,-0.04197900385487356,0.12695859847188318,0.07198870400501939,0.04523303884791015,0.026951919819261986,-0.04058996824222879,-0.01806246415313259,0.06752448964670583
SPX,-0.025766713642498777,-0.04371103403689137,0.038997329803158565,0.0031799891988725042,-0.010879220770924366,-0.04522165707262348,-0.020204268169344626,-0.000669797717336176,0.05943525980397976,-0.017366346662510503,0.03622034880093714,-0.013298833055569507,-0.04747549283155085,-0.028772794403370307
MFGE8,-0.09817159873078964,-0.014712951676455937,-0.02441287746415959,0.03953905761685952,-0.0212209108337016,-0.004862802560702094,-0.026438216500611345,-0.04324818506963025,0.04174651542818997,-0.035328450090201635,-0.08753694511894809,-1.9614003911578214e-05,-0.04748718453775434,0.08580348449442511
TGFA,-0.043160609959526496,-0.02440747324840362,0.056159617020731786,0.0936230733188729,0.03237557707758755,-0.018687064282559163,0.043346218980540814,0.027195092094737913,0.05453502108125275,0.07009668552093058,0.004507028713200715,-0.021042544678478155,0.027681250808389624,0.017364188385978696
SLIT2,-0.014665651343059439,0.016283260025427133,-0.036119325234711064,-0.009332984630342423,0.009798618890431486,0.015482254126675058,0.010842279914010476,-0.017848437241592158,0.021851690084212998,0.02206052459044388,-0.020183254251029775,0.0350708108260145,0.017121547875061947,0.03588301829082219
PLTP,-0.06195321408241188,0.004594396205202816,0.11072840746435826,-0.023076936792516954,0.005271259035907213,0.01684351947537314,0.027681616966751563,0.03281852315296943,0.05991251253302848,0.05203858171433211,-0.05526985360545982,0.01392462034003457,-0.028235668544092377,0.021988174918569105
