,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
APOD,-0.11510411559772693,0.016371698360797906,-0.037194240649519754,0.06553059653581877,-0.011716220902444953,-0.045446702757090555,-0.01772078520348294,0.010854076701799994,0.1088500551672805,0.04481023825825439,0.05166293943438662,-0.029780365106301967,-0.04241432397499204,0.051298656709437104
B2M,-0.02859713312223389,0.04731158230150209,0.046431335440702826,-0.05840947319795033,0.028513787647957697,0.05948846975994082,0.04549853633672149,-0.11798300786226801,0.06804632178462965,0.02746417218010766,-0.09117151945208164,-0.04708060020858795,-0.006442433283279154,0.05672911615730254
OMG,-0.06484551106848843,-0.01298502294389615,-0.012932642590559639,0.08425189598018477,0.02379361044531764,0.052046069877180114,-0.034033694219579386,0.02831759950379654,0.0292843496625041,0.008002181491212386,-0.043454773773416125,-0.06742647960461545,-0.020915506345590994,0.00886991420281277
CXCL3,0.10818864702183972,-0.030382828030842517,-0.01870492326493595,-0.054848445871031146,,-0.04335956980897553,-0.037155150281041265,-0.030806806128624468,0.0018025061811381552,-0.03919075432714973,-0.01733124393318627,-0.04624077715191106,-0.01664298635872462,0.057931506715095026
CXCL10,-0.026527202874862585,0.0142893956885267,-0.04794724181400631,0.008901603083638536,-0.019976109369681597,0.010864883806378643,-0.03392980358278362,-0.012865668139831758,-0.0013485637164941042,-0.01876029593461371,-0.02334888242131943,0.03219732553421427,-0.009929519414425403,0.015281211608110436
RSPO3,-0.017040432366623413,,-0.01232430632629813,0.06133368759370614,0.07379705654510382,0.061823828336979234,0.0008069691412492952,,0.06945508747900742,-0.005903635258671025,,-0.0025561536766793864,0.023745904428131168,-0.022927887933493398
CORT,-0.017525326266937383,-0.02639315110500999,-0.005783065931027221,-0.031772714393481706,0.0447373483109077,-0.018263015879748858,0.049321410657420406,,-0.01993540039401897,-0.014636430375131678,,0.016540732972695107,,
NCAN,-0.13617913527798658,-0.07762707387505792,0.049982703060495653,0.013694972538922273,0.021935026814186343,0.009275473474920568,0.007511377320477525,0.0665905462427256,0.05939548355505284,0.023001197803061806,-0.09784761213177637,-0.011737249198103645,-0.056039366044710305,-0.03701719909447929
PRG4,-0.018865789376402355,,-0.012163558858624553,0.06026021040587159,,-0.015756110487794,,,0.108466382326431,-0.021596948680896372,,0.043477656425848187,-0.04396060535390496,0.11735873634207272
ZG16B,-0.017395765085425046,0.0008597660137685727,0.02688269430622423,,,-0.014004993720218463,,,,,,,-0.03831474328901985,0.08912725560966492
TGM2,-0.02718612117586305,0.029583626072871943,0.0013737710574686268,-0.04310569609747712,0.059724545363618174,-0.01227064917871804,0.0343074767734472,0.024810714586571168,0.0668912900804278,0.02261707359677152,0.001796356511599844,0.0528401642247224,0.017961833366684016,0.0694632311350168
VEGFC,-0.008620795302442016,-0.02283445642918785,0.03196899636774452,0.022107732167508724,-0.01730076883025564,0.00032479834297583686,-0.029824410018601602,-0.050989477688220514,0.03368404890475053,-0.029326072103123154,-0.02286019633469785,0.01623346878431149,-0.010194750604122648,0.09344234969143732
WNT6,0.013258572297146509,-0.016445947897118944,-0.016823768116154155,0.06060519992132515,-0.014989781491832463,0.04159663497722775,,,-0.02307463554326198,-0.012039544067027817,,-0.02537376579028221,-0.026094482773276927,-0.03013350697745583
NRG4,-0.011554145084288439,,-0.01480360756356618,-0.026698934703987334,-0.01835026358043882,0.015100313702139559,0.014075736813170751,,,,0.17031128882885613,-0.02524686948132263,0.026544129323711335,0.01143199106510864
PMCH,-0.013316774006670102,,-0.020511840498943803,,,-0.020499431850872798,,,-0.029314668331605006,-0.020535694856758345,,-0.01453610506373945,0.04743362080335796,-0.00277566312420563
COL9A1,-0.015099065762183861,-0.008260686868891857,-0.015461287648091257,0.020085093638328562,0.01904995582307606,0.08570163504700125,0.054925740168944526,0.08131498757991058,0.06601707817756702,0.07660503427152937,-0.025861207850732273,-0.02098815856610339,-0.06498448577910522,0.06797117474069003
GDF11,-0.0486022121752688,0.026290661266372407,-0.03098302518122301,0.08086007021846532,0.08440801037163992,-0.046837650305184254,-0.0625189731607402,0.03798148172273638,0.03154980411196425,-0.0037258192787984297,0.021305677991515514,0.0205073609529604,0.04073230629301602,0.07628584276155206
RAET1E,,,,,,,,,,,,,-0.02024049264586671,
IL24,,,,,,,,,-0.0014134705276377176,-0.013763745333765941,,,,0.058677893812639124
SORBS1,0.015304910630804469,-0.003079309315838808,-0.02417146527380991,0.020658791138327304,0.013109841988832076,-0.013139516685180479,-0.0021710729927098254,0.12741221934739463,-0.04231641321467166,0.013073157208934844,0.05258858877156354,0.06398995449637321,-0.02308153096019096,-0.009998255224774481
DLL1,-0.03338326314979015,-0.027373110981805955,-0.007940790328009192,0.04097135385003296,0.025352850733007117,0.021233406031909312,-0.05063472423072881,-0.05840536295620074,0.08668562274711268,0.04438009002244141,0.07115390698448298,-0.014318683157739926,-0.03258745724067829,-0.01246320444239188
TLN1,-0.005777246771290736,0.017202382236393858,-0.026230083029477075,0.07967589164106467,0.026480585545642237,0.04201383433332483,0.04271208858492747,-0.04343490869975086,-0.008880373385100535,0.06545572940214825,0.034486990163107085,-0.01574508244024567,-0.005741810139902676,0.05625401432886195
COL2A1,-0.06870171779185463,,,-0.016741585332782256,0.09716539360183002,,,,0.03537932966021082,-0.035872530772595904,,-0.004339587140589611,-0.04471989916713243,0.020952040990028956
SHH,,,-0.012639934740987792,-0.04244105152239387,-0.017725548155881007,0.008747539339295654,,-0.06297321854065177,0.02742558906742292,-0.017349956201222438,0.0012814099663571727,-0.021304227518200287,-0.030976909617201013,0.01741160959336398
PON2,-0.13079985813952397,0.04503907400208105,0.009354513742892609,0.10470897505408305,-0.00731399038993624,-0.053390873362971714,-0.01557551771209872,-0.03191718518417199,0.0986179458897928,0.003732548292896915,-0.060403908420069895,-0.009190058225157926,0.023195414434380206,0.010812698357933503
ICAM5,0.011970400179562487,-0.021169628436418324,0.03928443306901813,-0.044398589113087424,-0.047228683035256284,-0.03284231767755628,0.008710726465950686,,0.027257054969350217,-0.014267494524410392,,0.017089823477979663,0.0018649381419838175,0.04510652561009609
HPX,0.06171656861243161,,-0.020571988283870333,0.012916741181090326,0.03401773773926074,-0.017438861400663558,,-0.006601455002392626,-0.00010389282360130295,-0.0339794958913636,-0.024611225480806024,-0.02107675670672799,0.03375169847473104,0.038177350061494926
SFRP2,-0.016678262336454194,,-0.014395515882022878,,0.0062407475226141556,-0.022906060219757465,-0.032252283698341606,0.0016233573284086349,0.03403749663089761,-0.04243758321795237,0.09778551763718285,0.017048992659047593,-0.06830476888305387,0.06833382998292802
CFC1,,,,,-0.025329064048420252,-0.01762541794578308,-0.02711139847413251,,,,,,,-0.01507164095993413
CD70,0.020148233743917988,,-0.02446828107327346,,,-0.032877575695953724,,,-0.005710773011065859,0.0023892272180949265,,-0.036765821672627354,-0.01028200628504882,0.07271263794062871
HP,0.02040221265271312,,0.022008413248924434,-0.03826536669817339,,0.0465503964352298,-0.0037413972466744092,0.09208815799249731,0.09880640326236635,0.05060293190873267,0.02075249453967384,0.0675846736536354,0.05753166309471304,0.10488071351719935
CXCL2,-0.07465869283710687,-0.008820046685560131,-0.02694283293991102,-0.016186960670076155,-0.0231673577750196,-0.005614786488554107,-0.006573509751377802,0.01672605736933411,0.02638768676257109,-0.03803094786136635,0.026842394270683526,0.03098974805827737,0.029513906122137494,0.048037966428888496
NPPB,-0.016183925899942223,,-0.0034258963827634888,,,0.05704747467152571,,,0.07193844970718768,-0.029545561314962845,,0.049357186446061636,-0.031170327865471453,
CCK,-0.0569940169767885,0.030658653266232856,-0.0401850905973267,0.032053115588565426,-0.016049304379567336,-0.02891618644816656,-0.006303525500652781,-0.031697537157679576,0.06975496825739928,-0.04634096279655281,-0.02951113715352345,-0.006404207412845291,0.04639314932390784,-0.06820696216414125
SEMA6A,-0.05759786214714806,0.07023879090219974,0.013710374190398491,-0.006822823525989737,0.08623309577407061,-0.026153572467528963,-0.03904613842151557,0.035548238495337905,0.05412245435649324,0.05986182873762721,0.007781821677174875,-0.030211277509536276,0.03552605975659745,0.005530166224743325
IRAK4,0.03815600300350987,0.0458540570711754,-0.021133488597464365,0.09771096953858242,-0.006320455781070272,0.058944287331526936,-0.062148372627219804,0.057411121549441294,0.049035179018413796,-0.022254080742388858,-0.05766815559948392,-0.013417038563031617,-0.04937061974006778,0.0393270791716757
GSTP1,-0.13915143398779145,-0.06974290253400713,0.023886835914448696,0.1022799851604207,0.04229902927612738,0.02834496443805173,-0.008583345278168524,0.11560630733127528,0.003314354550395036,-0.016620913884635928,0.046586588662834265,0.025888830474845567,-0.02727767504888561,0.04365915329407669
VCAM1,-0.019626587807958736,-0.05470265323376554,0.005430954786330517,0.01676102586714425,-0.04260908004290178,0.02229949164010566,0.030006734566462828,-0.07169207978709523,0.03525818925527966,-0.04689323445451159,-0.03793807202351754,0.045993135489402974,0.01663753114681,0.06499441335335711
NXPH3,0.025660379587527232,0.0029950523059559305,-0.010581694709184105,-0.034124946566503604,0.0014842463714859276,-0.020233036952290343,0.05291208711695089,-0.010023743237884632,0.024322008726578578,-0.026078072273084733,0.0067105206386269345,0.0076594029354112554,-0.01745717656429168,0.022960922499082614
MTMR4,-0.005601664052125452,-0.009833193339183255,-0.045016981051167956,0.01603377327319358,0.0477884400085137,0.023506021534046958,-0.03612697733736071,-0.022029067442865726,0.09111131028178045,0.013625259376808889,-0.03988401110225022,0.02968055364820787,0.06777105529901915,0.0741796627386555
LAMC2,-0.012702689588949838,,-0.02825247329075875,,-0.020538425759656143,-0.01942909591023373,,,-0.010827317390168614,-0.018075659656066126,-0.01774780850200056,-0.014109557274258716,-0.044396440483229244,-0.019881122629286766
