,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
DCN,0.04674922928768325,-0.01891244536538267,0.028075462026638486,-0.02786109442183067,0.08467938190774617,0.024456432640757426,-0.15323078308436586,-0.0727305532148047,-0.0894926394331538,0.002557854673067379,0.1504516232495919,0.05598297386877239,-0.07978236712306948,0.02995577188378244,0.11407575529855161
RARRES2,0.04477296889597521,-0.01389883138570232,-0.0784174011730532,0.06566759157613523,-0.18120195942394046,-0.13488851047374967,-0.3120065669165151,0.1236353793228857,0.02217567284453863,-0.09803218749506722,-0.2083236286734383,-0.04970474178899717,0.0924590739061097,-0.11128273754941836,0.06222286830577816
SEMA4A,0.13689073118577555,0.0273896212854618,0.0034825510238238305,0.008206420618752435,0.18227419359661817,0.15528321021548422,0.27061151588466287,0.06576318561652113,0.018188947101962314,0.14178897349420183,0.26870096326904275,-0.03268639292698973,-0.010481606220410339,0.13288596215348628,0.12446148563151703
GDF11,0.01940879326926978,-0.010988380670869831,-0.0334479155494483,-0.0028763584334269457,0.03956896945661906,-0.09136224667355182,-0.1379483031957641,-0.06117117889031061,-0.008280157793212424,0.053869609228634555,-0.17335296683741294,-0.06642615333416318,-0.06766723806854943,-0.038260650697964256,0.09266712997473928
GPC3,-0.04586950261776732,-0.05001373146327646,0.0418541975937759,-0.01692913036304885,0.1040525615479981,-0.15464608594861023,-0.06241811081473876,0.008541565809075622,0.011015355038958155,-0.06617786800652668,,0.03263467536803885,,-0.003318709429588328,
OSTN,,,,0.04547102509326469,-0.03637772067514866,,0.1481078976354852,0.026837913250811144,0.04924318838840561,,,,,0.16685900393645287,
GRN,-0.05037822167518423,-0.04517964559694486,0.0008007456829619464,-0.061949602183420015,-0.05421056376455131,-0.12651918656438135,-0.29195851979558185,-0.017048831481682413,-0.02875860912706965,-0.3244720795009555,0.041465475598351426,0.00508296346304437,0.09707408596673668,0.15088383322274734,0.02421391546314733
CALM1,0.25796919768669646,0.050955415821159124,0.068057171570899,0.007742569470642653,0.2578645389732333,0.2436516457471162,0.39378651209229265,0.047135480362503084,0.026381131460332604,0.5381624022574542,0.4464133709373245,0.05962902778098268,0.09698960448797786,0.38444640418206183,0.22287215559800136
ANGPTL4,-0.22904725950442245,-0.07099932163644404,0.024193800149868553,-0.019176931121040828,-0.15074896627768786,-0.025817074694864016,0.011492906576134544,0.034263514696519164,0.020295075290983865,-0.08283254150183329,-0.2515262751938393,-0.03349273081189941,-0.07350080417469126,-0.19801770567492846,0.008421918446731881
BMP8B,0.06181488194886816,0.053278489309215096,0.030815082132941745,0.027989290773970818,-0.03058078835436018,-0.12703914958752818,-0.04825935058247194,-0.018731390667013268,-0.03062947729876112,-0.19153011217482543,-0.0942597507713677,-0.016608293892468855,-0.06460868286724109,0.08179816818771889,-0.03994299354351778
