,UKF248,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
DCN,0.21235786257711073,0.08141418496694894,0.17794825675858394,0.14628039167856424,0.055860169939222305,0.09127836605755528
IGFL2,,,,,,0.06482382034602742
COL7A1,0.05526373707757461,0.0038359085730860676,0.10119693520800276,-0.017504718532824055,0.12559366971454275,0.08948683855506182
CALR,0.04015252541562499,0.04827462691376758,-0.002021074836361018,0.06344103872490957,0.03243296843904795,0.19043185563920417
PIGA,0.03632758848301457,0.13145610914615236,-0.045721671735429834,-0.005381688565304915,0.04097377545214628,0.03253667823377531
CD200,0.0639900223751695,0.06987757514165967,0.025951795943349783,0.0103592666070642,0.027726889593090186,0.13453440404388115
GRP,0.05689265342903646,-0.0511406244935001,,,,0.0017207077267366012
CDH1,-0.004284386921411197,0.0014940436885515272,-0.047411648066931954,0.022353403041075835,0.05377717727779153,-0.024345615809612114
LPL,0.08746128558474633,0.1001969493326125,0.04023007504675823,-0.030567572995256358,0.0026863671648953914,-0.06389520735892838
SEMA5A,0.0547874084391207,0.014367881637485569,-0.06333720928750737,0.11274697283283344,0.08706383154289869,0.06700301953738928
SEMA7A,0.12743537744637246,0.06256776229335663,0.015808699898253044,0.164685485128332,0.15975676093029761,0.2821587329736766
SEMA4G,0.016313802348209713,0.12650902530201766,-0.006320475573922449,-0.029002920904486418,0.0551908276895864,-0.025843441949126578
SEMA3B,0.09153817350321836,-0.0003977625163428921,-0.0389419810415509,0.019486602517989008,-0.03098168831939017,-0.07259306731739826
RPH3A,-0.011258635155580102,-0.014160435595707524,-0.0535316596261568,,0.09130289735269048,0.050311260009981124
JAG2,0.18898649895928885,0.017306997920372658,0.09224163093362396,0.15350207121894718,0.1608075178043158,0.23851967868691687
CGN,-0.007845701764381562,0.01444057715908883,0.052938720695215304,0.023710319935743566,0.11584418855680384,-0.030921128815102446
GDF15,-0.010194624069313022,0.04628975336149865,0.03149823244562548,-0.046407023934826604,0.03090775238107139,0.07808699870523951
SEMA4F,0.028718121259943337,0.08029400022196796,0.1773247699844061,0.02544115159298372,0.07577725044094998,0.002539129525653217
NXPH1,-0.02943569306569808,0.045563064023081995,-0.023537131401663337,-0.011237938496454585,0.03489052190956743,-0.013574696968614443
ARF1,0.05852275816225861,0.08924810732756697,-0.0022732231752387562,-0.050774154146980936,0.05183796569913388,0.09488789673854567
DSC3,0.05130713550629651,,,,,-0.010217558053322657
EBI3,0.0736819959486254,0.08775349764726655,-0.01097736498368556,0.024764186893067985,0.08995701488608723,0.060407241587981074
TIMP1,0.17709647067341938,0.17792640445608773,0.2053306201699573,0.12354132875485443,0.13457704097391696,0.21309719462660878
SEMA3C,0.1175602246895946,-0.009480765893106053,0.09066027950786103,0.08834607184595665,0.014062847259648447,0.05814584500367457
GNRH2,,,,,,-0.037132388402817997
GAS6,-0.024829731311054905,0.04014242815843416,-0.0036247875790036375,0.024039867502985666,0.06172914192216497,-0.03145059027250471
MEPE,0.05065961245345268,0.07917648018155707,,,,0.03809516653731465
SERPINE1,0.1554379141165161,0.16241350620581452,0.10531966406835108,0.07428429301132713,0.09304189060514555,0.009294491473817248
RSPO2,-0.004832753808344724,,,,,-0.0212770648534782
SHBG,-0.025338176974762584,0.3215190375261366,-0.020988974758893945,0.03580730545958782,0.030554377039500587,-0.01497633672871777
LGALS3BP,0.07874704163254179,0.013886832560782675,0.01862521177795506,0.06632592074514267,0.026622458464071512,0.015653447006910286
LAMB1,0.23819221088504958,0.17208982299635936,0.1937888101774383,0.16713450439537558,0.15963535378556987,0.23378333986645203
SPTBN2,0.009845064608203839,-0.021495557279042003,0.036616302089798214,0.12952560464342244,-0.07033735648936683,0.016748380591140286
COL1A2,0.21575699648149282,0.14961545751985764,0.17819550778719187,0.1343357016886231,0.14247000087141728,0.1768634121458074
DEFB1,,,,,,-0.026722901218541116
CEACAM16,,,-0.037961899135295143,,,
WNT11,0.032305068393194726,,,,,0.011704276317706425
LGALS1,0.018198447074197096,0.062158458394712054,-0.01647889837803946,0.06778566781734534,0.14568392193813412,0.19096086363009737
BCAN,0.038329596619024284,-0.18634468061064807,-0.012725015859195813,-0.06392278706484195,-0.001954268723073524,-0.0792538334018347
ANOS1,0.007418351469271718,-0.00909436450679236,-0.002099985685884814,-0.0930440134141823,0.046348931405948306,-0.011820704451666124
EDA,-0.004271162710314193,-0.0424593434241061,0.029611860280473707,0.008184476040139329,0.1335251058483477,0.04570426318944915
FGF22,0.031079656222140588,,,,0.04271968666341308,-0.0038978598820308056
SHANK1,0.009699804504776775,,,,0.01971207515193398,-0.027460696349931334
RAET1G,,,,,,-0.042726585864650043
TGFB1,-0.0023088069585790716,0.06941048523955222,0.12997982892109958,0.12379811202886246,0.07859877602603595,0.2439441482340015
MSTN,-0.04011971959168592,0.017769565012678203,-0.04254367272882851,-0.1507383388539463,-0.0259553530367186,-0.011202466576919163
WNT4,0.0169144813969592,-0.013284532783460876,,,-0.034674784876067725,0.004575274688655261
TNFSF4,0.06407677697291007,0.12193529889318219,0.1303058809853554,0.03443106381909689,0.08217730620944945,0.13192146065495447
NTN1,0.061071558811151505,0.03615210258578902,0.026639460586189708,0.06284004113895184,0.09636015119641127,-0.02522752949456482
CXCL12,0.054687765486922155,0.09897815726315734,0.0834623391911429,0.07970495031991912,0.09765415041371506,0.22008667009299868
GNRH1,0.06465599973354255,-0.060078102907249555,0.09244636357313386,-0.02476702435012648,-0.04478295412786881,0.05821299397044118
RIMS1,0.003115904705150153,0.006543464673787399,,-0.07375991997939918,0.048137752159768274,-0.04800261097070424
FGF14,0.01493554936870252,0.08782992115302782,0.029294605523663864,0.03691070594569578,-0.08350587488209983,0.06113490659585582
IGF1,0.08724768121172152,-0.041524006779169335,0.05975324032945117,0.11881925852868966,0.03389852124125986,0.0980029658300126
TNFSF10,0.11343607530516171,0.04451475389297568,0.12334648379194472,0.019209249987499663,-0.051055947875953786,0.09942660010778194
GDF5,-0.028962259038208406,,,,0.010283374044882831,0.021716423866891148
RGMA,-0.022598290571394206,0.0034151187033833507,-0.10916562681342273,0.014586977910671331,-0.026992924266750522,-0.06790012138401882
WNT16,-0.006428930555025458,,,,,-0.03515665889454752
CX3CL1,0.09219202272383788,0.0783159465502872,0.06695999631660561,0.0462673185444162,0.1640558440721566,0.151792928194716
FGF1,0.04504083155742482,0.018467090133928655,0.024018671522774492,-0.0221410423055641,-0.015148415578708713,0.005312539816495236
ALOX5AP,0.05251277229352623,0.12982282081887786,-0.10361240222288462,0.04126801820159597,0.05474968345350641,-0.10860085722456823
IL1RN,-0.0637837503504082,,0.03567394395489736,-0.04790869348210887,-0.04639134852561004,-0.029385882392357263
NPW,,0.014217371220334132,-0.043486770777260424,0.05250957018493966,0.021220827021958644,0.06489659887910051
CXCL9,-0.00023313036370244288,0.028411067757047777,,-0.023198962821100486,0.07307068511838354,0.24307777604856198
ANGPTL4,0.004606459311701669,0.0783216581122829,-0.017324246655288464,0.07437275319140411,0.03666965772599613,0.11098483397296925
UCN2,,,-0.011702307759758166,,,
OBP2A,,0.05350480658613556,-0.021094559688915958,,,0.09873532849553447
COL4A3,0.01656906087578672,,,,,0.017165153599022515
NRG3,0.07171072785776603,0.0820320570179942,,0.18738594593186209,0.11866831435766542,-0.004658537578765848
IL23A,0.015151387361928574,0.04915464578440157,0.08816241474822745,0.10760329807726046,,-0.047546838628423425
COLQ,0.08297753796972625,0.15982744727305806,-0.004081418991879038,0.05964727954578112,0.08288231174480047,-0.011556589628293985
TNFSF12,-0.014315266788782696,0.054468265929639104,0.01532342446784218,0.003281861987003279,0.09392159582320914,0.06797136029237257
DKK2,-0.021470955455718973,,,,0.06379524973876029,0.04957740318820604
FYN,-0.026972536827389936,0.005037860597526468,0.040031269892785895,0.113761612637566,-0.0325029043168546,-0.045386544035248985
ACE,0.2694418503921264,0.11785670768806965,0.09101013221634759,0.1270458662171518,0.1799747905342374,0.269561386749845
IL18,0.1253070392126133,0.07353331448102261,-0.0012894812439048387,0.059878988253254654,0.022066654877639726,0.02218137934698897
CCL27,-0.02052671139710106,0.06441287645548219,-0.0003699750623650379,0.12192424185417482,0.014690835005205063,-0.0013907733082949248
SERPING1,0.09191831974105101,0.09903401624301723,0.13600568704430488,0.06012249479167889,0.025469733747824075,0.011709360840747123
AZGP1,-0.06085872984165608,0.05647558559564031,-0.007595048445321098,,-0.01670356193066523,0.01579839927673661
INHA,0.0330072299410458,,-0.00256514046444417,-0.03864438838526436,-0.0431260375681371,0.021999883613149352
SEMA3G,0.19064291746190337,-0.03975827733720008,0.2288682559478108,0.04541573061628484,0.10964267500444114,0.07431173464197277
COL6A1,0.1635657520770944,0.191716356007176,0.1748061260177111,0.10605047042559376,0.14250559155758225,0.2279888981773354
FGF17,0.010751617661052768,,,,,0.007999434488658282
TNFSF8,,0.058944247649035685,-0.03989273476846335,,,0.12597716681336635
FGF20,-0.031955969326358476,-0.0371231917362133,,-0.03684339690016311,0.14398569098844347,-0.0008243510913166454
ICAM3,0.11882142998205666,0.07232931963533631,0.03024511754749561,0.14020754916763034,0.02942786281296936,0.09279428598618893
LAMA4,0.2442775575009516,0.15196313440070594,0.15391263472574657,0.05046674498067772,0.15372370493461007,0.25861428697904165
DLL4,0.26939704096040035,0.21433613838215745,0.17694917269489488,0.06838367381040708,0.14428379458429258,0.2479423337679098
SEMA3A,0.04978827186291058,0.021942292433643908,-0.004434521788868576,,,-0.0693788497362752
RLN2,,,0.07934614272456368,,,0.0694623492798925
C5,-0.019697168143884336,-0.015236738408961835,0.17901898451403916,-0.014610666635766609,0.04911070468089074,0.059343032044476406
COMP,,,,,,-0.01605837112832815
EDN2,0.007241313435576954,,,,,
C1QA,0.10650961982030524,0.03372773378558051,-0.1344109240804545,0.06310492155122065,0.021790653644460416,0.023030964801589233
UTS2B,-0.024817979856368078,,,-0.034981098659248235,,-0.0346388400308477
COL9A3,0.07729905591882519,-0.01745238415921505,0.04499592766113685,-0.015112000774385652,-0.012385972962177333,0.12378542578396518
DLK1,,0.13014585136841147,0.0033091054523236383,,,
HGF,0.08271643955969023,0.07765015937187665,-0.04115852533471557,0.18897782252212192,-0.04978239505396059,0.016674377639349276
P4HB,0.04364491965576477,0.16058391086210536,0.08878348332188157,0.18854225927209337,0.12702988370345872,0.18681219894929632
ADCYAP1,0.10350185737695292,0.05558000751105226,,0.05941096210367378,0.16356579378829675,0.029412427106890626
GREM1,0.05078948437499216,-0.007119752673942948,0.01150489128480677,-0.04854431126055032,-0.0230842287983358,0.14887819215711276
EGF,-0.030472622196293944,-0.0012229236232491998,0.08106728697318115,-0.036843365779174325,-0.041414618257581366,0.00731066776012821
VEGFB,-0.03310571641276638,0.05774963465925043,-0.020498231107986275,0.028269180134304767,-0.08630263518347177,-0.08989533260916732
FARP2,0.022256263601459225,0.06344086502524311,0.13399511631632846,0.005699819624904112,0.07558818435088129,0.06085135891089006
LAMA2,0.22188033050751516,0.09214050848429312,0.04207898436452393,0.03613278951405445,0.021939766166445964,0.1546398634967385
NRG1,0.007217273628413923,0.00010747732661104221,-0.08206546835337863,-0.035230769314476294,0.04943829035272867,0.02003117502078555
SPINK1,-0.04977403933521728,,,,-0.03127914400845209,-0.05899312342120011
EFEMP2,0.03785708224836501,0.13852422110314905,-0.023193470115068685,0.05174027908209554,0.042657158651815096,0.04565752805638584
SELPLG,0.10063292239358125,0.05058039360261913,-0.03469561203954681,0.06499932327353418,0.0918614695276642,0.05544367812767737
GDF6,-0.03937006272676254,,,,,
HLA-E,0.15548852353627965,0.03872227433899691,0.04399309812096936,0.07609198768281422,0.08617113834180198,0.1514453917948894
PTN,0.05810016167342758,0.10439963949418643,-0.03199952733861938,0.007371753537922904,0.05022838260761769,-0.05360378716140701
CD274,0.090856062443287,0.08317957204360431,0.028253376383839495,-0.019401676826485362,-0.005002399988177355,-0.03023114735676427
FGF10,,,0.11752658816561351,,,
CD14,0.07892879971388338,0.030304748834766766,-0.1014262003510841,0.10966625594296653,-0.023147551085346572,-0.04959538710586371
SFTPD,-0.008363941371671835,0.01597350042840912,-0.05817445550181663,0.03668566121249323,-0.013190555300498364,0.07733822643033761
SLIT1,-0.04087652684465045,0.07852614940966232,-0.03973374278811734,0.10020714313366096,0.032895149061861195,-0.0046503554917143915
BST1,0.06870234962495916,0.02348327771316823,0.03983375157068727,0.07896032766205464,0.020895392005830227,0.048007821042305
AGTRAP,0.05641675001978709,0.003588294351767772,0.10721591242783156,-0.031963379849041774,0.013251872609439117,-0.012560527394887163
LAMC1,0.22101483761440063,0.13065414281158927,0.11638082081269785,0.10651350265309954,0.1134392762628636,0.2625991659826983
COL6A3,0.12948199586007259,0.10716402935295358,0.1354580502082925,-0.03147054523249655,0.01677163301766314,0.21643894912904257
FN1,0.24463193405301592,0.19248865040950386,0.19141764577119402,0.13092874936529406,0.19579419171140983,0.27018539611156134
MIF,-0.17998294151408864,-0.0868315399075616,-0.04260239397883649,-0.05823360358743901,0.030442153735100768,-0.0904491364538757
JAG1,0.14339346163628175,0.0854635039286367,0.09045208626821334,0.05407760871527756,0.1468049888082035,0.20486773162191046
NID2,0.19609768301320016,0.12489127484567784,0.166105146705291,0.08181931807690639,0.18345489015794145,0.22765267975238246
EFNB1,0.09931215507106168,0.03958456779318903,-0.022950803107857253,0.008624564057766458,0.10466230792485474,0.15508780676132744
COL4A2,0.2612989833304478,0.17848475437195796,0.17431112210815145,0.11554891059076396,0.11859912682908037,0.2906732401070999
SPP1,-0.07976343814551742,0.13506430594728172,-0.11234383461195625,-0.07212423086816588,-0.1206304944934119,-0.11672219679977758
PODXL2,-0.0013910529458174652,0.06028383602287507,-0.04607909798460353,-0.024590506625120946,0.06311909703211373,0.029085665497674627
FGF9,-0.009945499746702008,,,,,-0.030922490645883375
ITIH2,0.044372951918381864,,,-0.05934130515899156,-0.052139523440568956,0.05195459908515203
ADAM10,0.08361335107982634,0.08820822491210258,0.06911610025319388,0.05608966272119263,0.09020300849700189,0.07194698159304999
CFH,0.2171358958355752,0.11752032879647084,0.23114071853400067,0.07912342029234376,0.06639849787089919,0.15918062877361747
COL4A5,0.08462765381547616,0.033843975949964286,0.09062929281400711,-0.03966114748767972,0.03659825726922066,-0.02577263860918568
LTBP3,0.044603798190713834,0.037081860573329274,-0.014881344469912676,-0.02022593465146141,-0.022262837642740122,-0.08156012510747039
GNB3,-0.012278647162865095,-0.002224969548354773,-0.04144878061218786,0.018823320180188702,0.04319161055987918,0.021776121737554333
COL6A2,0.15009513049184012,0.18453446244311045,0.15534196903737063,0.10338763665226987,0.12756298346507605,0.26055784205139076
GDF9,0.014899721820288618,0.09438973815083358,0.0033735026716997167,0.016149858237450895,-0.04106526395578858,-0.011726936441524864
NCAM1,-0.06981250205272695,-0.06959304396667679,-0.0032260015692685737,-0.08156150728476012,-0.07542815611561679,-0.11829921137111624
APOC2,0.06998077768847726,0.04379897681146619,-0.12490688047799456,-0.05839084288327093,0.12364988936502296,0.04873448263754478
BST2,0.055273153497452654,0.009314164490893072,0.03910021623917444,-0.1013743865977205,0.07524543341856853,-0.007976278726209414
COL5A1,0.10477772407484198,0.15896627381206987,0.08674859614041694,-0.024589391846239757,0.0529242124492239,0.23848308711116611
CALM3,0.06279708256863985,-0.06402670479780544,0.005415595842401067,0.08694378263353786,0.03028651766991905,0.06584171282659607
THBS2,-0.02314226401097421,-0.048749739573913396,0.016004392050292974,0.07915964782724697,-0.024668181817605345,0.056037721767518825
SERPINE2,-0.06304720132634832,-0.010983587659891788,0.06257338856593521,-0.027696952136954864,-0.03317638941057473,-0.019304421639411855
EFNB2,0.0924105166149345,0.04241692780973585,-0.01194797216739098,-0.04321917539041705,0.09239205831416189,0.04309352440877602
PROK1,0.00015044357150628053,,,,,
MMP9,0.20662042501504124,0.15305775214732747,0.17592137665305413,0.05042613608145203,0.06749777903901388,0.28483362265490597
DMP1,0.18598930249893247,0.043630216720251094,,,,
NPPA,0.005716568204281053,-0.05256357626838022,0.046429276215592355,0.07752231585802902,0.10697205631936528,-0.02585877323146386
APOB,,,,,0.07690156515897167,0.03765270973257325
C4B,,0.034644961041863126,-0.026713529997735134,,,0.017724080755402348
NTNG2,0.001606310883565494,0.0022783894093858356,-0.023147359585405525,-0.007709864105370012,0.025768529358207747,0.05678823613976486
LAMA1,0.042211168353024145,-0.053950310945828306,,-0.023397901440084468,0.05921687204517623,0.1321532091663869
UCN,0.07060294175150561,-0.05083903564967852,0.008777989610216957,-0.005436927969106347,-0.07242756084245694,0.0028851951595064403
ARTN,0.058784298445379295,,,0.0363321237324978,0.09100519889421621,0.04827956801099003
PDGFD,0.18156098932957018,0.03546386357682452,0.12676944948042,0.13590750825294032,0.09792697101261284,0.12354171899729015
EDN1,0.21218537217130043,0.15306555833714286,0.07277348472775716,0.03895702447605597,0.13131795607201738,0.10616734526539545
ARPC5,0.1598627346988775,0.059870040291066184,-0.04653066250675767,0.05479591134628775,0.08058666574771635,0.1811016453018925
GSTO1,0.050716458854802346,0.0425199915674758,0.027912903066090462,0.09449538314918439,0.005845855752610242,0.17585171653055534
PROK2,,,,,,-0.03169260716742982
SYK,0.08661569511738458,0.01908146262868261,-0.050769884592038655,-0.0043885437692842985,0.0891471794896707,0.07135630106123196
CD40LG,,,,,,0.16841765948604484
ST6GAL1,0.028653029626024142,0.03736841922345267,-0.03351542970108443,0.016872880571670683,-0.015201399592415817,0.005896711625988551
WNT3,-0.03540462845500908,-0.009822817264202723,0.005764833954056869,-0.036620033320344164,0.0605639384340452,-0.046967760212530824
HSP90B1,0.0496423941230766,0.06719488469959298,0.06359779332096978,0.03446002293965412,0.08442721701723117,0.12521880933123794
ZP3,-0.00699720214172751,0.08774153436604924,0.00856344094962142,0.026755121849031057,0.08631223027033745,0.06305163646873882
ANGPT4,-0.02174963540527056,,,,,
NRG2,-0.029981802685679012,0.011223057885682031,0.09686168134966587,-0.050522122809146065,0.05346236723369129,0.01956692443949515
MELTF,0.07800303167830906,0.05446788568563202,-0.039726269757730415,-0.027955054607398725,0.04273275990735194,0.04990718532062784
NLGN1,-0.03247675104269174,0.036467787065081664,0.00545948470467007,0.003437815330582733,-0.006490755381540142,-0.07866154458860959
SLIT3,-0.028134215556053815,0.032388452549204624,0.14368571197817803,0.07980567399728508,0.11761715629232317,0.1390776065575103
CCL8,-0.0060931576060442826,-0.029364716496031538,0.06904559055730636,0.1706278832300362,-0.03127917851194843,0.005604342013465187
S100A4,0.0735023936838694,0.05517171401013933,-0.05513773304483194,0.016165067702980315,0.06507086750368725,0.08547376344351253
TNFSF13B,0.08423227936621414,-0.02467363407162669,-0.018504764419269737,0.02464090408183496,0.017644550075346575,0.11420645694013844
HSPG2,0.27074111025289443,0.1512612860445194,0.17093603021373532,0.16603117999117376,0.1530511179822076,0.2935988000449575
FAM3C,-0.09315987263709667,-0.019186936504465072,0.05881371211590014,0.013471578947965506,0.041498190533921155,-0.06416131738257093
FLT3LG,-0.03329270357062162,0.033812165257266324,-0.04100679435251626,-0.030801828322056576,0.010401650007221342,0.04521801818840269
A2M,0.2482461501973234,0.16929912484654056,0.10943485178422858,0.15701212167404197,0.10931769703779783,0.2189189051440032
VCL,0.1431525777910381,0.09109158228171049,0.10786884781485197,0.06056666872375357,0.06728989383682837,0.12450542787622802
FGF2,-0.01736451500990388,-0.004811963328572943,-0.008012747020479246,-0.03589087947466203,0.043321458442141504,-0.043604512653161114
AGRP,,0.0346539467979235,0.1055589381424954,-0.03352606142811788,0.04371291016384926,
CNTN3,0.02031471270333983,,,-0.005871007806152496,,
RNASE2,0.0776356713701312,0.08297528675825105,-0.017181526787444452,0.08114912513475335,0.12646941743323908,0.02180812141173971
ADM2,-0.019573911324197647,,,0.03296546484910846,,0.024552795886022195
GAL,-0.00992841257976582,0.10671709479283045,-0.03212183817156561,0.01392817745490286,0.031142555209219564,0.18786007671291366
CXCL6,0.0533832089072265,,,,,-0.0338357601889097
PDGFC,0.030285725385549002,0.04545991213505695,-0.01912647263966477,-0.06523233161597847,0.07509890038550404,-0.03146931078993281
COL8A2,0.011754104487511978,0.017536829858177137,-0.06284984098592719,0.12383087343324767,0.11055926889567785,0.0024882096072581725
SPON2,0.15651902256834818,0.09601806384081767,0.20394394531041837,0.08162823245233995,0.07464166095973024,0.2556038198145902
SEMA3D,-0.022045255204100715,-0.04016980357831062,,-0.009376256646493858,0.06536626173392443,
BMP6,-0.02659703871073159,,,,,0.013480605581505746
TIMP2,0.0645352712427277,-0.007714477142756145,0.01913041227432007,0.05102369611122593,-0.06337707079410375,0.044949197658992725
EFNA1,0.10095869338707238,0.08597780651311455,0.06891308100693848,0.15661428709079334,0.04528797684362603,0.14411306257425954
S100A12,0.09050989069620592,,,,,-0.02785715366161379
TFPI,0.14201827871456113,0.06761704562037309,0.11804740761029262,-0.023903458523081334,0.07451483554987559,0.2102517122470823
GPC3,0.1034266056273343,-0.03627411140315062,,-0.031494700824329605,0.016385241250577436,0.12127417104793412
NMU,0.0054431825251420075,-0.010486898549251764,0.024471214000985925,-0.044501295219759866,0.04538401904633173,-0.03178548650921583
SCGB3A2,0.0010220917879708983,0.011818971768021028,,,,0.12235707508375863
LAMB3,0.05005602052119454,0.08385920992337063,0.0670014662929719,0.11528311291941694,0.07091305514548675,0.14444682362391653
LGALS9,0.09067072174103144,0.04079021400966316,0.013998492710976982,-0.04208705811181978,0.06038169822436887,0.0678450522522611
VIM,0.010395851433902911,0.05978639703417327,-0.017792129764506177,0.11206713531047643,0.11204225848752072,0.14762641070170474
PLAU,0.14589654826573814,0.08760750821823948,0.12923381877610995,0.048873345467275335,0.13071305868482444,0.1658819657898048
TGFB3,0.15705012853006892,0.15365832269917348,0.1191028794682291,0.010419721421649228,0.0630128664607533,0.2615283651561342
APLN,0.21478491925871676,0.1512669502831976,0.049088457093644615,0.06933399290503707,0.018558959910448907,0.14046857544760313
SHANK2,-0.009823001043672291,,0.028062577703683162,,,-0.0015982907763331278
LTF,0.010561649578333082,-0.06330433944002127,-0.0004925936102394208,-0.013215527988474328,-0.03274216316573632,-0.11225803471858098
PYY,,,,,,-0.008758777201360465
PENK,0.050230163486435546,0.00396620455074108,,,,-0.04232055571384833
CTF1,-0.00418689276794282,0.09062142384674816,0.13278812076632274,0.016422387386201467,0.016785439427108924,-0.005217027685648024
COL3A1,0.2477655571770445,0.13931166195322034,0.1907619365052117,0.11305042860350897,0.14479766989853293,0.20568412344754747
S100A10,-0.12788412070844535,-0.021413932145132476,0.0014639644560825909,0.08246792059883871,0.08027292763797951,-0.11213668706291602
FGF13,0.005256752750824919,-0.040169849212903536,,,,0.14285849067070314
SEMA4A,-0.015141923118648851,-0.038256045544562634,-0.0007622735557632302,0.1289247813351729,0.12475976501607602,0.08325209351082126
EFNA4,0.02004524000658267,0.03781696759377543,-0.015088955362335808,-0.01834385151121182,0.06182882344960346,0.14503861577371577
HSPA8,0.09151236632357336,0.140062634920281,0.12342809550742696,-0.06793919947202647,0.010662125801669907,-0.06827467427307468
NPB,-0.020209951274845008,0.018640900207130877,0.005475922162324678,0.018992593452660446,0.03596445483214628,0.04221730865547063
ULBP1,-0.0013519754155969128,,0.238434803987411,-0.03352606142811788,,-0.03148523672920742
SEMA3E,0.0027458955381975386,0.051516896448787125,-0.03669782761609106,0.05898209016420202,-0.04858111396822275,-0.0980918743925134
ADAM9,0.05345378948307642,0.08001477092572044,-0.028113209734476504,-0.00495704530249618,0.027709531059725703,-0.021345409372224938
ASIP,,0.09000577662892037,0.06471886397681959,0.013398775632779598,-0.009597604719957355,0.036824439269555864
IBSP,0.26450063712244853,0.14311724754568908,0.1452887726997581,0.027592186477966466,0.051222840653665336,0.24020960764761232
MMP12,-0.020526702778115365,,,,,
FAT4,-0.03577133675024118,0.050438940574913174,-0.013052525830971677,-0.04668136884755013,0.03658662248050978,0.08569376464535905
MDK,0.08818752199452934,-0.06656456453610533,0.06397413997934208,0.03937977168531086,0.06235593398453847,0.0068035064829658565
BMP5,,-0.045185769902870154,,,,0.026499557174622056
CAMP,,,,,,0.12730845732818113
HSPA1A,0.00038184990488328877,0.04463705486672157,-0.038671752559243544,0.07766939993246433,0.0832614841906796,-0.052752223064415585
SOST,-0.009871633104336721,,,0.10751403186776176,,
SEMA3F,0.24123065860494827,0.14121434063520333,0.12539744495691196,0.13310575369674935,0.1864885861235546,0.2917596409808199
ARF6,0.07201479907700935,0.09075626197472234,0.032529721847396595,0.056213527146779775,-0.059888778296459104,0.07154537965305237
IL6,0.04925867390422169,-0.02053941739055455,-0.018276796769624702,0.06786916156137146,,0.030897423381236046
CALM1,0.05121901284547976,0.054605300317244504,-0.06670416672238268,-0.02163741490200836,0.03583512389751988,0.09706572559229623
VIP,0.01883505486403113,-0.040169898450401906,,,,0.12191048447072865
NMB,-0.07032542688539334,0.013778027562554003,-0.04470899051947669,0.012666488770807092,0.0510537053769182,-0.08642613366717845
CCL26,0.13890856079290734,0.10726423612372118,0.13471932625035313,0.03713280447189375,0.13544467396929497,0.1649982380222297
FBLN1,0.2370161841672536,0.050333040820099706,0.13607574313477136,0.011345356666557217,0.042721008842154316,0.03896669946631339
SAA1,-0.05158678846403798,0.04404519775682853,-0.10500554886705302,-0.012943266909353709,-0.00597723002949406,0.02528881642440994
MICB,0.07771008435764692,0.0381231525014425,0.05838999149276812,0.0668918360754459,0.0005213137963679918,0.13031018840347386
MMP13,-0.024287345313269693,-0.041510633930923316,,0.13882956109685204,0.06156276505033074,0.14927319361351474
F13A1,-0.02536218363928335,0.01634186340750425,-0.08119162677363273,,-0.045753469350588105,0.008417450636954314
CXCL11,-0.019733955514259067,,0.16598816454646526,-0.07947537104244592,,0.05675496343654759
COL5A2,0.21108535203088635,0.09482514847120466,0.19337987344080482,0.13534279865188023,0.16273906697032078,0.2518342909436764
EFNA5,0.023257789882579743,0.06970121687398165,0.037885095934367126,0.010979759011962532,0.22833538971056672,0.028216073896377633
AREG,0.03932542463755579,,,,,0.19895322772356477
EDIL3,-0.00030306551168210786,0.012149195604996598,0.1180855540165234,0.09765872031984876,-0.11555083779563095,0.14004072761622874
CD86,0.0960987584563477,0.04565255516590783,-0.058005297176439694,0.05197731149275695,0.022219090041097556,0.03667856911049269
AHSG,,0.10361572122770092,-0.045830157170479585,,,
HRAS,0.02148674329052257,0.009825370375832684,-0.043489486607031905,-0.006392989504375148,-0.010996210633767512,0.09323758539432327
C1QTNF5,,,-0.0016996844643317615,-0.020349314057799953,0.1927584036300015,0.027562039901775925
RLN1,0.05773172097397806,,-0.047335657050426146,,,0.11547859240019336
COL4A1,0.2644892265360183,0.16206861723181587,0.19337574320897022,0.10829486585075909,0.18286899296231804,0.2902089450507096
CCL3,0.13141206041991052,0.04976152403187826,-0.07016274913287936,0.09695218333039048,0.060466993862752845,0.04161972472181206
BGN,0.2347747499215946,0.1582429121472025,0.11358539023559905,0.19507773908074977,0.1206376972792438,0.27508426816072373
RETN,0.0563458672451674,0.14598845463780544,0.05985682026599404,-0.036843370966000315,,0.019388718049844177
S100A9,0.03975606378921406,0.05820599374870578,-0.14932322979572996,0.004603523156426188,0.03128031262706559,-0.025825643636554374
HCRT,,0.005297278847255135,0.053416214887561105,0.006965915400282976,0.09536475725051725,0.08973350607166272
FADD,0.05877706930734344,0.06503146841597268,0.11054318182418461,-0.006217405441346859,0.04584068321529948,0.0654888301940906
ACTR2,0.0851946757572667,0.006525009801464094,-0.021184331685205754,-0.043294512814816534,0.01788149868533495,0.13473696971121604
BMP2,-0.020861239905008405,-0.005371404952691474,0.003073288739381687,0.00548592739630825,0.07942667171612575,0.08646646263227288
PDYN,0.0167289258209704,,,,,
CD55,0.16367485457021766,0.013344887336443607,0.19148143245533222,0.16348682165181333,0.11526596340734818,0.17512352651218674
