,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8812bulk
IGFL3,,-0.013794945209622085,,,,0.021893295514861143
BMP1,0.053097382722833035,-0.029206067619796994,0.009673835413735439,0.019738365469058338,-0.04775736026812571,0.024064709009842148
NDP,0.01910412275741562,-0.07811217105009402,0.014817593611205476,-0.016143381933894006,0.005152975015471693,-0.08108745908717171
TNFSF18,0.019904212154603182,-0.020485079500685035,,,,-0.02313092131896575
IL36G,,,,,-0.014145039669836719,
RTN4,-0.023854320190447385,0.07721023511272486,-0.0070674388905135705,-0.05201411952768225,0.09138504263459121,0.05471050277300994
HEBP1,0.004173601066887953,-0.03660032614280786,-0.0674235648284211,0.08339554736681246,-0.0181952265272998,-0.00951207130149152
WNT7B,-0.02082160886977608,0.10680062581213018,-0.021073661190612315,,0.006380742084713358,-0.036593650569244546
PTMA,0.04664317623870843,-0.007907656312061818,0.011849759558920711,0.09817905076364028,-0.1017230374018068,0.06752299099200974
CEACAM1,,-0.026957197880013665,,,,-0.03323671903448251
PDAP1,-0.00770701144037794,-0.04876852428759928,0.02185154761254287,0.024545575397537996,-0.031121234495609724,0.029240307124837515
QDPR,-0.023150955886233098,-0.02082859615490167,0.014300226706597068,0.1287666293091063,-0.022071401366773293,0.010533913418228366
POMC,0.019575596749990293,0.014297679073784347,0.06884131121792057,-0.05657311591130887,-0.018009328636801273,0.058092660566005205
CCL18,,,,0.040458526703874405,,
CCL17,,,-0.014767932856822623,,-0.012921895315935914,-0.011605190474449273
VEGFD,,0.010465343016416629,-0.019132404996651937,0.028787264667631315,-0.013848795444303723,-0.031189027834949
TNFSF13,0.021392705578651108,,,,,-0.01593630216132794
WNT5A,0.00897426559493611,-0.0734546353513988,-0.014869934135576857,0.03118460080856064,-0.0006214754996746346,0.009897734134982947
CXCL8,0.004214534782858012,-0.008011541987355389,0.04781725867455577,-0.08085882695936104,0.028135189429055362,0.010362927630907473
GRN,-0.0013311364155617561,-0.09732649908387757,0.0010795062061245172,-0.034339694486696236,0.022539253153991672,-0.026854012846401994
MIA,0.010566493259043875,-0.039406534172952284,-0.021759081436716697,,0.05449917560821289,-0.05147716561020539
COL4A4,-0.017467468205741063,-0.013593894571968815,-0.0365535263713412,,-0.018398266859233674,-0.033284204814457416
TAC1,-0.0235904812247703,0.10155912667854793,-0.026804220465330434,-0.06854096939789578,0.11072420030527945,
RARRES2,0.0160308257595047,-0.08736911370935628,0.04651540004104472,-0.008139901969666073,-0.07812435394069929,0.027531063439295775
FGF7,0.016512510805192008,0.007393016576441197,0.0012225139204198733,-0.005621535017282333,-0.03129489072885986,-0.049029632174515135
HBEGF,0.02028552961067871,-0.06658038412270798,-0.021923116017894737,0.007240133592139247,-0.05160011935828808,0.004679513090457675
CSF3,,-0.014382078807163457,,,,
PI3,,-0.01619441055975977,,,,-0.025125991546429364
PCSK1N,-0.03504540005454114,0.048922440303371735,0.007768468711593794,-0.053176893688784546,0.0758875856753378,-0.01922088159613019
NTS,-0.02132380992758875,-0.017677304893892208,0.022339517247115616,-0.031948047734533705,,
SFRP1,0.03562304815648082,0.04004841263239886,-0.01542011497063308,0.0540355607858223,-0.01594011092050447,-0.0353394955750414
MICA,0.015878291715183686,-0.01255534827391992,0.018876862742976088,0.030304030642963563,-0.03704065328007923,0.03449228258452066
TG,0.005714524357454908,-0.017357882384773805,-0.018876360097389865,,-0.019410510081939565,
ADA,0.00548832523331479,-0.04603780829330456,-0.012118932746752308,0.016426048021458344,-0.035163436839859445,-0.059166235000819425
LAMC3,0.07163103594371262,-0.04867257987785604,-0.012134627240097094,-0.032213134388068373,0.007505028042742319,-0.01340700845161245
NGF,0.08462441023555804,,,0.034525391965110584,,
TNFSF15,-0.01535105876482283,,,,,
HMGB1,0.0695969382552865,-0.06312463338703249,-0.027071837831505397,-0.012112730718219455,0.032397544124732905,0.08627375853213053
ITGB3BP,-0.011216504518190363,-0.03682524757003975,0.0026514910135972468,-0.0009362634537535303,-0.05629572951846342,-0.06779713728292867
AANAT,,-0.01297302429073568,-0.021759082647012363,-0.011274192802796536,-0.0173334865736908,-0.0365792578066459
RELN,0.03183455319235345,-0.027875028116152063,-0.012504745840678068,0.1481793191233549,0.07115214733421889,0.04197218776478396
IL15,0.09005863274482327,-0.03383893380324556,0.009223323413440274,-0.012232523786970703,0.06798672546287479,-0.0016183459441125815
UTS2,,-0.04279339243521592,,,,
BSG,0.011257279588531417,0.003823421528754129,-0.0008629839989581899,-0.07322624408470714,-0.09693326421709846,0.0028324332811964694
ADAMTS3,0.05838651942625361,-0.032870455446439184,-0.008832819556342967,0.04412346443854062,-0.026713136316533753,-0.018255979438637715
CD34,0.11633248135515882,-0.06461940425753299,-0.0052042687886665025,-0.09844507087306571,-0.017902583598922158,0.04561134373805927
CCL23,,-0.014761242310794525,,,,
PLAT,0.07600653953102873,-0.07106293584585674,0.0292403031679675,-0.014631859658170102,-0.04752744593454865,-0.07533309514799387
NTF3,,,-0.02687432433185519,,,
LTA,,,,,-0.016076009640810913,
CKLF,0.03623520459072751,-0.09584603539606934,0.00932696258154133,0.00020096900043990265,-0.05067184498948107,-0.06418545403267312
CD24,0.020518504628004856,0.09978845359434683,0.010730659603565606,-0.06013867435672114,-0.021936819043097234,0.023831854111982225
HSP90AA1,-0.05210523523795322,0.06366974887860662,0.06508650810452188,-0.015729637613931174,0.138052349566837,0.001839935382659809
BMP4,0.09835655492765773,0.05880715309034558,-0.018771486002462683,-0.047907885329188646,-0.013698420615390505,-0.03281908548779769
SCGB3A1,-0.02590451120152972,,-0.002495151171008742,0.010673706830953674,0.16628723527704703,
IGFBP4,0.019038100639834323,-0.06482202520643253,-0.020651815353643518,-0.03131738053052982,-0.011141438920627147,-0.0071888158127820425
RSPO4,,,-0.01835399634689781,,-0.0222999562474057,
LEFTY2,0.08633590541992957,-0.07639483526663812,0.03920447843896914,-0.03194806877020342,-0.01984565437058381,-0.010430769397558447
ANGPTL2,0.03015638066904431,-0.05599668574695453,0.0028232071264766797,0.025076105849454418,-0.09624153257455553,-0.011311685678642325
LRIG2,-0.031161843898105623,-0.03487187302715783,-0.0018363948544724833,-0.0496633764938378,0.006302175031204795,0.020979869867063104
ICOSLG,0.013446880531107663,-0.06626912219529164,0.05832896420178061,0.08118600736729958,-0.017278755487248162,0.03236671595832298
WIF1,0.003959318222417243,0.1404996935641976,0.02436069514295967,-0.07318396381859173,0.13754682886715142,
NPPC,-0.007310218285304779,0.04866142823655127,-0.013962593622730104,0.04057509683881494,-0.06225185749966357,0.02777290122984791
LYZ,-0.026258098361991253,-0.0034329849510810607,0.008372820851543193,0.05751356177599053,0.00529028770232775,0.05153667481313229
EREG,,,,0.017823294343860912,,
SPTAN1,-0.03499149290259131,0.03394669117635576,-0.02543298872014293,-0.09700159741787037,0.03496940845483538,0.028948949351789467
LIPC,-0.018933468326805557,0.041731010178323376,,0.01904896309681197,-0.025253907803644213,-0.004189344966372993
COL8A1,-0.040916679735916985,-0.00391573207025964,0.019699406495835764,-0.04797171484586403,-0.08109699170892622,-0.02573182062795922
GSTM2,-0.01716055528712028,0.01335542691153512,-0.05424846000040357,0.014046673056382453,-0.04467301017536776,0.04611727508949107
SPX,0.02078819577664543,0.13372481316192183,-0.00257067761821208,0.0780316261947297,0.08263494324544632,0.08816813249843874
MFGE8,0.007343985253287053,-0.05020334329042061,-0.04392246181924501,-0.039125206122096176,-0.01590003322939459,-0.09408414964277248
TGFA,0.04551467419898034,-0.05607402122538473,0.05818292190145168,0.014829523329400005,-0.009171643493269179,-0.03127642245303562
SLIT2,0.10317755102550549,0.005542159315735384,0.03140533896994658,-0.03989234623607792,0.06861030441046016,0.011824362624532288
PLTP,0.035929267900017395,-0.07993482656599903,-0.011171722305698345,-0.002251417556814883,0.04104242847758948,-0.0834903678537404
APOD,0.014678115255528517,-0.10647050317411984,-0.06012167296393708,0.1308655832697607,0.0926050672221027,0.05965584096311035
B2M,0.005581977205409309,-0.10640562858964875,0.037153133177401765,-0.004710171828987286,-0.07818960137940205,-0.06628036111064663
OMG,-0.0642443585062727,-0.022402884615193602,-0.02438205169232541,0.021395204695792716,0.09348311700465221,0.04552363686215121
CXCL3,,-0.017032960749672237,0.009980643818477478,-0.03352261987978828,-0.011577638087923251,-0.025759130963141894
CXCL10,-0.027738379595003096,-0.06968313582830826,0.008822285088613898,0.09622078612952813,5.98458021114275e-06,-0.03470304396224577
RSPO3,0.01825046029662017,-0.0024665929630627343,-0.010913796897845007,-0.009931292621754436,0.015685935767951867,
CORT,0.06237864921282745,0.12199830049853715,0.013109017187192424,0.040409745409827696,0.003988226521313673,
NCAN,0.04479205779425006,-0.03859140045846668,-0.007355530937088772,-0.05708558362000727,-0.1142250230546393,-0.08397943102231488
PRG4,,-0.018453660587418787,,,-0.014145039669836719,
ZG16B,,0.01907145570766658,,,,
TGM2,0.0671551846142943,-0.005939831943534371,0.020865602600355023,0.03295949920753801,0.0817612917120035,0.029797576548524288
VEGFC,-0.03170110929069028,-0.00835931056825702,-0.009575249130622576,0.025485699185705257,-0.014435576802416382,-0.003954640208705047
WNT6,-0.020814476000900476,-0.018146758785433707,,,0.09444056341358954,
NRG4,0.08916433807909228,0.011695330223794594,0.012027429106476814,-0.04137344229161946,0.003602328641938717,-0.027282813957693386
