,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.015697214941080874,,,,,,,,,-0.021110095105345006,,,-0.03234586510053013,,
BMP1,-0.028394544921804224,0.10143476013489493,0.08161681488413002,0.21325499840791373,-0.009407421491255787,0.1269885042800731,0.09359728181568872,0.08925668886349115,0.04098049871503255,0.05400067219884792,-0.06733101464321684,0.018558903045493434,0.06643149895487803,0.07180185839432203,-0.02026666806915373,-0.03950130193271264,0.02241295371940406,0.06707194805997892,0.035457606158610794,0.16054605176367936,0.14427699923061493,0.004485511967589835
NDP,0.04857253811509208,0.05275804499265707,-0.002033660758522581,0.10215069249273964,0.014062169244348886,-0.02120380554735818,0.013261591870121494,0.023312861992620122,-0.02313764641224175,-0.02951494546836791,0.062026853254177325,0.11050795758353417,-0.06708525069418597,0.10555265865643051,0.029830026280051002,0.07478387143812996,0.04516338543717765,0.0030581663388043715,0.11139989737828578,-0.0009357913689779863,0.041434016189500725,-0.020481196968852873
TNFSF18,0.12893319873669354,0.04959741937121434,-0.06806790664779451,,,,-0.022072198389862713,0.09679697246536118,0.010105920791559184,,-0.034514448278699476,,-0.036362522252556206,,,,-0.02177046846708186,,0.08900029682000979,0.0046520610979229006,0.1495400084928161,
RTN4,0.03484936177775947,0.012681993514209854,-0.05124493662416973,0.045516471306610594,-0.023522422058518757,-0.0007993643855537271,-0.13692889371111835,-0.046908446789476935,-0.04727705130073753,-0.09025615325926396,-0.024517359788463262,-0.023512326582083118,-0.02607159253237618,-0.04522960000073384,-0.011669489199437,-0.045615290513596016,0.012502599023149135,0.05136242572419084,-0.0852354417296637,0.04423598379585014,-0.14440308325666473,-0.024576936581467864
HEBP1,-0.06348070667378088,0.05660896617868471,0.012642608986995955,-0.048930074076539334,0.031279998496970246,0.000860427873602544,0.10266579632592472,0.03392308144725179,-0.05002804512530973,-0.02875667316349574,0.011528073319642914,0.06595462677646809,-0.05289509445656261,0.02354262802179511,0.0185143311648201,0.050662694892063764,-0.03425918232449745,0.009202212504542827,0.02270203375827693,0.076400897699317,0.02511257591629951,-0.00265222038326458
WNT7B,0.12447110031802396,0.04103103556053509,-0.012132870574600031,0.017114644593302402,0.022611451227048707,0.09267245779819569,0.033271341883908165,-0.04065863517751403,0.0470795070819666,-0.07085992672937733,0.0021152815772856313,0.054423056424422245,,0.09674499564719108,-0.01046278406214249,-0.011780738315166777,-0.0018193762652611834,-0.021792632099991285,-0.03314014863294955,0.03271286896745755,-0.011168870832646916,0.03325115784988578
PTMA,0.03238162244893506,0.11309630297839628,0.030025153119244263,0.12790296049950442,-0.027562623927805868,0.02152891152530278,0.2169406914798892,-0.012078590374561373,-0.07425312208534,0.023736955345557743,-0.04907129185804502,0.0003375333783606999,0.09362235506908272,-0.14876537476192342,0.017556967589441145,-0.014573561554228898,-0.05761207578842839,0.00046939833462503097,0.08117967273346098,0.027014641094156917,0.035462878865064884,-0.08190298487265173
FASLG,-0.027898202488929262,,,,,,,,,,,,,,,,,,,0.05353117173511284,,
CEACAM1,-0.0029221513800222463,-0.041772250530036706,-0.041988143812617965,,0.004095489059837845,0.05595548567740204,,0.020734652000172826,0.03297409008199064,,,-0.047502873845978066,0.017750917079492775,-0.045192350426730026,0.03585604414035225,-0.008455734032966972,0.08130461494964439,-0.01446408687027743,,0.002141623653026052,,
