,UKF248,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
IL15,0.09581338505915729,-0.02810210300996543,0.04936209973876571,0.04402332972561321,-0.0095614824051061,0.03941808184996554,0.007845354396079939
UTS2,,0.005306944307143365,,-0.06055629649268001,-0.044437695593435175,,
BSG,0.05395619922778732,0.023577287831074826,-0.033938406564456555,0.1199597025333585,0.09563328829672972,0.05660012799496844,-0.012099297117409171
ADAMTS3,-0.033357239156146225,0.03660871271434036,0.1124313710234121,0.07381129223464951,0.045810686411824474,0.03919882531329002,-0.005464547541062711
CD34,0.048074726678674906,-0.015694951768506646,0.04171897039765089,-0.07666960081003962,0.00526989829039115,0.011635350197288013,0.005851465425011196
CCL23,,0.01905695675364181,,-0.03091851617614711,,,
PLAT,0.08039915066393911,0.0046263688546284,0.016564083640728835,-0.023303070666649894,0.0024636329879039747,0.01414399789333515,0.02762102081269353
LTA,,,-0.01947553878162322,,,0.01861676501003231,
CKLF,-0.01564784815195645,0.01642687468599897,-0.01936868200531033,0.04097408710665735,-0.060847624213120996,-0.013807759615954582,-0.0024626524612067296
CD24,-0.014888141758138147,0.07745002137903678,0.01522632297539973,0.0547538859789734,-0.08393408531205974,0.02942653649711934,0.0007625810570397337
HSP90AA1,-0.030238632524804358,0.00933055877969207,0.031540797986575976,-0.012852300051481627,0.012938543230544233,-0.0035556082639266297,-0.03111101682794072
BMP4,-0.010843816881545306,-0.0076041081547609645,-0.016595170561776767,-0.010268512810311218,-0.03499121272487085,0.03800996071647663,0.05065887246655379
SCGB3A1,-0.012544741378496026,,0.011503920888117143,3.0282486379249595e-05,0.023812662293475235,-0.017269487428621628,0.0890528990362332
IGFBP4,0.08852963526712435,0.07081502070107411,-0.039403839521419584,-0.07716940457641877,-0.0034495831193693677,0.026074721221562694,0.023437382132138567
RSPO4,,,-0.027015638359802786,,,-0.028221024636630967,-0.006111385384244553
LEFTY2,0.05267102957381164,0.041284417475163045,0.03215988394946136,-0.06403887074982247,-0.027081053327430084,-0.015340022067536683,0.038024182214856976
PF4,-0.013013155454645703,,,,,-0.02139746620724591,0.0051274511858501876
ANGPTL2,0.011280589673864624,0.0028750072429418005,-0.07199639576992889,0.05787226908979533,0.005669287431196328,0.020635034713652262,0.02723775480640869
LRIG2,0.019482309331295387,0.010200233696448745,-0.018992468640279665,-0.019542277993722507,-0.0028785241216922053,0.0035927372931098683,-0.034048504366600826
ICOSLG,-0.03531024558214797,-0.01466448478819191,0.02516027529951891,0.06308496961200438,0.1590363845209772,0.02566114447663377,0.06167603636752037
WIF1,-0.02341506103228574,0.06709758183264394,-0.022890627518087386,,,,0.06245462356454027
NPPC,0.04083690446928484,0.07341031518971444,0.004446251908185375,-0.02731757018125876,0.09998145764284028,,0.038978496467965536
LYZ,0.016758875040074134,0.04824613251590029,0.01704731869895436,-0.0014826970564145179,-0.019349135468210356,0.06451973906608018,0.020448126534856836
EREG,,,,,,0.02295527104217606,-0.02310678890457799
SPTAN1,0.04685843560496932,0.05642689957001117,0.029324234273936798,0.043943880610586045,0.0034876283427516135,0.024477325130412182,-0.07666269863162156
LIPC,-0.01593152271662311,0.0407199100543112,0.04873316000146959,0.07369373389061534,-0.03449675659355211,-0.027054496178199,-0.031298334105448626
COL8A1,-0.016634576066237975,0.01669414619421589,-0.015305519472202924,0.05993909343384962,-0.09445545161276468,0.007656103007555669,0.01927529480164004
GSTM2,-0.009127918579616345,-0.035406789412181894,0.01824010079828646,0.02134797000429802,-0.0913771604614709,-0.03667908878861468,-0.0038368191482871057
IL4,,,,,-0.03297560699840844,,
SPX,-0.011676904818100034,0.02056919818593896,0.061001726221847026,-0.036214679531940824,,-0.00566297884726868,-0.022635322236655646
MFGE8,0.03603480475653484,-0.03678205797759994,-0.024082779141476482,-0.0028509534017277446,0.021791297957249947,0.023291444019990948,0.04665985236754361
TGFA,-0.06562712640257806,-0.032460635413276574,-0.007731584947706247,-0.04928011615329507,-0.0478510862031371,0.004193138856781748,0.034435550772456344
SLIT2,-0.01793517273596598,0.05762187685046106,-0.04380797109672249,-0.0050484239387733635,-0.003837084820092961,0.013913070000266623,0.0032404232942634687
PLTP,0.05460224354360526,-0.036272821792250526,-0.057838347873259886,0.1204468520528949,0.003408485008491596,0.059909896181015734,0.06234398393062624
APOD,-0.0101608685795752,0.00926661510893751,0.001780003530681455,-0.035140758388255824,0.03794802755746273,0.027297056079287497,0.022640613513626246
B2M,0.04166828406343828,-0.010486973401796823,0.008012526109343361,0.13145531012166006,-0.01063685299087231,0.025987839953779786,0.04593538550654393
OMG,0.03296952683658958,-0.00513384065176241,0.04202823930686983,0.05847084452122461,-0.03523510738575301,0.04541310416395146,-0.061436606576535324
CXCL3,-0.03213559561157606,0.04385581652588007,-0.014025914677765367,-0.0022723892837493375,-0.06683075897010468,0.033782572147002005,0.010068894566387593
CXCL10,-0.010324398003421421,0.01076432932680667,-0.007303661076902613,0.009124797718420195,-0.07107554125262273,-0.03920857188384969,-0.02314759397289407
RSPO3,-0.017040437227167086,0.014611124499912696,0.008376101022471287,,,-0.0152491486996885,-0.012243370529827465
CORT,-0.02662099496798855,0.04657049744572129,-0.020255488769847323,,,,
NCAN,0.0268448438407171,-0.026294000189057497,-0.004663646336990174,-0.024866025680173123,0.03909435384256751,0.03213559889381472,-0.04336243315332467
PRG4,0.12600974362673445,-0.024448162014070445,0.11914448953903806,,,0.003924856386544486,0.1000487444269138
ZG16B,-0.01739577004732238,-0.026395719695377292,,,,-0.019014047316940216,0.09990670105505463
TGM2,-0.027093772407591914,-0.018877667891378378,0.015485059316324903,-0.01328389137760417,0.07916347402049576,-0.011619596947903156,0.004611795702979617
VEGFC,-0.023953879651811553,-0.02049527209104477,-0.017488210204654943,-0.04659788578027912,-0.006513294782927446,0.011704555311028996,0.03970325924596776
WNT6,-0.002621948405678566,-0.024041565992549547,-0.015262826765759303,,-0.013781677714112773,-0.022963369964510677,-0.017692133052799642
NRG4,-0.011554148379945825,-0.0034501239989342086,-0.0204020370146681,,,-0.01524915040875425,0.010155836667784702
PMCH,-0.013316777805092599,,,,,-0.020086949578450565,0.024711128990261552
COL9A1,0.0804906879899267,0.033753408451940324,-0.02324763615175873,0.04044203445426196,-0.04127816434290518,0.024643842509609534,0.04711178323905571
GDF11,-0.00970679089286738,-0.007458945261964284,-0.02261619506283569,-0.05494413695881229,0.022903516287007927,0.05344611080232869,-0.017346034340797307
RAET1E,,,,,,0.008515298599342544,
IL24,,,,,,,-0.029744907440783407
SORBS1,0.050321237899524404,-0.0034759780515941944,0.047216615132308654,-0.00885964777515774,0.05732346048100134,0.0019927300422122735,-0.006316714700678477
DLL1,0.0237228977995959,0.050885988910772915,0.023184171982647463,0.042793284106367235,0.07241118886266075,0.01265324442092657,0.0005710479505773434
TLN1,0.026842189318626204,0.0116543981176625,-0.0024705085895198723,-0.035314448667984874,-0.030255916060231335,0.042546209747674486,0.0791130184872854
COL2A1,0.0036241404473944185,-0.02256596861790652,-0.01423918296052234,,,0.015563875420928963,-0.023970807237417804
SHH,,-0.017739593242249878,-0.013589772220757069,0.12758535136782648,-0.00889515607414178,-0.007011017910994152,0.043139541983408906
PON2,0.032449855536422066,-0.023946328274008957,-0.02812663637716674,0.057936149671522955,-0.0390372848936035,-0.009240337727856653,0.013676911332381225
ICAM5,0.01931133991459171,-0.006784828020719448,0.06714447214255044,,,0.019981117391796623,0.01300151112800679
HPX,-0.007406747684805331,0.0021151094186215476,-0.014588364539506534,-0.028153480821572943,-0.03255165439663802,-0.03519107458272828,-0.018026756645746073
SFRP2,0.12556352511966742,-0.01800974053140039,-0.02665965529069626,0.07119460823885834,-0.032975626407332335,0.029628210479398683,0.03783850900941798
CFC1,,,,,,,-0.023542348946763922
CD70,-0.030470781144144397,,,,,-0.023265334260321256,0.04175231417907476
HP,0.01307235660387228,-0.013661612564052298,0.00064078064605843,0.03380093316729928,-0.03687028002807737,0.07030469253381505,0.03625461731725235
CXCL2,0.024118571436260353,-0.03432838360508721,-0.013798229506120625,0.05113846700202161,-0.046689204109689963,-0.0009082234548501317,0.08787951772842822
NPPB,-0.016183930516179473,,-0.017488211476622623,,,0.038317264703521675,
CCK,0.028667351074137704,0.05205896497850065,0.07681186372451532,-0.028967510218896167,,0.022765262555714108,-0.0737640437437886
SEMA6A,0.007143126462993421,0.0030421968923505936,-0.009710563594531135,0.004282894786431718,-0.08182458573875592,0.0487019181713758,0.0020924107704843086
IRAK4,-0.03138005865652755,-0.017947561646920716,-0.04639291388844531,-0.021362698405281454,0.07187045669789505,0.05098684794959479,-0.018248152041693076
GSTP1,0.03337670625456281,0.019108350278173928,-0.008955291664555389,0.04181264356854647,-0.015274209738799371,-0.004014930443843485,0.03541885827557964
VCAM1,0.007546353087549989,-0.0013035160362521439,0.03203522380221578,-0.010432831738304605,-0.11598808420308532,-0.012816906725147681,0.03354115545362904
NXPH3,0.024225341387278884,0.06926591507165131,-0.026050653866109094,-0.02402538048396389,0.0439806349906654,0.04993110280671228,0.02707455574186976
MTMR4,-0.01164895749041128,0.07102172778699715,-0.046335095215500395,0.0013655686690846132,0.006467700614376433,0.03664720216636122,0.012205721292583722
LAMC2,-0.01270269321221339,,,,,0.00031393247197681256,-0.025620833487656727
IL10,-0.026839394512279065,-0.02961158926169554,-0.015654435582055887,0.09831775340264352,-0.03426764151593546,0.008777156084207628,0.05526070517706228
SEMA4D,0.03782681080244413,0.015319654847227972,0.0738413374707529,-0.02021092721298237,-0.09626387491545277,0.06596127432496765,-0.07460664052269625
TRH,0.0415299022415979,0.07396920152882074,0.007669728809360054,0.05356807379355799,-0.06433853876107028,0.12783805520125954,-0.01950271120590952
SEMA6D,-0.005592377671588601,0.0458812425169399,-0.023955324752140662,-0.006966086326895723,0.0028590437214994543,0.01595870348695795,-0.01244583207437414
CEL,,,,,-0.04223812186731604,-0.04958020408409895,-0.027372365145440593
PDCD1LG2,0.026232637323654374,-0.02521197284984532,-0.026778771491652233,-0.00971947740066555,-0.020931046797404245,0.044452206206076574,0.05294456217876275
SPINT1,0.03276789986656851,0.023173553139423552,-0.007885676894862989,0.057338984976933904,0.13536923652423,-0.011732791209633909,0.046212314251567264
CTHRC1,0.04233833982608027,0.013218989013976385,-0.005814244336526165,0.007376523681775004,-0.10816752594262104,0.03088919398563065,0.01041013128458248
PODXL,0.036859166648461776,0.022571195856082815,0.01976722225719659,0.023458405161426044,-0.01352838070896056,0.05723664570363061,0.10032776331369535
JAM3,0.03188579458057293,0.05164281698194885,-0.01617574546600129,0.03223992936672149,0.14283430067968558,0.05643113095318525,0.11105600051163622
TGFB2,0.0060190611274507705,-0.021405328691644555,-0.026718513724188507,-0.005044761360417394,-0.03135921178342103,0.058956044323285314,0.0024475420237060454
COL18A1,0.044878962052409245,0.0904764654334148,0.002084875568632617,-0.0564489793832306,-0.0053997551825844155,0.0032855830562825055,0.05882418608079021
NODAL,0.06871734064640356,0.04794095606198537,-0.02404233244081911,0.0073699121041530535,0.019466602247006443,-0.023711973830926353,-0.019883983073353758
INHBB,-0.039456769571425,0.008472569010139836,-0.03651728599945364,0.009642188270865404,0.030287339395058597,0.02725548162090329,0.05451043574057
LCN1,-0.012702696070371085,-0.019802946403607042,,0.04398839710018326,,-0.017520822228107778,-0.01797082877433334
ARF4,0.0002847812045019969,0.01731764406286874,-0.019941857822751066,-0.007531488992635459,0.012097690066309024,-0.0325762241273352,0.005465388632061474
CXCL14,0.012673995911757694,0.01710616131283291,0.030690559987206077,0.046896922930757264,-0.021999919941113256,0.08325765990449012,-0.01809261638864859
LIF,0.01947965199679568,0.0021499446469527366,0.017043133573176106,0.03245614061876681,0.0078530061250977,-0.06204625257500856,0.07186306726089872
IL17B,,-0.020435282421405965,,-0.01078058124117532,0.059475566269469995,-0.02959512029775555,-0.02031849252334358
MMP1,0.0026742721803758467,,,0.0013766044802834153,-0.03990731929313471,0.053952782392473454,0.010610794620728897
MATN1,-0.016678269366508198,0.13255409966098652,-0.014239181188524153,,,0.058644065540441846,0.08788564000139175
ADAM28,-0.03003099915086317,-0.03406900844489157,0.04327285582362062,0.019668880334096618,0.14603137108520645,0.020545772925791263,-0.039061303274032004
TCN2,0.030086279690141292,0.03237534819462622,-0.018047337197562633,0.03963161830972682,-0.006141486737903512,-0.014428223486823084,0.039789280802251754
THPO,0.04301424329874712,0.05460479486756921,-0.014239182824214765,,-0.04181539618461499,0.049451009049908526,0.0481188637246748
CUBN,0.02732461999124123,-0.018465367353698768,-0.02564997510511512,-0.041335424338577335,0.0003099533101319092,0.01660514796323552,0.002342571717928849
TIMP3,-0.008724174900303855,0.005432626672964015,-0.02135989109062276,-0.0005186487150304134,0.013277202184483692,0.021175068627567167,0.042420275362432674
PIGF,0.01856937212600347,-0.00899727081039899,0.035628009259000615,-0.043451734198125,-0.11695136101200407,0.0020940467082634215,-0.024638977954182503
CRH,0.19197901242489715,-0.004441510707910892,-0.0021638957837321624,,,-0.02598113692108993,-0.02783772788950342
BDNF,0.0040568474940390255,0.03193231853287854,0.23882653255706376,-0.011777659452149097,-0.07310504587465123,0.020932387424925654,0.04422467738677724
CCL5,-0.0417186829553446,-0.026348350230513646,-0.019317163842361824,0.039864719796738904,-0.05451225472195542,0.044688264131791014,0.07599409726687928
GAD1,-0.025498858754633744,0.037303373587834136,0.03413688528312958,0.0523605569454584,-0.01882627090484288,-0.00612280609620719,-0.0032857037336629547
COL14A1,-0.018854914592564307,-0.035129282028250164,-0.01820148386763427,0.008013693788893916,-0.023103272712807186,0.037275089255113754,-0.029286143783224652
HLA-A,-0.046911092925848406,-9.270305097664533e-05,-0.026062685708341072,0.009939894629415623,0.012773366294047347,0.04947477449597657,0.030571264018636236
CD5L,0.03017821790400472,,,,,,
FGF18,-0.013466170812705049,,,,,-0.017325831297845977,0.1320314965922076
ADM,-0.015590482073949401,0.05461895757471357,-0.058617880210184756,0.013338258311136678,0.013433904003523412,-0.047346851588779354,0.022018096454147144
CCL15,-0.02483049850501345,,,-0.02815349555087675,,-0.015026692139561268,
GNAI2,-0.004893627163998159,-0.03973594909040301,-0.008493584290333263,-0.02534505461588161,-0.036781995579342516,0.04223379189621774,0.03753686050661156
HDC,,0.01418810607770834,,,,0.04736479464610009,-0.018516437879726223
COL11A1,0.01875412413239333,0.03101807159290749,0.006713060123513047,0.0704006931270686,-0.014733450156713993,0.061229803650978555,0.013418906566086542
NUCB2,-0.032193136641603615,0.05798284454410501,-0.02136802822321126,0.008260654615414944,0.03258463010055223,0.015452028900669901,-0.08532189346811962
FGF16,,,,,,,-0.018245542408590866
CXCL1,0.01276643432175561,-0.018459803828246812,0.08639957477462983,-0.030151598212295933,-0.031390848457627386,-0.037801440777009455,0.08801577282623703
VCAN,-0.046720234850918946,-0.019296580579583944,-0.05212948657700508,-0.09243724756989115,-0.06595952018496734,-0.006524803193726848,0.01046774670805016
MMP7,0.006528875471840909,-0.014454517736970372,-0.02200810771944239,-0.07191231731344418,0.01432467271024788,-0.03935138666577762,-0.04296737044489719
PTPN6,0.027462460156426134,0.04168379721632136,-0.023342336788480585,0.046050752000252396,-0.037505144980675975,0.01671823833975253,0.019041742931801248
PTGS2,0.00543606202956948,0.05179026572457012,0.010857790452664228,2.5387213681191603e-05,-0.005685581503247749,0.020363229649686468,0.05075219163564521
XCL1,-0.016308798195955012,,,,,,-0.002892094514712645
CD58,0.02301573511999781,0.012530718619103615,0.006859837114654426,0.0009554163597749089,0.06928570691573557,0.07008842163205613,-0.025678580337004816
TNFSF14,0.06605658212205122,-0.004841040159443964,,-0.035882610495336906,-0.04052615791973952,0.01274869294543439,0.03257094877413762
CNTN4,0.08335504668677013,0.0016628598027199153,0.04713755646244586,-0.03348030284197861,,0.07740528740732543,-0.02889340509301747
INSL3,-0.01460967324767268,,,,,-0.020574949979132992,
BTLA,,,,,,-0.019894947868761392,
MFNG,0.017893982559938064,-0.0007812866513125513,-0.02645548229095707,0.011223585598686648,-0.03656171860948451,0.003650942505613793,0.010857226573983936
ICAM1,-0.08049259898290995,-0.01940938720458959,0.03734103625375452,0.06449702136891325,-0.02396187968916301,0.08305949501462266,0.044875032888908165
PROS1,0.041483650011885136,-0.032549986638336394,0.055212102114130426,0.06424737991114862,0.06320502210662218,0.02488472402056625,0.03233031582419426
CLCF1,-0.046327324890750136,0.028730681289896625,0.01973488212610176,-0.026183106549390746,0.003377849729382408,0.012704267040910131,0.04257449888660553
PSAP,-0.004480061408555547,0.04218473541601693,0.04028385694276816,0.0633047842973427,0.07973206196498547,0.04341419115799131,-0.022637604576750348
EFEMP1,-0.033510668896363234,-0.009886667614456196,-0.01376222561994965,0.011526649633814934,-0.03489170342638829,0.014052991138130359,0.03710821075765936
C1QTNF1,-0.01906906844051473,-0.01855632094617298,-0.011841663323020467,0.012786479099098755,-0.007708057624438823,0.07467030222134435,0.05689310539065304
ALB,0.006991723635584929,-0.007919591768982657,-0.019970692152899393,0.022685041231277434,0.024594477558499146,0.14024936974294355,-0.007349247820869973
EFNA3,-0.00811299079224603,0.029222348777883822,-0.00941676981490551,-0.04578171526462031,-0.04420674298689339,0.08839921386236957,0.012885717039826014
DRAXIN,0.020014344119900135,0.024084150795715357,0.014464113305764232,0.049744962217890834,-0.09304901698689404,0.04422319339154783,0.04086701961324861
RAET1L,-0.01138107734743244,,,,,,
NPTX2,0.008101564613692065,0.02638767963945841,0.042402148601556285,0.05249778599000646,-0.09852204247720171,0.07725966413536638,0.06434034728894764
FGF11,-0.05209224260645922,0.018129803261019102,0.01761610068312221,-0.049533313670910906,-0.10716036839981745,-0.02933391646166003,0.07285629913983459
CD59,0.0767397276190573,0.008187087445529819,0.0029583599283367437,0.0395982670685566,0.055517270384238135,0.06452520527805,0.004355267479687057
COL9A2,-0.0015911850714673862,0.03481931018629738,0.027546866879468602,-0.038544040654035695,-0.037944870783693185,0.03899697904830271,0.0011358668166662705
DLL3,0.046520729349746985,0.028361991898181674,0.022181265012871088,-0.00016215881978485605,0.08734985853293183,0.05553569937099584,0.05321307476378306
FGF5,,-0.019306662584459566,,,,-0.013235275903003203,0.06618853450201635
LIN7C,-0.0054173488417382076,-0.02699622825785867,-0.04114136430910877,0.026986548036079163,0.0035102822942815726,-0.03206984247533313,-0.04999766844454066
GDF7,-0.012996755414419884,0.010214295747493357,,,,-0.02934918199260038,0.0062477733268641745
PSPN,0.04681156004856925,-0.003429111654475561,-0.0273246738503837,0.02721451994979003,0.04937372229962403,0.015615050630567054,0.021386957632677332
ANGPT1,-0.058639343581106465,0.03225622875050453,0.06871813468063417,-0.019840568945715915,-0.06243306295049789,0.052271656026800284,0.03832002722579403
PNOC,0.02544596779532042,0.014383706725382198,-0.015766947154179416,,,-0.021235258431431692,-0.0121838102470154
L1CAM,-0.01958679357401251,0.04030710109857923,0.024864981882144713,0.028147235842977736,0.0862685817889928,0.006866561200125751,-0.024778131073876344
APOA1,0.005830485912364856,-0.041319178019763377,0.02225152860088099,-0.02484538601067417,0.012592664732549297,-0.005281294391086948,0.023335431399192037
PSEN1,0.04050074902910242,-0.0017071596573226737,0.002831597001325374,-0.02795278874673633,0.06339073021226188,0.035811571600572335,0.05761438823624215
CALM2,0.019563423097309563,-0.022159853305568016,0.05896907667957291,-0.011314778521307347,-0.05234089318538953,0.059119120301551725,-0.06929277082794169
CLEC2B,-0.021565408633153982,0.040490488246199594,-0.038834802317080745,0.020153363573795494,-0.08873894636667995,0.02562075398657581,0.0162956687676692
NTNG1,-0.010803098260598798,0.0321789173065716,0.001539151052874171,0.05005770151791561,-0.03156989926494866,-0.02207305488823611,0.001498677464205123
LRIG1,-0.03052179690054502,-0.02363849500650422,0.0366091354928201,0.005243734712375569,0.021419741967457624,0.008081454688479754,-0.021925883862098126
CPAMD8,-0.02286576120017026,-0.017465474532237287,0.07736973867913215,-0.030151594254398145,,-0.021558594740365207,0.00481001807851486
GHRL,-0.030322928629426465,0.035698464096836385,0.05672188652004471,-0.040623838148008365,-0.04746405025719561,-0.029595116581313155,0.01125326408146449
NPY,-0.028518373768849848,-0.00362457556129229,-0.008546020182167055,-0.03521053272409577,-0.04590456435068258,-0.02598112965778002,-0.06691449423392105
MMP2,0.06736085388907286,0.015075802950189803,-0.007682117196221855,0.10711046496418077,0.05218324043995406,0.018973915094910455,0.03182027457175302
PPY,-0.019190745494704915,,,,,0.014485005899692179,-0.02124727221679212
ALKAL2,-0.005551066153391089,-0.019802943194119457,0.06792616705950581,0.09653217273650093,0.11623982172603405,-0.014929039607741171,-0.05929444736992382
CSF1,-0.015291717219015023,0.007880395228714183,-0.010637891371977725,0.021866110558064863,0.038991720908336795,0.04707992792132363,0.06236464373349113
SEMA4C,-0.029794100783926757,0.06338466647806575,0.0631927157251418,-0.03669444437050393,-0.018154199226714924,-0.03353573214477626,-0.06187741729406066
BMP8A,,,,,,-0.018467125139493605,
ICAM2,0.05230731402148434,-0.0117271414750946,-0.029884065171477698,-0.044336861177658955,-0.03568886472700577,0.0413145878096968,-0.04528770988277174
SYTL3,-0.04563430615710542,-0.03196831916797704,0.019542528035172823,0.004931423606463388,0.01544470678390787,-0.03354907021189889,-0.009570464405106387
IL1A,-0.028967508762051973,-0.0062389860240113495,-0.0025812570406951708,-0.04215910513304805,0.0854106184908711,0.011060939310387166,0.00019412771483828548
HLA-G,-0.017512760441602555,,,,-0.037380160556993114,,
PGF,0.035480373299563425,-0.03513990086727177,0.022233381149105648,0.03785443817520159,0.05142230028749765,0.056650748377689526,-0.045998530769660026
LGALS8,-0.022188265264523454,0.0367515731442148,0.009093635144853795,-0.006998302655891091,-0.055609301743133874,-0.002324883313115636,0.035486076715569505
DKK3,0.013914297376842731,0.018774179556337915,0.024643358788213075,0.014468178634414837,0.02940241829506793,0.044968389322536724,-0.061132833235628646
COL16A1,0.07096707800050035,-0.026907627739806397,0.0019258194381898117,0.02750186002473912,-0.026655235232632978,0.05651413691806634,0.046321119226342876
TPH1,-0.012858813819245671,-0.02076204280527305,-0.01713623317047126,,-0.048609229738542245,0.024904151010954147,0.04540629161913368
TNC,0.018030732113820128,-0.02628642473568711,-0.013594652574814977,0.01388636689016397,0.07157081969352577,-0.004971401539203145,-0.01935029426482235
TNFSF9,0.008382880686066775,-0.002419718934428271,-0.004442661315036941,,,0.05732575490259557,-0.007998071606878307
C4A,,,-0.015063399926501804,,0.056592137825675404,-0.024868806260730555,
CNTN2,-0.04981951251130731,-0.05820613378098581,0.04762796906160238,-0.04510283888431657,0.03100076157163221,0.014656237588840078,-0.03670385237998449
F7,-0.012544742005724733,0.09585032016170701,,,,,-0.02480797011918537
