,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.014337208308026192,,,,,,,,-0.028517942787082952,,,-0.019178843579712123,,
BMP1,0.01721175382161939,0.02035747154624741,0.053554993067404306,0.046840411599357784,0.025910843424902828,0.009396138801593066,0.032790417613664975,-0.004992537506445423,0.1006403902932907,-0.03519757017039476,0.00028451358451104646,-0.020270741219320754,0.06855353219545778,0.006044444272893231,0.05930194255321442,0.11605226299687708,0.07731544334130301,-0.008667101660493491,0.04682617944250349
NDP,0.010278382172852726,0.03259613929903066,0.051043901833089884,0.0400205337183769,0.05416170260868651,0.015162324229813291,0.02244455775874797,-0.023667746063752534,0.04122898545951344,-0.08174001860599608,0.004110684164459407,-0.0006312169537044861,-0.04386378705268465,0.029358641914707256,0.0016173659126248873,0.0022773657151703894,0.023905758399768683,0.02865193139848841,0.07166230897404725
TNFSF18,0.09162430995043505,-0.007792986507622626,0.04485975601390555,,,0.015208204629480276,-0.015987501580361215,,,-0.051271894388062844,,,,-0.02941005102506796,,-0.04582704095636315,0.1259858035979598,0.03212647929221544,
RTN4,0.00652648908670031,-0.004177411824761157,0.026296505832280114,0.061089833371430424,-0.06109530719058951,-0.03455606746804273,0.02097297113253174,0.031723893083245816,0.020829491372096217,0.06683076140731564,-0.0750376263739506,0.06597406995645423,-0.022655617123707904,-0.024680964604792084,0.020966187841860977,-0.10701416092115816,0.007411540075932871,-0.08833168903161037,0.004464338703347364
HEBP1,0.06872602064597469,0.10584713839317013,0.014946616458587518,0.010374110660058972,-0.012826010704349813,0.010198747926535983,0.005108895844592787,-0.010303250780595113,-0.0309505889268635,-0.022116690443539117,-0.024529690171137434,-0.028776820676970884,0.03961361635044645,0.002302210077981318,0.008978612619982123,-0.10628393106466251,0.07020815779032794,0.004443894701365072,0.017250238707567644
WNT7B,-0.018178444124924132,-0.026873244771651827,-0.03424839944727764,0.004317962324291883,0.013263395999099963,-0.05289513797239632,0.011607664524729115,-0.015474450740678996,-0.05820464879256678,,0.06656235579562378,0.08453226207831943,0.007506676168622589,-0.03447757766006333,0.12736380607697775,-0.04582699343716419,0.04167702282089102,0.01890056654524664,-0.012760253862135681
PTMA,0.03619970791964787,0.004065693355909152,-0.07581672802457903,-0.007127139867049536,-0.021122056019502074,0.06193069115824947,0.018520089056400776,0.02365799308145248,0.039291997054666294,-0.033093817008935336,-0.0587391261112989,0.005425918796744504,-0.06943363145612079,0.03662432562151005,0.0763191245709143,-0.10058985342433047,0.06322501734550541,-0.05452161576190809,0.01505476797660792
FASLG,0.057801265043263036,,,,,,,,,,,,,,,,0.03136438066841313,,
CEACAM1,-0.025240935895059963,,-0.02095441167448724,-0.058625067441458595,-0.014777316465639715,-0.02801685367600136,-0.003422945132994362,,-0.04382956012964093,-0.036052843332174365,-0.03520355256665188,-0.026535760916650924,0.011476203825674854,-0.042259172872137235,0.045631709460824045,,-0.039004324304525675,,
PDAP1,0.0026818388067330595,0.012768602073117159,-0.028420742044117663,0.017007942466663963,-0.014375175821387228,0.020261368300920547,-0.0055674060104425474,-0.012528256333277584,0.05025632623685784,-0.0228470867246604,0.09238482588333483,-0.046009431216647384,-0.007656044640157639,0.06144753582566899,0.022422253523927602,0.028066840324692328,-0.04269743245239127,0.0750356211979791,0.0838132942307593
QDPR,0.037278931805137645,0.010172571604514445,-0.04839702693000663,0.004663300719745799,-0.030456104531139137,0.013498077382475448,0.0015712226009831276,0.08195661509033134,0.0006810959243902377,0.02007102858568492,-0.04375766602078459,-0.05870163409554215,0.05098912310215098,-0.05710371791164099,-0.09493501050222976,-0.11648341816602426,0.042622227611249335,-0.04894260748063818,-0.005318887758168249
POMC,0.018908739748854667,0.003618917808985132,0.03344676506759223,0.018941583582774504,-0.029735455152436804,-0.024651346241155253,-0.01855063257200673,0.014450776945703077,0.10477517884047877,-0.06121989123788933,0.00465413232242446,-0.0009001416597760396,0.13891617446012489,-0.009620991305927683,0.03257409467080292,,-0.0015067764295986837,-0.0006283914897860214,-0.07176795513174142
CCL18,,-0.0374937098777861,-0.012906005347695653,,,,,0.009966097695558632,-0.037581556407404584,,-0.024959897571682634,0.029434428757122807,0.006371311836181182,,0.10520945958997732,,,,
CCL17,,,,0.013361531195705663,,,0.037144718932688996,,,,,-0.018825838003432818,0.015942712582112932,-0.03759926022525909,,,-0.025409105964487914,,
VEGFD,,0.06480431803758209,-0.026149134216130358,-0.011243205484766315,-0.01413809972987763,-0.02401866978267509,-0.021243879661028708,-0.01931166814026456,0.2488501323101606,-0.029011068482162467,,,0.037833882243642446,-0.014956304963516565,,,,,
TNFSF13,,,-0.01973297580028683,-0.03390270943834532,,,,,,,,0.15955584469096717,-0.02381136706090965,-0.04032034413831111,-0.02278173474860181,,-0.041402017357231105,0.03892188366660595,
WNT5A,-0.01974291930908951,-0.00206860189546257,0.001087023971252516,0.00028884304976626815,-0.05463747276319315,0.0010809192328350085,-0.0314643771004955,-0.0022144765228666267,-0.06680536833750084,-0.07932839892641798,0.009139091498726886,0.020348555600648563,0.018548686235283565,0.03624998070105602,-0.02267233039809064,-0.013104446552172596,0.06607186169511056,0.0016755283949740861,-0.009057422349180746
CXCL8,,-0.024988936427500354,-0.0011893119397074182,0.013983209032025554,0.010197278087121259,0.0019536629137995353,-0.028223792659971974,-0.002549813436669299,0.012287514344205993,-0.004686150627576386,-0.04394582944192191,-0.020618276375077568,-0.06389739814819301,-0.01591501380753606,0.07257197924402545,-0.026252451006278127,-0.0321264849397317,0.001970407986159149,-0.13739804859824498
GRN,0.024646202591784922,0.08482042187375159,0.015833355474257873,0.07158739375525142,0.049836075734579655,0.07101758231851713,-0.018396822673243385,-0.023285488821724678,-0.07409472668540748,0.01620887701330305,0.04686825407331871,-0.029212847561096607,-0.017822341706302775,0.040526585418691856,0.05992333152895152,-0.03743209957386862,0.06460079533850348,-0.010720410224578161,0.13396329460798195
MIA,0.11243780484573092,0.03886990995667619,-0.023442279474837346,-0.05090187537605221,0.007238270558031004,0.07566436966119296,-0.0314249200326837,0.034641385256115306,-0.0023886433500934293,0.16132024290672048,0.006065676519627553,-0.010967216323053603,0.05290671929584273,0.04370013204984428,0.050703230176672866,,0.0046515982094017475,0.07408065377332101,
COL4A4,-0.021052859279867837,-0.014391427202721596,-0.031404887765453034,0.015028380050324695,-0.031615882402191965,-0.014128254605876954,0.04518227019057814,,,0.13214547654785863,-0.03155710933225895,0.021015977200914818,0.04115094875460795,-0.019657621349121,0.009684682996812667,,0.04098686954550561,-0.01700629635747827,
TAC1,-0.018178439373777448,0.0643389796152363,-0.0431880744879061,0.009510751716980218,0.026393881518240375,-0.041967878353556434,-0.030306593827759874,,,,,,,,-0.03639654056922634,0.0020360385586425576,0.015876747707909804,-0.07112957850205218,0.036902351099532875
RARRES2,0.03596579333093069,-0.033955799843310326,-0.01907551981228807,-0.010985543060414766,0.030186389796289268,0.07469016093751854,0.0005344524740876303,-0.037900508834776477,-0.0743930329332627,0.0040571022059377616,0.08880750742168886,0.017247060871016802,-0.03379764434980797,-0.0405275704307098,0.026385811411367845,-0.0749038868500627,-0.06874624435151057,0.020127618840438413,-0.019647775692427916
FGF7,0.003294038555213739,-0.056313789067908473,,0.027507440451196904,0.00010858894653215505,-0.0018506496199311951,0.0063557760118959,0.07490257092936516,-0.06203189217630184,0.052479091659297435,0.08767041773222523,-0.015567099082972567,0.002921092108881372,-0.053165506468298845,-0.015811592295907523,-0.0490806602829182,0.00942171512200781,-0.0029952823334010565,0.015579560629882128
EFNA2,,,,,,,,,,,,,-0.014422957112398821,,,,,,
HBEGF,0.024566523233166333,-0.034805311288788866,0.06532757381725993,0.014005264005250664,0.04138211954840946,0.005528863398827224,-0.009758481839417264,0.003930265352928879,-0.018872849531850297,0.08417614448678712,0.05558244680009216,0.0165113061899505,-0.04206229096179202,-0.010251700969981608,-0.001829516347237524,0.05291216117887585,0.02858195357938893,0.06213077578150206,0.020267129729193353
CSF3,,-0.042526380005973766,,-0.06445830670528928,-0.03854288956699207,-0.014947421437884797,,-0.029012425770737732,,,,-0.01405900202852667,-0.027102797440523574,,0.09888786729933889,-0.04118805001919742,-0.01145747617646742,0.02690800905805852,
PI3,,-0.026626659529296857,0.03586022800976002,-0.004111854600635534,-0.013008289810721892,0.0059099501789104565,,,-0.04239638077463826,,,0.024005933945739275,-0.0660349062086786,0.03338085984461786,0.1309481358903903,,-0.02923763457961352,0.03984918615489193,
PCSK1N,-0.023616268917307028,0.08038662192547757,-0.032489890721339426,0.019654373462262772,-0.04876382352995554,-0.05186811472800205,-0.011516576374532,0.028692298771670448,-0.10574774019888941,-0.010257912521479036,0.10698982202867352,-0.011388026432286156,-0.01635745378836314,0.0541431510544728,0.015351971541306627,0.03296209009498248,-0.06938471579720581,-0.03284998347741347,0.007686400613474183
NTS,,,,,0.10523321686935237,-0.01837217899288536,0.08252102462180722,,,,,0.08369790144820877,0.028276716399884567,,-0.09169960260177018,,-0.028602411792443987,,
SFRP1,-0.026450088472351765,0.02174877311356626,-0.023006243203087435,0.0018469498909292241,-0.016129123400526267,-0.0014022643072175442,-0.04415735791615232,-0.011309563606830102,0.0047837002231301655,-0.045308363188254985,0.05345675320709336,0.02277135673155881,-0.036963000481831564,0.024408416283439906,-0.07277540763841338,-0.02180418611305775,0.04018718110853701,0.004997089850939898,0.02393512847746137
CXCL13,,,,,-0.015984167268236583,,,0.09787653875989474,,,,-0.0011404159126596242,0.039464796739900936,,0.0025783157758933603,,,-0.027671718903371098,
MICA,0.07915867227937268,-0.05220046606309851,0.07426620044710461,-0.010566490018770238,-0.024190737162227523,0.017841363370649902,-0.03312619334822737,-0.008246999292321353,-0.048642967895495964,-0.06882843318844226,-0.01808847597858186,-0.04930365396560409,0.08193834321315442,0.03786666787333395,-0.02192425013839079,0.14576918226832344,0.03359044965876728,0.053636880415919096,0.00902251457619625
TG,0.07029283907155487,-0.03390031257604908,-0.041178529532096914,-0.008558385340064143,-0.03420925177533183,-0.018040200359993902,-0.02008831901385908,0.1093507987564367,-0.05938205363747758,-0.0069806093090939185,-0.04064054881724362,-0.025014831977310126,-0.021641390961751078,,-0.035462550247877936,,0.050347910309316846,0.034434672966145385,
ADA,0.023049576069324892,-0.014329627216938584,-0.0005835280165510761,0.04516347273119241,-0.002436076275976125,0.03495346593114125,0.00011777800331040362,0.0034514048688090706,-0.02513144467067621,-0.029831064531572953,0.010878697985513322,-0.03831289150007025,0.07754224048564146,0.01698138540474587,-0.06710713821249435,-0.027425874069929697,0.03336228153415872,-0.0098049253126412,0.055452580313278106
LAMC3,0.03445282993399791,0.027077349454686293,0.05346484694542442,0.01953808928993964,-0.06145739172555012,0.07223366179624412,0.02577297329454538,-0.06756972073293309,0.045977752823257056,-0.010816336998062125,0.0033442035251945285,0.00029293780620957485,0.09319149722696038,0.040781911225479826,0.0026586968082067185,0.07244310025145574,0.04257521258157509,0.00966704933287289,0.001820839668888321
CCL7,,,-0.016633053100106626,0.0038979747930617857,-0.02119205468711904,,,,,,,-0.028215591799778946,,,,,-0.013346791435719842,0.08289803040089791,
